As ^ql++++=As
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
thundering ^jj+atrb+++=thundering
good ^jj+atrb+++=good
actress ^nns+nom+++=actress!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
observed ^vbn+vprv++xvbn+=observed
Lord ^npt++++=Lord
Bargrave ^np+++??+=Bargrave,
, ^zz++++=EXTRAWORD
sipping ^vbg+++xvbg+=sipping
some ^dti++++=some
whisky ^nn++++=whisky.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
knew ^vbd+vprv+tht0+xvbnx+=knew
something ^pn++++=something
was ^vbd+bedz+vrb++=was
up ^rp++++=up
at ^in++++=at
dinner ^nn++++=dinner,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
it ^pp3+it+++=it
from ^in++++=from
her ^pp$+pp3+++=her:
: ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv+tht0+xvbnx+=knew
it ^pp3+it+++=it
from ^in++++=from
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sir ^npt++++=Sir
Cloud ^nn++++=Cloud
smiled ^vbd+++xvbn+=smiled
sadly ^rb++++=sadly.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
supposed ^vb++pmd"+xvbnx+=supposed
to ^to+vcmp+pmd++=to
be ^vbi++vrb++=be
ill ^jj++++=ill--at
-- ^--+clp+++=EXTRAWORD
at ^rb++++=EXTRAWORD
least ^rb"++++=least,
, ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi++vrb++=be
not ^xnot++not++=not
well ^jj+pred+++=well."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You'd
you ^pp2+pp2+++=EXTRAWORD
'd ^md+prd+aux++0=EXTRAWORD
best ^jjt++++=best
take ^vb++++=take
her ^pp$+pp3+++=her
away ^rp+pl+++=away
at ^rb++++=at
once ^rb"+tm+++=once,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Lord ^npt++++=Lord
Bargrave ^np+++??+=Bargrave.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
do ^vb+do+vrb++=do
it ^pp3+it+++=it
clumsily ^rb++++=clumsily.
. ^zz++++=EXTRAWORD
Say ^vb+vpub+tht0++=Say
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
go ^vb++++=go
away ^rp+pl+++=away
for ^in++++=for
a ^ap++++=a
few ^ap"++++=few
days ^nns++++=days,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
gradually ^rb++++=gradually
lengthen ^vb++++=lengthen
it ^pp3+it+++=it
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
mentioned ^vbd+vpub++xvbnx+=mentioned
Italy ^np++++=Italy,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
say ^vb+vpub+++=say.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
it ^pp3+it+++=it
be ^vb+be+vrb++=be
Italy ^np++++=Italy.
. ^zz++++=EXTRAWORD
Clear ^jj++++=Clear
out ^rb+phrv+++=out
for ^in+ppvb+++=for
six ^cd++++=six
months ^nns++++=months."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
my ^pp$+pp1+++=my
work ^nn++++=work
here ^rn+pl+++=here?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="D--n
d ^zz++++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
n ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
work ^nn++++=work
here ^rn+pl+++=here!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Lord ^npt++++=Lord
Bargrave ^np+++??+=Bargrave.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
suppose ^vb+vprv+tht0++=suppose
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
indispensable ^jj+pred+++=indispensable
here ^rn+pl+++=here?
? ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
suppose ^vb+vprv+++=suppose
the ^ati++++=the
Five ^cd++++=Five
Towns ^nns++++=Towns
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
manage ^vb++++=manage
without ^in++++=without
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
caste ^nn++++=caste
is ^vbz+bez+aux++=is
decayed ^vpsv++agls+xvbnx+=decayed,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
boy ^nn++++=boy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
silly ^jj+atrb+++=silly
fools ^nns++++=fools
like ^in++++=like
you ^pp2+pp2+++=you
try ^vb++++=try
to ^to+vcmp+++=to
lengthen ^vbi++++=lengthen
out ^rp+pl+++=out
the ^ati++++=the
miserable ^jj++++=miserable
last ^jj+atrb+++=last
days ^nns++++=days
of ^in++++=of
its ^pp$+it+++=its
importance ^nn+nom+++=importance
by ^in++++=by
giving ^xvbg+++xvbg+=giving
yourselves ^ppls+pp2+++=yourselves
airs ^&fw++++=airs
in ^in++++=in
industrial ^jj+atrb+++=industrial
districts ^nns++++=districts!
! ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
conscience ^nn+nom+++=conscience
tells ^vbz++++=tells
you ^pp2+pp2+++=you
that ^dt+pdem+++=that
what ^wdt+who+++=what
the ^ati++++=the
demagogues ^nns+++??+=demagogues
say ^vb+vpub+++=say
is ^vbz+bez+vrb++=is
true ^jj+pred+++=true--we
-- ^--+clp+++=EXTRAWORD
we ^pp1a+pp1+++=EXTRAWORD
are ^vb+ber+vrb++=are
rotters ^nns+nom+++=rotters
on ^in++++=on
the ^ati++++=the
face ^nn++++=face
of ^in++++=of
the ^ati++++=the
earth ^nn++++=earth,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are
mediaeval ^jj+pred+++=mediaeval;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
try ^vb++++=try
to ^to+vcmp+++=to
drown ^vbi++++=drown
your ^pp$+pp2+++=your
conscience ^nn+nom+++=conscience
in ^in++++=in
the ^ati++++=the
noise ^nn++++=noise
of ^in++++=of
philanthropic ^jj+atrb+++=philanthropic
speeches ^nns++++=speeches.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
a ^at++++=a
sensible ^nn++++=sensible
working ^vwbg+++xvbg+=working-man
- ^zz++++=EXTRAWORD
man ^nn++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
Five ^cd++++=Five
Towns ^nns++++=Towns
who ^whp+rel+subj++=who
does ^vbz+doz+vrb++=doesn't,
n't ^xnot++not++0=EXTRAWORD
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
bottom ^nn++++=bottom
of ^in++++=of
his ^pp$+pp3+++=his
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
assess ^vb++++=assess
you ^pp2+pp2+++=you
at ^in++++=at
your ^pp$+pp2+++=your
true ^jj+atrb+++=true
value ^nn++++=value--as
-- ^--+clp+++=EXTRAWORD
as ^ql++++=EXTRAWORD
nothing ^pn++++=nothing
but ^cc++++=but
a ^at++++=a
man ^nn++++=man
with ^in++++=with
a ^at++++=a
hobby ^nn++++=hobby,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
plenty ^nn++++=plenty
of ^in++++=of
time ^nn++++=time
and ^cc++++=and
money ^nn++++=money
to ^to++++=to
ride ^vbi++++=ride
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
agree ^vb+vpub+++=agree
with ^in++++=with
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sir ^npt++++=Sir
Cloud ^nn++++=Cloud
said ^vbd+vpub++xvbn+=said
stiffly ^rb++++=stiffly.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Lord ^npt++++=Lord
Bargrave ^np+++??+=Bargrave.
. ^zz++++=EXTRAWORD
" ^zz++++="At
at ^rb++++=EXTRAWORD
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time
I ^pp1a+pp1+++=I
admire ^vb++++=admire
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Cloud ^nn++++=Cloud.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
not ^xnot++not++=not
built ^vbd+++xvbn+=built
the ^ati++++=the
same ^ap++++=same
way ^nn++++=way
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
admire ^vb++++=admire
you ^pp2+pp2+++=you--except
-- ^--+clp+++=EXTRAWORD
except ^in++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
matter ^nn++++=matter
of ^in++++=of
Gertrude ^np++++=Gertrude.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
you ^pp2+pp2+++=you've
've ^vb+hv+vrb++0=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
wrong ^jj++++=wrong--of
-- ^--+clp+++=EXTRAWORD
of ^in+emph+++=EXTRAWORD
course ^nn+emph"+++=course
from ^in++++=from
the ^ati++++=the
highest ^jjt+atrb+++=highest
motives ^nns++++=motives:
: ^zz++++=EXTRAWORD
which ^whp+who+++=which
makes ^vbz++++=makes
it ^pp3+it+++=it
all ^rb++++=all
the ^ati++++=the
worse ^nn++++=worse.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
ought ^md+nec+++=oughtn't
n't ^xnot++not++0=EXTRAWORD
to ^to++++=to
put ^vbi++++=put
hobbies ^nns++++=hobbies
above ^in+pl+++=above
the ^ati++++=the
wife ^nn++++=wife
of ^in++++=of
his ^pp$+pp3+++=his
bosom ^nn++++=bosom.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And,
, ^zz++++=EXTRAWORD
besides ^rb++++=besides,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she's
's ^vbz+bez+vrb++0=EXTRAWORD
one ^pn++++=one
of ^in++++=of
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
So ^ql++++=So
take ^vb++++=take
her ^pp$+pp3+++=her
away ^rp+pl+++=away
and ^cc++++=and
stay ^vb++++=stay
away ^rp+pl+++=away
and ^cc++++=and
make ^vb++++=make
love ^vb++++=love
to ^to+vcmp+++=to
her ^pp$+pp3+++=her."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Suppose
suppose ^vb+vprv+tht0++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do?
? ^zz++++=EXTRAWORD
Suppose ^vb+vprv+tht0++=Suppose
I ^pp1a+pp1+++=I
try ^vb++++=try?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must
tell ^vb++++=tell
her ^pp$+pp3+++=her!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Tell
tell ^vb++++=EXTRAWORD
her ^pp$+pp3+++=her
what ^wdt+who+++=what?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+dem+++=EXTRAWORD
I ^pp1a+pp1+++=I
read ^vbd+vprv++xvbnx+=read
the ^ati++++=the
letter ^nn++++=letter.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
acted ^vbd+++xvbnx+=acted
a ^at++++=a
lie ^nn++++=lie
to ^in++++=to
her ^pp$+pp3+++=her
this ^dt+dem+++=this
afternoon ^nn++++=afternoon.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
let ^vb+++xvbn+=let
that ^dt+dem+++=that
lie ^nn++++=lie
stand ^vb++++=stand
between ^in++++=between
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
would ^md+prd+++=would
not ^xnot++not++=not
be ^vb+be+vrb++=be
right ^jj+pred+++=right."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Lord ^npt++++=Lord
Bargrave ^np+++??+=Bargrave
sprang ^vbd+++xvbn+=sprang
up ^rp++++=up.
. ^zz++++=EXTRAWORD
" ^zz++++="Cloud,"
cloud ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried.
. ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
heaven ^nn++++=heaven's
's ^$++++=EXTRAWORD
sake ^nn++++=sake,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
an ^at++++=an
infernal ^jj+atrb+++=infernal
ass ^nn++++=ass.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
you ^pp2+pp2+++=you've
've ^vb+hv+vrb++0=EXTRAWORD
escaped ^vprf+++xvbnx+=escaped
a ^at++++=a
domestic ^jj+atrb+++=domestic
catastrophe ^nn++++=catastrophe
of ^in++++=of
the ^ati++++=the
first ^od++++=first
magnitude ^nn++++=magnitude
by ^in++++=by
a ^at++++=a
miracle ^nn++++=miracle.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You've
've ^vb+hv+aux++0=EXTRAWORD
made ^vprf+++xvbnx+=made
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
peace ^nn++++=peace
with ^in++++=with
Gertrude ^np++++=Gertrude.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She's
's ^vbz+bez+aux++0=EXTRAWORD
come ^vb++++=come
to ^in++++=to
her ^pp$+pp3+++=her
senses ^nns++++=senses.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
now ^rn+tm+++=now
you ^pp2+pp2+++=you
want ^vb++++=want
to ^to+vcmp+++=to
mess ^vbi++++=mess
up ^rp++++=up
the ^ati++++=the
whole ^nn++++=whole
show ^vb+vprv+++=show
by ^in++++=by
the ^ati++++=the
act ^nn++++=act
of ^in++++=of
an ^at++++=an
idiot ^nn++++=idiot!
! ^zz++++=EXTRAWORD
What ^wdt+who+++=What
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
did ^vbd+dod+aux++=did
act ^vb+vpub+++=act
a ^at++++=a
lie ^nn++++=lie
to ^in++++=to
her ^pp$+pp3+++=her
this ^dt+dem+++=this
afternoon ^nn++++=afternoon?
? ^zz++++=EXTRAWORD
A ^at++++=A
very ^ql+amp+++=very
good ^jj+atrb+++=good
thing ^nn++++=thing!
! ^zz++++=EXTRAWORD
The ^ati++++=The
most ^ql+emph+++=most
sensible ^jj+atrb+++=sensible
thing ^nn++++=thing
you ^pp2+pp2+++=you've
've ^vb+hv+aux++0=EXTRAWORD
done ^vprf+++xvbnx+=done
for ^in++++=for
years ^nns++++=years!
! ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
the ^ati++++=the
lie ^nn++++=lie
stand ^vb++++=stand
between ^in++++=between
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Look ^vb++++=Look
at ^rb++++=at
it ^pp3+it+++=it
carefully ^rb++++=carefully
every ^at++++=every
morning ^nn++++=morning
when ^wrb+who+++=when
you ^pp2+pp2+++=you
awake ^jj++++=awake.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
will ^md+prd+++=will
help ^vb++++=help
you ^pp2+pp2+++=you
to ^to++++=to
avoid ^vbi++++=avoid
repeating ^vbg+vpub++xvbg+=repeating
in ^in++++=in
the ^ati++++=the
future ^jjb++++=future
the ^ati++++=the
high ^jj++++=high-minded
- ^zz++++=EXTRAWORD
minded ^jj+atrb++xvbn+=EXTRAWORD
errors ^nns++++=errors
of ^in++++=of
the ^ati++++=the
past ^nn++++=past.
. ^zz++++=EXTRAWORD
See ^vb+vprv+++=See?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Iii ^np+++??+=III
And ^cc++++=And
in ^in++++=in
Lady ^nn++++=Lady
Bargrave ^np++++=Bargrave's
's ^$++++=EXTRAWORD
dressing ^nvbg+++xvbg+=dressing-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
that ^tht+rel+++=that
night ^nn++++=night
Gertrude ^np++++=Gertrude
was ^vbd+bedz+vrb++=was
confiding ^nn++++=confiding
in ^in++++=in
Lady ^nn++++=Lady
Bargrave ^np+++??+=Bargrave.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="Cloud
cloud ^nn++++=EXTRAWORD
must ^md+nec+++=must
have ^vb+hv+aux++=have
come ^vprf+++xvbn+=come
in ^in++++=in
within ^in++++=within
five ^cd++++=five
minutes ^nns++++=minutes
of ^in++++=of
my ^pp$+pp1+++=my
leaving ^vbg+++xvbg+=leaving--two
-- ^--+clp+++=EXTRAWORD
two ^cd++++=EXTRAWORD
hours ^nns++++=hours
earlier ^jjr++++=earlier
than ^cs+sub+++=than
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
expected ^vpsv++agls+xvbnx+=expected.
. ^zz++++=EXTRAWORD
Fortunately ^rb++++=Fortunately
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
straight ^rb++++=straight
to ^in++++=to
his ^pp$+pp3+++=his
dressing ^nvbg+++xvbg+=dressing-room.
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Or ^cc+cls+++=Or
was ^vbd+bedz+vrb++=was
it ^pp3+it+++=it
unfortunately ^rb++++=unfortunately?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
half ^abn++++=half-way
- ^zz++++=EXTRAWORD
way ^nn++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
station ^nn+nom+++=station
when ^wrb+who+++=when
it ^pp3+it+++=it
occurred ^vbd+++xvbn+=occurred
to ^in++++=to
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=hadn't
n't ^xnot++not++0=EXTRAWORD
fastened ^vbd+++xvbn+=fastened
the ^ati++++=the
envelope ^nn++++=envelope!
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
naturally ^rb++++=naturally
in ^in++++=in
an ^at++++=an
awfully ^ql++++=awfully
nervous ^jj+atrb+++=nervous
state ^nn++++=state,
, ^zz++++=EXTRAWORD
Minnie ^np+++??+=Minnie.
. ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
told ^vbd+vpub++xvbnx+=told
Collins ^np++++=Collins
to ^to++++=to
turn ^vbi++++=turn
back ^rb+phrv+++=back.
. ^zz++++=EXTRAWORD
Fuge ^np+++??+=Fuge,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
new ^jj+atrb+++=new
butler ^np++++=butler,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
of ^in++++=of
an ^at++++=an
extremely ^rb+amp+++=extremely
curious ^jj+atrb+++=curious
disposition ^nn+nom+++=disposition,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
bear ^vb+vprv+++=bear
the ^ati++++=the
idea ^nn++++=idea
of ^in++++=of
him ^pp3o+pp3+++=him
prying ^jj++++=prying
about ^in++++=about
and ^cc++++=and
perhaps ^rb++++=perhaps
reading ^vbg+++xvbg+=reading
that ^dt+dem+++=that
letter ^nn++++=letter
before ^cs+sub+++=before
Cloud ^nn++++=Cloud
got ^vbd+++xvbn+=got
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
just ^rb+emph+++=just
as ^ql++++=as
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
picking ^vbg+++xvbgx+=picking
up ^rp++++=up
the ^ati++++=the
letter ^nn++++=letter
to ^to++++=to
fasten ^vbi++++=fasten
it ^pp3+it+++=it
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
Cloud ^nn++++=Cloud
in ^in++++=in
the ^ati++++=the
next ^ap++++=next
room ^nn++++=room.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
felt ^vbd+vprv++xvbn+=felt
so ^ql+emph+++=so
queer ^jj++++=queer
in ^in++++=in
all ^abn++++=all
my ^pp$+pp1+++=my
life ^nn++++=life!
! ^zz++++=EXTRAWORD
The ^ati++++=The
poor ^jj+atrb+++=poor
boy ^nn++++=boy
was ^vbd+bedz+vrb++=was
quite ^rb++++=quite
unwell ^jj+pred+++=unwell.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
screwed ^vbd+++xvbnx+=screwed
up ^rp++++=up
the ^ati++++=the
letter ^nn++++=letter
and ^cc++++=and
went ^vpsv++agls+xvbn+=went
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
else ^rb+cnj+++=else
could ^md+pos+++=could
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do?
? ^zz++++=EXTRAWORD
And ^cc+cls+++=And
really ^rb+emph+++=really
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
tired ^jj+++xvbn+=tired
and ^cc+phrs+++=and
white ^jj++++=white--well,
-- ^--+clp+++=EXTRAWORD
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
moved ^vbd+++xvbn+=moved
me ^pp1o+pp1+++=me!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
moved ^vbd+++xvbn+=moved
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
spoke ^vbd+++xvbnx+=spoke
about ^in++++=about
going ^xvbg+++xvbg+=going
away ^rp+pl+++=away
I ^pp1a+pp1+++=I
suddenly ^rb++++=suddenly
thought ^vbd+++xvbn+=thought:
: ^zz++++=EXTRAWORD
' ^zz++++='Why
why ^wrb+who+++=EXTRAWORD
not ^xnot++not++=not
try ^vb++++=try
to ^to+vcmp+++=to
make ^vbi++++=make
a ^at++++=a
new ^nn++++=new
start ^vb++++=start
with ^in++++=with
him ^pp3o+pp3+++=him?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
After ^in++++=After
all ^abn++++=all
. ^zz++++=..."
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
pause ^nn++++=pause.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
say ^vb+vpub+++=say
in ^in++++=in
the ^ati++++=the
letter ^nn++++=letter?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Lady ^npt++++=Lady
Bargrave ^np+++??+=Bargrave
demanded ^vbd+vsua++xvbn+=demanded.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
put ^vbd+++xvbn+=put
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
read ^vb+vprv+tht0+xvbn+=read
it ^pp3+it+++=it
to ^in++++=to
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Gertrude ^np++++=Gertrude,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
took ^vbd+++xvbnx+=took
the ^ati++++=the
letter ^nn++++=letter
from ^in++++=from
her ^pp$+pp3+++=her
corsage ^nn+nom+++=corsage
and ^cc++++=and
began ^vbd+++xvbn+=began
to ^to++++=to
read ^vbi+vprv+tht0+xvbn+=read
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
got ^vbd+++xvbnx+=got
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
stand ^vb++++=stand
this ^dt+dem+++=this
awful ^jj++++=awful
Five ^cd++++=Five
Towns ^nns++++=Towns
district ^nn++++=district,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
then ^rn+tm+++=then
she ^pp3a+pp3+++=she
stopped ^vbd+++xvbnx+=stopped.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
go ^vb++++=go
on ^in+strn+++=on,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Lady ^npt++++=Lady
Bargrave ^np+++??+=Bargrave
encouraged ^vwbn+++xvbn+=encouraged
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Gertrude ^np++++=Gertrude,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
put ^vbd+++xvbnx+=put
the ^ati++++=the
letter ^nn++++=letter
in ^in++++=in
the ^ati++++=the
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
fact ^nn++++=fact
