Although ^cs+con+++=Although
from ^in++++=from
this ^dt+dem+++=this
distance ^nn+nom+++=distance,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
it ^pp3+it+++=it
had ^vb+hv+vrb++=had
not ^xnot++not++=not
a ^at++++=a
single ^jj+atrb+++=single
bud ^nn++++=bud
or ^cc++++=or
a ^at++++=a
faded ^jj+++xvbn+=faded
petal ^jj++++=petal.
. ^zz++++=EXTRAWORD
Down ^rp++++=Down
below ^rb++++=below,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
garden ^nn++++=garden
beds ^nns++++=beds,
, ^zz++++=EXTRAWORD
the ^ati++++=the
red ^jj+atrb+++=red
and ^cc+phrs+++=and
yellow ^jj+atrb+++=yellow
tulips ^nns++++=tulips,
, ^zz++++=EXTRAWORD
heavy ^jj++++=heavy
with ^in++++=with
flowers ^nns+nom+++=flowers,
, ^zz++++=EXTRAWORD
seemed ^vb+++xvbn+=seemed
to ^to+vcmp+++=to
lean ^vbi++++=lean
upon ^in++++=upon
the ^ati++++=the
dusk ^nn++++=dusk.
. ^zz++++=EXTRAWORD
A ^at++++=A
grey ^jj+atrb+++=grey
cat ^nn++++=cat,
, ^zz++++=EXTRAWORD
dragging ^vbg+++xvbg+=dragging
its ^pp$+it+++=its
belly ^nn++++=belly,
, ^zz++++=EXTRAWORD
crept ^j+++xvbn+=crept
across ^in+pl+++=across
the ^ati++++=the
lawn ^nn++++=lawn,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
black ^jj+atrb+++=black
one ^pn++++=one,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
shadow ^nn++++=shadow,
, ^zz++++=EXTRAWORD
trailed ^j+++xvbn+=trailed
after ^in+strn+++=after.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sight ^nn++++=sight
of ^in++++=of
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
so ^ql+emph+++=so
intent ^jj++++=intent
and ^cc++++=and
so ^rb+emph+++=so
quick ^jj+atrb+++=quick,
, ^zz++++=EXTRAWORD
gave ^j+++xvbn+=gave
Bertha ^np+++??+=Bertha
a ^at++++=a
curious ^jj+atrb+++=curious
shiver ^nn++++=shiver.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
creepy ^nn+++??+=creepy
things ^nns++++=things
cats ^nns++++=cats
are ^vb+ber+vrb++=are!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
stammered ^vbd+++xvbnx+=stammered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
turned ^vbd+++xvbnx+=turned
away ^rb+phrv+++=away
from ^in"++++=from
the ^ati++++=the
window ^nn++++=window
and ^cc++++=and
began ^vbd+++xvbn+=began
walking ^vbg+++xvbg+=walking
up ^rp++++=up
and ^cc++++=and
down ^in+strn+++=down
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
strong ^jj++++=strong
the ^ati++++=the
jonquils ^nn++++=jonquils
smelled ^vbd+++xvbn+=smelled
in ^in++++=in
the ^ati++++=the
warm ^jj+atrb+++=warm
room ^nn++++=room.
. ^zz++++=EXTRAWORD
Too ^ql++++=Too
strong ^jj++++=strong?
? ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
no ^at++++=no.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
yet ^rb+cnj+++=yet,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^rb+cnj+++=though
overcome ^vb+++xvbn+=overcome,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
flung ^vbd+++xvbnx+=flung
down ^rp++++=down
on ^in++++=on
a ^at++++=a
couch ^nn++++=couch
and ^cc++++=and
pressed ^jj+++xvbn+=pressed
her ^pp3o+pp3+++=her
hands ^nns++++=hands
to ^in++++=to
her ^pp$+pp3+++=her
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
too ^ql++++=too
happy ^jj++++=happy
too ^rb++++=too
happy ^jj++++=happy!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
murmured ^vbd+++xvbnx+=murmured.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
she ^pp3a+pp3+++=she
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
on ^rp++++=on
her ^pp3o+pp3+++=her
eyelids ^nns++++=eyelids
the ^ati++++=the
lovely ^jj+atrb+++=lovely
pear ^nn++++=pear
tree ^nn++++=tree
with ^in++++=with
its ^pp$+it+++=its
wide ^jj+atrb+++=wide
open ^jj+atrb+++=open
blossoms ^nns+++??+=blossoms
as ^ql++++=as
a ^at++++=a
symbol ^nn++++=symbol
of ^in++++=of
her ^pp$+pp3+++=her
own ^ap++++=own
life ^nn++++=life.
. ^zz++++=EXTRAWORD
Really ^rb+emph+++=Really
really ^rb+emph+++=really
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
everything ^pn++++=everything.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
young ^jj+pred+++=young.
. ^zz++++=EXTRAWORD
Harry ^np++++=Harry
and ^cc++++=and
she ^pp3a+pp3+++=she
were ^vbd+bed+vrb++=were
as ^ql++++=as
much ^ap++++=much
in ^in++++=in
love ^nn++++=love
as ^ql++++=as
ever ^rb+cnj+++=ever,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
got ^vbd+++xvbnx+=got
on ^in++++=on
together ^nn+nom+++=together
splendidly ^rb++++=splendidly
and ^cc++++=and
were ^vbd+bed+vrb++=were
really ^rb+emph+++=really
good ^jj+atrb+++=good
pals ^nns++++=pals.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+vrb++=had
an ^at++++=an
adorable ^jj+atrb+++=adorable
baby ^nn++++=baby.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
have ^md"++pmd"++=have
to ^md+nec+++=to
worry ^vb+vprv+++=worry
about ^in++++=about
money ^nn++++=money.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vb+hv+vrb++=had
this ^dt+dem+++=this
absolutely ^rb+amp+++=absolutely
satisfactory ^jj+atrb+++=satisfactory
house ^nn++++=house
and ^cc++++=and
garden ^nn++++=garden.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
friends ^nns++++=friends
modern ^jj+atrb+++=modern,
, ^zz++++=EXTRAWORD
thrilling ^jj+atrb+++=thrilling
friends ^nns++++=friends,
, ^zz++++=EXTRAWORD
writers ^nns+nom+++=writers
and ^cc++++=and
painters ^nns+nom+++=painters
and ^cc++++=and
poets ^nns++++=poets
or ^cc++++=or
people ^nns++++=people
keen ^jj++++=keen
on ^in++++=on
social ^jj+atrb+++=social
questions ^nns+nom+++=questions
just ^rb+emph+++=just
the ^ati++++=the
kind ^rb++++=kind
of ^rb"++++=of
friends ^nns++++=friends
they ^pp3a+pp3+++=they
wanted ^vbd+++xvbnx+=wanted.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
books ^nns++++=books,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
music ^nn++++=music,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
found ^vprf+++xvbnx+=found
a ^at++++=a
wonderful ^jj++++=wonderful
little ^rb++++=little
dressmaker ^jjr++++=dressmaker,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
going ^vbg+++xvbgx+=going
abroad ^rb+pl+++=abroad
in ^in++++=in
the ^ati++++=the
summer ^nn++++=summer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
their ^pp$+pp3+++=their
new ^jj+atrb+++=new
cook ^nn++++=cook
made ^vbd+++xvbn+=made
the ^ati++++=the
most ^ql+emph+++=most
superb ^jj+atrb+++=superb
omelettes ^nns+nom++??+=omelettes
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
absurd ^jj+pred+++=absurd.
. ^zz++++=EXTRAWORD
Absurd ^jj++++=Absurd!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sat ^vbd+++xvbnx+=sat
up ^rp++++=up;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
felt ^vbd+vprv++xvbnx+=felt
quite ^rb++++=quite
dizzy ^jj++++=dizzy,
, ^zz++++=EXTRAWORD
quite ^abl++++=quite
drunk ^vbd+++xvbn+=drunk.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
must ^md+nec+++=must
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
spring ^nn++++=spring.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
spring ^nn++++=spring.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
tired ^jj+++xvbn+=tired
she ^pp3a+pp3+++=she
could ^md+pos+++=could
not ^xnot++not++=not
drag ^vb++++=drag
herself ^ppl+pp3+++=herself
upstairs ^jjb++++=upstairs
to ^in++++=to
dress ^nn++++=dress.
. ^zz++++=EXTRAWORD
A ^at++++=A
white ^jj+atrb+++=white
dress ^nn++++=dress,
, ^zz++++=EXTRAWORD
a ^at++++=a
string ^nn++++=string
of ^in++++=of
jade ^nn+++??+=jade
beads ^nns++++=beads,
, ^zz++++=EXTRAWORD
green ^nn++++=green
shoes ^nns++++=shoes
and ^cc++++=and
stockings ^nns++++=stockings.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
intentional ^jj++++=intentional.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
thought ^vprf+++xvbnx+=thought
of ^in++++=of
this ^dt+dem+++=this
scheme ^nn++++=scheme
hours ^nns++++=hours
before ^cs+sub+++=before
she ^pp3a+pp3+++=she
stood ^vbd+++xvbnx+=stood
at ^rb++++=at
the ^ati++++=the
drawing ^jj+++xvbg+=drawing-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
window ^nn++++=window.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
petals ^nns++++=petals
rustled ^vbd+++xvbn+=rustled
softly ^rb++++=softly
into ^in++++=into
the ^ati++++=the
hall ^nn++++=hall,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
kissed ^vbd+++xvbnx+=kissed
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Norman ^np++++=Norman
Knight ^nn++++=Knight,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
taking ^vbg+++xvbgx+=taking
off ^rb+phrv+++=off
the ^ati++++=the
most ^ql+emph+++=most
amusing ^jj+atrb+++=amusing
orange ^nn++++=orange
coat ^nn++++=coat
with ^in++++=with
a ^at++++=a
procession ^nn++++=procession
of ^in++++=of
black ^jj+atrb+++=black
monkeys ^nns++++=monkeys
round ^in++++=round
the ^ati++++=the
hem ^nn++++=hem
and ^cc++++=and
up ^rp++++=up
the ^ati++++=the
fronts ^nns++++=fronts.
. ^zz++++=EXTRAWORD
" ^zz++++="
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why!
! ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why!
! ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
is ^vbz+bez+aux++=is
the ^ati++++=the
middle ^jjb++++=middle-class
- ^zz++++=EXTRAWORD
class ^nn++++=EXTRAWORD
so ^ql++++=so
stodgy ^vb+++??+=stodgy
so ^ql++++=so
utterly ^rb+amp+++=utterly
without ^in++++=without
a ^at++++=a
sense ^nn++++=sense
of ^in++++=of
humour ^nn++++=humour!
! ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
dear ^nn++++=dear,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
only ^rb+down+++=only
by ^in++++=by
a ^at++++=a
fluke ^nn++++=fluke
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
here ^rn+pl+++=here
at ^rb++++=at
all ^abn++++=all
Norman ^jj++++=Norman
being ^jj+++xvbg+=being
the ^ati++++=the
protective ^jj+atrb+++=protective
fluke ^nn++++=fluke.
. ^zz++++=EXTRAWORD
For ^in++++=For
my ^pp$+pp1+++=my
darling ^jj+atrb+++=darling
monkeys ^nns++++=monkeys
so ^ql++++=so
upset ^vb+++xvbn+=upset
the ^ati++++=the
train ^nn++++=train
that ^tht+rel+obj++=that
it ^pp3+it+++=it
rose ^vbd+++xvbn+=rose
to ^in++++=to
a ^at++++=a
man ^nn++++=man
and ^cc++++=and
simply ^rb++++=simply
ate ^vbd+++xvbn+=ate
me ^pp1o+pp1+++=me
with ^in++++=with
its ^pp$+it+++=its
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
Did ^vbd+dod+aux++=Didn't
n't ^xnot++not++0=EXTRAWORD
laugh ^vb++++=laugh
was ^vbd+bedz+aux++=wasn't
n't ^xnot++not++0=EXTRAWORD
amused ^jj+++xvbn+=amused
that ^tht+jcmp+++=that
I ^pp1a+pp1+++=I
should ^md+nec+++=should
have ^vb+hv+aux++=have
loved ^vprf+++xvbnx+=loved.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
stared ^vbd+++xvbn+=stared
and ^cc+phrs+++=and
bored ^vbd+++xvbn+=bored
me ^pp1o+pp1+++=me
through ^in++++=through
and ^cc++++=and
through ^in+strn+++=through."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
the ^ati++++=the
cream ^nn++++=cream
of ^in++++=of
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Norman ^jj++++=Norman,
, ^zz++++=EXTRAWORD
pressing ^vbg+++xvbg+=pressing
a ^at++++=a
large ^jj+atrb+++=large
tortoiseshell ^nn++++=tortoiseshell-rimmed
- ^zz++++=EXTRAWORD
rimmed ^jj+atrb+++=EXTRAWORD
monocle ^nn+++??+=monocle
into ^in++++=into
his ^pp$+pp3+++=his
eye ^nn++++=eye,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
mind ^nn++++=mind
me ^pp1o+pp1+++=me
telling ^vbg+nom++xvbg+=telling
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
Face ^nn++++=Face,
, ^zz++++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
( ^zz++++=(In
in ^in++++=EXTRAWORD
their ^pp$+pp3+++=their
home ^nr++++=home
and ^cc++++=and
among ^in++++=among
their ^pp$+pp3+++=their
friends ^nns++++=friends
they ^pp3a+pp3+++=they
called ^vbd+++xvbnx+=called
each ^ppls++++=each
other ^ap++++=other
Face ^nn++++=Face
and ^cc++++=and
Mug ^nn++++=Mug.)
. ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
cream ^nn++++=cream
of ^in++++=of
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
when ^wrb+who+++=when
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
full ^jj++++=full
fed ^jj+++xvbn+=fed,
, ^zz++++=EXTRAWORD
turned ^j+++xvbn+=turned
to ^in++++=to
the ^ati++++=the
woman ^nn++++=woman
beside ^in+pl+++=beside
her ^pp$+pp3+++=her
and ^cc++++=and
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
' ^zz++++='Haven't
have ^vb+hv+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
ever ^rb++++=ever
seen ^vbd+vprv++xvbn+=seen
a ^at++++=a
monkey ^nn++++=monkey
before? ^nn+++??+=before?'"
'" ^nn+++??+=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
yes ^uh++++=yes!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Norman ^np++++=Norman
Knight ^nn++++=Knight
joined ^vbd+++xvbn+=joined
in ^in++++=in
the ^ati++++=the
laughter ^nn+nom+++=laughter.
. ^zz++++=EXTRAWORD
" ^zz++++="Wasn't
was ^vbd+bedz+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
that ^dt+dem+++=that
too ^ql++++=too
absolutely ^rb+amp+++=absolutely
creamy ^jj++++=creamy?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
a ^at++++=a
funnier ^jjr+atrb+++=funnier
thing ^nn++++=thing
still ^rb++++=still
was ^vbd+bedz+vrb++=was
that ^dt+dem+++=that
now ^rn+tm+++=now
her ^pp$+pp3+++=her
coat ^nn++++=coat
was ^vbd+bedz+vrb++=was
off ^in+pl+++=off
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=did
look ^vb++++=look
like ^in++++=like
a ^at++++=a
very ^ql+amp+++=very
intelligent ^jj+atrb+++=intelligent
monkey ^nn++++=monkey
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
even ^rb++splt++=even
made ^vprf+++xvbnx+=made
that ^dt+dem+++=that
yellow ^jj+atrb+++=yellow
silk ^nn++++=silk
dress ^nn++++=dress
out ^rp+pl+++=out
of ^in++++=of
scraped ^vbd+++xvbn+=scraped
banana ^nn+++??+=banana
skins ^nns++++=skins.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
her ^pp$+pp3+++=her
amber ^jj+atrb+++=amber
ear ^nn++++=ear-rings:
- ^zz++++=EXTRAWORD
rings ^nns++++=EXTRAWORD
: ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
like ^in++++=like
little ^ap++++=little
dangling ^jj+atrb++xvbg+=dangling
nuts ^nns++++=nuts.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
sad ^jj+atrb+++=sad,
, ^zz++++=EXTRAWORD
sad ^jj+atrb+++=sad
fall ^nn++++=fall!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mug ^nn++++=Mug,
, ^zz++++=EXTRAWORD
pausing ^vbg+++xvbg+=pausing
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
Little ^jj+atrb+++=Little
B ^zz++++=B's
's ^$++++=EXTRAWORD
perambulator ^nn++++=perambulator.
. ^zz++++=EXTRAWORD
" ^zz++++="When
when ^wrb+who+++=EXTRAWORD
the ^ati++++=the
perambulator ^nn++++=perambulator
comes ^vbz++++=comes
into ^in+ppvb+++=into
the ^ati++++=the
hall ^npl++++=hall--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
he ^pp3a+pp3+++=he
waved ^vbd+++xvbnx+=waved
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
the ^ati++++=the
quotation ^nn+nom+++=quotation
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bell ^nn++++=bell
rang ^vbd+++xvbn+=rang.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
lean ^vb++++=lean,
, ^zz++++=EXTRAWORD
pale ^nn++++=pale
Eddie ^np++++=Eddie
Warren ^np++++=Warren
( ^zz++++=(as
as ^ql++++=EXTRAWORD
usual ^jj++++=usual)
) ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
state ^nn++++=state
of ^in++++=of
acute ^jj+atrb+++=acute
distress ^nns+nom+++=distress.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
right ^jj+atrb+++=right
house ^npl++++=house,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
pleaded ^vbd+vpub++xvbnx+=pleaded.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+++=think
so ^ql++++=so
I ^pp1a+pp1+++=I
hope ^nn++++=hope
so ^ql++++=so,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Bertha ^np+++??+=Bertha
brightly ^rb++++=brightly.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
had ^vb+hv+vrb++=had
such ^abl++++=such
a ^at++++=a
dreadful ^jj+atrb+++=dreadful
experience ^nn+nom+++=experience
with ^in++++=with
a ^at++++=a
taxi ^nn++++=taxi-man;
- ^zz++++=EXTRAWORD
man ^nn++++=EXTRAWORD
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
most ^ql+emph+++=most
sinister ^jj++++=sinister.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
get ^vb++++=get
him ^pp3o+pp3+++=him
to ^to++++=to
stop ^vbi++++=stop.
. ^zz++++=EXTRAWORD
The ^ati++++=The
more ^ql++++=more
I ^pp1a+pp1+++=I
knocked ^vbd+++xvbnx+=knocked
and ^cc+phrs+++=and
called ^vbd+++xvbn+=called
the ^ati++++=the
faster ^rbr++++=faster
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
in ^in++++=in
the ^ati++++=the
moonlight ^nn++++=moonlight
this ^dt+dem+++=this
bizarre ^jj+atrb+++=bizarre
figure ^nn++++=figure
with ^in++++=with
the ^ati++++=the
flattened ^jj+++xvbn+=flattened
head ^jjb++++=head
crouching ^jj+++xvbg+=crouching
over ^in++++=over
the ^ati++++=the
little ^ap++++=little
wheel ^vb++++=wheel
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="
He ^pp3a+pp3+++=He
shuddered ^vbd+++xvbnx+=shuddered,
, ^zz++++=EXTRAWORD
taking ^vbg+++xvbg+=taking
off ^rb+phrv+++=off
an ^at++++=an
immense ^jj+atrb+++=immense
white ^jj+atrb+++=white
silk ^nn++++=silk
scarf ^nn++++=scarf.
. ^zz++++=EXTRAWORD
Bertha ^np+++??+=Bertha
noticed ^vbd+vprv++xvbn+=noticed
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
socks ^nns++++=socks
were ^vbd+bed+vrb++=were
white ^jj+pred+++=white,
, ^zz++++=EXTRAWORD
too ^ql++++=too
most ^ql+emph+++=most
charming ^nvbg+++xvbg+=charming.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc+cls+++=EXTRAWORD
how ^wrb+who+++=how
dreadful ^jj++++=dreadful!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
cried ^vbd+++xvbnx+=cried.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
really ^rb+emph+++=really
was ^vbd+bedz+vrb++=was,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Eddie ^np++++=Eddie,
, ^zz++++=EXTRAWORD
following ^jj+++xvbg+=following
her ^pp$+pp3+++=her
into ^in++++=into
the ^ati++++=the
drawing ^jj+++xvbg+=drawing-room.
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
saw ^vbd+vprv+tht0+xvbnx+=saw
myself ^ppl+pp1+++=myself
driving ^nvbg+++xvbg+=driving
through ^in++++=through
Eternity ^nn+nom+++=Eternity
in ^in++++=in
a ^at++++=a
timeless ^jj+atrb+++=timeless
taxi ^nn++++=taxi."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
knew ^vbd+vprv++xvbnx+=knew
the ^ati++++=the
Norman ^jj+atrb+++=Norman
Knights ^nns++++=Knights.
. ^zz++++=EXTRAWORD
In ^in++++=In
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
going ^md"++pmd"++=going
to ^md+prd+++=to
write ^vb++++=write
a ^at++++=a
play ^nn++++=play
for ^in++++=for
N.k ^np+++??+=N.K.
. ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
theatre ^nn++++=theatre
scheme ^nn++++=scheme
came ^vbd+++xvbn+=came
off ^rp+pl+++=off.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Warren ^np++++=Warren,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
play ^nn++++=play?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Norman ^jj+atrb+++=Norman
Knight ^nn++++=Knight,
, ^zz++++=EXTRAWORD
dropping ^vbg+++xvbg+=dropping
his ^pp$+pp3+++=his
monocle ^nn+++??+=monocle
and ^cc++++=and
giving ^vbg+++xvbg+=giving
his ^pp$+pp3+++=his
eye ^nn++++=eye
a ^at++++=a
moment ^nn++++=moment
in ^in++++=in
which ^whp+rel+pied++=which
to ^to++++=to
rise ^vbi++++=rise
to ^in++++=to
the ^ati++++=the
surface ^nn++++=surface
before ^cs+sub+++=before
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
screwed ^vpsv++agls+xvbnx+=screwed
down ^rp++++=down
