Something ^pn++++=SOMETHING
the ^ati++++=the
equipment ^nn+nom+++=equipment."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
tree ^nn++++=tree
did ^vbd+dod+aux++=did
not ^xnot++not++=not
stir ^vb++++=stir.
. ^zz++++=EXTRAWORD
Lori ^np+++??+=Lori
shivered ^vbd+++xvbn+=shivered.
. ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little
more ^rbr++++=more
rain ^nn++++=rain
fell ^vbd+++xvbn+=fell,
, ^zz++++=EXTRAWORD
big ^jj+atrb+++=big
icy ^jj+atrb+++=icy
drops ^nns++++=drops
that ^tht+rel+subj++=that
slid ^vbd+++xvbn+=slid
down ^rp++++=down
her ^pp3o+pp3+++=her
cheeks ^nns++++=cheeks,
, ^zz++++=EXTRAWORD
down ^rp++++=down
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
her ^pp$+pp3+++=her
neck ^nn++++=neck
and ^cc++++=and
inside ^jjb++++=inside
her ^pp$+pp3+++=her
heavy ^jj+atrb+++=heavy
coat ^nn++++=coat.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
moved ^vbd+++xvbnx+=moved
closer ^rbr++++=closer
to ^in++++=to
the ^ati++++=the
tree ^nn++++=tree.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
back ^jjb+pred+++=back.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
see ^vb+vprv+++=see
you ^pp2+pp2+++=you
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
the ^ati++++=the
last ^jj+atrb+++=last
time ^nn++++=time.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
tell ^vbi++++=tell
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
. ^zz++++=.
. ^zz++++=.
. ^zz++++=."
" ^zz++++=EXTRAWORD
The ^ati++++=The
tree ^nn++++=tree
moved ^vbd+++xvbn+=moved.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
branches ^nns++++=branches
whipped ^vbd+++xvbn+=whipped
into ^in++++=into
sudden ^jj+atrb+++=sudden
life ^nn++++=life.
. ^zz++++=EXTRAWORD
Lori ^np+++??+=Lori
felt ^vbd+vprv+tht0+xvbn+=felt
something ^pn++++=something
hard ^jj++++=hard
and ^cc+phrs+++=and
thin ^jj++++=thin
cut ^vb+++xvbn+=cut
across ^in+ppvb+++=across
her ^pp$+pp3+++=her
shoulder ^nn+nom+++=shoulder.
. ^zz++++=EXTRAWORD
Something ^pn++++=Something
caught ^vbd+++xvbn+=caught
her ^pp$+pp3+++=her
around ^in++++=around
the ^ati++++=the
waist ^nn++++=waist,
, ^zz++++=EXTRAWORD
tugging ^jj+++xvbg+=tugging
her ^pp3o+pp3+++=her
forward ^rb++++=forward.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
struggled ^vbd+++xvbnx+=struggled
desperately ^rb+cnj+++=desperately,
, ^zz++++=EXTRAWORD
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
pull ^vbi++++=pull
herself ^ppl+pp3+++=herself
free ^jj++++=free.
. ^zz++++=EXTRAWORD
Suddenly ^rb++++=Suddenly
the ^ati++++=the
tree ^nn++++=tree
released ^vwbn+++xvbn+=released
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stumbled ^vbd+++xvbnx+=stumbled
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
laughing ^vbg+++xvbg+=laughing
and ^cc+phrs+++=and
trembling ^vbg+nom++xvbg+=trembling
with ^in++++=with
fear ^nn++++=fear.
. ^zz++++=EXTRAWORD
" ^zz++++="No!"
no ^at++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
gasped ^vbd+++xvbnx+=gasped.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+vrb++=have
me ^pp1o+pp1+++=me!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
hurried ^vbd+++xvbnx+=hurried
to ^in++++=to
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
ridge ^nn++++=ridge.
. ^zz++++=EXTRAWORD
" ^zz++++="You'll
you ^pp2+pp2+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
never ^rb++splt++=never
get ^vb++++=get
me ^pp1o+pp1+++=me
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Understand ^vb+vprv+++=Understand?
? ^zz++++=EXTRAWORD
And ^cc+cls+++=And
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
not ^xnot++not++=not
afraid ^jj++++=afraid
of ^in++++=of
you ^pp2+pp2+++=you!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stood ^vbd+++xvbnx+=stood,
, ^zz++++=EXTRAWORD
waiting ^vbg+++xvbg+=waiting
and ^cc+phrs+++=and
watching ^vbg+++xvbg+=watching,
, ^zz++++=EXTRAWORD
trembling ^jj+++xvbg+=trembling
with ^in++++=with
cold ^nn++++=cold
and ^cc++++=and
fear ^nn++++=fear.
. ^zz++++=EXTRAWORD
Suddenly ^rb++++=Suddenly
she ^pp3a+pp3+++=she
turned ^vbd+++xvbnx+=turned
and ^cc+phrs+++=and
fled ^vbd+++xvbn+=fled,
, ^zz++++=EXTRAWORD
down ^rp++++=down
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
ridge ^nn++++=ridge,
, ^zz++++=EXTRAWORD
sliding ^jj+++xvbg+=sliding
and ^cc+phrs+++=and
falling ^jj+++xvbg+=falling
on ^in++++=on
the ^ati++++=the
loose ^jj+atrb+++=loose
stones ^nns++++=stones.
. ^zz++++=EXTRAWORD
Blind ^jj+atrb+++=Blind
terror ^nn++++=terror
gripped ^vbd+++xvbn+=gripped
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
ran ^vbd+++xvbnx+=ran
on ^in++++=on
and ^cc++++=and
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
down ^rp++++=down
the ^ati++++=the
steep ^jj+atrb+++=steep
slope ^nn++++=slope,
, ^zz++++=EXTRAWORD
grabbing ^jj+++xvbg+=grabbing
at ^rb++++=at
roots ^nns++++=roots
and ^cc++++=and
weeds ^nns++++=weeds
Something ^pn++++=Something
rolled ^vbd+++xvbn+=rolled
beside ^in+pl+++=beside
her ^pp$+pp3+++=her
shoe ^nn++++=shoe.
. ^zz++++=EXTRAWORD
Something ^pn++++=Something
small ^jj++++=small
and ^cc+phrs+++=and
hard ^jj++++=hard.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
bent ^vbd+++xvbnx+=bent
down ^rp++++=down
and ^cc++++=and
picked ^vbd+++xvbn+=picked
it ^pp3+it+++=it
up ^rp++++=up.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little
dried ^jj+atrb++xvbn+=dried
apple ^nn++++=apple.
. ^zz++++=EXTRAWORD
Lori ^np+++??+=Lori
gazed ^vbd+++xvbn+=gazed
back ^jjb++++=back
up ^rp++++=up
the ^ati++++=the
slope ^nn++++=slope
at ^in++++=at
the ^ati++++=the
tree ^nn++++=tree.
. ^zz++++=EXTRAWORD
The ^ati++++=The
tree ^nn++++=tree
was ^vbd+bedz+aux++=was
almost ^rb+hdg+splt++=almost
lost ^vpsv++agls+xvbnx+=lost
in ^in++++=in
the ^ati++++=the
swirling ^jj+atrb+++=swirling
mists ^nns++++=mists.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
stood ^vbd+++xvbn+=stood,
, ^zz++++=EXTRAWORD
jutting ^vbg+++xvbg+=jutting
up ^in+cmpx+++=up
against ^in"++++=against
the ^ati++++=the
black ^jj+atrb+++=black
sky ^nn++++=sky,
, ^zz++++=EXTRAWORD
a ^at++++=a
hard ^jj+atrb+++=hard
unmoving ^jj+atrb+++=unmoving
pillar ^nn++++=pillar.
. ^zz++++=EXTRAWORD
Lori ^np+++??+=Lori
put ^vbd+++xvbn+=put
the ^ati++++=the
apple ^nn++++=apple
in ^in++++=in
her ^pp$+pp3+++=her
coat ^nn++++=coat
pocket ^nn++++=pocket
and ^cc++++=and
continued ^vbd+++xvbn+=continued
down ^rp++++=down
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
hill ^nn++++=hill.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
reached ^vbd+++xvbnx+=reached
the ^ati++++=the
floor ^nn++++=floor
of ^in++++=of
the ^ati++++=the
valley ^nn++++=valley
she ^pp3a+pp3+++=she
took ^vbd+++xvbnx+=took
the ^ati++++=the
apple ^nn++++=apple
out ^rp+pl+++=out
of ^in++++=of
her ^pp$+pp3+++=her
pocket ^nn++++=pocket.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
late ^jj+pred+++=late.
. ^zz++++=EXTRAWORD
A ^at++++=A
deep ^jj+atrb+++=deep
hunger ^nn++++=hunger
began ^vbd+++xvbn+=began
to ^to++++=to
gnaw ^vbi++++=gnaw
inside ^in+pl+++=inside
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
thought ^vbd+++xvbnx+=thought
suddenly ^rb++++=suddenly
of ^in++++=of
dinner ^nn++++=dinner,
, ^zz++++=EXTRAWORD
the ^ati++++=the
warm ^jj+atrb+++=warm
kitchen ^nn++++=kitchen,
, ^zz++++=EXTRAWORD
the ^ati++++=the
white ^jj+atrb+++=white
tablecloth ^nn++++=tablecloth.
. ^zz++++=EXTRAWORD
Steaming ^vbg+++xvbg+=Steaming
stew ^nn+++??+=stew
and ^cc++++=and
biscuits ^nns++++=biscuits.
. ^zz++++=EXTRAWORD
As ^ql++++=As
she ^pp3a+pp3+++=she
walked ^vbd+++xvbnx+=walked
she ^pp3a+pp3+++=she
nibbled ^vbd+++xvbnx+=nibbled
on ^in++++=on
the ^ati++++=the
little ^jj+atrb+++=little
apple ^nn++++=apple.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
had ^vbd+hvd+aux++=had
wakened ^vprf+++xvbn+=wakened
her ^pp$+pp3+++=her?
? ^zz++++=EXTRAWORD
Lori ^np+++??+=Lori
pushed ^vwbn+++xvbn+=pushed
her ^pp$+pp3+++=her
dark ^jj+atrb+++=dark
hair ^nn++++=hair
back ^jjb++++=back
out ^rp+pl+++=out
of ^in++++=of
her ^pp$+pp3+++=her
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
shaking ^jj+++xvbg+=shaking
her ^pp3o+pp3+++=her
head ^jjb++++=head.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
A ^at++++=A
spasm ^nn++++=spasm
of ^in++++=of
pain ^nn++++=pain
burst ^vbd+++xvbn+=burst
loose ^jj++++=loose
inside ^in+pl+++=inside
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
gasped ^vbd+++xvbnx+=gasped
and ^cc+phrs+++=and
put ^vbd+++xvbn+=put
her ^pp$+pp3+++=her
hand ^nn++++=hand
to ^in++++=to
her ^pp$+pp3+++=her
stomach ^nn++++=stomach.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
time ^nn++++=time
she ^pp3a+pp3+++=she
wrestled ^vbd+++xvbnx+=wrestled
silently ^rb+cnj+++=silently,
, ^zz++++=EXTRAWORD
jaws ^nns++++=jaws
locked ^vbd+++xvbn+=locked,
, ^zz++++=EXTRAWORD
swaying ^vbg+++xvbg+=swaying
back ^jjb++++=back
and ^cc++++=and
forth ^rb++++=forth.
. ^zz++++=EXTRAWORD
The ^ati++++=The
pain ^nn++++=pain
went ^vbd+++xvbn+=went
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
Lori ^np+++??+=Lori
sank ^vbd+++xvbn+=sank
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
cried ^vbd+++xvbnx+=cried
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
a ^at++++=a
faint ^jj+atrb+++=faint,
, ^zz++++=EXTRAWORD
thin ^jj+atrb+++=thin
cry ^nn++++=cry.
. ^zz++++=EXTRAWORD
" ^zz++++="Steve
steve ^np++++=EXTRAWORD
" ^zz++++="
Steven ^np++++=Steven
stirred ^vbd+++xvbn+=stirred.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
turned ^vbd+++xvbnx+=turned
over ^in++++=over
a ^rb++++=a
little ^rb"++++=little,
, ^zz++++=EXTRAWORD
grunting ^vbg+++xvbg+=grunting
in ^in++++=in
his ^pp$+pp3+++=his
sleep ^nn++++=sleep.
. ^zz++++=EXTRAWORD
The ^ati++++=The
pain ^nn++++=pain
came ^vbd+++xvbn+=came
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Harder ^jjr++++=Harder.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
fell ^vbd+++xvbnx+=fell
forward ^rb++++=forward
on ^rp++++=on
her ^pp3o+pp3+++=her
face ^nn++++=face,
, ^zz++++=EXTRAWORD
writhing ^jj++++=writhing
in ^in++++=in
agony ^nn++++=agony.
. ^zz++++=EXTRAWORD
The ^ati++++=The
pain ^nn++++=pain
ripped ^vwbn+++xvbn+=ripped
at ^rb++++=at
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
tearing ^vbg+++xvbg+=tearing
at ^rb++++=at
her ^pp3o+pp3+++=her
belly ^nn++++=belly.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
screamed ^vbd+++xvbnx+=screamed,
, ^zz++++=EXTRAWORD
a ^at++++=a
shrill ^jj+atrb+++=shrill
wail ^nn++++=wail
of ^in++++=of
fear ^nn++++=fear
and ^cc++++=and
pain ^nn++++=pain.
. ^zz++++=EXTRAWORD
Steve ^np++++=Steve
sat ^vbd+++xvbn+=sat
up ^rp++++=up.
. ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
God ^np++++=God's
's ^$++++=EXTRAWORD
sake ^nn++++=sake
" ^zz++++="
He ^pp3a+pp3+++=He
rubbed ^vbd+++xvbnx+=rubbed
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
and ^cc++++=and
snapped ^vpsv++agls+xvbn+=snapped
on ^in++++=on
the ^ati++++=the
lamp ^nn++++=lamp.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
the ^ati++++=the
hell ^nn++++=hell
" ^zz++++="
Lori ^np+++??+=Lori
lay ^vbd+++xvbn+=lay
on ^rb+phrv+++=on
her ^pp$+pp3+++=her
side ^nn++++=side,
, ^zz++++=EXTRAWORD
gasping ^vbg+++xvbg+=gasping
and ^cc+phrs+++=and
moaning ^vbg+++xvbg+=moaning,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
staring ^vwbg+++xvbg+=staring,
, ^zz++++=EXTRAWORD
knotted ^jj+atrb+++=knotted
fists ^nns++++=fists
pressed ^vbd+++xvbn+=pressed
into ^in++++=into
her ^pp$+pp3+++=her
stomach ^nn++++=stomach.
. ^zz++++=EXTRAWORD
The ^ati++++=The
pain ^nn++++=pain
twisted ^vbd+++xvbn+=twisted
and ^cc+phrs+++=and
seared ^vprf+++xvbn+=seared,
, ^zz++++=EXTRAWORD
devouring ^jj+++xvbg+=devouring
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
eating ^nvbg+++xvbg+=eating
into ^in++++=into
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="Lori!"
lori ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Steven ^np++++=Steven
grated ^vbd+++xvbn+=grated.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
screamed ^vbd+++xvbnx+=screamed.
. ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
and ^cc+phrs+++=and
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Until ^cs+sub+++=Until
the ^ati++++=the
house ^nn++++=house
rocked ^vbd+++xvbn+=rocked
with ^in++++=with
echoes ^nns++++=echoes.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
slid ^vbd+++xvbnx+=slid
from ^in++++=from
the ^ati++++=the
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
onto ^in++++=onto
the ^ati++++=the
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
body ^nn++++=body
writhing ^jj++++=writhing
and ^cc+phrs+++=and
jerking ^jj+++xvbg+=jerking,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
face ^nn++++=face
unrecognizable ^jj++++=unrecognizable.
. ^zz++++=EXTRAWORD
Ed ^np++++=Ed
came ^vbd+++xvbn+=came
hurrying ^jj+++xvbg+=hurrying
into ^in++++=into
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
pulling ^vbg+nom++xvbg+=pulling
his ^pp$+pp3+++=his
bathrobe ^nn++++=bathrobe
around ^rp++++=around
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="What's
what ^wdt+who+whq++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
going ^vbg+++xvbgx+=going
on ^in+strn+++=on?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
two ^cd++++=two
men ^nns++++=men
stared ^vbd+++xvbn+=stared
helplessly ^rb++++=helplessly
down ^rp++++=down
at ^rb++++=at
the ^ati++++=the
woman ^nn++++=woman
on ^in++++=on
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
" ^zz++++="Good
good ^jj+atrb+++=EXTRAWORD
God ^nn++++=God,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ed ^np++++=Ed
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
closed ^vbd+++xvbnx+=closed
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
call ^vb++++=call
you ^pp2+pp2+++=you
later ^rbr+tm+++=later,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Doctor ^nn++++=Doctor
Blair ^np+++??+=Blair
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
are ^vb+ber+vrb++=are
certain ^jj+atrb+++=certain
particulars ^nns++++=particulars."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Steve ^np++++=Steve
muttered ^vbd+++xvbn+=muttered.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
still ^rb++splt++=still
dazed ^vpsv++agls+xvbnx+=dazed.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
face ^nn++++=face
was ^vbd+bedz+vrb++=was
gray ^np++++=gray
and ^cc++++=and
puffy ^vb++++=puffy
from ^in++++=from
lack ^nn++++=lack
of ^in++++=of
sleep ^nn++++=sleep.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
left ^vbd+++xvbnx+=left
some ^dti++++=some
sedatives ^nns++++=sedatives
for ^in++++=for
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Try ^vb++++=Try
to ^to+vcmp+++=to
get ^vbi++++=get
a ^rb++++=a
little ^rb"++++=little
rest ^nn++++=rest."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
think ^vb+vprv+++=think,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Steve ^np++++=Steve
asked ^vbd+vsua++xvbn+=asked
suddenly ^rb+cnj+++=suddenly,
, ^zz++++=EXTRAWORD
" ^zz++++="if
if ^cs+cnd+++=EXTRAWORD
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
called ^vprf+++xvbnx+=called
you ^pp2+pp2+++=you
earlier ^jjr+atrb+++=earlier
" ^zz++++="
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Blair ^np+++??+=Blair
glanced ^vbd+++xvbn+=glanced
up ^rp++++=up
at ^in++++=at
him ^pp3o+pp3+++=him
sympathetically ^rb++++=sympathetically.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+vrb++=don't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
thing ^nn++++=thing
like ^in++++=like
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
not ^xnot++not++=not
much ^rb++++=much
chance ^vb++++=chance.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
after ^cs+sub+++=after
it ^pp3+it+++=it's
's ^vbz+bez+aux++0=EXTRAWORD
burst ^vpsv++agls+xvbnx+=burst."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
appendicitis ^nn++++=appendicitis?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Blair ^np+++??+=Blair
nodded ^vbd+++xvbn+=nodded.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
we ^pp1a+pp1+++=we
had ^vb+hv+aux++=hadn't
n't ^xnot++not++0=EXTRAWORD
been ^vprf+ben+aux+xvbn+=been
so ^ql++++=so
damn ^vb++++=damn
far ^rb+pl+++=far
out ^rp+pl+++=out,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Steve ^np++++=Steve
said ^vbd+vpub++xvbn+=said
bitterly ^rb++++=bitterly.
. ^zz++++=EXTRAWORD
" ^zz++++="stuck
stuck ^vbd+++xvbn+=EXTRAWORD
out ^rp+pl+++=out
in ^in++++=in
the ^ati++++=the
country ^nn++++=country.
. ^zz++++=EXTRAWORD
No ^at++++=No
hospital ^npl+nom+++=hospital.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing.
. ^zz++++=EXTRAWORD
Miles ^nns++++=Miles
from ^in++++=from
town ^nn++++=town.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
we ^pp1a+pp1+++=we
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
realize ^vb+vprv+++=realize
at ^rb++++=at
first ^rb"++++=first
" ^zz++++="
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
over ^in++++=over
now ^rn+tm+++=now."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
upright ^jj+atrb+++=upright
Ford ^np++++=Ford
moved ^vbd+++xvbn+=moved
forward ^rb++++=forward
a ^rb++++=a
little ^rb"++++=little.
. ^zz++++=EXTRAWORD
All ^abn++++=All
at ^rb++++=at
once ^rb"+tm+++=once
a ^at++++=a
thought ^nn+++xvbn+=thought
came ^vbd+++xvbn+=came
to ^in++++=to
the ^ati++++=the
Doctor ^nn++++=Doctor.
. ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
more ^rbr++++=more
thing ^nn++++=thing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Steve ^np++++=Steve
said ^vbd+vpub++xvbn+=said
dully ^rb++++=dully.
. ^zz++++=EXTRAWORD
Blair ^np+++??+=Blair
hesitated ^vbd+++xvbn+=hesitated.
. ^zz++++=EXTRAWORD
" ^zz++++="Post
post ^nn++++=EXTRAWORD
mortems ^nns+++??+=mortems
very ^ql+amp+++=very
unfortunate ^jj++++=unfortunate.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+tht0++=think
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
any ^dti++++=any
reason ^nn++++=reason
for ^in++++=for
one ^pn++++=one
in ^in++++=in
this ^dt+dem+++=this
case ^nn++++=case.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
certain ^jj+pred+++=certain
in ^in++++=in
my ^pp$+pp1+++=my
own ^ap++++=own
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
ask ^vbi++++=ask
" ^zz++++="
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
there ^rn+pl+++=there
anything ^pn++++=anything
the ^ati++++=the
girl ^nn++++=girl
might ^md+pos+++=might
have ^vb+hv+aux++=have
swallowed ^vprf+++xvbnx+=swallowed?
? ^zz++++=EXTRAWORD
Did ^vbd+dod+aux++=Did
she ^pp3a+pp3+++=she
put ^vbd+++xvbnx+=put
things ^nns++++=things
in ^in++++=in
her ^pp$+pp3+++=her
mouth ^nn++++=mouth?
? ^zz++++=EXTRAWORD
Needles ^nps++++=Needles
while ^cs+sub+++=while
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
sewing ^nn++++=sewing?
? ^zz++++=EXTRAWORD
Pins ^nns++++=Pins,
, ^zz++++=EXTRAWORD
coins ^nns++++=coins,
, ^zz++++=EXTRAWORD
anything ^pn++++=anything
like ^in++++=like
that ^dt+pdem+++=that?
? ^zz++++=EXTRAWORD
Seeds ^nns++++=Seeds?
