1 ^zz++++=1
, ^zz++++=EXTRAWORD
Tidbury ^np+++??+=Tidbury,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
so ^ql++++=so--so
-- ^--+clp+++=EXTRAWORD
so ^ql++++=EXTRAWORD
quiet ^nn++++=quiet!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
words ^nns++++=words
had ^vbd+hvd+aux++=had
jolted ^vprf+++xvbnx+=jolted
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
said ^vprf+++xvbnx+=said
them ^pp3o+pp3+++=them
over ^in++++=over
to ^in++++=to
himself ^ppl+pp3+++=himself
uncounted ^vbd+++xvbn+=uncounted
times ^nns++++=times,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
pondered ^vprf+++xvbnx+=pondered
over ^rp++++=over
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
indeed ^rb++++=indeed
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
trying ^vbg+++xvbgx+=trying
to ^to+vcmp+++=to
keep ^vbi++++=keep
from ^in++++=from
thinking ^xvbg+++xvbg+=thinking
of ^in++++=of
them ^pp3o+pp3+++=them
as ^ql++++=as
he ^pp3a+pp3+++=he
bent ^vbd+++xvbnx+=bent
over ^in++++=over
his ^pp$+pp3+++=his
task ^nn++++=task
the ^ati++++=the
day ^nn++++=day
they ^pp3a+pp3+++=they
made ^vbd+++xvbnx+=made
Hydeman ^np+++??+=Hydeman
assistant ^nn+nom+++=assistant
to ^to+vcmp+++=to
the ^ati++++=the
sales ^nns++++=sales
manager ^nn++++=manager.
. ^zz++++=EXTRAWORD
Tidbury ^np+++??+=Tidbury
had ^vbd+hvd+aux++=had
noticed ^vprf+++xvbnx+=noticed
lately ^rb+tm+++=lately
that ^cs+sub+++=that
Martha ^np+++??+=Martha
talked ^vbd+++xvbn+=talked
about ^in++++=about
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hydeman ^np++++=Hydeman
a ^at++++=a
great ^jj+atrb+++=great
deal ^nn++++=deal;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
mentioned ^vprf++tht0+xvbnx+=mentioned
his ^pp$+pp3+++=his
polished ^jj+atrb+++=polished
finger ^nn++++=finger-nails;
- ^zz++++=EXTRAWORD
nails ^nns++++=EXTRAWORD
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
suggested ^vprf+++xvbnx+=suggested
that ^tht+vcmp+++=that
Tidbury ^np+++??+=Tidbury
would ^md+prd+++=would
do ^vb+do+vrb++=do
well ^rb++++=well
to ^to++++=to
get ^vbi++++=get
one ^pn++++=one
of ^in++++=of
those ^dt+dem+++=those
high ^jj++++=high-lapeled,
- ^zz++++=EXTRAWORD
lapeled ^jj+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
snug ^jj++++=snug-waisted
- ^zz++++=EXTRAWORD
waisted ^jj+atrb++xvbn+=EXTRAWORD
suits ^nns++++=suits
that ^tht+rel+obj++=that
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hydeman ^np++++=Hydeman
affected ^vwbn+++xvbn+=affected;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
quoted ^vprf+++xvbnx+=quoted
some ^dti++++=some
of ^in++++=of
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hydeman ^np++++=Hydeman's
's ^$++++=EXTRAWORD
witticisms ^nns+nom+++=witticisms,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
retailed ^vprf+++xvbnx+=retailed
some ^dti++++=some
incidents ^nns++++=incidents
from ^in++++=from
his ^pp$+pp3+++=his
highly ^rb+amp+++=highly
colored ^jj+atrb++xvbn+=colored
life ^nn++++=life.
. ^zz++++=EXTRAWORD
In ^rb++++=In
short ^rb"++++=short,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
appeared ^vbd+seem++xvbnx+=appeared
to ^to+vcmp+++=to
have ^vbi++++=have
taken ^vbd+++xvbn+=taken
a ^at++++=a
sudden ^jj+atrb+++=sudden
acute ^jj+atrb+++=acute
interest ^nn++++=interest
in ^in++++=in
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hydeman ^np++++=Hydeman.
. ^zz++++=EXTRAWORD
Tidbury ^np+++??+=Tidbury
Epps ^np+++??+=Epps
could ^md+pos+++=could
not ^xnot++not++=not
drive ^vb++++=drive
from ^in++++=from
his ^pp$+pp3+++=his
mind ^nn++++=mind
the ^ati++++=the
disquieting ^nn++++=disquieting
thought ^vbd+++xvbn+=thought
that ^tht+vcmp+++=that
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hydeman ^np++++=Hydeman
as ^in++++=as
a ^at++++=a
rival ^nn++++=rival
would ^md+prd+++=would
be ^vb+be+vrb++=be
dangerous ^jj+pred+++=dangerous.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
washroom ^nn+++??+=washroom
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hydeman ^np++++=Hydeman
made ^vbd+++xvbn+=made
no ^at++++=no
secret ^nn++++=secret
of ^in++++=of
his ^pp$+pp3+++=his
finesse ^nn+nom+++=finesse
as ^in++++=as
a ^at++++=a
Don ^np++++=Don
Juan ^np++++=Juan.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
everything ^pn++++=everything
that ^cs+sub+++=that
Tidbury ^np+++??+=Tidbury
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not--dashing,
-- ^--+clp+++=EXTRAWORD
dashing ^jj+++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
worldly ^jj++++=worldly,
, ^zz++++=EXTRAWORD
confident ^jj++++=confident.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
something ^pn++++=something
about ^in++++=about
his ^pp$+pp3+++=his
smooth ^jj+atrb+++=smooth
black ^jj+atrb+++=black
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
held ^j+++xvbn+=held
in ^in++++=in
place ^nn++++=place
by ^in++++=by
a ^at++++=a
shiny ^jj+atrb+++=shiny
gummy ^nn+++??+=gummy
substance ^nn+nom+++=substance,
, ^zz++++=EXTRAWORD
something ^pn++++=something
about ^in++++=about
the ^ati++++=the
angle ^nn++++=angle
at ^in++++=at
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
tilted ^vbd+++xvbnx+=tilted
his ^pp$+pp3+++=his
short ^jj++++=short-brimmed
- ^zz++++=EXTRAWORD
brimmed ^jj+atrb++xvbn+=EXTRAWORD
hat ^nn++++=hat,
, ^zz++++=EXTRAWORD
something ^pn++++=something
about ^in++++=about
the ^ati++++=the
way ^nn++++=way
his ^pp$+pp3+++=his
tight ^jj++++=tight
little ^ap++++=little
knot ^nn++++=knot
of ^in++++=of
brilliant ^nn++++=brilliant
tie ^vb++++=tie
fitted ^vbd+++xvbn+=fitted
into ^in++++=into
his ^pp$+pp3+++=his
modishly ^jj+atrb+++=modishly
low ^jj+atrb+++=low
collar ^nn++++=collar,
, ^zz++++=EXTRAWORD
something ^pn++++=something
about ^in++++=about
the ^ati++++=the
way ^nn++++=way
he ^pp3a+pp3+++=he
filliped ^vbd+++xvbnx+=filliped
the ^ati++++=the
ash ^nn++++=ash
from ^in++++=from
his ^pp$+pp3+++=his
cigarette ^nn+nom+++=cigarette
so ^ql++++=so
that ^cs+sub+++=that
one ^cd1++++=one
could ^md+pos+++=could
see ^vb+vprv+++=see
the ^ati++++=the
diamond ^nn++++=diamond
twinkle ^nn++++=twinkle
on ^in++++=on
his ^pp$+pp3+++=his
finger ^nn++++=finger--that
-- ^--+clp+++=EXTRAWORD
that ^cs+sub+++=EXTRAWORD
carried ^vprf+++xvbn+=carried
a ^at++++=a
subtle ^jj+atrb+++=subtle
suggestion ^nn+nom+++=suggestion
of ^in++++=of
sophistication ^nn+nom+++=sophistication
and ^cc++++=and
an ^at++++=an
adventurous ^jj+atrb+++=adventurous
nature ^nn++++=nature.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
morning ^nn++++=morning
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
entered ^vprf+++xvbnx+=entered
together ^nn+nom+++=together--Tidbury
-- ^--+clp+++=EXTRAWORD
tidbury ^nn++++=EXTRAWORD
and ^cc++++=and
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hydeman ^np++++=Hydeman--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
Tidbury ^np+++??+=Tidbury,
, ^zz++++=EXTRAWORD
with ^in++++=with
icy ^jj+atrb+++=icy
fingers ^nns+nom+++=fingers
gripping ^vwbg+++xvbg+=gripping
his ^pp$+pp3+++=his
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
noted ^vprf+++xvbnx+=noted
that ^tht+vcmp+++=that
Martha ^np+++??+=Martha
bestowed ^vbd+++xvbn+=bestowed
on ^in++++=on
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hydeman ^np++++=Hydeman
a ^at++++=a
smile ^nn++++=smile
with ^in++++=with
a ^at++++=a
lingering ^jj+atrb++xvbg+=lingering
personal ^jj+atrb+++=personal
note ^nn++++=note
in ^in++++=in
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
her ^pp3o+pp3+++=her
greeting ^vbg+++xvbg+=greeting
to ^in++++=to
Tidbury ^np+++??+=Tidbury
was ^vbd+bedz+vrb++=was
a ^at++++=a
curt ^jj+atrb+++=curt
formal ^jj+atrb+++=formal
nod ^nn++++=nod.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
bitter ^jj+atrb+++=bitter
cup ^nn++++=cup
was ^vbd+bedz+vrb++=was
full ^jj+pred+++=full,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
in ^in++++=in
his ^pp$+pp3+++=his
life ^nn++++=life
he ^pp3a+pp3+++=he
gave ^vbd+++xvbnx+=gave
way ^nn++++=way
to ^in++++=to
the ^ati++++=the
pangs ^nns++++=pangs
of ^in++++=of
jealousy ^nn++++=jealousy
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
at ^rb++++=at
noontime ^nn+++??+=noontime,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hydeman ^np++++=Hydeman
take ^vb++++=take
her ^pp$+pp3+++=her
to ^in++++=to
lunch ^nn++++=lunch.
. ^zz++++=EXTRAWORD
Tidbury ^np+++??+=Tidbury
came ^vbd+++xvbn+=came
upon ^in+ppvb+++=upon
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
talking ^vbg+++xvbg+=talking
and ^cc+phrs+++=and
laughing ^vbg+++xvbg+=laughing
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Martha ^np+++??+=Martha
made ^vbd+++xvbn+=made
not ^xnot++not++=not
the ^ati++++=the
slightest ^jjt+atrb+++=slightest
attempt ^nn++++=attempt
to ^to+ncmp+++=to
conceal ^vbi++++=conceal
her ^pp$+pp3+++=her
interest ^nn++++=interest
in ^in++++=in
the ^ati++++=the
suave ^jj+atrb+++=suave
new ^jj+atrb+++=new
assistant ^nn+nom+++=assistant
to ^to+vcmp+++=to
the ^ati++++=the
sales ^nns++++=sales
manager ^nn++++=manager;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
open ^jj+pred+++=open,
, ^zz++++=EXTRAWORD
even ^rb++++=even
brazen ^vb++++=brazen
about ^in++++=about
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Tidbury ^np+++??+=Tidbury
was ^vbd+bedz+aux++=was
moodily ^rb++splt++=moodily
copying ^vbg+++xvbgx+=copying
figures ^nns++++=figures
and ^cc++++=and
trying ^vbg+++xvbg+=trying
not ^xnot++not++=not
to ^in++++=to
heed ^nn++++=heed
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
the ^ati++++=the
green ^jj++++=green-eyed
- ^zz++++=EXTRAWORD
eyed ^vbd+++xvbn+=EXTRAWORD
monster ^nn+nom+++=monster
was ^vbd+bedz+aux++=was
clutching ^vbg+++xvbgx+=clutching
him ^pp3o+pp3+++=him
with ^in++++=with
torturing ^xvbg+++xvbg+=torturing
talons ^nns+++??+=talons
when ^wrb+who+++=when
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hydeman ^np++++=Hydeman
came ^vbd+++xvbn+=came
up ^in+cmpx+++=up
to ^in"++++=to
his ^pp$+pp3+++=his
desk ^nn++++=desk
and ^cc++++=and
prodded ^vbd+++xvbn+=prodded
him ^pp3o+pp3+++=him
playfully ^rb++++=playfully
in ^in++++=in
the ^ati++++=the
ribs ^nns++++=ribs.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
Tid ^np+++??+=Tid,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
remarked ^vprf+++xvbn+=remarked
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hydeman ^np++++=Hydeman,
, ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
bet ^vb+vpub+tht0+xvbn+=bet
you ^pp2+pp2+++=you
wish ^vb+vprv+tht0++=wish
you ^pp2+pp2+++=you
were ^vbd+bed+aux++=were
going ^md"++pmd"++=going
to ^md+prd+++=to
be ^vbi++vrb++=be
in ^in++++=in
my ^pp$+pp1+++=my
shoes ^nns++++=shoes
to ^to++++=to-night."
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tidbury ^np+++??+=Tidbury
looked ^vbd+++xvbn+=looked
up ^rp++++=up
from ^in++++=from
his ^pp$+pp3+++=his
work ^nn++++=work.
. ^zz++++=EXTRAWORD
" ^zz++++="Why?"
why ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
For ^in++++=For
answer ^nn++++=answer
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hydeman ^np++++=Hydeman
thrust ^vbd+++xvbn+=thrust
two ^cd++++=two
tickets ^nns++++=tickets
beneath ^in+pl+++=beneath
Tidbury ^np++++=Tidbury's
's ^$++++=EXTRAWORD
stub ^nn++++=stub
of ^in++++=of
nose ^nn++++=nose.
. ^zz++++=EXTRAWORD
With ^in++++=With
only ^rb+down+++=only
a ^at++++=a
vague ^jj+atrb+++=vague
comprehension ^nn++++=comprehension
tidbury ^np++++=Tidbury
glanced ^vbd+++xvbn+=glanced
at ^in++++=at
what ^wdt+who+++=what
was ^vbd+bedz+vrb++=was
printed ^jj+pred+++=printed
on ^rp++++=on
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
