I ^pp1a+pp1+++=I.
queen ^nn++++=queen
were ^vbd+bed+aux++=were
seated ^vpsv++agls+xvbnx+=seated
not ^xnot++not++=not
far ^rb+pl+++=far
away ^rp+pl+++=away;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
soon ^rb+tm+++=soon
a ^at++++=a
number ^nn++++=number
of ^in++++=of
dishes ^nns++++=dishes
were ^vbd+bed+aux++=were
brought ^vpsv++agls+xvbnx+=brought
in ^rb+phrv+++=in
for ^in++++=for
dinner ^nn++++=dinner.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vb+hv+aux++=had
hardly ^rb+down+splt++=hardly
begun ^vprf+++xvbnx+=begun
to ^to++++=to
eat ^vbi++++=eat
when ^wrb+who+++=when
an ^at++++=an
army ^nn++++=army
of ^in++++=of
rats ^nns++++=rats
and ^cc++++=and
mice ^nns++++=mice
rushed ^vbd+++xvbn+=rushed
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
de ^&fw++++=de-voured
- ^zz++++=EXTRAWORD
voured ^jj+++xvbn+=EXTRAWORD
all ^abn++++=all
the ^ati++++=the
meat ^nn++++=meat
before ^cs+sub+++=before
any ^dti++++=any
one ^cd1++++=one
could ^md+pos+++=could
hinder ^vb++++=hinder
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
The ^ati++++=The
captain ^npt++++=captain
wondered ^vbd+vprv++xvbn+=wondered
at ^rb++++=at
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
asked ^vbd+vsua++xvbn+=asked
if ^cs+cnd+++=if
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
very ^ql+amp+++=very
un ^np++++=un-pleas-ant
- ^zz++++=EXTRAWORD
pleas ^nns++++=EXTRAWORD
- ^zz++++=EXTRAWORD
ant ^nn++++=EXTRAWORD
to ^in++++=to
have ^vbi++vrb++=have
so ^rb++++=so
many ^ap++++=many
rats ^nns++++=rats
and ^cc++++=and
mice ^nns++++=mice
about ^in+strn+++=about.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
yes ^uh++++=yes!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
indeed ^rb++++=indeed
un ^np++++=un-pleas-ant;
- ^zz++++=EXTRAWORD
pleas ^nns++++=EXTRAWORD
- ^zz++++=EXTRAWORD
ant ^nn++++=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
king ^nn++++=king
would ^md+prd+++=would
give ^vb++++=give
half ^nn++++=half
his ^pp$+pp3+++=his
treas ^nns+++??+=treas-ure
- ^zz++++=EXTRAWORD
ure ^nn+++??+=EXTRAWORD
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
could ^md+pos+++=could
get ^vb++++=get
rid ^xvbn+++xvbn+=rid
of ^in++++=of
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
captain ^nn++++=captain
jumped ^vbd+++xvbn+=jumped
for ^in++++=for
joy ^nn++++=joy.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
remembered ^vbd+vprv++xvbnx+=remembered
the ^ati++++=the
cat ^nn++++=cat
which ^whp+rel+obj++=which
little ^jj+atrb+++=little
Whittington ^np+++??+=Whittington
had ^vbd+hvd+aux++=had
sent ^vprf+++xvbnx+=sent
out ^rp+pl+++=out;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
told ^vbd+vpub++xvbnx+=told
the ^ati++++=the
king ^npt++++=king
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
a ^rb++++=a
little ^rb"++++=little
creature ^nn++++=creature
on ^in++++=on
board ^nn++++=board
his ^pp$+pp3+++=his
ship ^nn++++=ship
which ^whp+rel+subj++=which
would ^md+prd+++=would
make ^vb++++=make
short ^jj+atrb+++=short
work ^nn++++=work
of ^in++++=of
the ^ati++++=the
pests ^nns++++=pests.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
king ^nn++++=king's
's ^$++++=EXTRAWORD
turn ^nn++++=turn
to ^to++++=to
jump ^vbi++++=jump
for ^in++++=for
joy ^nn++++=joy;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
jumped ^vbd+++xvbnx+=jumped
so ^ql++++=so
high ^np++++=high,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
yellow ^jj+atrb+++=yellow
cap ^nn++++=cap,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
turban ^nn++++=turban,
, ^zz++++=EXTRAWORD
dropped ^j+++xvbn+=dropped
off ^in+pl+++=off
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="Bring
bring ^vb++++=EXTRAWORD
the ^ati++++=the
creature ^nn++++=creature
to ^in++++=to
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
she ^pp3a+pp3+++=she
will ^md+prd+++=will
do ^vb+do+vrb++=do
what ^wdt+who+++=what
you ^pp2+pp2+++=you
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
load ^vb++++=load
your ^pp$+pp2+++=your
ship ^nn++++=ship
with ^in++++=with
gold ^nn++++=gold."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
captain ^npt++++=captain
made ^vbd+++xvbn+=made
believe ^vb+vprv+++=believe
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
would ^md+prd+++=would
be ^vb+be+vrb++=be
very ^ql+amp+++=very
sorry ^jj++++=sorry
to ^to+jcmp+++=to
part ^vb++++=part
with ^in+ppvb+++=with
the ^ati++++=the
cat ^nn++++=cat;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
at ^rb++++=at
last ^rb"++++=last
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
down ^rp++++=down
to ^in++++=to
the ^ati++++=the
ship ^nn++++=ship
to ^to++++=to
get ^vbi++++=get
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
king ^nn++++=king
and ^cc++++=and
queen ^npt++++=queen
made ^vbd+++xvbn+=made
haste ^nn++++=haste
to ^in++++=to
have ^vbi++vrb++=have
another ^dt++++=another
dinner ^nn++++=dinner
made ^vbd+++xvbn+=made
ready ^jj++++=ready.
. ^zz++++=EXTRAWORD
The ^ati++++=The
captain ^nn++++=captain,
, ^zz++++=EXTRAWORD
with ^in++++=with
puss ^nns+++??+=puss
under ^in++++=under
his ^pp$+pp3+++=his
arm ^nn++++=arm,
, ^zz++++=EXTRAWORD
reached ^j+++xvbn+=reached
the ^ati++++=the
palace ^nn++++=palace
just ^rb+emph+++=just
in ^in++++=in
time ^nn++++=time
to ^to++++=to
see ^vbi+vprv+tht0++=see
the ^ati++++=the
table ^nn++++=table
crowded ^vbd+++xvbn+=crowded
with ^in++++=with
rats ^nns++++=rats.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cat ^nn++++=cat
leaped ^vbd+++xvbn+=leaped
out ^rp+pl+++=out
upon ^in++++=upon
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
oh ^uh++++=oh!
! ^zz++++=EXTRAWORD
what ^wdt+who+++=what
havoc ^nn++++=havoc
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=did
make ^vb++++=make
among ^in++++=among
the ^ati++++=the
trou ^nn+++??+=trou-ble-some
- ^zz++++=EXTRAWORD
ble ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
some ^dti++++=EXTRAWORD
creatures ^nns++++=creatures!
! ^zz++++=EXTRAWORD
Most ^ap+emph+++=Most
of ^in++++=of
them ^pp3o+pp3+++=them
were ^vbd+bed+aux++=were
soon ^rb+tm+splt++=soon
stretched ^vpsv++agls+xvbnx+=stretched
dead ^jj++++=dead
upon ^in++++=upon
the ^ati++++=the
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
rest ^nn++++=rest
scam ^nn+++??+=scam-pered
- ^zz++++=EXTRAWORD
pered ^jj+++xvbn+=EXTRAWORD
away ^rp+pl+++=away
to ^in++++=to
their ^pp$+pp3+++=their
holes ^nns++++=holes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
did ^vbd+dod+aux++=did
not ^xnot++not++=not
dare ^vb++++=dare
to ^to+vcmp+++=to
come ^vbi++++=come
out ^rp+pl+++=out
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
The ^ati++++=The
king ^npt++++=king
had ^vb+hv+aux++=had
never ^rb++splt++=never
been ^vprf+ben+vrb+xvbnx+=been
so ^ql+emph+++=so
glad ^jj++++=glad
in ^in++++=in
his ^pp$+pp3+++=his
life ^nn++++=life;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
queen ^npt++++=queen
asked ^vbd+vsua++xvbn+=asked
that ^tht+vcmp+++=that
the ^ati++++=the
creature ^nn++++=creature
which ^wdt+who+whcl++=which
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done
such ^abl++++=such
wonders ^nns+nom+++=wonders
should ^md+nec+++=should
be ^vb+be+aux++=be
brought ^vpsv++agls+xvbnx+=brought
to ^rb+phrv+++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
The ^ati++++=The
captain ^npt++++=captain
called ^vbd+++xvbn+=called,
, ^zz++++=EXTRAWORD
" ^zz++++="Pussy,
pussy ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
pussy ^nn+++??+=pussy,
, ^zz++++=EXTRAWORD
pussy ^nn+++??+=pussy!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
the ^ati++++=the
cat ^nn++++=cat
came ^vbd+++xvbn+=came
up ^rp++++=up
and ^cc++++=and
rubbed ^vpsv++agls+xvbn+=rubbed
against ^in++++=against
his ^pp$+pp3+++=his
legs ^nns++++=legs.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
picked ^vbd+++xvbnx+=picked
her ^pp$+pp3+++=her
up ^rp++++=up,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
offered ^vbd+++xvbn+=offered
her ^pp$+pp3+++=her
to ^in++++=to
the ^ati++++=the
queen ^nn++++=queen;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
at ^rb++++=at
first ^rb"++++=first
the ^ati++++=the
queen ^nn++++=queen
was ^vbd+bedz+vrb++=was
afraid ^jj+pred+++=afraid
to ^to+jcmp+++=to
touch ^vb++++=touch
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
the ^ati++++=the
captain ^nn++++=captain
stroked ^vbd+++xvbn+=stroked
the ^ati++++=the
cat ^nn++++=cat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
called ^jj+++xvbn+=called,
, ^zz++++=EXTRAWORD
" ^zz++++="Pussy,
pussy ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
pussy ^nn+++??+=pussy,
, ^zz++++=EXTRAWORD
pussy ^nn+++??+=pussy!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
then ^rn+tm+++=then
the ^ati++++=the
queen ^npt++++=queen
ventured ^vbd+++xvbn+=ventured
to ^to+vcmp+++=to
touch ^vb++++=touch
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
could ^md+pos+++=could
only ^rb+down+splt++=only
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
" ^zz++++="Putty,
putty ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
putty ^nn++++=putty,
, ^zz++++=EXTRAWORD
putty ^nn++++=putty!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
for ^in++++=for
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
not ^xnot++not++=not
learned ^vb+++xvbn+=learned
to ^to+vcmp+++=to
talk ^vbi++++=talk
English ^nn++++=English.
. ^zz++++=EXTRAWORD
The ^ati++++=The
captain ^nn++++=captain
then ^rn+tm+++=then
put ^vb+++xvbn+=put
the ^ati++++=the
cat ^nn++++=cat
down ^rp++++=down
on ^in++++=on
the ^ati++++=the
queen ^nn++++=queen's
's ^$++++=EXTRAWORD
lap ^nn++++=lap,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
she ^pp3a+pp3+++=she
purred ^vbd+++xvbnx+=purred
and ^cc+phrs+++=and
purred ^vbd+++xvbn+=purred
until ^cs+sub+++=until
she ^pp3a+pp3+++=she
went ^vbd+++xvbnx+=went
to ^to++++=to
sleep ^vbi++++=sleep.
. ^zz++++=EXTRAWORD
The ^ati++++=The
king ^nn++++=king
would ^md+prd+++=would
not ^xnot++not++=not
have ^vb+hv+aux++=have
missed ^vprf+++xvbnx+=missed
getting ^vbg+++xvbg+=getting
the ^ati++++=the
cat ^nn++++=cat
now ^rn+tm+++=now
for ^in++++=for
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
at ^rb++++=at
once ^rb"+tm+++=once
made ^vbd+++xvbn+=made
a ^at++++=a
bargain ^nn++++=bargain
with ^in++++=with
the ^ati++++=the
captain ^nn++++=captain
for ^in++++=for
all ^abn++++=all
the ^ati++++=the
goods ^nns++++=goods
on ^in++++=on
board ^nn++++=board
the ^ati++++=the
ship ^nn++++=ship;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
gave ^vbd+++xvbnx+=gave
him ^pp3o+pp3+++=him
ten ^cd++++=ten
times ^nns++++=times
as ^ql++++=as
much ^ap++++=much
for ^in++++=for
the ^ati++++=the
cat ^nn++++=cat
as ^ql++++=as
all ^abn++++=all
the ^ati++++=the
rest ^nn++++=rest
came ^vbd+++xvbn+=came
to ^in+strn+++=to.
. ^zz++++=EXTRAWORD
The ^ati++++=The
captain ^nn++++=captain
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
glad ^jj++++=glad.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
bade ^vbd+++xvbnx+=bade
the ^ati++++=the
king ^nn++++=king
and ^cc++++=and
queen ^nn++++=queen
good ^jj++++=good-by,
- ^zz++++=EXTRAWORD
by ^in+strn+++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
very ^ql+amp+++=very
next ^ap++++=next
day ^nn++++=day
set ^vbd+++xvbn+=set
sail ^vb++++=sail
for ^in++++=for
England ^np++++=England.
. ^zz++++=EXTRAWORD
V ^zz++++=V.
. ^zz++++=EXTRAWORD
The ^ati++++=THE
Fortune ^nn++++=FORTUNE.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
morning ^nn++++=morning
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Fitzwarren ^np++++=Fitzwarren
was ^vbd+bedz+aux++=was
sitting ^vbg+++xvbgx+=sitting
at ^rb++++=at
his ^pp$+pp3+++=his
desk ^nn++++=desk
in ^in++++=in
his ^pp$+pp3+++=his
office ^nn++++=office.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
heard ^vbd+vprv++xvbnx+=heard
some ^dti++++=some
one ^cd1++++=one
tap ^nn++++=tap
softly ^rb++++=softly
at ^in++++=at
his ^pp$+pp3+++=his
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
said,-"who ^nn+++??+=said,-"Who's
's ^$++++=EXTRAWORD
there ^rn+pl+++=there?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
friend ^nn++++=friend,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
come ^vprf+++xvbn+=come
to ^to++++=to
bring ^vbi++++=bring
you ^pp2+pp2+++=you
news ^nn++++=news
of ^in++++=of
your ^pp$+pp2+++=your
ship ^nn++++=ship
' ^zz++++='U-ni-corn.'"
u-ni-corn. ^nn+++??+=EXTRAWORD
'" ^nn+++??+=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Fitzwarren ^np++++=Fitzwarren
jumped ^vbd+++xvbn+=jumped
up ^rp++++=up
quickly ^rb+cnj+++=quickly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
opened ^vbd+++xvbn+=opened
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Whom ^whp+wpor+whq++=Whom
should ^md+nec+++=should
he ^pp3a+pp3+++=he
see ^vb+vprv+++=see
waiting ^vbg+++xvbg+=waiting
there ^rn+pl+++=there
but ^cc++++=but
the ^ati++++=the
captain ^nn++++=captain,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
bill ^nn++++=bill
of ^in++++=of
lading ^xvbg+++xvbg+=lading
in ^in++++=in
one ^cd1++++=one
hand ^nn++++=hand
and ^cc++++=and
a ^at++++=a
box ^nn++++=box
of ^in++++=of
jewels ^nns++++=jewels
in ^in++++=in
the ^ati++++=the
other ^ap++++=other?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
full ^jj++++=full
of ^in++++=of
joy ^nn++++=joy
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
lifted ^vbd+++xvbnx+=lifted
up ^rp++++=up
his ^pp$+pp3+++=his
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thanked ^vbd+++xvbn+=thanked
Heaven ^nn++++=Heaven
for ^in++++=for
sending ^xvbg+++xvbg+=sending
him ^pp3o+pp3+++=him
such ^abl++++=such
good ^jj+atrb+++=good
fortune ^nn++++=fortune.
. ^zz++++=EXTRAWORD
The ^ati++++=The
captain ^nn++++=captain
soon ^rb+tm+++=soon
told ^vbd+vpub++xvbn+=told
the ^ati++++=the
story ^nn++++=story
of ^in++++=of
the ^ati++++=the
cat ^nn++++=cat;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
showed ^vbd+vprv+tht0+xvbnx+=showed
the ^ati++++=the
rich ^nn++++=rich
present ^vb++++=present
which ^whp+who+++=which
the ^ati++++=the
king ^nn++++=king
and ^cc++++=and
queen ^npt++++=queen
had ^vbd+hvd+aux++=had
sent ^vprf+++xvbnx+=sent
to ^in++++=to
poor ^jj+atrb+++=poor
Dick ^np++++=Dick
in ^in++++=in
payment ^nn+nom+++=payment
for ^in++++=for
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
As ^ql++++=As
soon ^rb+tm+++=soon
as ^in++++=as
the ^ati++++=the
good ^jj+atrb+++=good
gentleman ^nn+nom+++=gentleman
heard ^vbd+vprv+tht0+xvbn+=heard
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called
out ^rp+pl+++=out
to ^in++++=to
his ^pp$+pp3+++=his
servants, ^nn+++??+=servants,-"Go
- ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
go ^vb++++=EXTRAWORD
send ^vb++++=send
him ^pp3o+pp3+++=him
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tell ^vb++++=tell
him ^pp3o+pp3+++=him
of ^in++++=of
his ^pp$+pp3+++=his
fame ^nn++++=fame;
; ^zz++++=EXTRAWORD
Pray ^vb+vsua+++=Pray
call ^nn++++=call
him ^pp3o+pp3+++=him
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Whittington ^np++++=Whittington
by ^in++++=by
name ^nn++++=name."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Some ^dti++++=Some
of ^in++++=of
the ^ati++++=the
men ^nns++++=men
who ^whp+rel+subj++=who
stood ^vpsv++by+xvbn+=stood
by ^in++++=by
said ^vprf+++xvbn+=said
that ^tht+vcmp+++=that
so ^ql++++=so
great ^np++++=great
a ^at++++=a
present ^nn++++=present
ought ^md+nec+++=ought
not ^xnot++not++=not
to ^to++++=to
be ^vbi+vbi+aux++=be
given ^vpsv++agls+xvbnx+=given
to ^in++++=to
a ^at++++=a
mere ^jjb+atrb+++=mere
boy ^nn++++=boy;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Fitzwarren ^np++++=Fitzwarren
frowned ^vbd+++xvbn+=frowned
upon ^in+ppvb+++=upon
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
his ^pp$+pp3+++=his
own ^ap++++=own,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
not ^xnot++not++=not
hold ^vb+vprv+++=hold
back ^jjb+atrb+++=back
one ^cd1++++=one
penny ^nn++++=penny
from ^in++++=from
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dick ^np++++=Dick
was ^vbd+bedz+aux++=was
scouring ^vbg+++xvbgx+=scouring
the ^ati++++=the
pots ^nns++++=pots
when ^wrb+who+++=when
word ^nn++++=word
was ^vbd+bedz+aux++=was
brought ^vpsv++agls+xvbnx+=brought
to ^rb+phrv+++=to
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
should ^md+nec+++=should
go ^vb++++=go
to ^in++++=to
the ^ati++++=the
office ^nn++++=office.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
so ^ql+emph+++=so
dirty ^jj++++=dirty!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
my ^pp$+pp1+++=my
shoes ^nns++++=shoes
are ^vb+ber+vrb++=are
full ^jj+pred+++=full
of ^in++++=of
hob ^nn++++=hob-nails."
- ^zz++++=EXTRAWORD
nails ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
told ^vpsv++agls+xvbnx+=told
to ^to+vcmp+++=to
make ^vbi++++=make
haste ^nn++++=haste.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Fitzwarren ^np++++=Fitzwarren
ordered ^vbd+vsua++xvbn+=ordered
a ^at++++=a
chair ^nn++++=chair
to ^to++++=to
be ^vbi+vbi+aux++=be
set ^vpsv++agls+xvbnx+=set
for ^in++++=for
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
the ^ati++++=the
lad ^nn++++=lad
began ^vbd+++xvbn+=began
to ^to++++=to
think ^vbi+vprv+++=think
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
making ^vbg+++xvbgx+=making
fun ^nn++++=fun
of ^in++++=of
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
beg ^vb++++=beg
that ^cs+sub+++=that
you ^pp2+pp2+++=you
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
play ^vb++++=play
tricks ^nns++++=tricks
with ^in++++=with
a ^at++++=a
poor ^jj+atrb+++=poor
boy ^nn++++=boy
like ^in++++=like
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Please
please ^uh++++=EXTRAWORD
let ^vb+++xvbn+=let
me ^pp1o+pp1+++=me
go ^vb++++=go
back ^jjb++++=back
to ^in++++=to
my ^pp$+pp1+++=my
work ^nn++++=work."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Mr.
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Whittington ^np++++=Whittington,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Fitzwarren ^np++++=Fitzwarren,
, ^zz++++=EXTRAWORD
" ^zz++++="this
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
no ^at++++=no
joke ^nn++++=joke
at ^rb++++=at
all ^abn++++=all.
. ^zz++++=EXTRAWORD
The ^ati++++=The
captain ^nn++++=captain
has ^vbz+hvz+aux++=has
sold ^vprf+++xvbnx+=sold
your ^pp$+pp2+++=your
cat ^nn++++=cat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
has ^vbz+hvz+aux++=has
brought ^vprf+++xvbnx+=brought
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
in ^in++++=in
return ^in"++++=return
for ^in"++++=for
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
more ^ql++++=more
riches ^nns++++=riches
than ^in++++=than
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
in ^in++++=in
the ^ati++++=the
whole ^jj+atrb+++=whole
world ^nn++++=world."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
opened ^vbd+++xvbnx+=opened
the ^ati++++=the
box ^nn++++=box
of ^in++++=of
jewels ^nns++++=jewels,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
showed ^vbd+vprv++xvbn+=showed
Dick ^np++++=Dick
his ^pp$+pp3+++=his
treasures ^nns++++=treasures.
. ^zz++++=EXTRAWORD
The ^ati++++=The
poor ^jj+atrb+++=poor
boy ^nn++++=boy
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
to ^to++++=to
do ^vbi++++=do.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
begged ^vbd+++xvbnx+=begged
