Everybody ^pn++++=EVERYBODY
case ^nn++++=case
was ^vbd+bedz+vrb++=was
just ^rb+emph+++=just
the ^ati++++=the
same ^ap++++=same
with ^in++++=with
all ^abn++++=all
the ^ati++++=the
other ^ap++++=other
clocks ^nns++++=clocks
and ^cc++++=and
watches ^nns++++=watches
in ^in++++=in
the ^ati++++=the
borough ^nn++++=borough.
. ^zz++++=EXTRAWORD
Never ^rb++++=Never
was ^vbd+bedz+vrb++=was
such ^abl++++=such
a ^at++++=a
place ^nn++++=place
for ^in++++=for
keeping ^xvbg+++xvbg+=keeping
the ^ati++++=the
true ^jj+atrb+++=true
time ^nn++++=time.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
large ^jj+atrb+++=large
clapper ^jjr+atrb+++=clapper
thought ^nn+++xvbn+=thought
proper ^jj++++=proper
to ^to++++=to
say ^vbi+vpub+++=say
" ^zz++++="Twelve
twelve ^cd++++=EXTRAWORD
o ^zz++++=o'clock!"
'clock!" ^nn+++??+=EXTRAWORD
all ^abn++++=all
its ^pp$+it+++=its
obedient ^jj+atrb+++=obedient
followers ^nns+nom+++=followers
opened ^vbd+++xvbn+=opened
their ^pp$+pp3+++=their
throats ^nns++++=throats
simultaneously ^rb+cnj+++=simultaneously,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
responded ^vpsv++agls+xvbn+=responded
like ^in++++=like
a ^at++++=a
very ^ql+amp+++=very
echo ^vb++++=echo.
. ^zz++++=EXTRAWORD
In ^rb++++=In
short ^rb"++++=short,
, ^zz++++=EXTRAWORD
the ^ati++++=the
good ^jj+atrb+++=good
burghers ^nns+nom+++=burghers
were ^vbd+bed+vrb++=were
fond ^jj+pred+++=fond
of ^in++++=of
their ^pp$+pp3+++=their
sauer ^jjr++++=sauer-kraut,
- ^zz++++=EXTRAWORD
kraut ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
then ^rn+tm+++=then
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
proud ^jj+pred+++=proud
of ^in++++=of
their ^pp$+pp3+++=their
clocks ^nns++++=clocks.
. ^zz++++=EXTRAWORD
All ^abn++++=All
people ^nns++++=people
who ^whp+rel+subj++=who
hold ^vb+vprv+++=hold
sinecure ^nn++++=sinecure
offices ^nns++++=offices
are ^vb+ber+aux++=are
held ^vpsv++agls+xvbnx+=held
in ^in++++=in
more ^rbr++++=more
or ^cc+phrs+++=or
less ^rbr++++=less
respect ^nn++++=respect,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^in++++=as
the ^ati++++=the
belfry ^nn++++=belfry
- ^zz++++=-man
man ^nn++++=EXTRAWORD
of ^in++++=of
Vondervotteimittiss ^np+++??+=Vondervotteimittiss
has ^vbz+hvz+vrb++=has
the ^ati++++=the
most ^ql+emph+++=most
perfect ^vb++++=perfect
of ^in++++=of
sinecures ^nns+++??+=sinecures,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
the ^ati++++=the
most ^ql+emph+++=most
perfectly ^rb+amp+++=perfectly
respected ^jj+++xvbn+=respected
of ^in++++=of
any ^dti++++=any
man ^nn++++=man
in ^in++++=in
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
is ^vbz+bez+vrb++=is
the ^ati++++=the
chief ^jjb+atrb+++=chief
dignitary ^nn+nom+++=dignitary
of ^in++++=of
the ^ati++++=the
borough ^nn++++=borough,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
very ^ql+amp+++=very
pigs ^nns++++=pigs
look ^vb++++=look
up ^in+cmpx+++=up
to ^in"++++=to
him ^pp3o+pp3+++=him
with ^in++++=with
a ^at++++=a
sentiment ^nn+nom+++=sentiment
of ^in++++=of
reverence ^nn+nom+++=reverence.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
coat ^nn++++=coat-tail
- ^zz++++=EXTRAWORD
tail ^nn++++=EXTRAWORD
is ^vbz+bez+vrb++=is
very ^ql+amp+++=very
far ^rb+pl+++=far
longer ^rbr++++=longer
- ^zz++++=-his
his ^pp$+pp3+++=EXTRAWORD
pipe ^nn++++=pipe,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
shoe ^nn++++=shoe
- ^zz++++=-buckles,
buckles ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
stomach ^nn++++=stomach,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
far ^rb+pl+++=far
bigger ^jjr++++=bigger
- ^zz++++=-than
than ^in++++=EXTRAWORD
those ^dt+dem+++=those
of ^in++++=of
any ^dti++++=any
other ^ap++++=other
old ^jj+atrb+++=old
gentleman ^nn+nom+++=gentleman
in ^in++++=in
the ^ati++++=the
village ^nn+nom+++=village;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^in++++=as
to ^in++++=to
his ^pp$+pp3+++=his
chin ^nn++++=chin,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
only ^rb+down+++=only
double ^jj++++=double,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
triple ^jj++++=triple.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
thus ^rb+cnj+splt++=thus
painted ^vprf+++xvbnx+=painted
the ^ati++++=the
happy ^jj+atrb+++=happy
estate ^nn++++=estate
of ^in++++=of
Vondervotteimittiss ^np+++??+=Vondervotteimittiss:
: ^zz++++=EXTRAWORD
alas ^uh++++=alas,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
so ^ql+emph+++=so
fair ^jj++++=fair
a ^at++++=a
picture ^nn++++=picture
should ^md+nec+++=should
ever ^rb++++=ever
experience ^nn+nom+++=experience
a ^at++++=a
reverse ^nn++++=reverse!
! ^zz++++=EXTRAWORD
There ^rn+pl+++=There
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
long ^rb++++=long
a ^at++++=a
saying ^jj+++xvbg+=saying
among ^in++++=among
the ^ati++++=the
wisest ^jjt+atrb+++=wisest
inhabitants ^nns+nom+++=inhabitants,
, ^zz++++=EXTRAWORD
that ^cs+sub+++=that
" ^zz++++="no
no ^at++++=EXTRAWORD
good ^nn++++=good
can ^md+pos+++=can
come ^vb++++=come
from ^in+ppvb+++=from
over ^in++++=over
the ^ati++++=the
hills ^nns++++=hills";
" ^zz++++=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
really ^rb+emph+++=really
seemed ^vprf+++xvbn+=seemed
that ^tht+vcmp+++=that
the ^ati++++=the
words ^nns++++=words
had ^vb+hv+vrb++=had
in ^in++++=in
them ^pp3o+pp3+++=them
something ^pn++++=something
of ^in++++=of
the ^ati++++=the
spirit ^nn++++=spirit
of ^in++++=of
prophecy ^nn++++=prophecy.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
wanted ^vbd+++xvbn+=wanted
five ^cd++++=five
minutes ^nns++++=minutes
of ^in++++=of
noon ^nn++++=noon,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
day ^nn++++=day
before ^in++++=before
yesterday ^nr+tm+++=yesterday,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
there ^ex+pex+++=there
appeared ^vprf+++xvbn+=appeared
a ^at++++=a
very ^ql+amp+++=very
odd ^jj++++=odd-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
object ^nn++++=object
on ^in++++=on
the ^ati++++=the
summit ^nn++++=summit
of ^in++++=of
the ^ati++++=the
ridge ^nn++++=ridge
of ^in++++=of
the ^ati++++=the
eastward ^rb++++=eastward.
. ^zz++++=EXTRAWORD
Such ^abl++++=Such
an ^at++++=an
occurrence ^nn+nom+++=occurrence,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
attracted ^jj+atrb++xvbn+=attracted
universal ^nn+nom+++=universal
attention ^nn+nom+++=attention,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
every ^at++++=every
little ^jj+atrb+++=little
old ^jj+atrb+++=old
gentleman ^nn+nom+++=gentleman
who ^whp+rel+subj++=who
sat ^vbd+++xvbn+=sat
in ^in++++=in
a ^at++++=a
leather ^nn++++=leather-bottomed
- ^zz++++=EXTRAWORD
bottomed ^jj+atrb++xvbn+=EXTRAWORD
arm ^nn++++=arm-chair
- ^zz++++=EXTRAWORD
chair ^nn++++=EXTRAWORD
turned ^vbd+++xvbn+=turned
one ^pn++++=one
of ^in++++=of
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
with ^in++++=with
a ^at++++=a
stare ^nn++++=stare
of ^in++++=of
dismay ^nn++++=dismay
upon ^in++++=upon
the ^ati++++=the
phenomenon ^nn++++=phenomenon,
, ^zz++++=EXTRAWORD
still ^rb++++=still
keeping ^vbg+++xvbg+=keeping
the ^ati++++=the
other ^ap++++=other
upon ^in++++=upon
the ^ati++++=the
clock ^nn++++=clock
in ^in++++=in
the ^ati++++=the
steeple ^nn++++=steeple.
. ^zz++++=EXTRAWORD
By ^in++++=By
the ^ati++++=the
time ^nn++++=time
that ^tht+rel+obj++=that
it ^pp3+it+++=it
wanted ^vbd+++xvbn+=wanted
only ^rb+down+++=only
three ^cd++++=three
minutes ^nns++++=minutes
to ^in++++=to
noon ^nn++++=noon,
, ^zz++++=EXTRAWORD
the ^ati++++=the
droll ^nn+++??+=droll
object ^nn++++=object
in ^in++++=in
question ^nn+nom+++=question
was ^vbd+bedz+aux++=was
perceived ^vpsv++agls+xvbnx+=perceived
to ^to++++=to
be ^vbi++vrb++=be
a ^at++++=a
very ^ql+amp+++=very
diminutive ^jj++++=diminutive
foreign ^jj++++=foreign-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
young ^jj+atrb+++=young
man ^nn++++=man.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
descended ^vbd+++xvbnx+=descended
the ^ati++++=the
hills ^nns++++=hills
at ^rb++++=at
a ^at++++=a
great ^jj+atrb+++=great
rate ^nn++++=rate,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
every ^at++++=every
body ^nn++++=body
had ^vb+hv+vrb++=had
soon ^rb+tm+++=soon
a ^at++++=a
good ^nn++++=good
look ^vb++++=look
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
really ^rb+emph+++=really
the ^ati++++=the
most ^ql+emph+++=most
finicky ^vb+++??+=finicky
little ^ap++++=little
personage ^nn+nom+++=personage
that ^tht+rel+subj++=that
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
been ^vprf+ben+aux+xvbnx+=been
seen ^vpsv++agls+xvbnx+=seen
in ^in++++=in
Vondervotteimittiss ^np+++??+=Vondervotteimittiss.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
countenance ^nn+nom+++=countenance
was ^vbd+bedz+vrb++=was
of ^in++++=of
a ^at++++=a
dark ^jj+atrb+++=dark
snuff ^nn++++=snuff-color,
- ^zz++++=EXTRAWORD
color ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
a ^at++++=a
long ^rb++++=long
hooked ^vbd+++xvbn+=hooked
nose ^nn++++=nose,
, ^zz++++=EXTRAWORD
pea ^nn++++=pea
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
a ^at++++=a
wide ^jj+atrb+++=wide
mouth ^nn++++=mouth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
excellent ^jj+atrb+++=excellent
set ^nn+++xvbn+=set
of ^in++++=of
teeth ^nns++++=teeth,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
latter ^ap++++=latter
he ^pp3a+pp3+++=he
seemed ^vbd+seem++xvbnx+=seemed
anxious ^jj++++=anxious
of ^in++++=of
displaying ^xvbg+++xvbg+=displaying,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
grinning ^vbg+++xvbgx+=grinning
from ^in++++=from
ear ^nn++++=ear
to ^in++++=to
ear ^nn++++=ear.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
with ^in++++=with
mustachios ^nns+++??+=mustachios
and ^cc++++=and
whiskers ^nns+nom+++=whiskers,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
none ^pn++++=none
of ^in++++=of
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
his ^pp$+pp3+++=his
face ^nn++++=face
to ^to++++=to
be ^vbi+vbi+aux++=be
seen ^vpsv++agls+xvbnx+=seen.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
head ^nn++++=head
was ^vbd+bedz+aux++=was
uncovered ^vpsv++agls+xvbnx+=uncovered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
hair ^nn++++=hair
neatly ^rb++++=neatly
done ^vbd+++xvbn+=done
up ^rp++++=up
in ^in++++=in
papillotes ^nns+++??+=papillotes.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
dress ^nn++++=dress
was ^vbd+bedz+vrb++=was
a ^at++++=a
tight ^jj++++=tight-fitting
- ^zz++++=EXTRAWORD
fitting ^xvbg+++xvbg+=EXTRAWORD
swallow ^vb++++=swallow-tailed
- ^zz++++=EXTRAWORD
tailed ^vbd+++xvbn+=EXTRAWORD
black ^jj+atrb+++=black
coat ^nn++++=coat
( ^zz++++=(from
from ^in++++=EXTRAWORD
one ^pn++++=one
of ^in++++=of
whose ^whp+rel+pied++=whose
pockets ^nns++++=pockets
dangled ^vbd+++xvbn+=dangled
a ^at++++=a
vast ^jj+atrb+++=vast
length ^nn++++=length
of ^in++++=of
white ^jj+atrb+++=white
handkerchief ^nn++++=handkerchief),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
black ^jj+atrb+++=black
kerseymere ^nn+++??+=kerseymere
knee ^nn++++=knee-breeches,
- ^zz++++=EXTRAWORD
breeches ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
black ^jj+atrb+++=black
stockings ^nns++++=stockings,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stumpy ^jj++++=stumpy-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
pumps ^nns++++=pumps,
, ^zz++++=EXTRAWORD
with ^in++++=with
huge ^jj+atrb+++=huge
bunches ^nns++++=bunches
of ^in++++=of
black ^jj+atrb+++=black
satin ^nn++++=satin
ribbon ^nn++++=ribbon
for ^in++++=for
bows ^nns++++=bows.
. ^zz++++=EXTRAWORD
Under ^in++++=Under
one ^cd1++++=one
arm ^nn++++=arm
he ^pp3a+pp3+++=he
carried ^vbd+++xvbnx+=carried
a ^at++++=a
huge ^jj+atrb+++=huge
chapeau ^nn+++??+=chapeau-de-bras,
- ^zz++++=EXTRAWORD
de ^&fw++++=EXTRAWORD
- ^zz++++=EXTRAWORD
bras ^nns+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
under ^in++++=under
the ^ati++++=the
other ^ap++++=other
a ^at++++=a
fiddle ^nn++++=fiddle
nearly ^rb+down+++=nearly
five ^cd++++=five
times ^nns++++=times
as ^ql++++=as
big ^jj++++=big
as ^ql++++=as
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
In ^in++++=In
his ^pp$+pp3+++=his
left ^jj+atrb++xvbn+=left
hand ^nn++++=hand
was ^vbd+bedz+vrb++=was
a ^at++++=a
gold ^nn++++=gold
snuff ^nn++++=snuff-box,
- ^zz++++=EXTRAWORD
box ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
from ^in++++=from
which ^whp+rel+pied++=which,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
capered ^vbd+++xvbnx+=capered
down ^rp++++=down
the ^ati++++=the
hill ^nn++++=hill,
, ^zz++++=EXTRAWORD
cutting ^nvbg+++xvbg+=cutting
all ^abn++++=all
manner ^nn++++=manner
of ^in++++=of
fantastic ^jj+atrb+++=fantastic
steps ^nns++++=steps,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
snuff ^nn++++=snuff
incessantly ^rb++++=incessantly
with ^in++++=with
an ^at++++=an
air ^nn++++=air
of ^in++++=of
the ^ati++++=the
greatest ^jjt+atrb+++=greatest
possible ^jj+atrb+++=possible
self ^nn++++=self-satisfaction.
- ^zz++++=EXTRAWORD
satisfaction ^nn+nom+++=EXTRAWORD
. ^zz++++=EXTRAWORD
God ^np++++=God
bless ^vb++++=bless
me ^pp1o+pp1+++=me!
! ^zz++++=EXTRAWORD
- ^zz++++=-here
here ^rn+pl+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
sight ^nn++++=sight
for ^in++++=for
the ^ati++++=the
honest ^jj+atrb+++=honest
burghers ^nns+nom+++=burghers
of ^in++++=of
Vondervotteimittiss ^np+++??+=Vondervotteimittiss!
! ^zz++++=EXTRAWORD
To ^to++++=To
speak ^vbi++++=speak
plainly ^rb+cnj+++=plainly,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fellow ^jjb++++=fellow
had ^vb+hv+vrb++=had,
, ^zz++++=EXTRAWORD
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
his ^pp$+pp3+++=his
grinning ^jj+++xvbg+=grinning,
, ^zz++++=EXTRAWORD
an ^at++++=an
audacious ^jj++++=audacious
and ^cc+phrs+++=and
sinister ^jj++++=sinister
kind ^rb++++=kind
of ^rb"++++=of
face ^nn++++=face;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
he ^pp3a+pp3+++=he
curvetted ^vbd+++xvbnx+=curvetted
right ^jj++++=right
into ^in++++=into
the ^ati++++=the
village ^nn+nom+++=village,
, ^zz++++=EXTRAWORD
the ^ati++++=the
old ^jj+atrb+++=old
stumpy ^jj+atrb+++=stumpy
appearance ^nn+nom+++=appearance
of ^in++++=of
his ^pp$+pp3+++=his
pumps ^nns++++=pumps
excited ^vbd+++xvbn+=excited
no ^at++++=no
little ^ap++++=little
suspicion ^nn++++=suspicion;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
many ^ap++++=many
a ^at++++=a
burgher ^jjr++++=burgher
who ^whp+who+++=who
beheld ^nn+++??+=beheld
him ^pp3o+pp3+++=him
that ^dt+dem+++=that
day ^nn++++=day
would ^md+prd+++=would
have ^vb+hv+aux++=have
given ^vprf+++xvbnx+=given
a ^at++++=a
trifle ^nn++++=trifle
for ^in++++=for
a ^at++++=a
peep ^nn++++=peep
beneath ^in+pl+++=beneath
the ^ati++++=the
white ^jj+atrb+++=white
cambric ^nn++++=cambric
handkerchief ^nn++++=handkerchief
which ^whp+rel+subj++=which
hung ^vwbn+++xvbn+=hung
so ^pn+emph+++=so
obtrusively ^jj++++=obtrusively
from ^in++++=from
the ^ati++++=the
pocket ^nn++++=pocket
of ^in++++=of
his ^pp$+pp3+++=his
swallow ^vb++++=swallow-tailed
- ^zz++++=EXTRAWORD
tailed ^vbd+++xvbn+=EXTRAWORD
coat ^nn++++=coat.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
what ^wdt+who+++=what
mainly ^rb++++=mainly
occasioned ^vbd+++xvbn+=occasioned
a ^at++++=a
righteous ^jj+atrb+++=righteous
indignation ^nn+nom+++=indignation
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
scoundrelly ^jj+atrb+++=scoundrelly
popinjay ^nn++++=popinjay,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
cut ^vbd+++xvbnx+=cut
a ^at++++=a
fandango ^nn+++??+=fandango
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
whirligig ^nn+++??+=whirligig
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
have ^vbi++++=have
the ^ati++++=the
remotest ^jjt+atrb+++=remotest
idea ^nn++++=idea
in ^in++++=in
the ^ati++++=the
world ^nn++++=world
of ^in++++=of
such ^abl++++=such
a ^at++++=a
thing ^nn++++=thing
as ^ql++++=as
keeping ^jj+atrb++xvbg+=keeping
time ^nn++++=time
in ^in++++=in
his ^pp$+pp3+++=his
steps ^nns++++=steps.
. ^zz++++=EXTRAWORD
The ^ati++++=The
good ^jj+atrb+++=good
people ^nns++++=people
of ^in++++=of
the ^ati++++=the
borough ^nn++++=borough
had ^vb+hv+vrb++=had
scarcely ^rb+down+++=scarcely
a ^at++++=a
chance ^nn++++=chance,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
to ^to++++=to
get ^vbi++++=get
their ^pp$+pp3+++=their
eyes ^nns++++=eyes
thoroughly ^rb+amp+++=thoroughly
open ^jj++++=open,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
as ^ql++++=as
it ^pp3+it+++=it
wanted ^vbd+++xvbn+=wanted
half ^abn++++=half
a ^at++++=a
minute ^nn++++=minute
of ^in++++=of
noon ^nn++++=noon,
, ^zz++++=EXTRAWORD
the ^ati++++=the
rascal ^nn++++=rascal
bounced ^vbd+++xvbn+=bounced,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
right ^jj++++=right
into ^in++++=into
the ^ati++++=the
midst ^nn++++=midst
of ^in++++=of
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
gave ^j+++xvbn+=gave
a ^at++++=a
chassez ^nn+++??+=chassez
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
balancez ^nn+++??+=balancez
there ^rn+pl+++=there;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
after ^in++++=after
a ^at++++=a
pirouette ^nn+nom+++=pirouette
and ^cc++++=and
a ^at++++=a
pas ^&fw++++=pas-de-zephyr,
- ^zz++++=EXTRAWORD
de ^&fw++++=EXTRAWORD
- ^zz++++=EXTRAWORD
zephyr ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
pigeon ^nn++++=pigeon-winged
- ^zz++++=EXTRAWORD
winged ^jj++++=EXTRAWORD
himself ^ppl+pp3+++=himself
right ^rb++++=right
up ^rp++++=up
into ^in++++=into
the ^ati++++=the
belfry ^nn++++=belfry
of ^in++++=of
the ^ati++++=the
House ^nn++++=House
of ^in++++=of
the ^ati++++=the
Town ^nn++++=Town
Council ^nn++++=Council,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
wonder ^vb++++=wonder-stricken
- ^zz++++=EXTRAWORD
stricken ^jj+atrb+++=EXTRAWORD
belfry ^nn++++=belfry-man
- ^zz++++=EXTRAWORD
man ^nn++++=EXTRAWORD
sat ^vbd+++xvbn+=sat
smoking ^jj+++xvbg+=smoking
in ^in++++=in
a ^at++++=a
state ^nn++++=state
of ^in++++=of
dignity ^nn+nom+++=dignity
and ^cc++++=and
dismay ^nn++++=dismay.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
little ^jj+atrb+++=little
chap ^nn++++=chap
seized ^vbd+++xvbn+=seized
him ^pp3o+pp3+++=him
at ^rb++++=at
once ^rb"+tm+++=once
by ^in++++=by
the ^ati++++=the
nose ^nn++++=nose;
; ^zz++++=EXTRAWORD
gave ^j+++xvbn+=gave
it ^pp3+it+++=it
a ^at++++=a
swing ^nn++++=swing
and ^cc++++=and
a ^at++++=a
pull ^vb++++=pull;
; ^zz++++=EXTRAWORD
clapped ^j+++xvbn+=clapped
the ^ati++++=the
big ^jj+atrb+++=big
chapeau ^nn+++??+=chapeau
de ^&fw++++=de-bras
- ^zz++++=EXTRAWORD
bras ^nns+++??+=EXTRAWORD
upon ^in++++=upon
his ^pp$+pp3+++=his
head ^nn++++=head;
; ^zz++++=EXTRAWORD
knocked ^j+++xvbn+=knocked
it ^pp3+it+++=it
down ^rp++++=down
over ^in++++=over
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
and ^cc++++=and
mouth ^nn++++=mouth;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
lifting ^nvbg+++xvbg+=lifting
up ^rp++++=up
the ^ati++++=the
big ^jj+atrb+++=big
fiddle ^nn++++=fiddle,
, ^zz++++=EXTRAWORD
beat ^j+++xvbn+=beat
him ^pp3o+pp3+++=him
with ^in++++=with
it ^pp3+it+++=it
so ^ql++++=so
long ^rb++++=long
and ^cc+phrs+++=and
so ^rb++++=so
soundly ^rb+cnj+++=soundly,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
what ^wdt+who+++=what
with ^in++++=with
the ^ati++++=the
belfry ^nn++++=belfry-man
- ^zz++++=EXTRAWORD
man ^nn++++=EXTRAWORD
being ^vwbg+beg++xvbg+=being
so ^ql++++=so
fat ^nn++++=fat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
fiddle ^nn++++=fiddle
being ^vwbg+beg++xvbg+=being
so ^ql++++=so
hollow ^vb++++=hollow,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
would ^md+prd+++=would
have ^vb+hv+aux++=have
sworn ^vprf+++xvbn+=sworn
that ^tht+vcmp+++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
regiment ^nn+nom+++=regiment
of ^in++++=of
double ^jj++++=double-bass
- ^zz++++=EXTRAWORD
bass ^np++++=EXTRAWORD
drummers ^nns+nom+++=drummers
all ^abn++++=all
beating ^jj+++xvbg+=beating
the ^ati++++=the
devil ^nn++++=devil's
's ^$++++=EXTRAWORD
tattoo ^nn++++=tattoo
up ^rp++++=up
in ^in++++=in
the ^ati++++=the
belfry ^nn++++=belfry
of ^in++++=of
the ^ati++++=the
steeple ^nn++++=steeple
of ^in++++=of
Vondervotteimittiss ^np+++??+=Vondervotteimittiss.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
no ^at++++=no
knowing ^vb+++xvbg+=knowing
to ^to+vcmp+++=to
what ^wdt+who+++=what
desperate ^jj+atrb+++=desperate
act ^nn++++=act
of ^in++++=of
vengeance ^nn+nom+++=vengeance
this ^dt+dem+++=this
unprincipled ^jj+++xvbn+=unprincipled
attack ^vb++++=attack
might ^md+pos+++=might
have ^vb+hv+aux++=have
aroused ^vprf+++xvbnx+=aroused
the ^ati++++=the
inhabitants ^nns+nom+++=inhabitants,
, ^zz++++=EXTRAWORD
but ^in++++=but
for ^in"++++=for
the ^ati++++=the
important ^jj+atrb+++=important
fact ^nn++++=fact
that ^tht+ncmp+++=that
it ^pp3+it+++=it
now ^rn+tm+++=now
wanted ^vbd+++xvbn+=wanted
only ^rb+down+++=only
