Mrs ^npt++++=Mrs.
- ^zz++++=EXTRAWORD
headed ^vbd+++xvbn+=EXTRAWORD
Woodpecker ^np+nom++??+=Woodpecker
flew ^vbd+++xvbn+=flew
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
repeated ^vbd+++xvbnx+=repeated
this ^dt+dem+++=this
to ^in++++=to
himself ^ppl+pp3+++=himself:
: ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
silly ^jj++++=silly
fellow ^jjb++++=fellow,
, ^zz++++=EXTRAWORD
a ^at++++=a
silly ^jj++++=silly
fellow ^jjb++++=fellow,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
sees ^vbz+vprv+++=sees
the ^ati++++=the
world ^nn++++=world
through ^in++++=through
his ^pp$+pp3+++=his
own ^ap++++=own
feathers ^nns+nom+++=feathers."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
his ^pp$+pp3+++=his
father ^nn++++=father,
, ^zz++++=EXTRAWORD
" ^zz++++="Whose
whose ^whp+who+++=EXTRAWORD
feathers ^nns+nom+++=feathers
must ^md+nec+++=must
I ^pp1a+pp1+++=I
look ^vb++++=look
through ^in+strn+++=through?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
puzzled ^jj+++xvbn+=puzzled
his ^pp$+pp3+++=his
father ^nn++++=father.
. ^zz++++=EXTRAWORD
" ^zz++++="Whose
whose ^whp+who+++=EXTRAWORD
feathers ^nns+nom+++=feathers
should ^md+nec+++=should
you ^pp2+pp2+++=you
look ^vb++++=look
through ^in+strn+++=through?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
mean ^vb+vprv+++=mean?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,"
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
the ^ati++++=the
son ^nn++++=son,
, ^zz++++=EXTRAWORD
" ^zz++++="somebody
somebody ^pn++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
world ^nn++++=world
through ^in++++=through
my ^pp$+pp1+++=my
own[pg ^nn+++??+=own[Pg
50 ^cd++++=50]
] ^zz++++=EXTRAWORD
feathers ^nns+nom+++=feathers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
see ^vb+vprv+++=see
how ^wrb+who+whcl++=how
I ^pp1a+pp1+++=I
can ^md+pos+++=can
get ^vb++++=get
anybody ^pn++++=anybody
else ^rb+cnj+++=else's."
's." ^jj+++??+0=EXTRAWORD
How ^wrb+who+++=How
his ^pp$+pp3+++=his
father ^nn++++=father
did ^vbd+dod+aux++=did
laugh ^vb++++=laugh!
! ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
see ^vb+vprv+++=see
why ^wrb+who+whcl++=why
you ^pp2+pp2+++=you
should ^md+nec+++=should
look ^vb++++=look
through ^in++++=through
any ^dti++++=any
feathers ^nns+nom+++=feathers,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
he ^pp3a+pp3+++=he
meant ^vbd+vprv++xvbnx+=meant
was ^vbd+bedz+vrb++=was
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
thought ^vbd+++xvbn+=thought
so ^ql++++=so
much ^ap++++=much
of ^in++++=of
your ^pp$+pp2+++=your
own ^ap++++=own
plumage ^nn+nom+++=plumage
that ^tht+rel+obj++=that
you ^pp2+pp2+++=you
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
care ^nn++++=care
for ^in++++=for
anything ^pn++++=anything
else ^rb+cnj+++=else;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
so ^rb++++=so.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
it ^pp3+it+++=it
were ^vbd+bed+aux++=were
intended ^vpsv++tht0+xvbnx+=intended
you ^pp2+pp2+++=you
should ^md+nec+++=should
look ^vb++++=look
at ^rb++++=at
yourself ^ppl+pp2+++=yourself
all ^abn++++=all
the ^ati++++=the
time ^nn++++=time,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
eyes ^nns++++=eyes
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
one ^pn++++=one
under ^in++++=under
your ^pp$+pp2+++=your
chin ^nn++++=chin
and ^cc++++=and
the ^ati++++=the
other ^ap++++=other
in ^in++++=in
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
your ^pp$+pp2+++=your
head ^nn++++=head.
. ^zz++++=EXTRAWORD
No ^at++++=No!
! ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
are ^vb+ber+aux++=are
placed ^vpsv++agls+xvbnx+=placed
right ^jj++++=right
for ^in++++=for
you ^pp2+pp2+++=you
to ^to++++=to
look ^vbi++++=look
at ^in++++=at
other ^ap++++=other
people ^nns++++=people,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
are ^vb+ber+vrb++=are
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
help ^vb++++=help
you ^pp2+pp2+++=you
hunt ^np++++=hunt
for ^in++++=for
food ^nn++++=food."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
often ^rb++++=often
may ^md+pos+++=may
I ^pp1a+pp1+++=I
look ^vb++++=look
at ^rb++++=at
my ^pp$+pp1+++=my
own ^ap++++=own
feathers ^nns+nom+++=feathers?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
young ^jj+atrb+++=young
Woodpecker ^np+nom++??+=Woodpecker.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
wondering ^vbg+++xvbgx+=wondering
at ^rb++++=at
that ^dt+dem+++=that
minute ^nn++++=minute
how ^wrb+who+++=how
his ^pp$+pp3+++=his
tail ^nn++++=tail
looked ^vbd+++xvbn+=looked,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
determined ^vpsv++agls+xvbnx+=determined
not ^xnot++not++=not
to ^to++++=to
turn ^vbi++++=turn
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
Woodpecker ^np+nom+++=Woodpecker's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes
twinkled ^vbd+++xvbn+=twinkled.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
should ^md+nec+++=should
think ^vb+vprv+++=think,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^cs+sub+++=EXTRAWORD
since ^cs+sub+++=since
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
young ^jj+pred+++=young
and ^cc++++=and
have ^vb+hv+vrb++=have
no ^at++++=no
family ^nn++++=family
to ^to++++=to
look ^vbi++++=look
after ^in+ppvb+++=after,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
might ^md+pos+++=might
preen ^vb+++xvbn+=preen
your ^pp$+pp2+++=your
feathers ^nns+nom+++=feathers
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning
and ^cc++++=and
in ^in++++=in
the ^ati++++=the
afternoon ^nn++++=afternoon
and ^cc+cls+++=and
when ^wrb+who+++=when
you ^pp2+pp2+++=you
go ^vb++++=go
to ^to++++=to
sleep ^vbi++++=sleep.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
stormy ^jj+pred+++=stormy,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
will ^md+prd+++=will
have ^md"++pmd"++=have
to ^md+nec+++=to
take ^vb++++=take
your ^pp$+pp2+++=your
waterproof ^jj++++=waterproof
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
pocket ^nn++++=pocket
under ^in++++=under
your ^pp$+pp2+++=your
tail ^nn++++=tail,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
put ^vb+++xvbn+=put
it ^pp3+it+++=it
on ^in++++=on
one ^cd1++++=one
feather ^nn++++=feather
at ^in++++=at
a ^at++++=a
time ^nn++++=time,
, ^zz++++=EXTRAWORD
as ^ql++++=as
all ^abn++++=all
birds ^nns++++=birds
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
would ^md+prd+++=would
be ^vb+be+vrb++=be
often ^rb++++=often
enough ^dt++++=enough
unless ^cs+cnd+++=unless
something ^pn++++=something
happened ^vbd+++xvbn+=happened
to ^to+vcmp+++=to
rumple ^vb+++??+=rumple
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
not ^xnot++not++=not
look ^vb++++=look
at ^rb++++=at
them ^pp3o+pp3+++=them
any ^dti++++=any
oftener ^rbr++++=oftener,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
young ^jj++++=young
Red ^jj++++=Red-headed
- ^zz++++=EXTRAWORD
headed ^vbd+++xvbn+=EXTRAWORD
Woodpecker ^np+nom++??+=Woodpecker,
, ^zz++++=EXTRAWORD
firmly ^rb++++=firmly.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
not ^xnot++not++=not
be ^vb+be+aux++=be
called ^vpsv++agls+xvbnx+=called
a ^at++++=a
silly ^jj++++=silly
fellow ^jjb++++=fellow."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
as ^ql++++=as
good ^jj++++=good
as ^ql++++=as
his ^pp$+pp3+++=his
word ^nn++++=word.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
mother ^nn++++=mother
sighed ^vbd+++xvbn+=sighed
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
heard ^vbd+vprv++xvbnx+=heard
of ^in++++=of
the ^ati++++=the
change ^nn++++=change.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
very ^ql+amp+++=very
glad ^jj++++=glad,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
that ^cs+sub+++=that
always ^rb++++=always
the ^ati++++=the
way ^nn++++=way?
? ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
father ^nn++++=father
and ^cc++++=and
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
talked ^vprf+++xvbnx+=talked
and ^cc+phrs+++=and
talked ^vbd+++xvbn+=talked,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
made ^vbd+++xvbn+=made
no ^at++++=no
difference ^nn+nom+++=difference;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
let ^vb+++xvbn+=let
somebody ^pn++++=somebody
else ^rb+cnj+++=else
say ^vb+vpub+tht0++=say
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
silly ^jj+pred+++=silly
and ^cc++++=and
vain ^rb+cnj+++=vain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
behold ^vb++++=behold!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
