Everything ^pn++++=Everything
changed ^vprf+++xvbnx+=changed
it ^pp3+it+++=it
on ^rp++++=on
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
making ^vbg+++xvbg+=making
life ^nn++++=life
no ^at++++=no
longer ^rbr++++=longer
supportable ^jj++++=supportable
under ^in++++=under
the ^ati++++=the
elms ^nns++++=elms
in ^in++++=in
the ^ati++++=the
elm ^nn++++=elm
shade ^nn++++=shade,
, ^zz++++=EXTRAWORD
under ^in++++=under
the ^ati++++=the
maples ^nns+++??+=maples
in ^in++++=in
the ^ati++++=the
maple ^nn+++??+=maple
shade ^nn++++=shade.
. ^zz++++=EXTRAWORD
" ^zz++++="Here
here ^rn+pl+++=EXTRAWORD
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
the ^ati++++=the
maximum ^nn++++=maximum
of ^in++++=of
openness ^nns+nom+++=openness
in ^in++++=in
a ^at++++=a
small ^jj+atrb+++=small
room ^nn++++=room."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
impossible ^jj+pred+++=impossible
to ^to+jcmp+++=to
say ^vbi+vpub+++=say
( ^zz++++=(maybe
maybe ^rb+hdg+++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
city ^nn++++=city)
) ^zz++++=EXTRAWORD
what ^wdt+who+++=what
made ^vprf+++xvbn+=made
him ^pp3o+pp3+++=him
feel ^vb+vprv+++=feel
the ^ati++++=the
way ^nn++++=way
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
not ^xnot++not++=not
the ^ati++++=the
only ^rb+down+++=only
one ^cd1++++=one
either ^dtx++++=either,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
kept ^vbd+++xvbnx+=kept
thinking ^nvbg+++xvbg+=thinking--ask
-- ^--+clp+++=EXTRAWORD
ask ^vb++++=EXTRAWORD
any ^dti++++=any
doctor ^nn++++=doctor
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am.
. ^zz++++=EXTRAWORD
The ^ati++++=The
doctors ^nns++++=doctors,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
many ^ap++++=many
there ^ex+pex+++=there
are ^vb+ber+vrb++=are,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
even ^rb++++=even
know ^vb+vprv+++=know
where ^wrb+who+whcl++=where
the ^ati++++=the
trouble ^nn++++=trouble
is ^vbz+bez+vrb++=is
only ^rb+down+++=only
they ^pp3a+pp3+++=they
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
like ^vb++++=like
to ^to+vcmp+++=to
tell ^vbi++++=tell
you ^pp2+pp2+++=you
about ^in++++=about
the ^ati++++=the
prefrontal ^jj+atrb+++=prefrontal
lobe ^nn+++??+=lobe
because ^cs+cos+++=because
that ^dt+pdem+++=that
means ^vbz++++=means
making ^vwbg+++xvbg+=making
a ^at++++=a
hole ^nn++++=hole
in ^in++++=in
your ^pp$+pp2+++=your
skull ^nn++++=skull
and ^cc++++=and
removing ^vbg+++xvbg+=removing
the ^ati++++=the
work ^nn++++=work
of ^in++++=of
centuries ^nns++++=centuries.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
took ^vbd+++xvbn+=took
so ^ql++++=so
long ^rb++++=long
coming ^vbg+++xvbg+=coming,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
lobe ^nn+++??+=lobe,
, ^zz++++=EXTRAWORD
so ^ql++++=so
many ^ap++++=many,
, ^zz++++=EXTRAWORD
many ^ap++++=many
years ^nns++++=years.
. ^zz++++=EXTRAWORD
( ^zz++++=(Is
is ^vbz+bez+vrb++=EXTRAWORD
it ^pp3+it+++=it
something ^pn++++=something
you ^pp2+pp2+++=you
read ^vbd+vprv++xvbn+=read
in ^in++++=in
the ^ati++++=the
paper ^nn++++=paper,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps?)
? ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
And ^cc++++=And
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
the ^ati++++=the
strain ^nn++++=strain
being ^vwbg+beg++xvbg+=being
so ^ql++++=so
great ^np++++=great,
, ^zz++++=EXTRAWORD
the ^ati++++=the
door ^nn++++=door
having ^xvbg+++xvbg+=having
been ^vprf+ben+aux+xvbn+=been
changed ^vpsv++by+xvbnx+=changed
by ^in++++=by
the ^ati++++=the
Professor ^npt++++=Professor
once ^rb+tm+++=once
too ^ql++++=too
often ^rb++++=often
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
but ^cc+cls+++=but
it ^pp3+it+++=it
only ^rb+down+++=only
means ^nns++++=means
a ^at++++=a
whiff ^nn++++=whiff
of ^in++++=of
ether ^nn++++=ether,
, ^zz++++=EXTRAWORD
a ^ap++++=a
few ^ap"++++=few
deft ^jj+atrb+++=deft
strokes ^nns+++??+=strokes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
higher ^jjr+atrb+++=higher
animal ^nn++++=animal
becomes ^vbz++++=becomes
a ^rb++++=a
little ^rb"++++=little
easier ^jjr++++=easier
in ^in++++=in
his ^pp$+pp3+++=his
mind ^nn++++=mind
and ^cc++++=and
more ^rbr++++=more
like ^in++++=like
the ^ati++++=the
lower ^jjr+atrb+++=lower
one ^pn++++=one.
. ^zz++++=EXTRAWORD
From ^in++++=From
now ^rn+tm+++=now
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
way ^nn++++=way
it ^pp3+it+++=it
will ^md+prd+++=will
be ^vb+be+vrb++=be,
, ^zz++++=EXTRAWORD
the ^ati++++=the
ones ^pn++++=ones
with ^in++++=with
the ^ati++++=the
small ^jj+atrb+++=small
prefrontal ^nn+nom+++=prefrontal
lobes ^nns++++=lobes
will ^md+prd+++=will
win ^vb++++=win
because ^cs+cos+++=because
the ^ati++++=the
other ^ap++++=other
ones ^cd1s++++=ones
are ^vb+ber+aux++=are
hurt ^vpsv++agls+xvbnx+=hurt
too ^ql++++=too
much ^ap++++=much
by ^in++++=by
this ^dt+dem+++=this
incessant ^jj+atrb+++=incessant
bumping ^nvbg+++xvbg+=bumping.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
can ^md+pos+++=can
stand ^vb++++=stand
just ^rb+emph+++=just
so ^ql++++=so
much ^ap++++=much,
, ^zz++++=EXTRAWORD
em ^nn+++??+=em,
, ^zz++++=EXTRAWORD
Doctor ^nn++++=Doctor?
? ^zz++++=EXTRAWORD
( ^zz++++=(And
and ^cc+cls+++=EXTRAWORD
what ^wdt+who+++=what
is ^vbz+bez+vrb++=is
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
pray ^vb+vsua+++=pray,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
in ^in++++=in
your ^pp$+pp2+++=your
hand ^nn++++=hand?)
? ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Still ^rb+cnj+++=Still,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
never ^rb++++=never
can ^md+pos+++=can
tell ^vb++++=tell,
, ^zz++++=EXTRAWORD
em ^nn+++??+=em,
, ^zz++++=EXTRAWORD
Madam ^npt++++=Madam?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
crossed ^vbd+++xvbnx+=crossed
( ^zz++++=(carefully)
carefully ^rb++++=EXTRAWORD
) ^zz++++=EXTRAWORD
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
the ^ati++++=the
thick ^jj+atrb+++=thick
carpet ^nn++++=carpet
under ^in++++=under
him ^pp3o+pp3+++=him
softly ^rb+cnj+++=softly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vpsv++agls+xvbn+=went
toward ^in++++=toward
the ^ati++++=the
door ^nn++++=door
carefully ^rb+cnj+++=carefully,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
glass ^nn++++=glass
and ^cc++++=and
he ^pp3a+pp3+++=he
could ^md+pos+++=could
see ^vb+vprv+tht0++=see
himself ^ppl+pp3+++=himself
in ^in++++=in
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
at ^in++++=at
his ^pp$+pp3+++=his
approach ^nn++++=approach,
, ^zz++++=EXTRAWORD
opened ^j+++xvbn+=opened
to ^to++++=to
allow ^vbi++++=allow
him ^pp3o+pp3+++=him
to ^to++++=to
pass ^vbi++++=pass
through ^in+strn+++=through;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beyond ^in++++=beyond
he ^pp3a+pp3+++=he
half ^abn++++=half
expected ^vb+++xvbn+=expected
to ^to+vcmp+++=to
find ^vbi+vprv+tht0++=find
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
old ^jj+atrb+++=old
doors ^nns++++=doors
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
known ^vprf+++xvbnx+=known,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
the ^ati++++=the
one ^pn++++=one
with ^in++++=with
the ^ati++++=the
circle ^nn++++=circle,
, ^zz++++=EXTRAWORD
the ^ati++++=the
one ^pn++++=one
with ^in++++=with
the ^ati++++=the
girl ^nn++++=girl
her ^pp$+pp3+++=her
arms ^nns++++=arms
outstretched ^jj++++=outstretched
in ^in++++=in
loveliness ^nns+nom+++=loveliness
and ^cc++++=and
beauty ^nn++++=beauty
before ^in++++=before
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
instead ^rb+cnj+++=instead
a ^at++++=a
moving ^jj+atrb++xvbg+=moving
stairway ^nn++++=stairway,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
descended ^vpsv++agls+xvbn+=descended
in ^in++++=in
light ^nn++++=light
( ^zz++++=(he
he ^pp3a+pp3+++=EXTRAWORD
kept ^vbd+++xvbnx+=kept
thinking ^nvbg+++xvbg+=thinking)
) ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
street ^nn++++=street
below ^rb++++=below
and ^cc++++=and
to ^in++++=to
the ^ati++++=the
other ^ap++++=other
people ^nns++++=people.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
stepped ^vbd+++xvbnx+=stepped
off ^in+strn+++=off,
, ^zz++++=EXTRAWORD
the ^ati++++=the
ground ^nn++++=ground
came ^vbd+++xvbn+=came
up ^rp++++=up
slightly ^rb+cnj+++=slightly,
, ^zz++++=EXTRAWORD
to ^to++++=to
meet ^vb++++=meet
his ^pp$+pp3+++=his
foot ^nn++++=foot.
. ^zz++++=EXTRAWORD
