About ^in++++=About
; ^zz++++=EXTRAWORD
not ^xnot++not++=not
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir;
; ^zz++++=EXTRAWORD
a ^at++++=a
bit ^nn++++=bit
lazy ^jj++++=lazy,
, ^zz++++=EXTRAWORD
mayhap ^nn+++??+=mayhap,
, ^zz++++=EXTRAWORD
like ^in++++=like
other ^ap++++=other
old ^jj+atrb+++=old
fellows ^nns++++=fellows;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
knew ^vbd+vprv++xvbn+=knew
devilish ^jj++++=devilish
well ^rb++++=well
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
about ^in+strn+++=about."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tom ^np++++=Tom
Wyndsour ^np++++=Wyndsour's
's ^$++++=EXTRAWORD
account ^nn++++=account
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little
enigmatical ^jj++++=enigmatical;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
like ^in++++=like
old ^jj+atrb+++=old
Squire ^nn++++=Squire
Bowes ^np++++=Bowes,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
" ^zz++++="a
a ^at++++=EXTRAWORD
bit ^nn++++=bit
lazy ^jj++++=lazy"
" ^zz++++=EXTRAWORD
that ^dt+dem+++=that
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
asked ^vbd+vsua++xvbn+=asked
no ^at++++=no
more ^ql++++=more
questions ^nns+nom+++=questions
about ^rb++++=about
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
got ^vbd+++xvbn+=got
over ^in+ppvb+++=over
the ^ati++++=the
stile ^nn++++=stile
upon ^in++++=upon
the ^ati++++=the
narrow ^jj+atrb+++=narrow
road ^npl++++=road
that ^tht+rel+obj++=that
skirts ^nns++++=skirts
the ^ati++++=the
churchyard ^nn++++=churchyard.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
overhung ^nn+++??+=overhung
by ^in++++=by
elms ^nns++++=elms
more ^rbr++++=more
than ^in++++=than
a ^at++++=a
hundred ^cd++++=hundred
years ^nns++++=years
old ^jj++++=old,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
twilight ^nn++++=twilight,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
now ^rn+tm+++=now
prevailed ^vbd+++xvbn+=prevailed,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
growing ^vbg+++xvbgx+=growing
very ^ql+amp+++=very
dark ^jj++++=dark.
. ^zz++++=EXTRAWORD
As ^in++++=As
side ^nn++++=side-by-side
- ^zz++++=EXTRAWORD
by ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
side ^nn++++=EXTRAWORD
we ^pp1a+pp1+++=we
walked ^vbd+++xvbn+=walked
along ^in++++=along
this ^dt+dem+++=this
road ^nn++++=road,
, ^zz++++=EXTRAWORD
hemmed ^xvbn+++xvbn+=hemmed
in ^in++++=in
by ^in++++=by
two ^cd++++=two
loose ^jj+atrb+++=loose
stone ^nn++++=stone-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
walls ^nns++++=walls,
, ^zz++++=EXTRAWORD
something ^pn++++=something
running ^jj+++xvbg+=running
towards ^in++++=towards
us ^pp1o+pp1+++=us
in ^in++++=in
a ^at++++=a
zig ^nn+++??+=zig-zag
- ^zz++++=EXTRAWORD
zag ^nn+++??+=EXTRAWORD
line ^nn++++=line
passed ^vbd+++xvbn+=passed
us ^pp1o+pp1+++=us
at ^in++++=at
a ^at++++=a
wild ^jj+atrb+++=wild
pace ^nn++++=pace,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
sound ^nn++++=sound
like ^in++++=like
a ^at++++=a
frightened ^jj+atrb++xvbn+=frightened
laugh ^nn++++=laugh
or ^cc++++=or
a ^at++++=a
shudder ^nn++++=shudder,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
passed ^vbd+++xvbn+=passed,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
human ^jj+atrb+++=human
figure ^nn++++=figure.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
may ^md+pos+++=may
confess ^nns+nom+++=confess
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little
startled ^jj+++xvbn+=startled.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dress ^nn++++=dress
of ^in++++=of
this ^dt+dem+++=this
figure ^nn++++=figure
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
in ^in++++=in
part ^nn++++=part,
, ^zz++++=EXTRAWORD
white ^jj++++=white:
: ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
I ^pp1a+pp1+++=I
mistook ^vbd+++xvbnx+=mistook
it ^pp3+it+++=it
at ^rb++++=at
first ^rb"++++=first
for ^in++++=for
a ^at++++=a
white ^jj+atrb+++=white
horse ^nn++++=horse
coming ^vwbg+++xvbg+=coming
down ^rp++++=down
the ^ati++++=the
road ^npl++++=road
at ^rb++++=at
a ^at++++=a
gallop ^nn++++=gallop.
. ^zz++++=EXTRAWORD
Tom ^np++++=Tom
Wyndsour ^np+++??+=Wyndsour
turned ^vbd+++xvbn+=turned
about ^in++++=about
and ^cc++++=and
looked ^vpsv++agls+xvbn+=looked
after ^in+ppvb+++=after
the ^ati++++=the
retreating ^jj+atrb+++=retreating
figure ^nn++++=figure.
. ^zz++++=EXTRAWORD
" ^zz++++="He'll
he ^pp3a+pp3+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
on ^in++++=on
his ^pp$+pp3+++=his
travels ^nns++++=travels
to ^to++++=to-night,"
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
low ^jj+atrb+++=low
tone ^nn++++=tone.
. ^zz++++=EXTRAWORD
" ^zz++++="Easy
easy ^jj++++=EXTRAWORD
served ^jj+++xvbn+=served
with ^in++++=with
a ^at++++=a
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
lad ^nn++++=lad
be ^vb+be+vrb++=be;
; ^zz++++=EXTRAWORD
six ^cd++++=six
foot ^nn++++=foot
of ^in++++0=o'
dry ^jj+atrb+++=dry
peat ^nn++++=peat
or ^cc++++=or
heath ^nn++++=heath,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
a ^at++++=a
nook ^nn++++=nook
in ^in++++=in
a ^at++++=a
dry ^jj+atrb+++=dry
ditch ^nn++++=ditch.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
lad ^nn++++=lad
has ^vbz+hvz+aux++=hasn't
n't ^xnot++not++0=EXTRAWORD
slept ^vbd+++xvbn+=slept
once ^rb+tm+++=once
in ^in++++=in
a ^at++++=a
house ^nn++++=house
this ^dt+dem+++=this
twenty ^cd++++=twenty
year ^nn++++=year,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
never ^rb++++=never
will ^md+prd+++=will
while ^cs+sub+++=while
grass ^nn++++=grass
grows ^vbz++++=grows."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
he ^pp3a+pp3+++=he
mad ^jj++++=mad?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Something
something ^pn++++=EXTRAWORD
that ^cs+sub+++=that
way ^nn++++=way,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
an ^at++++=an
idiot ^nn++++=idiot,
, ^zz++++=EXTRAWORD
an ^at++++=an
awpy ^nn+++??+=awpy;
; ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
call ^nn++++=call
him ^pp3o+pp3+++=him
' ^zz++++='Dickon
dickon ^nn+++??+=EXTRAWORD
the ^ati++++=the
devil ^nn++++=devil,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
because ^cs+cos+++=because
the ^ati++++=the
devil ^nn++++=devil's
's ^$++++=EXTRAWORD
almost ^rb+hdg+++=almost
the ^ati++++=the
only ^ap+down+++=only
word ^nn++++=word
that ^tht+rel+subj++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
ever ^rb++++=ever
in ^in++++=in
his ^pp$+pp3+++=his
mouth ^nn++++=mouth."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
struck ^vbd+++xvbn+=struck
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
this ^dt+dem+++=this
idiot ^nn++++=idiot
was ^vbd+bedz+vrb++=was
in ^in++++=in
some ^dti++++=some
way ^nn++++=way
connected ^vbd+++xvbn+=connected
with ^in++++=with
the ^ati++++=the
story ^nn++++=story
of ^in++++=of
old ^jj+atrb+++=old
Squire ^nn++++=Squire
Bowes ^np++++=Bowes.
. ^zz++++=EXTRAWORD
" ^zz++++="Queer
queer ^jj+atrb+++=EXTRAWORD
things ^nns++++=things
are ^vb+ber+aux++=are
told ^vpsv++agls+xvbnx+=told
of ^in++++=of
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
dare ^vb++++=dare
say ^vb+vpub+++=say?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suggested ^vbd+vpub++xvbnx+=suggested.
. ^zz++++=EXTRAWORD
" ^zz++++="More
more ^rbr++++=EXTRAWORD
or ^cc+phrs+++=or
less ^rbr++++=less,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir;
; ^zz++++=EXTRAWORD
more ^rbr++++=more
or ^cc+phrs+++=or
less ^rbr++++=less.
. ^zz++++=EXTRAWORD
Queer ^jj+atrb+++=Queer
stories ^nns++++=stories,
, ^zz++++=EXTRAWORD
some ^dti++++=some."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Twenty
twenty ^cd++++=EXTRAWORD
years ^nns++++=years
since ^cs+sub+++=since
he ^pp3a+pp3+++=he
slept ^vbd+++xvbnx+=slept
in ^in++++=in
a ^at++++=a
house ^nn++++=house?
? ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
about ^in++++=about
the ^ati++++=the
time ^nn++++=time
the ^ati++++=the
Squire ^nn++++=Squire
died ^vbd+++xvbn+=died,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
continued ^vbd+++xvbnx+=continued.
. ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
it ^pp3+it+++=it
will ^md+prd+++=will
be ^vb+be+vrb++=be,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
not ^xnot++not++=not
very ^ql+amp+++=very
long ^rb++++=long
after ^in+strn+++=after."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
tell ^vb++++=tell
me ^pp1o+pp1+++=me
all ^abn++++=all
about ^in++++=about
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
Tom ^np++++=Tom,
, ^zz++++=EXTRAWORD
to ^to++++=to-night,
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
can ^md+pos+++=can
hear ^vb+vprv+tht0++=hear
it ^pp3+it+++=it
comfortably ^rb+cnj+++=comfortably,
, ^zz++++=EXTRAWORD
after ^in++++=after
supper ^nn++++=supper."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tom ^np++++=Tom
did ^vbd+dod+aux++=did
not ^xnot++not++=not
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
like ^vbi++++=like
my ^pp$+pp1+++=my
invitation ^nn+nom+++=invitation;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
looking ^vbg+++xvbg+=looking
straight ^jj++++=straight
before ^cs+sub+++=before
him ^pp3o+pp3+++=him
as ^ql++++=as
we ^pp1a+pp1+++=we
trudged ^vbd+++xvbn+=trudged
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
the ^ati++++=the
house ^nn++++=house
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
quiet ^nn++++=quiet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
nout ^nn+++??+=nout's
's ^$++++=EXTRAWORD
been ^vprf+ben+aux+xvbnx+=been
troubling ^nvbg+++xvbg+=troubling
folk ^nns++++=folk
inside ^jjb++++=inside
the ^ati++++=the
walls ^nns++++=walls
or ^cc++++=or
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
all ^abn++++=all
round ^in++++=round
the ^ati++++=the
woods ^nns++++=woods
of ^in++++=of
Barwyke ^np+++??+=Barwyke,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
ten ^cd++++=ten
year ^nn++++=year,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
more ^ql++++=more;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
old ^jj+atrb+++=old
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
down ^rp++++=down
there ^ex+pex+++=there,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
clear ^jj+pred+++=clear
against ^in++++=against
talking ^nn++++=talking
about ^in++++=about
such ^abl++++=such
matters ^nns+nom+++=matters,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thinks ^vbz+vprv+++=thinks
it ^pp3+it+++=it
best ^jjt++++=best--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
so ^ql++++=so
do ^vb+do+vrb++=do
I ^pp1a+pp1+++=I--to
-- ^--+clp+++=EXTRAWORD
to ^to++++=EXTRAWORD
let ^vbi++++=let
sleepin ^nn+++??+=sleepin'
' ^zz++++=EXTRAWORD
dogs ^nns++++=dogs
be ^vb+be+vrb++=be."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
dropped ^vbd+++xvbnx+=dropped
his ^pp$+pp3+++=his
voice ^nn++++=voice
towards ^in++++=towards
the ^ati++++=the
close ^nn++++=close
of ^in++++=of
the ^ati++++=the
sentence ^nn+nom+++=sentence,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
nodded ^vbd+++xvbn+=nodded
significantly ^rb++++=significantly.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
soon ^rb+tm+++=soon
reached ^vbd+++xvbn+=reached
a ^at++++=a
point ^nn++++=point
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
unlocked ^vbd+++xvbnx+=unlocked
a ^at++++=a
wicket ^nn++++=wicket
in ^in++++=in
the ^ati++++=the
park ^npl++++=park
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
by ^in++++=by
which ^whp+rel+pied++=which
we ^pp1a+pp1+++=we
entered ^vbd+++xvbn+=entered
the ^ati++++=the
grounds ^nns++++=grounds
of ^in++++=of
Barwyke ^np+++??+=Barwyke
once ^rb+tm+++=once
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
The ^ati++++=The
twilight ^nn++++=twilight
deepening ^nn++++=deepening
over ^in++++=over
the ^ati++++=the
landscape ^nn++++=landscape,
, ^zz++++=EXTRAWORD
the ^ati++++=the
huge ^jj+atrb+++=huge
and ^cc+phrs+++=and
solemn ^jj+atrb+++=solemn
trees ^nns++++=trees,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
distant ^jj+atrb+++=distant
outline ^nn++++=outline
of ^in++++=of
the ^ati++++=the
haunted ^jj+++xvbn+=haunted
house ^npl++++=house,
, ^zz++++=EXTRAWORD
exercised ^j+++xvbn+=exercised
a ^at++++=a
sombre ^jj+atrb+++=sombre
influence ^nn+nom+++=influence
on ^rp++++=on
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
together ^nn+nom+++=together
with ^in++++=with
the ^ati++++=the
fatigue ^nn++++=fatigue
of ^in++++=of
a ^at++++=a
day ^nn++++=day
of ^in++++=of
travel ^nn++++=travel,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
brisk ^jj+atrb+++=brisk
walk ^nn++++=walk
we ^pp1a+pp1+++=we
had ^vb+hv+aux++=had
had ^vb+hv+vrb++=had,
, ^zz++++=EXTRAWORD
disinclined ^j+++xvbn+=disinclined
me ^pp1o+pp1+++=me
to ^to++++=to
interrupt ^vbi++++=interrupt
the ^ati++++=the
silence ^nn+nom+++=silence
in ^in++++=in
which ^whp+rel+pied++=which
my ^pp$+pp1+++=my
companion ^nn++++=companion
now ^rn+tm+++=now
indulged ^vprf+++xvbn+=indulged.
. ^zz++++=EXTRAWORD
A ^at++++=A
certain ^jj+atrb+++=certain
air ^nn++++=air
of ^in++++=of
comparative ^jj+atrb+++=comparative
comfort ^nn++++=comfort,
, ^zz++++=EXTRAWORD
on ^in++++=on
our ^pp$+pp1+++=our
arrival ^nn++++=arrival,
, ^zz++++=EXTRAWORD
in ^in++++=in
great ^nn++++=great
measure ^vb++++=measure
dissipated ^vbd+++xvbn+=dissipated
the ^ati++++=the
gloom ^nn++++=gloom
that ^tht+rel+subj++=that
was ^vbd+bedz+aux++=was
stealing ^nvbg+++xvbg+=stealing
over ^rp++++=over
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
by ^in++++=by
no ^at++++=no
means ^nns++++=means
a ^at++++=a
cold ^jj+atrb+++=cold
night ^nn++++=night,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
glad ^jj++++=glad
to ^to+jcmp+++=to
see ^vbi+vprv+++=see
some ^dti++++=some
wood ^nn++++=wood
blazing ^jj++++=blazing
in ^in++++=in
the ^ati++++=the
grate ^nn++++=grate;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
pair ^nn++++=pair
of ^in++++=of
candles ^nns++++=candles
aiding ^vwbg+++xvbg+=aiding
the ^ati++++=the
light ^nn++++=light
of ^in++++=of
the ^ati++++=the
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
the ^ati++++=the
room ^nn++++=room
look ^nn++++=look
cheerful ^jj++++=cheerful.
. ^zz++++=EXTRAWORD
A ^at++++=A
small ^jj+atrb+++=small
table ^nn++++=table,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
very ^ql+amp+++=very
white ^np++++=white
cloth ^nn++++=cloth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
preparations ^nns+nom+++=preparations
for ^in++++=for
supper ^nn++++=supper,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
also ^rb++++=also
a ^at++++=a
very ^ql+amp+++=very
agreeable ^jj+atrb+++=agreeable
object ^nn++++=object.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
have ^vb+hv+aux++=have
liked ^vprf+++xvbnx+=liked
very ^ql+amp+++=very
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
under ^in++++=under
these ^dt+dem+++=these
influences ^nns+nom+++=influences,
, ^zz++++=EXTRAWORD
to ^in++++=to
have ^vbi+vbi+aux++=have
listened ^vprf+++xvbnx+=listened
to ^in++++=to
Tom ^np++++=Tom
Wyndsour ^np++++=Wyndsour's
's ^$++++=EXTRAWORD
story ^nn++++=story;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
after ^cs+sub+++=after
supper ^nn++++=supper
I ^pp1a+pp1+++=I
grew ^vbd+++xvbnx+=grew
too ^rb++++=too
sleepy ^jj++++=sleepy
to ^in++++=to
attempt ^nn++++=attempt
to ^to+ncmp+++=to
lead ^vbi++++=lead
him ^pp3o+pp3+++=him
to ^in++++=to
the ^ati++++=the
subject ^nn++++=subject;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
after ^in++++=after
yawning ^nn++++=yawning
for ^in++++=for
a ^at++++=a
time ^nn++++=time,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
found ^vbd+vprv+tht0+xvbnx+=found
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
use ^nn++++=use
in ^in++++=in
contending ^nn++++=contending
against ^in++++=against
my ^pp$+pp1+++=my
drowsiness ^nns+nom+++=drowsiness,
, ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I
betook ^nn+++??+=betook
myself ^ppl+pp1+++=myself
to ^in++++=to
my ^pp$+pp1+++=my
bedroom ^nn++++=bedroom,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
by ^in++++=by
ten ^cd++++=ten
o'clock ^rb++++=o'clock
was ^vbd+bedz+vrb++=was
fast ^rb++++=fast
asleep ^jj+pred+++=asleep.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
interruption ^nn+nom+++=interruption
I ^pp1a+pp1+++=I
experienced ^vbd+++xvbnx+=experienced
that ^dt+dem+++=that
night ^nn++++=night
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
tell ^vb++++=tell
you ^pp2+pp2+++=you
presently ^rb+tm+++=presently.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
much ^rb+cnj+++=much,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
odd ^jj++++=odd.
. ^zz++++=EXTRAWORD
By ^in++++=By
next ^ap++++=next
night ^nn++++=night
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
completed ^vprf+++xvbnx+=completed
my ^pp$+pp1+++=my
work ^nn++++=work
at ^rb++++=at
Barwyke ^np+++??+=Barwyke.
. ^zz++++=EXTRAWORD
From ^in++++=From
early ^jj+atrb+++=early
morning ^nn++++=morning
till ^in++++=till
then ^rn+tm+++=then
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
so ^ql++++=so
incessantly ^rb++++=incessantly
occupied ^jj+++xvbn+=occupied
and ^cc+phrs+++=and
hard ^jj++++=hard-worked,
- ^zz++++=EXTRAWORD
worked ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
not ^xnot++not++=not
time ^nn++++=time
to ^to++++=to
think ^vbi+vprv+++=think
over ^rb+phrv+++=over
the ^ati++++=the
singular ^jj+atrb+++=singular
occurrence ^nn+nom+++=occurrence
to ^to++++=to
which ^whp+who+++=which
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
just ^rb+emph+splt++=just
referred ^vprf+++xvbnx+=referred.
. ^zz++++=EXTRAWORD
Behold ^vb++++=Behold
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
at ^rb++++=at
length ^rb"++++=length
once ^rb+tm+++=once
more ^rbr++++=more
seated ^xvbn+++xvbn+=seated
at ^rb++++=at
my ^pp$+pp1+++=my
little ^jj+atrb+++=little
supper ^nn++++=supper-table,
- ^zz++++=EXTRAWORD
table ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
having ^xvbg+++xvbg+=having
ended ^vprf+++xvbn+=ended
a ^at++++=a
comfortable ^jj+atrb+++=comfortable
meal ^nn++++=meal.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
sultry ^jj+atrb+++=sultry
day ^nn++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
thrown ^vprf+++xvbnx+=thrown
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
large ^jj+atrb+++=large
windows ^nns++++=windows
up ^rp++++=up
as ^ql++++=as
high ^np++++=high
as ^ql++++=as
it ^pp3+it+++=it
would ^md+prd+++=would
go ^vb++++=go.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
sitting ^vbg+++xvbgx+=sitting
near ^in+pl+++=near
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
with ^in++++=with
my ^pp$+pp1+++=my
brandy ^nn++++=brandy
and ^cc++++=and
water ^nn++++=water
at ^in++++=at
my ^pp$+pp1+++=my
elbow ^nn++++=elbow,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
out ^rp+pl+++=out
into ^in++++=into
the ^ati++++=the
dark ^nn++++=dark.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
moon ^np++++=moon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
trees ^nns++++=trees
that ^tht+rel+subj++=that
are ^vb+ber+aux++=are
grouped ^vpsv++agls+xvbnx+=grouped
about ^in++++=about
the ^ati++++=the
house ^nn++++=house
make ^vb++++=make
the ^ati++++=the
darkness ^nns+nom+++=darkness
round ^in++++=round
it ^pp3+it+++=it
supernaturally ^rb++++=supernaturally
profound ^jj++++=profound
on ^in++++=on
such ^abl++++=such
nights ^nns++++=nights.
. ^zz++++=EXTRAWORD
" ^zz++++="Tom,"
tom ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
so ^ql++++=so
soon ^rb+tm+++=soon
as ^in++++=as
the ^ati++++=the
jug ^nn++++=jug
of ^in++++=of
hot ^jj+atrb+++=hot
punch ^nn++++=punch
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
supplied ^vprf+++xvbnx+=supplied
him ^pp3o+pp3+++=him
with ^in++++=with
began ^vbd+++xvbn+=began
to ^to++++=to
