Arthur ^np++++=Arthur
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
and ^cc++++=and
I ^pp1a+pp1+++=I
are ^vb+ber+aux++=are
going ^md"++pmd"++=going
to ^md+prd+++=to
have ^vbi++vrb++=have
a ^at++++=a
delightful ^jj+atrb+++=delightful
game ^nn++++=game."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
After ^cs+sub+++=After
the ^ati++++=the
drink ^nn++++=drink
the ^ati++++=the
game ^nn++++=game
proceeded ^vbd+++xvbn+=proceeded.
. ^zz++++=EXTRAWORD
Kimberlin ^np+++??+=Kimberlin
won ^vbd+++xvbn+=won
from ^in++++=from
the ^ati++++=the
very ^ql+amp+++=very
first ^rb+cnj+++=first,
, ^zz++++=EXTRAWORD
rarely ^rb++++=rarely
losing ^vbg+++xvbg+=losing
a ^at++++=a
game ^nn++++=game.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
became ^vbd+++xvbnx+=became
greatly ^rb+amp+++=greatly
excited ^jj+++xvbn+=excited.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
eyes ^nns++++=eyes
shone ^vbd+++xvbn+=shone;
; ^zz++++=EXTRAWORD
color ^nn++++=color
came ^vbd+++xvbn+=came
to ^in++++=to
his ^pp$+pp3+++=his
cheeks ^nns++++=cheeks.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^nn+nom+++=stranger,
, ^zz++++=EXTRAWORD
having ^xvbg+++xvbg+=having
exhausted ^vprf+++xvbn+=exhausted
the ^ati++++=the
roll ^nn++++=roll
of ^in++++=of
bills ^nns++++=bills
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
first ^od++++=first
produced ^vbd+++xvbn+=produced,
, ^zz++++=EXTRAWORD
drew ^j+++xvbn+=drew
forth ^rp++++=forth
another ^ppls++++=another,
, ^zz++++=EXTRAWORD
much ^ap++++=much
larger ^jjr++++=larger
and ^cc++++=and
of ^in++++=of
higher ^jjr+atrb+++=higher
denominations ^nns+nom+++=denominations.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
several ^ap++++=several
thousand ^cd++++=thousand
dollars ^nns++++=dollars
in ^in++++=in
the ^ati++++=the
roll ^nn++++=roll.
. ^zz++++=EXTRAWORD
At ^in++++=At
Kimberlin ^np++++=Kimberlin's
's ^$++++=EXTRAWORD
right ^jj+atrb+++=right
hand ^nn++++=hand
were ^vbd+bed+vrb++=were
his ^pp$+pp3+++=his
winnings, ^nn+++??+=winnings,--something
-- ^--+clp+++=EXTRAWORD
something ^pn++++=EXTRAWORD
like ^in++++=like
two ^cd++++=two
hundred ^cd++++=hundred
dollars ^nns++++=dollars.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stakes ^nns++++=stakes
were ^vbd+bed+aux++=were
raised ^vpsv++agls+xvbnx+=raised,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
game ^nn++++=game
went ^vbd+++xvbn+=went
rapidly ^rb++++=rapidly
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
drink ^vb++++=drink
was ^vbd+bedz+aux++=was
taken ^vpsv++agls+xvbnx+=taken.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
fortune ^nn++++=fortune
turned ^vbd+++xvbn+=turned
the ^ati++++=the
stranger ^jjr+atrb+++=stranger's
's ^vbz+bez+vrb++0=EXTRAWORD
way ^nn++++=way,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
won ^vbd+++xvbnx+=won
easily ^rb++++=easily.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
went ^vbd+++xvbn+=went
back ^jjb++++=back
to ^in++++=to
Kimberlin ^np+++??+=Kimberlin,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
now ^rn+tm+splt++=now
playing ^vbg+++xvbgx+=playing
with ^in++++=with
all ^abn++++=all
the ^ati++++=the
judgment ^nn+nom+++=judgment
and ^cc++++=and
skill ^nn++++=skill
he ^pp3a+pp3+++=he
could ^md+pos+++=could
command ^vb++++=command.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
only ^rb+down+++=only
did ^vbd+dod+aux++=did
it ^pp3+it+++=it
occur ^vb++++=occur
to ^in++++=to
him ^pp3o+pp3+++=him
to ^to++++=to
wonder ^vbi++++=wonder
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
should ^md+nec+++=should
do ^vb+do+vrb++=do
with ^in++++=with
the ^ati++++=the
money ^nn++++=money
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
should ^md+nec+++=should
quit ^vb++++=quit
winner ^nn++++=winner;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
sense ^nn++++=sense
of ^in++++=of
honor ^np++++=honor
decided ^vbd+++xvbn+=decided
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
it ^pp3+it+++=it
would ^md+prd+++=would
belong ^vb++++=belong
to ^in++++=to
the ^ati++++=the
stranger ^nn+nom+++=stranger.
. ^zz++++=EXTRAWORD
By ^in++++=By
this ^dt+dem+++=this
time ^nn++++=time
the ^ati++++=the
absinthe ^nn++++=absinthe
had ^vb+hv+vrb++=had
so ^ql+emph+++=so
sharpened ^jj+++xvbn+=sharpened
Kimberlin ^np++++=Kimberlin's
's ^$++++=EXTRAWORD
faculties ^nns++++=faculties
that ^tht+rel+++=that,
, ^zz++++=EXTRAWORD
the ^ati++++=the
temporary ^jj+atrb+++=temporary
satisfaction ^nn+nom+++=satisfaction
which ^whp+rel+obj++=which
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought
to ^rb+phrv+++=to
his ^pp$+pp3+++=his
hunger ^nn++++=hunger
having ^xvbg+++xvbg+=having
passed ^vprf+++xvbn+=passed,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
physical ^jj++++=physical
suffering ^xvbg+++xvbg+=suffering
returned ^vprf+++xvbn+=returned
with ^in++++=with
increased ^jj+atrb++xvbn+=increased
aggressiveness ^nns+nom+++=aggressiveness.
. ^zz++++=EXTRAWORD
Could ^md+pos+++=Could
he ^pp3a+pp3+++=he
not ^xnot++not++=not
order ^to++++=order
a ^at++++=a
supper ^nn++++=supper
with ^in++++=with
his ^pp$+pp3+++=his
earnings ^nns++++=earnings?
? ^zz++++=EXTRAWORD
No ^at++++=No;
; ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
question ^nn+nom+++=question,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
stranger ^nn++++=stranger
said ^vbd+vpub++xvbn+=said
nothing ^pn++++=nothing
about ^in++++=about
eating ^xvbg+++xvbg+=eating.
. ^zz++++=EXTRAWORD
Kimberlin ^np+++??+=Kimberlin
continued ^vbd+++xvbn+=continued
to ^to++++=to
play ^vbi++++=play,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
manifestations ^nns+nom+++=manifestations
of ^in++++=of
hunger ^nn++++=hunger
took ^vbd+++xvbn+=took
the ^ati++++=the
form ^nn++++=form
of ^in++++=of
sharp ^jj+atrb+++=sharp
pains ^nns++++=pains,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
darted ^vbd+++xvbn+=darted
through ^rp++++=through
him ^pp3o+pp3+++=him
viciously ^rb+cnj+++=viciously,
, ^zz++++=EXTRAWORD
causing ^jj+++xvbg+=causing
him ^pp3o+pp3+++=him
to ^to++++=to
writhe ^vbi++++=writhe
and ^cc++++=and
grind ^nn+++??+=grind
his ^pp$+pp3+++=his
teeth ^nns++++=teeth.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^nn++++=stranger
paid ^vbd+++xvbn+=paid
no ^at++++=no
attention ^nn+nom+++=attention,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
now ^rn+tm+splt++=now
wholly ^rb++++=wholly
absorbed ^vbd+++xvbn+=absorbed
in ^in++++=in
the ^ati++++=the
game ^nn++++=game.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
seemed ^vbd+seem++xvbnx+=seemed
puzzled ^jj+++xvbn+=puzzled
and ^cc+phrs+++=and
disconcerted ^jj+++xvbn+=disconcerted.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
played ^vbd+++xvbnx+=played
with ^in++++=with
great ^jj+atrb+++=great
care ^nn++++=care,
, ^zz++++=EXTRAWORD
studying ^jj+++xvbg+=studying
each ^dt++++=each
throw ^vb++++=throw
minutely ^rb++++=minutely.
. ^zz++++=EXTRAWORD
No ^at++++=No
conversation ^nn+nom+++=conversation
passed ^vbd+++xvbn+=passed
between ^in++++=between
them ^pp3o+pp3+++=them
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
drank ^vbd+++xvbnx+=drank
occasionally ^rb+cnj+++=occasionally,
, ^zz++++=EXTRAWORD
the ^ati++++=the
dice ^nns++++=dice
continued ^vbd+++xvbn+=continued
to ^to++++=to
rattle ^vbi++++=rattle,
, ^zz++++=EXTRAWORD
the ^ati++++=the
money ^nn++++=money
kept ^vbd+++xvbn+=kept
piling ^nn++++=piling
up ^rp++++=up
at ^in++++=at
Kimberlin ^np++++=Kimberlin's
's ^$++++=EXTRAWORD
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
The ^ati++++=The
pale ^jj+atrb+++=pale
man ^nn++++=man
began ^vbd+++xvbn+=began
to ^to++++=to
behave ^vbi++++=behave
strangely ^rb++++=strangely.
. ^zz++++=EXTRAWORD
At ^rb++++=At
times ^nns++++=times
he ^pp3a+pp3+++=he
would ^md+prd+++=would
start ^vb++++=start
and ^cc+phrs+++=and
throw ^vb++++=throw
back ^jjb++++=back
his ^pp$+pp3+++=his
head ^nn++++=head,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
were ^vbd+bed+aux++=were
listening ^vbg+++xvbgx+=listening.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
moment ^nn++++=moment
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
would ^md+prd+++=would
sharpen ^vb+++xvbn+=sharpen
and ^cc++++=and
flash ^nn++++=flash,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
sink ^nn++++=sink
into ^in++++=into
heaviness ^nns+nom+++=heaviness
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
More ^ql++++=More
than ^cs+sub+++=than
once ^rb+tm+++=once
Kimberlin ^np+++??+=Kimberlin,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
now ^rn+tm+splt++=now
begun ^vprf+++xvbnx+=begun
to ^to++++=to
suspect ^vbi+vprv+++=suspect
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
antagonist ^nn+nom+++=antagonist
was ^vbd+bedz+vrb++=was
some ^dti++++=some
kind ^rb++++=kind
of ^rb"++++=of
monster ^nn+nom+++=monster,
, ^zz++++=EXTRAWORD
saw ^j+++xvbn+=saw
a ^at++++=a
frightfully ^rb++++=frightfully
ghastly ^jj+atrb+++=ghastly
expression ^nn++++=expression
sweep ^nn++++=sweep
over ^in++++=over
his ^pp$+pp3+++=his
face ^nn++++=face,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
features ^nns++++=features
would ^md+prd+++=would
become ^vb++++=become
fixed ^vbd+++xvbn+=fixed
for ^in++++=for
a ^at++++=a
very ^ql+amp+++=very
short ^jj+atrb+++=short
time ^nn++++=time
in ^in++++=in
a ^at++++=a
peculiar ^jj+atrb+++=peculiar
grimace ^nn++++=grimace.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
noticeable ^jj+pred+++=noticeable,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
steadily ^rb++splt++=steadily
sinking ^vbg+++xvbgx+=sinking
deeper ^jjr++++=deeper
and ^cc+phrs+++=and
deeper ^jjr++++=deeper
into ^in++++=into
a ^at++++=a
condition ^nn+nom+++=condition
of ^in++++=of
apathy ^nn++++=apathy.
. ^zz++++=EXTRAWORD
Occasionally ^rb++++=Occasionally
he ^pp3a+pp3+++=he
would ^md+prd+++=would
raise ^vb++++=raise
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
to ^in++++=to
Kimberlin ^np++++=Kimberlin's
's ^$++++=EXTRAWORD
face ^nn++++=face
after ^cs+sub+++=after
the ^ati++++=the
young ^jj+atrb+++=young
man ^nn++++=man
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
an ^at++++=an
astonishingly ^rb++++=astonishingly
lucky ^jj++++=lucky
throw ^vb++++=throw,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
keep ^vb++++=keep
them ^pp3o+pp3+++=them
fixed ^vbd+++xvbn+=fixed
there ^rn+pl+++=there
with ^in++++=with
a ^at++++=a
steadiness ^nns+nom+++=steadiness
that ^tht+rel+subj++=that
made ^vprf+++xvbn+=made
the ^ati++++=the
young ^jj+atrb+++=young
man ^nn++++=man
quail ^nns++++=quail.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^nn++++=stranger
produced ^vbd+++xvbn+=produced
another ^dt++++=another
roll ^nn++++=roll
of ^in++++=of
bills ^nns++++=bills
when ^wrb+who+++=when
the ^ati++++=the
second ^od++++=second
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+pdem+++=this
had ^vb+hv+vrb++=had
a ^at++++=a
value ^nn++++=value
many ^ap++++=many
times ^nns++++=times
as ^ql++++=as
great ^jj++++=great
as ^ql++++=as
the ^ati++++=the
others ^aps++++=others
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stakes ^nns++++=stakes
were ^vbd+bed+aux++=were
raised ^vpsv++agls+xvbnx+=raised
to ^to+vcmp+++=to
a ^at++++=a
thousand ^cd++++=thousand
dollars ^nns++++=dollars
a ^at++++=a
game ^nn++++=game,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
still ^rb+atrb+++=still
Kimberlin ^np+++??+=Kimberlin
won ^vbd+++xvbn+=won.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
the ^ati++++=the
time ^nn++++=time
came ^vbd+++xvbn+=came
when ^wrb+who+++=when
the ^ati++++=the
stranger ^nn++++=stranger
braced ^vbd+++xvbn+=braced
himself ^ppl+pp3+++=himself
for ^in++++=for
a ^at++++=a
final ^jj+atrb+++=final
effort ^nn++++=effort.
. ^zz++++=EXTRAWORD
With ^in++++=With
speech ^nn++++=speech
somewhat ^rb+down+++=somewhat
thick ^jj++++=thick,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
very ^ql+amp+++=very
deliberate ^jj++++=deliberate
and ^cc+phrs+++=and
quiet ^jj++++=quiet,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said, ^nn+++??+=said,-"You
- ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
won ^vprf+++xvbnx+=won
seventy ^cd++++=seventy-four
- ^zz++++=EXTRAWORD
four ^cd++++=EXTRAWORD
thousand ^cd++++=thousand
dollars ^nns++++=dollars,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
exactly ^rb++++=exactly
the ^ati++++=the
amount ^nn++++=amount
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
remaining ^jj+++xvbg+=remaining.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
playing ^vbg+++xvbgx+=playing
for ^in++++=for
several ^ap++++=several
hours ^nns++++=hours.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
tired ^vpsv++agls+xvbnx+=tired,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
suppose ^vb+vprv+tht0++=suppose
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
us ^pp1o+pp1+++=us
finish ^vb++++=finish
the ^ati++++=the
game ^nn++++=game.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
will ^md+prd+++=will
now ^rn+tm+splt++=now
stake ^vb++++=stake
his ^pp$+pp3+++=his
all ^abn++++=all
and ^cc++++=and
throw ^vb++++=throw
a ^at++++=a
final ^jj+atrb+++=final
game ^nn++++=game
for ^in++++=for
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Without ^in++++=Without
hesitation ^nn+nom+++=hesitation,
, ^zz++++=EXTRAWORD
Kimberlin ^np+++??+=Kimberlin
agreed ^vbd+vpub++xvbn+=agreed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bills ^nns++++=bills
made ^vbd+++xvbn+=made
a ^at++++=a
considerable ^jj+atrb+++=considerable
pile ^nn++++=pile
on ^in++++=on
the ^ati++++=the
table ^nn++++=table.
. ^zz++++=EXTRAWORD
Kimberlin ^np+++??+=Kimberlin
threw ^vbd+++xvbn+=threw,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
box ^nn++++=box
held ^vbd+vprv++xvbn+=held
but ^cc++++=but
one ^cd1++++=one
combination ^nn+nom+++=combination
that ^tht+rel+subj++=that
could ^md+pos+++=could
possibly ^rb++++=possibly
beat ^nn+++xvbn+=beat
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
this ^dt+dem+++=this
combination ^nn+nom+++=combination
might ^md+pos+++=might
be ^vb+be+aux++=be
thrown ^vpsv++agls+xvbnx+=thrown
once ^rb+tm+++=once
in ^in++++=in
ten ^cd++++=ten
thousand ^cd++++=thousand
times ^nns++++=times.
. ^zz++++=EXTRAWORD
The ^ati++++=The
starving ^jj+atrb++xvbg+=starving
man ^nn++++=man's
's ^$++++=EXTRAWORD
heart ^nn++++=heart
beat ^vbd+++xvbn+=beat
violently ^rb++++=violently
as ^in++++=as
the ^ati++++=the
stranger ^nn++++=stranger
picked ^vbd+++xvbn+=picked
up ^rp++++=up
the ^ati++++=the
box ^nn++++=box
with ^in++++=with
exasperating ^jj+atrb+++=exasperating
deliberation ^nn+nom+++=deliberation.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
long ^jj+atrb+++=long
time ^nn++++=time
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
threw ^vbd+++xvbnx+=threw.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
made ^vbd+++xvbnx+=made
his ^pp$+pp3+++=his
combinations ^nns+nom+++=combinations
and ^cc++++=and
ended ^vpsv++by+xvbn+=ended
by ^in++++=by
defeating ^xvbg+++xvbg+=defeating
his ^pp$+pp3+++=his
opponent ^nn++++=opponent.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sat ^vbd+++xvbnx+=sat
looking ^vbg+++xvbg+=looking
at ^rb++++=at
the ^ati++++=the
dice ^nns++++=dice
a ^at++++=a
long ^jj+atrb+++=long
time ^nn++++=time,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
slowly ^rb++++=slowly
leaned ^vbd+++xvbn+=leaned
back ^jjb++++=back
in ^in++++=in
his ^pp$+pp3+++=his
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
settled ^j+++xvbn+=settled
himself ^ppl+pp3+++=himself
comfortably ^rb+cnj+++=comfortably,
, ^zz++++=EXTRAWORD
raised ^j+++xvbn+=raised
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
to ^in++++=to
Kimberlin ^np+++??+=Kimberlin's,
's, ^nn+++??+=EXTRAWORD
and ^cc++++=and
fixed ^xvbn+++xvbn+=fixed
that ^dt+dem+++=that
unearthly ^jj+atrb+++=unearthly
stare ^nn++++=stare
upon ^in++++=upon
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
said ^vbd+vpub++xvbnx+=said
not ^xnot++not++=not
a ^at++++=a
word ^nn++++=word;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
face ^vb++++=face
contained ^vbd+++xvbn+=contained
not ^xnot++not++=not
a ^at++++=a
trace ^nn++++=trace
of ^in++++=of
emotion ^nn+nom+++=emotion
or ^cc++++=or
intelligence ^nn+nom+++=intelligence.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
simply ^rb++++=simply
looked ^vbd+++xvbn+=looked.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
cannot ^md+pos+not++=cannot
keep ^vb++++=keep
one ^cd1++++=one's
's ^vbz+bez+vrb++0=EXTRAWORD
eyes ^nns++++=eyes
open ^jj++++=open
very ^ql+amp+++=very
long ^rb++++=long
without ^in++++=without
winking ^xvbg+++xvbg+=winking,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
stranger ^nn+nom+++=stranger
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sat ^vbd+++xvbnx+=sat
so ^rb+emph+++=so
motionless ^jj++++=motionless
that ^cs+sub+++=that
Kimberlin ^np+++??+=Kimberlin
began ^vbd+++xvbn+=began
to ^to++++=to
be ^vbi+vbi+aux++=be
tortured ^vpsv++agls+xvbnx+=tortured.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
go ^vb++++=go
now ^rn+tm+++=now,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
the ^ati++++=the
stranger ^nn+nom+++=stranger--said
-- ^--+clp+++=EXTRAWORD
said ^vb+++xvbn+=EXTRAWORD
that ^tht+vcmp+++=that
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
not ^xnot++not++=not
a ^at++++=a
cent ^nnu"++++=cent
and ^cc++++=and
was ^vbd+bedz+aux++=was
starving ^vbg+++xvbgx+=starving.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^nn++++=stranger
made ^vbd+++xvbn+=made
no ^at++++=no
reply ^nn++++=reply,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
did ^vbd+dod+aux++=did
not ^xnot++not++=not
relax ^vb++++=relax
his ^pp$+pp3+++=his
gaze ^nn++++=gaze;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
under ^in++++=under
that ^dt+dem+++=that
gaze ^nn++++=gaze
the ^ati++++=the
young ^jj+atrb+++=young
man ^nn++++=man
shrank ^vbd+++xvbn+=shrank
back ^jjb++++=back
in ^in++++=in
his ^pp$+pp3+++=his
own ^ap++++=own
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
terrified ^vprf+++xvbn+=terrified.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
became ^vbd+++xvbnx+=became
aware ^jj++++=aware
that ^tht+jcmp+++=that
two ^cd++++=two
men ^nns++++=men
were ^vbd+bed+aux++=were
cautiously ^rb++splt++=cautiously
talking ^vbg+++xvbgx+=talking
in ^in++++=in
an ^at++++=an
adjoining ^jj+atrb++xvbg+=adjoining
booth ^nn++++=booth.
. ^zz++++=EXTRAWORD
As ^ql++++=As
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
a ^at++++=a
deathly ^jj+atrb+++=deathly
silence ^nn+nom+++=silence
in ^in++++=in
his ^pp$+pp3+++=his
own ^ap++++=own,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
listened ^vbd+++xvbnx+=listened,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
heard ^vbd+vprv++xvbnx+=heard:
: ^zz++++=EXTRAWORD
" ^zz++++="Yes;
yes ^uh++++=EXTRAWORD
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
seen ^vpsv++agls+xvbnx+=seen
to ^to+vcmp+++=to
turn ^vbi++++=turn
into ^in++++=into
this ^dt+dem+++=this
street ^nn++++=street
about ^in++++=about
three ^cd++++=three
hours ^nns++++=hours
ago ^rb++++=ago."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
shaved ^vprf+++xvbnx+=shaved?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
must ^md+nec+++=must
have ^vb+hv+aux++=have
done ^vprf+++xvbnx+=done
so ^ql++++=so;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
remove ^vbi++++=remove
a ^at++++=a
full ^jj+atrb+++=full
beard ^nn++++=beard
would ^md+prd+++=would
naturally ^rb++splt++=naturally
make ^vb++++=make
a ^at++++=a
great ^jj+atrb+++=great
change ^nn++++=change
in ^in++++=in
a ^at++++=a
man ^nn++++=man."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
it ^pp3+it+++=it
may ^md+pos+++=may
not ^xnot++not++=not
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
he ^pp3a+pp3+++=he."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="True
true ^jj++++=EXTRAWORD
enough ^qlp++++=enough;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
extreme ^jj+atrb+++=extreme
pallor ^nn++++=pallor
attracted ^vbd+++xvbn+=attracted
attention ^nn+nom+++=attention.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
troubled ^vpsv++agls+xvbnx+=troubled
with ^in++++=with
heart ^nn++++=heart-disease
- ^zz++++=EXTRAWORD
disease ^nn++++=EXTRAWORD
lately ^rb+cnj+++=lately,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
has ^vbz+hvz+aux++=has
affected ^vprf+++xvbnx+=affected
him ^pp3o+pp3+++=him
seriously ^rb++++=seriously."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
old ^jj+atrb+++=old
skill ^nn++++=skill
remains ^nns++++=remains.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
