1308 ^cd++++=1308
might ^md+pos+++=might
be ^vb+be+aux++=be
ended ^vpsv++agls+xvbnx+=ended;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
though ^cs+sub+++=though
this ^dt+pdem+++=this
might ^md+pos+++=might
not ^xnot++not++=not
be ^vb+be+vrb++=be,
, ^zz++++=EXTRAWORD
some ^dti++++=some
pitied ^jj+++xvbn+=pitied
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
give ^vbi++++=give
her ^pp$+pp3+++=her
wine ^nn++++=wine
and ^cc++++=and
confections ^nns+nom+++=confections,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
she ^pp3a+pp3+++=she
could ^md+pos+++=could
not ^xnot++not++=not
touch ^nn++++=touch.
. ^zz++++=EXTRAWORD
The ^ati++++=The
priest ^nn++++=priest
came ^vbd+++xvbn+=came
and ^cc+phrs+++=and
exhorted ^vbd+++xvbn+=exhorted
Rudolf ^np++++=Rudolf
to ^to++++=to
confess ^nns+nom+++=confess
the ^ati++++=the
crime ^nn++++=crime,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
with ^in++++=with
a ^at++++=a
great ^jj+atrb+++=great
effort ^nn++++=effort
he ^pp3a+pp3+++=he
repeated ^vbd+++xvbnx+=repeated
his ^pp$+pp3+++=his
former ^ap++++=former
statement ^nn+nom+++=statement
of ^in++++=of
innocence ^nn+nom+++=innocence.
. ^zz++++=EXTRAWORD
A ^at++++=A
band ^nn++++=band
of ^in++++=of
horsemen ^nns++++=horsemen
rode ^vwbn+++xvbn+=rode
by ^in+strn+++=by.
. ^zz++++=EXTRAWORD
Among ^in++++=Among
them ^pp3o+pp3+++=them
was ^vbd+bedz+vrb++=was
the ^ati++++=the
young ^jj+atrb+++=young
Prince ^nn++++=Prince
Leopold ^np++++=Leopold
and ^cc++++=and
his ^pp$+pp3+++=his
sister ^nn++++=sister
Agnes ^np++++=Agnes
herself ^ppl+pp3+++=herself,
, ^zz++++=EXTRAWORD
clad ^jj++++=clad
as ^in++++=as
a ^at++++=a
knight ^nn++++=knight.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
very ^ql+amp+++=very
angry ^jj++++=angry
at ^in++++=at
the ^ati++++=the
compassion ^nn++++=compassion
shown ^vwbn+vprv++xvbn+=shown
by ^in++++=by
the ^ati++++=the
crowd ^nn++++=crowd,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
after ^cs+sub+++=after
frightfully ^rb++++=frightfully
harsh ^jj+atrb+++=harsh
language ^nn+nom+++=language
commanded ^vbd+vpub++xvbn+=commanded
that ^tht+vcmp+++=that
Gertrude ^np++++=Gertrude
should ^md+nec+++=should
be ^vb+be+aux++=be
dragged ^vpsv++agls+xvbnx+=dragged
away ^rp+pl+++=away;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
nobles ^nns++++=nobles
interceded ^vbd+++xvbn+=interceded
for ^in++++=for
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
carried ^vpsv++agls+xvbnx+=carried
away ^rp+pl+++=away
to ^in++++=to
a ^rb++++=a
little ^rb"++++=little
distance ^nn+nom+++=distance
her ^pp$+pp3+++=her
entreaties ^vbz+++??+=entreaties
were ^vbd+bed+aux++=were
heard ^vpsv++agls+xvbnx+=heard,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
allowed ^vb++pmd"+xvbnx+=allowed
to ^to+vcmp+pmd++=to
break ^vb++++=break
away ^rp+pl+++=away
and ^cc++++=and
come ^vb++++=come
back ^jjb++++=back
to ^in++++=to
her ^pp$+pp3+++=her
husband ^nn++++=husband.
. ^zz++++=EXTRAWORD
The ^ati++++=The
priest ^nn++++=priest
blessed ^vbd+++xvbn+=blessed
Gertrude ^np++++=Gertrude,
, ^zz++++=EXTRAWORD
gave ^j+++xvbn+=gave
her ^pp$+pp3+++=her
his ^pp$+pp3+++=his
hand ^nn++++=hand
and ^cc++++=and
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='Be
be ^vb+be+vrb++=EXTRAWORD
faithful ^jj+pred+++=faithful
unto ^in++++=unto
death ^nn++++=death,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
God ^nn++++=God
will ^md+prd+++=will
give ^vb++++=give
you ^pp2+pp2+++=you
the ^ati++++=the
crown ^nn++++=crown
of ^in++++=of
life ^nn++++=life,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
no ^at++++=no
further ^jjb++++=further
molested ^jj+++xvbn+=molested.
. ^zz++++=EXTRAWORD
Night ^nn++++=Night
came ^vbd+++xvbn+=came
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
it ^pp3+it+++=it
a ^at++++=a
stormy ^jj+atrb+++=stormy
wind ^nn++++=wind,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
howling ^xvbg+++xvbg+=howling
mingled ^xvbn+++xvbn+=mingled
with ^in++++=with
the ^ati++++=the
voice ^nn++++=voice
of ^in++++=of
her ^pp$+pp3+++=her
prayers ^nns+nom+++=prayers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whistled ^vpsv++agls+xvbn+=whistled
in ^in++++=in
the ^ati++++=the
hair ^nn++++=hair
of ^in++++=of
the ^ati++++=the
sufferer ^nn+nom+++=sufferer.
. ^zz++++=EXTRAWORD
One ^pn++++=One
of ^in++++=of
the ^ati++++=the
guard ^nn++++=guard
brought ^vbd+++xvbn+=brought
her ^pp$+pp3+++=her
a ^at++++=a
cloak ^nn++++=cloak.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
climbed ^vbd+++xvbnx+=climbed
on ^in++++=on
the ^ati++++=the
wheel ^nn++++=wheel,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
spread ^nn+++xvbn+=spread
the ^ati++++=the
covering ^nn++++=covering
over ^in++++=over
her ^pp$+pp3+++=her
husband ^nn++++=husband's
's ^$++++=EXTRAWORD
limbs ^nns++++=limbs;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
fetched ^vbd+++xvbn+=fetched
some ^dti++++=some
water ^nn++++=water
in ^in++++=in
her ^pp$+pp3+++=her
shoe ^nn++++=shoe,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
moistened ^vbd+++xvbn+=moistened
his ^pp$+pp3+++=his
lips ^nns++++=lips
with ^in++++=with
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
sustaining ^vbg+++xvbg+=sustaining
him ^pp3o+pp3+++=him
above ^jjb++++=above
all ^rb++++=all
with ^in++++=with
her ^pp$+pp3+++=her
prayers ^nns+nom+++=prayers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
exhortations ^nns+nom+++=exhortations
to ^to++++=to
look ^vbi++++=look
to ^to+vcmp+++=to
the ^ati++++=the
joys ^nns++++=joys
beyond ^in+strn+++=beyond.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
ceased ^vprf+++xvbnx+=ceased
to ^to++++=to
try ^vbi++++=try
to ^to+vcmp+++=to
send ^vbi++++=send
her ^pp$+pp3+++=her
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thanked ^vbd+++xvbn+=thanked
her ^pp$+pp3+++=her
for ^in++++=for
the ^ati++++=the
comfort ^nn++++=comfort
she ^pp3a+pp3+++=she
gave ^vbd+++xvbnx+=gave
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
still ^rb++++=still
she ^pp3a+pp3+++=she
watched ^vbd+++xvbnx+=watched
when ^wrb+who+++=when
morning ^nn++++=morning
came ^vbd+++xvbn+=came
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
noon ^nn++++=noon
passed ^vbd+++xvbn+=passed
over ^rb+phrv+++=over
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
verging ^vbg+++xvbgx+=verging
to ^in++++=to
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
for ^in++++=for
the ^ati++++=the
last ^jj+atrb+++=last
time ^nn++++=time
he ^pp3a+pp3+++=he
moved ^vbd+++xvbnx+=moved
his ^pp$+pp3+++=his
head ^nn++++=head;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
raised ^vbd+++xvbnx+=raised
herself ^ppl+pp3+++=herself
so ^rb++++=so
as ^in++++=as
to ^to++++=to
be ^vbi++vrb++=be
close ^in+cmpx+++=close
to ^in"++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
With ^in++++=With
a ^at++++=a
smile ^nn++++=smile,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
murmured ^vbd+++xvbnx+=murmured,
, ^zz++++=EXTRAWORD
' ^zz++++='Gertrude,
gertrude ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
faithfulness ^nns+nom+++=faithfulness
till ^in++++=till
death ^nn++++=death,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
died ^vbd+++xvbn+=died.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
knelt ^vbd+++xvbnx+=knelt
down ^rp++++=down
to ^to++++=to
thank ^vbi++++=thank
God ^np++++=God
for ^in++++=for
having ^nn+nn+aux++=having
enabled ^vbd+++xvbn+=enabled
her ^pp$+pp3+++=her
to ^to++++=to
remain ^vbi++++=remain
for ^in++++=for
that ^dt+dem+++=that
last ^rb++++=last
breath- ^nn+++??+=breath-'While
'while ^nn+++??+=EXTRAWORD
even ^rb++++=even
as ^ql++++=as
o ^zz++++=o'er
'er ^jjr++++0=EXTRAWORD
a ^at++++=a
martyr ^nn++++=martyr's
's ^$++++=EXTRAWORD
grave ^nn++++=grave
She ^pp3a+pp3+++=She
knelt ^vbd+++xvbnx+=knelt
on ^in++++=on
that ^dt+dem+++=that
sad ^jj+atrb+++=sad
spot,and ^nn+++??+=spot,And,
, ^zz++++=EXTRAWORD
weeping ^nn++++=weeping,
, ^zz++++=EXTRAWORD
blessed ^j+++xvbn+=blessed
the ^ati++++=the
God ^nn++++=God
who ^whp+rel+subj++=who
gave ^vbd+++xvbn+=gave
Strength ^nn++++=Strength
to ^in++++=to
forsake ^nn+++??+=forsake
it ^pp3+it+++=it
not ^xnot++not++=not!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
found ^vbd+vprv++xvbnx+=found
shelter ^nn++++=shelter
in ^in++++=in
a ^at++++=a
convent ^nn++++=convent
at ^in++++=at
Basle ^np+++??+=Basle,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
she ^pp3a+pp3+++=she
spent ^vbd+++xvbnx+=spent
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
her ^pp$+pp3+++=her
life ^nn++++=life
in ^in++++=in
a ^at++++=a
quiet ^nn++++=quiet
round ^in++++=round
of ^in++++=of
prayer ^nn++++=prayer
and ^cc++++=and
good ^jj+atrb+++=good
works ^nns++++=works;
; ^zz++++=EXTRAWORD
till ^cs+sub+++=till
the ^ati++++=the
time ^nn++++=time
came ^vbd+++xvbn+=came
when ^wrb+who+++=when
her ^pp$+pp3+++=her
widowed ^vbd+++xvbn+=widowed
heart ^nn++++=heart
should ^md+nec+++=should
find ^vb+vprv+++=find
its ^pp$+it+++=its
true ^jj+atrb+++=true
rest ^nn++++=rest
for ^rb++++=for
ever ^rb"++++=ever.
. ^zz++++=EXTRAWORD
