This ^dt+pdem+++=THIS
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
here ^rn+pl+++=here
we ^pp1a+pp1+++=we
pulled ^vbd+++xvbn+=pulled
her ^pp3o+pp3+++=her
down ^rp++++=down,
, ^zz++++=EXTRAWORD
a ^at++++=a
vase ^nn++++=vase
of ^in++++=of
water ^nn++++=water
getting ^xvbg+++xvbg+=getting
spilt ^vbd+++xvbn+=spilt
over ^in++++=over
her ^pp$+pp3+++=her
in ^in++++=in
the ^ati++++=the
scuffle ^nn++++=scuffle.
. ^zz++++=EXTRAWORD
" ^zz++++="Thank
thank ^vb++++=EXTRAWORD
God ^nn++++=God!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
exclaimed ^vbd+++xvbnx+=exclaimed,
, ^zz++++=EXTRAWORD
shaking ^jj+++xvbg+=shaking
herself ^ppl+pp3+++=herself
like ^in++++=like
a ^at++++=a
dog ^nn++++=dog.
. ^zz++++=EXTRAWORD
" ^zz++++="Now
now ^rn+tm+++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
roll ^vb++++=roll
on ^in++++=on
the ^ati++++=the
carpet ^nn++++=carpet
and ^cc++++=and
see ^vb+vprv+++=see
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
brush ^nn++++=brush
off ^in+pl+++=off
what ^wdt+who+++=what
remains ^nns++++=remains
of ^in++++=of
the ^ati++++=the
Union ^nn++++=Union
Jack ^np++++=Jack.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
perhaps ^rb++++=perhaps"
" ^zz++++=EXTRAWORD
here ^rn+pl+++=here
she ^pp3a+pp3+++=she
rolled ^vbd+++xvbnx+=rolled
energetically ^rb++++=energetically.
. ^zz++++=EXTRAWORD
Getting ^vbg+++xvbg+=Getting
up ^rp++++=up
she ^pp3a+pp3+++=she
began ^vbd+++xvbnx+=began
to ^to++++=to
explain ^vbi+vpub+++=explain
to ^in++++=to
us ^pp1o+pp1+++=us
what ^wdt+who+++=what
modern ^jj+atrb+++=modern
pictures ^nns++++=pictures
are ^vb+ber+vrb++=are
like ^in++++=like
when ^wrb+who+++=when
Castalia ^np+++??+=Castalia
stopped ^vbd+++xvbn+=stopped
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
the ^ati++++=the
average ^jj+atrb+++=average
size ^nn++++=size
of ^in++++=of
a ^at++++=a
picture ^nn++++=picture?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Perhaps
perhaps ^rb++++=EXTRAWORD
two ^cd++++=two
feet ^nns++++=feet
by ^in++++=by
two ^cd++++=two
and ^cc++++=and
a ^at++++=a
half ^nn++++=half,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Castalia ^np+++??+=Castalia
made ^vbd+++xvbn+=made
notes ^nns++++=notes
while ^cs+sub+++=while
Helen ^np++++=Helen
spoke ^vbd+++xvbn+=spoke,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
trying ^vbg+++xvbgx+=trying
not ^xnot++not++=not
to ^to++++=to
meet ^vbi++++=meet
each ^ppls++++=each
other's ^ppls++++=other's
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
rose ^j+++xvbn+=rose
and ^cc+phrs+++=and
said ^j+++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="At
at ^in++++=EXTRAWORD
your ^pp$+pp2+++=your
wish ^nn++++=wish
I ^pp1a+pp1+++=I
spent ^vbd+++xvbnx+=spent
last ^rb++++=last
week ^nn++++=week
at ^in++++=at
Oxbridge ^np++++=Oxbridge,
, ^zz++++=EXTRAWORD
disguised ^j+++xvbn+=disguised
as ^ql++++=as
a ^at++++=a
charwoman ^nn+nom+++=charwoman.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thus ^rb+cnj+++=thus
had ^vb+hv+vrb++=had
access ^nn++++=access
to ^in++++=to
the ^ati++++=the
rooms ^nns++++=rooms
of ^in++++=of
several ^ap++++=several
Professors ^nns++++=Professors
and ^cc++++=and
will ^md+prd+++=will
now ^rn+tm+++=now
attempt ^nn++++=attempt
to ^to+ncmp+++=to
give ^vbi++++=give
you ^pp2+pp2+++=you
some ^dti++++=some
ideaonly ^jj++++=ideaonly,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
broke ^vbd+++xvbnx+=broke
off ^rb+cnj+++=off,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+++=think
how ^wrb+who+whcl++=how
to ^to++++=to
do ^vbi++++=do
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
so ^pn+emph+++=so
queer ^jj++++=queer.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
Professors ^nns++++=Professors,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
went ^vbd+++xvbnx+=went
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
" ^zz++++="live
live ^vb++++=EXTRAWORD
in ^in++++=in
large ^jj+atrb+++=large
houses ^nns++++=houses
built ^vbd+++xvbn+=built
round ^rb++++=round
grass ^nn++++=grass
plots ^nns++++=plots
each ^dt++++=each
in ^in++++=in
a ^at++++=a
kind ^rb++++=kind
of ^rb"++++=of
cell ^nn++++=cell
by ^in++++=by
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
they ^pp3a+pp3+++=they
have ^vb+hv+vrb++=have
every ^at++++=every
convenience ^nn+nom+++=convenience
and ^cc++++=and
comfort ^nn++++=comfort.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
have ^vb+hv+vrb++=have
only ^rb+down+++=only
to ^in++++=to
press ^nn++++=press
a ^at++++=a
button ^nn++++=button
or ^cc++++=or
light ^nn++++=light
a ^rb++++=a
little ^rb"++++=little
lamp ^nn++++=lamp.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
papers ^nns++++=papers
are ^vb+ber+aux++=are
beautifully ^rb++splt++=beautifully
filed ^vpsv++agls+xvbnx+=filed.
. ^zz++++=EXTRAWORD
Books ^nns++++=Books
abound ^vb++++=abound.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
no ^at++++=no
children ^nns++++=children
or ^cc++++=or
animals ^nns+nom+++=animals,
, ^zz++++=EXTRAWORD
save ^vb++++=save
half ^abn++++=half
a ^at++++=a
dozen ^cd++++=dozen
stray ^jj+atrb+++=stray
cats ^nns++++=cats
and ^cc++++=and
one ^cd1++++=one
aged ^jj+atrb+++=aged
bullfincha ^nn+++??+=bullfincha
cock ^np++++=cock.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remember ^nn+nom+++=remember,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
broke ^vbd+++xvbnx+=broke
off ^rb+cnj+++=off,
, ^zz++++=EXTRAWORD
" ^zz++++="an
an ^at++++=EXTRAWORD
Aunt ^nn++++=Aunt
of ^in++++=of
mine ^nn++++=mine
who ^whp+rel+subj++=who
lived ^vbd+++xvbn+=lived
at ^rb++++=at
Dulwich ^np+++??+=Dulwich
and ^cc++++=and
keep ^vb++++=keep
cactuses ^nns+++??+=cactuses.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
reached ^vbd+++xvbn+=reached
the ^ati++++=the
conservatory ^nn++++=conservatory
through ^in++++=through
the ^ati++++=the
double ^jj++++=double
drawing ^jj+++xvbg+=drawing-room,
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
hot ^jj+atrb+++=hot
pipes ^nns++++=pipes,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
dozens ^cds++++=dozens
of ^in++++=of
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
ugly ^jj++++=ugly,
, ^zz++++=EXTRAWORD
squat ^jj++++=squat,
, ^zz++++=EXTRAWORD
bristly ^jj++++=bristly
little ^ap++++=little
plants ^nns++++=plants
each ^dt++++=each
in ^in++++=in
a ^at++++=a
separate ^nn++++=separate
pot ^vb++++=pot.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
in ^in++++=in
a ^at++++=a
hundred ^cd++++=hundred
years ^nns++++=years
the ^ati++++=the
Aloe ^np+++??+=Aloe
flowered ^jj++++=flowered,
, ^zz++++=EXTRAWORD
so ^ql++++=so
my ^pp$+pp1+++=my
Aunt ^npt++++=Aunt
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
she ^pp3a+pp3+++=she
died ^vbd+++xvbnx+=died
before ^cs+sub+++=before
that ^dt+pdem+++=that
happened ^vbd+++xvbn+=happened"
" ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
told ^vbd+vpub+tht0+xvbn+=told
her ^pp$+pp3+++=her
to ^to++++=to
keep ^vbi++++=keep
to ^in+ppvb+++=to
the ^ati++++=the
point ^nn++++=point.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,"
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
resumed ^vbd+++xvbnx+=resumed,
, ^zz++++=EXTRAWORD
" ^zz++++="when
when ^wrb+who+++=EXTRAWORD
Professor ^npt++++=Professor
Hobkin ^np+++??+=Hobkin
was ^vbd+bedz+vrb++=was
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
examined ^vbd+++xvbnx+=examined
his ^pp$+pp3+++=his
life ^nn++++=life
work ^nn++++=work,
, ^zz++++=EXTRAWORD
an ^at++++=an
edition ^nn+nom+++=edition
of ^in++++=of
Sappho ^np+++??+=Sappho.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
queer ^jj+atrb+++=queer
looking ^jj+atrb++xvbg+=looking
book ^nn++++=book,
, ^zz++++=EXTRAWORD
six ^cd++++=six
or ^cc++++=or
seven ^cd++++=seven
inches ^nns++++=inches
thick ^jj++++=thick,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
all ^rb++++=all
by ^in++++=by
Sappho ^np+++??+=Sappho.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
no ^at++++=no.
. ^zz++++=EXTRAWORD
Most ^ap+emph+++=Most
of ^in++++=of
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
a ^at++++=a
defence ^nn+nom+++=defence
of ^in++++=of
Sappho ^np++++=Sappho's
's ^$++++=EXTRAWORD
chastity ^nn+nom+++=chastity,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
some ^dti++++=some
German ^jj++++=German
had ^vbd+hvd+aux++=had
denied ^vprf+++xvbnx+=denied,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
can ^md+pos+++=can
assure ^vb++++=assure
you ^pp2+pp2+++=you
the ^ati++++=the
passion ^nn++++=passion
with ^in++++=with
which ^whp+rel+pied++=which
these ^dt+dem+++=these
two ^cd++++=two
gentlemen ^nns++++=gentlemen
argued ^vwbn+vpub++xvbn+=argued,
, ^zz++++=EXTRAWORD
the ^ati++++=the
learning ^jj+++xvbg+=learning
they ^pp3a+pp3+++=they
displayed ^vbd+++xvbnx+=displayed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
prodigious ^jj+atrb+++=prodigious
ingenuity ^nn+nom+++=ingenuity
with ^in++++=with
which ^whp+rel+pied++=which
they ^pp3a+pp3+++=they
disputed ^vbd+++xvbnx+=disputed
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
some ^dti++++=some
implement ^nn+nom+++=implement
which ^whp+who+++=which
looked ^vbd+++xvbn+=looked
to ^to+vcmp+++=to
me ^pp1o+pp1+++=me
for ^in++++=for
all ^abn++++=all
the ^ati++++=the
world ^nn++++=world
like ^in++++=like
a ^at++++=a
hairpin ^nn++++=hairpin
astounded ^vbd+++xvbn+=astounded
me ^pp1o+pp1+++=me;
; ^zz++++=EXTRAWORD
especially ^rb++++=especially
when ^wrb+who+++=when
the ^ati++++=the
door ^nn++++=door
opened ^vbd+++xvbn+=opened
and ^cc++++=and
Professor ^npt++++=Professor
Hobkin ^np+++??+=Hobkin
himself ^ppl+pp3+++=himself
appeared ^vbd+seem++xvbn+=appeared.
. ^zz++++=EXTRAWORD
A ^at++++=A
very ^ql+amp+++=very
nice ^jj++++=nice,
, ^zz++++=EXTRAWORD
mild ^jj+atrb+++=mild,
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
gentleman ^nn+nom+++=gentleman,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
what ^wdt+who+whq++=what
could ^md+pos+++=could
he ^pp3a+pp3+++=he
know ^vb+vprv+++=know
about ^in++++=about
chastity ^nn+nom+++=chastity?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
misunderstood ^vprf+++xvbn+=misunderstood
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
no ^at++++=no,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
protested ^vbd+vpub++xvbnx+=protested,
, ^zz++++=EXTRAWORD
" ^zz++++="he's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
soul ^nn++++=soul
of ^in++++=of
honour ^nn++++=honour
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
surenot ^nn+++??+=surenot
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
resembles ^vbz++++=resembles
Rose ^np++++=Rose's
's ^$++++=EXTRAWORD
sea ^nn++++=sea
captain ^npt++++=captain
in ^in++++=in
the ^ati++++=the
least ^rbt++++=least.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
thinking ^vbg+++xvbgx+=thinking
rather ^rb++++=rather
of ^in++++=of
my ^pp$+pp1+++=my
aunt ^nn++++=aunt's
's ^$++++=EXTRAWORD
cactuses ^nns+++??+=cactuses.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
could ^md+pos+++=could
they ^pp3a+pp3+++=they
know ^vb+vprv+++=know
about ^in++++=about
chastity ^nn+nom+++=chastity?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
we ^pp1a+pp1+++=we
told ^vbd+vpub+tht0+xvbn+=told
her ^pp$+pp3+++=her
not ^xnot++not++=not
to ^to++++=to
wander ^vbi++++=wander
from ^in++++=from
the ^ati++++=the
point,did ^nn+++??+=point,did
the ^ati++++=the
Oxbridge ^np++++=Oxbridge
professors ^nns++++=professors
help ^vb++++=help
to ^to+vcmp+++=to
produce ^vbi++++=produce
good ^jj+atrb+++=good
people ^nns++++=people
and ^cc++++=and
good ^jj+atrb+++=good
books?the ^nn+++??+=books?the
objects ^nns++++=objects
of ^in++++=of
life ^nn++++=life.
. ^zz++++=EXTRAWORD
" ^zz++++="There!"
there ^rn+pl+++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
exclaimed ^vbd+++xvbnx+=exclaimed.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
never ^rb++++=never
struck ^vbd+++xvbn+=struck
me ^pp1o+pp1+++=me
to ^to++++=to
ask ^vbi++++=ask.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
never ^rb++++=never
occurred ^vbd+++xvbn+=occurred
to ^in++++=to
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
they ^pp3a+pp3+++=they
could ^md+pos+++=could
possibly ^rb++splt++=possibly
produce ^vb++++=produce
anything ^pn++++=anything."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
believe ^vb+vprv+++=believe,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Sue ^np++++=Sue,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
you ^pp2+pp2+++=you
made ^vbd+++xvbn+=made
some ^dti++++=some
mistake ^nn++++=mistake.
. ^zz++++=EXTRAWORD
Probably ^rb++++=Probably
Professor ^npt++++=Professor
Hobkin ^np+++??+=Hobkin
was ^vbd+bedz+vrb++=was
a ^at++++=a
gyncologist ^nn+nom+++=gyncologist.
. ^zz++++=EXTRAWORD
A ^at++++=A
scholar ^nn++++=scholar
is ^vbz+bez+aux++=is
overflowing ^vbg+++xvbgx+=overflowing
with ^in++++=with
humour ^nn++++=humour
and ^cc++++=and
inventionperhaps ^vbz+++??+=inventionperhaps
addicted ^vbd+++xvbn+=addicted
to ^in++++=to
wine ^nn++++=wine,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
what ^wdt+who+++=what
of ^in++++=of
that?a ^nn+++??+=that?a
delightful ^jj+atrb+++=delightful
companion ^nn++++=companion,
, ^zz++++=EXTRAWORD
generous ^jj++++=generous,
, ^zz++++=EXTRAWORD
subtle ^jj++++=subtle,
, ^zz++++=EXTRAWORD
imaginativeas ^nns+++??+=imaginativeas
stands ^vbz++++=stands
to ^to+vcmp+++=to
reason ^vb++++=reason.
. ^zz++++=EXTRAWORD
For ^in++++=For
he ^pp3a+pp3+++=he
spends ^vbz++++=spends
his ^pp$+pp3+++=his
life ^nn++++=life
in ^in++++=in
company ^nn++++=company
with ^in++++=with
the ^ati++++=the
finest ^jjt+atrb+++=finest
human ^jj+atrb+++=human
beings ^nns++++=beings
that ^tht+rel+subj++=that
have ^vb+hv+aux++=have
ever ^rb++splt++=ever
existed ^vprf+++xvbnx+=existed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Hum,"
hum ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Castalia ^np+++??+=Castalia.
. ^zz++++=EXTRAWORD
" ^zz++++="Perhaps
perhaps ^rb++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md"+hvd+pmd"++0=EXTRAWORD
better ^md++++=better
go ^vb++++=go
back ^jjb++++=back
and ^cc++++=and
try ^vb++++=try
again ^rb+tm+++=again."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Some ^dti++++=Some
three ^cd++++=three
months ^nns++++=months
later ^rbr+tm+++=later
it ^pp3+it+++=it
happened ^vbd+++xvbn+=happened
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
sitting ^vbg+++xvbgx+=sitting
alone ^rb++++=alone
when ^wrb+who+++=when
Castalia ^np+++??+=Castalia
entered ^vbd+++xvbn+=entered.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
look ^nn++++=look
of ^in++++=of
her ^pp$+pp3+++=her
that ^cs+sub+++=that
so ^ql+emph+++=so
moved ^jj+++xvbn+=moved
me ^pp1o+pp1+++=me;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
restrain ^vb++++=restrain
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
dashing ^jj+++xvbg+=dashing
across ^in+pl+++=across
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
clasped ^vbd+++xvbnx+=clasped
her ^pp$+pp3+++=her
in ^in++++=in
my ^pp$+pp1+++=my
arms ^nns++++=arms.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
only ^rb+down+++=only
was ^vbd+bedz+vrb++=was
she ^pp3a+pp3+++=she
very ^ql+amp+++=very
beautiful ^jj++++=beautiful;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
seemed ^vbd+seem++xvbnx+=seemed
also ^rb++++=also
in ^in++++=in
the ^ati++++=the
highest ^jjt+atrb+++=highest
spirits ^nns++++=spirits.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
happy ^jj++++=happy
you ^pp2+pp2+++=you
look ^vb++++=look!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
exclaimed ^vbd+++xvbnx+=exclaimed,
, ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
sat ^vbd+++xvbnx+=sat
down ^rb+phrv+++=down.
. ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
at ^in++++=at
Oxbridge ^np++++=Oxbridge,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Asking
asking ^vbg+vsua++xvbg+=EXTRAWORD
questions ^nns+nom+++=questions?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Answering
answering ^jj+++xvbg+=EXTRAWORD
them ^pp3o+pp3+++=them,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
replied ^vbd+vpub++xvbnx+=replied.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
not ^xnot++not++=not
broken ^vprf+++xvbn+=broken
our ^pp$+pp1+++=our
vow ^nn++++=vow?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
anxiously ^rb+cnj+++=anxiously,
, ^zz++++=EXTRAWORD
noticing ^vbg+++xvbg+=noticing
something ^pn++++=something
about ^rb++++=about
her ^pp3o+pp3+++=her
figure ^nn++++=figure.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
vow ^nn++++=vow,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
casually ^rb++++=casually.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+aux++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
have ^vbi++vrb++=have
a ^at++++=a
baby ^nn++++=baby,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
what ^wdt+who+++=what
you ^pp2+pp2+++=you
mean ^vb+vprv+++=mean.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
imagine ^vb+vprv+++=imagine,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
burst ^vbd+++xvbnx+=burst
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
" ^zz++++="how
how ^wrb+who+++=EXTRAWORD
exciting ^jj++++=exciting,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
beautiful ^jj++++=beautiful,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
satisfying ^jj+++xvbg+=satisfying"
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
is ^vbz+bez+vrb++=is?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Totoanswer
totoanswer ^jjr+atrb+++=EXTRAWORD
questions ^nns+nom+++=questions,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
replied ^vbd+vpub++xvbnx+=replied
in ^in++++=in
some ^dti++++=some
confusion ^nn++++=confusion.
. ^zz++++=EXTRAWORD
Whereupon ^cs+sub+++=Whereupon
she ^pp3a+pp3+++=she
told ^vbd+vpub++xvbnx+=told
me ^pp1o+pp1+++=me
the ^ati++++=the
whole ^nn++++=whole
of ^in++++=of
her ^pp$+pp3+++=her
story ^nn++++=story.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
an ^at++++=an
account ^nn++++=account
which ^whp+rel+obj++=which
interested ^jj++++=interested
and ^cc+phrs+++=and
excited ^jj+++xvbn+=excited
me ^pp1o+pp1+++=me
more ^ql++++=more
than ^cs+sub+++=than
anything ^pn++++=anything
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
heard ^vprf+++xvbnx+=heard,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
gave ^vbd+++xvbnx+=gave
the ^ati++++=the
strangest ^jjt+atrb+++=strangest
cry ^nn++++=cry,
, ^zz++++=EXTRAWORD
half ^abn++++=half
whoop ^nn+++??+=whoop,
, ^zz++++=EXTRAWORD
half ^abn++++=half
holloa ^nn+++??+=holloa
" ^zz++++="Chastity!
chastity ^nn+nom+++=EXTRAWORD
! ^zz++++=EXTRAWORD
Chastity ^nn+nom+++=Chastity!
! ^zz++++=EXTRAWORD
Where ^wrb+who+++=Where's
's ^vbz+bez+vrb++0=EXTRAWORD
my ^pp$+pp1+++=my
chastity ^nn+nom+++=chastity!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
cried ^vbd+++xvbnx+=cried.
. ^zz++++=EXTRAWORD
" ^zz++++="Help
help ^vb++++=EXTRAWORD
Ho ^uh++++=Ho!
! ^zz++++=EXTRAWORD
The ^ati++++=The
scent ^nn++++=scent
bottle ^nn++++=bottle!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
