If ^cs+cnd+++=If
the ^ati++++=the
whole ^jj++++=whole
length ^rb++++=length
of ^in++++=of
the ^ati++++=the
town ^nn++++=town
from ^in++++=from
the ^ati++++=the
post ^nn++++=post-office
- ^zz++++=EXTRAWORD
office ^nn++++=EXTRAWORD
to ^in++++=to
Black ^np++++=Black
Bayou ^np+++??+=Bayou
went ^vbd+++xvbn+=went
up ^rp++++=up.
. ^zz++++=EXTRAWORD
Bravo ^np+++??+=Bravo!
! ^zz++++=EXTRAWORD
Every ^at++++=Every
boat ^nn++++=boat
was ^vbd+bedz+aux++=was
coming ^vbg+++xvbgx+=coming
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But--was
-- ^--+clp+++=EXTRAWORD
was ^vbd+bedz+vrb++=EXTRAWORD
every ^at++++=every
man ^nn++++=man?
? ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
a ^at++++=a
sobering ^jj+atrb+++=sobering
thought ^nn+++xvbn+=thought,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
hush ^vb++++=hush
which ^whp+who+++=which
followed ^vbd+vprv++xvbn+=followed
it ^pp3+it+++=it
you ^pp2+pp2+++=you
could ^md+pos+++=could
hear ^vb+vprv+++=hear
the ^ati++++=the
Q ^zz++++=Q.
. ^zz++++=EXTRAWORD
and ^cc+cls+++=and
C ^zz++++=C.
. ^zz++++=EXTRAWORD
train ^nn++++=train
thundering ^jj++++=thundering
over ^in++++=over
the ^ati++++=the
great ^jj+atrb+++=great
lake ^nn++++=lake-bridge,
- ^zz++++=EXTRAWORD
bridge ^npl++++=EXTRAWORD
, ^zz++++=EXTRAWORD
miles ^nns++++=miles
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
came ^vbd+++xvbnx+=came
into ^in+ppvb+++=into
the ^ati++++=the
pier ^nn++++=pier
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
" ^zz++++="La
la ^&fw++++=EXTRAWORD
Juanita ^np+++??+=Juanita"
" ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
lead ^nn++++=lead;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
Captain ^npt++++=Captain
Mercer ^np++++=Mercer
landed ^vbd+++xvbn+=landed,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
surrounded ^vpsv++by+xvbnx+=surrounded
by ^in++++=by
a ^at++++=a
voluble ^jj++++=voluble,
, ^zz++++=EXTRAWORD
chattering ^jj+atrb+++=chattering,
, ^zz++++=EXTRAWORD
anxious ^jj+atrb+++=anxious
throng ^nn++++=throng
that ^tht+rel+++=that
loaded ^jj+++xvbn+=loaded
him ^pp3o+pp3+++=him
with ^in++++=with
questions ^nns+nom+++=questions
in ^in++++=in
patois ^nn++++=patois,
, ^zz++++=EXTRAWORD
in ^in++++=in
broken ^vbd+++xvbn+=broken
English ^jj++++=English,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
French ^nn++++=French.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
no ^at++++=no
longer ^rbr++++=longer
" ^zz++++="un
un ^&fw++++=EXTRAWORD
Americain ^np+++??+=Americain"
" ^zz++++=EXTRAWORD
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
a ^at++++=a
hero ^nn++++=hero.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
other ^ap++++=other
eight ^cd++++=eight
boats ^nns++++=boats
came ^vbd+++xvbn+=came
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mandeville ^np+++??+=Mandeville
saw ^vbd+vprv++xvbn+=saw
that ^tht+vcmp+++=that
no ^at++++=no
one ^cd1++++=one
was ^vbd+bedz+aux++=was
lost ^vpsv++agls+xvbnx+=lost,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
another ^dt++++=another
ringing ^jj+atrb++xvbg+=ringing
bravo ^nn+++??+=bravo,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
more ^rbr++++=more
chattering ^jj++++=chattering
of ^in++++=of
questions ^nns+nom+++=questions.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
heard ^vbd+vprv++xvbn+=heard
the ^ati++++=the
truth ^nn++++=truth
finally ^rb++++=finally.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
storm ^nn++++=storm
burst ^vbd+++xvbn+=burst,
, ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
Mercer ^np++++=Mercer
suddenly ^rb++++=suddenly
promoted ^vbd+++xvbn+=promoted
himself ^ppl+pp3+++=himself
to ^in++++=to
an ^at++++=an
admiralship ^nn+nom+++=admiralship
and ^cc++++=and
assumed ^vbd+vprv++xvbn+=assumed
command ^nn++++=command
of ^in++++=of
his ^pp$+pp3+++=his
little ^ap++++=little
fleet ^nn++++=fleet.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
led ^vprf+++xvbnx+=led
them ^pp3o+pp3+++=them
through ^in++++=through
the ^ati++++=the
teeth ^nns++++=teeth
of ^in++++=of
the ^ati++++=the
gale ^nn++++=gale
to ^in++++=to
a ^at++++=a
small ^jj+atrb+++=small
inlet ^nn++++=inlet
on ^in++++=on
the ^ati++++=the
coast ^nn++++=coast
between ^in++++=between
Bayou ^np+++??+=Bayou
Lacombe ^np+++??+=Lacombe
and ^cc++++=and
Nott ^np++++=Nott's
's ^$++++=EXTRAWORD
Point ^nn++++=Point,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^rn+pl+++=there
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
waited ^vprf+++xvbnx+=waited
until ^cs+sub+++=until
the ^ati++++=the
storm ^nn++++=storm
passed ^vbd+++xvbn+=passed.
. ^zz++++=EXTRAWORD
Loud ^jj++++=Loud
were ^vbd+bed+vrb++=were
the ^ati++++=the
praises ^nns++++=praises
of ^in++++=of
the ^ati++++=the
other ^ap++++=other
captains ^nns++++=captains
for ^in++++=for
Admiral ^nn++++=Admiral
Mercer ^np++++=Mercer,
, ^zz++++=EXTRAWORD
profuse ^nn+++??+=profuse
were ^vbd+bed+vrb++=were
the ^ati++++=the
thanks ^rb+dspt+++=thanks
of ^in++++=of
the ^ati++++=the
sisters ^nns+nom+++=sisters
and ^cc++++=and
sweethearts ^nns+++??+=sweethearts,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
carried ^vpsv++agls+xvbnx+=carried
triumphantly ^rb++++=triumphantly
on ^in++++=on
the ^ati++++=the
shoulders ^nns+nom+++=shoulders
of ^in++++=of
the ^ati++++=the
sailors ^nns++++=sailors
adown ^vbd+++xvbn+=adown
the ^ati++++=the
wharf ^nn++++=wharf
to ^in++++=to
the ^ati++++=the
Maison ^np+++??+=Maison
Colomes ^np+++??+=Colomes.
. ^zz++++=EXTRAWORD
The ^ati++++=The
crispness ^nns+nom+++=crispness
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
from ^in++++=from
Juanita ^np++++=Juanita's
's ^$++++=EXTRAWORD
pink ^jj+atrb+++=pink
frock ^nn++++=frock,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
cloth ^nn++++=cloth
of ^in++++=of
gold ^nn++++=gold
roses ^nns++++=roses
were ^vbd+bed+vrb++=were
wellnigh ^nn+++??+=wellnigh
petalless ^jj++++=petalless,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
hand ^nn++++=hand
that ^tht+rel+obj++=that
she ^pp3a+pp3+++=she
slipped ^vbd+++xvbnx+=slipped
into ^in++++=into
his ^pp$+pp3+++=his
was ^vbd+bedz+vrb++=was
warm ^jj+pred+++=warm
and ^cc+phrs+++=and
soft ^jj++++=soft,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
eyes ^nns++++=eyes
that ^tht+rel+subj++=that
were ^vbd+bed+vrb++=were
upturned ^jj+pred+++=upturned
to ^in++++=to
Mercer ^np++++=Mercer's
's ^$++++=EXTRAWORD
blue ^jj+atrb+++=blue
ones ^cd1s++++=ones
were ^vbd+bed+aux++=were
shining ^vbg+++xvbgx+=shining
with ^in++++=with
admiring ^xvbg+++xvbg+=admiring
tears ^nns++++=tears.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
even ^rb++++=even
Grandpere ^np+++??+=Grandpere
Colomes ^np+++??+=Colomes,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
brewed ^vbd+++xvbnx+=brewed
on ^in++++=on
the ^ati++++=the
Cherokee ^np+nom+++=Cherokee-rose-covered
- ^zz++++=EXTRAWORD
rose ^vbd+++xvbn+=EXTRAWORD
- ^zz++++=EXTRAWORD
covered ^vbd+++xvbn+=EXTRAWORD
gallery ^npl+nom+++=gallery,
, ^zz++++=EXTRAWORD
a ^at++++=a
fiery ^jj+atrb+++=fiery
punch ^nn++++=punch
for ^in++++=for
the ^ati++++=the
heroes ^nns++++=heroes,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
heard ^vpsv++agls+xvbnx+=heard
to ^to+vcmp+++=to
admit ^vbi+vpub+++=admit
that ^tht+vcmp+++=that
" ^zz++++="some
some ^dti++++=EXTRAWORD
time ^nn++++=time
dose ^nn++++=dose
Americain ^np+++??+=Americain
can ^md+pos+++=can
mos ^vb++++=mos'
' ^zz++++=EXTRAWORD
be ^vb+be+vrb++=be
lak ^nn+++??+=lak
one ^cd1++++=one
Frenchman ^nn+nom+++=Frenchman."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
we ^pp1a+pp1+++=we
danced ^vpsv++agls+xvbn+=danced
at ^rb++++=at
the ^ati++++=the
betrothal ^jj+atrb+++=betrothal
supper ^nn++++=supper
the ^ati++++=the
next ^ap++++=next
week ^nn++++=week.
. ^zz++++=EXTRAWORD
