At ^in++++=At
March ^nn++++=March,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sunset ^nn++++=sunset
falling ^vwbg+++xvbg+=falling
close ^jj++++=close
on ^in++++=on
half ^abn++++=half-past
- ^zz++++=EXTRAWORD
past ^jjb++++=EXTRAWORD
six ^cd++++=six,
, ^zz++++=EXTRAWORD
a ^at++++=a
whole ^jj+atrb+++=whole
nebula ^nn+++??+=nebula
of ^in++++=of
guesses ^nn++++=guesses
surrounded ^vbd+++xvbn+=surrounded
that ^dt+dem+++=that
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
or ^cc++++=or
two ^cd++++=two
divided ^jj+++xvbn+=divided
only ^rb+down+++=only
by ^in++++=by
a ^ap++++=a
few ^ap"++++=few
seconds ^nns++++=seconds.
. ^zz++++=EXTRAWORD
A ^at++++=A
strong ^jj+atrb+++=strong
head ^nn++++=head-wind
- ^zz++++=EXTRAWORD
wind ^nn++++=EXTRAWORD
met ^vbd+++xvbn+=met
us ^pp1o+pp1+++=us
in ^in++++=in
the ^ati++++=the
Channel ^nn++++=Channel,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
backers ^nns+nom+++=backers
of ^in++++=of
daylight ^nn++++=daylight
had ^vb+hv+aux++=had
almost ^rb+hdg+splt++=almost
given ^vprf+++xvbnx+=given
up ^rb+phrv+++=up
hope ^nn++++=hope;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
dropped ^vbd+++xvbn+=dropped
in ^in++++=in
the ^ati++++=the
late ^jj+atrb+++=late
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
by ^in++++=by
the ^ati++++=the
log ^&fo++++=log
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
evidently ^rb++++=evidently
in ^in++++=in
for ^in++++=for
a ^at++++=a
close ^nn++++=close
finish ^vb++++=finish.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Olstein ^np++++=Olstein
had ^vbd+hvd+aux++=had
set ^vprf+++xvbnx+=set
his ^pp$+pp3+++=his
watch ^nn++++=watch
by ^in++++=by
the ^ati++++=the
ship ^nn++++=ship's
's ^vbz+bez+vrb++0=EXTRAWORD
chronometer ^jjr++++=chronometer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
consulted ^vbd+++xvbn+=consulted
it ^pp3+it+++=it
from ^in++++=from
minute ^nn++++=minute
to ^in++++=to
minute ^nn++++=minute.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stood ^vbd+++xvbnx+=stood
by ^in++++=by
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
binocular ^jj++++=binocular
in ^in++++=in
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
grew ^vbd+++xvbn+=grew
paler ^jjr++++=paler
with ^in++++=with
excitement ^nn+nom+++=excitement
as ^in++++=as
sunset ^nn++++=sunset
drew ^vbd+++xvbn+=drew
on ^in+ppvb+++=on
and ^cc++++=and
the ^ati++++=the
minutes ^nns++++=minutes
scored ^vbd+++xvbn+=scored
off ^in+pl+++=off
the ^ati++++=the
guesses ^nns+nom++??+=guesses
one ^pn++++=one
by ^in++++=by
one ^pn++++=one
from ^in++++=from
the ^ati++++=the
list ^nn++++=list.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
guess ^nn++++=guess
was ^vbd+bedz+vrb++=was
among ^in++++=among
the ^ati++++=the
last ^ap++++=last,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
actually ^rb+amp+++=actually
the ^ati++++=the
last ^ap++++=last
by ^in++++=by
half ^nn++++=half
a ^at++++=a
dozen ^cd++++=dozen.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
had ^vbd+hvd+aux++=had
reached ^vprf+++xvbnx+=reached
a ^at++++=a
point ^nn++++=point
when ^wrb+who+++=when
five ^cd++++=five
minutes ^nns++++=minutes
disposed ^vbd+++xvbn+=disposed
of ^in+ppvb+++=of
no ^at++++=no
less ^rbr++++=less
than ^in++++=than
nine ^cd++++=nine
guesses ^nns+nom++??+=guesses.
. ^zz++++=EXTRAWORD
The ^ati++++=The
weather ^nn++++=weather
was ^vbd+bedz+vrb++=was
dull ^jj+pred+++=dull:
: ^zz++++=EXTRAWORD
no ^at++++=no
one ^cd1++++=one
could ^md+pos+++=could
tell ^vb++++=tell
precisely ^rb++++=precisely
if ^cs+cnd+++=if
the ^ati++++=the
sun ^nn++++=sun
had ^vbd+hvd+aux++=had
sunk ^vprf+++xvbnx+=sunk
or ^cc++++=or
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
were ^vbd+bed+vrb++=were
certainly ^rb++++=certainly
within ^in++++=within
twenty ^cd++++=twenty
miles ^nns++++=miles
of ^in++++=of
the ^ati++++=the
rock ^nn++++=rock,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
by ^in++++=by
the ^ati++++=the
Nautical ^np+++??+=Nautical
Almanack ^np+++??+=Almanack,
, ^zz++++=EXTRAWORD
unless ^cs+cnd+++=unless
our ^pp$+pp1+++=our
chronometer ^jjr++++=chronometer
erred ^jj+++xvbn+=erred,
, ^zz++++=EXTRAWORD
the ^ati++++=the
light ^nn++++=light
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
flash ^vb++++=flash
out ^rp+pl+++=out
within ^in++++=within
sixty ^cd++++=sixty
seconds ^nns++++=seconds.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
within ^in++++=within
forty ^cd++++=forty
the ^ati++++=the
man ^nn++++=man
sang ^vbd+++xvbn+=sang
out ^rp+pl+++=out
from ^in++++=from
the ^ati++++=the
crow ^nn++++=crow's-nest,
's-nest, ^nn+++??+=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Olstein ^np++++=Olstein
would ^md+prd+++=would
lose ^vb++++=lose;
; ^zz++++=EXTRAWORD
after ^in++++=after
forty ^cd++++=forty
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
a ^at++++=a
whole ^jj+atrb+++=whole
minute ^nn++++=minute
and ^cc++++=and
a ^at++++=a
half ^nn++++=half
for ^in++++=for
a ^at++++=a
clear ^nn++++=clear
win ^vb++++=win.
. ^zz++++=EXTRAWORD
The ^ati++++=The
forty ^cd++++=forty
seconds ^nns++++=seconds
passed ^vbd+++xvbn+=passed.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Olstein ^np++++=Olstein
drew ^vbd+++xvbn+=drew
a ^at++++=a
long ^jj+atrb+++=long
breath ^nn++++=breath
of ^in++++=of
relief ^nn++++=relief.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc+cls+++=EXTRAWORD
why ^wrb+who+++=why
the ^ati++++=the
devil ^nn++++=devil
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
they ^pp3a+pp3+++=they
light ^nn++++=light
up ^rp++++=up?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
demanded ^vbd+vsua++xvbnx+=demanded
after ^in++++=after
a ^at++++=a
moment ^nn++++=moment.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
call ^vb++++=call
you ^pp2+pp2+++=you
to ^in++++=to
witness ^nns+nom+++=witness
what ^wdt+who+++=what
the ^ati++++=the
time ^nn++++=time
is ^vbz+bez+vrb++=is
by ^in++++=by
our ^pp$+pp1+++=our
chronometer ^jjr++++=chronometer.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
have ^vb+hv+aux++=have
it ^pp3+it+++=it
tested ^vbd+++xvbn+=tested
as ^ql++++=as
soon ^rb+tm+++=soon
as ^ql++++=as
I ^pp1a+pp1+++=I
step ^vb++++=step
ashore ^rb+cnj+++=ashore,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
wrong ^jj++++=wrong
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
complain ^vb+vpub+++=complain
to ^in++++=to
the ^ati++++=the
Company ^nn++++=Company;
; ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
send ^vb++++=send
the ^ati++++=the
Trinity ^np+nom+++=Trinity
House ^npl++++=House
a ^at++++=a
letter ^nn++++=letter'll
'll ^md+prd+++0=EXTRAWORD
lay ^jjb+++xvbn+=lay
those ^dt+dem+++=those
lighthouse ^nn++++=lighthouse
fellows ^nns++++=fellows
by ^in++++=by
the ^ati++++=the
heels ^nns++++=heels!
! ^zz++++=EXTRAWORD
Punctuality ^np+nom++??+=Punctuality,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
case ^nn++++=case
of ^in++++=of
shipping ^nn++++=shipping--life
-- ^--+clp+++=EXTRAWORD
life ^nn++++=EXTRAWORD
or ^cc++++=or
death ^nn++++=death--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
cry ^nn++++=cry
of ^in++++=of
the ^ati++++=the
man ^nn++++=man
in ^in++++=in
the ^ati++++=the
crow ^nn++++=crow's-nest
's-nest ^jjt++++0=EXTRAWORD
mingled ^jj+++xvbn+=mingled
with ^in++++=with
ours ^pp$$++++=ours
as ^in++++=as
a ^at++++=a
spark ^nn++++=spark
touched ^vbd+++xvbn+=touched
the ^ati++++=the
north ^nr+pl+++=north-eastern
- ^zz++++=EXTRAWORD
eastern ^jj+atrb+++=EXTRAWORD
horizon ^nn++++=horizon
almost ^rb+hdg+++=almost
ahead ^rb+pl+++=ahead
of ^in++++=of
us ^pp1o+pp1+++=us--trembled
-- ^--+clp+++=EXTRAWORD
trembled ^j+++xvbn+=EXTRAWORD
and ^cc+phrs+++=and
died ^jj+++xvbn+=died--shone
-- ^--+clp+++=EXTRAWORD
shone ^j+++xvbn+=EXTRAWORD
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed,
, ^zz++++=EXTRAWORD
more ^rbr++++=more
steadily ^rb++++=steadily--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
again ^rb+tm+++=again
was ^vbd+bedz+aux++=was
quenched ^vpsv++agls+xvbnx+=quenched.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Olstein ^np++++=Olstein
slapped ^vbd+++xvbn+=slapped
his ^pp$+pp3+++=his
thigh ^nn++++=thigh.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
won ^vprf+++xvbnx+=won
something ^pn++++=something
like ^in++++=like
ten ^cd++++=ten
pounds ^nns++++=pounds
and ^cc++++=and
was ^vbd+bedz+vrb++=was
a ^at++++=a
joyous ^jj+atrb+++=joyous
millionaire ^nn++++=millionaire.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
makes ^vbz++++=makes
twice ^rb++++=twice
in ^in++++=in
four ^cd++++=four
voyages ^nns+nom+++=voyages,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
proclaimed ^vbd+++xvbnx+=proclaimed.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
congratulated ^vbd+++xvbnx+=congratulated
him ^pp3o+pp3+++=him
and ^cc++++=and
strode ^vbd+++xvbn+=strode
forward ^rb++++=forward.
. ^zz++++=EXTRAWORD
A ^at++++=A
group ^nn++++=group
of ^in++++=of
third ^od++++=third-class
- ^zz++++=EXTRAWORD
class ^nn++++=EXTRAWORD
passengers ^nns+nom+++=passengers
had ^vbd+hvd+aux++=had
gathered ^vprf+++xvbnx+=gathered
by ^in++++=by
the ^ati++++=the
starboard ^nn++++=starboard
bow ^nn++++=bow.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
heard ^vprf+++xvbnx+=heard
the ^ati++++=the
cry ^nn++++=cry.
. ^zz++++=EXTRAWORD
To ^in++++=To
all ^abn++++=all
appearance ^nn+nom+++=appearance
they ^pp3a+pp3+++=they
might ^md+pos+++=might
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
an ^at++++=an
ordinary ^jj+atrb+++=ordinary
Whitechapel ^np++++=Whitechapel
crowd ^nn++++=crowd,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
even ^rb++++=even
now ^rn+tm+++=now
they ^pp3a+pp3+++=they
scarcely ^rb+down+++=scarcely
lifted ^vbd+++xvbn+=lifted
their ^pp$+pp3+++=their
voices ^nns++++=voices;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
whispered ^vbd+vpub++xvbnx+=whispered
and ^cc+phrs+++=and
pointed ^vbd+++xvbn+=pointed.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Eddystone ^np+++??+=Eddystone!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
singled ^vprf+++xvbn+=singled
out ^rp+pl+++=out
my ^pp$+pp1+++=my
friend ^nn++++=friend
the ^ati++++=the
baker ^nn++++=baker.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
I ^pp1a+pp1+++=I
could ^md+pos+++=could
reach ^vb++++=reach
him ^pp3o+pp3+++=him
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
broken ^vprf+++xvbnx+=broken
from ^in++++=from
the ^ati++++=the
group ^nn++++=group.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hailed ^vbd+++xvbnx+=hailed
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Without ^in++++=Without
seeming ^vb+seem++xvbg+=seeming
to ^to+vcmp+++=to
hear ^vbi+vprv+++=hear,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
disappeared ^vbd+seem++xvbnx+=disappeared
down ^rp++++=down
the ^ati++++=the
fore ^nn++++=fore-companion.
- ^zz++++=EXTRAWORD
companion ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
by ^in++++=by
and ^cc++++=and
by ^in++++=by
he ^pp3a+pp3+++=he
emerged ^vbd+++xvbnx+=emerged
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
a ^at++++=a
baby ^nn++++=baby
in ^in++++=in
his ^pp$+pp3+++=his
arms ^nns++++=arms.
. ^zz++++=EXTRAWORD
Evidently ^rb++++=Evidently
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
torn ^vprf+++xvbnx+=torn
it ^pp3+it+++=it
from ^in++++=from
its ^pp$+it+++=its
cot ^nn++++=cot.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
wife ^nn++++=wife
followed ^vbd+vprv++xvbn+=followed,
, ^zz++++=EXTRAWORD
weak ^jj++++=weak
and ^cc+phrs+++=and
protesting ^jj+++xvbg+=protesting.
. ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
raised ^j+++xvbn+=raised
a ^at++++=a
wail ^nn++++=wail
of ^in++++=of
querulous ^jj+atrb+++=querulous
protest ^nn++++=protest;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
hugged ^vbd+++xvbnx+=hugged
it ^pp3+it+++=it
to ^in++++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
running ^nvbg+++xvbg+=running
to ^in++++=to
the ^ati++++=the
ship ^nn++++=ship's
's ^$++++=EXTRAWORD
side ^nn++++=side
held ^vbd+vprv++xvbn+=held
it ^pp3+it+++=it
aloft ^rb++++=aloft.
. ^zz++++=EXTRAWORD
" ^zz++++="England,
england ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
baby ^nn++++=baby!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
turned ^vbd+++xvbn+=turned
its ^pp$+it+++=its
head ^nn++++=head,
, ^zz++++=EXTRAWORD
seeking ^vbg+++xvbg+=seeking
the ^ati++++=the
pillow ^nn++++=pillow
or ^cc++++=or
its ^pp$+it+++=its
mother ^nn++++=mother;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
would ^md+prd+++=would
not ^xnot++not++=not
look ^vb++++=look,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
broke ^vpsv++agls+xvbn+=broke
into ^in+ppvb+++=into
fresh ^jj++++=fresh
and ^cc+phrs+++=and
louder ^jjr+atrb+++=louder
wailing ^nvbg+++xvbg+=wailing.
. ^zz++++=EXTRAWORD
" ^zz++++="England!"
england ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
hugged ^vbd+++xvbnx+=hugged
it ^pp3+it+++=it
afresh ^rb++++=afresh.
. ^zz++++=EXTRAWORD
God ^np++++=God
knows ^vbz+vprv+++=knows
of ^in++++=of
what ^wdt+who+++=what
feeling ^xvbg+++xvbg+=feeling
sprang ^vbd+++xvbn+=sprang
the ^ati++++=the
tears ^nns++++=tears
that ^tht+rel+subj++=that
fell ^vbd+++xvbn+=fell
on ^in+ppvb+++=on
its ^pp$+it+++=its
face ^nn++++=face
and ^cc++++=and
baptized ^jj+++xvbn+=baptized
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
hushed ^jj++++=hushed
his ^pp$+pp3+++=his
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
lifting ^nvbg+++xvbg+=lifting
the ^ati++++=the
child ^nn++++=child
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
coaxed ^xvbn+++xvbn+=coaxed
it ^pp3+it+++=it
to ^to++++=to
look ^vbi++++=look--coaxed
-- ^--+clp+++=EXTRAWORD
coaxed ^xvbn+++xvbn+=EXTRAWORD
it ^pp3+it+++=it
with ^in++++=with
tears ^nns++++=tears
streaming ^vwbg+++xvbg+=streaming
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
a ^at++++=a
thrill ^nn++++=thrill
that ^tht+rel+subj++=that
would ^md+prd+++=would
not ^xnot++not++=not
be ^vb+be+aux++=be
denied ^vpsv++agls+xvbnx+=denied-"England,
- ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
england ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
baby ^nn++++=baby--England!"
-- ^--+clp+++=EXTRAWORD
england ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=THE
end ^nn++++=END.
. ^zz++++=EXTRAWORD
