About ^in++++=ABOUT
; ^zz++++=EXTRAWORD
winter ^nn++++=winter
and ^cc++++=and
summer ^nn++++=summer
passed ^vbd+++xvbn+=passed
away ^rp+pl+++=away!
! ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
come ^vb++++=come
and ^cc+phrs+++=and
go ^vb++++=go
just ^rb+emph+++=just
as ^ql++++=as
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
The ^ati++++=The
snow ^np++++=snow-flakes,
- ^zz++++=EXTRAWORD
flakes ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
apple ^nn++++=apple
blossom ^vb++++=blossom,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
leaves ^nns++++=leaves
fall ^nn++++=fall,
, ^zz++++=EXTRAWORD
each ^dt++++=each
in ^in++++=in
their ^pp$+pp3+++=their
turn ^nn++++=turn.
. ^zz++++=EXTRAWORD
Whew ^np+++??+=Whew!
! ^zz++++=EXTRAWORD
whew ^nn+++??+=whew!
! ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
pass ^vb++++=pass
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
as ^ql++++=as
men ^nns++++=men
pass ^vb++++=pass
too ^ql++++=too!
! ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
daughters ^nns+nom+++=daughters
were ^vbd+bed+vrb++=were
still ^rb+atrb+++=still
young ^jj+pred+++=young.
. ^zz++++=EXTRAWORD
Little ^ap++++=Little
Ida ^np+++??+=Ida,
, ^zz++++=EXTRAWORD
the ^ati++++=the
rose ^nn+++xvbn+=rose,
, ^zz++++=EXTRAWORD
as ^ql++++=as
lovely ^jj++++=lovely
to ^to++++=to
look ^vbi++++=look
at ^in++++=at
as ^ql++++=as
when ^wrb+who+++=when
the ^ati++++=the
shipbuilder ^nn++++=shipbuilder
turned ^vbd+++xvbn+=turned
his ^pp$+pp3+++=his
gaze ^nn++++=gaze
upon ^in++++=upon
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
often ^rb++++=often
took ^vbd+++xvbn+=took
hold ^nn++++=hold
of ^in++++=of
her ^pp$+pp3+++=her
long ^rb++++=long
brown ^jj+atrb+++=brown
hair ^nn++++=hair
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
stood ^vbd+++xvbnx+=stood
lost ^vbd+++xvbn+=lost
in ^in++++=in
thought ^vpsv++by+xvbn+=thought
by ^in++++=by
the ^ati++++=the
apple ^nn++++=apple-tree
- ^zz++++=EXTRAWORD
tree ^nn++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
garden ^nn++++=garden.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
never ^rb++++=never
noticed ^vprf+++xvbn+=noticed
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
showered ^vbd+++xvbnx+=showered
apple ^nn++++=apple-blossom
- ^zz++++=EXTRAWORD
blossom ^vb++++=EXTRAWORD
over ^in++++=over
her ^pp$+pp3+++=her
loosened ^vbd+++xvbn+=loosened
hair ^nn++++=hair;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
only ^ap+down+++=only
gazed ^jj+++xvbn+=gazed
at ^rb++++=at
the ^ati++++=the
red ^jj+atrb+++=red
sunset ^nn++++=sunset
against ^in++++=against
the ^ati++++=the
golden ^jj+atrb+++=golden
background ^nn++++=background
of ^in++++=of
the ^ati++++=the
sky ^nn++++=sky,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
dark ^jj+atrb+++=dark
trees ^nns++++=trees
and ^cc++++=and
bushes ^nns++++=bushes
of ^in++++=of
the ^ati++++=the
garden ^nn++++=garden.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
sister ^npt++++=sister
Johanna ^np+++??+=Johanna
was ^vbd+bedz+vrb++=was
like ^in++++=like
a ^at++++=a
tall ^jj+atrb+++=tall,
, ^zz++++=EXTRAWORD
stately ^jj+atrb+++=stately
lily ^np++++=lily;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
held ^vbd+vprv+tht0+xvbnx+=held
herself ^ppl+pp3+++=herself
as ^in++++=as
stiffly ^rb++++=stiffly
erect ^jj++++=erect
as ^ql++++=as
her ^pp3o+pp3+++=her
mother ^npt++++=mother,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
have ^vbi++++=have
the ^ati++++=the
same ^ap++++=same
dread ^nn++++=dread
of ^in++++=of
bending ^xvbg+++xvbg+=bending
her ^pp3o+pp3+++=her
stem ^nn++++=stem.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
liked ^vbd+++xvbnx+=liked
to ^to+vcmp+++=to
walk ^vbi++++=walk
in ^in++++=in
the ^ati++++=the
long ^rb++++=long
gallery ^nn+nom+++=gallery
where ^wrb+who+++=where
the ^ati++++=the
family ^nn++++=family
portraits ^nns++++=portraits
hung ^vbd+++xvbn+=hung.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ladies ^nns++++=ladies
were ^vbd+bed+aux++=were
painted ^vpsv++agls+xvbnx+=painted
in ^in++++=in
velvet ^nn++++=velvet
and ^cc++++=and
silk ^nn++++=silk,
, ^zz++++=EXTRAWORD
with ^in++++=with
tiny ^jj+atrb+++=tiny
pearl ^nn++++=pearl
embroidered ^vbd+++xvbn+=embroidered
caps ^nns++++=caps
on ^in++++=on
their ^pp$+pp3+++=their
braided ^jj+atrb+++=braided
tresses ^nns+nom++??+=tresses.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
husbands ^nns++++=husbands
were ^vbd+bed+vrb++=were
all ^abn++++=all
clad ^jj++++=clad
in ^in++++=in
steel ^nn++++=steel,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
in ^in++++=in
costly ^nn++++=costly
cloaks ^vbz+++??+=cloaks
lined ^vwbn+++xvbn+=lined
with ^in++++=with
squirrel ^nn++++=squirrel
skins ^nns++++=skins
and ^cc++++=and
stiff ^jj+atrb+++=stiff
blue ^nn++++=blue
ruffs ^nns++++=ruffs;
; ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
swords ^nns++++=swords
hung ^vbd+++xvbn+=hung
loosely ^rb++++=loosely
by ^in++++=by
their ^pp$+pp3+++=their
sides ^nns++++=sides.
. ^zz++++=EXTRAWORD
Where ^wrb+who+whq++=Where
would ^md+prd+++=would
Johanna ^vb++++=Johanna's
's ^$++++=EXTRAWORD
portrait ^nn++++=portrait
one ^cd1++++=one
day ^nn++++=day
hang ^nn++++=hang
on ^in++++=on
these ^dt+dem+++=these
walls ^nns++++=walls?
? ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
would ^md+prd+++=would
her ^pp$+pp3+++=her
noble ^jj+atrb+++=noble
husband ^nn++++=husband
look ^vb++++=look
like ^in+strn+++=like?
? ^zz++++=EXTRAWORD
These ^dt+pdem+++=These
were ^vbd+bed+vrb++=were
her ^pp$+pp3+++=her
thoughts ^nns++++=thoughts,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
even ^rb++++=even
spoke ^vbd+++xvbn+=spoke
them ^pp3o+pp3+++=them
aloud ^rb++++=aloud;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
her ^pp$+pp3+++=her
as ^ql++++=as
I ^pp1a+pp1+++=I
swept ^vbd+++xvbnx+=swept
through ^in++++=through
the ^ati++++=the
long ^jj+atrb+++=long
corridor ^nn++++=corridor
into ^in++++=into
the ^ati++++=the
gallery ^nn+nom+++=gallery,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
I ^pp1a+pp1+++=I
veered ^vbd+++xvbnx+=veered
round ^rb++++=round
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
' ^zz++++='Anna
anna ^np++++=EXTRAWORD
Dorothea ^np++++=Dorothea,
, ^zz++++=EXTRAWORD
the ^ati++++=the
pale ^nn++++=pale
hyacinth ^np++++=hyacinth,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
a ^at++++=a
child ^nn++++=child
of ^in++++=of
fourteen ^cd++++=fourteen,
, ^zz++++=EXTRAWORD
quiet ^nn++++=quiet
and ^cc++++=and
thoughtful ^jj++++=thoughtful.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
large ^jj+atrb+++=large
blue ^nn++++=blue
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
as ^ql++++=as
clear ^vb++++=clear
as ^ql++++=as
water ^nn++++=water,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
very ^ql+amp+++=very
solemn ^jj++++=solemn,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
childhood ^nn+nom+++=childhood's
's ^$++++=EXTRAWORD
smile ^nn++++=smile
still ^rb++++=still
played ^vbd+++xvbn+=played
upon ^in++++=upon
her ^pp$+pp3+++=her
lips ^nns++++=lips;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
blow ^vb++++=blow
it ^pp3+it+++=it
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
did ^vbd+dod+aux++=did
I ^pp1a+pp1+++=I
wish ^vb+vprv+++=wish
to ^to+vcmp+++=to
do ^vbi++++=do
so ^rb++++=so.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
used ^md"++pmd"++=used
to ^to++++=to
meet ^vb++++=meet
her ^pp$+pp3+++=her
in ^in++++=in
the ^ati++++=the
garden ^nn++++=garden,
, ^zz++++=EXTRAWORD
the ^ati++++=the
ravine ^nn++++=ravine,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
manor ^nn++++=manor
fields ^nns++++=fields.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
always ^rb++splt++=always
picking ^vbg+++xvbgx+=picking
flowers ^nns+nom+++=flowers
and ^cc++++=and
herbs ^nns++++=herbs,
, ^zz++++=EXTRAWORD
those ^dt+dem+++=those
she ^pp3a+pp3+++=she
knew ^vbd+vprv++xvbnx+=knew
her ^pp3o+pp3+++=her
father ^npt++++=father
could ^md+pos+++=could
use ^vb++++=use
for ^in++++=for
healing ^xvbg+++xvbg+=healing
drinks ^nns++++=drinks
and ^cc++++=and
potions ^nns+nom+++=potions.
. ^zz++++=EXTRAWORD
Waldemar ^np+++??+=Waldemar
Daa ^np+++??+=Daa
was ^vbd+bedz+vrb++=was
proud ^jj+pred+++=proud
and ^cc+phrs+++=and
conceited ^jj++++=conceited,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
also ^rb++splt++=also
learned ^vpsv++agls+xvbnx+=learned,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
knew ^vbd+vprv++xvbnx+=knew
a ^at++++=a
great ^jj+atrb+++=great
deal ^nn++++=deal
about ^in++++=about
many ^ap++++=many
things ^nns++++=things.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
could ^md+pos+++=could
see ^vb+vprv+tht0++=see
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
many ^ap++++=many
whispers ^nns+nom+++=whispers
went ^vbd+++xvbn+=went
about ^in+ppvb+++=about
as ^in++++=as
to ^in++++=to
his ^pp$+pp3+++=his
learning ^nvbg+++xvbg+=learning.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fire ^nn++++=fire
blazed ^vbd+++xvbn+=blazed
in ^in++++=in
his ^pp$+pp3+++=his
stove ^nn++++=stove
even ^rb++++=even
in ^in++++=in
summer ^nn++++=summer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
chamber ^nn++++=chamber
door ^nn++++=door
was ^vbd+bedz+aux++=was
locked ^vpsv++agls+xvbnx+=locked.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
went ^vbd+++xvbn+=went
on ^in++++=on
for ^in++++=for
days ^nns++++=days
and ^cc++++=and
nights ^nns++++=nights,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
talk ^nn++++=talk
much ^ap++++=much
about ^in++++=about
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
must ^md+nec+++=must
deal ^vb++++=deal
silently ^rb++++=silently
with ^in++++=with
the ^ati++++=the
forces ^nns++++=forces
of ^in++++=of
nature ^nn++++=nature.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
would ^md+prd+++=would
soon ^rb+tm+splt++=soon
discover ^nn+nom+++=discover
the ^ati++++=the
best ^nn++++=best
of ^in++++=of
everything ^pn++++=everything,
, ^zz++++=EXTRAWORD
the ^ati++++=the
red ^jj+atrb+++=red,
, ^zz++++=EXTRAWORD
red ^jj+atrb+++=red
gold ^nn++++=gold!
! ^zz++++=EXTRAWORD
' ^zz++++='This
this ^dt+pdem+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
why ^wrb+who+++=why
his ^pp$+pp3+++=his
chimney ^nn++++=chimney
flamed ^vbd+++xvbn+=flamed
and ^cc+phrs+++=and
smoked ^vbd+++xvbn+=smoked
and ^cc+phrs+++=and
sparkled ^vbd+++xvbn+=sparkled.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
' ^zz++++='Away
away ^rp+pl+++=EXTRAWORD
with ^in++++=with
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
away ^rp+pl+++=away!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sang ^vbd+++xvbnx+=sang
in ^in++++=in
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
the ^ati++++=the
chimney ^nn++++=chimney.
. ^zz++++=EXTRAWORD
Smoke ^nn++++=Smoke
smoke ^nn++++=smoke,
, ^zz++++=EXTRAWORD
embers ^nns++++=embers
and ^cc++++=and
ashes ^nns++++=ashes,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
all ^abn++++=all
it ^pp3+it+++=it
will ^md+prd+++=will
come ^vb++++=come
to ^in+strn+++=to!
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
will ^md+prd+++=will
burn ^vb++++=burn
yourself ^ppl+pp2+++=yourself
up ^rp++++=up
in ^in++++=in
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Whew ^np+++??+=Whew!
! ^zz++++=EXTRAWORD
whew ^nn+++??+=whew!
! ^zz++++=EXTRAWORD
away ^rp+pl+++=away
with ^in++++=with
it ^pp3+it+++=it!
! ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Waldemar ^np+++??+=Waldemar
Daa ^np+++??+=Daa
could ^md+pos+++=could
not ^xnot++not++=not
let ^vb+++xvbn+=let
it ^pp3+it+++=it
go ^vb++++=go.
. ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
fiery ^jj+atrb+++=fiery
steeds ^nns++++=steeds
in ^in++++=in
the ^ati++++=the
stable ^nn++++=stable,
, ^zz++++=EXTRAWORD
where ^wrb+who+whq++=where
were ^vbd+bed+vrb++=were
they ^pp3a+pp3+++=they?
? ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
gold ^nn++++=gold
and ^cc++++=and
silver ^jj+atrb+++=silver
plate ^nn++++=plate
in ^in++++=in
cupboard ^nn++++=cupboard
and ^cc++++=and
chest ^nn++++=chest,
, ^zz++++=EXTRAWORD
where ^wrb+who+whq++=where
was ^vbd+bedz+aux++=was
that ^dt+pdem+++=that?
? ^zz++++=EXTRAWORD
The ^ati++++=The
cattle ^nns++++=cattle,
, ^zz++++=EXTRAWORD
the ^ati++++=the
land ^nn++++=land,
, ^zz++++=EXTRAWORD
the ^ati++++=the
castle ^npl++++=castle
itself ^ppl++++=itself?
? ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
could ^md+pos+++=could
all ^rb++++=all
be ^vb+be+aux++=be
melted ^vpsv++agls+xvbnx+=melted
down ^rb+phrv+++=down
in ^in++++=in
the ^ati++++=the
crucible ^jj++++=crucible,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
yet ^rb++++=yet
no ^at++++=no
gold ^nn++++=gold
would ^md+prd+++=would
come ^vb++++=come.
. ^zz++++=EXTRAWORD
' ^zz++++='Barn
barn ^nn++++=EXTRAWORD
and ^cc++++=and
larder ^nn++++=larder
got ^vbd+++xvbn+=got
emptier ^jjr++++=emptier
and ^cc+phrs+++=and
emptier ^jjr++++=emptier.
. ^zz++++=EXTRAWORD
Fewer ^ap++++=Fewer
servants ^nns+nom+++=servants;
; ^zz++++=EXTRAWORD
more ^ql++++=more
mice ^nns++++=mice.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
pane ^nn+++??+=pane
of ^in++++=of
glass ^nn++++=glass
got ^vbd+++xvbn+=got
broken ^vbd+++xvbn+=broken
and ^cc++++=and
another ^dt++++=another
followed ^jj+++xvbn+=followed
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
need ^nn++++=need
for ^in++++=for
me ^pp1o+pp1+++=me
to ^to++++=to
go ^vbi++++=go
in ^in++++=in
by ^in++++=by
the ^ati++++=the
doors ^nns++++=doors,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
' ^zz++++='A
a ^at++++=EXTRAWORD
smoking ^jj+atrb++xvbg+=smoking
chimney ^nn++++=chimney
means ^in++++=means
a ^at++++=a
cooking ^jj+atrb++xvbg+=cooking
meal ^nn++++=meal,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
only ^ap+down+++=only
chimney ^nn++++=chimney
which ^whp+rel+subj++=which
smoked ^vbd+++xvbn+=smoked
here ^rn+pl+++=here
swallowed ^vbd+++xvbn+=swallowed
up ^rp++++=up
all ^rb++++=all
the ^ati++++=the
meals ^nns++++=meals,
, ^zz++++=EXTRAWORD
all ^abn++++=all
for ^in+cmpx+++=for
the ^in"++++=the
sake ^in"++++=sake
of ^in"++++=of
the ^ati++++=the
red ^jj+atrb+++=red
gold ^nn++++=gold.
. ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
blew ^vbd+++xvbnx+=blew
through ^in++++=through
the ^ati++++=the
castle ^nn++++=castle
gate ^nn++++=gate
like ^in++++=like
a ^at++++=a
watchman ^nn+nom+++=watchman
blowing ^vwbg+++xvbg+=blowing
his ^pp$+pp3+++=his
horn ^nn++++=horn,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
watchman ^nn+nom+++=watchman,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
twisted ^vbd+++xvbnx+=twisted
round ^rb++++=round
the ^ati++++=the
weather ^nn++++=weather-cock
- ^zz++++=EXTRAWORD
cock ^np++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
tower ^nn++++=tower
and ^cc++++=and
it ^pp3+it+++=it
creaked ^vbd+++xvbn+=creaked
as ^cs+sub+++=as
if ^cs+cnd+++=if
the ^ati++++=the
watchman ^nn+nom+++=watchman
up ^rp++++=up
there ^ex+pex+++=there
was ^vbd+bedz+aux++=was
snoring ^vbg+++xvbgx+=snoring,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
watchman ^nn+nom+++=watchman.
. ^zz++++=EXTRAWORD
Rats ^nns++++=Rats
and ^cc++++=and
mice ^nns++++=mice
were ^vbd+bed+vrb++=were
the ^ati++++=the
only ^ap+down+++=only
inhabitants ^nns+nom+++=inhabitants.
. ^zz++++=EXTRAWORD
Poverty ^nn++++=Poverty
laid ^vbd+++xvbn+=laid
the ^ati++++=the
table ^nn++++=table;
; ^zz++++=EXTRAWORD
poverty ^nn++++=poverty
lurked ^vbd+++xvbn+=lurked
in ^in++++=in
wardrobe ^nn++++=wardrobe
and ^cc++++=and
larder ^nn++++=larder.
. ^zz++++=EXTRAWORD
The ^ati++++=The
doors ^nns++++=doors
fell ^vbd+++xvbn+=fell
off ^in+pl+++=off
their ^pp$+pp3+++=their
hinges ^nns++++=hinges,
, ^zz++++=EXTRAWORD
cracks ^nns++++=cracks
and ^cc++++=and
crannies ^vbz+++??+=crannies
appeared ^vprf+++xvbn+=appeared
everywhere ^rb++++=everywhere;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
in ^in++++=in
and ^cc++++=and
out ^rp+pl+++=out,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
wind ^nn++++=wind,
, ^zz++++=EXTRAWORD
' ^zz++++='so
so ^ql++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
all ^abn++++=all
about ^in++++=about
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
hair ^nn++++=hair
and ^cc++++=and
the ^ati++++=the
beard ^nn++++=beard
of ^in++++=of
Waldemar ^np+++??+=Waldemar
Daa ^np+++??+=Daa
grew ^vbd+++xvbn+=grew
grey ^jj++++=grey,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
sorrow ^nn++++=sorrow
of ^in++++=of
his ^pp$+pp3+++=his
sleepless ^jj+atrb+++=sleepless
nights ^nns++++=nights,
, ^zz++++=EXTRAWORD
amid ^in++++=amid
smoke ^nn++++=smoke
and ^cc++++=and
ashes ^nns++++=ashes.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
skin ^nn++++=skin
grew ^vbd+++xvbn+=grew
grimy ^jj++++=grimy
and ^cc++++=and
yellow ^nn++++=yellow,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
greedy ^jj++++=greedy
for ^in++++=for
gold ^nn++++=gold,
, ^zz++++=EXTRAWORD
the ^ati++++=the
long ^rb++++=long
expected ^vbd+vprv++xvbn+=expected
gold ^nn++++=gold.
. ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
whistled ^vbd+++xvbnx+=whistled
through ^in++++=through
the ^ati++++=the
broken ^jj+atrb++xvbn+=broken
panes ^nns++++=panes
and ^cc++++=and
fissures ^nns+++??+=fissures;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
blew ^vbd+++xvbnx+=blew
into ^in++++=into
the ^ati++++=the
daughters ^nns+nom+++=daughters'
' ^zz++++=EXTRAWORD
chests ^nns++++=chests
where ^wrb+who+++=where
their ^pp$+pp3+++=their
clothes ^nns++++=clothes
lay ^vbd+++xvbn+=lay
faded ^jj+++xvbn+=faded
and ^cc+phrs+++=and
threadbare ^jj++++=threadbare;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had
to ^in++++=to
last ^ap++++=last
for ^rb++++=for
ever ^rb"++++=ever.
. ^zz++++=EXTRAWORD
A ^at++++=A
song ^nn++++=song
like ^in++++=like
this ^dt+pdem+++=this
had ^vb+hv+aux++=had
never ^rb++splt++=never
been ^vprf+ben+aux+xvbnx+=been
sung ^vpsv++agls+xvbnx+=sung
over ^in++++=over
the ^ati++++=the
cradles ^nns+++??+=cradles
of ^in++++=of
these ^dt+dem+++=these
children ^nns++++=children.
. ^zz++++=EXTRAWORD
A ^at++++=A
lordly ^jj+atrb+++=lordly
life ^nn++++=life
became ^vbd+++xvbn+=became
a ^at++++=a
woeful ^jj+atrb+++=woeful
life ^nn++++=life!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
the ^ati++++=the
only ^rb+down+++=only
one ^cd1++++=one
to ^to++++=to
sing ^vbi++++=sing
in ^in++++=in
the ^ati++++=the
castle ^nn++++=castle
now ^rn+tm+++=now,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
snowed ^vbd+++xvbnx+=snowed
them ^pp3o+pp3+++=them
up ^rp++++=up,
, ^zz++++=EXTRAWORD
for ^in++++=for
they ^pp3a+pp3+++=they
said ^vbd+vpub+tht0+xvbnx+=said
it ^pp3+it+++=it
gave ^vbd+++xvbn+=gave
warmth ^nn++++=warmth.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vb+hv+vrb++=had
no ^at++++=no
firewood ^nn+++??+=firewood,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
forest ^nn++++=forest
was ^vbd+bedz+aux++=was
cut ^vpsv++agls+xvbnx+=cut
down ^rb+phrv+++=down
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
should ^md+nec+++=should
have ^vb+hv+aux++=have
got ^vprf+++xvbnx+=got
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
biting ^jj+atrb++xvbg+=biting
frost ^nn++++=frost.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
I ^pp1a+pp1+++=I
had ^md"++pmd"++=had
to ^md+nec+++=to
keep ^vb++++=keep
rushing ^vbg+++xvbg+=rushing
through ^rb+phrv+++=through
the ^ati++++=the
crannies ^nns+++??+=crannies
and ^cc++++=and
passages ^nns+nom+++=passages
to ^to++++=to
keep ^vbi++++=keep
myself ^ppl+pp1+++=myself
lively ^jj++++=lively.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
stayed ^vbd+++xvbnx+=stayed
in ^in++++=in
bed ^nn++++=bed
to ^to++++=to
keep ^vbi++++=keep
themselves ^ppls+pp3+++=themselves
warm ^jj++++=warm,
, ^zz++++=EXTRAWORD
those ^dt+dem+++=those
noble ^jj+atrb+++=noble
ladies ^nns++++=ladies.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
father ^npt++++=father
crept ^vbd+++xvbn+=crept
about ^in++++=about
under ^in++++=under
a ^at++++=a
fur ^nn++++=fur
rug ^nn++++=rug.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
to ^to++++=to
bite ^vbi++++=bite,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
