If ^cs+cnd+++=If
gerasone ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
like ^in++++=like
Worcestershire ^np++++=Worcestershire
sauce ^nn++++=sauce,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
Lou ^vbi++++=Lou,
, ^zz++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
nervousness ^nns+nom+++=nervousness,
, ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi+vbi+aux++=be
pouring ^vbg+++xvbgx+=pouring
out ^rp+pl+++=out
into ^in++++=into
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
the ^ati++++=the
apartment ^nn+nom+++=apartment,
, ^zz++++=EXTRAWORD
through ^in++++=through
the ^ati++++=the
keyhole ^nn++++=keyhole
and ^cc++++=and
under ^in++++=under
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bottle ^nn++++=bottle
gurgled ^vbd+++xvbn+=gurgled
monotonously ^rb++++=monotonously.
. ^zz++++=EXTRAWORD
Suddenly ^rb+cnj+++=Suddenly,
, ^zz++++=EXTRAWORD
up ^rp++++=up
came ^vbd+++xvbn+=came
the ^ati++++=the
sound ^nn++++=sound
of ^in++++=of
music ^nn++++=music
from ^in++++=from
the ^ati++++=the
living ^jj+atrb++xvbg+=living
room ^nn++++=room
and ^cc++++=and
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
murmurs ^nns++++=murmurs
and ^cc++++=and
the ^ati++++=the
scraping ^nn++++=scraping
of ^in++++=of
chair ^nn++++=chair-legs
- ^zz++++=EXTRAWORD
legs ^nns++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
" ^zz++++="Thus
thus ^rb+cnj+++=EXTRAWORD
ends ^nns++++=ends,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
television ^nn++++=television
announcer ^nn+nom+++=announcer,
, ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
29,121 ^cd++++=29,121
st ^npt++++=st
chapter ^nn++++=chapter
in ^in++++=in
the ^ati++++=the
life ^nn++++=life
of ^in++++=of
your ^pp$+pp2+++=your
neighbors ^nns++++=neighbors
and ^cc++++=and
mine ^nn++++=mine,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Mcgarveys ^np+++??+=McGarveys."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Footsteps ^nns++++=Footsteps
were ^vbd+bed+aux++=were
coming ^vbg+++xvbgx+=coming
down ^rp++++=down
the ^ati++++=the
hall ^nn++++=hall.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
knock ^nn++++=knock
on ^in++++=on
the ^ati++++=the
bathroom ^nn++++=bathroom
door ^nn++++=door.
. ^zz++++=EXTRAWORD
" ^zz++++="Just
just ^rb+emph+++=EXTRAWORD
a ^at++++=a
sec ^npt++++=sec,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Lou ^np++++=Lou
cheerily ^rb++++=cheerily
called ^vbd+++xvbn+=called
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Desperately ^rb+cnj+++=Desperately,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
shook ^vbd+++xvbnx+=shook
the ^ati++++=the
big ^jj+atrb+++=big
bottle ^nn++++=bottle,
, ^zz++++=EXTRAWORD
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
speed ^vbi++++=speed
up ^rp++++=up
the ^ati++++=the
flow ^nn++++=flow.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
palms ^nns++++=palms
slipped ^vbd+++xvbn+=slipped
on ^in++++=on
the ^ati++++=the
wet ^jj+atrb+++=wet
glass ^nn++++=glass,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
heavy ^jj+atrb+++=heavy
bottle ^nn++++=bottle
smashed ^vbd+++xvbn+=smashed
on ^in++++=on
the ^ati++++=the
tile ^nn++++=tile
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
was ^vbd+bedz+aux++=was
pushed ^vpsv++agls+xvbnx+=pushed
open ^jj++++=open,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Gramps ^np+++??+=Gramps,
, ^zz++++=EXTRAWORD
dumbfounded ^j+++xvbn+=dumbfounded,
, ^zz++++=EXTRAWORD
stared ^j+++xvbn+=stared
at ^rb++++=at
the ^ati++++=the
incriminating ^jj+atrb++xvbg+=incriminating
mess ^nn++++=mess.
. ^zz++++=EXTRAWORD
Lou ^np++++=Lou
felt ^vbd+vprv++xvbn+=felt
a ^at++++=a
hideous ^jj+atrb+++=hideous
prickling ^nn+nom+++=prickling
sensation ^nn+nom+++=sensation
on ^in++++=on
his ^pp$+pp3+++=his
scalp ^nn++++=scalp
and ^cc++++=and
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
his ^pp$+pp3+++=his
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
grinned ^vbd+++xvbnx+=grinned
engagingly ^jj++++=engagingly
through ^in++++=through
his ^pp$+pp3+++=his
nausea ^nn++++=nausea
and ^cc++++=and,
, ^zz++++=EXTRAWORD
for ^in++++=for
want ^in"++++=want
of ^in"++++=of
anything ^pn++++=anything
remotely ^rb++++=remotely
resembling ^vbg+nom++xvbg+=resembling
a ^at++++=a
thought ^nn+++xvbn+=thought,
, ^zz++++=EXTRAWORD
waited ^j+++xvbn+=waited
for ^in++++=for
Gramps ^np+++??+=Gramps
to ^to++++=to
speak ^vbi++++=speak.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
boy ^nn++++=boy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Gramps ^np+++??+=Gramps
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
" ^zz++++="looks
looks ^nns++++=EXTRAWORD
like ^in++++=like
you ^pp2+pp2+++=you've
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
a ^rb++++=a
little ^rb"++++=little
tidying ^vbg+++xvbg+=tidying
up ^rp++++=up
to ^to++++=to
do ^vbi++++=do."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
all ^abn++++=all
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
turned ^vbd+++xvbnx+=turned
around ^rp++++=around,
, ^zz++++=EXTRAWORD
elbowed ^j+++xvbn+=elbowed
his ^pp$+pp3+++=his
way ^nn++++=way
through ^in++++=through
the ^ati++++=the
crowd ^nn++++=crowd
and ^cc++++=and
locked ^vbd+++xvbn+=locked
himself ^ppl+pp3+++=himself
in ^in++++=in
his ^pp$+pp3+++=his
bedroom ^nn++++=bedroom.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Fords ^nps++++=Fords
contemplated ^vwbn+++xvbn+=contemplated
Lou ^np++++=Lou
in ^in++++=in
incredulous ^jj+atrb+++=incredulous
silence ^nn+nom+++=silence
a ^at++++=a
moment ^nn++++=moment
longer ^rbr++++=longer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
hurried ^vbd+++xvbn+=hurried
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
living ^jj+atrb++xvbg+=living
room ^nn++++=room,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
some ^dti++++=some
of ^in++++=of
his ^pp$+pp3+++=his
horrible ^jj+atrb+++=horrible
guilt ^nn++++=guilt
would ^md+prd+++=would
taint ^vb++++=taint
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
looked ^vbd+++xvbnx+=looked
too ^ql++++=too
long ^rb++++=long.
. ^zz++++=EXTRAWORD
Morty ^np+++??+=Morty
stayed ^vbd+++xvbn+=stayed
behind ^in+pl+++=behind
long ^rb++++=long
enough ^qlp++++=enough
to ^to++++=to
give ^vbi++++=give
Lou ^np++++=Lou
a ^at++++=a
quizzical ^jj+atrb+++=quizzical,
, ^zz++++=EXTRAWORD
annoyed ^jj+atrb+++=annoyed
glance ^nn++++=glance.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
also ^rb++++=also
went ^vbd+++xvbn+=went
into ^in++++=into
the ^ati++++=the
living ^jj+atrb++xvbg+=living
room ^nn++++=room,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
only ^rb+down+++=only
Emerald ^nn++++=Emerald
standing ^vwbg+++xvbg+=standing
in ^in++++=in
the ^ati++++=the
doorway ^nn++++=doorway.
. ^zz++++=EXTRAWORD
Tears ^nns++++=Tears
streamed ^vbd+++xvbn+=streamed
over ^in++++=over
her ^pp$+pp3+++=her
cheeks ^nns++++=cheeks.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
poor ^jj+atrb+++=poor
lamb ^nn++++=lamb
please ^uh++++=please
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
look ^vb++++=look
so ^ql+emph+++=so
awful ^jj++++=awful!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
my ^pp$+pp1+++=my
fault ^nn++++=fault.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
put ^vbd+++xvbnx+=put
you ^pp2+pp2+++=you
up ^in+cmpx+++=up
to ^in"++++=to
this ^dt+dem+++=this
with ^in++++=with
my ^pp$+pp1+++=my
nagging ^jj+++xvbg+=nagging
about ^in++++=about
Gramps ^np+++??+=Gramps."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Lou ^np++++=Lou,
, ^zz++++=EXTRAWORD
finding ^vbg+++xvbg+=finding
his ^pp$+pp3+++=his
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
" ^zz++++="really
really ^rb+emph+++=EXTRAWORD
you ^pp2+pp2+++=you
did ^vbd+dod+vrb++=didn't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
Honest ^jj++++=Honest,
, ^zz++++=EXTRAWORD
Em ^np+++??+=Em,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
just ^rb+emph+++=just
" ^zz++++="
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
have ^md"++pmd"++=have
to ^md+nec+++=to
explain ^vb+vpub+++=explain
anything ^pn++++=anything
to ^in++++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
hon ^npt++++=hon.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
on ^in++++=on
your ^pp$+pp2+++=your
side ^nn++++=side,
, ^zz++++=EXTRAWORD
no ^at++++=no
matter ^nn++++=matter
what ^wdt+who+++=what."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
kissed ^vbd+++xvbnx+=kissed
him ^pp3o+pp3+++=him
on ^in++++=on
one ^cd1++++=one
cheek ^nn++++=cheek
and ^cc++++=and
whispered ^vpsv++agls+xvbn+=whispered
in ^in++++=in
his ^pp$+pp3+++=his
ear ^nn++++=ear,
, ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
murder ^nn++++=murder,
, ^zz++++=EXTRAWORD
hon ^npt++++=hon.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+aux++=have
killed ^vprf+++xvbnx+=killed
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
such ^abl++++=such
a ^at++++=a
terrible ^jj+atrb+++=terrible
thing ^nn++++=thing
to ^to++++=to
do ^vbi++++=do.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
just ^rb+emph+++=just
would ^md+prd+++=would
have ^vb+hv+aux++=have
fixed ^vprf+++xvbnx+=fixed
him ^pp3o+pp3+++=him
up ^rp++++=up
so ^ql++++=so
he ^pp3a+pp3+++0=he'd
'd ^md+prd+aux++=EXTRAWORD
be ^vb+be+vrb++=be
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
go ^vb++++=go
any ^dti++++=any
time ^nn++++=time
God ^np++++=God
decided ^vbd+vprv+tht0+xvbn+=decided
He ^pp3a+pp3+++=He
wanted ^vbd+++xvbnx+=wanted
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What's
what ^wdt+who+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
happen ^vb+++??+=happen
next ^ap++++=next,
, ^zz++++=EXTRAWORD
Em ^np+++??+=Em?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Lou ^np++++=Lou
hollowly ^jj++++=hollowly.
. ^zz++++=EXTRAWORD
" ^zz++++="What's
what ^wdt+who+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
he ^pp3a+pp3+++=he
going ^md"++pmd"++=going
to ^md+prd+++=to
do ^vb++++=do?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Lou ^np++++=Lou
and ^cc++++=and
Emerald ^nn++++=Emerald
stayed ^vbd+++xvbn+=stayed
fearfully ^rb++++=fearfully
awake ^jj++++=awake
almost ^rb+hdg+++=almost
all ^rb++++=all
night ^nn++++=night,
, ^zz++++=EXTRAWORD
waiting ^vbg+++xvbg+=waiting
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
what ^wdt+who+whcl++=what
Gramps ^np+++??+=Gramps
was ^vbd+bedz+aux++=was
going ^md"++pmd"++=going
to ^md+prd+++=to
do ^vb++++=do.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
not ^xnot++not++=not
a ^at++++=a
sound ^nn++++=sound
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from
the ^ati++++=the
sacred ^jj+atrb+++=sacred
bedroom ^nn++++=bedroom.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
hours ^nns++++=hours
before ^in++++=before
dawn ^nn++++=dawn,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
finally ^rb++++=finally
dropped ^vbd+++xvbn+=dropped
off ^rb+phrv+++=off
to ^to++++=to
sleep ^vbi++++=sleep.
. ^zz++++=EXTRAWORD
At ^rb++++=At
six ^cd++++=six
o ^zz++++=o'clock,
'clock, ^nn+++??+=EXTRAWORD
they ^pp3a+pp3+++=they
arose ^vbd+++xvbnx+=arose
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
for ^in++++=for
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
time ^nn++++=time
for ^in++++=for
their ^pp$+pp3+++=their
generation ^nn+nom+++=generation
to ^to++++=to
eat ^vbi++++=eat
breakfast ^nn++++=breakfast
in ^in++++=in
the ^ati++++=the
kitchenette ^nn+nom+++=kitchenette.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
spoke ^vbd+++xvbn+=spoke
to ^in++++=to
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vb+hv+vrb++=had
twenty ^cd++++=twenty
minutes ^nns++++=minutes
in ^in++++=in
which ^whp+rel+pied++=which
to ^to++++=to
eat ^vbi++++=eat,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
their ^pp$+pp3+++=their
reflexes ^nns++++=reflexes
were ^vbd+bed+aux++=were
so ^ql++++=so
dulled ^vpsv++by+xvbn+=dulled
by ^in++++=by
the ^ati++++=the
bad ^jj+atrb+++=bad
night ^nn++++=night
that ^tht+rel+obj++=that
they ^pp3a+pp3+++=they
had ^vb+hv+aux++=had
hardly ^rb+down+splt++=hardly
swallowed ^vprf+++xvbnx+=swallowed
two ^cd++++=two
mouthfuls ^nns+nom+++=mouthfuls
of ^in++++=of
egg ^nn++++=egg-type
- ^zz++++=EXTRAWORD
type ^nn++++=EXTRAWORD
processed ^vwbn+++xvbn+=processed
seaweed ^nn++++=seaweed
before ^cs+sub+++=before
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
time ^nn++++=time
to ^in++++=to
surrender ^nn+nom+++=surrender
their ^pp$+pp3+++=their
places ^nns++++=places
to ^in++++=to
their ^pp$+pp3+++=their
son ^nn++++=son's
's ^$++++=EXTRAWORD
generation ^nn+nom+++=generation.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
as ^ql++++=as
was ^vbd+bedz+vrb++=was
the ^ati++++=the
custom ^nn++++=custom
for ^in++++=for
whoever ^whp+who+++=whoever
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
most ^ql+emph+++=most
recently ^rb+tm+++=recently
disinherited ^jj+++xvbn+=disinherited,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
began ^vbd+++xvbnx+=began
preparing ^jj+++xvbg+=preparing
Gramps ^np+++??+=Gramps'
' ^zz++++=EXTRAWORD
breakfast ^nn++++=breakfast,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
would ^md+prd+++=would
presently ^rb+tm+++=presently
be ^vb+be+aux++=be
served ^vpsv++agls+xvbnx+=served
to ^in++++=to
him ^pp3o+pp3+++=him
in ^in++++=in
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
on ^in++++=on
a ^at++++=a
tray ^nn++++=tray.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
be ^vbi++vrb++=be
cheerful ^jj+pred+++=cheerful
about ^in++++=about
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
toughest ^jjt+atrb+++=toughest
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
job ^nn++++=job
was ^vbd+bedz+aux++=was
having ^vbg+hvg++xvbg+=having
to ^to++++=to
handle ^vbi++++=handle
the ^ati++++=the
honest ^jj++++=honest-to-God
- ^zz++++=EXTRAWORD
to ^to++++=EXTRAWORD
- ^zz++++=EXTRAWORD
god ^np++++=EXTRAWORD
eggs ^nns++++=eggs
and ^cc++++=and
bacon ^nn++++=bacon
and ^cc++++=and
oleomargarine ^nn+++??+=oleomargarine,
, ^zz++++=EXTRAWORD
on ^in++++=on
which ^whp+rel+pied++=which
Gramps ^np+++??+=Gramps
spent ^vbd+++xvbn+=spent
so ^pn++++=so
much ^ap++++=much
of ^in++++=of
the ^ati++++=the
income ^nn++++=income
from ^in++++=from
his ^pp$+pp3+++=his
fortune ^nn++++=fortune.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,"
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Emerald ^nn++++=Emerald,
, ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+aux++0=EXTRAWORD
not ^xnot++not++=not
going ^md"++pmd"++=going
to ^md+prd+++=to
get ^vb++++=get
all ^abn++++=all
panicky ^jj++++=panicky
until ^cs+sub+++=until
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
sure ^jj+pred+++=sure
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
something ^pn++++=something
to ^to++++=to
be ^vbi++vrb++=be
panicky ^jj+pred+++=panicky
about ^in+strn+++=about."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Maybe
maybe ^rb+hdg+++=EXTRAWORD
he ^pp3a+pp3+++=he
does ^vbz+doz+aux++=doesn't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
I ^pp1a+pp1+++=I
busted ^vbd+++xvbnx+=busted,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Lou ^np++++=Lou
said ^vbd+vpub++xvbn+=said
hopefully ^rb++++=hopefully.
. ^zz++++=EXTRAWORD
" ^zz++++="Probably
probably ^rb++++=EXTRAWORD
thinks ^vbz+vprv+tht0++=thinks
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
your ^pp$+pp2+++=your
watch ^nn++++=watch
crystal ^nn++++=crystal,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
offered ^xvbn+++xvbn+=offered
Eddie ^np++++=Eddie,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
son ^nn++++=son,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
toying ^vbg+++xvbgx+=toying
apathetically ^rb++++=apathetically
with ^in++++=with
his ^pp$+pp3+++=his
buckwheat ^nn+++??+=buckwheat-type
- ^zz++++=EXTRAWORD
type ^nn++++=EXTRAWORD
processed ^vwbn+++xvbn+=processed
sawdust ^nn++++=sawdust
cakes ^nns++++=cakes.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
get ^vb++++=get
sarcastic ^jj++++=sarcastic
with ^in++++=with
your ^pp$+pp2+++=your
father ^nn++++=father,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Em ^np+++??+=Em,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
talk ^vb++++=talk
with ^in++++=with
your ^pp$+pp2+++=your
mouth ^nn++++=mouth
full ^jj++++=full,
, ^zz++++=EXTRAWORD
either ^dtx++++=either."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'd
i ^pp1a+pp1+++0=EXTRAWORD
'd ^md+prd+vrb++=EXTRAWORD
like ^vb++++=like
to ^to+vcmp+++=to
see ^vbi+vprv+tht0++=see
anybody ^pn++++=anybody
take ^vb++++=take
a ^at++++=a
mouthful ^nn+nom+++=mouthful
of ^in++++=of
this ^dt+dem+++=this
stuff ^nn++++=stuff
and ^cc++++=and
not ^xnot++not++=not
say ^vb+vpub+++=say
something ^pn++++=something,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
complained ^vbd+vpub++xvbn+=complained
Eddie ^np++++=Eddie,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
73 ^cd++++=73.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
glanced ^vbd+++xvbnx+=glanced
at ^in++++=at
the ^ati++++=the
clock ^nn++++=clock.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
time ^nn++++=time
to ^to++++=to
take ^vbi++++=take
Gramps ^np+++??+=Gramps
his ^pp$+pp3+++=his
breakfast ^nn++++=breakfast,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yeah,
yeah ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+aux++=is,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Lou ^np++++=Lou
weakly ^rb++++=weakly.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
shrugged ^vbd+++xvbnx+=shrugged.
. ^zz++++=EXTRAWORD
" ^zz++++="Let's
let ^vb++++0=EXTRAWORD
us ^pp1o+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
the ^ati++++=the
tray ^nn++++=tray,
, ^zz++++=EXTRAWORD
Em ^np+++??+=Em."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We'll
we ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
both ^abx++++=both
go ^vb++++=go."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Walking ^vbg+++xvbg+=Walking
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
smiling ^jj+++xvbg+=smiling
bravely ^rb+cnj+++=bravely,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
found ^vbd+vprv++xvbnx+=found
a ^at++++=a
large ^jj+atrb+++=large
semi ^nn+++??+=semi-circle
- ^zz++++=EXTRAWORD
circle ^nn++++=EXTRAWORD
of ^in++++=of
long ^jj++++=long-faced
- ^zz++++=EXTRAWORD
faced ^vbd+++xvbn+=EXTRAWORD
Fords ^nps++++=Fords
standing ^vwbg+++xvbg+=standing
around ^rp++++=around
the ^ati++++=the
bedroom ^nn++++=bedroom
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Em ^np+++??+=Em
knocked ^vbd+++xvbn+=knocked.
. ^zz++++=EXTRAWORD
" ^zz++++="Gramps,"
gramps ^nns+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
called ^vbd+++xvbnx+=called
brightly ^rb+cnj+++=brightly,
, ^zz++++=EXTRAWORD
" ^zz++++="break-fast
break ^vb++++=EXTRAWORD
- ^zz++++=EXTRAWORD
fast ^rb++++=EXTRAWORD
is ^vbz+bez+vrb++=is
rea ^nn+++??+=rea-dy."
- ^zz++++=EXTRAWORD
dy ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
reply ^nn++++=reply
and ^cc++++=and
she ^pp3a+pp3+++=she
knocked ^vbd+++xvbnx+=knocked
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
harder ^jjr++++=harder.
. ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
swung ^vbd+++xvbn+=swung
open ^jj++++=open
before ^in++++=before
her ^pp$+pp3+++=her
fist ^nn++++=fist.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
