I ^pp1a+pp1+++=I.
be ^vb+be+vrb++=be
all ^abn++++=all
the ^ati++++=the
worse ^nn++++=worse
for ^in++++=for
the ^ati++++=the
journey ^nn++++=journey,
, ^zz++++=EXTRAWORD
especially ^rb++++=especially
in ^in++++=in
this ^dt+dem+++=this
weather ^nn++++=weather,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Edward ^np++++=Edward
Ivanovich ^np+++??+=Ivanovich
says ^vbz+vpub+++=says
the ^ati++++=the
same ^ap++++=same
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
say ^vb+vpub+++=say
to ^to+vcmp+++=to
turning ^vbg+++xvbg+=turning
back ^rb+phrv+++=back
home ^nr++++=home?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
too ^ql++++=too
angry ^jj++++=angry
to ^to+jcmp+++=to
speak ^vbi++++=speak.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
weather ^nn++++=weather
may ^md+pos+++=may
be ^vb+be+vrb++=be
better ^jjr+pred+++=better
presently ^rb+cnj+++=presently,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
could ^md+pos+++=could
postpone ^vb++++=postpone
the ^ati++++=the
journey ^nn++++=journey,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
would ^md+prd+++=would
then ^rn+tm+++=then
be ^vb+be+vrb++=be
better ^jjr+pred+++=better
we ^pp1a+pp1+++=we
might ^md+pos+++=might
all ^rb++splt++=all
go ^vb++++=go
together ^nn+nom+++=together."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Pardon
pardon ^nn++++=EXTRAWORD
me ^pp1o+pp1+++=me!
! ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=hadn't
n't ^xnot++not++0=EXTRAWORD
listened ^vbd+++xvbn+=listened
to ^in++++=to
you ^pp2+pp2+++=you
all ^rb++++=all
this ^dt+dem+++=this
time ^nn++++=time,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
might ^md+pos+++=might
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
in ^in++++=in
Berlin ^np++++=Berlin
by ^in++++=by
now ^rn+tm+++=now
and ^cc+phrs+++=and
quite ^rb++++=quite
well ^rb++++=well
again ^rb+tm+++=again."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
was ^vbd+bedz+aux++=was
to ^to++++=to
be ^vbi+vbi+aux++=be
done ^vpsv++agls+xvbnx+=done,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
angel ^nn++++=angel,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+tht0++=know
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
quite ^rb++++=quite
impossible ^jj+pred+++=impossible.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
would ^md+prd+++=would
only ^rb+down+splt++=only
stop ^vb++++=stop
at ^rb++++=at
home ^nr++++=home
for ^in++++=for
a ^at++++=a
month ^nn++++=month
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
would ^md+prd+++=would
get ^vb++++=get
ever ^rb++++=ever
so ^ql++++=so
much ^ap++++=much
better ^jjr++++=better,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
complete ^vb++++=complete
my ^pp$+pp1+++=my
business ^nns+nom+++=business,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
might ^md+pos+++=might
take ^vb++++=take
the ^ati++++=the
children ^nns++++=children."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
children ^nns++++=children
are ^vb+ber+vrb++=are
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
not ^xnot++not++=not."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But,
but ^cc++++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
think ^vb+vprv+++=think!
! ^zz++++=EXTRAWORD
What ^wdt+who+++=What
with ^in++++=with
this ^dt+dem+++=this
weather ^nn++++=weather,
, ^zz++++=EXTRAWORD
suppose ^vb+vprv+tht0++=suppose
you ^pp2+pp2+++=you
grew ^vbd+++xvbn+=grew
worse ^jjr++++=worse
on ^in++++=on
the ^ati++++=the
road ^npl++++=road
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
while ^cs+sub+++=while
at ^rb++++=at
home ^nr++++=home,
, ^zz++++=EXTRAWORD
at ^rb++++=at
any ^dti++++=any
rate ^nn++++=rate
. ^zz++++=.
. ^zz++++=.
. ^zz++++=."
" ^zz++++=EXTRAWORD
" ^zz++++="Home
home ^nr++++=EXTRAWORD
indeed ^rb++++=indeed!
! ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
only ^rb+down+splt++=only
die ^vb++++=die
at ^in++++=at
home ^nr++++=home,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
sick ^jj+atrb+++=sick
woman ^nn++++=woman
passionately ^rb++++=passionately.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
word ^nn++++=word
die ^vb++++=die
plainly ^rb++++=plainly
frightened ^jj+++xvbn+=frightened
her ^pp$+pp3+++=her
she ^pp3a+pp3+++=she
grew ^vbd+++xvbnx+=grew
silent ^jj++++=silent
and ^cc+phrs+++=and
looked ^jj+++xvbn+=looked
interrogatively ^jj++++=interrogatively
at ^rb++++=at
her ^pp3o+pp3+++=her
husband ^nn++++=husband.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
cast ^vbd+++xvbnx+=cast
down ^rp++++=down
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
and ^cc++++=and
was ^vbd+bedz+vrb++=was
silent ^jj+pred+++=silent.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mouth ^nn++++=mouth
of ^in++++=of
the ^ati++++=the
invalid ^nn++++=invalid
suddenly ^rb++++=suddenly
put ^vbd+++xvbn+=put
on ^rb+phrv+++=on
a ^at++++=a
childish ^jj+atrb+++=childish
pout ^nn++++=pout
and ^cc++++=and
the ^ati++++=the
tears ^nns++++=tears
flowed ^vbd+++xvbn+=flowed
from ^in++++=from
her ^pp$+pp3+++=her
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
husband ^nn++++=husband
covered ^vbd+++xvbn+=covered
his ^pp$+pp3+++=his
face ^nn++++=face
with ^in++++=with
his ^pp$+pp3+++=his
pocket ^nn++++=pocket-handkerchief,
- ^zz++++=EXTRAWORD
handkerchief ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
withdrew ^vpsv++agls+xvbn+=withdrew
from ^in++++=from
the ^ati++++=the
carriage ^nn+nom+++=carriage.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
go ^vb++++=go,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
invalid ^nn++++=invalid,
, ^zz++++=EXTRAWORD
raising ^jj+++xvbg+=raising
her ^pp3o+pp3+++=her
eyes ^nns++++=eyes
to ^in++++=to
heaven ^nn++++=heaven,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
folded ^vbd+++xvbnx+=folded
her ^pp3o+pp3+++=her
arms ^nns++++=arms
and ^cc++++=and
began ^vbd+++xvbn+=began
to ^to++++=to
mutter ^vbi++++=mutter
incoherently ^rb++++=incoherently:
: ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+whq++=EXTRAWORD
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
why ^wrb+who+whq++=why
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it
so ^ql++++=so?
? ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
God ^nn++++=God,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
God ^nn++++=God!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
tears ^nns++++=tears
flowed ^vbd+++xvbn+=flowed
still ^jj+pred+++=still
more ^rbr++++=more
violently ^rb++++=violently.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
prayed ^vbd+vsua++xvbnx+=prayed
long ^jj++++=long
and ^cc++++=and
fervently ^rb+cnj+++=fervently,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
her ^pp$+pp3+++=her
bosom ^nn++++=bosom
remained ^vbd+++xvbn+=remained
just ^rb+emph+++=just
as ^in++++=as
sick ^jj++++=sick
and ^cc++++=and
sore ^nn++++=sore;
; ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
sky ^nn++++=sky,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
fields ^nns++++=fields,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
road ^nn++++=road,
, ^zz++++=EXTRAWORD
everything ^pn++++=everything
remained ^vbd+++xvbn+=remained
just ^rb+emph+++=just
as ^ql++++=as
grey ^np++++=grey
and ^cc++++=and
dull ^jj++++=dull;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+dem+++=that
autumn ^nn++++=autumn
mist ^nn++++=mist
neither ^dt++neg++=neither
denser ^jjr++++=denser,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
thinner ^jjr++++=thinner,
, ^zz++++=EXTRAWORD
lay ^j+++xvbn+=lay
just ^rb+emph+++=just
as ^ql++++=as
before ^cs+sub+++=before
over ^in++++=over
the ^ati++++=the
mud ^nn++++=mud
of ^in++++=of
the ^ati++++=the
road ^nn++++=road
and ^cc++++=and
over ^in++++=over
the ^ati++++=the
roofs ^nns++++=roofs
of ^in++++=of
the ^ati++++=the
cottages ^nns+nom+++=cottages,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
over ^in++++=over
the ^ati++++=the
carriages ^nns+nom+++=carriages
and ^cc++++=and
the ^ati++++=the
sheepskins ^nns+++??+=sheepskins
of ^in++++=of
the ^ati++++=the
post ^nn++++=post-drivers
- ^zz++++=EXTRAWORD
drivers ^nns+nom+++=EXTRAWORD
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
conversing ^jj+++xvbg+=conversing
together ^nn+nom+++=together
with ^in++++=with
strong ^jj+atrb+++=strong
and ^cc+phrs+++=and
merry ^jj+atrb+++=merry
voices ^nns++++=voices,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
oiling ^nn++++=oiling
the ^ati++++=the
wheels ^nns++++=wheels
of ^in++++=of
the ^ati++++=the
vehicles ^nns++++=vehicles
and ^cc++++=and
putting ^jj+atrb++xvbg+=putting
fresh ^jj+atrb+++=fresh
horses ^nns++++=horses
to ^in+strn+++=to.
. ^zz++++=EXTRAWORD
Ii ^np+++??+=II.
. ^zz++++=EXTRAWORD
The ^ati++++=The
carriage ^nn+nom+++=carriage
was ^vbd+bedz+vrb++=was
ready ^jj+pred+++=ready,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
driver ^nn++++=driver
still ^rb+atrb+++=still
delayed ^jj+++xvbn+=delayed
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
entered ^vprf+++xvbnx+=entered
the ^ati++++=the
common ^jj+atrb+++=common
room ^nn++++=room
of ^in++++=of
the ^ati++++=the
posting ^jj+++xvbg+=posting-station.
- ^zz++++=EXTRAWORD
station ^nn+nom+++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
hot ^jj+pred+++=hot,
, ^zz++++=EXTRAWORD
stuffy ^jj++++=stuffy,
, ^zz++++=EXTRAWORD
dark ^jj++++=dark,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
oppressive ^jj++++=oppressive
in ^in++++=in
the ^ati++++=the
post ^nn++++=post-station
- ^zz++++=EXTRAWORD
station ^nn+nom+++=EXTRAWORD
room ^nn++++=room,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
smelt ^vbd+++xvbn+=smelt
of ^in++++=of
people ^nns++++=people,
, ^zz++++=EXTRAWORD
baked ^jj+atrb++xvbn+=baked
bread ^nn++++=bread,
, ^zz++++=EXTRAWORD
cabbage ^nn+nom+++=cabbage,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sheepskins ^nns+++??+=sheepskins.
. ^zz++++=EXTRAWORD
A ^ap++++=A
good ^ap"++++=good
many ^ap"++++=many
post ^nn++++=post-drivers
- ^zz++++=EXTRAWORD
drivers ^nns+nom+++=EXTRAWORD
were ^vbd+bed+vrb++=were
in ^in++++=in
the ^ati++++=the
living ^jj+++xvbg+=living-room,
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
cook ^nn++++=cook
was ^vbd+bedz+vrb++=was
busy ^jj+pred+++=busy
about ^in++++=about
the ^ati++++=the
stove ^nn++++=stove,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
on ^in++++=on
the ^ati++++=the
- ^zz++++=-stove
stove ^nn++++=EXTRAWORD
in ^in++++=in
sheepskins ^nns+++??+=sheepskins
lay ^vbd+++xvbn+=lay
a ^at++++=a
sick ^jj+atrb+++=sick
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="Uncle
uncle ^nn++++=EXTRAWORD
Khveder ^np+++??+=Khveder,
, ^zz++++=EXTRAWORD
Uncle ^nn++++=Uncle
Khveder ^np+++??+=Khveder,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
a ^at++++=a
( ^zz++++=(young
young ^jj++++=EXTRAWORD
fellow ^jjb++++=fellow,
, ^zz++++=EXTRAWORD
a ^at++++=a
post ^nn++++=post-driver
- ^zz++++=EXTRAWORD
driver ^nn++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
sheepskin ^nn+++??+=sheepskin
pelisse ^nn+++??+=pelisse
and ^cc++++=and
with ^in++++=with
his ^pp$+pp3+++=his
whip ^nn++++=whip
in ^in++++=in
his ^pp$+pp3+++=his
belt ^nn++++=belt,
, ^zz++++=EXTRAWORD
entering ^vbg+++xvbg+=entering
the ^ati++++=the
room ^nn++++=room
and ^cc++++=and
turning ^nvbg+++xvbg+=turning
towards ^in++++=towards
the ^ati++++=the
sick ^jj+atrb+++=sick
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
skulking ^vbg+++xvbg+=skulking
about ^rb++++=about
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
Fed ^jj+atrb++xvbn+=Fed'ka,
'ka, ^nn+++??+=EXTRAWORD
eh ^uh++++=eh?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
other ^ap++++=other
drivers ^nns+nom+++=drivers,
, ^zz++++=EXTRAWORD
" ^zz++++="don't
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+tht0++=know
the ^ati++++=the
carriage ^nn+nom+++=carriage
is ^vbz+bez+aux++=is
waiting ^vbg+++xvbgx+=waiting
for ^in++++=for
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
ask ^vbi++++=ask
him ^pp3o+pp3+++=him
for ^in++++=for
his ^pp$+pp3+++=his
boots ^nns++++=boots
as ^ql++++=as
mine ^pp$$++++=mine
are ^vb+ber+aux++=are
busted ^vpsv++agls+xvbnx+=busted,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
fellow ^jjb++++=fellow,
, ^zz++++=EXTRAWORD
throwing ^vbg+++xvbg+=throwing
back ^jjb++++=back
his ^pp$+pp3+++=his
hair ^nn++++=hair
and ^cc++++=and
thrusting ^vbg+++xvbg+=thrusting
his ^pp$+pp3+++=his
gauntlet ^nn+nom+++=gauntlet
gloves ^nns++++=gloves
into ^in++++=into
his ^pp$+pp3+++=his
girdle ^nn+++??+=girdle;
; ^zz++++=EXTRAWORD
" ^zz++++="hie,
hie ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
Uncle ^nn++++=Uncle
Khveder ^np+++??+=Khveder,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
you ^pp2+pp2+++=you
asleep ^jj++++=asleep?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
repeated ^vbd+++xvbnx+=repeated,
, ^zz++++=EXTRAWORD
marching ^vbg+++xvbg+=marching
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
stove ^nn++++=stove.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
sounded ^vbd+++xvbn+=sounded
a ^at++++=a
faint ^jj+atrb+++=faint
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
thin ^jj++++=thin,
, ^zz++++=EXTRAWORD
red ^jj++++=red-bearded
- ^zz++++=EXTRAWORD
bearded ^jj+atrb+++=EXTRAWORD
face ^nn++++=face
peeped ^vbd+++xvbn+=peeped
over ^in++++=over
the ^ati++++=the
stove ^nn++++=stove.
. ^zz++++=EXTRAWORD
A ^at++++=A
broad ^jj++++=broad,
, ^zz++++=EXTRAWORD
bleached ^j+++xvbn+=bleached,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wasted ^vbd+++xvbn+=wasted
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
covered ^j+++xvbn+=covered
with ^in++++=with
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
with ^in++++=with
an ^at++++=an
effort ^nn++++=effort
drew ^vbd+++xvbn+=drew
an ^at++++=an
armyak ^nn+++??+=armyak
over ^in++++=over
a ^at++++=a
skinny ^jj+atrb+++=skinny
shoulder ^nn+nom+++=shoulder,
, ^zz++++=EXTRAWORD
hardly ^rb+down+++=hardly
hidden ^vpsv++by+xvbn+=hidden
by ^in++++=by
a ^at++++=a
muddy ^jj+atrb+++=muddy
shirt ^nn++++=shirt.
. ^zz++++=EXTRAWORD
" ^zz++++="Give
give ^vb++++=EXTRAWORD
me ^pp1o+pp1+++=me
a ^at++++=a
drink ^nn++++=drink,
, ^zz++++=EXTRAWORD
brother ^nn++++=brother!
! ^zz++++=EXTRAWORD
What ^wdt+who+++=What's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
matter ^nn++++=matter?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj++++=young
fellow ^jjb++++=fellow
brought ^vbd+++xvbn+=brought
him ^pp3o+pp3+++=him
a ^at++++=a
pitcher ^nn++++=pitcher
full ^jj++++=full
of ^in++++=of
water ^nn++++=water.
. ^zz++++=EXTRAWORD
" ^zz++++="Look
look ^vb++++=EXTRAWORD
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
Teddy ^np++++=Teddy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
after ^in++++=after
a ^at++++=a
pause ^nn++++=pause,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
these ^dt+dem+++=these
new ^jj+atrb+++=new
boots ^nns++++=boots
of ^in++++=of
yours ^pp$$++++=yours
any ^dti++++=any
more ^ql++++=more
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
give ^vb++++=give
them ^pp3o+pp3+++0='em
to ^in++++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
walk ^nn++++=walk
about ^rp++++=about
any ^dti++++=any
more ^ql++++=more
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
will ^md+prd+++=will
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
sick ^jj+atrb+++=sick
man ^nn++++=man
bent ^vbd+++xvbn+=bent
his ^pp$+pp3+++=his
weary ^jj++++=weary
head ^jjb++++=head
over ^in++++=over
the ^ati++++=the
glazed ^jj+atrb++xvbn+=glazed
pitcher ^nn++++=pitcher
and ^cc++++=and,
, ^zz++++=EXTRAWORD
moistening ^vbg+++xvbg+=moistening
his ^pp$+pp3+++=his
sparse ^nn+++??+=sparse
pendent ^jj+atrb+++=pendent
moustaches ^nns++++=moustaches
in ^in++++=in
the ^ati++++=the
dark ^jj+atrb+++=dark
water ^nn++++=water,
, ^zz++++=EXTRAWORD
drank ^j+++xvbn+=drank
feebly ^rb++++=feebly
and ^cc+phrs+++=and
greedily ^rb++++=greedily.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
touzled ^jj+atrb++xvbn+=touzled
beard ^nn++++=beard
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
clean ^jj++++=clean,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
sunken ^jj+atrb+++=sunken,
, ^zz++++=EXTRAWORD
turbid ^jj+atrb+++=turbid
eyes ^nns++++=eyes
raised ^vbd+++xvbn+=raised
themselves ^ppls+pp3+++=themselves
with ^in++++=with
difficulty ^nn++++=difficulty
to ^in++++=to
the ^ati++++=the
young ^jj+atrb+++=young
fellow ^jjb+atrb+++=fellow's
's ^vbz+bez+vrb++0=EXTRAWORD
face ^nn++++=face.
. ^zz++++=EXTRAWORD
On ^in++++=On
withdrawing ^nn++++=withdrawing
from ^in++++=from
the ^ati++++=the
water ^nn++++=water
he ^pp3a+pp3+++=he
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
raise ^vbi++++=raise
his ^pp$+pp3+++=his
arm ^nn++++=arm
in ^to++++=in
order ^vb++++=order
to ^to+vcmp+++=to
wipe ^vb++++=wipe
dry ^jj++++=dry
his ^pp$+pp3+++=his
moist ^jj+atrb+++=moist
lips ^nns++++=lips
but ^cc++++=but
could ^md+pos+++=could
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dried ^jj+++xvbn+=dried
them ^pp3o+pp3+++=them
on ^in++++=on
the ^ati++++=the
sleeve ^nn++++=sleeve
of ^in++++=of
his ^pp$+pp3+++=his
armyak[1]instead ^nn+++??+=armyak[1]instead.
. ^zz++++=EXTRAWORD
In ^in++++=In
silence ^nn+nom+++=silence,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
breathing ^nvbg+++xvbg+=breathing
heavily ^rb++++=heavily
through ^in++++=through
his ^pp$+pp3+++=his
nose ^nn++++=nose,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
straight ^jj++++=straight
into ^in++++=into
the ^ati++++=the
eyes ^nns++++=eyes
of ^in++++=of
the ^ati++++=the
young ^jj++++=young
fellow ^jjb++++=fellow,
, ^zz++++=EXTRAWORD
rallying ^nvbg+++xvbg+=rallying
all ^abn++++=all
his ^pp$+pp3+++=his
strength ^nn++++=strength.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+vrb++=haven't
n't ^xnot++not++0=EXTRAWORD
promised ^jj+++xvbn+=promised
them ^pp3o+pp3+++=them
to ^in++++=to
anyone ^pn++++=anyone
else ^rb+cnj+++=else,
, ^zz++++=EXTRAWORD
have ^vb+hv+vrb++=have
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
youth ^nn++++=youth,
, ^zz++++=EXTRAWORD
" ^zz++++="it
it ^pp3+it+++=EXTRAWORD
does ^vbz+doz+vrb++=doesn't
n't ^xnot++not++0=EXTRAWORD
much ^ap++++=much
matter ^nn++++=matter.
. ^zz++++=EXTRAWORD
The ^ati++++=The
main ^jjb+atrb+++=main
thing ^nn++++=thing
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
mucky ^nn+++??+=mucky
out ^rp+pl+++=out
of ^in++++=of
doors ^nns++++=doors
and ^cc++++=and
I ^pp1a+pp1+++=I've
've ^vb+hv+vrb++0=EXTRAWORD
work ^nn++++=work
to ^to++++=to
do ^vbi++++=do,
, ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
myself ^ppl+pp1+++=myself
: ^zz++++=:
' ^zz++++='
Just ^rb+emph+++=Just
ask ^vb++++=ask
Teddy ^np++++=Teddy
for ^in++++=for
his ^pp$+pp3+++=his
boots ^nns++++=boots,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
them ^pp3o+pp3+++0='em
any ^dti++++=any
more ^rbr++++=more,
, ^zz++++=EXTRAWORD
anyhow ^rb+dspt+++=anyhow.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Now ^rn+tm+++=Now,
, ^zz++++=EXTRAWORD
say ^vb+vpub+++=say
yourself ^ppl+pp2+++=yourself
: ^zz++++=:
what ^wdt+who+++=what
good ^jj++++=good
are ^vb+ber+vrb++=are
they ^pp3a+pp3+++=they
to ^in++++=to
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
" ^zz++++="
Something ^pn++++=Something
in ^in++++=in
the ^ati++++=the
sick ^jj+atrb+++=sick
man ^nn++++=man's
's ^$++++=EXTRAWORD
breast ^nn++++=breast
overflowed ^vbd+++xvbn+=overflowed
and ^cc+phrs+++=and
