B.c ^rb++++=B.C.
put ^vpsv++agls+xvbn+=put
on ^rb+phrv+++=on
sackcloth ^nn+++??+=sackcloth
and ^cc++++=and
prayed ^vbd+vsua++xvbn+=prayed
aloud ^rb++++=aloud
for ^in++++=for
help ^nn++++=help,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
loud ^nn++++=loud
sounding ^vwbg+++xvbg+=sounding
of ^in++++=of
trumpets ^nns++++=trumpets,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Judas ^np+++??+=Judas
stood ^vbd+++xvbn+=stood
forth ^np++++=forth
before ^in++++=before
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
the ^ati++++=the
old ^jj+atrb+++=old
proclamation ^nn+nom+++=proclamation
that ^tht+rel+obj++=that
Moses ^np++++=Moses
had ^vb+hv+vrb++=had
long ^rb++++=long
ago ^rb++++=ago
decreed ^jj+++xvbn+=decreed,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
no ^at++++=no
one ^cd1++++=one
should ^md+nec+++=should
go ^vb++++=go
out ^rp+pl+++=out
to ^in++++=to
battle ^nn++++=battle
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
building ^vbg+++xvbgx+=building
a ^at++++=a
house ^nn++++=house,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
planting ^nvbg+++xvbg+=planting
a ^at++++=a
vineyard ^nn++++=vineyard,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
had ^vb+hv+aux++=had
just ^rb+emph+splt++=just
betrothed ^vprf+++xvbnx+=betrothed
a ^at++++=a
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
who ^whp+who+whq++=who
was ^vbd+bedz+aux++=was
fearful ^jj+pred+++=fearful
and ^cc+phrs+++=and
fainthearted ^jj+++xvbn+=fainthearted.
. ^zz++++=EXTRAWORD
All ^abn++++=All
these ^dt+pdem+++=these
were ^vbd+bed+aux++=were
to ^to++++=to
go ^vbi++++=go
home ^nr++++=home
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Judas ^np+++??+=Judas
had ^vb+hv+vrb++=had
6,000 ^cd++++=6,000
followers ^nns+nom+++=followers
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
this ^dt+dem+++=this
proclamation ^nn+nom+++=proclamation.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
only ^rb+down+++=only
3,000 ^cd++++=3,000
at ^in++++=at
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
day ^nn++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
but ^cc++++=but
poorly ^rb++++=poorly
armed ^jj+++xvbn+=armed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
told ^vbd+vpub++xvbnx+=told
them ^pp3o+pp3+++=them
of ^in++++=of
the ^ati++++=the
former ^ap++++=former
aid ^nn++++=aid
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
to ^in++++=to
their ^pp$+pp3+++=their
fathers ^nns+nom+++=fathers
in ^in++++=in
extremity ^nn+nom+++=extremity,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
made ^vwbn+++xvbn+=made
them ^pp3o+pp3+++=them
bold ^jj++++=bold
with ^in++++=with
his ^pp$+pp3+++=his
noble ^jj+atrb+++=noble
words ^nns++++=words.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
gave ^vbd+++xvbnx+=gave
them ^pp3o+pp3+++=them
for ^in++++=for
their ^pp$+pp3+++=their
watchword ^nn+++??+=watchword
' ^zz++++='the
the ^ati++++=EXTRAWORD
help ^nn++++=help
of ^in++++=of
God ^np++++=God',
', ^nn+++??+=EXTRAWORD
and ^cc++++=and
divided ^jj+++xvbn+=divided
the ^ati++++=the
leadership ^nn+nom+++=leadership
of ^in++++=of
the ^ati++++=the
band ^nn++++=band
between ^in++++=between
himself ^ppl+pp3+++=himself
and ^cc++++=and
his ^pp$+pp3+++=his
brothers ^nns+nom+++=brothers,
, ^zz++++=EXTRAWORD
appointing ^jj+++xvbg+=appointing
Eleazar ^np++++=Eleazar,
, ^zz++++=EXTRAWORD
the ^ati++++=the
youngest ^jjt++++=youngest,
, ^zz++++=EXTRAWORD
to ^to++++=to
read ^vbn+vprv++xvbn+=read
the ^ati++++=the
Holy ^jj+atrb+++=Holy
Book ^nn++++=Book.
. ^zz++++=EXTRAWORD
With ^in++++=With
these ^dt+dem+++=these
valiant ^jj+atrb+++=valiant
men ^nns++++=men,
, ^zz++++=EXTRAWORD
Judas ^np+++??+=Judas
set ^vbd+++xvbn+=set
up ^rb+phrv+++=up
his ^pp$+pp3+++=his
camp ^nn++++=camp;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
tidings ^nns++++=tidings
were ^vbd+bed+aux++=were
soon ^rb+tm+splt++=soon
brought ^vpsv++agls+xvbnx+=brought
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
Gorgias ^np+++??+=Gorgias,
, ^zz++++=EXTRAWORD
with ^in++++=with
5000 ^cd++++=5000
foot ^nn++++=foot
and ^cc++++=and
1000 ^cd++++=1000
horse ^nn++++=horse,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
the ^ati++++=the
main ^jjb+atrb+++=main
body ^nn++++=body
to ^to++++=to
fall ^vbi++++=fall
on ^in+ppvb+++=on
his ^pp$+pp3+++=his
little ^ap++++=little
camp ^nn++++=camp
by ^in++++=by
night ^nn++++=night.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
therefore ^rb+cnj+++=therefore
secretly ^rb++++=secretly
left ^vbd+++xvbn+=left
the ^ati++++=the
place ^nn++++=place
in ^in++++=in
the ^ati++++=the
twilight ^nn++++=twilight;
; ^zz++++=EXTRAWORD
so ^ql++++=so
that ^dt+pdem+++=that
when ^wrb+who+++=when
the ^ati++++=the
enemy ^nn++++=enemy
attacked ^vbd+++xvbn+=attacked
his ^pp$+pp3+++=his
camp ^nn++++=camp,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
found ^vbd+vprv+tht0+xvbnx+=found
it ^pp3+it+++=it
deserted ^vbd+++xvbn+=deserted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
supposing ^vbg+vprv++xvbg+=supposing
them ^pp3o+pp3+++=them
to ^to++++=to
be ^vbi+vbi+aux++=be
hid ^vpsv++agls+xvbnx+=hid
in ^in++++=in
the ^ati++++=the
mountains ^nns++++=mountains,
, ^zz++++=EXTRAWORD
proceeded ^j+++xvbn+=proceeded
hither ^rb++++=hither
in ^in++++=in
pursuit ^nn++++=pursuit
of ^in++++=of
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
in ^in++++=in
the ^ati++++=the
early ^jj+atrb+++=early
morning ^nn++++=morning
Judas ^np+++??+=Judas
and ^cc++++=and
his ^pp$+pp3+++=his
3,000 ^cd++++=3,000
men ^nns++++=men
were ^vbd+bed+vrb++=were
all ^abn++++=all
in ^in++++=in
battle ^nn++++=battle
array ^nn++++=array
in ^in++++=in
the ^ati++++=the
plains ^npls++++=plains,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
marching ^vbg+++xvbg+=marching
full ^jj++++=full
upon ^in++++=upon
the ^ati++++=the
enemy ^nn++++=enemy's
's ^$++++=EXTRAWORD
camp ^nn++++=camp
with ^in++++=with
trumpet ^nn++++=trumpet
sound ^nn++++=sound,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
them ^pp3o+pp3+++=them
by ^in++++=by
surprise ^nn++++=surprise
in ^in++++=in
the ^ati++++=the
absence ^nn+nom+++=absence
of ^in++++=of
Gorgias ^np+++??+=Gorgias
and ^cc++++=and
his ^pp$+pp3+++=his
choice ^nn++++=choice
troops ^nns++++=troops,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
utterly ^rb+amp+++=utterly
defeated ^jj+++xvbn+=defeated
and ^cc+phrs+++=and
put ^jj+++xvbn+=put
them ^pp3o+pp3+++=them
to ^in++++=to
flight ^nn++++=flight,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
without ^in++++=without
pursuing ^xvbg+++xvbg+=pursuing
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
since ^in++++=since
the ^ati++++=the
fight ^nn++++=fight
with ^in++++=with
Gorgias ^np+++??+=Gorgias
and ^cc++++=and
his ^pp$+pp3+++=his
5,000 ^cd++++=5,000
might ^md+pos+++=might
be ^vb+be+vrb++=be
yet ^rb++++=yet
to ^to++++=to
come ^vbi++++=come.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
as ^ql++++=as
Judas ^np+++??+=Judas
was ^vbd+bedz+aux++=was
reminding ^vbg+++xvbgx+=reminding
his ^pp$+pp3+++=his
men ^nns++++=men
of ^in++++=of
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
Gorgias ^np++++=Gorgias's
's ^$++++=EXTRAWORD
troops ^nns++++=troops
were ^vbd+bed+aux++=were
seen ^vpsv++agls+xvbnx+=seen
looking ^vbg+++xvbg+=looking
down ^rp++++=down
from ^in++++=from
the ^ati++++=the
mountains ^nns++++=mountains
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
wandering ^vbg+++xvbgx+=wandering
all ^abn++++=all
night ^nn++++=night;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
seeing ^vbg+vprv++xvbg+=seeing
their ^pp$+pp3+++=their
own ^ap++++=own
camp ^npl++++=camp
all ^abn++++=all
smoke ^nn++++=smoke
and ^cc++++=and
flame ^nn++++=flame,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
turned ^vbd+++xvbnx+=turned
and ^cc+phrs+++=and
fled ^vbd+++xvbn+=fled
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
Nine ^cd++++=Nine
thousand ^cd++++=thousand
of ^in++++=of
the ^ati++++=the
invaders ^nns+nom+++=invaders
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
slain ^nn+++??+=slain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
whole ^jj+atrb+++=whole
camp ^nn++++=camp,
, ^zz++++=EXTRAWORD
full ^jj++++=full
of ^in++++=of
arms ^nns++++=arms
and ^cc++++=and
treasures ^nns++++=treasures,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
hands ^nns++++=hands
of ^in++++=of
Judas ^np+++??+=Judas,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
there ^ex+pex+++=there
rested ^vbd+++xvbn+=rested
for ^in++++=for
a ^at++++=a
Sabbath ^nn++++=Sabbath
of ^in++++=of
glad ^jj+atrb+++=glad
thanksgiving ^nvbg+++xvbg+=thanksgiving,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
next ^ap++++=next
day ^nn++++=day
parted ^vbd+++xvbn+=parted
the ^ati++++=the
spoil ^vb++++=spoil,
, ^zz++++=EXTRAWORD
first ^rb++++=first
putting ^vbg+++xvbg+=putting
out ^rb+phrv+++=out
the ^ati++++=the
share ^nn++++=share
for ^in++++=for
the ^ati++++=the
widows ^nns++++=widows
and ^cc++++=and
orphans ^nns+nom+++=orphans
and ^cc++++=and
the ^ati++++=the
wounded ^jj+++xvbn+=wounded,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
dividing ^vbg+++xvbg+=dividing
the ^ati++++=the
rest ^nn++++=rest
among ^in++++=among
his ^pp$+pp3+++=his
warriors ^nns++++=warriors.
. ^zz++++=EXTRAWORD
As ^in++++=As
to ^in++++=to
the ^ati++++=the
slave ^nn++++=slave
merchants ^nns+nom+++=merchants,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
all ^abn++++=all
made ^xvbn+++xvbn+=made
prisoners ^nns+nom+++=prisoners,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
instead ^rb+cnj+++=instead
of ^in++++=of
giving ^xvbg+++xvbg+=giving
a ^at++++=a
talent ^nn++++=talent
for ^in++++=for
ninety ^cd++++=ninety
Jews ^nn++++=Jews,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
sold ^vpsv++agls+xvbnx+=sold
themselves ^ppls+pp3+++=themselves.
. ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
year ^nn++++=year
Lysias ^np+++??+=Lysias
came ^vbd+++xvbn+=came
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
was ^vbd+bedz+aux++=was
driven ^vpsv++agls+xvbnx+=driven
back ^jjb++++=back
and ^cc+phrs+++=and
defeated ^jj+++xvbn+=defeated
at ^rb++++=at
Bethshur ^np+++??+=Bethshur,
, ^zz++++=EXTRAWORD
four ^cd++++=four
or ^cc++++=or
five ^cd++++=five
miles ^nns++++=miles
south ^np+pl+++=south
of ^in++++=of
Bethlehem ^np+++??+=Bethlehem.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
now ^rn+tm+++=now
came ^vbd+++xvbn+=came
the ^ati++++=the
saddest ^jjt++++=saddest,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
the ^ati++++=the
greatest ^jjt++++=greatest,
, ^zz++++=EXTRAWORD
day ^nn++++=day
of ^in++++=of
Judas ^np++++=Judas's
's ^$++++=EXTRAWORD
life ^nn++++=life,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
ventured ^vbd+++xvbnx+=ventured
to ^to+vcmp+++=to
go ^vbi++++=go
back ^jjb++++=back
into ^in++++=into
the ^ati++++=the
holy ^jj+atrb+++=holy
city ^nn++++=city
and ^cc++++=and
take ^vb++++=take
possession ^nn++++=possession
of ^in++++=of
the ^ati++++=the
Temple ^nn++++=Temple
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
The ^ati++++=The
strong ^jj+atrb+++=strong
tower ^nn++++=tower
of ^in++++=of
Acra ^np+++??+=Acra,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
stood ^vbd+++xvbn+=stood
on ^in++++=on
a ^at++++=a
ridge ^nn++++=ridge
of ^in++++=of
Mount ^nn++++=Mount
Moriah ^np+++??+=Moriah
looking ^vwbg+++xvbg+=looking
down ^rp++++=down
on ^in++++=on
the ^ati++++=the
Temple ^np++++=Temple
rock ^npl++++=rock,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
still ^rb++splt++=still
held ^vpsv++by+xvbnx+=held
by ^in++++=by
the ^ati++++=the
Syrians ^np+++??+=Syrians,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
no ^at++++=no
means ^nn++++=means
of ^in++++=of
taking ^xvbg+++xvbg+=taking
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
and ^cc++++=and
his ^pp$+pp3+++=his
men ^nns++++=men
loved ^vbd+++xvbn+=loved
the ^ati++++=the
sanctuary ^nn+nom+++=sanctuary
too ^ql++++=too
well ^rb++++=well
to ^to++++=to
keep ^vbi++++=keep
away ^rb+phrv+++=away
from ^in"++++=from
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
again ^rb+tm+++=again
they ^pp3a+pp3+++=they
marched ^vbd+++xvbnx+=marched
up ^rp++++=up
the ^ati++++=the
steps ^nns++++=steps
and ^cc++++=and
slopes ^nns++++=slopes
that ^tht+rel+subj++=that
led ^vprf+++xvbn+=led
up ^rp++++=up
the ^ati++++=the
holy ^jj+atrb+++=holy
hill ^nn++++=hill.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
went ^vbd+++xvbnx+=went
up ^rp++++=up
to ^to++++=to
find ^vbi+vprv+tht0++=find
the ^ati++++=the
walls ^nns++++=walls
broken ^vbd+++xvbn+=broken,
, ^zz++++=EXTRAWORD
the ^ati++++=the
gates ^nns++++=gates
burnt ^vbd+++xvbn+=burnt,
, ^zz++++=EXTRAWORD
the ^ati++++=the
cloisters ^nns+nom+++=cloisters
and ^cc++++=and
priests ^nns++++=priests'
' ^zz++++=EXTRAWORD
chambers ^nns+nom+++=chambers
pulled ^vbd+++xvbn+=pulled
down ^rb+cnj+++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
courts ^nns++++=courts
thickly ^rb++++=thickly
grown ^vbd+++xvbn+=grown
with ^in++++=with
grass ^nn++++=grass
and ^cc++++=and
shrubs ^nns++++=shrubs,
, ^zz++++=EXTRAWORD
the ^ati++++=the
altar ^nn++++=altar
of ^in++++=of
their ^pp$+pp3+++=their
one ^cd1++++=one
true ^jj+atrb+++=true
God ^nn++++=God
with ^in++++=with
the ^ati++++=the
false ^jj+atrb+++=false
idol ^nn++++=idol
Jupiter ^np++++=Jupiter's
's ^$++++=EXTRAWORD
altar ^nn++++=altar
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
warriors ^nns++++=warriors,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
turned ^vprf+++xvbnx+=turned
three ^cd++++=three
armies ^nns++++=armies
to ^in++++=to
flight ^nn++++=flight,
, ^zz++++=EXTRAWORD
could ^md+pos+++=could
not ^xnot++not++=not
bear ^vb+vprv+++=bear
the ^ati++++=the
sight ^nn++++=sight.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
fell ^vbd+++xvbnx+=fell
down ^rp++++=down
on ^in++++=on
their ^pp$+pp3+++=their
faces ^nns++++=faces,
, ^zz++++=EXTRAWORD
threw ^jj+atrb++xvbn+=threw
dust ^nn++++=dust
on ^in++++=on
their ^pp$+pp3+++=their
heads ^nns++++=heads,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wept ^vbd+++xvbn+=wept
aloud ^rb++++=aloud
for ^in++++=for
the ^ati++++=the
desolation ^nn+nom+++=desolation
of ^in++++=of
their ^pp$+pp3+++=their
holy ^jj+atrb+++=holy
place ^nn++++=place.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
in ^in++++=in
the ^ati++++=the
midst ^nn++++=midst
Judas ^np+++??+=Judas
caused ^vbd+++xvbn+=caused
the ^ati++++=the
trumpets ^nns++++=trumpets
to ^in++++=to
sound ^nn++++=sound
an ^at++++=an
alarm ^nn++++=alarm.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
to ^to++++=to
do ^vbi++++=do
something ^pn++++=something
besides ^rb++++=besides
grieving ^jj+++xvbg+=grieving.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bravest ^nn++++=bravest
of ^in++++=of
them ^pp3o+pp3+++=them
were ^vbd+bed+aux++=were
set ^jj++agls+xvbnx+=set
to ^to+jcmp+++=to
keep ^vbi++++=keep
watch ^vb++++=watch
and ^cc++++=and
ward ^nn++++=ward
against ^in++++=against
the ^ati++++=the
Syrians ^np+++??+=Syrians
in ^in++++=in
the ^ati++++=the
tower ^nn++++=tower,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
chose ^vbd+++xvbnx+=chose
out ^rp+pl+++=out
the ^ati++++=the
most ^ql+emph+++=most
faithful ^np+nom+++=faithful
priests ^nns++++=priests
to ^in++++=to
cleanse ^nn+++??+=cleanse
out ^rp+pl+++=out
the ^ati++++=the
sanctuary ^nn+nom+++=sanctuary,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
renew ^vb++++=renew
all ^abn++++=all
that ^dt+pdem+++=that
could ^md+pos+++=could
be ^vb+be+aux++=be
renewed ^vpsv++agls+xvbnx+=renewed,
, ^zz++++=EXTRAWORD
making ^vbg+++xvbg+=making
new ^jj+atrb+++=new
holy ^jj+atrb+++=holy
vessels ^nns++++=vessels
from ^in++++=from
the ^ati++++=the
spoil ^nn++++=spoil
taken ^vwbn+++xvbn+=taken
in ^rb+phrv+++=in
Nicanor ^np++++=Nicanor's
's ^$++++=EXTRAWORD
camp ^nn++++=camp,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
setting ^nvbg+++xvbg+=setting
the ^ati++++=the
stones ^nns++++=stones
of ^in++++=of
the ^ati++++=the
profaned ^jj+atrb++xvbn+=profaned
altar ^nn++++=altar
apart ^rp++++=apart
while ^cs+sub+++=while
a ^at++++=a
new ^jj+atrb+++=new
one ^cd1++++=one
was ^vbd+bedz+aux++=was
raised ^vpsv++agls+xvbnx+=raised.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
third ^nn++++=third
anniversary ^nn+nom+++=anniversary
of ^in++++=of
the ^ati++++=the
great ^jj+atrb+++=great
profanation ^nn+nom+++=profanation,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Temple ^nn++++=Temple
was ^vbd+bedz+aux++=was
newly ^rb++splt++=newly
dedicated ^vpsv++agls+xvbnx+=dedicated,
, ^zz++++=EXTRAWORD
with ^in++++=with
songs ^nns++++=songs
and ^cc++++=and
hymns ^nns++++=hymns
of ^in++++=of
rejoicing ^xvbg+++xvbg+=rejoicing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
festival ^nn+nom+++=festival
day ^nn++++=day
was ^vbd+bedz+aux++=was
appointed ^vpsv++agls+xvbnx+=appointed,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
observed ^vpsv++by+xvbnx+=observed
by ^in++++=by
the ^ati++++=the
Jews ^nn++++=Jews
ever ^rb++++=ever
since ^in+strn+++=since.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Temple ^np++++=Temple
rock ^npl++++=rock
and ^cc++++=and
city ^nn++++=city
were ^vbd+bed+aux++=were
again ^rb+tm+splt++=again
fortified ^vpsv++agls+xvbnx+=fortified
so ^pn++++=so
as ^in++++=as
to ^to++++=to
be ^vbi++vrb++=be
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
hold ^vb+vprv+++=hold
out ^rp+pl+++=out
against ^in++++=against
their ^pp$+pp3+++=their
enemies ^nns++++=enemies,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+dem+++=this
year ^nn++++=year
and ^cc++++=and
the ^ati++++=the
next ^ap++++=next
were ^vbd+bed+vrb++=were
the ^ati++++=the
most ^ql+emph+++=most
prosperous ^jj++++=prosperous
of ^in++++=of
the ^ati++++=the
life ^nn++++=life
of ^in++++=of
the ^ati++++=the
loyal ^jj++++=loyal-hearted
- ^zz++++=EXTRAWORD
hearted ^jj+atrb+++=EXTRAWORD
Maccabee ^np+nom++??+=Maccabee.
. ^zz++++=EXTRAWORD
The ^ati++++=The
great ^jj+atrb+++=great
enemy ^nn++++=enemy
of ^in++++=of
the ^ati++++=the
Jews ^nn++++=Jews,
, ^zz++++=EXTRAWORD
Antiochus ^np+++??+=Antiochus
Epiphanes ^nns+nom++??+=Epiphanes,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
meantime ^nn++++=meantime
dying ^vwbg+++xvbg+=dying
in ^in++++=in
great ^jj+atrb+++=great
agony ^nn++++=agony
in ^in++++=in
Persia ^np++++=Persia,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
son ^nn++++=son
Antiochus ^np+++??+=Antiochus
Eupator ^np+++??+=Eupator
was ^vbd+bedz+aux++=was
set ^vpsv++agls+xvbnx+=set
on ^in++++=on
the ^ati++++=the
throne ^nn++++=throne
by ^in++++=by
Lysias ^np+++??+=Lysias,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
brought ^vbd+++xvbn+=brought
him ^pp3o+pp3+++=him
with ^in++++=with
an ^at++++=an
enormous ^jj+atrb+++=enormous
army ^nn++++=army
to ^to++++=to
reduce ^vbi++++=reduce
the ^ati++++=the
rising ^jj+++xvbg+=rising
in ^in++++=in
Judea ^np+++??+=Judea.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fight ^nn++++=fight
was ^vbd+bedz+vrb++=was
again ^rb+tm+++=again
at ^in++++=at
Bethshur ^np+++??+=Bethshur,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
Judas ^np+++??+=Judas
had ^vbd+hvd+aux++=had
built ^vprf+++xvbnx+=built
a ^at++++=a
strong ^jj+atrb+++=strong
fort ^nn++++=fort
on ^in++++=on
a ^at++++=a
point ^nn++++=point
of ^in++++=of
rock ^npl++++=rock
that ^tht+rel+++=that
guarded ^jj+++xvbn+=guarded
the ^ati++++=the
road ^nn++++=road
to ^in++++=to
Hebron ^np+++??+=Hebron.
. ^zz++++=EXTRAWORD
Lysias ^np+++??+=Lysias
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
take ^vbi++++=take
this ^dt+dem+++=this
fort ^nn++++=fort,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Judas ^np+++??+=Judas
came ^vbd+++xvbn+=came
to ^in++++=to
the ^ati++++=the
rescue ^nn++++=rescue
with ^in++++=with
his ^pp$+pp3+++=his
little ^jj+atrb+++=little
army ^nn++++=army,
, ^zz++++=EXTRAWORD
to ^to++++=to
meet ^vbi++++=meet
the ^ati++++=the
far ^rb+pl+++=far
mightier ^jjr++++=mightier
Syrian ^np+++??+=Syrian
force ^nn++++=force,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
made ^vpsv++agls+xvbnx+=made
more ^rbr++++=more
terrific ^jj++++=terrific
by ^in++++=by
possessing ^xvbg+++xvbg+=possessing
thirty ^cd++++=thirty
war ^nn++++=war
elephants ^nns+nom+++=elephants
imported ^vbd+++xvbn+=imported
from ^in++++=from
the ^ati++++=the
Indian ^jj+atrb+++=Indian
frontier ^nn+nom+++=frontier.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
of ^in++++=of
these ^dt+dem+++=these
creatures ^nns++++=creatures
carried ^vbd+++xvbn+=carried
a ^at++++=a
tower ^nn++++=tower
containing ^vwbg+++xvbg+=containing
thirty ^cd++++=thirty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
men ^nns++++=men
armed ^vbd+++xvbn+=armed
with ^in++++=with
darts ^nns+++??+=darts
and ^cc++++=and
javelins ^nns+++??+=javelins,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
Indian ^jj+atrb+++=Indian
driver ^nn++++=driver
on ^in++++=on
his ^pp$+pp3+++=his
neck ^nn++++=neck;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had
1000 ^cd++++=1000
foot ^nn++++=foot
and ^cc++++=and
500 ^cd++++=500
horse ^nn++++=horse
attached ^vbd+++xvbn+=attached
to ^in++++=to
the ^ati++++=the
special ^jj++++=special
following ^jj+++xvbg+=following
of ^in++++=of
the ^ati++++=the
