She ^pp3a+pp3+++=She
I ^pp1a+pp1+++=I
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
let ^vb+++xvbn+=let
you ^pp2+pp2+++=you
go ^vb++++=go.
. ^zz++++=EXTRAWORD
The ^ati++++=The
enemy ^nn++++=enemy
does ^vbz+doz+aux++=does
not ^xnot++not++=not
know ^vb+vprv+tht0++=know
peace ^nn++++=peace
is ^vbz+bez+vrb++=is
on ^in++++=on
yet ^rb+cnj+++=yet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
a ^at++++=a
lot ^nn++++=lot
of ^in++++=of
guerillas ^nns+++??+=guerillas--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
Chesterton ^np+++??+=Chesterton
shook ^vbd+++xvbn+=shook
his ^pp$+pp3+++=his
head ^nn++++=head
in ^in++++=in
pitying ^xvbg+++xvbg+=pitying
wonder ^nn++++=wonder.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
let ^vb+++xvbn+=let
me ^pp1o+pp1+++=me
go ^vb++++=go!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
exclaimed ^vbd+++xvbnx+=exclaimed.
. ^zz++++=EXTRAWORD
" ^zz++++="Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
General ^jj++++=General,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=haven't
n't ^xnot++not++0=EXTRAWORD
enough ^qlp++++=enough
men ^nns++++=men
in ^in++++=in
your ^pp$+pp2+++=your
command ^nn++++=command
to ^to++++=to
stop ^vbi++++=stop
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^in++++=as
for ^in"++++=for
the ^ati++++=the
Spaniards ^nn++++=Spaniards
and ^cc++++=and
guerillas ^nns+++??+=guerillas--!
-- ^--+clp+++=EXTRAWORD
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
homesick ^jj+pred+++=homesick,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
young ^jj+atrb+++=young
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
so ^ql+emph+++=so
damned ^jj+++xvbn+=damned
homesick ^jj++++=homesick
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
liable ^jj+pred+++=liable
to ^to+jcmp+++=to
die ^vbi++++=die
of ^in++++=of
it ^pp3+it+++=it
before ^cs+sub+++=before
the ^ati++++=the
transport ^nn++++=transport
gets ^vbz++++=gets
me ^pp1o+pp1+++=me
to ^in++++=to
Sandy ^jj+atrb+++=Sandy
Hook ^nn++++=Hook."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
shot ^vpsv++agls+xvbnx+=shot
up ^rp++++=up
by ^in++++=by
an ^at++++=an
outpost ^nn+++??+=outpost,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
growled ^vbd+++xvbn+=growled
the ^ati++++=the
general ^jj++++=general,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=will
be ^vb+be+vrb++=be
worse ^jjr+pred+++=worse
off ^rp+pl+++=off
than ^in++++=than
homesick ^nn++++=homesick.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
forty ^cd++++=forty
miles ^nns++++=miles
to ^in++++=to
Mayaguez ^np+++??+=Mayaguez.
. ^zz++++=EXTRAWORD
Better ^jjr++++=Better
wait ^vb++++=wait
till ^cs+sub+++=till
daylight ^nn++++=daylight.
. ^zz++++=EXTRAWORD
Where ^wrb+who+++=Where's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
sense ^nn++++=sense
of ^in++++=of
dying ^xvbg+++xvbg+=dying,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
the ^ati++++=the
fighting ^jj+atrb++xvbg+=fighting's
's ^vbz+bez+vrb++0=EXTRAWORD
over ^in+strn+++=over?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
catch ^vb++++=catch
that ^dt+dem+++=that
transport ^nn++++=transport
I ^pp1a+pp1+++=I
sure ^jj++++=sure
Will ^md+prd+++=WILL
die ^vb++++=die,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
laughed ^vbd+++xvbn+=laughed
Chesterton ^np+++??+=Chesterton.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
head ^nn++++=head
was ^vbd+bedz+aux++=was
bent ^vpsv++agls+xvbnx+=bent
and ^cc++++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
tugging ^vbg+++xvbgx+=tugging
at ^rb++++=at
his ^pp$+pp3+++=his
saddle ^nn++++=saddle
girths ^nns+++??+=girths.
. ^zz++++=EXTRAWORD
Apparently ^rb++++=Apparently
the ^ati++++=the
effort ^nn++++=effort
brought ^vbd+++xvbn+=brought
a ^at++++=a
deeper ^jjr+atrb+++=deeper
shadow ^nn++++=shadow
to ^in++++=to
his ^pp$+pp3+++=his
tan ^nn++++=tan,
, ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
nothing ^pn++++=nothing
else ^rb+cnj+++=else
can ^md+pos+++=can
kill ^vb++++=kill
me ^pp1o+pp1+++=me!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
a ^at++++=a
charm ^nn++++=charm,
, ^zz++++=EXTRAWORD
General ^jj++++=General,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
exclaimed ^vbd+++xvbnx+=exclaimed.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
had ^vb+hv+aux++=hadn't
n't ^xnot++not++0=EXTRAWORD
noticed ^vprf+++xvbn+=noticed
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
general ^nn++++=general.
. ^zz++++=EXTRAWORD
The ^ati++++=The
staff ^nn++++=staff
officers ^nns+nom+++=officers,
, ^zz++++=EXTRAWORD
according ^in+cmpx+++=according
to ^in++++=to
regulations ^nns+nom+++=regulations,
, ^zz++++=EXTRAWORD
laughed ^j+++xvbn+=laughed.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
not ^xnot++not++=not
that ^cs+sub+++=that
kind ^rb+hdg+++=kind
of ^rb"+hdg"+++=of
a ^at++++=a
charm ^nn++++=charm,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Chesterton ^np+++??+=Chesterton.
. ^zz++++=EXTRAWORD
" ^zz++++="Good-by,
good ^jj++++=EXTRAWORD
- ^zz++++=EXTRAWORD
by ^in+strn+++=EXTRAWORD
, ^zz++++=EXTRAWORD
General ^jj++++=General."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
road ^nn++++=road
was ^vbd+bedz+vrb++=was
hardly ^rb+down+++=hardly
more ^rbr++++=more
than ^in++++=than
a ^at++++=a
trail ^nn++++=trail,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
moon ^np++++=moon
made ^vbd+++xvbn+=made
it ^pp3+it+++=it
as ^ql++++=as
light ^jj++++=light
as ^ql++++=as
day ^np++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
cast ^vpsv++agls+xvbn+=cast
across ^in+pl+++=across
it ^pp3+it+++=it
black ^jj+atrb+++=black
tracings ^nns+++??+=tracings
of ^in++++=of
the ^ati++++=the
swinging ^jj+atrb++xvbg+=swinging
vines ^nns++++=vines
and ^cc++++=and
creepers ^nns+nom+++=creepers;
; ^zz++++=EXTRAWORD
while ^cs+sub+++=while
high ^jj++++=high
in ^in++++=in
the ^ati++++=the
air ^nn++++=air
it ^pp3+it+++=it
turned ^vbd+++xvbn+=turned
the ^ati++++=the
polished ^jj+atrb+++=polished
surface ^nn++++=surface
of ^in++++=of
the ^ati++++=the
palms ^nns++++=palms
into ^in++++=into
glittering ^jj+atrb+++=glittering
silver ^nn++++=silver.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
plunged ^vbd+++xvbnx+=plunged
into ^in++++=into
the ^ati++++=the
cool ^jj+atrb+++=cool
depths ^nns++++=depths
of ^in++++=of
the ^ati++++=the
forest ^nn++++=forest
Chesterton ^np+++??+=Chesterton
threw ^vbd+++xvbn+=threw
up ^rp++++=up
his ^pp$+pp3+++=his
arms ^nns++++=arms
and ^cc++++=and
thanked ^xvbn+++xvbn+=thanked
God ^np++++=God
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
moving ^vbg+++xvbgx+=moving
toward ^in++++=toward
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
The ^ati++++=The
luck ^nn++++=luck
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
accompanied ^vprf+++xvbnx+=accompanied
him ^pp3o+pp3+++=him
throughout ^in++++=throughout
the ^ati++++=the
campaign ^nn++++=campaign
had ^vbd+hvd+aux++=had
held ^vprf+++xvbnx+=held
until ^in++++=until
the ^ati++++=the
end ^nn++++=end.
. ^zz++++=EXTRAWORD
Had ^vb+hv+aux++=Had
he ^pp3a+pp3+++=he
been ^vprf+ben+aux+xvbnx+=been
forced ^vpsv++agls+xvbnx+=forced
to ^to+vcmp+++=to
wait ^vbi++++=wait
for ^in++++=for
a ^at++++=a
transport ^nn++++=transport,
, ^zz++++=EXTRAWORD
each ^dt++++=each
hour ^nn++++=hour
would ^md+prd+++=would
have ^vb+hv+aux++=have
meant ^vprf+++xvbnx+=meant
a ^at++++=a
month ^nn++++=month
of ^in++++=of
torment ^nn+nom+++=torment,
, ^zz++++=EXTRAWORD
an ^at++++=an
arid ^jj++++=arid,
, ^zz++++=EXTRAWORD
wasted ^xvbn+++xvbn+=wasted
place ^nn++++=place
in ^in++++=in
his ^pp$+pp3+++=his
life ^nn++++=life.
. ^zz++++=EXTRAWORD
As ^ql++++=As
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
with ^in++++=with
each ^dt++++=each
eager ^jj+atrb+++=eager
stride ^nn++++=stride
of ^in++++=of
El ^np++++=El
Capitan ^np+++??+=Capitan,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
little ^jj+atrb+++=little
Porto ^np+++??+=Porto
Rican ^np+++??+=Rican
pony ^nn++++=pony,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
brought ^vpsv++agls+xvbnx+=brought
closer ^rbr++++=closer
to ^in++++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
happy ^jj++++=happy
that ^tht+jcmp+++=that
as ^ql++++=as
he ^pp3a+pp3+++=he
galloped ^vbd+++xvbnx+=galloped
through ^in++++=through
the ^ati++++=the
dark ^jj+atrb+++=dark
shadows ^nps++++=shadows
of ^in++++=of
the ^ati++++=the
jungle ^nn++++=jungle
or ^cc++++=or
out ^rp+pl+++=out
into ^in++++=into
the ^ati++++=the
brilliant ^jj+atrb+++=brilliant
moonlight ^nn++++=moonlight
he ^pp3a+pp3+++=he
shouted ^vbd+vpub++xvbnx+=shouted
aloud ^rb++++=aloud
and ^cc++++=and
sang ^vbd+++xvbn+=sang;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
again ^rb+tm+++=again
as ^ql++++=as
he ^pp3a+pp3+++=he
urged ^vbd+vsua++xvbnx+=urged
El ^np++++=El
Capitan ^np+++??+=Capitan
to ^in++++=to
greater ^jjr+atrb+++=greater
bursts ^nns++++=bursts
of ^in++++=of
speed ^nn++++=speed,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
explained ^vbd+vpub++xvbnx+=explained
in ^in++++=in
joyous ^jj+atrb+++=joyous,
, ^zz++++=EXTRAWORD
breathless ^jj+atrb+++=breathless
phrases ^nns++++=phrases
why ^wrb+who+++=why
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
urged ^vbd+vsua++xvbnx+=urged
him ^pp3o+pp3+++=him
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is
wonderful ^jj+pred+++=wonderful
and ^cc++++=and
most ^ql+emph+++=most
beautiful ^jj++++=beautiful,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
most ^ql+emph+++=most
glorious ^jj+atrb+++=glorious
girl ^nn++++=girl
in ^in++++=in
all ^abn++++=all
the ^ati++++=the
world ^nn++++=world!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
kept ^vbd+++xvbnx+=kept
her ^pp$+pp3+++=her
waiting ^vbg+++xvbg+=waiting,
, ^zz++++=EXTRAWORD
even ^rb++++=even
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
El ^np++++=El
Capitan ^np+++??+=Capitan,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
be ^vb+be+vrb++=be
unworthy ^jj+pred+++=unworthy--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
I ^pp1a+pp1+++=I
might ^md+pos+++=might
lose ^vb++++=lose
her ^pp$+pp3+++=her!
! ^zz++++=EXTRAWORD
So ^ql++++=So
you ^pp2+pp2+++=you
see ^vb+vprv+tht0++=see
we ^pp1a+pp1+++=we
ride ^vb++++=ride
for ^in++++=for
a ^at++++=a
great ^jj+atrb+++=great
prize ^nn++++=prize!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
Spanish ^jj+atrb+++=Spanish
column ^nn++++=column
that ^tht+rel+++=that,
, ^zz++++=EXTRAWORD
the ^ati++++=the
night ^nn++++=night
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
driven ^vpsv++agls+xvbnx+=driven
from ^in++++=from
Adhuntas ^np+++??+=Adhuntas,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
in ^in++++=in
ignorance ^nn+nom+++=ignorance
of ^in++++=of
peace ^nn++++=peace,
, ^zz++++=EXTRAWORD
occupied ^j+++xvbn+=occupied
both ^abx++++=both
sides ^nns++++=sides
of ^in++++=of
the ^ati++++=the
valley ^nn++++=valley
through ^in++++=through
which ^whp+rel+pied++=which
ran ^vbd+++xvbn+=ran
the ^ati++++=the
road ^nn++++=road
to ^in++++=to
Mayaguez ^np+++??+=Mayaguez,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
ambush ^nn+++??+=ambush
by ^in++++=by
the ^ati++++=the
road ^npl++++=road
itself ^ppl++++=itself
had ^vbd+hvd+aux++=had
placed ^vprf+++xvbnx+=placed
an ^at++++=an
outpost ^nn+++??+=outpost
of ^in++++=of
two ^cd++++=two
men ^nns++++=men.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
was ^vbd+bedz+vrb++=was
a ^at++++=a
sharpshooter ^nn++++=sharpshooter
of ^in++++=of
the ^ati++++=the
picked ^jj+atrb++xvbn+=picked
corps ^nn++++=corps
of ^in++++=of
the ^ati++++=the
Guardia ^np+++??+=Guardia
Civile ^np+++??+=Civile,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
a ^at++++=a
sergeant ^nn+nom+++=sergeant
of ^in++++=of
the ^ati++++=the
regiment ^nn+nom+++=regiment
that ^tht+rel+++=that
lay ^jjb+++xvbn+=lay
hidden ^jj+++xvbn+=hidden
in ^in++++=in
the ^ati++++=the
heights ^nns++++=heights.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
the ^ati++++=the
Americans ^nns+nom+++=Americans
advanced ^vbd+++xvbn+=advanced
toward ^in++++=toward
Mayaguez ^np+++??+=Mayaguez,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
men ^nns++++=men
were ^vbd+bed+aux++=were
to ^to++++=to
wait ^vbi++++=wait
until ^cs+sub+++=until
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
the ^ati++++=the
column ^nn++++=column
drew ^vbd+++xvbn+=drew
abreast ^rb++++=abreast
of ^in++++=of
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
to ^in++++=to
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
The ^ati++++=The
report ^nn++++=report
of ^in++++=of
their ^pp$+pp3+++=their
rifles ^nns++++=rifles
would ^md+prd+++=would
be ^vb+be+vrb++=be
the ^ati++++=the
signal ^nn++++=signal
for ^in++++=for
those ^dt+dem+++=those
in ^in++++=in
the ^ati++++=the
hill ^npl++++=hill
above ^jjb++++=above
to ^to++++=to
wipe ^vbi++++=wipe
out ^rb+phrv+++=out
the ^ati++++=the
memory ^nn++++=memory
of ^in++++=of
Adhuntas ^np+++??+=Adhuntas.
. ^zz++++=EXTRAWORD
Chesterton ^np+++??+=Chesterton
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
riding ^vbg+++xvbgx+=riding
at ^rb++++=at
a ^at++++=a
gallop ^nn++++=gallop,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
reached ^vbd+++xvbnx+=reached
the ^ati++++=the
place ^nn++++=place
where ^wrb+who+++=where
the ^ati++++=the
men ^nns++++=men
lay ^vbd+++xvbn+=lay
in ^in++++=in
ambush ^nn+++??+=ambush,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
pulled ^vbd+++xvbnx+=pulled
El ^np++++=El
Capitan ^np+++??+=Capitan
to ^in++++=to
a ^at++++=a
walk ^nn++++=walk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
took ^vbd+++xvbn+=took
advantage ^nn+nom+++=advantage
of ^in++++=of
his ^pp$+pp3+++=his
first ^rb++++=first
breathing ^nvbg+++xvbg+=breathing
spell ^nn++++=spell
to ^in++++=to
light ^jj++++=light
his ^pp$+pp3+++=his
pipe ^nn++++=pipe.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
already ^rb++splt++=already
filled ^vprf+++xvbnx+=filled
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
now ^rn+tm+splt++=now
fumbling ^nvbg+++xvbg+=fumbling
in ^in++++=in
his ^pp$+pp3+++=his
pocket ^nn++++=pocket
for ^in++++=for
his ^pp$+pp3+++=his
match ^nn++++=match-box.
- ^zz++++=EXTRAWORD
box ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
match ^nn++++=match-box
- ^zz++++=EXTRAWORD
box ^nn++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
of ^in++++=of
wood ^npl++++=wood
such ^abl++++=such
as ^ql++++=as
one ^cd1++++=one
can ^md+pos+++=can
buy ^vb++++=buy,
, ^zz++++=EXTRAWORD
filled ^j+++xvbn+=filled
to ^in++++=to
the ^ati++++=the
brim ^nn++++=brim
with ^in++++=with
matches ^nns++++=matches,
, ^zz++++=EXTRAWORD
for ^in++++=for
one ^cd1++++=one
penny ^nn++++=penny.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
most ^ql+emph+++=most
precious ^jj+atrb+++=precious
possession ^nn++++=possession.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
early ^jj+atrb+++=early
days ^nns++++=days
of ^in++++=of
his ^pp$+pp3+++=his
interest ^nn++++=interest
in ^in++++=in
Miss ^npt++++=Miss
Armitage ^np+nom+++=Armitage,
, ^zz++++=EXTRAWORD
as ^ql++++=as
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
once ^rb+tm+splt++=once
setting ^vbg+++xvbgx+=setting
forth ^rb+phrv+++=forth
upon ^in++++=upon
a ^at++++=a
motor ^nn++++=motor
trip ^nn++++=trip,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
handed ^vprf+++xvbnx+=handed
it ^pp3+it+++=it
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Why,"
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
always ^rb++++=always
forget ^vb+vprv+++=forget
to ^to+vcmp+++=to
bring ^vbi++++=bring
any ^dti++++=any,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
simply ^rb+cnj+++=simply,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
have ^md"++pmd"++=have
to ^md+nec+++=to
borrow ^vb++++=borrow
some ^dti++++=some."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
other ^ap++++=other
men ^nns++++=men
in ^in++++=in
the ^ati++++=the
car ^nn++++=car,
, ^zz++++=EXTRAWORD
knowing ^vbg+vprv++xvbg+=knowing
this ^dt+dem+++=this
to ^to++++=to
be ^vbi++vrb++=be
a ^at++++=a
just ^rb+emph+++=just
reproof ^nn++++=reproof,
, ^zz++++=EXTRAWORD
laughed ^j+++xvbn+=laughed
sardonically ^rb+cnj+++=sardonically,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^in++++=at
the ^ati++++=the
laugh ^nn++++=laugh
the ^ati++++=the
girl ^nn++++=girl
had ^vbd+hvd+aux++=had
looked ^vprf+++xvbnx+=looked
up ^rp++++=up
in ^in++++=in
surprise ^nn++++=surprise.
. ^zz++++=EXTRAWORD
Chesterton ^np+++??+=Chesterton,
, ^zz++++=EXTRAWORD
seeing ^vbg+vprv++xvbg+=seeing
the ^ati++++=the
look ^nn++++=look,
, ^zz++++=EXTRAWORD
understood ^vpbn+vprv++xvbn+=understood
that ^tht+vcmp+++=that
her ^pp$+pp3+++=her
act ^nn++++=act,
, ^zz++++=EXTRAWORD
trifling ^jj++++=trifling
as ^ql++++=as
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
sincere ^jj++++=sincere,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
inspired ^vpsv++agls+xvbnx+=inspired
simply ^rb++++=simply
by ^in++++=by
thought ^nn+++xvbn+=thought
of ^in++++=of
his ^pp$+pp3+++=his
comfort ^nn++++=comfort.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
he ^pp3a+pp3+++=he
asked ^vbd+vsua+tht0+xvbnx+=asked
himself ^ppl+pp3+++=himself
why ^wrb+who+++=why
young ^jj+atrb+++=young
Miss ^npt++++=Miss
Armitage ^np+nom+++=Armitage
should ^md+nec+++=should
consider ^nn+nom+++=consider
his ^pp$+pp3+++=his
comfort ^nn++++=comfort,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
why ^wrb+who+++=why
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=did
consider ^nn+nom+++=consider
it ^pp3+it+++=it
should ^md+nec+++=should
make ^vb++++=make
him ^pp3o+pp3+++=him
so ^rb++++=so
extremely ^rb+amp+++=extremely
happy ^jj++++=happy.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
he ^pp3a+pp3+++=he
decided ^vbd+vprv+tht0+xvbnx+=decided
it ^pp3+it+++=it
must ^md+nec+++=must
be ^vb+be+vrb++=be
because ^cs+cos+++=because
she ^pp3a+pp3+++=she
loved ^vbd+++xvbnx+=loved
him ^pp3o+pp3+++=him
and ^cc++++=and
he ^pp3a+pp3+++=he
loved ^vbd+++xvbnx+=loved
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Having ^xvbg+++xvbg+=Having
arrived ^vbd+++xvbn+=arrived
at ^rb++++=at
that ^dt+dem+++=that
conclusion ^nn++++=conclusion,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
asked ^vprf++tht0+xvbnx+=asked
her ^pp$+pp3+++=her
to ^to++++=to
marry ^vbi++++=marry
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
upon ^in++++=upon
the ^ati++++=the
match ^nn++++=match-box
- ^zz++++=EXTRAWORD
box ^nn++++=EXTRAWORD
had ^vbd+hvd+aux++=had
marked ^vprf+++xvbnx+=marked
the ^ati++++=the
date ^nn++++=date
and ^cc++++=and
the ^ati++++=the
hour ^nn++++=hour.
. ^zz++++=EXTRAWORD
Since ^cs+sub+++=Since
then ^rn+tm+++=then
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
given ^vprf+++xvbnx+=given
him ^pp3o+pp3+++=him
many ^ap++++=many
pretty ^rb++++=pretty
presents ^vbz++++=presents,
, ^zz++++=EXTRAWORD
marked ^j+++xvbn+=marked
with ^in++++=with
her ^pp$+pp3+++=her
initials ^nns+nom+++=initials,
, ^zz++++=EXTRAWORD
marked ^j+++xvbn+=marked
with ^in++++=with
his ^pp$+pp3+++=his
crest ^nn++++=crest,
, ^zz++++=EXTRAWORD
with ^in++++=with
strange ^jj+atrb+++=strange
cabalistic ^jj+atrb+++=cabalistic
mottoes ^nns+++??+=mottoes
that ^tht+rel+subj++=that
meant ^vbd+vprv++xvbn+=meant
nothing ^pn++++=nothing
to ^in++++=to
any ^dti++++=any
one ^cd1++++=one
save ^cs+sub+++=save
themselves ^ppls+pp3+++=themselves.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
wooden ^jj+atrb+++=wooden
matchbox ^nn++++=matchbox
was ^vbd+bedz+vrb++=was
still ^rb++++=still
the ^ati++++=the
