1700 ^cd+date+++=1700
might ^md+pos+++=might
have ^vb+hv+aux++=have
turned ^vprf+++xvbnx+=turned
his ^pp$+pp3+++=his
back ^jjb++++=back
upon ^in++++=upon
the ^ati++++=the
peril ^nn++++=peril
without ^in++++=without
any ^dti++++=any
blame ^nn++++=blame;
; ^zz++++=EXTRAWORD
nay ^uh++++=nay,
, ^zz++++=EXTRAWORD
could ^md+pos+++=could
even ^rb++++=even
have ^vb+hv+aux++=have
pleaded ^vprf+++xvbnx+=pleaded
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Lys ^np++++=Lys'
' ^zz++++=EXTRAWORD
message ^nn+nom+++=message
as ^in++++=as
a ^at++++=a
duty ^nn++++=duty,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
who ^whp+who+whq++=who
had ^vb+hv+aux++=had
instead ^rb+cnj+splt++=instead
rushed ^vprf+++xvbnx+=rushed
foremost ^jj++++=foremost
into ^in++++=into
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
believe ^vb+vprv+++=believe
was ^vbd+bedz+vrb++=was
certain ^jj+atrb+++=certain
death ^nn++++=death.
. ^zz++++=EXTRAWORD
A ^at++++=A
meeting ^nvbg+++xvbg+=meeting
was ^vbd+bedz+aux++=was
held ^vpsv++agls+xvbnx+=held
in ^in++++=in
the ^ati++++=the
church ^nn++++=church
of ^in++++=of
St ^npt++++=St.
. ^zz++++=EXTRAWORD
Heliers ^nns+nom++??+=Heliers
to ^to++++=to
consider ^nn+nom+++=consider
of ^in++++=of
a ^at++++=a
testimonial ^nn++++=testimonial
of ^in++++=of
gratitude ^nn++++=gratitude
to ^in++++=to
these ^dt+dem+++=these
three ^cd++++=three
brave ^jj+atrb+++=brave
men ^nns++++=men
( ^zz++++=(it
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+aux++=is
to ^to++++=to
be ^vbi+vbi+aux++=be
hoped ^vpsv++agls+xvbnx+=hoped
that ^tht+vcmp+++=that
thankfulness ^nns+nom+++=thankfulness
to ^in++++=to
an ^at++++=an
overruling ^nn+nom+++=overruling
Providence ^np+nom++??+=Providence
was ^vbd+bedz+aux++=was
also ^rb++splt++=also
manifested ^vpsv++agls+xvbnx+=manifested
there ^rn+pl+++=there),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
500 ^cd++++=500
l ^zz++++=l.
. ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
voted ^vpsv++agls+xvbnx+=voted
to ^in++++=to
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Lys ^np++++=Lys,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
the ^ati++++=the
father ^nn++++=father
of ^in++++=of
a ^at++++=a
large ^jj+atrb+++=large
family ^nn++++=family;
; ^zz++++=EXTRAWORD
300 ^cd++++=300
l ^zz++++=l.
. ^zz++++=EXTRAWORD
to ^in++++=to
Edward ^np++++=Edward
Touzel ^np+++??+=Touzel;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
William ^np++++=William
Ponteney ^np+++??+=Ponteney
received ^vbd+++xvbn+=received,
, ^zz++++=EXTRAWORD
at ^in++++=at
his ^pp$+pp3+++=his
own ^ap++++=own
request ^nn++++=request,
, ^zz++++=EXTRAWORD
a ^at++++=a
life ^nn++++=life
annuity ^nn+nom+++=annuity
of ^in++++=of
20 ^cd++++=20
l ^zz++++=l.
. ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
gold ^nn++++=gold
medal ^nn++++=medal,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
declared ^vbd+vpub++xvbnx+=declared
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
rather ^rb++splt++=rather
continue ^vb++++=continue
to ^to++++=to
serve ^vbi++++=serve
the ^ati++++=the
King ^npt++++=King
as ^ql++++=as
a ^at++++=a
soldier ^nn++++=soldier
than ^in++++=than
be ^vb+be+aux++=be
placed ^vpsv++agls+xvbnx+=placed
in ^in++++=in
any ^dti++++=any
other ^ap++++=other
course ^nn++++=course
of ^in++++=of
life ^nn++++=life.
. ^zz++++=EXTRAWORD
In ^cs+sub+++=In
that ^cs"++++=that
same ^ap++++=same
year ^nn++++=year
( ^zz++++=(1804)
1804 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
the ^ati++++=the
same ^ap++++=same
daring ^jj+atrb++xvbg+=daring
endurance ^nn+nom+++=endurance
and ^cc++++=and
heroism ^nn+nom+++=heroism
were ^vbd+bed+aux++=were
evinced ^vpsv++by+xvbnx+=evinced
by ^in++++=by
the ^ati++++=the
officers ^nns+nom+++=officers
of ^in++++=of
H.m.s ^np++++=H.M.S.
. ^zz++++=EXTRAWORD
Hindostan ^np+nom++??+=Hindostan,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
on ^in++++=on
the ^ati++++=the
way ^nn++++=way
from ^in++++=from
Gibraltar ^np++++=Gibraltar
to ^to++++=to
join ^vbi++++=join
Nelson ^np++++=Nelson's
's ^$++++=EXTRAWORD
fleet ^nn++++=fleet
at ^rb++++=at
Toulon ^np+++??+=Toulon,
, ^zz++++=EXTRAWORD
the ^ati++++=the
cry ^nn++++=cry
of ^in++++=of
' ^zz++++='Fire!'
fire ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
heard ^vpsv++agls+xvbnx+=heard,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dense ^jj+atrb+++=dense
smoke ^nn++++=smoke
rose ^vbd+++xvbn+=rose
from ^in++++=from
the ^ati++++=the
lower ^jjr+atrb+++=lower
decks ^nns++++=decks,
, ^zz++++=EXTRAWORD
so ^rb++++=so
as ^in++++=as
to ^in"++++=to
render ^vb++++=render
it ^pp3+it+++=it
nearly ^rb+down+++=nearly
impossible ^jj++++=impossible
to ^to+jcmp+++=to
detect ^vbi++++=detect
the ^ati++++=the
situation ^nn+nom+++=situation
of ^in++++=of
the ^ati++++=the
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
and ^cc+phrs+++=and
again ^rb+tm+++=again
Lieutenants ^nns+nom++??+=Lieutenants
Tailour ^np+++??+=Tailour
and ^cc++++=and
Banks ^nns++++=Banks
descended ^vbd+++xvbn+=descended,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fell ^vbd+++xvbn+=fell
down ^rp++++=down
senseless ^jj++++=senseless
from ^in++++=from
the ^ati++++=the
stifling ^jj+atrb+++=stifling
smoke ^nn++++=smoke;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
were ^vbd+bed+aux++=were
carried ^vpsv++agls+xvbnx+=carried
on ^in++++=on
deck ^nn++++=deck,
, ^zz++++=EXTRAWORD
recovered ^j+++xvbn+=recovered
in ^in++++=in
the ^ati++++=the
free ^jj+atrb+++=free
air ^nn++++=air,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
returned ^vpsv++agls+xvbn+=returned
to ^in++++=to
vain ^jj+atrb+++=vain
endeavor ^nn++++=endeavor
of ^in++++=of
clearing ^xvbg+++xvbg+=clearing
the ^ati++++=the
powder ^nn++++=powder-room.
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
no ^at++++=no
man ^nn++++=man
could ^md+pos+++=could
long ^rb++++=long
preserve ^nn++++=preserve
his ^pp$+pp3+++=his
faculties ^nns++++=faculties
in ^in++++=in
the ^ati++++=the
poisonous ^jj+atrb+++=poisonous
atmosphere ^nn++++=atmosphere,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
two ^cd++++=two
lieutenants ^nns+nom+++=lieutenants
might ^md+pos+++=might
be ^vb+be+aux++=be
said ^vpsv++agls+xvbnx+=said
to ^to+vcmp+++=to
have ^vbi++vrb++=have
many ^ap++++=many
deaths ^nns++++=deaths
from ^in++++=from
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
the ^ati++++=the
fire ^nn++++=fire
gained ^vbd+++xvbn+=gained
so ^ql++++=so
much ^ap++++=much
head ^jjb++++=head,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
impossible ^jj+pred+++=impossible
to ^to+jcmp+++=to
save ^vbi++++=save
the ^ati++++=the
vessel ^nn++++=vessel,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
had ^vb+hv+vrb++=had
in ^in++++=in
the ^ati++++=the
meantime ^nn++++=meantime
been ^vprf+ben+aux+xvbn+=been
brought ^vpsv++agls+xvbnx+=brought
into ^in++++=into
the ^ati++++=the
Bay ^nn++++=Bay
of ^in++++=of
Rosas ^np+++??+=Rosas,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+vrb++=was
near ^in+pl+++=near
enough ^qlp++++=enough
to ^in++++=to
land ^nn++++=land
to ^to++++=to
enable ^vbi++++=enable
the ^ati++++=the
crew ^nn++++=crew
to ^to++++=to
escape ^vbi++++=escape
in ^in++++=in
boats ^nns++++=boats,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
having ^nn+nn+aux++=having
endured ^vwbn+++xvbn+=endured
the ^ati++++=the
fire ^nn++++=fire
six ^cd++++=six
hours ^nns++++=hours.
. ^zz++++=EXTRAWORD
Nelson ^np++++=Nelson
himself ^ppl+pp3+++=himself
wrote ^vbd+vprv++xvbn+=wrote:
: ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
preservation ^nn+nom+++=preservation
of ^in++++=of
the ^ati++++=the
crew ^nn++++=crew
seems ^vbz+seem+++=seems
little ^ap++++=little
short ^jj++++=short
of ^in++++=of
a ^at++++=a
miracle ^nn++++=miracle.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
read ^vb+vprv++xvbn+=read
such ^abl++++=such
a ^at++++=a
journal ^nn++++=journal
of ^in++++=of
exertions ^nns+nom+++=exertions
in ^in++++=in
my ^pp$+pp1+++=my
life ^nn++++=life.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Eight ^cd++++=Eight
years ^nns++++=years
after ^in+strn+++=after,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
taking ^nn++++=taking
of ^in++++=of
Ciudad ^np+++??+=Ciudad
Rodrigo ^np++++=Rodrigo,
, ^zz++++=EXTRAWORD
in ^in++++=in
1812 ^cd+date+++=1812,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
British ^jj+atrb+++=British
army ^nn++++=army
under ^in++++=under
Wellington ^np++++=Wellington,
, ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
William ^np++++=William
Jones ^np++++=Jones,
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
52 ^cd++++=52
nd ^zz++++=nd
Regiment ^nn+nom+++=Regiment,
, ^zz++++=EXTRAWORD
having ^xvbg+++xvbg+=having
captured ^vprf+++xvbn+=captured
a ^at++++=a
French ^jj+atrb+++=French
officer ^nn++++=officer,
, ^zz++++=EXTRAWORD
employed ^j+++xvbn+=employed
his ^pp$+pp3+++=his
prisoner ^nn+nom+++=prisoner
in ^in++++=in
pointing ^xvbg+++xvbg+=pointing
out ^rp+pl+++=out
quarters ^nns+nom+++=quarters
for ^in++++=for
his ^pp$+pp3+++=his
men ^nns++++=men.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Frenchman ^nn+nom+++=Frenchman
could ^md+pos+++=could
not ^xnot++not++=not
speak ^vb++++=speak
English ^nn++++=English,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Captain ^nn++++=Captain
Jones ^np++++=Jones--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
fiery ^jj+atrb+++=fiery
Welshman ^np+nom++??+=Welshman,
, ^zz++++=EXTRAWORD
whom ^whp+rel+obj++=whom
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
fashion ^nn++++=fashion
in ^in++++=in
the ^ati++++=the
regiment ^nn+nom+++=regiment
to ^in++++=to
term ^nn++++=term
' ^zz++++='Jack
jack ^np++++=EXTRAWORD
Jones ^np++++=Jones'--knew
'--knew ^nn+++??+=EXTRAWORD
no ^at++++=no
French ^jj++++=French;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
dumb ^jj++++=dumb
show ^vb+vprv+++=show
supplied ^vbd+++xvbn+=supplied
the ^ati++++=the
want ^nn++++=want
of ^in++++=of
language ^nn+nom+++=language,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
some ^dti++++=some
of ^in++++=of
the ^ati++++=the
company ^nn++++=company
were ^vbd+bed+aux++=were
lodged ^vpsv++agls+xvbnx+=lodged
in ^in++++=in
a ^at++++=a
large ^nn++++=large
store ^vb++++=store
pointed ^vbd+++xvbn+=pointed
out ^rp+pl+++=out
by ^in++++=by
the ^ati++++=the
Frenchman ^nn+nom+++=Frenchman,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
then ^rn+tm+++=then
led ^vbd+++xvbn+=led
the ^ati++++=the
way ^nn++++=way
to ^in++++=to
a ^at++++=a
church ^nn++++=church,
, ^zz++++=EXTRAWORD
near ^in+pl+++=near
which ^whp+rel+pied++=which
Lord ^npt++++=Lord
Wellington ^np++++=Wellington
and ^cc++++=and
his ^pp$+pp3+++=his
staff ^nn++++=staff
were ^vbd+bed+aux++=were
standing ^vbg+++xvbgx+=standing.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
no ^at++++=no
sooner ^rbr++++=sooner
had ^vb+hv+vrb++=had
the ^ati++++=the
guide ^nn++++=guide
stepped ^vbd+++xvbn+=stepped
into ^in++++=into
the ^ati++++=the
building ^jj+++xvbg+=building
than ^in++++=than
he ^pp3a+pp3+++=he
started ^vbd+++xvbnx+=started
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
crying ^nvbg+++xvbg+=crying,
, ^zz++++=EXTRAWORD
' ^zz++++='Sacre
sacre ^&fw++++=EXTRAWORD
bleu ^np++++=bleu!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
ran ^vbd+++xvbn+=ran
out ^rp+pl+++=out
in ^in++++=in
the ^ati++++=the
utmost ^nn++++=utmost
alarm ^vb++++=alarm.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Welsh ^jj+atrb+++=Welsh
captain ^npt++++=captain,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
went ^j+++xvbn+=went
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
perceived ^vbd+vprv++xvbn+=perceived
that ^tht+vcmp+++=that
the ^ati++++=the
church ^npl++++=church
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
used ^vpsv++agls+xvbnx+=used
as ^ql++++=as
a ^at++++=a
powder ^nn++++=powder-magazine
- ^zz++++=EXTRAWORD
magazine ^nn++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
French ^nn++++=French;
; ^zz++++=EXTRAWORD
barrels ^nns++++=barrels
were ^vbd+bed+aux++=were
standing ^vbg+++xvbgx+=standing
round ^rb+cnj+++=round,
, ^zz++++=EXTRAWORD
samples ^nns++++=samples
of ^in++++=of
their ^pp$+pp3+++=their
contents ^nns++++=contents
lay ^vbd+++xvbn+=lay
loosely ^rb++++=loosely
scattered ^xvbn+++xvbn+=scattered
on ^in++++=on
the ^ati++++=the
pavement ^nn+nom+++=pavement,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
midst ^nn++++=midst
was ^vbd+bedz+vrb++=was
a ^at++++=a
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
probably ^rb++++=probably
lighted ^vpsv++by+xvbn+=lighted
by ^in++++=by
some ^dti++++=some
Portuguese ^jj+atrb+++=Portuguese
soldiers ^nns+nom+++=soldiers.
. ^zz++++=EXTRAWORD
Forthwith ^rb++++=Forthwith
Captain ^npt++++=Captain
Jones ^np++++=Jones
and ^cc++++=and
the ^ati++++=the
sergeant ^nn+nom+++=sergeant
entered ^vbd+++xvbn+=entered
the ^ati++++=the
church ^nn++++=church,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
up ^rp++++=up
the ^ati++++=the
burning ^jj+atrb++xvbg+=burning
embers ^nns++++=embers
brand ^nn++++=brand
by ^in++++=by
brand ^nn++++=brand,
, ^zz++++=EXTRAWORD
bore ^j+++xvbn+=bore
them ^pp3o+pp3+++=them
safe ^jj++++=safe
over ^in++++=over
the ^ati++++=the
scattered ^jj+atrb++xvbn+=scattered
powder ^nn++++=powder,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
church ^nn++++=church,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thus ^rb+cnj+++=thus
averted ^vbd+++xvbn+=averted
what ^wdt+who+++=what
might ^md+pos+++=might
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
most ^ql+emph+++=most
terrific ^jj+atrb+++=terrific
disaster ^nn+nom+++=disaster
that ^tht+rel+subj++=that
could ^md+pos+++=could
have ^vb+hv+aux++=have
befallen ^vprf+++xvbn+=befallen
our ^pp$+pp1+++=our
army ^nn++++=army.
. ^zz++++=EXTRAWORD
[ ^zz++++=[Footnote:
footnote ^nn++++=EXTRAWORD
: ^zz++++=EXTRAWORD
The ^ati++++=The
story ^nn++++=story
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
told ^vpsv++agls+xvbnx+=told
with ^in++++=with
some ^dti++++=some
variation ^nn+nom+++=variation,
, ^zz++++=EXTRAWORD
as ^in++++=as
to ^in"++++=to
whether ^cs+who+++=whether
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
embers ^nns++++=embers
or ^cc++++=or
a ^at++++=a
barrel ^nn++++=barrel
of ^in++++=of
powder ^nn++++=powder
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
and ^cc++++=and
the ^ati++++=the
sergeant ^nn+nom+++=sergeant
removed ^vwbn+++xvbn+=removed.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
Record ^nn++++=Record
of ^in++++=of
the ^ati++++=the
52 ^cd++++=52
d ^zz++++=d
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
said ^vpsv++agls+xvbnx+=said
to ^to+vcmp+++=to
have ^vbi+vbi+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
latter ^ap++++=latter;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
tradition ^nn+nom+++=tradition
the ^ati++++=the
author ^nn++++=author
has ^vbz+hvz+aux++=has
received ^vprf+++xvbnx+=received
from ^in++++=from
officers ^nns+nom+++=officers
of ^in++++=of
the ^ati++++=the
regiment ^nn+nom+++=regiment
distinctly ^rb++++=distinctly
stated ^vbn+vpub++xvbn+=stated
that ^tht+vcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
burning ^jj+atrb++xvbg+=burning
brands ^nns++++=brands,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
the ^ati++++=the
scene ^nn++++=scene
was ^vbd+bedz+vrb++=was
a ^at++++=a
reserve ^nn++++=reserve
magazine ^nn++++=magazine-not,
- ^zz++++=EXTRAWORD
not ^xnot++not++=EXTRAWORD
, ^zz++++=EXTRAWORD
as ^in++++=as
in ^in"++++=in
the ^ati++++=the
brief ^nn++++=brief
mention ^nn+nom+++=mention
in ^in++++=in
Sir ^npt++++=Sir
William ^np++++=William
Napier ^np++++=Napier's
's ^$++++=EXTRAWORD
History ^nn++++=History,
, ^zz++++=EXTRAWORD
the ^ati++++=the
great ^jj+atrb+++=great
magazine ^nn++++=magazine
of ^in++++=of
the ^ati++++=the
town ^nn++++=town.]
. ^zz++++=EXTRAWORD
] ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
next ^ap++++=next
story ^nn++++=story
of ^in++++=of
this ^dt+dem+++=this
kind ^nn++++=kind
relates ^nns+nom+++=relates
to ^in++++=to
a ^at++++=a
French ^jj+atrb+++=French
officer ^nn++++=officer,
, ^zz++++=EXTRAWORD
Monsieur ^npt++++=Monsieur
Mathieu ^np+++??+=Mathieu
Martinel ^np+++??+=Martinel,
, ^zz++++=EXTRAWORD
adjutant ^npt+nom+++=adjutant
of ^in++++=of
the ^ati++++=the
1 ^zz++++=1
st ^npt++++=st
Cuirassiers ^nns+nom++??+=Cuirassiers.
. ^zz++++=EXTRAWORD
In ^in++++=In
1820 ^cd+date+++=1820
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
fire ^nn++++=fire
in ^in++++=in
the ^ati++++=the
barracks ^nns++++=barracks
at ^in++++=at
Strasburg ^np+++??+=Strasburg,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
nine ^cd++++=nine
soldiers ^nns+nom+++=soldiers
were ^vbd+bed+aux++=were
lying ^vbg+++xvbgx+=lying
sick ^jj++++=sick
and ^cc+phrs+++=and
helpless ^jj++++=helpless
above ^jjb++++=above
a ^at++++=a
room ^nn++++=room
containing ^vwbg+++xvbg+=containing
a ^at++++=a
barrel ^nn++++=barrel
of ^in++++=of
gunpowder ^nn+nom+++=gunpowder
and ^cc++++=and
a ^at++++=a
thousand ^cd++++=thousand
cartridges ^nns+++??+=cartridges.
. ^zz++++=EXTRAWORD
Everyone ^pn++++=Everyone
was ^vbd+bedz+aux++=was
escaping ^vbg+++xvbgx+=escaping,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Martinel ^np+++??+=Martinel
persuaded ^vwbn+vsua++xvbn+=persuaded
a ^ap++++=a
few ^ap"++++=few
men ^nns++++=men
to ^to++++=to
return ^vbi++++=return
into ^in++++=into
the ^ati++++=the
barracks ^nns++++=barracks
with ^in++++=with
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hurried ^vbd+++xvbn+=hurried
up ^rp++++=up
the ^ati++++=the
stairs ^nns++++=stairs
through ^in++++=through
smoke ^nn++++=smoke
and ^cc++++=and
flame ^nn++++=flame
that ^tht+rel+++=that
turned ^jj+++xvbn+=turned
back ^jjb++++=back
his ^pp$+pp3+++=his
companions ^nns++++=companions.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
came ^vbd+++xvbnx+=came
alone ^rb++++=alone
to ^in++++=to
the ^ati++++=the
door ^nn++++=door
of ^in++++=of
a ^at++++=a
room ^nn++++=room
close ^in+cmpx+++=close
to ^in"++++=to
that ^dt+pdem+++=that
which ^whp+rel+subj++=which
contained ^vbd+++xvbn+=contained
the ^ati++++=the
powder ^nn++++=powder,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
found ^vbd+vprv+tht0+xvbn+=found
it ^pp3+it+++=it
locked ^vbd+++xvbn+=locked.
. ^zz++++=EXTRAWORD
Catching ^vbg+++xvbg+=Catching
up ^rp++++=up
a ^at++++=a
bench ^nn++++=bench,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
beat ^vbd+++xvbnx+=beat
the ^ati++++=the
door ^nn++++=door
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
met ^vpsv++by+xvbnx+=met
by ^in++++=by
such ^abl++++=such
a ^at++++=a
burst ^nn+++xvbn+=burst
of ^in++++=of
fire ^nn++++=fire
as ^ql++++=as
had ^vb+hv+aux++=had
almost ^rb+hdg+splt++=almost
driven ^vprf+++xvbnx+=driven
him ^pp3o+pp3+++=him
away ^rp+pl+++=away;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
as ^ql++++=as
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
about ^md"++pmd"++=about
to ^md+prd+++=to
descend ^vb++++=descend,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
flames ^nns++++=flames
reached ^vbd+++xvbn+=reached
the ^ati++++=the
powder ^nn++++=powder,
, ^zz++++=EXTRAWORD
the ^ati++++=the
nine ^cd++++=nine
sick ^jj+atrb+++=sick
men ^nns++++=men
must ^md+nec+++=must
infallibly ^rb++++=infallibly
be ^vb+be+aux++=be
blown ^vpsv++agls+xvbnx+=blown
up ^rp++++=up,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
returning ^jj+++xvbg+=returning
to ^in++++=to
the ^ati++++=the
charge ^nn++++=charge,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
dashed ^vbd+++xvbnx+=dashed
forward ^rb+cnj+++=forward,
, ^zz++++=EXTRAWORD
with ^in++++=with
eyes ^nns++++=eyes
shut ^vbd+++xvbn+=shut,
, ^zz++++=EXTRAWORD
through ^in++++=through
the ^ati++++=the
midst ^nn++++=midst,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
face ^nn++++=face,
, ^zz++++=EXTRAWORD
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
clothes ^nns++++=clothes
singed ^vbd+++xvbn+=singed
and ^cc+phrs+++=and
burnt ^vbd+++xvbn+=burnt,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
his ^pp$+pp3+++=his
way ^nn++++=way
to ^in++++=to
the ^ati++++=the
magazine ^nn++++=magazine,
, ^zz++++=EXTRAWORD
in ^in++++=in
time ^nn++++=time
to ^in++++=to
tear ^nn++++=tear
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
throw ^vb++++=throw
to ^in++++=to
a ^at++++=a
distance ^nn+nom+++=distance
from ^in++++=from
the ^ati++++=the
powder ^nn++++=powder,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mass ^nn++++=mass
of ^in++++=of
paper ^nn++++=paper
in ^in++++=in
which ^whp+rel+pied++=which
the ^ati++++=the
cartridges ^nns+++??+=cartridges
were ^vbd+bed+aux++=were
packed ^vpsv++agls+xvbnx+=packed,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
just ^rb+emph+++=just
about ^rb++++=about
to ^in++++=to
ignite ^nn++++=ignite,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
appearing ^vbg+seem++xvbg+=appearing
at ^in++++=at
the ^ati++++=the
window ^nn++++=window,
, ^zz++++=EXTRAWORD
with ^in++++=with
loud ^nn++++=loud
shouts ^vbz++++=shouts
for ^in++++=for
water ^nn++++=water,
, ^zz++++=EXTRAWORD
thus ^rb+cnj+++=thus
showed ^vbd+vprv++xvbn+=showed
the ^ati++++=the
possibility ^nn+nom+++=possibility
of ^in++++=of
penetrating ^nn++++=penetrating
to ^in++++=to
the ^ati++++=the
magazine ^nn++++=magazine,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
floods ^nns++++=floods
of ^in++++=of
water ^nn++++=water
were ^vbd+bed+aux++=were
