Not ^xnot++not++=Not
patriotic ^jj+atrb+++=patriotic
impulses ^nns++++=impulses.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
awakened ^vpsv++by+xvbnx+=awakened
by ^in++++=by
a ^at++++=a
loud ^nn++++=loud
knocking ^vwbg+++xvbg+=knocking
at ^in++++=at
his ^pp$+pp3+++=his
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Full ^jj++++=Full
of ^in++++=of
misgiving ^nn++++=misgiving,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
rose ^vbd+++xvbnx+=rose
and ^cc++++=and
hastily ^rb++++=hastily
dressed ^vbd+++xvbn+=dressed
himself ^ppl+pp3+++=himself:
: ^zz++++=EXTRAWORD
Phebe ^np+++??+=Phebe,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
slipped ^vprf+++xvbnx+=slipped
on ^rp++++=on
her ^pp3o+pp3+++=her
clothes ^nns++++=clothes
at ^in++++=at
the ^ati++++=the
first ^od++++=first
alarm ^vb++++=alarm,
, ^zz++++=EXTRAWORD
joined ^j+++xvbn+=joined
him ^pp3o+pp3+++=him
and ^cc++++=and
said ^vbd+vpub++xvbn+=said
earnestly ^rb++++=earnestly:
: ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
thee ^pp2+pp2+++=thee
open ^vb++++=open
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
father ^nn++++=father,
, ^zz++++=EXTRAWORD
to ^in++++=to
anybody ^pn++++=anybody,
, ^zz++++=EXTRAWORD
at ^rb++++=at
this ^dt+dem+++=this
time ^nn++++=time
of ^in++++=of
night ^nn++++=night;"
; ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
his ^pp$+pp3+++=his
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
lying ^vbg+++xvbg+=lying
ill ^jj++++=ill
and ^cc+phrs+++=and
helpless ^jj++++=helpless
on ^in++++=on
a ^at++++=a
bed ^nn++++=bed
in ^in++++=in
the ^ati++++=the
adjoining ^jj+atrb++xvbg+=adjoining
room ^nn++++=room,
, ^zz++++=EXTRAWORD
added ^j+++xvbn+=added
her ^pp3o+pp3+++=her
entreaty ^nn++++=entreaty
to ^in++++=to
that ^dt+dem+++=that
of ^in++++=of
her ^pp$+pp3+++=her
daughter ^nn+nom+++=daughter.
. ^zz++++=EXTRAWORD
In ^in++++=In
answer ^nn++++=answer,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
to ^in++++=to
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Reynolds ^np++++=Reynolds's
's ^$++++=EXTRAWORD
inquiries ^nns++++=inquiries
a ^at++++=a
voice ^nn++++=voice
from ^in++++=from
without ^in+strn+++=without,
, ^zz++++=EXTRAWORD
speaking ^vbg+++xvbg+=speaking
quietly ^rb++++=quietly
and ^cc+phrs+++=and
seemingly ^rb++++=seemingly
with ^in++++=with
authority ^nn+nom+++=authority,
, ^zz++++=EXTRAWORD
asserted ^nn+++xvbn+=asserted
that ^tht+ncmp+++=that
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
a ^at++++=a
squad ^nn++++=squad
from ^in++++=from
Washington ^np++++=Washington's
's ^$++++=EXTRAWORD
forces ^nns++++=forces
in ^in++++=in
search ^in"++++=search
of ^in"++++=of
deserters ^nns+nom+++=deserters,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
no ^at++++=no
harm ^nn++++=harm
would ^md+prd+++=would
ensue ^vb+++??+=ensue
unless ^cs+cnd+++=unless
he ^pp3a+pp3+++=he
denied ^vbd+vpub+tht0+xvbnx+=denied
their ^pp$+pp3+++=their
lawful ^jj+atrb+++=lawful
request ^nn++++=request.
. ^zz++++=EXTRAWORD
Conscious ^jj++++=Conscious
of ^in++++=of
innocence ^nn+nom+++=innocence,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
aware ^jj++++=aware
that ^tht+jcmp+++=that
detachments ^nns+nom+++=detachments
were ^vbd+bed+vrb++=were
often ^rb++++=often
abroad ^rb+pl+++=abroad
on ^in++++=on
such ^abl++++=such
authorized ^jj+atrb++xvbn+=authorized
quests ^nns++++=quests,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Reynolds ^np++++=Reynolds
unbarred ^vbd+++xvbn+=unbarred
his ^pp$+pp3+++=his
door ^nn++++=door.
. ^zz++++=EXTRAWORD
The ^ati++++=The
moment ^nn++++=moment
he ^pp3a+pp3+++=he
opened ^vbd+++xvbnx+=opened
it ^pp3+it+++=it
he ^pp3a+pp3+++=he
saw ^vbd+vprv+tht0+xvbnx+=saw
his ^pp$+pp3+++=his
terrible ^jj+atrb+++=terrible
error ^nn++++=error;
; ^zz++++=EXTRAWORD
not ^xnot++not++=not
soldiers ^nns+nom+++=soldiers,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
members ^nns+nom+++=members
of ^in++++=of
the ^ati++++=the
mountain ^nn++++=mountain
gang ^nn++++=gang,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
crouched ^vpsv++agls+xvbnx+=crouched
like ^in++++=like
wild ^jj+atrb+++=wild
beasts ^nns++++=beasts
ready ^jj++++=ready
to ^to+jcmp+++=to
spring ^vb++++=spring
upon ^in++++=upon
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Fly,
fly ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
father ^nn++++=father!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Phebe ^np+++??+=Phebe.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
hurt ^nn+++xvbn+=hurt
us ^pp1o+pp1+++=us;"
; ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
but ^cc++++=but
before ^cs+sub+++=before
the ^ati++++=the
bewildered ^jj+atrb++xvbn+=bewildered
man ^nn++++=man
could ^md+pos+++=could
think ^vb+vprv+++=think
what ^wdt+who+whcl++=what
to ^to++++=to
do ^vbi++++=do,
, ^zz++++=EXTRAWORD
the ^ati++++=the
door ^nn++++=door
flew ^vbd+++xvbn+=flew
open ^jj++++=open
from ^in++++=from
the ^ati++++=the
pressure ^nn++++=pressure
of ^in++++=of
half ^nn++++=half
a ^at++++=a
dozen ^cd++++=dozen
wild ^jj++++=wild-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
desperadoes ^nns++++=desperadoes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
powerless ^jj+pred+++=powerless
in ^in++++=in
their ^pp$+pp3+++=their
grasp ^nn++++=grasp.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
evidently ^rb++++=evidently
designed ^xvbn+++xvbn+=designed
murder ^nn++++=murder,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
a ^at++++=a
quick ^jj++++=quick
and ^cc+phrs+++=and
merciful ^jj++++=merciful
" ^zz++++="taking
taking ^vbg+++xvbg+=EXTRAWORD
off ^rb+phrv+++=off";
" ^zz++++=EXTRAWORD
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
first ^od++++=first
heaped ^vbd+++xvbn+=heaped
upon ^in++++=upon
their ^pp$+pp3+++=their
victim ^nn++++=victim
the ^ati++++=the
vilest ^jjt+atrb+++=vilest
epithets ^nns+++??+=epithets,
, ^zz++++=EXTRAWORD
seeking ^vbg+++xvbg+=seeking
in ^in++++=in
their ^pp$+pp3+++=their
thirst ^nn++++=thirst
for ^in++++=for
revenge ^nn++++=revenge
to ^to++++=to
inflict ^vbi++++=inflict
all ^abn++++=all
the ^ati++++=the
terrors ^nns++++=terrors
of ^in++++=of
death ^nn++++=death
in ^in++++=in
anticipation ^nn+nom+++=anticipation.
. ^zz++++=EXTRAWORD
The ^ati++++=The
good ^jj+atrb+++=good
man ^nn++++=man,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
face ^vb++++=face
to ^to++++=to
face ^vbi++++=face
with ^in++++=with
his ^pp$+pp3+++=his
fate ^nn++++=fate,
, ^zz++++=EXTRAWORD
grew ^jj+atrb++xvbn+=grew
calm ^nn++++=calm
and ^cc++++=and
resigned ^jj+++xvbn+=resigned.
. ^zz++++=EXTRAWORD
Exasperated ^jj++++=Exasperated
by ^in++++=by
his ^pp$+pp3+++=his
courage ^nn+nom+++=courage,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
began ^vbd+++xvbnx+=began
to ^to++++=to
cut ^vbi++++=cut
and ^cc++++=and
torture ^nn++++=torture
him ^pp3o+pp3+++=him
with ^in++++=with
their ^pp$+pp3+++=their
swords ^nns++++=swords
and ^cc++++=and
knives ^nns++++=knives.
. ^zz++++=EXTRAWORD
Phebe ^np+++??+=Phebe
rushed ^vbd+++xvbn+=rushed
forward ^rb+phrv+++=forward
to ^in+ppvb+++=to
interpose ^vbi++++=interpose
her ^pp$+pp3+++=her
little ^ap++++=little
form ^nn++++=form
between ^in++++=between
her ^pp3o+pp3+++=her
father ^npt++++=father
and ^cc++++=and
the ^ati++++=the
ruffians ^nns++++=ruffians,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
dashed ^vpsv++agls+xvbnx+=dashed,
, ^zz++++=EXTRAWORD
half ^abn++++=half
stunned ^jj+++xvbn+=stunned,
, ^zz++++=EXTRAWORD
into ^in++++=into
a ^at++++=a
corner ^nn++++=corner
of ^in++++=of
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
for ^in+cmpx+++=for
the ^in"++++=the
sake ^in"++++=sake
of ^in"++++=of
his ^pp$+pp3+++=his
sick ^jj+atrb+++=sick
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
the ^ati++++=the
brave ^jj+atrb+++=brave
farmer ^nn++++=farmer
could ^md+pos+++=could
not ^xnot++not++=not
refrain ^vb++++=refrain
from ^in++++=from
uttering ^xvbg+++xvbg+=uttering
groans ^nn++++=groans
of ^in++++=of
anguish ^nn++++=anguish
which ^whp+rel+subj++=which
brought ^vbd+++xvbn+=brought
the ^ati++++=the
poor ^jj+atrb+++=poor
woman ^nn++++=woman
with ^in++++=with
faltering ^xvbg+++xvbg+=faltering
steps ^nns++++=steps
into ^in++++=into
his ^pp$+pp3+++=his
presence ^nn+nom+++=presence.
. ^zz++++=EXTRAWORD
After ^in++++=After
one ^cd1++++=one
glance ^nn++++=glance
at ^in++++=at
the ^ati++++=the
awful ^jj+atrb+++=awful
scene ^nn++++=scene
she ^pp3a+pp3+++=she
sank ^vbd+++xvbnx+=sank,
, ^zz++++=EXTRAWORD
half ^abn++++=half
fainting ^nvbg+++xvbg+=fainting,
, ^zz++++=EXTRAWORD
on ^in++++=on
a ^at++++=a
settee ^nn++++=settee
near ^in+pl+++=near
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
desire ^nn++++=desire
for ^in++++=for
plunder ^nn++++=plunder
got ^vbd+++xvbn+=got
the ^ati++++=the
better ^nn++++=better
of ^in++++=of
their ^pp$+pp3+++=their
fiendish ^jj+atrb+++=fiendish
cruelty ^nn++++=cruelty,
, ^zz++++=EXTRAWORD
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
gang ^nn++++=gang
threw ^vbd+++xvbn+=threw
a ^at++++=a
noosed ^jj+atrb++xvbn+=noosed
rope ^nn++++=rope
over ^in++++=over
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Reynolds ^np++++=Reynolds's
's ^$++++=EXTRAWORD
head ^nn++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
they ^pp3a+pp3+++=they
hanged ^vbd+++xvbnx+=hanged
him ^pp3o+pp3+++=him
to ^in++++=to
the ^ati++++=the
trammel ^nn+++??+=trammel
or ^cc++++=or
iron ^nn++++=iron
hook ^nn++++=hook
in ^in++++=in
the ^ati++++=the
great ^jj+atrb+++=great
chimney ^nn++++=chimney.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
smoke ^nn++++=smoke
us ^pp1o+pp1+++=us
out ^rp+pl+++=out
this ^dt+dem+++=this
time ^nn++++=time,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
shouted ^vbd+vpub++xvbnx+=shouted.
. ^zz++++=EXTRAWORD
" ^zz++++="You've
you ^pp2+pp2+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
now ^rn+tm+splt++=now
got ^vprf+++xvbnx+=got
to ^to+vcmp+++=to
settle ^vbi++++=settle
with ^in++++=with
the ^ati++++=the
avengers ^nns+nom+++=avengers
of ^in++++=of
Claudius ^np++++=Claudius
Smith ^np++++=Smith;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
and ^cc++++=and
some ^dti++++=some
others ^aps++++=others
will ^md+prd+++=will
find ^vb+vprv+++=find
us ^pp1o+pp1+++=us
ugly ^jj+atrb+++=ugly
customers ^nns+nom+++=customers
to ^to++++=to
settle ^vbi++++=settle
with ^in+strn+++=with."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
then ^rn+tm+++=then
rushed ^vbd+++xvbn+=rushed
off ^in+pl+++=off
to ^to++++=to
rob ^vbi++++=rob
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
farmer ^nn++++=farmer
was ^vbd+bedz+aux++=was
reputed ^vpsv++agls+xvbnx+=reputed
to ^in++++=to
have ^vbi++vrb++=have
not ^xnot++not++=not
a ^rb++++=a
little ^rb"++++=little
money ^nn++++=money
in ^in++++=in
his ^pp$+pp3+++=his
strong ^jj+atrb+++=strong
box ^nn++++=box.
. ^zz++++=EXTRAWORD
The ^ati++++=The
moment ^nn++++=moment
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
gone ^vpsv++agls+xvbnx+=gone
Phebe ^np+++??+=Phebe
seized ^vbd+++xvbn+=seized
a ^at++++=a
knife ^nn++++=knife
and ^cc++++=and
cut ^nn+++xvbn+=cut
her ^pp3o+pp3+++=her
father ^nn++++=father
down ^rp++++=down.
. ^zz++++=EXTRAWORD
Terror ^nn++++=Terror
and ^cc++++=and
excitement ^nn+nom+++=excitement
gave ^vbd+++xvbn+=gave
her ^pp$+pp3+++=her
almost ^rb+hdg+++=almost
supernatural ^jj+atrb+++=supernatural
strength ^nn++++=strength,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
the ^ati++++=the
aid ^nn++++=aid
of ^in++++=of
the ^ati++++=the
boy ^nn++++=boy
in ^in++++=in
her ^pp3o+pp3+++=her
father ^npt++++=father's
's ^$++++=EXTRAWORD
service ^nn++++=service
she ^pp3a+pp3+++=she
got ^vbd+++xvbnx+=got
the ^ati++++=the
poor ^jj+atrb+++=poor
man ^nn++++=man
on ^in++++=on
a ^at++++=a
bed ^nn++++=bed
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
occupied ^vprf+++xvbnx+=occupied
during ^in++++=during
his ^pp$+pp3+++=his
wife ^nn++++=wife's
's ^$++++=EXTRAWORD
illness ^nns+nom+++=illness.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
reviving ^jj+atrb++xvbg+=reviving
mother ^nn++++=mother
was ^vbd+bedz+aux++=was
beginning ^vbg+++xvbgx+=beginning
to ^to++++=to
direct ^vbi+vpub+++=direct
her ^pp$+pp3+++=her
movements ^nns+nom+++=movements
when ^wrb+who+++=when
the ^ati++++=the
ruffians ^nns++++=ruffians
again ^rb+tm+++=again
entered ^vbd+++xvbn+=entered;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
furious ^jj++++=furious
with ^in++++=with
rage ^nn++++=rage,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
again ^rb+tm+++=again
seized ^vbd+++xvbn+=seized
and ^cc+phrs+++=and
hanged ^vbd+++xvbn+=hanged
her ^pp3o+pp3+++=her
father ^npt++++=father,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
one ^pn++++=one,
, ^zz++++=EXTRAWORD
more ^rbr++++=more
brutal ^jj++++=brutal
than ^in++++=than
the ^ati++++=the
others ^aps++++=others,
, ^zz++++=EXTRAWORD
whipped ^j+++xvbn+=whipped
the ^ati++++=the
poor ^jj+atrb+++=poor
child ^nn++++=child
with ^in++++=with
a ^at++++=a
heavy ^jj+atrb+++=heavy
rope ^nn++++=rope
until ^cs+sub+++=until
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
disabled ^vprf+++xvbn+=disabled.
. ^zz++++=EXTRAWORD
The ^ati++++=The
girl ^nn++++=girl
at ^rb++++=at
first ^rb"++++=first
cowered ^jj+++xvbn+=cowered
and ^cc+phrs+++=and
shivered ^jj+++xvbn+=shivered
under ^in++++=under
the ^ati++++=the
blows ^nns++++=blows,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
sank ^vbd+++xvbn+=sank
as ^cs+sub+++=as
if ^cs+cnd+++=if
lifeless ^jj++++=lifeless
on ^in++++=on
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
moment ^nn++++=moment
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
left ^vpsv++agls+xvbnx+=left
to ^in++++=to
herself ^ppl+pp3+++=herself
she ^pp3a+pp3+++=she
darted ^vbd+++xvbnx+=darted
forward ^rb++++=forward
and ^cc+phrs+++=and
once ^rb+tm+++=once
more ^rbr++++=more
cut ^nn+++xvbn+=cut
her ^pp3o+pp3+++=her
father ^nn++++=father
down ^rp++++=down.
. ^zz++++=EXTRAWORD
The ^ati++++=The
robbers ^nns+nom+++=robbers
then ^rn+tm+++=then
flew ^vbd+++xvbn+=flew
upon ^in++++=upon
the ^ati++++=the
prostrate ^jj+atrb+++=prostrate
man ^nn++++=man
and ^cc++++=and
cut ^nn+++xvbn+=cut
and ^cc++++=and
stabbed ^nn+++xvbn+=stabbed
him ^pp3o+pp3+++=him
until ^cs+sub+++=until
they ^pp3a+pp3+++=they
supposed ^vbd+vprv+tht0+xvbnx+=supposed
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
dead ^jj+pred+++=dead.
. ^zz++++=EXTRAWORD
Toward ^in++++=Toward
his ^pp$+pp3+++=his
family ^nn++++=family
they ^pp3a+pp3+++=they
meditated ^vbd+++xvbnx+=meditated
a ^at++++=a
more ^rbr++++=more
terrible ^jj+atrb+++=terrible
and ^cc+phrs+++=and
devilish ^jj+atrb+++=devilish
cruelty ^nn++++=cruelty.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
sacking ^nn++++=sacking
the ^ati++++=the
house ^nn++++=house
and ^cc++++=and
taking ^vbg+++xvbg+=taking
all ^abn++++=all
the ^ati++++=the
plunder ^nn++++=plunder
they ^pp3a+pp3+++=they
could ^md+pos+++=could
carry ^vb++++=carry,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
relieved ^vbd+++xvbnx+=relieved
the ^ati++++=the
horrorstricken ^jj+atrb++xvbn+=horrorstricken
wife ^nn++++=wife
and ^cc++++=and
crying ^nvbg+++xvbg+=crying,
, ^zz++++=EXTRAWORD
shrieking ^vbg+++xvbg+=shrieking
children ^nns++++=children
of ^in++++=of
their ^pp$+pp3+++=their
presence ^nn+nom+++=presence.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
further ^jjb+atrb+++=further
action ^nn++++=action,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
soon ^rb+tm+++=soon
inspired ^xvbn+++xvbn+=inspired
Phebe ^np+++??+=Phebe
with ^in++++=with
a ^at++++=a
new ^jj++++=new
and ^cc++++=and
more ^rbr++++=more
awful ^jj+atrb+++=awful
fear ^nn++++=fear,
, ^zz++++=EXTRAWORD
for ^in++++=for
she ^pp3a+pp3+++=she
found ^vbd+vprv++xvbnx+=found
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
fastened ^vprf+++xvbnx+=fastened
the ^ati++++=the
doors ^nns++++=doors
on ^in++++=on
the ^ati++++=the
outside ^jjb++++=outside
and ^cc++++=and
were ^vbd+bed+aux++=were
building ^vbg+++xvbgx+=building
a ^at++++=a
fire ^nn++++=fire
against ^in++++=against
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
moment ^nn++++=moment
an ^at++++=an
overpowering ^nn++++=overpowering
despair ^vb++++=despair
at ^rb++++=at
the ^ati++++=the
prospect ^nn++++=prospect
of ^in++++=of
their ^pp$+pp3+++=their
fate ^nn++++=fate
almost ^rb+hdg+++=almost
paralyzed ^jj+++xvbn+=paralyzed
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
believed ^vbd+vprv+tht0+xvbnx+=believed
her ^pp$+pp3+++=her
father ^nn++++=father
was ^vbd+bedz+vrb++=was
dead ^jj+pred+++=dead.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boy ^nn++++=boy
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
aided ^vprf+++xvbnx+=aided
her ^pp$+pp3+++=her
at ^rb++++=at
first ^rb"++++=first
was ^vbd+bedz+aux++=was
now ^rn+tm+splt++=now
dazed ^vpsv++agls+xvbnx+=dazed
and ^cc++++=and
helpless ^jj++++=helpless
from ^in++++=from
terror ^nn++++=terror.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
aught ^vwbn+++xvbn+=aught
could ^md+pos+++=could
be ^vb+be+aux++=be
done ^vpsv++agls+xvbnx+=done
in ^in++++=in
this ^dt+dem+++=this
supreme ^jj+atrb+++=supreme
moment ^nn++++=moment
of ^in++++=of
peril ^nn++++=peril
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
that ^tht+vcmp+++=that
it ^pp3+it+++=it
must ^md+nec+++=must
be ^vb+be+aux++=be
done ^vpsv++by+xvbnx+=done
by ^in++++=by
her ^pp$+pp3+++=her
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
The ^ati++++=The
smoke ^nn++++=smoke
from ^in++++=from
the ^ati++++=the
kindling ^nn+nom+++=kindling
fire ^nn++++=fire
without ^in++++=without
was ^vbd+bedz+aux++=was
already ^rb++splt++=already
curling ^nvbg+++xvbg+=curling
in ^in++++=in
through ^in++++=through
the ^ati++++=the
crevices ^nns+++??+=crevices
around ^rp++++=around
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
a ^at++++=a
second ^od++++=second
to ^to++++=to
be ^vbi+vbi+aux++=be
lost ^vpsv++agls+xvbnx+=lost.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ruffians ^nns++++=ruffians'
' ^zz++++=EXTRAWORD
voices ^nns++++=voices
were ^vbd+bed+aux++=were
growing ^vbg+++xvbgx+=growing
fainter ^jjr++++=fainter
and ^cc++++=and
she ^pp3a+pp3+++=she
heard ^vbd+vprv++xvbnx+=heard
the ^ati++++=the
sounds ^nns++++=sounds
of ^in++++=of
their ^pp$+pp3+++=their
horses ^nns++++=horses'
' ^zz++++=EXTRAWORD
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
Would ^md+prd+++=Would
they ^pp3a+pp3+++=they
go ^vb++++=go
away ^rp+pl+++=away
in ^in++++=in
time ^nn++++=time
for ^in++++=for
her ^pp$+pp3+++=her
to ^to++++=to
extinguish ^vbi++++=extinguish
the ^ati++++=the
fire ^nn++++=fire?
? ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
ran ^vbd+++xvbnx+=ran
to ^in+ppvb+++=to
her ^pp$+pp3+++=her
attic ^nn++++=attic
room ^nn++++=room
and ^cc++++=and
cautiously ^rb++++=cautiously
opened ^vbd+++xvbn+=opened
the ^ati++++=the
shutter ^nn++++=shutter.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
mounting ^vbg+++xvbgx+=mounting;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
faint ^jj++++=faint
light ^jj++++=light
of ^in++++=of
the ^ati++++=the
late ^jj++++=late-rising
- ^zz++++=EXTRAWORD
rising ^nvbg+++xvbg+=EXTRAWORD
moon ^np++++=moon
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
taking ^vbg+++xvbgx+=taking
her ^pp3o+pp3+++=her
father ^npt++++=father's
's ^$++++=EXTRAWORD
horses ^nns++++=horses.
. ^zz++++=EXTRAWORD
A ^at++++=A
moment ^nn++++=moment
later ^rbr+tm+++=later,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
fearing ^vbg+vprv++xvbg+=fearing
that ^tht+vcmp+++=that
the ^ati++++=the
blaze ^nn++++=blaze
might ^md+pos+++=might
cause ^vb++++=cause
immediate ^jj+atrb+++=immediate
pursuit ^nn++++=pursuit,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
dashed ^vbd+++xvbnx+=dashed
off ^in+pl+++=off
toward ^in++++=toward
the ^ati++++=the
mountains ^nns++++=mountains.
. ^zz++++=EXTRAWORD
The ^ati++++=The
clatter ^nn++++=clatter
of ^in++++=of
their ^pp$+pp3+++=their
horses ^nns++++=horses'
' ^zz++++=EXTRAWORD
hoofs ^nns++++=hoofs
had ^vb+hv+aux++=had
not ^xnot++not++=not
died ^vprf+++xvbn+=died
away ^rp+pl+++=away
before ^cs+sub+++=before
the ^ati++++=the
intrepid ^nn+++??+=intrepid
girl ^nn++++=girl
had ^vbd+hvd+aux++=had
opened ^vprf+++xvbnx+=opened
the ^ati++++=the
shutter ^nn++++=shutter
of ^in++++=of
a ^at++++=a
window ^nn++++=window
nearest ^jjt++++=nearest
the ^ati++++=the
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
springing ^nvbg+++xvbg+=springing
lightly ^rb++++=lightly
out ^rp+pl+++=out
with ^in++++=with
a ^at++++=a
pail ^nn++++=pail
in ^in++++=in
her ^pp$+pp3+++=her
hand ^nn++++=hand
she ^pp3a+pp3+++=she
rushed ^vbd+++xvbnx+=rushed
to ^in++++=to
the ^ati++++=the
trough ^nn++++=trough
near ^in+pl+++=near
the ^ati++++=the
