Being ^vbg+beg++xvbg+=Being
venturing ^vb+++xvbg+=venturing
to ^to+vcmp+++=to
look ^vbi++++=look
upon ^in++++=upon
the ^ati++++=the
tremendous ^jj+atrb+++=tremendous
and ^cc+phrs+++=and
revolting ^jj+atrb++xvbg+=revolting
spectacle ^nn++++=spectacle--dead!
-- ^--+clp+++=EXTRAWORD
dead ^jj++++=EXTRAWORD
! ^zz++++=EXTRAWORD
without ^in++++=without
an ^at++++=an
hour ^nn++++=hour
for ^in++++=for
repentance ^nn+nom+++=repentance,
, ^zz++++=EXTRAWORD
even ^rb++++=even
a ^at++++=a
moment ^nn++++=moment
for ^in++++=for
reflection ^nn+nom+++=reflection--dead!
-- ^--+clp+++=EXTRAWORD
dead ^jj++++=EXTRAWORD
! ^zz++++=EXTRAWORD
without ^in++++=without
the ^ati++++=the
rites ^nns++++=rites
which ^whp+rel+obj++=which
even ^rb++++=even
the ^ati++++=the
best ^nn++++=best
should ^md+nec+++=should
have ^vb+hv+aux++=have.
. ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
there ^rn+pl+++=there
a ^at++++=a
hope ^nn++++=hope
for ^in++++=for
him ^pp3o+pp3+++=him?
? ^zz++++=EXTRAWORD
The ^ati++++=The
glaring ^jj+atrb+++=glaring
eyeball ^nn+++??+=eyeball,
, ^zz++++=EXTRAWORD
the ^ati++++=the
grinning ^jj+atrb++xvbg+=grinning
mouth ^nn++++=mouth,
, ^zz++++=EXTRAWORD
the ^ati++++=the
distorted ^jj+atrb++xvbn+=distorted
brow ^nn++++=brow--that
-- ^--+clp+++=EXTRAWORD
that ^dt+dem+++=EXTRAWORD
unutterable ^jj+atrb+++=unutterable
look ^nn++++=look
in ^in++++=in
which ^whp+rel+pied++=which
a ^at++++=a
painter ^nn++++=painter
would ^md+prd+++=would
have ^vb+hv+aux++=have
sought ^vprf+++xvbnx+=sought
to ^to++++=to
embody ^vbi++++=embody
the ^ati++++=the
fixed ^nn++++=fixed
despair ^vb++++=despair
of ^in++++=of
the ^ati++++=the
nethermost ^nn+++??+=nethermost
hell ^nn++++=hell--these
-- ^--+clp+++=EXTRAWORD
these ^dt+pdem+++=EXTRAWORD
were ^vbd+bed+vrb++=were
my ^pp$+pp1+++=my
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
The ^ati++++=The
poor ^jj+atrb+++=poor
wife ^nn++++=wife
sat ^vbd+++xvbn+=sat
at ^in++++=at
a ^rb++++=a
little ^rb"++++=little
distance ^nn+nom+++=distance,
, ^zz++++=EXTRAWORD
crying ^nvbg+++xvbg+=crying
as ^cs+sub+++=as
if ^cs+cnd+++=if
her ^pp$+pp3+++=her
heart ^nn++++=heart
would ^md+prd+++=would
break ^vb++++=break--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
younger ^jjr+atrb+++=younger
children ^nns++++=children
clustered ^vbd+++xvbn+=clustered
round ^rb++++=round
the ^ati++++=the
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking,
, ^zz++++=EXTRAWORD
with ^in++++=with
wondering ^xvbg+++xvbg+=wondering
curiosity ^nn+nom+++=curiosity,
, ^zz++++=EXTRAWORD
upon ^in++++=upon
the ^ati++++=the
form ^nn++++=form
of ^in++++=of
death ^nn++++=death,
, ^zz++++=EXTRAWORD
never ^rb++++=never
seen ^vprf+++xvbn+=seen
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
first ^od++++=first
tumult ^nn++++=tumult
of ^in++++=of
uncontrollable ^jj+atrb+++=uncontrollable
sorrow ^nn++++=sorrow
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
availing ^nn+nom+++=availing
myself ^ppl+pp1+++=myself
of ^in++++=of
the ^ati++++=the
solemnity ^nn+nom+++=solemnity
and ^cc++++=and
impressiveness ^nns+nom+++=impressiveness
of ^in++++=of
the ^ati++++=the
scene ^nn++++=scene,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
desired ^vbd+vsua++xvbnx+=desired
the ^ati++++=the
heart ^nn++++=heart-stricken
- ^zz++++=EXTRAWORD
stricken ^jj+atrb+++=EXTRAWORD
family ^nn++++=family
to ^to++++=to
accompany ^vbi++++=accompany
me ^pp1o+pp1+++=me
in ^in++++=in
prayer ^nn++++=prayer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
knelt ^vbd+++xvbn+=knelt
down ^rp++++=down,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
I ^pp1a+pp1+++=I
solemnly ^rb++++=solemnly
and ^cc+phrs+++=and
fervently ^rb++++=fervently
repeated ^jj+++xvbn+=repeated
some ^dti++++=some
of ^in++++=of
those ^dt+dem+++=those
prayers ^nns+nom+++=prayers
which ^whp+rel+subj++=which
appeared ^vbd+seem++xvbn+=appeared
most ^ql+emph+++=most
applicable ^jj++++=applicable
to ^in++++=to
the ^ati++++=the
occasion ^nn++++=occasion.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
employed ^vbd+++xvbnx+=employed
myself ^ppl+pp1+++=myself
thus ^rb+cnj+++=thus
in ^in++++=in
a ^at++++=a
manner ^nn++++=manner
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
trusted ^vbd+++xvbnx+=trusted,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
unprofitable ^jj++++=unprofitable,
, ^zz++++=EXTRAWORD
at ^rb++++=at
least ^rb"++++=least
to ^in++++=to
the ^ati++++=the
living ^nvbg+++xvbg+=living,
, ^zz++++=EXTRAWORD
for ^in++++=for
about ^in++++=about
ten ^cd++++=ten
minutes ^nns++++=minutes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
having ^xvbg+++xvbg+=having
accomplished ^vprf+++xvbn+=accomplished
my ^pp$+pp1+++=my
task ^nn++++=task,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
the ^ati++++=the
first ^rb++++=first
to ^to++++=to
arise ^vbi++++=arise.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
upon ^in++++=upon
the ^ati++++=the
poor ^jj++++=poor,
, ^zz++++=EXTRAWORD
sobbing ^vbg+++xvbg+=sobbing,
, ^zz++++=EXTRAWORD
helpless ^jj+atrb+++=helpless
creatures ^nns++++=creatures
who ^whp+rel+subj++=who
knelt ^vbd+++xvbn+=knelt
so ^ql+emph+++=so
humbly ^jj++++=humbly
around ^rp++++=around
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
heart ^nn++++=heart
bled ^vbd+++xvbn+=bled
for ^in++++=for
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
With ^in++++=With
a ^at++++=a
natural ^jj+atrb+++=natural
transition ^nn+nom+++=transition,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
turned ^vbd+++xvbnx+=turned
my ^pp$+pp1+++=my
eyes ^nns++++=eyes
from ^in++++=from
them ^pp3o+pp3+++=them
to ^in++++=to
the ^ati++++=the
bed ^nn++++=bed
in ^in++++=in
which ^whp+rel+pied++=which
the ^ati++++=the
body ^nn++++=body
lay ^vbd+++xvbn+=lay,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
great ^jj+atrb+++=great
God ^np++++=God!
! ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
was ^vbd+bedz+aux++=was
the ^ati++++=the
revulsion ^nn++++=revulsion,
, ^zz++++=EXTRAWORD
the ^ati++++=the
horror ^nn++++=horror
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
experienced ^vbd+++xvbnx+=experienced
on ^in++++=on
seeing ^xvbg+++xvbg+=seeing
the ^ati++++=the
corpse ^nn++++=corpse-like,
- ^zz++++=EXTRAWORD
like ^in+strn+++=EXTRAWORD
, ^zz++++=EXTRAWORD
terrific ^jj+atrb+++=terrific
thing ^nn++++=thing
seated ^vbd+++xvbn+=seated
half ^abn++++=half
upright ^jj++++=upright
before ^in++++=before
me ^pp1o+pp1+++=me--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
white ^jj+atrb+++=white
cloths ^nns++++=cloths,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
wound ^vpsv++agls+xvbnx+=wound
about ^in++++=about
the ^ati++++=the
head ^nn++++=head,
, ^zz++++=EXTRAWORD
had ^vb+hv+aux++=had
now ^rn+tm+splt++=now
partly ^rb+down+++=partly
slipped ^vbd+++xvbn+=slipped
from ^in++++=from
their ^pp$+pp3+++=their
position ^nn+nom+++=position,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
were ^vbd+bed+aux++=were
hanging ^vbg+++xvbgx+=hanging
in ^in++++=in
grotesque ^jj+atrb+++=grotesque
festoons ^nns+++??+=festoons
about ^in++++=about
the ^ati++++=the
face ^nn++++=face
and ^cc++++=and
shoulders ^nns+nom+++=shoulders,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
distorted ^jj+atrb++xvbn+=distorted
eyes ^nns++++=eyes
leered ^vbd+++xvbn+=leered
from ^in++++=from
amid ^in++++=amid
them ^pp3o+pp3+++=them-"A
- ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
sight ^nn++++=sight
to ^in++++=to
dream ^nn++++=dream
of ^in+strn+++=of,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
to ^to++++=to
tell ^vbi++++=tell."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stood ^vbd+++xvbnx+=stood
actually ^rb+amp+++=actually
rivetted ^jj+++xvbn+=rivetted
to ^in++++=to
the ^ati++++=the
spot ^nn++++=spot.
. ^zz++++=EXTRAWORD
The ^ati++++=The
figure ^nn++++=figure
nodded ^vbd+++xvbn+=nodded
its ^pp$+it+++=its
head ^nn++++=head
and ^cc++++=and
lifted ^vbd+++xvbn+=lifted
its ^pp$+it+++=its
arm ^nn++++=arm,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
with ^in++++=with
a ^at++++=a
menacing ^jj+atrb+++=menacing
gesture ^nn++++=gesture.
. ^zz++++=EXTRAWORD
A ^at++++=A
thousand ^cd++++=thousand
confused ^jj+atrb++xvbn+=confused
and ^cc+phrs+++=and
horrible ^jj+atrb+++=horrible
thoughts ^nns++++=thoughts
at ^rb++++=at
once ^rb"+tm+++=once
rushed ^vbd+++xvbn+=rushed
upon ^in++++=upon
my ^pp$+pp1+++=my
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
often ^rb++splt++=often
read ^vprf+++xvbnx+=read
that ^tht+vcmp+++=that
the ^ati++++=the
body ^nn++++=body
of ^in++++=of
a ^at++++=a
presumptuous ^jj+atrb+++=presumptuous
sinner ^nn++++=sinner,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
during ^in++++=during
life ^nn++++=life,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
willing ^jj+atrb+++=willing
creature ^nn++++=creature
of ^in++++=of
every ^at++++=every
satanic ^jj+atrb+++=satanic
impulse ^nn++++=impulse,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
the ^ati++++=the
human ^jj+atrb+++=human
tenant ^nn++++=tenant
had ^vbd+hvd+aux++=had
deserted ^vprf+++xvbnx+=deserted
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
known ^vpsv++agls+xvbnx+=known
to ^to+vcmp+++=to
become ^vbi++++=become
the ^ati++++=the
horrible ^jj+atrb+++=horrible
sport ^nn++++=sport
of ^in++++=of
demoniac ^nn+++??+=demoniac
possession ^nn++++=possession.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
roused ^vpsv++agls+xvbnx+=roused
from ^in++++=from
the ^ati++++=the
stupefaction ^nn+nom+++=stupefaction
of ^in++++=of
terror ^nn++++=terror
in ^in++++=in
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
stood ^vbd+++xvbnx+=stood,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
piercing ^nn++++=piercing
scream ^vb++++=scream
of ^in++++=of
the ^ati++++=the
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
first ^od++++=first
time ^nn++++=time,
, ^zz++++=EXTRAWORD
perceived ^vpbn+vprv++xvbn+=perceived
the ^ati++++=the
change ^nn++++=change
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
place ^nn++++=place.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
rushed ^vbd+++xvbnx+=rushed
towards ^in++++=towards
the ^ati++++=the
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
stunned ^xvbn+++xvbn+=stunned
by ^in++++=by
the ^ati++++=the
shock ^nn++++=shock
and ^cc++++=and
overcome ^vpsv++by+xvbn+=overcome
by ^in++++=by
the ^ati++++=the
conflict ^nn++++=conflict
of ^in++++=of
violent ^jj+atrb+++=violent
emotions ^nns+nom+++=emotions,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
she ^pp3a+pp3+++=she
reached ^vbd+++xvbnx+=reached
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
fell ^vbd+++xvbnx+=fell
prostrate ^jj++++=prostrate
upon ^in++++=upon
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
perfectly ^rb+amp+splt++=perfectly
convinced ^jj++agls+xvbnx+=convinced
that ^tht+jcmp+++=that
had ^vb+hv+aux++=had
I ^pp1a+pp1+++=I
not ^xnot++not++=not
been ^vprf+ben+aux+xvbn+=been
startled ^vpsv++agls+xvbnx+=startled
from ^in++++=from
the ^ati++++=the
torpidity ^nn+nom+++=torpidity
of ^in++++=of
horror ^nn++++=horror
in ^in++++=in
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
bound ^vpsv++agls+xvbnx+=bound,
, ^zz++++=EXTRAWORD
by ^in++++=by
some ^dti++++=some
powerful ^jj+atrb+++=powerful
and ^cc+phrs+++=and
arousing ^jj+atrb++xvbg+=arousing
stimulant ^nn+nom+++=stimulant,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
have ^vb+hv+aux++=have
gazed ^vprf+++xvbnx+=gazed
upon ^in++++=upon
this ^dt+dem+++=this
unearthly ^jj+atrb+++=unearthly
apparition ^nn+nom+++=apparition
until ^cs+sub+++=until
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
fairly ^rb++splt++=fairly
lost ^vprf+++xvbnx+=lost
my ^pp$+pp1+++=my
senses ^nns++++=senses.
. ^zz++++=EXTRAWORD
As ^ql++++=As
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
the ^ati++++=the
spell ^nn++++=spell
was ^vbd+bedz+aux++=was
broken ^vpsv++agls+xvbnx+=broken,
, ^zz++++=EXTRAWORD
superstition ^nn+nom+++=superstition
gave ^vbd+++xvbn+=gave
way ^nn++++=way
to ^in++++=to
reason ^nn++++=reason:
: ^zz++++=EXTRAWORD
the ^ati++++=the
man ^nn++++=man
whom ^whp+rel+obj++=whom
all ^abn++++=all
believed ^vb+++xvbn+=believed
to ^to+vcmp+++=to
have ^vbi+vbi+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
actually ^rb+amp+++=actually
dead ^jj++++=dead,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
living ^vbg+++xvbgx+=living!
! ^zz++++=EXTRAWORD
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
D ^zz++++=D---was
-- ^--+clp+++=EXTRAWORD
- ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=EXTRAWORD
instantly ^rb+tm+splt++=instantly
standing ^vbg+++xvbgx+=standing
by ^in++++=by
the ^ati++++=the
bedside ^nn++++=bedside,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
upon ^in++++=upon
examination ^nn+nom+++=examination,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
found ^vbd+vprv++xvbnx+=found
that ^tht+vcmp+++=that
a ^at++++=a
sudden ^jj+atrb+++=sudden
and ^cc+phrs+++=and
copious ^jj+atrb+++=copious
flow ^nn++++=flow
of ^in++++=of
blood ^nn++++=blood
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
place ^nn++++=place
from ^in++++=from
the ^ati++++=the
wound ^nn+++xvbn+=wound
which ^whp+rel+obj++=which
the ^ati++++=the
lancet ^nn++++=lancet
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
no ^at++++=no
doubt ^nn++++=doubt,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
effected ^vprf+++xvbnx+=effected
his ^pp$+pp3+++=his
sudden ^jj++++=sudden
and ^cc++++=and
almost ^rb+hdg+++=almost
preternatural ^jj+atrb+++=preternatural
restoration ^nn+nom+++=restoration
to ^in++++=to
an ^at++++=an
existence ^nn+nom+++=existence
from ^in++++=from
which ^whp+rel+pied++=which
all ^abn++++=all
thought ^nn+++xvbn+=thought
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
for ^rb++splt++=for
ever ^rb"++++=ever
removed ^vpsv++agls+xvbn+=removed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
was ^vbd+bedz+vrb++=was
still ^rb+atrb+++=still
speechless ^jj+pred+++=speechless,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
understand ^vbi+vprv+++=understand
the ^ati++++=the
physician ^nn++++=physician
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
forbid ^vb+vsua+tht0++=forbid
his ^pp$+pp3+++=his
repeating ^vbg+vpub++xvbg+=repeating
the ^ati++++=the
painful ^jj+atrb+++=painful
and ^cc+phrs+++=and
fruitless ^jj+atrb+++=fruitless
attempts ^nns++++=attempts
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
to ^in+vcmp+++=to
articulate ^jj++++=articulate,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
at ^rb++++=at
once ^rb"+tm+++=once
resigned ^vbd+++xvbn+=resigned
himself ^ppl+pp3+++=himself
quietly ^rb++++=quietly
into ^in++++=into
his ^pp$+pp3+++=his
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
left ^vbd+++xvbnx+=left
the ^ati++++=the
patient ^nn++++=patient
with ^in++++=with
leeches ^nns+++??+=leeches
upon ^in++++=upon
his ^pp$+pp3+++=his
temples ^nns++++=temples,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
bleeding ^nvbg+++xvbg+=bleeding
freely ^rb++++=freely--apparently
-- ^--+clp+++=EXTRAWORD
apparently ^rb++++=EXTRAWORD
with ^in++++=with
little ^nn++++=little
of ^in++++=of
the ^ati++++=the
drowsiness ^nns+nom+++=drowsiness
which ^whp+rel+subj++=which
accompanies ^vbz++++=accompanies
apoplexy ^nn+++??+=apoplexy;
; ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
D ^zz++++=D---told
-- ^--+clp+++=EXTRAWORD
- ^zz++++=EXTRAWORD
told ^vbd+vpub++xvbn+=EXTRAWORD
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
never ^rb++++=never
before ^cs+sub+++=before
witnessed ^vprf+++xvbn+=witnessed
a ^at++++=a
seizure ^nn++++=seizure
which ^whp+rel+subj++=which
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
combine ^vbi++++=combine
the ^ati++++=the
symptoms ^nns++++=symptoms
of ^in++++=of
so ^ql++++=so
many ^ap++++=many
kinds ^nns++++=kinds,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yet ^rb++++=yet
which ^whp+who+++=which
belonged ^vbd+++xvbn+=belonged
to ^in++++=to
none ^pn++++=none
of ^in++++=of
the ^ati++++=the
recognized ^jj+atrb++xvbn+=recognized
classes ^nns++++=classes;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
certainly ^rb++++=certainly
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
apoplexy ^nn+++??+=apoplexy,
, ^zz++++=EXTRAWORD
catalepsy ^nn+++??+=catalepsy,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
delirium ^nn+++??+=delirium
tremens ^nns+++??+=tremens,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yet ^rb++++=yet
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed,
, ^zz++++=EXTRAWORD
in ^in++++=in
some ^dti++++=some
degree ^nn++++=degree,
, ^zz++++=EXTRAWORD
to ^to++++=to
partake ^vbi++++=partake
of ^in++++=of
the ^ati++++=the
properties ^nns++++=properties
of ^in++++=of
all ^abn++++=all--it
-- ^--+clp+++=EXTRAWORD
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
strange ^jj+pred+++=strange,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
stranger ^jjr+atrb+++=stranger
things ^nns++++=things
are ^vb+ber+aux++=are
coming ^vbg+++xvbgx+=coming.
. ^zz++++=EXTRAWORD
During ^in++++=During
two ^cd++++=two
or ^cc++++=or
three ^cd++++=three
days ^nns++++=days
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
D ^zz++++=D---would
-- ^--+clp+++=EXTRAWORD
- ^zz++++=EXTRAWORD
would ^md+prd+++=EXTRAWORD
not ^xnot++not++=not
allow ^vb++++=allow
his ^pp$+pp3+++=his
patient ^nn++++=patient
to ^to++++=to
converse ^vbi++++=converse
in ^in++++=in
a ^at++++=a
manner ^nn++++=manner
which ^whp+rel+subj++=which
could ^md+pos+++=could
excite ^vb++++=excite
or ^cc++++=or
exhaust ^nn++++=exhaust
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
with ^in++++=with
any ^dti++++=any
one ^pn++++=one;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
suffered ^vbd+++xvbnx+=suffered
him ^pp3o+pp3+++=him
merely ^rb+cnj+++=merely,
, ^zz++++=EXTRAWORD
as ^ql++++=as
briefly ^rb++++=briefly
as ^in++++=as
possible ^jj++++=possible,
, ^zz++++=EXTRAWORD
to ^to++++=to
express ^nns+nom+++=express
his ^pp$+pp3+++=his
immediate ^jj+atrb+++=immediate
wants ^nns++++=wants,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
until ^cs+sub+++=until
the ^ati++++=the
fourth ^od++++=fourth
day ^nn++++=day
after ^cs+sub+++=after
my ^pp$+pp1+++=my
early ^jj++++=early
visit ^vb++++=visit,
, ^zz++++=EXTRAWORD
the ^ati++++=the
particulars ^nns++++=particulars
of ^in++++=of
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
just ^rb+emph+++=just
detailed ^jj++++=detailed,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
thought ^vpsv++agls+xvbnx+=thought
expedient ^jj++++=expedient
that ^tht+jcmp+++=that
I ^pp1a+pp1+++=I
should ^md+nec+++=should
see ^vb+vprv+++=see
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
only ^rb+down+++=only
because ^cs+cos+++=because
it ^pp3+it+++=it
appeared ^vbd+seem++xvbn+=appeared
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
extreme ^jj+atrb+++=extreme
importunity ^nn+nom+++=importunity
and ^cc++++=and
impatience ^nn+nom+++=impatience
were ^vbd+bed+vrb++=were
likely ^jj+pred+++=likely
to ^to+jcmp+++=to
retard ^vb+++??+=retard
his ^pp$+pp3+++=his
recovery ^nn+nom+++=recovery
more ^rbr++++=more
than ^in++++=than
the ^ati++++=the
mere ^jjb+atrb+++=mere
exhaustion ^nn+nom+++=exhaustion
attendant ^nn+nom+++=attendant
upon ^in++++=upon
a ^at++++=a
short ^jj+atrb+++=short
conversation ^nn+nom+++=conversation
could ^md+pos+++=could
possibly ^rb++++=possibly
do ^vb+do+vrb++=do;
; ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
friend ^nn++++=friend
entertained ^vwbn+++xvbn+=entertained
some ^dti++++=some
hope ^vb++++=hope
that ^tht+vcmp+++=that
if ^cs+cnd+++=if
by ^in++++=by
holy ^jj+atrb+++=holy
confession ^nn++++=confession
his ^pp$+pp3+++=his
patient ^nn++++=patient's
's ^$++++=EXTRAWORD
bosom ^nn++++=bosom
were ^vbd+bed+aux++=were
eased ^vpsv++agls+xvbnx+=eased
of ^in++++=of
the ^ati++++=the
perilous ^jj+atrb+++=perilous
stuff ^nn++++=stuff,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
no ^at++++=no
doubt ^nn++++=doubt,
, ^zz++++=EXTRAWORD
oppressed ^jj++++=oppressed
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
recovery ^nn+nom+++=recovery
would ^md+prd+++=would
be ^vb+be+aux++=be
more ^rbr++splt++=more
assured ^vpsv++agls+xvbnx+=assured
and ^cc++++=and
rapid ^jj++++=rapid.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
said ^vprf+++xvbnx+=said,
, ^zz++++=EXTRAWORD
upon ^in++++=upon
the ^ati++++=the
fourth ^od++++=fourth
day ^nn++++=day
after ^cs+sub+++=after
my ^pp$+pp1+++=my
first ^rb++++=first
professional ^jj++++=professional
call ^vb++++=call,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
