After ^in++++=After
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Elton ^np++++=Elton's
's ^$++++=EXTRAWORD
bill ^nn++++=bill."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Indeed!
indeed ^rb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
How ^wrb+who+++=How
much ^rb++++=much
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
hundred ^cd++++=hundred
and ^cc++++=and
fifty ^cd++++=fifty
dollars ^nns++++=dollars!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
husband ^nn++++=husband!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
ever ^rb++++=ever
hear ^vb+vprv+++=hear
of ^in++++=of
such ^abl++++=such
a ^at++++=a
thing ^nn++++=thing?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
hundred ^cd++++=hundred
and ^cc++++=and
fifty ^cd++++=fifty
dollars ^nns++++=dollars,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
say ^vb+vpub+++=say?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
one ^cd1++++=one
hundred ^cd++++=hundred
and ^cc++++=and
fifty ^cd++++=fifty
dollars ^nns++++=dollars.
. ^zz++++=EXTRAWORD
A' ^np+++??+=A'n't
n't ^xnot++not++0=EXTRAWORD
it ^pp3+it+++=it
outrageous ^jj++++=outrageous?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
scandalous ^jj++++=scandalous!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
downright ^jjb+atrb+++=downright
swindling ^nn+nom+++=swindling!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
never ^rb++splt++=never
pay ^vb++++=pay
it ^pp3+it+++=it
in ^in++++=in
the ^ati++++=the
world ^nn++++=world!
! ^zz++++=EXTRAWORD
Who ^whp+who+++=Who
ever ^rb++++=ever
heard ^vbd+vprv++xvbn+=heard
of ^in++++=of
such ^abl++++=such
a ^at++++=a
thing ^nn++++=thing!
! ^zz++++=EXTRAWORD
One ^cd1++++=One
hundred ^cd++++=hundred
and ^cc++++=and
fifty ^cd++++=fifty
dollars ^nns++++=dollars
for ^in++++=for
one ^cd1++++=one
year ^nn++++=year's
's ^$++++=EXTRAWORD
attendance ^nn+nom+++=attendance!
! ^zz++++=EXTRAWORD
Good ^jj+atrb+++=Good
gracious!" ^nn+++??+=gracious!"--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Marvel ^np++++=Marvel
held ^vbd+vprv++xvbn+=held
up ^rp++++=up
her ^pp$+pp3+++=her
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
lifted ^jj+++xvbn+=lifted
her ^pp3o+pp3+++=her
eyes ^nns++++=eyes
in ^in++++=in
profound ^jj+atrb+++=profound
astonishment ^nn+nom+++=astonishment.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
understand ^vb+vprv+++=understand
it ^pp3+it+++=it!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Marvel ^np++++=Marvel.
. ^zz++++=EXTRAWORD
" ^zz++++="Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
nobody ^pn++++=nobody's
's ^vbz+bez+vrb++0=EXTRAWORD
'd ^md+prd+vrb++=had
a ^at++++=a
spell ^nn++++=spell
of ^in++++=of
sickness ^nns+nom+++=sickness
in ^in++++=in
the ^ati++++=the
family ^nn++++=family
for ^in++++=for
the ^ati++++=the
whole ^jj+atrb+++=whole
year ^nn++++=year.
. ^zz++++=EXTRAWORD
Charley ^np++++=Charley's
's ^$++++=EXTRAWORD
been ^vprf+ben+vrb+xvbn+=been
a ^rb++++=a
little ^rb"++++=little
sick ^jj++++=sick
once ^rb+tm+++=once
or ^cc+phrs+++=or
twice ^rb++++=twice;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
nothing ^pn++++=nothing
of ^in++++=of
much ^ap++++=much
consequence ^nn+nom+++=consequence.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
must ^md+nec+++=must
be ^vb+be+vrb++=be
something ^pn++++=something
wrong ^jj++++=wrong
about ^in++++=about
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
go ^vb++++=go
right ^jj++++=right
off ^in+pl+++=off
and ^cc++++=and
see ^vb+vprv+++=see
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
have ^vb+hv+vrb++=have
an ^at++++=an
understanding ^jj+++xvbg+=understanding
about ^in++++=about
it ^pp3+it+++=it
at ^rb++++=at
once ^rb"+tm+++=once."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Carrying ^vbg+++xvbg+=Carrying
out ^rp+pl+++=out
his ^pp$+pp3+++=his
resolution ^nn+nom+++=resolution
on ^in++++=on
the ^ati++++=the
instant ^nn+nom+++=instant,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Marvel ^np++++=Marvel
left ^vbd+++xvbn+=left
the ^ati++++=the
house ^nn++++=house
and ^cc++++=and
proceeded ^vpsv++agls+xvbn+=proceeded
with ^in++++=with
rapid ^jj+atrb+++=rapid
steps ^nns++++=steps
toward ^in++++=toward
the ^ati++++=the
office ^nn++++=office
of ^in++++=of
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Elton ^np++++=Elton.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
found ^vbd+vprv++xvbnx+=found
that ^tht+vcmp+++=that
individual ^jj++++=individual
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
" ^zz++++="Good
good ^jj+atrb+++=EXTRAWORD
morning ^nn++++=morning
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Marvel ^np++++=Marvel!
! ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do
to ^to++++=to-day?"
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
understood ^vbd+vprv++xvbn+=understood
from ^in++++=from
his ^pp$+pp3+++=his
countenance ^nn+nom+++=countenance
that ^dt+dem+++=that
something ^pn++++=something
was ^vbd+bedz+vrb++=was
wrong ^jj+pred+++=wrong,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+vrb++=had
an ^at++++=an
instinctive ^jj+atrb+++=instinctive
perception ^nn+nom+++=perception
of ^in++++=of
its ^pp$+it+++=its
nature ^nn++++=nature.
. ^zz++++=EXTRAWORD
" ^zz++++="Good
good ^jj+atrb+++=EXTRAWORD
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
doctor ^nn++++=doctor!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
your ^pp$+pp2+++=your
bill ^nn++++=bill
to ^to++++=to-day."
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sent ^vbd+++xvbnx+=sent
it ^pp3+it+++=it
out ^rp+pl+++=out."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
a' ^nn+++??+=a'n't
n't ^xnot++not++0=EXTRAWORD
there ^rn+pl+++=there
something ^pn++++=something
wrong ^jj++++=wrong
about ^in++++=about
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
doctor ^nn++++=doctor?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
presume ^vb+vprv+++=presume
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
make ^vb++++=make
my ^pp$+pp1+++=my
charges ^nns++++=charges
carefully ^rb+cnj+++=carefully,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
draw ^vb++++=draw
off ^in+pl+++=off
my ^pp$+pp1+++=my
bills ^nns++++=bills
in ^in++++=in
exact ^jj+atrb+++=exact
accordance ^nn+nom+++=accordance
with ^in++++=with
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
there ^ex+pex+++=there
must ^md+nec+++=must
be ^vb+be+vrb++=be,
, ^zz++++=EXTRAWORD
doctor ^nn++++=doctor.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
in ^in++++=in
the ^ati++++=the
world ^nn++++=world
could ^md+pos+++=could
you ^pp2+pp2+++=you
make ^vb++++=make
a ^at++++=a
bill ^nn++++=bill
of ^in++++=of
one ^cd1++++=one
hundred ^cd++++=hundred
and ^cc++++=and
fifty ^cd++++=fifty
dollars ^nns++++=dollars
against ^in++++=against
me ^pp1o+pp1+++=me?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
'd ^md+prd+vrb++=had
no ^at++++=no
serious ^jj+atrb+++=serious
sickness ^nns+nom+++=sickness
in ^in++++=in
my ^pp$+pp1+++=my
family ^nn++++=family."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
yet ^rb+cnj+++=yet,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Marvel ^np++++=Marvel,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
called ^vpsv++agls+xvbnx+=called
in ^rb+phrv+++=in
almost ^rb+hdg+++=almost
every ^at++++=every
week ^nn++++=week,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sometimes ^rb++++=sometimes
three ^cd++++=three
or ^cc++++=or
four ^cd++++=four
times ^nns++++=times
in ^in++++=in
as ^in++++=as
many ^ap++++=many
days ^nns++++=days."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Impossible!"
impossible ^jj++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
show ^vb+vprv+tht0++=show
you ^pp2+pp2+++=you
my ^pp$+pp1+++=my
ledger ^np++++=ledger,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
that ^dt+pdem+++=that
will ^md+prd+++=will
satisfy ^vb++++=satisfy
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
every ^at++++=every
visit ^nn++++=visit
is ^vbz+bez+aux++=is
entered ^vpsv++agls+xvbnx+=entered."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
use ^nn++++=use
to ^to++++=to
do ^vbi++++=do
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
called ^vpsv++agls+xvbnx+=called
in ^rb+phrv+++=in
pretty ^rb++++=pretty
often ^rb+cnj+++=often,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
frequently ^rb++++=frequently
enough ^dt++++=enough
to ^to++++=to
make ^vbi++++=make
a ^at++++=a
bill ^nn++++=bill
like ^in++++=like
this ^dt+pdem+++=this."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
many ^ap++++=many
night ^nn++++=night-visits
- ^zz++++=EXTRAWORD
visits ^vbz++++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
suppose ^vb+vprv+tht0++=suppose
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
made ^vprf+++xvbnx+=made
to ^to+vcmp+++=to
your ^pp$+pp2+++=your
family ^nn++++=family,
, ^zz++++=EXTRAWORD
during ^in++++=during
the ^ati++++=the
year ^nn++++=year?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
sure ^jj+pred+++=sure
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
more ^rbr++++=more
than ^in++++=than
three ^cd++++=three
or ^cc++++=or
four ^cd++++=four."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
made ^vprf+++xvbnx+=made
ten ^cd++++=ten!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
be ^vb+be+aux++=be
mistaken ^vpsv++agls+xvbnx+=mistaken,
, ^zz++++=EXTRAWORD
doctor ^nn++++=doctor."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
remember ^nn+nom+++=remember
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
called ^vpsv++agls+xvbnx+=called
in ^rb+phrv+++=in
last ^jj+atrb+++=last
February ^nr+nom+++=February,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
you ^pp2+pp2+++=you
thought ^vbd+++xvbn+=thought
Charley ^np++++=Charley
had ^vb+hv+vrb++=had
the ^ati++++=the
croup ^nn+++??+=croup?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
the ^ati++++=the
night ^nn++++=night
after ^in++++=after?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes.
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
but ^cc++++=but
two ^cd++++=two."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
the ^ati++++=the
night ^nn++++=night
you ^pp2+pp2+++=you
thought ^vbd+++xvbn+=thought
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
the ^ati++++=the
measles ^nns++++=measles?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
the ^ati++++=the
night ^nn++++=night
after ^in++++=after?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes.
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cs+sub+++=But
that ^cs"++++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
only ^rb+down+++=only
four ^cd++++=four."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
the ^ati++++=the
three ^cd++++=three
times ^nns++++=times
he ^pp3a+pp3+++=he
fell ^vbd+++xvbnx+=fell
out ^rp+pl+++=out
of ^in++++=of
bed ^nn++++=bed?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
three ^cd++++=three
times ^nns++++=times,
, ^zz++++=EXTRAWORD
doctor ^nn++++=doctor!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
three ^cd++++=three
times ^nns++++=times.
. ^zz++++=EXTRAWORD
Do ^vb+do+vrb++=Don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
recollect ^vb+vprv+++=recollect
the ^ati++++=the
knob ^nn++++=knob
on ^in++++=on
his ^pp$+pp3+++=his
head ^nn++++=head?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
indeed ^rb++++=indeed!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
the ^ati++++=the
sprained ^jj+atrb+++=sprained
finger ^nn++++=finger?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
the ^ati++++=the
bruised ^jj+atrb++xvbn+=bruised
cheek ^nn++++=cheek?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believe ^vb+vprv+tht0++=believe
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
right ^jj+pred+++=right
about ^in++++=about
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
doctor ^nn++++=doctor.
. ^zz++++=EXTRAWORD
But ^cs+sub+++=But
that ^cs"++++=that
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
make ^vb++++=make
ten ^cd++++=ten
times ^nns++++=times."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
not ^xnot++not++=not
forgotten ^vbd+vprv++xvbn+=forgotten,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
the ^ati++++=the
night ^nn++++=night
he ^pp3a+pp3+++=he
told ^vbd+vpub+tht0+xvbnx+=told
you ^pp2+pp2+++=you
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
swallowed ^vprf+++xvbnx+=swallowed
a ^at++++=a
pin ^nn++++=pin?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
father ^nn++++=father,
, ^zz++++=EXTRAWORD
turning ^nvbg+++xvbg+=turning
pale ^nn++++=pale.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
any ^dti++++=any
danger ^nn++++=danger
to ^to++++=to
be ^vbi+vbi+aux++=be
apprehended ^vpsv++agls+xvbnx+=apprehended
from ^in++++=from
its ^pp$+it+++=its
working ^nvbg+++xvbg+=working
its ^pp$+it+++=its
way ^nn++++=way
into ^in++++=into
the ^ati++++=the
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
doctor ^nn++++=doctor?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="None
none ^pn++++=EXTRAWORD
at ^rb+cnj+++=at,
, ^zz++++=EXTRAWORD
all ^abn++++=all,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
think ^vb+vprv+++=think.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
you ^pp2+pp2+++=you
remember" ^nn+++??+=remember"-"Never
- ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
never ^rb++++=EXTRAWORD
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+tht0++=suppose
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
right ^jj+pred+++=right
about ^in++++=about
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
how ^wrb+who+whq++=how
can ^md+pos+++=can
ten ^cd++++=ten
visits ^nns++++=visits
make ^vb++++=make
one ^cd1++++=one
hundred ^cd++++=hundred
and ^cc++++=and
fifty ^cd++++=fifty
dollars ^nns++++=dollars?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
will ^md+prd+++=will
make ^vb++++=make
fifty ^cd++++=fifty,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
one ^cd1++++=one-third
- ^zz++++=EXTRAWORD
third ^od++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
bill ^nn++++=bill."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
pretend ^vb+vprv+++=pretend
to ^to+vcmp+++=to
charge ^vb++++=charge
five ^cd++++=five
dollars ^nns++++=dollars
a ^at++++=a
visit ^nn++++=visit,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though,
, ^zz++++=EXTRAWORD
doctor ^nn++++=doctor?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
all ^abn++++=all
visits ^nns++++=visits
after ^in++++=after
ten ^cd++++=ten
o'clock ^rb++++=o'clock
at ^in++++=at
night ^nn++++=night,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
are ^vb+ber+aux++=are
allowed ^vpsv++by+xvbnx+=allowed
by ^in++++=by
law ^nn++++=law
to ^in++++=to
charge ^nn++++=charge
five ^cd++++=five
dollars ^nns++++=dollars."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Outrageous!"
outrageous ^jj++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Would
would ^md+prd+++=EXTRAWORD
you ^pp2+pp2+++=you
get ^vb++++=get
up ^rp++++=up
out ^rp+pl+++=out
of ^in++++=of
your ^pp$+pp2+++=your
warm ^jj+atrb+++=warm
bed ^nn++++=bed
after ^in++++=after
midnight ^nn++++=midnight,
, ^zz++++=EXTRAWORD
turn ^nn++++=turn
out ^rp+pl+++=out
in ^in++++=in
a ^at++++=a
December ^nr+nom+++=December
storm ^nn++++=storm,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
walk ^nn++++=walk
half ^abn++++=half
a ^at++++=a
mile ^nn++++=mile
for ^in++++=for
five ^cd++++=five
dollars ^nns++++=dollars?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
say ^vb+vpub+++=say
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
would ^md+prd+++=would.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
then ^rn+tm+++=then
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
your ^pp$+pp2+++=your
business ^nns+nom+++=business."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in+emph+++=EXTRAWORD
course ^nn+emph"+++=course
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
must ^md+nec+++=must
be ^vb+be+aux++=be
paid ^vpsv++agls+xvbnx+=paid
for ^in++++=for
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Any
any ^dti++++=EXTRAWORD
how ^wrb+who+++=how,
, ^zz++++=EXTRAWORD
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
account ^nn++++=account
for ^in++++=for
the ^ati++++=the
whole ^nn++++=whole
of ^in++++=of
this ^dt+dem+++=this
exorbitant ^jj+atrb+++=exorbitant
bill ^nn++++=bill."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
one ^cd1++++=one
hundred ^cd++++=hundred
day ^nn++++=day
and ^cc++++=and
evening ^nn++++=evening
visits ^nns++++=visits
here ^rn+pl+++=here
on ^in++++=on
my ^pp$+pp1+++=my
ledger ^np++++=ledger
will ^md+prd+++=will,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
pretend ^vb+vprv+++=pretend
to ^to+vcmp+++=to
say ^vbi+vpub+tht0++=say
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
paid ^vprf+++xvbnx+=paid
my ^pp$+pp1+++=my
family ^nn++++=family
a ^at++++=a
hundred ^cd++++=hundred
visits ^nns++++=visits,
