Chapter ^nn++++=Chapter
in ^in++++=in
sheiking ^xvbg+++xvbg+=sheiking.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
only ^rb+down+++=only
a ^at++++=a
week ^nn++++=week
after ^in++++=after
his ^pp$+pp3+++=his
advent ^nn++++=advent
to ^in++++=to
the ^ati++++=the
Stubbs ^np+++??+=Stubbs
family ^nn++++=family
circle ^nn++++=circle,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
lurked ^vbd+++xvbnx+=lurked
like ^in++++=like
the ^ati++++=the
vile ^jj+atrb+++=vile
serpent ^nn++++=serpent
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
persuaded ^vprf+++xvbnx+=persuaded
the ^ati++++=the
heroine ^nn++++=heroine
to ^in++++=to
elope ^nn+++??+=elope!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
night ^nn++++=night
that ^tht+rel+obj++=that
she ^pp3a+pp3+++=she
went ^vbd+++xvbnx+=went
leaving ^vbg+++xvbg+=leaving
a ^at++++=a
note ^nn++++=note
for ^in++++=for
her ^pp$+pp3+++=her
parents ^nns++++=parents,
, ^zz++++=EXTRAWORD
sniffing ^vbg+++xvbg+=sniffing
the ^ati++++=the
familiar ^jj+atrb+++=familiar
mash ^nn+++??+=mash
for ^in++++=for
the ^ati++++=the
last ^jj+atrb+++=last
time ^nn++++=time,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
kissing ^vbg+++xvbg+=kissing
the ^ati++++=the
cat ^nn++++=cat
goodbye ^uh++++=goodbye
touching ^vbg+++xvbg+=touching
stuff ^nn++++=stuff!
! ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
train ^nn++++=train
Algernon ^np+++??+=Algernon
became ^vbd+++xvbn+=became
sleepy ^jj++++=sleepy
and ^cc+phrs+++=and
slumped ^jj+++xvbn+=slumped
down ^rp++++=down
in ^in++++=in
his ^pp$+pp3+++=his
seat ^nn++++=seat,
, ^zz++++=EXTRAWORD
allowing ^vbg+++xvbg+=allowing
a ^at++++=a
paper ^nn++++=paper
to ^to++++=to
fall ^vbi++++=fall
out ^rp+pl+++=out
of ^in++++=of
his ^pp$+pp3+++=his
pocket ^nn++++=pocket
by ^in++++=by
accident ^nn++++=accident.
. ^zz++++=EXTRAWORD
Ermengarde ^np+++??+=Ermengarde,
, ^zz++++=EXTRAWORD
taking ^vbg+++xvbg+=taking
advantage ^nn+nom+++=advantage
of ^in++++=of
her ^pp$+pp3+++=her
supposed ^vbd+vprv++xvbn+=supposed
position ^nn+nom+++=position
as ^in++++=as
a ^at++++=a
bride ^nn++++=bride-elect,
- ^zz++++=EXTRAWORD
elect ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
picked ^j+++xvbn+=picked
up ^rp++++=up
the ^ati++++=the
folded ^jj+atrb++xvbn+=folded
sheet ^nn++++=sheet
and ^cc++++=and
read ^vb+vprv++xvbn+=read
its ^pp$+it+++=its
perfumed ^jj+atrb++xvbn+=perfumed
expanse ^nn++++=expanse
when ^wrb+who+++=when
lo ^np++++=lo!
! ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
almost ^rb+hdg+++=almost
fainted ^vbd+++xvbn+=fainted!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
love ^nn++++=love
letter ^nn++++=letter
from ^in++++=from
another ^dt++++=another
woman ^nn++++=woman!!
! ^zz++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++="Perfidious
perfidious ^jj+atrb+++=EXTRAWORD
deceiver ^nn+nom+++=deceiver!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
whispered ^vbd+vpub++xvbnx+=whispered
at ^rb++++=at
the ^ati++++=the
sleeping ^jj+++xvbg+=sleeping
Algernon ^np+++??+=Algernon,
, ^zz++++=EXTRAWORD
" ^zz++++="so
so ^ql++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
all ^abn++++=all
that ^dt+dem+++=that
your ^pp$+pp2+++=your
boasted ^vbd+vpub++xvbn+=boasted
fidelity ^nn+nom+++=fidelity
amounts ^nns++++=amounts
to ^in+strn+++=to!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
done ^vpsv++agls+xvbnx+=done
with ^in++++=with
you ^pp2+pp2+++=you
for ^in++++=for
all ^abn++++=all
eternity ^nn+nom+++=eternity!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^ql++++=So
saying ^nvbg+++xvbg+=saying,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
pushed ^vbd+++xvbnx+=pushed
him ^pp3o+pp3+++=him
out ^rp+pl+++=out
the ^ati++++=the
window ^nn++++=window
and ^cc++++=and
settled ^vbd+++xvbn+=settled
down ^rp++++=down
for ^in++++=for
a ^at++++=a
much ^ap++++=much
needed ^jj+atrb++xvbn+=needed
rest ^nn++++=rest.
. ^zz++++=EXTRAWORD
Chapter ^nn++++=Chapter
Vi ^np+++??+=VI
When ^wrb+who+++=When
the ^ati++++=the
noisy ^nn++++=noisy
train ^vb++++=train
pulled ^vbd+++xvbn+=pulled
into ^in++++=into
the ^ati++++=the
dark ^jj+atrb+++=dark
station ^nn+nom+++=station
at ^rb++++=at
the ^ati++++=the
city ^nn++++=city,
, ^zz++++=EXTRAWORD
poor ^jj+atrb+++=poor
helpless ^jj+atrb+++=helpless
Ermengarde ^np+++??+=Ermengarde
was ^vbd+bedz+vrb++=was
all ^abn++++=all
alone ^rb++++=alone
without ^in++++=without
the ^ati++++=the
money ^nn++++=money
to ^to++++=to
get ^vbi++++=get
back ^rb+phrv+++=back
to ^in++++=to
Hogton ^np+++??+=Hogton.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh
oh ^uh++++=EXTRAWORD
why ^wrb+who+++=why,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
sighed ^vbd+++xvbnx+=sighed
in ^in++++=in
innocent ^jj+atrb+++=innocent
regret ^nn++++=regret,
, ^zz++++=EXTRAWORD
" ^zz++++="didn't
did ^vbd+dod+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
I ^pp1a+pp1+++=I
take ^vb++++=take
his ^pp$+pp3+++=his
pocketbook ^nn+++??+=pocketbook
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
pushed ^vbd+++xvbnx+=pushed
him ^pp3o+pp3+++=him
out ^rp+pl+++=out?
? ^zz++++=EXTRAWORD
Oh ^uh++++=Oh
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
worry ^vb+vprv+++=worry!
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
told ^vbd+vpub++xvbnx+=told
me ^pp1o+pp1+++=me
all ^abn++++=all
about ^in++++=about
the ^ati++++=the
city ^nn++++=city
so ^ql++++=so
I ^pp1a+pp1+++=I
can ^md+pos+++=can
easily ^rb++splt++=easily
earn ^vb++++=earn
enough ^qlp++++=enough
to ^to++++=to
get ^vbi++++=get
home ^nr++++=home
if ^cs+cnd+++=if
not ^xnot++not++=not
to ^to++++=to
pay ^vbi++++=pay
off ^in+pl+++=off
the ^ati++++=the
mortgage ^nn+nom+++=mortgage!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
alas ^uh++++=alas
for ^in++++=for
our ^pp$+pp1+++=our
little ^jj+atrb+++=little
heroine ^nn++++=heroine
work ^nn++++=work
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
easy ^jj++++=easy
for ^in++++=for
a ^at++++=a
greenhorn ^jj+++xvbn+=greenhorn
to ^to++++=to
secure ^vbi++++=secure,
, ^zz++++=EXTRAWORD
so ^rb++++=so
for ^in++++=for
a ^at++++=a
week ^nn++++=week
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
forced ^vpsv++agls+xvbnx+=forced
to ^to+vcmp+++=to
sleep ^vbi++++=sleep
on ^rp++++=on
park ^npl++++=park
benches ^nns++++=benches
and ^cc++++=and
obtain ^vb++++=obtain
food ^nn++++=food
from ^in++++=from
the ^ati++++=the
bread ^nn++++=bread-line.
- ^zz++++=EXTRAWORD
line ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
a ^at++++=a
wily ^jj+atrb+++=wily
and ^cc+phrs+++=and
wicked ^jj+atrb+++=wicked
person ^nn++++=person,
, ^zz++++=EXTRAWORD
perceiving ^nn++++=perceiving
her ^pp$+pp3+++=her
helplessness ^nns+nom+++=helplessness,
, ^zz++++=EXTRAWORD
offered ^j+++xvbn+=offered
her ^pp$+pp3+++=her
a ^at++++=a
position ^nn+nom+++=position
as ^in++++=as
dish ^nn++++=dish-washer
- ^zz++++=EXTRAWORD
washer ^nn++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
fashionable ^jj+atrb+++=fashionable
and ^cc+phrs+++=and
depraved ^jj+atrb+++=depraved
cabaret ^nn++++=cabaret;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
our ^pp$+pp1+++=our
heroine ^nn++++=heroine
was ^vbd+bedz+vrb++=was
true ^jj+pred+++=true
to ^in++++=to
her ^pp$+pp3+++=her
rustic ^jj+atrb+++=rustic
ideals ^nns++++=ideals
and ^cc++++=and
refused ^vpsv++agls+xvbn+=refused
to ^to+vcmp+++=to
work ^vb++++=work
in ^in++++=in
such ^abl++++=such
a ^at++++=a
gilded ^jj+atrb++xvbn+=gilded
and ^cc+phrs+++=and
glittering ^jj+atrb+++=glittering
palace ^nn++++=palace
of ^in++++=of
frivolity ^nn+nom+++=frivolity
especially ^rb++++=especially
since ^cs+sub+++=since
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
offered ^vpsv++agls+xvbnx+=offered
only ^rb+down+++=only
$ ^zz++++=$3.00
3.00 ^cd++++=EXTRAWORD
per ^in++++=per
week ^nn++++=week
with ^in++++=with
meals ^nns++++=meals
but ^cc++++=but
no ^at++++=no
board ^nn++++=board.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
look ^vbi++++=look
up ^rp++++=up
Jack ^np++++=Jack
Manly ^jj++++=Manly,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
one ^cd1++++=one-time
- ^zz++++=EXTRAWORD
time ^nn++++=EXTRAWORD
lover ^nn++++=lover,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
nowhere ^rb+pl+++=nowhere
to ^to++++=to
be ^vbi+vbi+aux++=be
found ^vpsv++agls+xvbnx+=found.
. ^zz++++=EXTRAWORD
Perchance ^np+nom++??+=Perchance,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
not ^xnot++not++=not
have ^vb+hv+aux++=have
known ^vprf+++xvbnx+=known
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
for ^in++++=for
in ^in++++=in
her ^pp$+pp3+++=her
poverty ^nn++++=poverty
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
perforce ^rb++splt++=perforce
become ^vb++++=become
a ^at++++=a
brunette ^jj++++=brunette
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Jack ^np++++=Jack
had ^vb+hv+vrb++=had
not ^xnot++not++=not
beheld ^nn+++??+=beheld
her ^pp$+pp3+++=her
in ^cs+sub+++=in
that ^cs"++++=that
state ^nn++++=state
since ^in++++=since
school ^npl++++=school
days ^nns++++=days.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
day ^nn++++=day
she ^pp3a+pp3+++=she
found ^vbd+vprv++xvbnx+=found
a ^at++++=a
neat ^jj+atrb+++=neat
but ^cc+phrs+++=but
costly ^jj+atrb+++=costly
purse ^nn++++=purse
in ^in++++=in
the ^ati++++=the
dark ^nn++++=dark;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
after ^cs+sub+++=after
seeing ^vb+vprv++xvbg+=seeing
that ^tht+vcmp+++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
much ^rb++++=much
in ^in++++=in
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
it ^pp3+it+++=it
to ^in++++=to
the ^ati++++=the
rich ^jj+atrb+++=rich
lady ^npt++++=lady
whose ^whp+rel+obj++=whose
card ^nn++++=card
proclaimed ^vbd+++xvbn+=proclaimed
her ^pp$+pp3+++=her
ownership ^nn+nom+++=ownership.
. ^zz++++=EXTRAWORD
Delighted ^j+++xvbn+=Delighted
beyond ^in++++=beyond
words ^nns++++=words
at ^in++++=at
the ^ati++++=the
honesty ^nn++++=honesty
of ^in++++=of
this ^dt+dem+++=this
forlorn ^jj+atrb+++=forlorn
waif ^nn+++??+=waif,
, ^zz++++=EXTRAWORD
the ^ati++++=the
aristocratic ^jj+atrb+++=aristocratic
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Van ^np++++=Van
Itty ^np+++??+=Itty
adopted ^vbd+++xvbn+=adopted
Ermengarde ^np+++??+=Ermengarde
to ^to++++=to
replace ^vbi++++=replace
the ^ati++++=the
little ^jj+atrb+++=little
one ^cd1++++=one
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
stolen ^vpsv++agls+xvbnx+=stolen
from ^in++++=from
her ^pp$+pp3+++=her
so ^cs+sub+++=so
many ^ap++++=many
years ^nns++++=years
ago ^rb++++=ago.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
like ^in++++=like
my ^pp$+pp1+++=my
precious ^jj+atrb+++=precious
Maude ^np+++??+=Maude,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
sighed ^vbd+++xvbnx+=sighed,
, ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
watched ^vbd+++xvbnx+=watched
the ^ati++++=the
fair ^jj+atrb+++=fair
brunette ^jj+atrb+++=brunette
return ^nn++++=return
to ^in++++=to
blondeness ^nns+nom+++=blondeness.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
so ^rb++++=so
several ^ap++++=several
weeks ^nns++++=weeks
passed ^vbd+++xvbn+=passed,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
old ^jj+atrb+++=old
folks ^nns++++=folks
at ^in++++=at
home ^nr++++=home
tearing ^vwbg+++xvbg+=tearing
their ^pp$+pp3+++=their
hair ^nn++++=hair
and ^cc++++=and
the ^ati++++=the
wicked ^jj++++=wicked
' ^zz++++='Squire
squire ^nn++++=EXTRAWORD
Hardman ^np+++??+=Hardman
chuckling ^nn+nom+++=chuckling
devilishly ^rb++++=devilishly.
. ^zz++++=EXTRAWORD
Chapter ^nn++++=Chapter
Vii ^np+++??+=VII
One ^cd1++++=One
day ^nn++++=day
the ^ati++++=the
wealthy ^jj+atrb+++=wealthy
heiress ^nns+nom+++=heiress
Ermengarde ^np+++??+=Ermengarde
S ^zz++++=S.
. ^zz++++=EXTRAWORD
Van ^&fw++++=Van
Itty ^np+++??+=Itty
hired ^vbd+++xvbn+=hired
a ^at++++=a
new ^jj++++=new
second ^od++++=second
assistant ^nn+nom+++=assistant
chauffeur ^nn++++=chauffeur.
. ^zz++++=EXTRAWORD
Struck ^xvbn+++xvbn+=Struck
by ^in++++=by
something ^pn++++=something
familiar ^jj++++=familiar
in ^in++++=in
his ^pp$+pp3+++=his
face ^nn++++=face,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
looked ^vbd+++xvbnx+=looked
again ^rb+tm+++=again
and ^cc++++=and
gasped ^vbd+++xvbn+=gasped.
. ^zz++++=EXTRAWORD
Lo ^np++++=Lo!
! ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
none ^pn++++=none
other ^ap++++=other
than ^in++++=than
the ^ati++++=the
perfidious ^jj+atrb+++=perfidious
Algernon ^np+++??+=Algernon
Reginald ^np++++=Reginald
Jones ^np++++=Jones,
, ^zz++++=EXTRAWORD
whom ^whp+rel+obj++=whom
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
pushed ^vprf+++xvbnx+=pushed
from ^in++++=from
a ^at++++=a
car ^nn++++=car
window ^nn++++=window
on ^in++++=on
that ^dt+dem+++=that
fateful ^jj+atrb+++=fateful
day ^nn++++=day!
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
survived ^vprf+++xvbnx+=survived
this ^dt+pdem+++=this
much ^rb++++=much
was ^vbd+bedz+vrb++=was
almost ^rb+hdg+++=almost
immediately ^rb+tm+++=immediately
evident ^jj++++=evident.
. ^zz++++=EXTRAWORD
Also ^rb+cnj+++=Also,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
wed ^vprf+++xvbnx+=wed
the ^ati++++=the
other ^ap++++=other
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
run ^vprf+++xvbnx+=run
away ^rb+phrv+++=away
with ^in+ppvb+++=with
the ^ati++++=the
milkman ^nn++++=milkman
and ^cc++++=and
all ^rb++++=all
the ^ati++++=the
money ^nn++++=money
in ^in++++=in
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
wholly ^rb++++=wholly
humbled ^xvbn+++xvbn+=humbled,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked
forgiveness ^nns+nom+++=forgiveness
of ^in++++=of
our ^pp$+pp1+++=our
heroine ^nn++++=heroine,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
confided ^vpsv++agls+xvbn+=confided
to ^in++++=to
her ^pp3o+pp3+++=her
the ^ati++++=the
whole ^jj+atrb+++=whole
tale ^nn++++=tale
of ^in++++=of
the ^ati++++=the
gold ^nn++++=gold
on ^rp++++=on
her ^pp3o+pp3+++=her
father ^npt++++=father's
's ^$++++=EXTRAWORD
farm ^nn++++=farm.
. ^zz++++=EXTRAWORD
Moved ^j+++xvbn+=Moved
beyond ^in++++=beyond
words ^nns++++=words,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
raised ^vbd+++xvbnx+=raised
his ^pp$+pp3+++=his
salary ^nn++++=salary
a ^at++++=a
dollar ^nn++++=dollar
a ^at++++=a
month ^nn++++=month
and ^cc++++=and
resolved ^vb+++xvbn+=resolved
to ^to+vcmp+++=to
gratify ^vbi++++=gratify
at ^rb++++=at
last ^rb"++++=last
that ^cs+sub+++=that
always ^rb++++=always
unquenchable ^jj+atrb+++=unquenchable
anxiety ^nn++++=anxiety
to ^to++++=to
relieve ^vbi++++=relieve
the ^ati++++=the
worry ^nn++++=worry
of ^in++++=of
the ^ati++++=the
old ^jj+atrb+++=old
folks ^nns++++=folks.
. ^zz++++=EXTRAWORD
So ^ql++++=So
one ^cd1++++=one
bright ^jj+atrb+++=bright
day ^nn++++=day
Ermengarde ^np+++??+=Ermengarde
motored ^vprf+++xvbn+=motored
back ^jjb++++=back
to ^in++++=to
Hogton ^np+++??+=Hogton
and ^cc++++=and
arrived ^vbd+++xvbn+=arrived
at ^rb++++=at
the ^ati++++=the
farm ^nn++++=farm
just ^rb+emph+++=just
as ^in++++=as
' ^zz++++='Squire
squire ^nn++++=EXTRAWORD
Hardman ^np+++??+=Hardman
was ^vbd+bedz+aux++=was
foreclosing ^vbg+++xvbgx+=foreclosing
the ^ati++++=the
mortgage ^nn+nom+++=mortgage
and ^cc++++=and
ordering ^nvbg+++xvbg+=ordering
the ^ati++++=the
old ^jj+atrb+++=old
folks ^nns++++=folks
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
" ^zz++++="Stay,
stay ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
villain ^nn++++=villain!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
flashing ^vbg+++xvbg+=flashing
a ^at++++=a
colossal ^jj+atrb+++=colossal
roll ^nn++++=roll
of ^in++++=of
bills ^nns++++=bills.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+aux++=are
foiled ^vpsv++agls+xvbnx+=foiled
at ^rb++++=at
last ^rb"++++=last!
! ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
is ^vbz+bez+vrb++=is
your ^pp$+pp2+++=your
money ^nn++++=money
now ^rn+tm+++=now
go ^vb++++=go,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
never ^rb++++=never
darken ^vb+++xvbn+=darken
our ^pp$+pp1+++=our
humble ^jj+atrb+++=humble
door ^nn++++=door
again ^rb+tm+++=again!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
followed ^vbd+vprv++xvbn+=followed
a ^at++++=a
joyous ^jj+atrb+++=joyous
reunion ^nn++++=reunion,
, ^zz++++=EXTRAWORD
whilst ^cs+sub+++=whilst
the ^ati++++=the
Squire ^nn++++=Squire
twisted ^vbd+++xvbn+=twisted
his ^pp$+pp3+++=his
moustache ^nn++++=moustache
and ^cc++++=and
riding ^nvbg+++xvbg+=riding-crop
- ^zz++++=EXTRAWORD
crop ^nn++++=EXTRAWORD
in ^in++++=in
bafflement ^nn+nom+++=bafflement
and ^cc++++=and
dismay ^nn++++=dismay.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
hark ^nn+++??+=hark!
! ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
is ^vbz+bez+aux++=is
this ^dt+pdem+++=this?
? ^zz++++=EXTRAWORD
Footsteps ^nns++++=Footsteps
sound ^jj++++=sound
on ^in++++=on
the ^ati++++=the
old ^jj+atrb+++=old
gravel ^nn++++=gravel
walk ^nn++++=walk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
who ^whp+rel+subj++=who
should ^md+nec+++=should
appear ^vb+seem+++=appear
but ^cc++++=but
our ^pp$+pp1+++=our
hero ^nn++++=hero,
, ^zz++++=EXTRAWORD
Jack ^np++++=Jack
Manly ^jj++++=Manly
worn ^jj+++xvbn+=worn
and ^cc+phrs+++=and
seedy ^jj++++=seedy,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
radiant ^jj++++=radiant
of ^in++++=of
face ^nn++++=face.
. ^zz++++=EXTRAWORD
Seeking ^vbg+++xvbg+=Seeking
at ^rb++++=at
once ^rb"+tm+++=once
the ^ati++++=the
downcast ^nn+++??+=downcast
villain ^nn++++=villain,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="Squire
squire ^nn++++=EXTRAWORD
lend ^vb++++=lend
me ^pp1o+pp1+++=me
a ^at++++=a
ten ^cd++++=ten-spot,
- ^zz++++=EXTRAWORD
spot ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
will ^md+prd+++=will
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
just ^rb+emph+splt++=just
come ^vb++++=come
back ^jjb++++=back
from ^in++++=from
the ^ati++++=the
city ^nn++++=city
with ^in++++=with
my ^pp$+pp1+++=my
beauteous ^jj+atrb+++=beauteous
bride ^nn++++=bride,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fair ^jj+atrb+++=fair
Bridget ^np++++=Bridget
Goldstein ^np+++??+=Goldstein,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
need ^nn++++=need
something ^pn++++=something
to ^to++++=to
start ^vbi++++=start
things ^nns++++=things
on ^in++++=on
the ^ati++++=the
old ^jj+atrb+++=old
farm ^nn++++=farm."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
turning ^nvbg+++xvbg+=turning
to ^in++++=to
the ^ati++++=the
Stubbses ^np+++??+=Stubbses,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
apologised ^vbd+++xvbnx+=apologised
for ^in++++=for
his ^pp$+pp3+++=his
inability ^nn+nom+++=inability
to ^to+ncmp+++=to
pay ^vbi++++=pay
off ^in+pl+++=off
the ^ati++++=the
mortgage ^nn+nom+++=mortgage
as ^cs+sub+++=as
agreed ^jj+++xvbn+=agreed.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
mention ^nn+nom+++=mention
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Ermengarde ^np+++??+=Ermengarde,
, ^zz++++=EXTRAWORD
" ^zz++++="prosperity
prosperity ^nn+nom+++=EXTRAWORD
has ^vbz+hvz+aux++=has
come ^vprf+++xvbn+=come
to ^in++++=to
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
will ^md+prd+++=will
consider ^nn+nom+++=consider
it ^pp3+it+++=it
sufficient ^jj+atrb+++=sufficient
payment ^nn+nom+++=payment
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
will ^md+prd+++=will
forget ^vb+vprv+++=forget
forever ^rb++++=forever
the ^ati++++=the
foolish ^jj+atrb+++=foolish
fancies ^nns++++=fancies
of ^in++++=of
our ^pp$+pp1+++=our
childhood ^nn+nom+++=childhood."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
All ^abn++++=All
this ^dt+dem+++=this
time ^nn++++=time
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Van ^np++++=Van
Itty ^np+++??+=Itty
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
sitting ^vbg+++xvbgx+=sitting
in ^in++++=in
the ^ati++++=the
motor ^nn++++=motor
waiting ^vwbg+++xvbg+=waiting
for ^in++++=for
Ermengarde ^np+++??+=Ermengarde;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
as ^ql++++=as
she ^pp3a+pp3+++=she
lazily ^rb++++=lazily
eyed ^vbd+++xvbn+=eyed
the ^ati++++=the
sharp ^jj++++=sharp-faced
- ^zz++++=EXTRAWORD
faced ^xvbn+++xvbn+=EXTRAWORD
Hannah ^np++++=Hannah
Stubbs ^np+++??+=Stubbs
a ^at++++=a
vague ^jj+atrb+++=vague
memory ^nn++++=memory
started ^vbd+++xvbn+=started
from ^in++++=from
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
her ^pp$+pp3+++=her
brain ^nn++++=brain.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
it ^pp3+it+++=it
all ^rb++++=all
came ^vbd+++xvbn+=came
to ^in++++=to
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
