I ^pp1a+pp1+++=I.
other ^ap++++=other
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
intelligence ^nn+nom+++=intelligence
was ^vbd+bedz+vrb++=was
no ^at++++=no
such ^abl++++=such
perfected ^jj+atrb++xvbn+=perfected
instrument ^nn+nom+++=instrument
as ^ql++++=as
Hicks ^np++++=Hicks's,
's, ^nn+++??+=EXTRAWORD
as ^ql++++=as
exact ^jj++++=exact
as ^ql++++=as
logarithms ^nns++++=logarithms,
, ^zz++++=EXTRAWORD
as ^ql++++=as
penetrating ^jj+++xvbg+=penetrating
as ^in++++=as
a ^at++++=a
scalpel ^nn+++??+=scalpel,
, ^zz++++=EXTRAWORD
as ^in++++=as
uncoloured ^nn++++=uncoloured
by ^in++++=by
emotions ^nns+nom+++=emotions
as ^in++++=as
a ^at++++=a
steel ^nn++++=steel
trap ^nn++++=trap.
. ^zz++++=EXTRAWORD
Lockwood ^np++++=Lockwood's
's ^$++++=EXTRAWORD
life ^nn++++=life
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
narrow ^jj+atrb+++=narrow
one ^pn++++=one.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
studied ^vprf+++xvbnx+=studied
too ^ql++++=too
hard ^jj++++=hard
at ^rb++++=at
Columbia ^np++++=Columbia
to ^to++++=to
see ^vbi+vprv+++=see
much ^ap++++=much
of ^in++++=of
the ^ati++++=the
outside ^jjb+atrb+++=outside
world ^nn++++=world,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
straight ^jj++++=straight
from ^in++++=from
his ^pp$+pp3+++=his
graduation ^nn+nom+++=graduation
to ^to++++=to
take ^vbi++++=take
his ^pp$+pp3+++=his
first ^od++++=first
position ^nn+nom+++=position.
. ^zz++++=EXTRAWORD
Since ^cs+sub+++=Since
then ^rn+tm+++=then
his ^pp$+pp3+++=his
life ^nn++++=life
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
spent ^vpsv++agls+xvbnx+=spent
virtually ^rb+down+++=virtually
in ^in++++=in
the ^ati++++=the
wilderness ^nns+nom+++=wilderness,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
in ^in++++=in
Utah ^np++++=Utah,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
in ^in++++=in
Arizona ^np++++=Arizona,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
in ^in++++=in
British ^jj+atrb+++=British
Columbia ^np++++=Columbia,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
in ^in++++=in
Placer ^np+++??+=Placer
County ^nn++++=County,
, ^zz++++=EXTRAWORD
California ^np++++=California.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
lot ^nn++++=lot
was ^vbd+bedz+vrb++=was
the ^ati++++=the
common ^jj+atrb+++=common
lot ^nn++++=lot
of ^in++++=of
young ^jj+atrb+++=young
mining ^nn++++=mining
engineers ^nns+nom+++=engineers.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
might ^md+pos+++=might
lead ^vb++++=lead
one ^cd1++++=one
day ^nn++++=day
to ^in++++=to
great ^jj+atrb+++=great
wealth ^nn++++=wealth,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
meanwhile ^rb++++=meanwhile
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
terribly ^rb++splt++=terribly
isolated ^vpsv++agls+xvbnx+=isolated.
. ^zz++++=EXTRAWORD
Living ^jj+++xvbg+=Living
thus ^rb+cnj+++=thus
apart ^in++++=apart
from ^in"++++=from
the ^ati++++=the
world ^nn++++=world,
, ^zz++++=EXTRAWORD
Lockwood ^np+++??+=Lockwood
very ^ql+amp+++=very
easily ^rb++++=easily
allowed ^vbd+++xvbn+=allowed
his ^pp$+pp3+++=his
judgment ^nn+nom+++=judgment
to ^to+vcmp+++=to
get ^vbi++++=get,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were,
, ^zz++++=EXTRAWORD
out ^rp+pl+++=out
of ^in++++=of
perspective ^nn++++=perspective.
. ^zz++++=EXTRAWORD
Class ^nn++++=Class
distinctions ^nns+nom+++=distinctions
lost ^vbd+++xvbn+=lost
their ^pp$+pp3+++=their
sharpness ^nns+nom+++=sharpness,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
woman ^nn++++=woman--as,
-- ^--+clp+++=EXTRAWORD
as ^cs+sub+++=EXTRAWORD
, ^zz++++=EXTRAWORD
for ^in++++=for
instance ^nn+nom+++=instance,
, ^zz++++=EXTRAWORD
Felice ^np+++??+=Felice--was
-- ^--+clp+++=EXTRAWORD
was ^vbd+bedz+aux++=EXTRAWORD
very ^ql+amp+++=very
like ^vb++++=like
another ^dt++++=another--as,
-- ^--+clp+++=EXTRAWORD
as ^cs+sub+++=EXTRAWORD
, ^zz++++=EXTRAWORD
for ^in++++=for
instance ^nn+nom+++=instance,
, ^zz++++=EXTRAWORD
the ^ati++++=the
girls ^nns++++=girls
his ^pp$+pp3+++=his
sisters ^nns+nom+++=sisters
knew ^vbd+vprv++xvbn+=knew
" ^zz++++="back
back ^jjb+atrb+++=EXTRAWORD
home ^nr++++=home"
" ^zz++++=EXTRAWORD
in ^in++++=in
New ^jj+atrb+++=New
York ^np++++=York.
. ^zz++++=EXTRAWORD
As ^in++++=As
a ^at++++=a
last ^jj+atrb+++=last
result ^nn++++=result,
, ^zz++++=EXTRAWORD
the ^ati++++=the
passions ^nns++++=passions
were ^vbd+bed+vrb++=were
strong ^jj+pred+++=strong.
. ^zz++++=EXTRAWORD
Things ^nns++++=Things
were ^vbd+bed+aux++=were
done ^vpsv++agls+xvbnx+=done
" ^zz++++="for
for ^in++++=EXTRAWORD
all ^rb++++=all
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
worth ^in++++=worth"
" ^zz++++=EXTRAWORD
in ^in++++=in
Placer ^np+++??+=Placer
County ^nn++++=County,
, ^zz++++=EXTRAWORD
California ^np++++=California.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
a ^at++++=a
man ^nn++++=man
worked ^vbd+++xvbn+=worked,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
worked ^vbd+++xvbnx+=worked
hard ^jj++++=hard;
; ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
slept ^vbd+++xvbnx+=slept,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
slept ^vbd+++xvbnx+=slept
soundly ^rb++++=soundly;
; ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
hated ^vbd+++xvbnx+=hated,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
hated ^vbd+++xvbnx+=hated
with ^in++++=with
primeval ^jj+atrb+++=primeval
intensity ^nn+nom+++=intensity;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
loved ^vbd+++xvbnx+=loved
he ^pp3a+pp3+++=he
grew ^vbd+++xvbnx+=grew
reckless ^jj++++=reckless.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
all ^abn++++=all
one ^cd1++++=one
that ^cs+sub+++=that
Felice ^np+++??+=Felice
was ^vbd+bedz+vrb++=was
Chino ^np++++=Chino's
's ^$++++=EXTRAWORD
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
Lockwood ^np+++??+=Lockwood
swore ^vbd+vpub++xvbn+=swore
between ^in++++=between
his ^pp$+pp3+++=his
teeth ^nn++++=teeth
that ^tht+rel+obj++=that
she ^pp3a+pp3+++=she
should ^md+nec+++=should
be ^vb+be+vrb++=be
his ^pp$+pp3+++=his
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
arrived ^vprf+++xvbnx+=arrived
at ^rb++++=at
this ^dt+dem+++=this
conclusion ^nn++++=conclusion
on ^in++++=on
the ^ati++++=the
night ^nn++++=night
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
sat ^vbd+++xvbnx+=sat
on ^in++++=on
the ^ati++++=the
back ^jjb+atrb+++=back
porch ^nn++++=porch
of ^in++++=of
his ^pp$+pp3+++=his
office ^nn++++=office
and ^cc++++=and
watched ^vbd+++xvbn+=watched
the ^ati++++=the
moon ^np++++=moon
coming ^vwbg+++xvbg+=coming
up ^rp++++=up
over ^in++++=over
the ^ati++++=the
Hog ^nn++++=Hog
Back ^jjb++++=Back.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stood ^vbd+++xvbnx+=stood
up ^rp++++=up
at ^rb++++=at
length ^rb"++++=length
and ^cc++++=and
thrust ^nn+++xvbn+=thrust
his ^pp$+pp3+++=his
pipe ^nn++++=pipe
into ^in++++=into
his ^pp$+pp3+++=his
pocket ^nn++++=pocket,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
putting ^vbg+++xvbg+=putting
an ^at++++=an
arm ^nn++++=arm
across ^in+pl+++=across
the ^ati++++=the
porch ^nn++++=porch
pillar ^nn++++=pillar,
, ^zz++++=EXTRAWORD
leaned ^j+++xvbn+=leaned
his ^pp$+pp3+++=his
forehead ^nn++++=forehead
against ^in++++=against
it ^pp3+it+++=it
and ^cc++++=and
looked ^vbd+++xvbn+=looked
out ^rp+pl+++=out
far ^rb+pl+++=far
in ^in++++=in
the ^ati++++=the
purple ^jj+atrb+++=purple
shadows ^nps++++=shadows.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
madness ^nns+nom+++=madness,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
muttered ^vbd+++xvbnx+=muttered;
; ^zz++++=EXTRAWORD
" ^zz++++="yet,
yet ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
it ^pp3+it+++=it--sheer
-- ^--+clp+++=EXTRAWORD
sheer ^jjb+atrb+++=EXTRAWORD
madness ^nns+nom+++=madness;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
Lord ^npt++++=Lord!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
mad ^jj+pred+++=mad--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
care ^nn++++=care."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Iii ^np+++??+=III.
. ^zz++++=EXTRAWORD
Chino ^np+++??+=CHINO
Goes ^vbz++++=GOES
To ^in++++=TO
Town ^nn++++=TOWN
As ^in++++=As
time ^nn++++=time
went ^vbd+++xvbn+=went
on ^in++++=on
the ^ati++++=the
matter ^nn++++=matter
became ^vbd+++xvbn+=became
more ^ql++++=more
involved ^jj+++xvbn+=involved.
. ^zz++++=EXTRAWORD
Hicks ^np++++=Hicks
was ^vbd+bedz+vrb++=was
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
Chino ^np+++??+=Chino
Zavalla ^np+++??+=Zavalla,
, ^zz++++=EXTRAWORD
stolid ^jj++++=stolid,
, ^zz++++=EXTRAWORD
easy ^jj++++=easy-going,
- ^zz++++=EXTRAWORD
going ^vbg+++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
came ^j+++xvbn+=came
and ^cc+phrs+++=and
went ^j+++xvbn+=went
about ^in++++=about
his ^pp$+pp3+++=his
work ^nn++++=work
on ^in++++=on
the ^ati++++=the
night ^nn++++=night
shift ^nn++++=shift,
, ^zz++++=EXTRAWORD
always ^rb++++=always
touching ^vbg+++xvbg+=touching
his ^pp$+pp3+++=his
cap ^nn++++=cap
to ^in++++=to
Lockwood ^np+++??+=Lockwood
when ^wrb+who+++=when
the ^ati++++=the
two ^cd++++=two
crossed ^vbd+++xvbn+=crossed
each ^ppls++++=each
other's ^ppls++++=other's
paths ^nns++++=paths,
, ^zz++++=EXTRAWORD
always ^rb++++=always
good ^jj++++=good-natured,
- ^zz++++=EXTRAWORD
natured ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
always ^rb++++=always
respectful ^jj++++=respectful,
, ^zz++++=EXTRAWORD
seeing ^vbg+vprv++xvbg+=seeing
nothing ^pn++++=nothing
but ^cc++++=but
his ^pp$+pp3+++=his
work ^nn++++=work.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
not ^xnot++not++=not
otherwise ^rb+cnj+++=otherwise
engaged ^vbd+++xvbn+=engaged,
, ^zz++++=EXTRAWORD
Lockwood ^np+++??+=Lockwood
threw ^vbd+++xvbn+=threw
a ^at++++=a
saddle ^nn++++=saddle
over ^in++++=over
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
horses ^nns++++=horses
and ^cc++++=and
rode ^vpsv++agls+xvbn+=rode
in ^in++++=in
to ^in++++=to
Iowa ^np+++??+=Iowa
Hill ^nn++++=Hill
for ^in++++=for
the ^ati++++=the
mail ^nn++++=mail,
, ^zz++++=EXTRAWORD
returning ^vbg+++xvbg+=returning
to ^in++++=to
the ^ati++++=the
mine ^nn++++=mine
between ^in++++=between
ten ^cd++++=ten
and ^cc++++=and
eleven ^cd++++=eleven.
. ^zz++++=EXTRAWORD
On ^in++++=On
one ^pn++++=one
of ^in++++=of
these ^dt+dem+++=these
occasions ^nns++++=occasions,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
drew ^vbd+++xvbnx+=drew
near ^in+cmpx+++=near
to ^in++++=to
Chino ^np++++=Chino's
's ^$++++=EXTRAWORD
cabin ^nn++++=cabin,
, ^zz++++=EXTRAWORD
a ^at++++=a
slim ^jj+atrb+++=slim
figure ^nn++++=figure
came ^vbd+++xvbn+=came
toward ^in++++=toward
him ^pp3o+pp3+++=him
down ^in++++=down
the ^ati++++=the
road ^nn++++=road
and ^cc++++=and
paused ^vpsv++agls+xvbn+=paused
at ^in++++=at
his ^pp$+pp3+++=his
horse ^nn++++=horse's
's ^$++++=EXTRAWORD
head ^nn++++=head.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
surprised ^jj++agls+xvbnx+=surprised
to ^to+jcmp+++=to
hear ^vbi+vprv+++=hear
Felice ^np++++=Felice's
's ^$++++=EXTRAWORD
voice ^nn++++=voice
asking ^vwbg+++xvbg+=asking,
, ^zz++++=EXTRAWORD
" ^zz++++="'Ave
' ^zz++++=EXTRAWORD
ave ^nn+++??+=EXTRAWORD
you ^pp2+pp2+++=you
a ^at++++=a
letter ^nn++++=letter
for ^in++++=for
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
Meester ^np+nom++??+=Meester
Lockwude ^np+++??+=Lockwude?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Felice ^np+++??+=Felice
made ^vbd+++xvbn+=made
an ^at++++=an
excuse ^nn++++=excuse
of ^in++++=of
asking ^xvbg+++xvbg+=asking
thus ^rb+cnj+++=thus
for ^in++++=for
her ^pp$+pp3+++=her
mail ^nn++++=mail
each ^dt++++=each
night ^nn++++=night
that ^tht+rel+obj++=that
Lockwood ^np+++??+=Lockwood
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from
town ^nn++++=town,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
a ^at++++=a
month ^nn++++=month
they ^pp3a+pp3+++=they
kept ^vbd+++xvbnx+=kept
up ^rb+phrv+++=up
appearances ^nns+nom+++=appearances;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
after ^cs+sub+++=after
that ^dt+dem+++=that
they ^pp3a+pp3+++=they
dropped ^vbd+++xvbnx+=dropped
even ^rb++++=even
that ^dt+dem+++=that
pretense ^nn+++??+=pretense,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^in++++=as
often ^rb++++=often
as ^ql++++=as
he ^pp3a+pp3+++=he
met ^vbd+++xvbnx+=met
her ^pp$+pp3+++=her
Lockwood ^np+++??+=Lockwood
dismounted ^vbd+++xvbn+=dismounted
and ^cc+phrs+++=and
walked ^vbd+++xvbn+=walked
by ^in++++=by
her ^pp$+pp3+++=her
side ^nn++++=side
till ^in++++=till
the ^ati++++=the
light ^nn++++=light
in ^in++++=in
the ^ati++++=the
cabin ^nn++++=cabin
came ^vbd+++xvbn+=came
into ^in+ppvb+++=into
view ^nn++++=view
through ^in++++=through
the ^ati++++=the
chaparral ^nn+nom+++=chaparral.
. ^zz++++=EXTRAWORD
At ^rb++++=At
length ^rb"++++=length
Lockwood ^np+++??+=Lockwood
made ^vbd+++xvbn+=made
a ^at++++=a
mighty ^jj+atrb+++=mighty
effort ^nn++++=effort.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
knew ^vbd+vprv++xvbnx+=knew
how ^wrb+who+whcl++=how
very ^ql+amp+++=very
far ^rb+pl+++=far
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
beyond ^in++++=beyond
the ^ati++++=the
point ^nn++++=point
where ^wrb+who+++=where
between ^in++++=between
the ^ati++++=the
two ^cd++++=two
landmarks ^nns++++=landmarks
called ^vbd+++xvbn+=called
right ^jj++++=right
and ^cc+phrs+++=and
wrong ^jj++++=wrong
a ^at++++=a
line ^nn++++=line
is ^vbz+bez+aux++=is
drawn ^vpsv++agls+xvbnx+=drawn.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
contrived ^vbd+++xvbnx+=contrived
to ^to++++=to
keep ^vbi++++=keep
away ^rb+phrv+++=away
from ^in"++++=from
Felice ^np+++??+=Felice.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sent ^vbd+++xvbnx+=sent
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
men ^nns++++=men
into ^in++++=into
town ^nn++++=town
for ^in++++=for
the ^ati++++=the
mail ^nn++++=mail,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
found ^vbd+vprv++xvbnx+=found
reasons ^nns++++=reasons
to ^to++++=to
be ^vbi++vrb++=be
in ^in++++=in
the ^ati++++=the
mine ^pp$$++++=mine
itself ^ppl++++=itself
whole ^jj++++=whole
half ^abn++++=half-days
- ^zz++++=EXTRAWORD
days ^nns++++=EXTRAWORD
at ^in++++=at
a ^at++++=a
time ^nn++++=time.
. ^zz++++=EXTRAWORD
Whenever ^nn+nom+++=Whenever
a ^at++++=a
moment ^nn++++=moment's
's ^$++++=EXTRAWORD
leisure ^nn++++=leisure
impended ^vbd+++xvbn+=impended,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
his ^pp$+pp3+++=his
shotgun ^nn++++=shotgun
and ^cc++++=and
tramped ^vbd+++xvbn+=tramped
the ^ati++++=the
mine ^nn++++=mine
ditch ^nn++++=ditch
for ^in++++=for
leagues ^nns++++=leagues,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
for ^in++++=for
quail ^nns++++=quail
and ^cc++++=and
gray ^np++++=gray
squirrels ^nns++++=squirrels.
. ^zz++++=EXTRAWORD
For ^in++++=For
three ^cd++++=three
weeks ^nns++++=weeks
he ^pp3a+pp3+++=he
so ^ql+emph+++=so
managed ^jj+++xvbn+=managed
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
never ^rb++++=never
once ^rb+tm+++=once
caught ^vwbn+++xvbn+=caught
sight ^nn++++=sight
of ^in++++=of
Felice ^np++++=Felice's
's ^$++++=EXTRAWORD
black ^jj+atrb+++=black
hair ^nn++++=hair
and ^cc++++=and
green ^jj+atrb+++=green
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
never ^rb++++=never
once ^cs+tm+++=once
heard ^vprf+++xvbn+=heard
the ^ati++++=the
sound ^nn++++=sound
of ^in++++=of
her ^pp$+pp3+++=her
singing ^vbg+++xvbg+=singing.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
madness ^nns+nom+++=madness
was ^vbd+bedz+vrb++=was
upon ^in++++=upon
him ^pp3o+pp3+++=him
none ^rb++++=none
the ^ati++++=the
less ^rbr++++=less,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
rode ^vbd+++xvbn+=rode
and ^cc+phrs+++=and
roweled ^vbd+++xvbn+=roweled
him ^pp3o+pp3+++=him
like ^in++++=like
a ^at++++=a
hag ^nn+++??+=hag
from ^in++++=from
dawn ^nn++++=dawn
to ^in++++=to
dark ^jj++++=dark
and ^cc++++=and
from ^in++++=from
dark ^nn++++=dark
to ^in++++=to
dawn ^nn++++=dawn
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
till ^cs+sub+++=till
in ^in++++=in
his ^pp$+pp3+++=his
complete ^jj+atrb+++=complete
loneliness ^nns+nom+++=loneliness,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
isolation ^nn+nom+++=isolation
of ^in++++=of
that ^dt+dem+++=that
simple ^jj+atrb+++=simple,
, ^zz++++=EXTRAWORD
primitive ^jj+atrb+++=primitive
life ^nn++++=life,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
no ^at++++=no
congenial ^nn++++=congenial
mind ^vb+++??+=mind
relieved ^vbd+++xvbn+=relieved
the ^ati++++=the
monotony ^nn++++=monotony
by ^in++++=by
so ^ql++++=so
much ^ap++++=much
as ^ql++++=as
a ^at++++=a
word ^nn++++=word,
, ^zz++++=EXTRAWORD
morbid ^jj++++=morbid,
, ^zz++++=EXTRAWORD
hounded ^j+++xvbn+=hounded,
, ^zz++++=EXTRAWORD
tortured ^j+++xvbn+=tortured,
, ^zz++++=EXTRAWORD
the ^ati++++=the
man ^nn++++=man
grew ^vbd+++xvbn+=grew
desperate ^jj++++=desperate--was
-- ^--+clp+++=EXTRAWORD
was ^vbd+bedz+vrb++=EXTRAWORD
ready ^jj+pred+++=ready
for ^in++++=for
anything ^pn++++=anything
that ^dt+pdem+++=that
would ^md+prd+++=would
solve ^vb++++=solve
the ^ati++++=the
situation ^nn+nom+++=situation.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
every ^at++++=every
two ^cd++++=two
weeks ^nns++++=weeks
Lockwood ^np+++??+=Lockwood
" ^zz++++="cleaned
cleaned ^vbd+++xvbn+=EXTRAWORD
up ^rp++++=up
and ^cc++++=and
amalgamated" ^nn+++??+=amalgamated"--that
-- ^--+clp+++=EXTRAWORD
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+aux++=is
to ^to++++=to
say ^vbi+vpub+++=say,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mill ^nn++++=mill
was ^vbd+bedz+aux++=was
stopped ^vpsv++agls+xvbnx+=stopped
and ^cc++++=and
the ^ati++++=the
" ^zz++++="ripples"
ripples ^nns++++=EXTRAWORD
" ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
gold ^nn++++=gold
was ^vbd+bedz+aux++=was
caught ^vpsv++agls+xvbnx+=caught
were ^vbd+bed+aux++=were
scraped ^vpsv++agls+xvbnx+=scraped
clean ^jj++++=clean.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
ore ^nn++++=ore
was ^vbd+bedz+aux++=was
sifted ^vpsv++agls+xvbnx+=sifted
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
melted ^j+++xvbn+=melted
down ^rp++++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
poured ^vpsv++agls+xvbn+=poured
into ^in++++=into
the ^ati++++=the
mould ^nn++++=mould,
, ^zz++++=EXTRAWORD
whence ^wrb+who+++=whence
it ^pp3+it+++=it
emerged ^vbd+++xvbn+=emerged
as ^ql++++=as
the ^ati++++=the
" ^zz++++="brick,"
brick ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
a ^at++++=a
dun ^jj++++=dun-coloured
- ^zz++++=EXTRAWORD
coloured ^jj+atrb++xvbn+=EXTRAWORD
rectangle ^nn++++=rectangle,
, ^zz++++=EXTRAWORD
rough ^jj++++=rough-edged,
- ^zz++++=EXTRAWORD
edged ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
immensely ^rb++++=immensely
heavy ^jj++++=heavy,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
represented ^vbd+++xvbn+=represented
anywhere ^rb++++=anywhere
from ^in++++=from
two ^cd++++=two
to ^to++++=to
six ^cd++++=six
thousand ^cd++++=thousand
dollars ^nns++++=dollars.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+aux++=was
sent ^vpsv++agls+xvbnx+=sent
down ^rp++++=down
by ^in++++=by
express ^nn++++=express
to ^in++++=to
the ^ati++++=the
smelting ^nn++++=smelting-house.
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
necessary ^jj+pred+++=necessary
to ^to+jcmp+++=to
take ^vbi++++=take
the ^ati++++=the
brick ^nn++++=brick
from ^in++++=from
the ^ati++++=the
mine ^nn++++=mine
to ^in++++=to
the ^ati++++=the
express ^jjb+atrb+++=express
office ^nn++++=office
at ^in++++=at
Iowa ^np+++??+=Iowa
Hill ^nn++++=Hill.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
duty ^nn++++=duty
devolved ^vbd+++xvbn+=devolved
upon ^in++++=upon
Lockwood ^np+++??+=Lockwood
and ^cc++++=and
Chino ^np+++??+=Chino
Zavalla ^np+++??+=Zavalla.
. ^zz++++=EXTRAWORD
Hicks ^np++++=Hicks
had ^vb+hv+vrb++=had
from ^in++++=from
the ^ati++++=the
very ^ql+amp+++=very
first ^rb++++=first
ordered ^vprf+++xvbn+=ordered
that ^tht+vcmp+++=that
the ^ati++++=the
Spaniard ^np+++??+=Spaniard
should ^md+nec+++=should
accompany ^vb++++=accompany
the ^ati++++=the
superintendent ^nn++++=superintendent
upon ^in++++=upon
this ^dt+dem+++=this
mission ^nn++++=mission.
. ^zz++++=EXTRAWORD
Zavalla ^np+++??+=Zavalla
was ^vbd+bedz+vrb++=was
absolutely ^rb+amp+++=absolutely
trustworthy ^jj+pred+++=trustworthy,
, ^zz++++=EXTRAWORD
as ^ql++++=as
honest ^jj++++=honest
as ^in++++=as
the ^ati++++=the
daylight ^nn++++=daylight,
, ^zz++++=EXTRAWORD
strong ^jj++++=strong
physically ^rb+cnj+++=physically,
, ^zz++++=EXTRAWORD
cool ^jj++++=cool-headed,
- ^zz++++=EXTRAWORD
headed ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
discreet ^jj++++=discreet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and--to
-- ^--+clp+++=EXTRAWORD
