# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
A ^rb++++=A
" ^zz++++=EXTRAWORD
" ^zz++++="Have
have ^vb+hv+aux++=EXTRAWORD
you ^pp2+pp2+++=you
eaten ^vbd+++xvbn+=eaten
today ^nr+tm+++=today?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Robert ^np++++=Robert
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boy ^nn++++=boy's
's ^$++++=EXTRAWORD
mouth ^nn++++=mouth
tightened ^vbd+++xvbn+=tightened.
. ^zz++++=EXTRAWORD
" ^zz++++="Yesterday?"
yesterday ^nr+tm+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
No ^at++++=No
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
Robert ^np++++=Robert
cut ^vbd+++xvbn+=cut
the ^ati++++=the
loaf ^nn++++=loaf
and ^cc++++=and
spread ^nn+++xvbn+=spread
a ^at++++=a
piece ^nn++++=piece
with ^in++++=with
butter ^nn++++=butter.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boy ^nn++++=boy
looked ^vbd+++xvbn+=looked
first ^od++++=first
at ^rb++++=at
the ^ati++++=the
food ^nn++++=food,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
at ^in++++=at
the ^ati++++=the
officer ^nn++++=officer,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
suspecting ^vbg+vprv++xvbg+=suspecting
a ^at++++=a
legal ^jj+atrb+++=legal
trap ^nn++++=trap.
. ^zz++++=EXTRAWORD
" ^zz++++="Eat,"
eat ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Robert ^np++++=Robert
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
ate ^vbd+++xvbnx+=ate.
. ^zz++++=EXTRAWORD
Defiance ^nn+nom+++=Defiance
vanished ^vbd+++xvbn+=vanished
under ^in++++=under
the ^ati++++=the
first ^od++++=first
mouthful ^nn+nom+++=mouthful,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
only ^rb+down+++=only
the ^ati++++=the
terrible ^jj+atrb+++=terrible
haste ^nn++++=haste
of ^in++++=of
hunger ^nn++++=hunger.
. ^zz++++=EXTRAWORD
Abram ^np+++??+=Abram
turned ^vbd+++xvbn+=turned
toward ^in++++=toward
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
The ^ati++++=The
baker ^np++++=baker
arrived ^vbd+++xvbn+=arrived
shortly ^rb+tm+++=shortly
afterward ^rb+cnj+++=afterward,
, ^zz++++=EXTRAWORD
red ^jj++++=red-faced
- ^zz++++=EXTRAWORD
faced ^vbd+++xvbn+=EXTRAWORD
and ^cc++++=and
indignant ^jj++++=indignant.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
lost ^vprf+++xvbnx+=lost
goods ^nns++++=goods
for ^in++++=for
weeks ^nns++++=weeks,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
declared ^vbd+vpub++xvbnx+=declared,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
somebody ^pn++++=somebody
must ^md+nec+++=must
be ^vb+be+aux++=be
made ^vpsv++agls+xvbnx+=made
an ^at++++=an
example ^nn++++=example.
. ^zz++++=EXTRAWORD
Robert ^np++++=Robert
listened ^vbd+++xvbn+=listened
without ^in++++=without
interrupting ^nn++++=interrupting.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
paid ^vbd+++xvbnx+=paid
for ^in++++=for
the ^ati++++=the
loaf ^nn++++=loaf,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
baker ^np++++=baker
valued ^vwbn+++xvbn+=valued
it ^pp3+it+++=it
with ^in++++=with
remarkable ^jj+atrb+++=remarkable
generosity ^nn+nom+++=generosity,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
asked ^vbd+vsua++xvbn+=asked
whether ^cs+who+++=whether
sending ^vbg+++xvbg+=sending
the ^ati++++=the
boy ^nn++++=boy
to ^in++++=to
the ^ati++++=the
house ^nn++++=house
of ^in++++=of
correction ^nn+nom+++=correction
would ^md+prd+++=would
restore ^vb++++=restore
the ^ati++++=the
missing ^jj+atrb++xvbg+=missing
bread ^nn++++=bread.
. ^zz++++=EXTRAWORD
" ^zz++++="It'll
it ^pp3+it+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
teach ^vb+vsua+++=teach
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What?"
what ^wdt+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
to ^to++++=to
steal ^vbi++++=steal."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Will
will ^md+prd+++=EXTRAWORD
it ^pp3+it+++=it
teach ^vb+vsua+++=teach
him ^pp3o+pp3+++=him
how ^wrb+who+++=how
to ^to++++=to
earn ^vbi++++=earn?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
baker ^np++++=baker
stared ^vbd+++xvbn+=stared.
. ^zz++++=EXTRAWORD
Robert ^np++++=Robert
proposed ^vbd+vsua++xvbn+=proposed
that ^tht+vcmp+++=that
the ^ati++++=the
boy ^nn++++=boy
work ^nn++++=work
each ^dt++++=each
morning ^nn++++=morning
at ^in++++=at
the ^ati++++=the
bakery ^nn++++=bakery,
, ^zz++++=EXTRAWORD
receiving ^jj+atrb++xvbg+=receiving
breakfast ^nn++++=breakfast
and ^cc++++=and
a ^at++++=a
small ^jj+atrb+++=small
wage ^nn++++=wage,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
attending ^vbg+++xvbg+=attending
the ^ati++++=the
mission ^nn++++=mission
school ^nn++++=school
in ^in++++=in
the ^ati++++=the
afternoon ^nn++++=afternoon.
. ^zz++++=EXTRAWORD
The ^ati++++=The
baker ^np++++=baker
objected ^vbd+vpub++xvbn+=objected,
, ^zz++++=EXTRAWORD
yielded ^j+++xvbn+=yielded,
, ^zz++++=EXTRAWORD
objected ^j+++xvbn+=objected
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
finally ^rb++++=finally
consented ^vbd+++xvbn+=consented,
, ^zz++++=EXTRAWORD
partly ^rb+down+++=partly
because ^cs+cos+++=because
Robert ^np++++=Robert's
's ^$++++=EXTRAWORD
patience ^nn+nom+++=patience
left ^vbd+++xvbn+=left
anger ^nn++++=anger
with ^in++++=with
nothing ^pn++++=nothing
solid ^jj++++=solid
to ^to++++=to
strike ^vbi++++=strike.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
alone ^rb+cnj+++=alone,
, ^zz++++=EXTRAWORD
Abram ^np+++??+=Abram
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
boy ^nn++++=boy
his ^pp$+pp3+++=his
name ^nn++++=name.
. ^zz++++=EXTRAWORD
" ^zz++++="Joe."
joe ^np++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+++=EXTRAWORD
yo ^nn+++??+=yo'
' ^zz++++=EXTRAWORD
folks ^nns++++=folks?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+++=EXTRAWORD
you ^pp2+pp2+++=you
sleep ^vb++++=sleep?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Anywhere."
anywhere ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="An'
and ^cc++++0=EXTRAWORD
you ^pp2+pp2+++=you
took ^vbd+++xvbn+=took
dat ^jj+atrb++??+=dat
bread ^nn++++=bread?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Joe ^np++++=Joe
glanced ^vbd+++xvbn+=glanced
at ^in++++=at
Robert ^np++++=Robert.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
hungry ^jj+pred+++=hungry."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+dem+++=EXTRAWORD
ai ^nn+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
a ^at++++=a
answer ^nn++++=answer."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
part ^nn++++=part
of ^in++++=of
one ^pn++++=one,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Robert ^np++++=Robert
said ^vbd+vpub++xvbn+=said
gently ^rb++++=gently.
. ^zz++++=EXTRAWORD
Abram ^np+++??+=Abram
looked ^vbd+++xvbn+=looked
from ^in++++=from
the ^ati++++=the
boy ^nn++++=boy
to ^in++++=to
his ^pp$+pp3+++=his
son ^nn++++=son.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
you ^pp2+pp2+++=you
gwine ^nn+++??+=gwine
do ^vb+do+vrb++=do
wid ^in++++=wid
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Feed
feed ^nn++++=EXTRAWORD
him ^pp3o+pp3+++=him
first ^rb++++=first.
. ^zz++++=EXTRAWORD
Bathe ^vb++++=Bathe
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
permits ^nn++++=permits
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Find ^vb+vprv+++=Find
him ^pp3o+pp3+++=him
a ^at++++=a
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
Tomorrow ^nr+tm+++=Tomorrow
we ^pp1a+pp1+++=we
shall ^md+prd+++=shall
begin ^vb++++=begin
discovering ^vbg+vprv++xvbg+=discovering
what ^wdt+who+whcl++=what
else ^rb+cnj+++=else
he ^pp3a+pp3+++=he
needs ^nns++++=needs."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
trust ^nn++++=trust
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
cashbox ^nn+++??+=cashbox."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Joe ^np++++=Joe
grinned ^vbd+++xvbn+=grinned
despite ^in++++=despite
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
trust ^vb+vprv+++=trust
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
can ^md+pos+++=can
become ^vb++++=become
trustworthy ^jj++++=trustworthy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Robert ^np++++=Robert
added ^vbd+vpub++xvbn+=added.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
evening ^nn++++=evening
Abram ^np+++??+=Abram
watched ^vbd+++xvbn+=watched
Robert ^np++++=Robert
preside ^vb++++=preside
over ^in++++=over
a ^at++++=a
roomful ^nn+nom+++=roomful
of ^in++++=of
boys ^nns++++=boys
gathered ^vbd+++xvbn+=gathered
from ^in++++=from
streets ^nns++++=streets,
, ^zz++++=EXTRAWORD
cellars ^nns++++=cellars,
, ^zz++++=EXTRAWORD
stables ^nns++++=stables,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wharves ^nns+++??+=wharves.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
were ^vbd+bed+vrb++=were
Black ^jj+pred+++=Black,
, ^zz++++=EXTRAWORD
some ^dti++++=some
white ^nn++++=white,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
several ^ap++++=several
appeared ^jj+++xvbn+=appeared
chiefly ^rb++++=chiefly
grey ^np++++=grey
beneath ^in+pl+++=beneath
accumulated ^vbd+++xvbn+=accumulated
city ^npl++++=city
dust ^nn++++=dust.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
wriggled ^vbd+++xvbnx+=wriggled,
, ^zz++++=EXTRAWORD
whispered ^jj+atrb++xvbn+=whispered,
, ^zz++++=EXTRAWORD
exchanged ^jj+atrb++xvbn+=exchanged
buttons ^nns++++=buttons,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pursued ^vwbn+++xvbn+=pursued
private ^jj+atrb+++=private
quarrels ^nns++++=quarrels
under ^in++++=under
the ^ati++++=the
desks ^nns++++=desks.
. ^zz++++=EXTRAWORD
Abram ^np+++??+=Abram
expected ^vwbn+vprv++xvbn+=expected
Robert ^np++++=Robert
to ^in++++=to
command ^nn++++=command
them ^pp3o+pp3+++=them
with ^in++++=with
the ^ati++++=the
voice ^nn++++=voice
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
so ^ql++++=so
conspicuously ^rb++++=conspicuously
failed ^vbd+++xvbn+=failed
to ^to+vcmp+++=to
use ^vbi++++=use
in ^in++++=in
Danvers ^nns+nom++??+=Danvers.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead,
, ^zz++++=EXTRAWORD
Robert ^np++++=Robert
rang ^vbd+++xvbn+=rang
a ^at++++=a
small ^jj+atrb+++=small
bell ^nn++++=bell.
. ^zz++++=EXTRAWORD
" ^zz++++="Gentlemen,"
gentlemen ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="we
we ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
begin ^vb++++=begin
when ^wrb+who+++=when
all ^abn++++=all
gentlemen ^nns++++=gentlemen
are ^vb+ber+vrb++=are
ready ^jj+pred+++=ready."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
boys ^nns++++=boys
quieted ^vwbn+++xvbn+=quieted
by ^in++++=by
degrees ^nns+nom+++=degrees,
, ^zz++++=EXTRAWORD
amused ^j+++xvbn+=amused
at ^rb++++=at
being ^xvbg+++xvbg+=being
called ^vwbn+++xvbn+=called
what ^wdt+who+++=what
few ^ap++++=few
adults ^nns++++=adults
supposed ^vwbn+++xvbn+=supposed
them ^pp3o+pp3+++=them
capable ^jj++++=capable
of ^in++++=of
becoming ^nn++++=becoming.
. ^zz++++=EXTRAWORD
Robert ^np++++=Robert
taught ^vwbn+vsua++xvbn+=taught
them ^pp3o+pp3+++=them
to ^to++++=to
read ^vbn+vprv++xvbn+=read
from ^in++++=from
simple ^jj+atrb+++=simple
stories ^nns++++=stories.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
explained ^vbd+vpub++xvbnx+=explained
fractions ^nns+nom+++=fractions
by ^in++++=by
dividing ^xvbg+++xvbg+=dividing
apples ^nns++++=apples,
, ^zz++++=EXTRAWORD
geography ^nn++++=geography
by ^in++++=by
following ^xvbg+++xvbg+=following
the ^ati++++=the
routes ^nns++++=routes
of ^in++++=of
ships ^nns++++=ships
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
at ^rb++++=at
the ^ati++++=the
wharf ^nn++++=wharf,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
morality ^nn+nom+++=morality
by ^in++++=by
matters ^nns+nom+++=matters
within ^in++++=within
their ^pp$+pp3+++=their
experience ^nn+nom+++=experience:
: ^zz++++=EXTRAWORD
a ^at++++=a
fair ^jj+atrb+++=fair
turn ^nn++++=turn,
, ^zz++++=EXTRAWORD
a ^at++++=a
kept ^vbd+++xvbn+=kept
promise ^nn++++=promise,
, ^zz++++=EXTRAWORD
a ^at++++=a
smaller ^jjr+atrb+++=smaller
boy ^nn++++=boy
defended ^vbd+++xvbn+=defended
against ^in++++=against
a ^at++++=a
larger ^jjr+atrb+++=larger
one ^pn++++=one.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
shouting ^nn++++=shouting.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
their ^pp$+pp3+++=their
eyes ^nns++++=eyes
remained ^vbd+++xvbn+=remained
fixed ^vbd+++xvbn+=fixed
upon ^in++++=upon
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
rebuked ^vbd+++xvbnx+=rebuked,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
humiliate ^nn+nom+++=humiliate;
; ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
praised ^vbd+++xvbnx+=praised,
, ^zz++++=EXTRAWORD
the ^ati++++=the
hardest ^jjt+atrb+++=hardest
face ^nn++++=face
brightened ^vbd+++xvbn+=brightened.
. ^zz++++=EXTRAWORD
A ^at++++=A
child ^nn++++=child
named ^vbd+++xvbn+=named
Sam ^np++++=Sam
slipped ^vbd+++xvbn+=slipped
his ^pp$+pp3+++=his
hand ^nn++++=hand
into ^in++++=into
Robert ^np++++=Robert's
's ^$++++=EXTRAWORD
as ^ql++++=as
naturally ^rb++++=naturally
as ^in++++=as
a ^at++++=a
country ^nn++++=country
child ^nn++++=child
might ^md+pos+++=might
catch ^vb++++=catch
at ^rb++++=at
a ^at++++=a
low ^jj+atrb+++=low
branch ^nn++++=branch.
. ^zz++++=EXTRAWORD
Abram ^np+++??+=Abram
sat ^vbd+++xvbn+=sat
near ^in+pl+++=near
the ^ati++++=the
stove ^nn++++=stove,
, ^zz++++=EXTRAWORD
saying ^vbg+++xvbg+=saying
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
close ^jj+atrb+++=close
Robert ^np++++=Robert
read ^vbd+vprv++xvbn+=read,
, ^zz++++=EXTRAWORD
" ^zz++++="Feed
feed ^nn++++=EXTRAWORD
my ^pp$+pp1+++=my
lambs ^nns++++=lambs."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+++=EXTRAWORD
are ^vb+ber+vrb++=are
the ^ati++++=the
lambs ^nns++++=lambs?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Us,"
us ^pp1o+pp1+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Joe ^np++++=Joe
from ^in++++=from
the ^ati++++=the
rear ^nn++++=rear.
. ^zz++++=EXTRAWORD
The ^ati++++=The
answer ^nn++++=answer
brought ^vbd+++xvbn+=brought
laughter ^nn+nom+++=laughter,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Abram ^np+++??+=Abram
did ^vbd+dod+aux++=did
not ^xnot++not++=not
laugh ^vb++++=laugh.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
bare ^jj+atrb+++=bare
feet ^nns++++=feet
beneath ^in+pl+++=beneath
the ^ati++++=the
benches ^nns++++=benches,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mended ^jj+atrb++xvbn+=mended
sleeves ^nns++++=sleeves,
, ^zz++++=EXTRAWORD
the ^ati++++=the
watchful ^jj+atrb+++=watchful
faces ^nns++++=faces
too ^ql++++=too
old ^jj++++=old
in ^in++++=in
one ^cd1++++=one
expression ^nn++++=expression
and ^cc++++=and
wholly ^rb++++=wholly
childish ^jj++++=childish
in ^in++++=in
the ^ati++++=the
next ^ap++++=next.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
saw ^vbd+vprv+tht0+xvbnx+=saw
his ^pp$+pp3+++=his
son ^nn++++=son
among ^in++++=among
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
rising ^jj+++xvbg+=rising
above ^rb++++=above
them ^pp3o+pp3+++=them
in ^in++++=in
a ^at++++=a
storm ^nn++++=storm
of ^in++++=of
words ^nns++++=words,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
bending ^nvbg+++xvbg+=bending
close ^jj++++=close
enough ^qlp++++=enough
to ^to++++=to
hear ^vbi+vprv+++=hear.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
way ^nn++++=way
upstairs ^jjb++++=upstairs
Abram ^np+++??+=Abram
stopped ^vbd+++xvbn+=stopped
halfway ^rb++++=halfway.
. ^zz++++=EXTRAWORD
" ^zz++++="Robert."
robert ^np++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Father ^nn++++=Father?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Dat
dat ^nn+++??+=EXTRAWORD
boy ^nn++++=boy
Joe ^np++++=Joe.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
de ^&fw++++=de
policeman ^nn+nom+++=policeman
took ^vbd+++xvbn+=took
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
go ^vb++++=go?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="To
to ^in++++=EXTRAWORD
prison ^nn++++=prison
first ^rb+cnj+++=first,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
to ^in++++=to
an ^at++++=an
institution ^nn+nom+++=institution."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Wid
wid ^in++++=EXTRAWORD
thieves ^nns++++=thieves?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="An'
and ^cc+cls+++0=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
come ^vb++++=come
out ^rp+pl+++=out?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
might ^md+pos+++=might
know ^vb+vprv+++=know
more ^rbr++++=more
about ^in++++=about
theft ^nn++++=theft
than ^in++++=than
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
entered ^vbd+++xvbnx+=entered."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Abram ^np+++??+=Abram
climbed ^vbd+++xvbn+=climbed
another ^ppls++++=another
step ^vb++++=step.
. ^zz++++=EXTRAWORD
" ^zz++++="On
on ^in++++=EXTRAWORD
trial ^nn++++=trial,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
slowly ^rb++++=slowly.
. ^zz++++=EXTRAWORD
" ^zz++++="Boy
boy ^nn++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
on ^in++++=on
trial ^nn++++=trial."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="So
so ^cs+sub+++=EXTRAWORD
the ^ati++++=the
officer ^npt++++=officer
said ^vbd+vpub++xvbn+=said."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Mebbe."
mebbe ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Abram ^np+++??+=Abram
rested ^vbd+++xvbn+=rested
his ^pp$+pp3+++=his
hand ^nn++++=hand
on ^in++++=on
the ^ati++++=the
rail ^nn++++=rail.
. ^zz++++=EXTRAWORD
" ^zz++++="Mebbe
mebbe ^rb++++=EXTRAWORD
somebody ^pn++++=somebody
else ^rb+cnj+++=else
was ^vbd+bedz+vrb++=was
on ^in++++=on
trial ^nn++++=trial
too ^rb++++=too."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Robert ^np++++=Robert
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
understood ^vbd+vprv+tht0+xvbnx+=understood
that ^tht+vcmp+++=that
silence ^nn+nom+++=silence
is ^vbz+bez+vrb++=is
sometimes ^rb++++=sometimes
the ^ati++++=the
most ^ql+emph+++=most
respectful ^jj+atrb+++=respectful
form ^nn++++=form
of ^in++++=of
agreement ^nn+nom+++=agreement.
. ^zz++++=EXTRAWORD
The ^ati++++=The
anniversary ^nn+nom+++=anniversary
service ^nn++++=service
was ^vbd+bedz+aux++=was
held ^vpsv++agls+xvbnx+=held
on ^in++++=on
Sunday ^nr++++=Sunday.
. ^zz++++=EXTRAWORD
Robert ^np++++=Robert
had ^vbd+hvd+aux++=had
asked ^vprf+++xvbnx+=asked
Abram ^np+++??+=Abram
to ^to++++=to
preach ^vbi++++=preach
weeks ^nns++++=weeks
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man
had ^vbd+hvd+aux++=had
accepted ^vprf+++xvbnx+=accepted
with ^in++++=with
the ^ati++++=the
confidence ^nn+nom+++=confidence
of ^in++++=of
one ^cd1++++=one
who ^whp+rel+subj++=who
expects ^vbz++++=expects
to ^to++++=to
instruct ^vbi++++=instruct
a ^at++++=a
younger ^jjr+atrb+++=younger
generation ^nn+nom+++=generation.
. ^zz++++=EXTRAWORD
By ^in++++=By
Saturday ^nr++++=Saturday
night ^nn++++=night
that ^tht+rel+++=that
confidence ^nn+nom+++=confidence
had ^vbd+hvd+aux++=had
deserted ^vprf+++xvbnx+=deserted
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
fit ^vb++++=fit,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
preached ^vprf+++xvbnx+=preached
for ^in++++=for
forty ^cd++++=forty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
years ^nns++++=years."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Dat
dat ^nn+++??+=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
what ^wdt+who+++=what
