At ^in++++=At
whose ^whp+rel+obj++=whose
contents ^nns++++=contents
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
entrusted ^vpsv++agls+xvbnx+=entrusted
to ^in++++=to
him ^pp3o+pp3+++=him
under ^in++++=under
seal ^nn++++=seal.
. ^zz++++=EXTRAWORD
The ^ati++++=The
grove ^np++++=grove
lay ^vbd+++xvbn+=lay
beyond ^in++++=beyond
the ^ati++++=the
mines ^nns++++=mines,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
a ^at++++=a
clear ^jj+atrb+++=clear
stream ^nn++++=stream
moved ^vbd+++xvbn+=moved
over ^in++++=over
brown ^jj+atrb+++=brown
stones ^nns++++=stones
and ^cc++++=and
the ^ati++++=the
resinous ^jj+atrb+++=resinous
air ^nn++++=air
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
have ^vbi++++=have
forgotten ^vprf+++xvbn+=forgotten
the ^ati++++=the
existence ^nn+nom+++=existence
of ^in++++=of
whisky ^nn++++=whisky.
. ^zz++++=EXTRAWORD
The ^ati++++=The
children ^nns++++=children
scattered ^vbd+++xvbn+=scattered
among ^in++++=among
the ^ati++++=the
ferns ^nns+++??+=ferns.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Mary ^np++++=Mary,
, ^zz++++=EXTRAWORD
relieved ^j+++xvbn+=relieved
of ^in++++=of
six ^cd++++=six
sums ^nns++++=sums,
, ^zz++++=EXTRAWORD
four ^cd++++=four
disputes ^nns++++=disputes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
nosebleed ^jj+++xvbn+=nosebleed,
, ^zz++++=EXTRAWORD
sat ^j+++xvbn+=sat
beneath ^in+pl+++=beneath
a ^at++++=a
pine ^nn++++=pine
and ^cc++++=and
watched ^vbd+++xvbn+=watched
the ^ati++++=the
sunlight ^nn++++=sunlight
drift ^nn++++=drift
across ^in+pl+++=across
the ^ati++++=the
grass ^nn++++=grass.
. ^zz++++=EXTRAWORD
Sandy ^np++++=Sandy
stood ^vbd+++xvbn+=stood
at ^rb++++=at
a ^at++++=a
distance ^nn+nom+++=distance.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
may ^md+pos+++=may
sit ^vb++++=sit
down ^rb+cnj+++=down,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Morton ^np++++=Morton,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sat ^vbd+++xvbnx+=sat
at ^rb++++=at
once ^rb"+tm+++=once,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
on ^in++++=on
the ^ati++++=the
farther ^rbr++++=farther
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
tree ^nn++++=tree.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
mean ^vb+vprv+++=mean
there ^rn+pl+++=there."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
came ^vbd+++xvbnx+=came
nearer ^rbr++++=nearer
by ^in++++=by
several ^ap++++=several
inches ^nns++++=inches.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Mary ^np++++=Mary
smiled ^vbd+++xvbn+=smiled.
. ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
afraid ^jj++++=afraid
of ^in++++=of
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
miss ^npt++++=miss."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why?"
why ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Because
because ^cs+cos+++=EXTRAWORD
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
good ^jj+pred+++=good."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
answer ^nn++++=answer,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
inconvenient ^jj++++=inconvenient,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
followed ^vpsv++by+xvbnx+=followed
by ^in++++=by
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Mary ^np++++=Mary
folded ^vbd+++xvbn+=folded
her ^pp3o+pp3+++=her
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
Sandy ^jj++++=Sandy
pulled ^jj+++xvbn+=pulled
a ^at++++=a
blade ^nn++++=blade
of ^in++++=of
grass ^nn++++=grass
into ^in++++=into
fragments ^nns+nom+++=fragments
so ^ql++++=so
minute ^nn++++=minute
that ^tht+rel+obj++=that
their ^pp$+pp3+++=their
future ^jjb+atrb+++=future
usefulness ^nns+nom+++=usefulness
was ^vbd+bedz+vrb++=was
doubtful ^jj+pred+++=doubtful.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
not ^xnot++not++=not
very ^ql+amp+++=very
good ^jj++++=good,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
at ^rb++++=at
last ^rb"++++=last.
. ^zz++++=EXTRAWORD
Sandy ^jj++++=Sandy
looked ^jj+++xvbn+=looked
up ^rp++++=up,
, ^zz++++=EXTRAWORD
plainly ^rb++++=plainly
unconvinced ^jj++++=unconvinced.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
proud ^jj++++=proud,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
continued ^vbd+++xvbnx+=continued.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
judged ^vprf+++xvbnx+=judged
people ^nns++++=people
without ^in++++=without
understanding ^xvbg+++xvbg+=understanding
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
Red ^jj+atrb+++=Red
Gulch ^np+++??+=Gulch
wholly ^rb++++=wholly
dreadful ^jj++++=dreadful."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Sandy ^np++++=Sandy.
. ^zz++++=EXTRAWORD
" ^zz++++="No.
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
wholly ^rb++++=wholly."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
shout ^nn++++=shout
from ^in++++=from
the ^ati++++=the
stream ^nn++++=stream
showed ^vbd+vprv++xvbn+=showed
that ^tht+vcmp+++=that
Tommy ^np++++=Tommy
had ^vbd+hvd+aux++=had
entered ^vprf+++xvbnx+=entered
it ^pp3+it+++=it
beyond ^in++++=beyond
the ^ati++++=the
depth ^nn++++=depth
allowed ^vwbn+++xvbn+=allowed
by ^in++++=by
Miss ^npt++++=Miss
Mary ^np++++=Mary.
. ^zz++++=EXTRAWORD
Sandy ^np++++=Sandy
rose ^vbd+++xvbn+=rose,
, ^zz++++=EXTRAWORD
crossed ^j+++xvbn+=crossed
the ^ati++++=the
intervening ^jj+atrb++xvbg+=intervening
space ^nn++++=space
in ^in++++=in
three ^cd++++=three
strides ^nns++++=strides,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
lifted ^vbd+++xvbn+=lifted
the ^ati++++=the
boy ^nn++++=boy
bodily ^jj++++=bodily
to ^in++++=to
the ^ati++++=the
bank ^nn++++=bank.
. ^zz++++=EXTRAWORD
Tommy ^np++++=Tommy
clung ^vbd+++xvbn+=clung
for ^in++++=for
one ^cd1++++=one
instant ^nn+nom+++=instant
about ^in++++=about
his ^pp$+pp3+++=his
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
Sandy ^jj+atrb+++=Sandy
set ^nn+++xvbn+=set
him ^pp3o+pp3+++=him
down ^in++++=down
quickly ^rb++++=quickly
and ^cc++++=and
returned ^vbd+++xvbn+=returned.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
fond ^jj+pred+++=fond
of ^in++++=of
children ^nns++++=children,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Miss ^npt++++=Miss
Mary ^np++++=Mary.
. ^zz++++=EXTRAWORD
" ^zz++++="Never
never ^rb++++=EXTRAWORD
had ^vb+hv+vrb++=had
none ^pn++++=none
to ^to++++=to
be ^vbi++vrb++=be
fond ^jj+pred+++=fond
of ^in+strn+++=of,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
replied ^vbd+vpub++xvbnx+=replied.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sentence ^nn+nom+++=sentence
was ^vbd+bedz+vrb++=was
simple ^jj+pred+++=simple;
; ^zz++++=EXTRAWORD
yet ^rb++++=yet
something ^pn++++=something
in ^in++++=in
his ^pp$+pp3+++=his
manner ^nn++++=manner
caused ^vbd+++xvbn+=caused
her ^pp$+pp3+++=her
to ^to++++=to
look ^vbi++++=look
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
" ^zz++++="Nor
nor ^cc++neg++=EXTRAWORD
I ^pp1a+pp1+++=I,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
an ^at++++=an
only ^ap+down+++=only
child ^nn++++=child.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
mother ^npt++++=mother
died ^vbd+++xvbn+=died
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
born ^vpsv++agls+xvbnx+=born,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
father ^nn++++=father
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
twelve ^cd++++=twelve.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
aunt ^nn++++=aunt
raised ^vbd+++xvbn+=raised
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Back
back ^jjb++++=EXTRAWORD
East ^np+pl+++=East?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="In
in ^in++++=EXTRAWORD
Boston ^np++++=Boston."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
never ^rb++++=never
knowed ^jj+++xvbn+=knowed
mine ^pp$$++++=mine,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Sandy ^np++++=Sandy.
. ^zz++++=EXTRAWORD
" ^zz++++="Folks
folks ^nns++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
my ^pp$+pp1+++=my
mother ^nn++++=mother
was ^vbd+bedz+vrb++=was
an ^at++++=an
actress ^nns+nom+++=actress.
. ^zz++++=EXTRAWORD
Dad ^npt++++=Dad
might ^md+pos+++=might've
've ^vb+hv+aux++0=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
anybody ^pn++++=anybody.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
passed ^vbd+++xvbn+=passed
from ^in++++=from
camp ^nn++++=camp
to ^in++++=to
camp ^nn++++=camp
till ^cs+sub+++=till
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
big ^jj+pred+++=big
enough ^dt++++=enough
to ^in++++=to
work ^nn++++=work.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
mostly ^rb++++=mostly
raised ^vbd+++xvbn+=raised
myself ^ppl+pp1+++=myself."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
said ^vbd+vpub+tht0+xvbnx+=said
it ^pp3+it+++=it
without ^in++++=without
complaint ^nn++++=complaint,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
apologetically ^rb+cnj+++=apologetically,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
his ^pp$+pp3+++=his
lack ^nn++++=lack
of ^in++++=of
ancestry ^nn++++=ancestry
were ^vbd+bed+vrb++=were
a ^at++++=a
social ^jj+atrb+++=social
omission ^nn++++=omission
for ^in++++=for
which ^whp+rel+pied++=which
Miss ^npt++++=Miss
Mary ^np++++=Mary
might ^md+pos+++=might
properly ^rb++++=properly
hold ^nn++++=hold
him ^pp3o+pp3+++=him
responsible ^jj++++=responsible.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
yet ^rb+cnj+++=yet,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
softly ^rb+cnj+++=softly,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
kind ^nn++++=kind."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sandy ^np++++=Sandy's
's ^$++++=EXTRAWORD
rough ^jj+atrb+++=rough
hand ^nn++++=hand
closed ^vbd+++xvbn+=closed
over ^in++++=over
the ^ati++++=the
scattered ^jj+atrb++xvbn+=scattered
fragments ^nns+nom+++=fragments
of ^in++++=of
grass ^nn++++=grass.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
always ^rb++++=always."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
one ^cd1++++=one
is ^vbz+bez+vrb++=is
always ^rb++++=always
kind ^nn++++=kind."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
bad ^jj++++=bad,
, ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Mary ^np++++=Mary."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
waited ^vbd+++xvbnx+=waited.
. ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
drunk ^vprf+++xvbnx+=drunk.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
gambled ^vprf+++xvbnx+=gambled.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
done ^vprf+++xvbnx+=done
things ^nns++++=things
" ^zz++++="
He ^pp3a+pp3+++=He
stopped ^vbd+++xvbnx+=stopped.
. ^zz++++=EXTRAWORD
Through ^in++++=Through
the ^ati++++=the
trees ^nns++++=trees
came ^vbd+++xvbn+=came
the ^ati++++=the
children ^nns++++=children's
's ^$++++=EXTRAWORD
laughter ^nn+nom+++=laughter
and ^cc++++=and
the ^ati++++=the
liquid ^jj+atrb+++=liquid
monotony ^nn++++=monotony
of ^in++++=of
the ^ati++++=the
stream ^nn++++=stream.
. ^zz++++=EXTRAWORD
" ^zz++++="Things
things ^nns++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
give ^vb++++=give
my ^pp$+pp1+++=my
right ^jj+atrb+++=right
hand ^nn++++=hand
not ^xnot++not++=not
to ^to++++=to've
've ^vbi+vbi+aux++0=EXTRAWORD
done ^vprf+++xvbnx+=done."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+aux++=EXTRAWORD
you ^pp2+pp2+++=you
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
repair ^vbi++++=repair
them ^pp3o+pp3+++=them?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
tryin ^nn+++??+=tryin'
' ^zz++++=EXTRAWORD
to ^to++++=to
quit ^vbi++++=quit
bein ^nn+++??+=bein'
' ^zz++++=EXTRAWORD
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
quite ^rb++++=quite
the ^ati++++=the
same ^ap++++=same
thing ^nn++++=thing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
miss ^npt++++=miss."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
accepted ^vbd+vprv++xvbnx+=accepted
the ^ati++++=the
correction ^nn+nom+++=correction
humbly ^rb+cnj+++=humbly,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
face ^nn++++=face
had ^vbd+hvd+aux++=had
grown ^vprf+++xvbnx+=grown
pale ^nn++++=pale.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Mary ^np++++=Mary,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
conscious ^jj++++=conscious
that ^tht+jcmp+++=that
virtue ^nn++++=virtue
may ^md+pos+++=may
become ^vprf+++xvbn+=become
cruelty ^nn++++=cruelty
when ^wrb+who+++=when
too ^rb++++=too
precisely ^rb++++=precisely
applied ^jj+++xvbn+=applied,
, ^zz++++=EXTRAWORD
softened ^j+++xvbn+=softened
her ^pp3o+pp3+++=her
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
cannot ^md+pos+not++=cannot
change ^vb++++=change
the ^ati++++=the
past ^nn++++=past.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
can ^md+pos+++=can
be ^vb+be+vrb++=be
honest ^jj+pred+++=honest
in ^in++++=in
the ^ati++++=the
present ^jj+atrb+++=present."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sandy ^jj++++=Sandy
raised ^jj+++xvbn+=raised
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
reckon ^vb+vprv+tht0++=reckon
a ^at++++=a
man ^nn++++=man
can ^md+pos+++=can
ever ^rb++splt++=ever
start ^vb++++=start
fresh ^jj++++=fresh?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
believe ^vb+vprv+tht0++=believe
he ^pp3a+pp3+++=he
can ^md+pos+++=can
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
tells ^vbz++++=tells
the ^ati++++=the
truth ^nn++++=truth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
bears ^vbz++++=bears
the ^ati++++=the
consequences ^nns+nom+++=consequences
of ^in++++=of
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
there ^ex+pex+++=there
was ^vbd+bedz+aux++=was
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
A ^at++++=A
breeze ^nn++++=breeze
passed ^vbd+++xvbn+=passed
through ^in++++=through
the ^ati++++=the
upper ^jjb+atrb+++=upper
branches ^nns++++=branches,
, ^zz++++=EXTRAWORD
moving ^jj+++xvbg+=moving
them ^pp3o+pp3+++=them
like ^in++++=like
dark ^jj+atrb+++=dark
water ^nn++++=water
against ^in++++=against
the ^ati++++=the
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
Sandy ^np++++=Sandy
seemed ^vbd+seem++xvbn+=seemed
about ^md"++pmd"++=about
to ^md+prd+++=to
speak ^vb++++=speak.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Tommy ^np++++=Tommy
came ^vbd+++xvbn+=came
running ^nvbg+++xvbg+=running
with ^in++++=with
his ^pp$+pp3+++=his
trousers ^nns+nom+++=trousers
wet ^nn++++=wet
to ^in++++=to
the ^ati++++=the
knee ^nn++++=knee
and ^cc++++=and
a ^at++++=a
bunch ^nn++++=bunch
of ^in++++=of
late ^jj+atrb+++=late
azaleas ^nns++++=azaleas
in ^in++++=in
his ^pp$+pp3+++=his
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="These
these ^dt+pdem+++=EXTRAWORD
are ^vb+ber+vrb++=are
for ^in++++=for
Teacher ^nn++++=Teacher,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Sandy ^np++++=Sandy
took ^vbd+++xvbn+=took
the ^ati++++=the
flowers ^nns+nom+++=flowers
from ^in++++=from
him ^pp3o+pp3+++=him
and ^cc++++=and
gave ^vbd+++xvbn+=gave
them ^pp3o+pp3+++=them
to ^in++++=to
Miss ^npt++++=Miss
Mary ^np++++=Mary.
. ^zz++++=EXTRAWORD
For ^in++++=For
one ^cd1++++=one
brief ^jj+atrb+++=brief
moment ^nn++++=moment
the ^ati++++=the
three ^cd++++=three
stood ^vbd+++xvbn+=stood
together ^nn+nom+++=together
in ^in++++=in
the ^ati++++=the
green ^nn++++=green
light ^jj++++=light:
: ^zz++++=EXTRAWORD
the ^ati++++=the
woman ^nn++++=woman
with ^in++++=with
the ^ati++++=the
blossoms ^nns+++??+=blossoms
against ^in++++=against
her ^pp$+pp3+++=her
gray ^np++++=gray
dress ^nn++++=dress,
, ^zz++++=EXTRAWORD
the ^ati++++=the
man ^nn++++=man
bending ^vwbg+++xvbg+=bending
above ^jjb++++=above
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
child ^nn++++=child
between ^in++++=between
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
an ^at++++=an
arrangement ^nn+nom+++=arrangement
so ^ql+emph+++=so
pleasing ^jj+++xvbg+=pleasing
to ^in++++=to
sentiment ^nn+nom+++=sentiment
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
distrust ^nn++++=distrust
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Nature ^nn++++=Nature,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
has ^vbz+hvz+vrb++=has
no ^at++++=no
reputation ^nn+nom+++=reputation
to ^to++++=to
preserve ^vbi++++=preserve,
, ^zz++++=EXTRAWORD
frequently ^rb++++=frequently
composes ^vbz++++=composes
such ^abl++++=such
pictures ^nns++++=pictures
at ^in++++=at
the ^ati++++=the
least ^rbt++++=least
defensible ^jj+atrb+++=defensible
moments ^nns+nom+++=moments.
. ^zz++++=EXTRAWORD
After ^in++++=After
the ^ati++++=the
picnic ^nn++++=picnic,
, ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Mary ^np++++=Mary
and ^cc++++=and
Sandy ^jj++++=Sandy
were ^vbd+bed+aux++=were
often ^rb++splt++=often
seen ^vpsv++agls+xvbnx+=seen
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
walked ^vbd+++xvbnx+=walked
beside ^in+pl+++=beside
her ^pp$+pp3+++=her
from ^in++++=from
the ^ati++++=the
schoolhouse ^nn+++??+=schoolhouse
to ^in++++=to
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Dodd ^np++++=Dodd's
's ^$++++=EXTRAWORD
boarding ^nn++++=boarding
cabin ^nn++++=cabin,
, ^zz++++=EXTRAWORD
preserving ^vbg+++xvbg+=preserving
a ^at++++=a
respectful ^jj+atrb+++=respectful
interval ^nn+nom+++=interval
which ^whp+rel+subj++=which
narrowed ^vbd+++xvbn+=narrowed
as ^ql++++=as
the ^ati++++=the
weeks ^nns++++=weeks
advanced ^vbd+++xvbn+=advanced.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
lent ^vbd+++xvbnx+=lent
him ^pp3o+pp3+++=him
books ^nns++++=books.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
read ^vbd+vprv++xvbnx+=read
them ^pp3o+pp3+++=them
laboriously ^rb+cnj+++=laboriously,
, ^zz++++=EXTRAWORD
beginning ^vbg+++xvbg+=beginning
with ^in++++=with
" ^zz++++="The
the ^ati++++=EXTRAWORD
Vicar ^nn++++=Vicar
of ^in++++=of
Wakefield ^np++++=Wakefield,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
whose ^whp+who+++=whose
domestic ^jj+atrb+++=domestic
sorrows ^nns++++=sorrows
impressed ^vwbn+++xvbn+=impressed
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
abandoning ^vbg+++xvbg+=abandoning
a ^at++++=a
volume ^nn++++=volume
of ^in++++=of
Emerson ^np+++??+=Emerson
after ^cs+sub+++=after
declaring ^nn+vpub++xvbg+=declaring
that ^tht+ncmp+++=that
the ^ati++++=the
gentleman ^nn+nom+++=gentleman
" ^zz++++="had
had ^vbd+hvd+aux++=EXTRAWORD
struck ^vprf+++xvbnx+=struck
a ^at++++=a
mighty ^jj+atrb+++=mighty
poor ^jj+atrb+++=poor
lead ^nn++++=lead
and ^cc++++=and
kept ^vpsv++agls+xvbn+=kept
on ^rb+phrv+++=on
workin ^nn+++??+=workin'
' ^zz++++=EXTRAWORD
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
Miss ^npt++++=Miss
Mary ^np++++=Mary
laughed ^vbd+++xvbn+=laughed.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
Sandy ^jj++++=Sandy
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
laughter ^nn+nom+++=laughter,
, ^zz++++=EXTRAWORD
at ^rb++++=at
first ^rb"++++=first
rusty ^jj++++=rusty
