At ^in++++=At
a ^at++++=a
church ^nn++++=church.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
prayed ^vbd+vsua++xvbnx+=prayed;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
sighed ^vbd+++xvbnx+=sighed.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
went ^vbd+++xvbnx+=went
home ^nr++++=home;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
followed ^vbd+vprv++xvbnx+=followed.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
servants ^nns+nom+++=servants
shut ^vbd+++xvbn+=shut
the ^ati++++=the
gate ^nn++++=gate;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
climbed ^vbd+++xvbnx+=climbed
a ^at++++=a
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
fled ^vbd+++xvbnx+=fled
to ^in++++=to
her ^pp$+pp3+++=her
chamber ^nn++++=chamber;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
after ^in++++=after
her ^pp$+pp3+++=her
with ^in++++=with
a ^at++++=a
love ^nn++++=love
song ^nn++++=song
between ^in++++=between
his ^pp$+pp3+++=his
teeth ^nns++++=teeth
and ^cc++++=and
one ^cd1++++=one
boot ^nn++++=boot
lost ^vbd+++xvbn+=lost
among ^in++++=among
the ^ati++++=the
rosebushes ^nns+++??+=rosebushes.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
she ^pp3a+pp3+++=she
turned ^vbd+++xvbnx+=turned
upon ^in++++=upon
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="'You
' ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
desire ^nn++++=desire
me ^pp1o+pp1+++=me?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="'More
' ^zz++++=EXTRAWORD
more ^rbr++++=EXTRAWORD
than ^in++++=than
salvation ^nn+nom+++=salvation.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Then
' ^zz++++=EXTRAWORD
then ^rn+tm+++=EXTRAWORD
look ^vb++++=look
at ^rb++++=at
what ^wdt+who+++=what
you ^pp2+pp2+++=you
desire ^nn++++=desire.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
tore ^vbd+++xvbnx+=tore
open ^jj++++=open
her ^pp3o+pp3+++=her
gown ^nn++++=gown."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Vives ^np++++=Vives
paused ^vbd+++xvbn+=paused,
, ^zz++++=EXTRAWORD
pleased ^xvbn+++xvbn+=pleased
by ^in++++=by
Elvira ^np++++=Elvira's
's ^$++++=EXTRAWORD
apprehension ^nn++++=apprehension
and ^cc++++=and
Hernando ^np++++=Hernando's
's ^$++++=EXTRAWORD
sharpened ^vprf+++xvbn+=sharpened
attention ^nn+nom+++=attention.
. ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
breast ^nn++++=breast
was ^vbd+bedz+vrb++=was
white ^jj+pred+++=white
and ^cc++++=and
sound ^nn++++=sound.
. ^zz++++=EXTRAWORD
The ^ati++++=The
other ^ap++++=other
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
eaten ^vpsv++by+xvbnx+=eaten
by ^in++++=by
a ^at++++=a
cancer ^nn++++=cancer.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
black ^jj+pred+++=black
at ^rb++++=at
the ^ati++++=the
nipple ^nn++++=nipple,
, ^zz++++=EXTRAWORD
red ^jj++++=red
at ^rb++++=at
the ^ati++++=the
edges ^nns++++=edges,
, ^zz++++=EXTRAWORD
broken ^j+++xvbn+=broken
into ^in++++=into
ulcers ^nns++++=ulcers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
flesh ^nn++++=flesh
below ^in+pl+++=below
it ^pp3+it+++=it
showed ^vbd+vprv++xvbn+=showed
through ^in++++=through
like ^in++++=like
meat ^nn++++=meat
left ^vbd+++xvbn+=left
too ^ql++++=too
long ^rb++++=long
in ^in++++=in
brine ^nn+++??+=brine.
. ^zz++++=EXTRAWORD
The ^ati++++=The
smell ^nn++++=smell
struck ^vbd+++xvbn+=struck
him ^pp3o+pp3+++=him
before ^in++++=before
the ^ati++++=the
sight ^nn++++=sight.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
praised ^vprf+++xvbnx+=praised
those ^dt+dem+++=those
breasts ^nns++++=breasts
as ^in++++=as
twin ^nn++++=twin
apples ^nns++++=apples,
, ^zz++++=EXTRAWORD
twin ^nn++++=twin
moons ^nns++++=moons,
, ^zz++++=EXTRAWORD
twin ^nn++++=twin
doves ^nns++++=doves
poets ^nns++++=poets
are ^vb+ber+aux++=are
forever ^rb++splt++=forever
making ^vbg+++xvbgx+=making
two ^cd++++=two
things ^nns++++=things
of ^in++++=of
what ^wdt+who+++=what
should ^md+nec+++=should
content ^vb++++=content
them ^pp3o+pp3+++=them
as ^ql++++=as
one ^cd1++++=one
and ^cc++++=and
here ^rn+pl+++=here
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
moon ^np++++=moon
suppurating ^vwbg+++xvbg+=suppurating,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
apple ^nn++++=apple
wormed ^vbd+++xvbn+=wormed,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
dove ^np++++=dove
carrion ^nn+++??+=carrion."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elvira ^np+++??+=Elvira
pressed ^vbd+++xvbn+=pressed
an ^at++++=an
arm ^nn++++=arm
over ^in++++=over
her ^pp$+pp3+++=her
bosom ^nn++++=bosom.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='This
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
beauty ^nn++++=beauty
for ^in++++=for
which ^whp+rel+pied++=which
you ^pp2+pp2+++=you
would ^md+prd+++=would
damn ^jj++++=damn
us ^pp1o+pp1+++=us
both ^abx++++=both.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="Ramon
ramon ^np++++=EXTRAWORD
ran ^vbd+++xvbn+=ran.
. ^zz++++=EXTRAWORD
Whether ^cs+who+++=Whether
he ^pp3a+pp3+++=he
ran ^vbd+++xvbnx+=ran
from ^in++++=from
sin ^nn++++=sin
or ^cc++++=or
smell ^nn++++=smell,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
God ^np++++=God
can ^md+pos+++=can
say ^vb+vpub+++=say.
. ^zz++++=EXTRAWORD
For ^in++++=For
three ^cd++++=three
days ^nns++++=days
he ^pp3a+pp3+++=he
shut ^vbd+++xvbnx+=shut
himself ^ppl+pp3+++=himself
in ^in++++=in
his ^pp$+pp3+++=his
chamber ^nn++++=chamber.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
drank ^vbd+++xvbnx+=drank
no ^at++++=no
wine ^nn++++=wine.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
touched ^vbd+++xvbnx+=touched
no ^at++++=no
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
saw ^vbd+vprv++xvbnx+=saw
corruption ^nn+nom+++=corruption
in ^in++++=in
everything ^pn++++=everything:
: ^zz++++=EXTRAWORD
grease ^nn++++=grease
floating ^vwbg+++xvbg+=floating
on ^in++++=on
soup ^nn++++=soup,
, ^zz++++=EXTRAWORD
mould ^np++++=mould
under ^in++++=under
bread ^nn++++=bread,
, ^zz++++=EXTRAWORD
yellow ^jj+atrb+++=yellow
teeth ^nns++++=teeth
behind ^in+pl+++=behind
a ^at++++=a
smile ^nn++++=smile,
, ^zz++++=EXTRAWORD
worms ^nns++++=worms
in ^in++++=in
peaches ^nns++++=peaches,
, ^zz++++=EXTRAWORD
sweat ^nn++++=sweat
in ^in++++=in
the ^ati++++=the
armpit ^nn++++=armpit
of ^in++++=of
a ^at++++=a
dancing ^jj+atrb++xvbg+=dancing
girl ^nn++++=girl.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
his ^pp$+pp3+++=his
own ^ap++++=own
hand ^nn++++=hand
and ^cc++++=and
imagined ^vbd+vprv++xvbn+=imagined
the ^ati++++=the
nails ^nns++++=nails
loosening ^vwbg+++xvbg+=loosening
from ^in++++=from
it ^pp3+it+++=it
in ^in++++=in
the ^ati++++=the
grave ^nn++++=grave.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Christ ^np++++=Christ
appeared ^vbd+seem++xvbn+=appeared
to ^to+vcmp+++=to
him ^vbi++++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Conveniently,"
conveniently ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Hernando ^np+++??+=Hernando.
. ^zz++++=EXTRAWORD
" ^zz++++="Christ
christ ^np++++=EXTRAWORD
knows ^vbz+vprv+++=knows
when ^wrb+who+whcl++=when
a ^at++++=a
man ^nn++++=man
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
softened ^vpsv++by+xvbnx+=softened
by ^in++++=by
terror ^nn++++=terror.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
that ^dt+dem+++=that
Ramon ^np++++=Ramon
sold ^vwbn+++xvbn+=sold
his ^pp$+pp3+++=his
silks ^nns++++=silks,
, ^zz++++=EXTRAWORD
abandoned ^j+++xvbn+=abandoned
court ^npl++++=court,
, ^zz++++=EXTRAWORD
learned ^j+++xvbn+=learned
Arabic ^jj++++=Arabic
from ^in++++=from
a ^at++++=a
slave ^nn++++=slave,
, ^zz++++=EXTRAWORD
studied ^jj+atrb++xvbn+=studied
logic ^nn++++=logic,
, ^zz++++=EXTRAWORD
theology ^nn++++=theology,
, ^zz++++=EXTRAWORD
herbs ^nns++++=herbs,
, ^zz++++=EXTRAWORD
numbers ^nns+nom+++=numbers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
properties ^nns++++=properties
of ^in++++=of
metals ^nns++++=metals.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wished ^vbd+vprv++xvbnx+=wished
to ^to+vcmp+++=to
prove ^vbi+vprv+++=prove
the ^ati++++=the
faith ^nn++++=faith
by ^in++++=by
reason ^nn++++=reason
as ^ql++++=as
one ^cd1++++=one
proves ^vbz+vprv+++=proves
the ^ati++++=the
weight ^nn++++=weight
of ^in++++=of
an ^at++++=an
anchor ^nn++++=anchor.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
also ^rb++++=also
practiced ^vbd+++xvbn+=practiced
alchemy ^nn++++=alchemy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="To
to ^to++++=EXTRAWORD
make ^vbi++++=make
gold ^nn++++=gold?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hernando ^np+++??+=Hernando
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="To
to ^to++++=EXTRAWORD
make ^vbi++++=make
himself ^ppl+pp3+++=himself
poor ^jj++++=poor.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ordinary ^jj+atrb+++=ordinary
result ^nn++++=result."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
captain ^npt++++=captain
wiped ^vbd+++xvbn+=wiped
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
believed ^vbd+vprv++xvbnx+=believed
all ^abn++++=all
things ^nns++++=things
desired ^vbd+++xvbn+=desired
perfection ^nn+nom+++=perfection:
: ^zz++++=EXTRAWORD
lead ^nn++++=lead
sighed ^vbd+++xvbn+=sighed
to ^to++++=to
become ^vbi++++=become
silver ^nn++++=silver,
, ^zz++++=EXTRAWORD
silver ^nn++++=silver
longed ^vbd+++xvbn+=longed
for ^in++++=for
gold ^nn++++=gold,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
man ^nn++++=man,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
contains ^vbz++++=contains
a ^at++++=a
fouler ^jjr+atrb+++=fouler
mixture ^nn++++=mixture
than ^in++++=than
any ^dti++++=any
crucible ^jj++++=crucible,
, ^zz++++=EXTRAWORD
might ^md+pos+++=might
by ^in++++=by
fire ^nn++++=fire
and ^cc++++=and
discipline ^nn++++=discipline
be ^vb+be+aux++=be
rendered ^vpsv++agls+xvbnx+=rendered
incorruptible ^jj++++=incorruptible.
. ^zz++++=EXTRAWORD
Sulphur ^nn++++=Sulphur,
, ^zz++++=EXTRAWORD
salt ^jj++++=salt,
, ^zz++++=EXTRAWORD
mercury ^np++++=mercury;
; ^zz++++=EXTRAWORD
body ^nn++++=body,
, ^zz++++=EXTRAWORD
reason ^nn++++=reason,
, ^zz++++=EXTRAWORD
love ^nn++++=love.
. ^zz++++=EXTRAWORD
Boil ^vb++++=Boil
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
cleanse ^nn+++??+=cleanse
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
marry ^vb++++=marry
them ^pp3o+pp3+++=them
in ^in++++=in
the ^ati++++=the
proper ^jj+atrb+++=proper
vessel ^nn++++=vessel,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
out ^rp+pl+++=out
comes ^vbz++++=comes
wisdom ^nn++++=wisdom
or ^cc++++=or
smoke ^nn++++=smoke,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+aux++=is
what ^wdt+who+++=what
generally ^rb+down+++=generally
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from
his ^pp$+pp3+++=his
furnace ^nn++++=furnace."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yet
yet ^rb++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
learned ^vpsv++agls+xvbnx+=learned,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Elvira ^np+++??+=Elvira.
. ^zz++++=EXTRAWORD
" ^zz++++="Madam,
madam ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
learning ^vbg+vprv++xvbg+=learning
is ^vbz+bez+vrb++=is
the ^ati++++=the
art ^nn++++=art
of ^in++++=of
naming ^xvbg+++xvbg+=naming
the ^ati++++=the
smoke ^nn++++=smoke.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wrote ^vbd+vprv++xvbnx+=wrote
systems ^nns++++=systems
with ^in++++=with
wheels ^nns++++=wheels
inside ^jjb+atrb+++=inside
wheels ^nns++++=wheels,
, ^zz++++=EXTRAWORD
letters ^nns+nom+++=letters
around ^rp++++=around
triangles ^nns+++??+=triangles,
, ^zz++++=EXTRAWORD
attributes ^vbz++++=attributes
joined ^vbd+++xvbn+=joined
to ^in++++=to
virtues ^nns++++=virtues
and ^cc++++=and
virtues ^nns++++=virtues
to ^in++++=to
elements ^nns+nom+++=elements.
. ^zz++++=EXTRAWORD
Pope ^np++++=Pope,
, ^zz++++=EXTRAWORD
imam ^npt++++=imam,
, ^zz++++=EXTRAWORD
Jew ^nn++++=Jew,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
heathen ^jj++++=heathen
were ^vbd+bed+vrb++=were
to ^in++++=to
gaze ^nn++++=gaze
upon ^in++++=upon
these ^dt+dem+++=these
figures ^nns++++=figures
and ^cc++++=and
cry ^nn++++=cry,
, ^zz++++=EXTRAWORD
' ^zz++++='Of
of ^in+emph+++=EXTRAWORD
course ^nn+emph"+++=course!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead
they ^pp3a+pp3+++=they
asked ^vbd+vsua++xvbnx+=asked
him ^pp3o+pp3+++=him
to ^to++++=to
leave ^vbi++++=leave."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
sailor ^nn++++=sailor
at ^in++++=at
the ^ati++++=the
rail ^nn++++=rail
called ^vbd+++xvbn+=called
that ^dt+dem+++=that
the ^ati++++=the
boat ^nn++++=boat
had ^vbd+hvd+aux++=had
reached ^vprf+++xvbnx+=reached
the ^ati++++=the
shore ^nn++++=shore.
. ^zz++++=EXTRAWORD
Through ^in++++=Through
the ^ati++++=the
quivering ^jj+++xvbg+=quivering
light ^jj++++=light
they ^pp3a+pp3+++=they
saw ^vbd+vprv+tht0+xvbnx+=saw
the ^ati++++=the
men ^nns++++=men
leap ^vb++++=leap
out ^rp+pl+++=out
and ^cc++++=and
drag ^nn++++=drag
it ^pp3+it+++=it
upon ^in++++=upon
a ^at++++=a
strip ^nn++++=strip
of ^in++++=of
stones ^nns++++=stones.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
they ^pp3a+pp3+++=they
vanished ^vbd+++xvbnx+=vanished
beyond ^in++++=beyond
an ^at++++=an
outcrop ^nn++++=outcrop.
. ^zz++++=EXTRAWORD
Hernando ^np+++??+=Hernando
lay ^vbd+++xvbn+=lay
down ^rb+phrv+++=down
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="Wake
wake ^nn++++=EXTRAWORD
me ^pp1o+pp1+++=me
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
bring ^vb++++=bring
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elvira ^np+++??+=Elvira
looked ^vbd+++xvbn+=looked
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
lids ^nns++++=lids
closed ^vbd+++xvbn+=closed
at ^rb++++=at
once ^rb"+tm+++=once,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
obedience ^nn+nom+++=obedience
from ^in++++=from
the ^ati++++=the
world ^nn++++=world
were ^vbd+bed+vrb++=were
a ^at++++=a
curtain ^nn++++=curtain
he ^pp3a+pp3+++=he
could ^md+pos+++=could
draw ^vb++++=draw
between ^in++++=between
himself ^ppl+pp3+++=himself
and ^cc++++=and
tedium ^nn++++=tedium.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
envied ^vbd+++xvbnx+=envied
this ^dt+dem+++=this
power ^nn++++=power.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
shifted ^vbd+++xvbnx+=shifted
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
hand ^nn++++=hand
found ^vbd+vprv+tht0+xvbn+=found
her ^pp$+pp3+++=her
ankle ^nn++++=ankle
and ^cc++++=and
held ^vbd+vprv+tht0+xvbn+=held
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
Vives ^np++++=Vives
ordered ^vbd+++xvbn+=ordered
preparations ^nns+nom+++=preparations
for ^in++++=for
the ^ati++++=the
martyr ^nn++++=martyr.
. ^zz++++=EXTRAWORD
The ^ati++++=The
carpenter ^nn+nom+++=carpenter
produced ^vbd+++xvbn+=produced
two ^cd++++=two
planks ^nns++++=planks
and ^cc++++=and
protested ^vprf+++xvbn+=protested
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
intended ^vpsv++agls+xvbnx+=intended
for ^in++++=for
repairing ^xvbg+++xvbg+=repairing
the ^ati++++=the
forecastle ^nn+++??+=forecastle.
. ^zz++++=EXTRAWORD
Vives ^np++++=Vives
told ^vbd+vpub++xvbn+=told
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
a ^at++++=a
ship ^nn++++=ship
carrying ^vwbg+++xvbg+=carrying
a ^at++++=a
saint ^nn++++=saint
would ^md+prd+++=would
not ^xnot++not++=not
sink ^nn++++=sink,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
carpenter ^nn+nom+++=carpenter
replied ^vbd+vpub++xvbn+=replied
that ^tht+vcmp+++=that
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
why ^wrb+who+++=why
saints ^nns++++=saints
commonly ^rb++++=commonly
traveled ^jj+++xvbn+=traveled
in ^in++++=in
other ^ap++++=other
men ^nns++++=men's
's ^$++++=EXTRAWORD
ships ^nns++++=ships.
. ^zz++++=EXTRAWORD
After ^in++++=After
dispute ^nn++++=dispute,
, ^zz++++=EXTRAWORD
oaths ^nns++++=oaths,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
reference ^nn+nom+++=reference
to ^in++++=to
the ^ati++++=the
carpenter ^nn+nom+++=carpenter's
's ^$++++=EXTRAWORD
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
a ^at++++=a
bier ^nn++++=bier
was ^vbd+bedz+aux++=was
made ^vpsv++agls+xvbnx+=made.
. ^zz++++=EXTRAWORD
Sailcloth ^np+++??+=Sailcloth
was ^vbd+bedz+aux++=was
spread ^vpsv++agls+xvbnx+=spread
over ^in++++=over
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
Elvira ^np+++??+=Elvira
gave ^vbd+++xvbn+=gave
a ^at++++=a
length ^nn++++=length
of ^in++++=of
crimson ^nn+++??+=crimson
damask ^nn++++=damask
from ^in++++=from
her ^pp$+pp3+++=her
baggage ^nn+nom+++=baggage;
; ^zz++++=EXTRAWORD
Hernando ^np+++??+=Hernando,
, ^zz++++=EXTRAWORD
without ^in++++=without
opening ^xvbg+++xvbg+=opening
his ^pp$+pp3+++=his
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
contributed ^j+++xvbn+=contributed
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
The ^ati++++=The
captain ^npt++++=captain
arranged ^vwbn+vsua++xvbn+=arranged
candles ^nns++++=candles
at ^in++++=at
the ^ati++++=the
corners ^nns+nom+++=corners.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
will ^md+prd+++=will
melt ^vb++++=melt,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
boatswain ^nn++++=boatswain.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
are ^vb+ber+vrb++=are
ceremonial ^jj+pred+++=ceremonial."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
are ^vb+ber+aux++=are
bending ^vbg+++xvbgx+=bending
already ^rb++++=already."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
let ^vb+++xvbn+=let
them ^pp3o+pp3+++=them
bend ^vb++++=bend
reverently ^rb++++=reverently."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little
cross ^nn++++=cross
was ^vbd+bedz+aux++=was
nailed ^vpsv++agls+xvbnx+=nailed
above ^jjb++++=above
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
the ^ati++++=the
bier ^nn++++=bier,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
two ^cd++++=two
sailors ^nns++++=sailors
scrubbed ^vbd+++xvbn+=scrubbed
bloodstains ^nns++++=bloodstains
from ^in++++=from
the ^ati++++=the
deck ^nn++++=deck
beside ^in+pl+++=beside
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
These ^dt+pdem+++=These
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
the ^ati++++=the
martyr ^nn++++=martyr's
's ^$++++=EXTRAWORD
bloodstains ^nns++++=bloodstains
but ^cc++++=but
those ^dt+dem+++=those
of ^in++++=of
a ^at++++=a
Turkish ^jj++++=Turkish
rower ^jjr++++=rower
who ^whp+who+++=who
had ^vbd+hvd+aux++=had
bitten ^vprf+++xvbnx+=bitten
an ^at++++=an
overseer ^nn+nom+++=overseer
three ^cd++++=three
days ^nns++++=days
earlier ^jjr++++=earlier.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stains ^nns++++=stains
had ^vbd+hvd+aux++=had
resisted ^vprf+++xvbnx+=resisted
seawater ^jjr++++=seawater,
, ^zz++++=EXTRAWORD
sand ^nn++++=sand,
, ^zz++++=EXTRAWORD
vinegar ^nn++++=vinegar,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
blasphemy ^nn++++=blasphemy.
. ^zz++++=EXTRAWORD
Vives ^np++++=Vives
ordered ^vbd+vsua+tht0+xvbn+=ordered
the ^ati++++=the
damask ^nn++++=damask
drawn ^vwbn+++xvbn+=drawn
over ^rp++++=over
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
The ^ati++++=The
waiting ^nn++++=waiting
lengthened ^vbd+++xvbn+=lengthened.
. ^zz++++=EXTRAWORD
Heat ^nn++++=Heat
pressed ^vbd+++xvbn+=pressed
upon ^in++++=upon
the ^ati++++=the
ship ^nn++++=ship
until ^cs+sub+++=until
the ^ati++++=the
mast ^nn++++=mast
itself ^ppl++++=itself
appeared ^vbd+seem++xvbn+=appeared
to ^to+vcmp+++=to
bend ^vbi++++=bend.
. ^zz++++=EXTRAWORD
The ^ati++++=The
town ^nn++++=town
began ^vbd+++xvbn+=began
to ^to++++=to
murmur ^vbi+vpub+++=murmur;
; ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
the ^ati++++=the
market ^nn++++=market
had ^vbd+hvd+aux++=had
reopened ^vprf+++xvbnx+=reopened,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
word ^nn++++=word
of ^in++++=of
the ^ati++++=the
Christians ^nn++++=Christians'
' ^zz++++=EXTRAWORD
boat ^nn++++=boat
had ^vbd+hvd+aux++=had
spread ^vprf+++xvbnx+=spread.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
walls ^nns++++=walls
appeared ^vbd+seem++xvbn+=appeared
several ^ap++++=several
white ^jj++++=white-robed
- ^zz++++=EXTRAWORD
robed ^jj+atrb++xvbn+=EXTRAWORD
figures ^nns++++=figures.
. ^zz++++=EXTRAWORD
A ^at++++=A
horn ^np++++=horn
sounded ^vbd+++xvbn+=sounded
once ^rb+tm+++=once
and ^cc++++=and
was ^vbd+bedz+vrb++=was
silent ^jj+pred+++=silent.
. ^zz++++=EXTRAWORD
Elvira ^np+++??+=Elvira
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
pray ^vbi+vsua+++=pray
for ^in++++=for
the ^ati++++=the
dead ^jj+atrb+++=dead
man ^nn++++=man.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead
she ^pp3a+pp3+++=she
thought ^vbd+++xvbnx+=thought
of ^in++++=of
the ^ati++++=the
