# ^zz++++=#
Something ^pn++++=SOMETHING
day ^nn++++=day
the ^ati++++=the
San ^np++++=San
Marco ^np+++??+=Marco
shares ^vbz++++=shares
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen
from ^in++++=from
twelve ^cd++++=twelve
pounds ^nns++++=pounds
to ^to++++=to
nine ^cd++++=nine.
. ^zz++++=EXTRAWORD
By ^in++++=By
three ^cd++++=three
they ^pp3a+pp3+++=they
stood ^vbd+++xvbnx+=stood
at ^rb++++=at
four ^cd++++=four.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
the ^ati++++=the
market ^nn++++=market
closed ^vbd+++xvbn+=closed,
, ^zz++++=EXTRAWORD
a ^at++++=a
rumour ^nn++++=rumour
that ^tht+ncmp+++=that
the ^ati++++=the
new ^jj+atrb+++=new
syndicate ^nn+nom+++=syndicate
had ^vbd+hvd+aux++=had
withdrawn ^vprf+++xvbnx+=withdrawn
sent ^vwbn+++xvbn+=sent
them ^pp3o+pp3+++=them
below ^in+pl+++=below
one ^cd1++++=one
pound ^nn++++=pound.
. ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
reached ^vbd+++xvbn+=reached
home ^nr++++=home
at ^in++++=at
half ^abn++++=half-past
- ^zz++++=EXTRAWORD
past ^jjb++++=EXTRAWORD
four ^cd++++=four,
, ^zz++++=EXTRAWORD
dishevelled ^jj++++=dishevelled
and ^cc++++=and
grey ^nn++++=grey.
. ^zz++++=EXTRAWORD
Violet ^jj++++=Violet
was ^vbd+bedz+aux++=was
waiting ^vbg+++xvbgx+=waiting.
. ^zz++++=EXTRAWORD
" ^zz++++="Well?"
well ^rb++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
dropped ^vbd+++xvbnx+=dropped
into ^in++++=into
a ^at++++=a
chair ^nn++++=chair.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
have ^vb+hv+aux++=have
collapsed ^vprf+++xvbnx+=collapsed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+aux++=did
not ^xnot++not++=not
understand ^vb+vprv+++=understand
at ^rb++++=at
first ^rb"++++=first.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
shares ^vbz++++=shares?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Worthless
worthless ^jj++++=EXTRAWORD
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
hitch ^nn++++=hitch
in ^in++++=in
New ^jj+atrb+++=New
York ^np++++=York.
. ^zz++++=EXTRAWORD
The ^ati++++=The
capital ^nn++++=capital
has ^vbz+hvz+aux++=has
not ^xnot++not++=not
been ^vprf+ben+aux+xvbn+=been
confirmed ^vpsv++agls+xvbnx+=confirmed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
covered ^vbd+++xvbnx+=covered
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
Violet ^jj++++=Violet
stood ^vbd+++xvbn+=stood
very ^ql+amp+++=very
still ^rb++++=still.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Kenyon ^np++++=Kenyon?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
lowered ^vbd+++xvbn+=lowered
his ^pp$+pp3+++=his
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
saw ^vbd+vprv++xvbnx+=saw
him ^pp3o+pp3+++=him
yesterday ^nr+tm+++=yesterday."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
did ^vbd+dod+vrb++=did
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
forbade ^vbd+++xvbnx+=forbade?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
thought ^vbd+++xvbnx+=thought
I ^pp1a+pp1+++=I
believed ^vbd+vprv++xvbnx+=believed
" ^zz++++="
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
say ^vb+vpub+++=say?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
evade ^vbi++++=evade
her ^pp$+pp3+++=her
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
failed ^j+++xvbn+=failed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
confessed ^vpsv++agls+xvbn+=confessed
with ^in++++=with
miserable ^jj+atrb+++=miserable
abruptness ^nns+nom+++=abruptness.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
told ^vbd+vpub++xvbnx+=told
him ^pp3o+pp3+++=him
you ^pp2+pp2+++=you
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
love ^nn++++=love
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub+tht0+xvbnx+=said
the ^ati++++=the
engagement ^nn+nom+++=engagement
must ^md+nec+++=must
end ^vb++++=end.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
I ^pp1a+pp1+++=I
mentioned ^vbd+vpub++xvbnx+=mentioned
compensation ^nn+nom+++=compensation."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Violet ^jj++++=Violet
made ^xvbn+++xvbn+=made
a ^at++++=a
sound ^nn++++=sound
as ^cs+sub+++=as
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
struck ^vprf+++xvbnx+=struck
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
offered ^vbd+++xvbn+=offered
him ^pp3o+pp3+++=him
money ^nn++++=money?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Only
only ^rb+down+++=EXTRAWORD
if ^cs+cnd+++=if
there ^ex+pex+++=there
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
expense ^nn++++=expense."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
offered ^vbd+++xvbn+=offered
him ^pp3o+pp3+++=him
money ^nn++++=money
to ^in++++=to
release ^nn++++=release
me ^pp1o+pp1+++=me
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
believed ^vbd+vprv++xvbn+=believed
ourselves ^ppls+pp1+++=ourselves
rich ^jj++++=rich.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
now ^rn+tm+++=now
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are
poor ^jj+pred+++=poor
again ^rb+tm+++=again."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Vi,
vi ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
forgive ^vb++++=forgive
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
turned ^vbd+++xvbnx+=turned
away ^rb+phrv+++=away.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
writing ^jj+++xvbg+=writing-table
- ^zz++++=EXTRAWORD
table ^nn++++=EXTRAWORD
lay ^vbd+++xvbn+=lay
the ^ati++++=the
cheap ^jj+atrb+++=cheap
paper ^nn++++=paper
upon ^in++++=upon
which ^whp+rel+pied++=which
household ^nn++++=household
accounts ^nns++++=accounts
were ^vbd+bed+aux++=were
kept ^vpsv++agls+xvbnx+=kept.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
took ^vbd+++xvbnx+=took
a ^at++++=a
sheet ^nn++++=sheet
and ^cc++++=and
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
doing ^vbg+++xvbg+=doing?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Writing
writing ^vbg+++xvbg+=EXTRAWORD
to ^in++++=to
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="To
to ^to++++=EXTRAWORD
say ^vbi+vpub+++=say
what ^wdt+who+whcl++=what?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
truth ^nn++++=truth."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
sprang ^vbd+++xvbn+=sprang
up ^rp++++=up.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
cannot ^md+pos+not++=cannot!
! ^zz++++=EXTRAWORD
Wait ^vb++++=Wait
until ^in++++=until
to ^to++++=to-morrow.
- ^zz++++=EXTRAWORD
morrow ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
shares ^vbz++++=shares
may ^md+pos+++=may
recover ^vb++++=recover."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
stopped ^vbd+++xvbnx+=stopped.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
precisely ^rb++++=precisely
why ^wrb+who+++=why
I ^pp1a+pp1+++=I
must ^md+nec+++=must
write ^vb++++=write
now ^rn+tm+++=now,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Before
before ^in++++=EXTRAWORD
anything ^pn++++=anything
changes ^nns++++=changes
again ^rb+tm+++=again."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
pen ^nn++++=pen
trembled ^vbd+++xvbn+=trembled
so ^pn++++=so
that ^dt+dem+++=that
the ^ati++++=the
first ^od++++=first
word ^nn++++=word
was ^vbd+bedz+vrb++=was
almost ^rb+hdg+++=almost
illegible ^jj+pred+++=illegible.
. ^zz++++=EXTRAWORD
Dear ^jj+atrb+++=Dear
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Kenyon ^np++++=Kenyon
She ^pp3a+pp3+++=She
tore ^vbd+++xvbnx+=tore
the ^ati++++=the
sheet ^nn++++=sheet
across ^in+strn+++=across.
. ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
whispered ^vbd+vpub++xvbnx+=whispered.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
that ^dt+pdem+++=that."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
began ^vbd+++xvbnx+=began
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Dear ^jj+atrb+++=Dear
Dick ^np++++=Dick,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must
tell ^vb++++=tell
you ^pp2+pp2+++=you
everything ^pn++++=everything
which ^whp+who+++=which
I ^pp1a+pp1+++=I
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
have ^vbi+vbi+aux++=have
told ^vbd+vpub+tht0+xvbn+=told
you ^pp2+pp2+++=you
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
accepted ^vbd+vprv+tht0+xvbnx+=accepted
you ^pp2+pp2+++=you
because ^cs+cos+++=because
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
poor ^jj+pred+++=poor
and ^cc+cls+++=and
because ^cs+cos+++=because
Jerry ^np++++=Jerry
believed ^vbd+vprv+tht0+xvbn+=believed
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
support ^vb++++=support
myself ^ppl+pp1+++=myself.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
frightened ^vpsv++agls+xvbnx+=frightened,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
weak ^jj++++=weak,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
let ^vbd+++xvbnx+=let
you ^pp2+pp2+++=you
think ^vb+vprv+++=think
that ^tht+vcmp+++=that
my ^pp$+pp1+++=my
promise ^nn++++=promise
was ^vbd+bedz+aux++=was
freely ^rb++splt++=freely
given ^vpsv++agls+xvbnx+=given.
. ^zz++++=EXTRAWORD
Yesterday ^nr+tm+++=Yesterday,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
believed ^vbd+vprv++xvbn+=believed
the ^ati++++=the
shares ^nns++++=shares
valuable ^jj++++=valuable,
, ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
went ^vbd+++xvbn+=went
to ^to++++=to
ask ^vbi++++=ask
for ^in+ppvb+++=for
my ^pp$+pp1+++=my
release ^nn++++=release.
. ^zz++++=EXTRAWORD
Today ^nr+tm+++=To-day
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
worthless ^jj+pred+++=worthless
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
remain ^vb++++=remain
engaged ^vbd+++xvbn+=engaged
to ^in++++=to
you ^pp2+pp2+++=you
now ^rn+tm+++=now
without ^in++++=without
being ^xvbg+++xvbg+=being
more ^rbr++++=more
ashamed ^jj++++=ashamed
than ^cs+sub+++=than
I ^pp1a+pp1+++=I
already ^rb++++=already
am ^vb+bem+vrb++=am.
. ^zz++++=EXTRAWORD
Please ^uh++++=Please
set ^vbd+++xvbn+=set
me ^pp1o+pp1+++=me
free ^jj++++=free.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
the ^ati++++=the
only ^ap+down+++=only
thing ^nn++++=thing
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
any ^dti++++=any
right ^nn++++=right
to ^to+ncmp+++=to
ask ^vbi++++=ask.
. ^zz++++=EXTRAWORD
Violet ^jj++++=Violet.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
folded ^vbd+++xvbnx+=folded
the ^ati++++=the
letter ^nn++++=letter
and ^cc++++=and
addressed ^vbd+++xvbn+=addressed
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
watched ^vbd+++xvbn+=watched
her ^pp$+pp3+++=her
painfully ^rb++++=painfully.
. ^zz++++=EXTRAWORD
" ^zz++++="Will
will ^md+prd+++=EXTRAWORD
you ^pp2+pp2+++=you
forgive ^vb++++=forgive
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
yet ^rb+cnj+++=yet,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
seeing ^vbg+vprv+tht0+xvbg+=seeing
his ^pp$+pp3+++=his
face ^nn++++=face,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
put ^vbd+++xvbnx+=put
both ^abx++++=both
arms ^nns++++=arms
about ^in++++=about
his ^pp$+pp3+++=his
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry,
, ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
love ^nn++++=love
you ^pp2+pp2+++=you
but ^cc+cls+++=but
what ^wdt+who+++=what
have ^vb+hv+aux++=have
we ^pp1a+pp1+++=we
done ^vbd+++xvbn+=done?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
-- ^--+clp+++=--##
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
Iv ^np+++??+=IV
Dick ^np++++=Dick
came ^vbd+++xvbn+=came
the ^ati++++=the
following ^jj+atrb++xvbg+=following
evening ^nn++++=evening.
. ^zz++++=EXTRAWORD
All ^abn++++=All
day ^nn++++=day
Violet ^jj++++=Violet
had ^vbd+hvd+aux++=had
expected ^vprf+++xvbnx+=expected
a ^at++++=a
letter ^nn++++=letter.
. ^zz++++=EXTRAWORD
With ^in++++=With
every ^at++++=every
footstep ^nn++++=footstep
upon ^in++++=upon
the ^ati++++=the
stairs ^nns++++=stairs
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
risen ^vwbn+++xvbn+=risen;
; ^zz++++=EXTRAWORD
with ^in++++=with
every ^at++++=every
footstep ^nn++++=footstep
passing ^vwbg+++xvbg+=passing
the ^ati++++=the
door ^nn++++=door
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
sat ^vprf+++xvbnx+=sat
down ^rb+phrv+++=down
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
By ^in++++=By
six ^cd++++=six
o'clock ^rb++++=o'clock
her ^pp$+pp3+++=her
nerves ^nns++++=nerves
were ^vbd+bed+vrb++=were
so ^ql+emph+++=so
strained ^jj+++xvbn+=strained
that ^dt+dem+++=that
the ^ati++++=the
quiet ^nn++++=quiet
ticking ^vwbg+++xvbg+=ticking
of ^in++++=of
the ^ati++++=the
clock ^nn++++=clock
seemed ^vbd+seem++xvbn+=seemed
an ^at++++=an
intolerable ^jj+atrb+++=intolerable
noise ^nn++++=noise.
. ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Whether ^cs+who+++=Whether
from ^in++++=from
tact ^nn++++=tact
or ^cc++++=or
cowardice ^nn++++=cowardice,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
At ^rb++++=At
seven ^cd++++=seven
there ^ex+pex+++=there
came ^vbd+++xvbn+=came
the ^ati++++=the
firm ^jj++++=firm
double ^jj++++=double
knock ^vb++++=knock
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
heard ^vprf++tht0+xvbnx+=heard
so ^pn++++=so
often ^rb++++=often.
. ^zz++++=EXTRAWORD
Dick ^np++++=Dick
entered ^vbd+++xvbn+=entered
without ^in++++=without
haste ^nn++++=haste.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
carried ^vbd+++xvbnx+=carried
Violet ^np++++=Violet's
's ^$++++=EXTRAWORD
letter ^nn++++=letter
in ^in++++=in
his ^pp$+pp3+++=his
breast ^nn++++=breast
pocket ^nn++++=pocket.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
face ^nn++++=face
was ^vbd+bedz+aux++=was
composed ^vpsv++agls+xvbnx+=composed,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
phlegmatic ^jj++++=phlegmatic;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
beneath ^in+pl+++=beneath
that ^cs+sub+++=that
outward ^jjb+atrb+++=outward
stillness ^nns+nom+++=stillness
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
in ^in++++=in
a ^at++++=a
ferment ^nn++++=ferment
of ^in++++=of
anxiety ^nn++++=anxiety.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
fought ^vprf+++xvbnx+=fought
men ^nns++++=men,
, ^zz++++=EXTRAWORD
drought ^nn++++=drought,
, ^zz++++=EXTRAWORD
fire ^nn++++=fire
and ^cc++++=and
financial ^jj+atrb+++=financial
ruin ^nn++++=ruin
without ^in++++=without
the ^ati++++=the
fear ^nn++++=fear
which ^whp+rel+subj++=which
now ^rn+tm+++=now
tightened ^vbd+++xvbn+=tightened
about ^in++++=about
his ^pp$+pp3+++=his
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
Violet ^jj++++=Violet
stood ^vbd+++xvbn+=stood
beside ^in+pl+++=beside
the ^ati++++=the
hearth ^nn++++=hearth.
. ^zz++++=EXTRAWORD
The ^ati++++=The
scuttle ^vb++++=scuttle
contained ^jj+atrb++xvbn+=contained
coal ^nn++++=coal
to ^to++++=to-night,
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
purchased ^j+++xvbn+=purchased
with ^in++++=with
Jerry ^np++++=Jerry's
's ^$++++=EXTRAWORD
last ^rb++++=last
sovereign ^nn++++=sovereign,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
little ^jj+atrb+++=little
flames ^nns++++=flames
cast ^vbd+++xvbn+=cast
moving ^vbg+++xvbg+=moving
gold ^nn++++=gold
across ^rp+pl+++=across
her ^pp3o+pp3+++=her
white ^jj+atrb+++=white
dress ^nn++++=dress.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
received ^vbd+++xvbn+=received
my ^pp$+pp1+++=my
letter ^nn++++=letter,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
you ^pp2+pp2+++=you
wrote ^vbd+vprv++xvbn+=wrote."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
clasped ^vbd+++xvbnx+=clasped
her ^pp$+pp3+++=her
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
all ^abn++++=all
true ^jj++++=true."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
guessed ^vbd+vprv++xvbnx+=guessed
most ^ql+emph+++=most
of ^in++++=of
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
head ^jjb++++=head
lifted ^jj+++xvbn+=lifted.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
guessed ^vbd+vprv++xvbn+=guessed?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
knew ^vbd+vprv+tht0+xvbnx+=knew
Jerry ^np++++=Jerry
was ^vbd+bedz+aux++=was
pushing ^vbg+++xvbgx+=pushing
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv+tht0+xvbnx+=knew
you ^pp2+pp2+++=you
were ^vbd+bed+aux++=were
scared ^vpsv++agls+xvbnx+=scared.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hoped ^vbd+vprv+tht0+xvbnx+=hoped
there ^ex+pex+++=there
might ^md+pos+++=might
be ^vb+be+vrb++=be
something ^pn++++=something
else ^rb+cnj+++=else."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
lie ^nn++++=lie
hurt ^vbd+++xvbn+=hurt
her ^pp$+pp3+++=her
as ^ql++++=as
she ^pp3a+pp3+++=she
uttered ^vbd+++xvbnx+=uttered
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Dick ^np++++=Dick
looked ^vbd+++xvbn+=looked
down ^rp++++=down
into ^in++++=into
the ^ati++++=the
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
San ^np++++=San
Marco ^np+++??+=Marco
has ^vbz+hvz+aux++=has
dropped ^vprf+++xvbnx+=dropped
again ^rb+cnj+++=again,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
reckon ^vb+vprv+tht0++=reckon
Jerry ^np++++=Jerry
told ^vbd+vpub+tht0+xvbn+=told
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
about ^in++++=about
the ^ati++++=the
railway ^nn++++=railway."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No?"
no ^at++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No.
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+vrb++=is
why ^wrb+who+++=why
I ^pp1a+pp1+++=I
wrote ^vbd+vprv++xvbnx+=wrote
before ^cs+sub+++=before
before ^cs+sub+++=before
it ^pp3+it+++=it
could ^md+pos+++=could
change ^vb++++=change
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
not ^xnot++not++=not
wait ^vb++++=wait
to ^to+vcmp+++=to
discover ^nn+nom+++=discover
whether ^cs+who+++=whether
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are
rich ^jj+pred+++=rich
or ^cc+phrs+++=or
poor ^jj++++=poor
and ^cc++++=and
shape ^nn++++=shape
my ^pp$+pp1+++=my
conduct ^nn++++=conduct
accordingly ^rb++++=accordingly."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
sounds ^vbz++++=sounds
