At ^in++++=At
forced ^xvbn+++xvbn+=forced
her ^pp3o+pp3+++=her
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
no ^at++++=no
marriage ^nn+nom+++=marriage,
, ^zz++++=EXTRAWORD
John ^np++++=John
takes ^vbz++++=takes
all ^rb++++=all."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^in++++=At
his ^pp$+pp3+++=his
brother ^nn++++=brother's
's ^$++++=EXTRAWORD
name ^nn++++=name
Tony ^np++++=Tony
smiled ^vbd+++xvbn+=smiled.
. ^zz++++=EXTRAWORD
" ^zz++++="John
john ^np++++=EXTRAWORD
is ^vbz+bez+vrb++=is
blood ^nn++++=blood."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
what ^wdt+who+++=what
am ^vb+bem+vrb++=am
I ^pp1a+pp1+++=I?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
turned ^vbd+++xvbnx+=turned
his ^pp$+pp3+++=his
face ^nn++++=face
toward ^in++++=toward
the ^ati++++=the
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
seized ^vbd+++xvbnx+=seized
his ^pp$+pp3+++=his
wrist ^nn++++=wrist.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
touched ^vprf+++xvbnx+=touched
him ^pp3o+pp3+++=him
without ^in++++=without
command ^nn++++=command
in ^in++++=in
all ^abn++++=all
those ^dt+dem+++=those
years ^nns++++=years.
. ^zz++++=EXTRAWORD
" ^zz++++="Tony!
tony ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
am ^vb+bem+aux++=am
I ^pp1a+pp1+++=I?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
shook ^vbd+++xvbnx+=shook
her ^pp$+pp3+++=her
off ^rp+pl+++=off
with ^in++++=with
surprising ^xvbg+++xvbg+=surprising
strength ^nn++++=strength.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
woman ^nn++++=woman
I ^pp1a+pp1+++=I
keep ^vb++++=keep."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
remained ^vbd+++xvbnx+=remained
bent ^vwbn+++xvbn+=bent
over ^rp++++=over
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
storm ^nn++++=storm
swept ^vwbn+++xvbn+=swept
down ^rp++++=down
the ^ati++++=the
street ^nn++++=street,
, ^zz++++=EXTRAWORD
rattling ^jj+atrb+++=rattling
signs ^nns++++=signs
and ^cc++++=and
setting ^nvbg+++xvbg+=setting
every ^at++++=every
loose ^jj+atrb+++=loose
shutter ^nn++++=shutter
to ^to++++=to
clapping ^vbi++++=clapping.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
mouth ^nn++++=mouth
opened ^vbd+++xvbn+=opened
twice ^rb++++=twice
before ^cs+sub+++=before
words ^nns++++=words
came ^vbd+++xvbn+=came.
. ^zz++++=EXTRAWORD
" ^zz++++="Send
send ^vb++++=EXTRAWORD
priest ^nn++++=priest,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
whispered ^vbd+vpub++xvbnx+=whispered.
. ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
mercy ^nn++++=mercy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
my ^pp$+pp1+++=my
old ^jj+atrb+++=old
age ^nn++++=age."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
God ^nn++++=God."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No!"
no ^at++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
last ^jj+atrb+++=last
refusal ^nn++++=refusal
rose ^vbd+++xvbn+=rose
almost ^rb+hdg+++=almost
to ^in++++=to
his ^pp$+pp3+++=his
former ^ap++++=former
roar ^nn++++=roar.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
coughed ^vbd+++xvbnx+=coughed,
, ^zz++++=EXTRAWORD
choked ^j+++xvbn+=choked
and ^cc+phrs+++=and
sank ^j+++xvbn+=sank
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stood ^vbd+++xvbnx+=stood
trembling ^jj+++xvbg+=trembling
beside ^in+pl+++=beside
the ^ati++++=the
bed ^nn++++=bed
until ^cs+sub+++=until
John ^np++++=John
returned ^vbd+++xvbn+=returned,
, ^zz++++=EXTRAWORD
shaking ^jj+atrb++xvbg+=shaking
rain ^nn++++=rain
from ^in++++=from
his ^pp$+pp3+++=his
hat ^nn++++=hat
and ^cc++++=and
carrying ^jj+++xvbg+=carrying
two ^cd++++=two
bottles ^nns++++=bottles
beneath ^in+pl+++=beneath
his ^pp$+pp3+++=his
coat ^nn++++=coat.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
happen ^vb+++??+=happen?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Nothing,"
nothing ^pn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Tony ^np++++=Tony.
. ^zz++++=EXTRAWORD
Near ^in+pl+++=Near
dawn ^nn++++=dawn
his ^pp$+pp3+++=his
breathing ^xvbg+++xvbg+=breathing
changed ^vprf+++xvbn+=changed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman
knew ^vbd+vprv++xvbn+=knew
the ^ati++++=the
sound ^nn++++=sound.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
heard ^vprf++tht0+xvbnx+=heard
it ^pp3+it+++=it
from ^in++++=from
her ^pp3o+pp3+++=her
mother ^npt++++=mother,
, ^zz++++=EXTRAWORD
from ^in++++=from
a ^at++++=a
child ^nn++++=child
in ^in++++=in
the ^ati++++=the
next ^ap++++=next
room ^nn++++=room
of ^in++++=of
a ^at++++=a
lodging ^nn++++=lodging
house ^nn++++=house,
, ^zz++++=EXTRAWORD
from ^in++++=from
an ^at++++=an
old ^jj+atrb+++=old
fruit ^nn++++=fruit
seller ^nn++++=seller
who ^whp+rel+subj++=who
died ^vbd+++xvbn+=died
one ^cd1++++=one
winter ^nn++++=winter
behind ^in+pl+++=behind
his ^pp$+pp3+++=his
cart ^nn++++=cart.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sent ^vbd+++xvbnx+=sent
John ^np++++=John
for ^in++++=for
the ^ati++++=the
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
useless ^jj+pred+++=useless.
. ^zz++++=EXTRAWORD
" ^zz++++="Tony,"
tony ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
pleaded ^vbd+vpub++xvbnx+=pleaded
once ^rb+tm+++=once
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
" ^zz++++="Say
say ^vb+vpub+tht0++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
your ^pp$+pp2+++=your
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
Say ^vb+vpub+tht0++=Say
it ^pp3+it+++=it
before ^in++++=before
John ^np++++=John."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
John ^np++++=John
came ^vbd+++xvbn+=came
to ^in++++=to
the ^ati++++=the
bedside ^nn++++=bedside.
. ^zz++++=EXTRAWORD
Tony ^np++++=Tony's
's ^$++++=EXTRAWORD
gaze ^nn++++=gaze
travelled ^vbd+++xvbn+=travelled
from ^in++++=from
the ^ati++++=the
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
face ^nn++++=face
to ^in++++=to
his ^pp$+pp3+++=his
brother ^nn++++=brother's.
's. ^nn+++??+=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
no ^at++++=no
longer ^rbr++++=longer
speak ^vb++++=speak.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
bent ^vbd+++xvbnx+=bent
so ^pn+emph+++=so
low ^jj++++=low
that ^cs+sub+++=that
her ^pp3o+pp3+++=her
shawl ^nn++++=shawl
brushed ^vbd+++xvbn+=brushed
his ^pp$+pp3+++=his
beard ^nn++++=beard.
. ^zz++++=EXTRAWORD
" ^zz++++="Me,
me ^pp1o+pp1+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Tony ^np++++=Tony?
? ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
wife ^nn++++=wife?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
hand ^nn++++=hand
crawled ^vprf+++xvbn+=crawled
from ^in++++=from
beneath ^in+pl+++=beneath
the ^ati++++=the
quilt ^nn++++=quilt.
. ^zz++++=EXTRAWORD
For ^in++++=For
one ^cd1++++=one
foolish ^jj+atrb+++=foolish,
, ^zz++++=EXTRAWORD
glorious ^jj+atrb+++=glorious
instant ^nn+nom+++=instant
she ^pp3a+pp3+++=she
thought ^vbd+++xvbnx+=thought
he ^pp3a+pp3+++=he
meant ^vbd+vprv++xvbnx+=meant
to ^to+vcmp+++=to
touch ^vb++++=touch
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead
the ^ati++++=the
thick ^jj+atrb+++=thick
forefinger ^nn+nom+++=forefinger
lifted ^vbd+++xvbn+=lifted,
, ^zz++++=EXTRAWORD
trembled ^j+++xvbn+=trembled
and ^cc+phrs+++=and
pointed ^jj+++xvbn+=pointed
across ^in+pl+++=across
her ^pp$+pp3+++=her
shoulder ^nn+nom+++=shoulder.
. ^zz++++=EXTRAWORD
At ^in++++=At
John ^np++++=John.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Tony ^np++++=Tony
died ^vbd+++xvbn+=died.
. ^zz++++=EXTRAWORD
The ^ati++++=The
funeral ^nn++++=funeral
was ^vbd+bedz+vrb++=was
considerable ^jj+pred+++=considerable.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three
carriages ^nns+nom+++=carriages
went ^vbd+++xvbn+=went
to ^in++++=to
the ^ati++++=the
cemetery ^nn+nom+++=cemetery,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
shop ^nn++++=shop
closed ^vbd+++xvbn+=closed
for ^in++++=for
half ^nn++++=half
a ^at++++=a
day ^nn++++=day.
. ^zz++++=EXTRAWORD
People ^nns++++=People
spoke ^vbd+++xvbn+=spoke
of ^in++++=of
Tony ^np++++=Tony's
's ^$++++=EXTRAWORD
strength ^nn++++=strength,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
enterprise ^nn++++=enterprise
and ^cc++++=and
the ^ati++++=the
excellence ^nn+nom+++=excellence
of ^in++++=of
his ^pp$+pp3+++=his
oysters ^nns+nom+++=oysters.
. ^zz++++=EXTRAWORD
Madame ^npt++++=Madame
Lavigne ^np+++??+=Lavigne
said ^vbd+vpub+tht0+xvbn+=said
the ^ati++++=the
widow ^nn++++=widow
looked ^vbd+++xvbn+=looked
" ^zz++++="strangely
strangely ^rb++++=EXTRAWORD
composed ^vbd+++xvbn+=composed,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
by ^in++++=by
which ^whp+rel+pied++=which
she ^pp3a+pp3+++=she
meant ^vbd+vprv++xvbnx+=meant
that ^tht+vcmp+++=that
the ^ati++++=the
woman ^nn++++=woman
had ^vb+hv+vrb++=had
no ^at++++=no
money ^nn++++=money
for ^in++++=for
proper ^jj+atrb+++=proper
mourning ^nvbg+++xvbg+=mourning.
. ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
morning ^nn++++=morning
John ^np++++=John
opened ^vbd+++xvbn+=opened
the ^ati++++=the
shop ^nn++++=shop.
. ^zz++++=EXTRAWORD
By ^in++++=By
noon ^nn++++=noon
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
found ^vprf+++xvbnx+=found
seven ^cd++++=seven
hundred ^cd++++=hundred
dollars ^nns++++=dollars
beneath ^in+pl+++=beneath
a ^at++++=a
floorboard ^nn+++??+=floorboard,
, ^zz++++=EXTRAWORD
two ^cd++++=two
hundred ^cd++++=hundred
in ^in++++=in
the ^ati++++=the
stove ^nn++++=stove
pipe ^nn++++=pipe
and ^cc++++=and
a ^at++++=a
roll ^nn++++=roll
of ^in++++=of
banknotes ^nns++++=banknotes
sewn ^vprf+++xvbn+=sewn
inside ^jjb++++=inside
Tony ^np++++=Tony's
's ^$++++=EXTRAWORD
winter ^nn++++=winter
coat ^nn++++=coat.
. ^zz++++=EXTRAWORD
The ^ati++++=The
gold ^nn++++=gold
watch ^nn++++=watch
chain ^nn++++=chain
shone ^vbd+++xvbn+=shone
splendidly ^rb++++=splendidly
across ^in+pl+++=across
his ^pp$+pp3+++=his
satisfaction ^nn+nom+++=satisfaction.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
go ^vb++++=go,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
told ^vbd+vpub++xvbnx+=told
the ^ati++++=the
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
toward ^in++++=toward
the ^ati++++=the
counter ^nn++++=counter.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
keep ^vb++++=keep
shop ^nn++++=shop."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
shop ^nn++++=shop
now ^rn+tm+++=now."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can
work ^vb++++=work."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
got ^vbd+++xvbnx+=got
cousin ^nn++++=cousin
coming ^vwbg+++xvbg+=coming."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
gazed ^vbd+++xvbnx+=gazed
about ^in++++=about
the ^ati++++=the
cramped ^jj+atrb++xvbn+=cramped
room ^nn++++=room:
: ^zz++++=EXTRAWORD
the ^ati++++=the
candy ^nn++++=candy
jars ^nns++++=jars,
, ^zz++++=EXTRAWORD
the ^ati++++=the
oyster ^nn++++=oyster
knife ^nn++++=knife,
, ^zz++++=EXTRAWORD
the ^ati++++=the
scales ^nns++++=scales,
, ^zz++++=EXTRAWORD
the ^ati++++=the
charcoal ^nn+nom+++=charcoal
stove ^nn++++=stove,
, ^zz++++=EXTRAWORD
the ^ati++++=the
barrels ^nns++++=barrels
rubbed ^vbd+++xvbn+=rubbed
smooth ^jj++++=smooth
by ^in++++=by
her ^pp$+pp3+++=her
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
the ^ati++++=the
dust ^nn++++=dust
appeared ^vbd+seem++xvbn+=appeared
to ^to+vcmp+++=to
belong ^vbi++++=belong
to ^in++++=to
her ^pp$+pp3+++=her
more ^rbr++++=more
justly ^rb++++=justly
than ^in++++=than
it ^pp3+it+++=it
belonged ^vbd+++xvbn+=belonged
to ^in++++=to
John ^np++++=John.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
got ^vbd+++xvbn+=got
paper ^nn++++=paper?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+vrb++=had
none ^pn++++=none.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
Prytania ^np+++??+=Prytania
Street ^npl++++=Street
watched ^vbd+++xvbn+=watched
from ^in++++=from
doorways ^nns++++=doorways
and ^cc++++=and
found ^vbd+vprv++xvbn+=found
the ^ati++++=the
affair ^nn++++=affair
unfortunate ^jj++++=unfortunate,
, ^zz++++=EXTRAWORD
Tony ^np++++=Tony
Bellotti ^np++++=Bellotti's
's ^$++++=EXTRAWORD
wife ^nn++++=wife
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
never ^rb++splt++=never
been ^vprf+ben+vrb+xvbnx+=been
Tony ^np++++=Tony
Bellotti ^np++++=Bellotti's
's ^$++++=EXTRAWORD
wife ^nn++++=wife
was ^vbd+bedz+aux++=was
turned ^vpsv++agls+xvbnx+=turned
into ^in++++=into
the ^ati++++=the
morning ^nn++++=morning
with ^in++++=with
a ^at++++=a
bundle ^nn++++=bundle
of ^in++++=of
clothes ^nns++++=clothes
beneath ^rb++++=beneath
her ^pp$+pp3+++=her
arm ^vb++++=arm.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
followed ^vbd+vprv++xvbn+=followed.
. ^zz++++=EXTRAWORD
Customers ^nns+nom+++=Customers
still ^rb+atrb+++=still
required ^jj+atrb++xvbn+=required
sugar ^nn++++=sugar;
; ^zz++++=EXTRAWORD
children ^nns++++=children
still ^rb++++=still
had ^vb+hv+vrb++=had
pennies ^nns++++=pennies;
; ^zz++++=EXTRAWORD
commerce ^nn++++=commerce,
, ^zz++++=EXTRAWORD
unlike ^in++++=unlike
pity ^nn++++=pity,
, ^zz++++=EXTRAWORD
cannot ^md+pos+not++=cannot
pause ^vb++++=pause
indefinitely ^rb++++=indefinitely.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
walked ^vbd+++xvbnx+=walked
toward ^in++++=toward
the ^ati++++=the
river ^nn++++=river,
, ^zz++++=EXTRAWORD
thin ^jj++++=thin
and ^cc++++=and
gray ^np++++=gray
beneath ^rb++++=beneath
her ^pp$+pp3+++=her
dingy ^jj+atrb+++=dingy
shawl ^nn++++=shawl.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
empty ^jj+atrb+++=empty
hands ^nns++++=hands
moved ^vbd+++xvbn+=moved
against ^in++++=against
the ^ati++++=the
bundle ^nn++++=bundle,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fingers ^nns+nom+++=fingers
bending ^vwbg+++xvbg+=bending
and ^cc++++=and
straightening ^vwbg+++xvbg+=straightening
as ^cs+sub+++=as
though ^cs+sub+++=though
seeking ^vbg+++xvbg+=seeking
two ^cd++++=two
familiar ^jj+atrb+++=familiar
needles ^nps++++=needles
and ^cc++++=and
the ^ati++++=the
endless ^jj+atrb+++=endless
stocking ^nn++++=stocking
by ^in++++=by
which ^whp+rel+pied++=which
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
measured ^xvbn+++xvbn+=measured
out ^rp+pl+++=out
her ^pp$+pp3+++=her
life ^nn++++=life.
. ^zz++++=EXTRAWORD
