You ^pp2+pp2+++=You
one ^pn++++=EXTRAWORD
of ^in++++=of
them ^pp3o+pp3+++=them
laughed ^vbd+++xvbn+=laughed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Very
very ^ql+amp+++=EXTRAWORD
natural ^jj++++=natural."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
struck ^vbd+++xvbnx+=struck
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
complicated ^jj+++xvbn+=complicated
the ^ati++++=the
narrative ^nn++++=narrative.
. ^zz++++=EXTRAWORD
Mcquae ^np+++??+=McQuae,
, ^zz++++=EXTRAWORD
having ^xvbg+++xvbg+=having
struck ^vprf+++xvbn+=struck
the ^ati++++=the
policeman ^nn+nom+++=policeman,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
run ^vprf+++xvbnx+=run
down ^rb+phrv+++=down
an ^at++++=an
alley ^nn++++=alley,
, ^zz++++=EXTRAWORD
crossed ^j+++xvbn+=crossed
a ^at++++=a
yard ^nn++++=yard
containing ^vwbg+++xvbg+=containing
washing ^nvbg+++xvbg+=washing,
, ^zz++++=EXTRAWORD
climbed ^j+++xvbn+=climbed
a ^at++++=a
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fallen ^vprf+++xvbn+=fallen
into ^in+ppvb+++=into
a ^at++++=a
water ^nn++++=water-butt.
- ^zz++++=EXTRAWORD
butt ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
escaped ^vbd+++xvbnx+=escaped
arrest ^nn++++=arrest
only ^rb+down+++=only
because ^cs+cos+++=because
the ^ati++++=the
policeman ^nn+nom+++=policeman,
, ^zz++++=EXTRAWORD
still ^rb+atrb+++=still
laughing ^nvbg+++xvbg+=laughing,
, ^zz++++=EXTRAWORD
pursued ^j+++xvbn+=pursued
the ^ati++++=the
wrong ^jj+atrb+++=wrong
man ^nn++++=man.
. ^zz++++=EXTRAWORD
Since ^cs+sub+++=Since
then ^rn+tm+++=then
Mcquae ^np+++??+=McQuae
had ^vbd+hvd+aux++=had
wandered ^vprf+++xvbnx+=wandered
along ^in++++=along
the ^ati++++=the
shore ^nn++++=shore,
, ^zz++++=EXTRAWORD
unwilling ^jj++++=unwilling
to ^to+jcmp+++=to
risk ^vb++++=risk
the ^ati++++=the
streets ^nns++++=streets
and ^cc++++=and
unable ^jj++++=unable
to ^to+jcmp+++=to
remember ^nn+nom+++=remember
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
either ^dtx++++=either
the ^ati++++=the
landlady ^nn++++=landlady
or ^cc++++=or
the ^ati++++=the
street ^nn++++=street.
. ^zz++++=EXTRAWORD
" ^zz++++="Surely
surely ^rb++++=EXTRAWORD
Maud ^np++++=Maud
will ^md+prd+++=will
have ^vb+hv+aux++=have
informed ^vprf+++xvbnx+=informed
the ^ati++++=the
police ^nns++++=police."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+aux++=is
what ^wdt+who+++=what
makes ^vbz++++=makes
returning ^jj+++xvbg+=returning
awkward ^jj++++=awkward."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
vanity ^nn++++=vanity
in ^in++++=in
the ^ati++++=the
remark ^nn++++=remark.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
desired ^vbd+vsua++xvbnx+=desired
to ^to+vcmp+++=to
find ^vbi+vprv+tht0++=find
his ^pp$+pp3+++=his
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
anticipation ^nn+nom+++=anticipation
of ^in++++=of
the ^ati++++=the
reunion ^nn++++=reunion
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
wholly ^rb++++=wholly
pleasurable ^jj++++=pleasurable.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
him ^pp3o+pp3+++=him
to ^in++++=to
my ^pp$+pp1+++=my
hotel ^nn++++=hotel.
. ^zz++++=EXTRAWORD
The ^ati++++=The
manager ^nn++++=manager
objected ^vbd+vpub++xvbn+=objected
to ^in++++=to
his ^pp$+pp3+++=his
appearance ^nn+nom+++=appearance
until ^cs+sub+++=until
I ^pp1a+pp1+++=I
guaranteed ^vbd+++xvbnx+=guaranteed
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
neither ^dt++neg++=neither
a ^at++++=a
vagrant ^jj++++=vagrant
nor ^cc++neg++=nor
a ^at++++=a
fugitive ^nn++++=fugitive.
. ^zz++++=EXTRAWORD
Strict ^jj+atrb+++=Strict
accuracy ^nn+nom+++=accuracy
would ^md+prd+++=would
have ^vb+hv+aux++=have
made ^vprf+++xvbnx+=made
this ^dt+dem+++=this
difficult ^jj++++=difficult,
, ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I
guaranteed ^vbd+++xvbnx+=guaranteed
only ^rb+down+++=only
the ^ati++++=the
bill ^nn++++=bill.
. ^zz++++=EXTRAWORD
Mcquae ^np+++??+=McQuae
ate ^vbd+++xvbn+=ate
soup ^nn++++=soup,
, ^zz++++=EXTRAWORD
fish ^nns++++=fish,
, ^zz++++=EXTRAWORD
beef ^nn++++=beef,
, ^zz++++=EXTRAWORD
pudding ^nn++++=pudding,
, ^zz++++=EXTRAWORD
cheese ^nn++++=cheese,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
biscuits ^nns++++=biscuits.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
then ^rn+tm+++=then
became ^vbd+++xvbn+=became
more ^rbr++++=more
hopeful ^jj++++=hopeful.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
knew ^vbd+vprv+tht0+xvbnx+=knew
I ^pp1a+pp1+++=I
should ^md+nec+++=should
find ^vb+vprv+++=find
the ^ati++++=the
place ^nn++++=place
eventually ^rb+tm+++=eventually."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
found ^vbd+vprv++xvbn+=found
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
comes ^vbz++++=comes
to ^in++++=to
the ^ati++++=the
same ^ap++++=same
thing ^nn++++=thing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Next ^ap++++=Next
morning ^nn++++=morning
we ^pp1a+pp1+++=we
consulted ^vbd+++xvbn+=consulted
a ^at++++=a
solicitor ^nn++++=solicitor,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Brogden ^np++++=Brogden,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
expression ^nn++++=expression
suggested ^vbd+vpub++xvbn+=suggested
that ^tht+vcmp+++=that
Scarborough ^np++++=Scarborough
supplied ^vbd+++xvbn+=supplied
him ^pp3o+pp3+++=him
with ^in++++=with
stranger ^jjr+atrb+++=stranger
cases ^nns++++=cases
than ^in++++=than
ours ^pp$$++++=ours,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
not ^xnot++not++=not
before ^cs+sub+++=before
eleven ^cd++++=eleven
o ^zz++++=o'clock.
'clock. ^nn+++??+=EXTRAWORD
He ^pp3a+pp3+++=He
placed ^vbd+++xvbnx+=placed
a ^at++++=a
sheet ^nn++++=sheet
of ^in++++=of
foolscap ^nn++++=foolscap
before ^in++++=before
Mcquae ^np+++??+=McQuae.
. ^zz++++=EXTRAWORD
" ^zz++++="Describe
describe ^vb++++=EXTRAWORD
the ^ati++++=the
house ^nn++++=house."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Green
green ^nn++++=EXTRAWORD
door ^nn++++=door."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes?"
yes ^uh++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Windows."
windows ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
many ^ap++++=many?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Several."
several ^ap++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Name
name ^nn++++=EXTRAWORD
of ^in++++=of
street ^nn++++=street?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Name
name ^nn++++=EXTRAWORD
of ^in++++=of
landlady ^nn++++=landlady?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
began ^vbd+++xvbn+=began
with ^in++++=with
a ^at++++=a
letter ^nn++++=letter."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Brogden ^np++++=Brogden
put ^vbd+++xvbn+=put
down ^rb+phrv+++=down
his ^pp$+pp3+++=his
pen ^nn++++=pen.
. ^zz++++=EXTRAWORD
" ^zz++++="Can
can ^md+pos+++=EXTRAWORD
you ^pp2+pp2+++=you
describe ^vb++++=describe
your ^pp$+pp2+++=your
wife ^nn++++=wife?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Certainly,"
certainly ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mcquae ^np+++??+=McQuae,
, ^zz++++=EXTRAWORD
with ^in++++=with
relief ^nn++++=relief.
. ^zz++++=EXTRAWORD
" ^zz++++="Tall,
tall ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
dark ^jj++++=dark,
, ^zz++++=EXTRAWORD
grey ^np++++=grey
travelling ^vwbg+++xvbg+=travelling
dress ^nn++++=dress,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
extremely ^rb+amp+++=extremely
annoyed ^jj++++=annoyed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+dem+++=EXTRAWORD
last ^rb++++=last
feature ^nn++++=feature
may ^md+pos+++=may
be ^vb+be+vrb++=be
temporary ^jj+pred+++=temporary."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
doubt ^nn++++=doubt
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Brogden ^np++++=Brogden
instituted ^vbd+++xvbn+=instituted
inquiries ^nns++++=inquiries
among ^in++++=among
the ^ati++++=the
lodging ^nn++++=lodging-house
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
keepers ^nns+nom+++=keepers.
. ^zz++++=EXTRAWORD
A ^at++++=A
messenger ^nn+nom+++=messenger
went ^vbd+++xvbn+=went
to ^in++++=to
the ^ati++++=the
police ^nns++++=police.
. ^zz++++=EXTRAWORD
Advertisements ^nns+nom+++=Advertisements
were ^vbd+bed+aux++=were
drafted ^vpsv++agls+xvbnx+=drafted
but ^cc+phrs+++=but
withheld ^vprf+++xvbn+=withheld,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
pointed ^vbd+++xvbnx+=pointed
out ^rp+pl+++=out
that ^cs+sub+++=that
" ^zz++++="Gentleman
gentleman ^nn+nom+++=EXTRAWORD
seeks ^vbz++++=seeks
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
address ^nns+nom+++=address
forgotten ^vwbn+vprv++xvbn+=forgotten"
" ^zz++++=EXTRAWORD
might ^md+pos+++=might
bring ^vb++++=bring
more ^ql++++=more
wives ^nns++++=wives
than ^in++++=than
Mcquae ^np+++??+=McQuae
could ^md+pos+++=could
reasonably ^rb++splt++=reasonably
explain ^vb+vpub+++=explain.
. ^zz++++=EXTRAWORD
Shortly ^rb+tm+++=Shortly
after ^cs+sub+++=after
luncheon ^nn++++=luncheon
news ^nn++++=news
arrived ^vbd+++xvbn+=arrived.
. ^zz++++=EXTRAWORD
A ^at++++=A
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Pritchard ^np++++=Pritchard,
, ^zz++++=EXTRAWORD
of ^in++++=of
Seventeen ^cd++++=Seventeen
Belgrave ^np+++??+=Belgrave
Crescent ^npl++++=Crescent,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
reported ^vprf+++xvbnx+=reported
the ^ati++++=the
disappearance ^nn+nom+++=disappearance
of ^in++++=of
a ^at++++=a
newly ^rb++++=newly
married ^jj+atrb++xvbn+=married
gentleman ^nn+nom+++=gentleman
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
out ^rb+phrv+++=out
for ^in+ppvb+++=for
tobacco ^nn++++=tobacco
and ^cc++++=and
failed ^vbd+++xvbn+=failed
to ^to+vcmp+++=to
return ^vbi++++=return.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
wife ^nn++++=wife
was ^vbd+bedz+aux++=was
awaiting ^vbg+++xvbgx+=awaiting
information ^nn+nom+++=information
with ^in++++=with
composure ^nn++++=composure.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
means ^vbz++++=means
Maud ^np++++=Maud,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mcquae ^np+++??+=McQuae
gloomily ^rb++++=gloomily.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
drove ^vbd+++xvbn+=drove
there ^rn+pl+++=there
in ^in++++=in
a ^at++++=a
cab ^nn++++=cab.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
corner ^nn++++=corner
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked
whether ^cs+who+++=whether
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
too ^ql++++=too
late ^jj++++=late
to ^to++++=to
send ^vbi++++=send
a ^at++++=a
telegram ^nn++++=telegram
saying ^vwbg+++xvbg+=saying
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
unexpectedly ^rb++splt++=unexpectedly
detained ^vpsv++agls+xvbn+=detained
in ^in++++=in
York ^np++++=York.
. ^zz++++=EXTRAWORD
" ^zz++++="Much
much ^ap++++=EXTRAWORD
too ^ql++++=too
late ^jj++++=late."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Could
could ^md+pos+++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
unconscious ^jj++++=unconscious?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
continuously ^rb++++=continuously.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
ate ^vbd+++xvbn+=ate
two ^cd++++=two
breakfasts ^nns++++=breakfasts."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sighed ^vbd+++xvbnx+=sighed.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Pritchard ^np++++=Pritchard
opened ^vbd+++xvbn+=opened
the ^ati++++=the
green ^jj+atrb+++=green
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
hall ^nn++++=hall,
, ^zz++++=EXTRAWORD
stood ^j+++xvbn+=stood
Maud ^np++++=Maud.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
pale ^nn++++=pale,
, ^zz++++=EXTRAWORD
erect ^jj++++=erect,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
perfectly ^rb+amp+++=perfectly
silent ^jj++++=silent.
. ^zz++++=EXTRAWORD
Mcquae ^np+++??+=McQuae
entered ^vbd+++xvbn+=entered
after ^in++++=after
the ^ati++++=the
manner ^nn++++=manner
of ^in++++=of
a ^at++++=a
hero ^nn++++=hero
restored ^vwbn+++xvbn+=restored
in ^in++++=in
the ^ati++++=the
final ^jj+atrb+++=final
act ^nn++++=act,
, ^zz++++=EXTRAWORD
except ^cs+sub+++=except
that ^cs"++++=that
heroes ^vbz++++=heroes
are ^vb+ber+vrb++=are
seldom ^rb++++=seldom
damp ^jj+pred+++=damp,
, ^zz++++=EXTRAWORD
indebted ^jj++++=indebted
to ^in++++=to
a ^at++++=a
solicitor ^nn++++=solicitor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wanted ^vpsv++agls+xvbn+=wanted
for ^in++++=for
assaulting ^xvbg+++xvbg+=assaulting
a ^at++++=a
constable ^nn++++=constable.
. ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
closed ^vbd+++xvbn+=closed.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
him ^pp3o+pp3+++=him
at ^in++++=at
the ^ati++++=the
club ^nn++++=club
a ^at++++=a
week ^nn++++=week
later ^rbr+tm+++=later.
. ^zz++++=EXTRAWORD
" ^zz++++="Well?"
well ^rb++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=did
Maud ^np++++=Maud
say ^vb+vpub+++=say?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
considered ^vbd+vprv++xvbnx+=considered.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
much ^ap++++=much
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
expected ^vbd+vprv++xvbnx+=expected."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
never ^rb++++=never
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me
what ^wdt+who+++=what
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^rb++++=for
once ^rb"+tm+++=once
I ^pp1a+pp1+++=I
believe ^vb+vprv+tht0++=believe
his ^pp$+pp3+++=his
memory ^nn++++=memory
was ^vbd+bedz+aux++=was
acting ^vbg+++xvbg+=acting
in ^in++++=in
his ^pp$+pp3+++=his
own ^ap++++=own
interest ^nn++++=interest.
. ^zz++++=EXTRAWORD
