**to ^nn+++??+=**TO
amsterdam ^np++++=EXTRAWORD
. ^zz++++=EXTRAWORD
At ^rb++++=At
such ^abl++++=such
moments ^nns+nom+++=moments
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
doubted ^vprf+++xvbnx+=doubted
which ^wdt+who+whcl++=which
power ^nn++++=power
was ^vbd+bedz+vrb++=was
truly ^rb++++=truly
the ^ati++++=the
stronger ^nn++++=stronger.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
not ^xnot++not++=not
imagine ^vb+vprv+++=imagine,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Editor ^np++++=Editor,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
our ^pp$+pp1+++=our
plan ^nn++++=plan
requires ^vbz++++=requires
violence ^nn+nom+++=violence.
. ^zz++++=EXTRAWORD
Heaven ^nn++++=Heaven
forbid ^vb+vsua+++=forbid!
! ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
shall ^md+prd+++=shall
conquer ^vb++++=conquer
by ^in++++=by
endurance ^nn+nom+++=endurance,
, ^zz++++=EXTRAWORD
cookery ^nn+nom+++=cookery,
, ^zz++++=EXTRAWORD
genealogy ^nn+++??+=genealogy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
names ^nns++++=names.
. ^zz++++=EXTRAWORD
The ^ati++++=The
restless ^jj+atrb+++=restless
races ^nns++++=races
exhaust ^nn++++=exhaust
themselves ^ppls+pp3+++=themselves
in ^in++++=in
speculation ^nn+nom+++=speculation;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
build ^vb++++=build,
, ^zz++++=EXTRAWORD
burn ^vb++++=burn,
, ^zz++++=EXTRAWORD
fail ^vb++++=fail,
, ^zz++++=EXTRAWORD
rebuild ^vb++++=rebuild,
, ^zz++++=EXTRAWORD
migrate ^nn+nom+++=migrate
westward ^nn++++=westward,
, ^zz++++=EXTRAWORD
invent ^vb++++=invent
machines ^nns++++=machines,
, ^zz++++=EXTRAWORD
establish ^vb+vprv+++=establish
journals ^nns+nom+++=journals,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
quarrel ^nn++++=quarrel
over ^in++++=over
improvements ^nns+nom+++=improvements.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
remain ^vb++++=remain.
. ^zz++++=EXTRAWORD
A ^at++++=A
Yankee ^jj+atrb+++=Yankee
may ^md+pos+++=may
purchase ^vb++++=purchase
a ^at++++=a
farm ^nn++++=farm,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
presently ^rb+tm+++=presently
he ^pp3a+pp3+++=he
marries ^vbz++++=marries
the ^ati++++=the
farmer ^nn++++=farmer's
's ^$++++=EXTRAWORD
daughter ^nn+nom+++=daughter;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
children ^nns++++=children
acquire ^vb++++=acquire
Dutch ^jj+atrb+++=Dutch
grandmothers ^nns+nom+++=grandmothers;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
descendants ^nns+nom+++=descendants
join ^vb++++=join
Saint ^nn++++=Saint
Nicholas ^np++++=Nicholas;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
fourth ^od++++=fourth
generation ^nn+nom+++=generation
they ^pp3a+pp3+++=they
boast ^vb+vpub+++=boast
that ^tht+vcmp+++=that
their ^pp$+pp3+++=their
ancestor ^nn++++=ancestor
came ^vbd+++xvbn+=came
over ^in++++=over
in ^in++++=in
the ^ati++++=the
*goede ^nn+++??+=*Goede
Vrouw* ^np+++??+=Vrouw*,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
actually ^rb+amp+++=actually
arrived ^vbd+++xvbn+=arrived
from ^in++++=from
Massachusetts ^np+++??+=Massachusetts
in ^in++++=in
a ^at++++=a
one ^cd1++++=one-horse
- ^zz++++=EXTRAWORD
horse ^nn++++=EXTRAWORD
wagon ^nn++++=wagon.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
are ^vb+ber+vrb++=are
the ^ati++++=the
invaders ^nns+nom+++=invaders
absorbed ^vbd+++xvbn+=absorbed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
triumphant ^jj+atrb+++=triumphant
catastrophe ^nn++++=catastrophe
cannot ^md+pos+not++=cannot
be ^vb+be+vrb++=be
remote ^jj+pred+++=remote.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
look ^vb++++=look
forward ^rb+phrv+++=forward
to ^in+ppvb+++=to
the ^ati++++=the
day ^nn++++=day
when ^wrb+who+++=when
the ^ati++++=the
ancient ^jj+atrb+++=ancient
flag ^nn++++=flag
shall ^md+prd+++=shall
float ^vb++++=float
above ^jjb++++=above
the ^ati++++=the
Battery ^nn+nom+++=Battery;
; ^zz++++=EXTRAWORD
when ^wrb+who+++=when
Broadway ^np++++=Broadway
shall ^md+prd+++=shall
resume ^vb++++=resume
a ^at++++=a
respectable ^jj+atrb+++=respectable
width ^nn++++=width;
; ^zz++++=EXTRAWORD
when ^wrb+who+++=when
every ^at++++=every
marble ^nn++++=marble
chimney ^nn++++=chimney-piece
- ^zz++++=EXTRAWORD
piece ^nn++++=EXTRAWORD
shall ^md+prd+++=shall
be ^vb+be+aux++=be
removed ^vpsv++agls+xvbnx+=removed
and ^cc++++=and
every ^at++++=every
family ^nn++++=family
hearth ^nn++++=hearth
restored ^vwbn+++xvbn+=restored
to ^in++++=to
dimensions ^nns++++=dimensions
capable ^jj++++=capable
of ^in++++=of
roasting ^nn++++=roasting
an ^at++++=an
ox ^nn++++=ox;
; ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
mayor ^nn++++=mayor
shall ^md+prd+++=shall
wear ^vb++++=wear
a ^at++++=a
cocked ^jj+atrb++xvbn+=cocked
hat ^nn++++=hat;
; ^zz++++=EXTRAWORD
when ^wrb+who+++=when
aldermen ^nns++++=aldermen
shall ^md+prd+++=shall
be ^vb+be+aux++=be
selected ^vpsv++agls+xvbnx+=selected
according ^in+cmpx+++=according
to ^in++++=to
circumference ^nn+nom+++=circumference;
; ^zz++++=EXTRAWORD
when ^wrb+who+++=when
no ^at++++=no
public ^jj+atrb+++=public
business ^nns+nom+++=business
shall ^md+prd+++=shall
begin ^vb++++=begin
before ^cs+sub+++=before
dinner ^nn++++=dinner
or ^cc++++=or
continue ^vb++++=continue
after ^in++++=after
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
the ^ati++++=the
city ^nn++++=city,
, ^zz++++=EXTRAWORD
purified ^vprf+++xvbn+=purified
of ^in++++=of
unnecessary ^jj+atrb+++=unnecessary
haste ^nn++++=haste,
, ^zz++++=EXTRAWORD
shall ^md+prd+++=shall
once ^rb+tm+++=once
more ^ql++++=more
be ^vb+be+aux++=be
called ^vpsv++agls+xvbnx+=called
New ^jj++++=New-Amsterdam.
- ^zz++++=EXTRAWORD
amsterdam ^np++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
shall ^md+prd+++=shall
Communipaw ^vb+++??+=Communipaw
come ^vprf+++xvbn+=come
forth ^np++++=forth
from ^in++++=from
her ^pp3o+pp3+++=her
marshes ^npl++++=marshes
like ^in++++=like
a ^at++++=a
queen ^nn++++=queen
from ^in++++=from
captivity ^nn+nom+++=captivity.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
cabbages ^nns+nom+++=cabbages
shall ^md+prd+++=shall
be ^vb+be+aux++=be
crowned ^vpsv++agls+xvbnx+=crowned
with ^in++++=with
dew ^nn++++=dew;
; ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
geese ^nns++++=geese
shall ^md+prd+++=shall
lift ^vb++++=lift
up ^rp++++=up
their ^pp$+pp3+++=their
voices ^nns++++=voices;
; ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
oldest ^jjt+atrb+++=oldest
inhabitant ^nn+nom+++=inhabitant
shall ^md+prd+++=shall
produce ^vb++++=produce
the ^ati++++=the
key ^nn++++=key
of ^in++++=of
some ^dti++++=some
gate ^nn++++=gate
which ^whp+rel+obj++=which
no ^at++++=no
historian ^nn++++=historian
remembers ^nns+nom+++=remembers;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
descendants ^nns+nom+++=descendants
of ^in++++=of
the ^ati++++=the
ancient ^jj+atrb+++=ancient
inhabitants ^nns+nom+++=inhabitants,
, ^zz++++=EXTRAWORD
assembling ^vbg+nom++xvbg+=assembling
from ^in++++=from
Spank ^np+++??+=Spank-town,
- ^zz++++=EXTRAWORD
town ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Pavonia ^np+++??+=Pavonia,
, ^zz++++=EXTRAWORD
Bergen ^np+++??+=Bergen,
, ^zz++++=EXTRAWORD
Haarlem ^np+++??+=Haarlem,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
utmost ^jjb+atrb+++=utmost
borders ^nns+nom+++=borders
of ^in++++=of
the ^ati++++=the
Hackensack ^np+++??+=Hackensack,
, ^zz++++=EXTRAWORD
shall ^md+prd+++=shall
enter ^vb++++=enter
the ^ati++++=the
recovered ^jj+++xvbn+=recovered
city ^npl++++=city
amid ^in++++=amid
the ^ati++++=the
ringing ^nn++++=ringing
of ^in++++=of
bells ^nns++++=bells,
, ^zz++++=EXTRAWORD
the ^ati++++=the
firing ^jj+++xvbg+=firing
of ^in++++=of
cannon ^nn++++=cannon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
distribution ^nn+nom+++=distribution
of ^in++++=of
crullers ^nns+nom+++=crullers.
. ^zz++++=EXTRAWORD
Laugh ^nn++++=Laugh
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
will ^md+prd+++=will,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir.
. ^zz++++=EXTRAWORD
Rome ^np++++=Rome
was ^vbd+bedz+vrb++=was
once ^rb+tm+++=once
a ^at++++=a
cluster ^nn+nom+++=cluster
of ^in++++=of
huts ^nns++++=huts;
; ^zz++++=EXTRAWORD
Troy ^np+++??+=Troy
fell ^vbd+++xvbn+=fell
because ^cs+cos+++=because
of ^in"++++=of
a ^at++++=a
wooden ^jj+atrb+++=wooden
horse ^nn++++=horse;
; ^zz++++=EXTRAWORD
empires ^nns++++=empires
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
overturned ^vpsv++by+xvbnx+=overturned
by ^in++++=by
shepherds ^nns++++=shepherds,
, ^zz++++=EXTRAWORD
fishermen ^nns++++=fishermen,
, ^zz++++=EXTRAWORD
monks ^nns++++=monks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
women ^nns++++=women
carrying ^vwbg+++xvbg+=carrying
water ^nn++++=water-pitchers.
- ^zz++++=EXTRAWORD
pitchers ^nns+nom+++=EXTRAWORD
. ^zz++++=EXTRAWORD
Who ^whp+who+++=Who,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
shall ^md+prd+++=shall
despise ^vb++++=despise
a ^at++++=a
people ^nns++++=people
fortified ^vwbn+++xvbn+=fortified
by ^in++++=by
family ^nn++++=family
Bibles ^nps++++=Bibles,
, ^zz++++=EXTRAWORD
marriage ^nn+nom+++=marriage
settlements ^nns+nom+++=settlements,
, ^zz++++=EXTRAWORD
pickle ^nn+++??+=pickle
jars ^nns++++=jars,
, ^zz++++=EXTRAWORD
feather ^nn++++=feather
beds ^nns++++=beds,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seven ^cd++++=seven
generations ^nns+nom+++=generations
of ^in++++=of
grievance ^nn+nom+++=grievance?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remain ^vb++++=remain,
, ^zz++++=EXTRAWORD
with ^in++++=with
profound ^jj+atrb+++=profound
respect ^nn++++=respect
for ^in++++=for
your ^pp$+pp2+++=your
editorial ^jj+atrb+++=editorial
sagacity ^nn+nom+++=sagacity,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
unwavering ^jj+atrb+++=unwavering
confidence ^nn+nom+++=confidence
in ^in++++=in
the ^ati++++=the
approaching ^jj+atrb++xvbg+=approaching
restoration ^nn+nom+++=restoration,
, ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
obedient ^jj+atrb+++=obedient
servant ^nn+nom+++=servant
and ^cc++++=and
compatriot ^nn+++??+=compatriot,
, ^zz++++=EXTRAWORD
**roloff ^nn+++??+=**ROLOFF
Van ^&fw++++=VAN
Ripper.** ^np+++??+=RIPPER.**
**p.s.** ^nn+++??+=**P.S.**
Sir ^npt++++=Sir,
, ^zz++++=EXTRAWORD
stop ^vb++++=stop
the ^ati++++=the
press ^nn++++=press!
! ^zz++++=EXTRAWORD
Hold ^vb+vprv+++=Hold
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
possible ^jj++++=possible,
, ^zz++++=EXTRAWORD
the ^ati++++=the
prophetic ^jj+atrb+++=prophetic
portion ^nn+nom+++=portion
of ^in++++=of
my ^pp$+pp1+++=my
communication ^nn+nom+++=communication!
! ^zz++++=EXTRAWORD
Since ^in++++=Since
sealing ^nvbg+++xvbg+=sealing
the ^ati++++=the
foregoing ^nvbg+++xvbg+=foregoing,
, ^zz++++=EXTRAWORD
intelligence ^nn+nom+++=intelligence
of ^in++++=of
a ^at++++=a
most ^ql+emph+++=most
disastrous ^jj+atrb+++=disastrous
nature ^nn++++=nature
has ^vbz+hvz+aux++=has
reached ^vprf+++xvbnx+=reached
me ^pp1o+pp1+++=me
from ^in++++=from
Communipaw ^np+++??+=Communipaw.
. ^zz++++=EXTRAWORD
A ^at++++=A
young ^jj+atrb+++=young
Yankee ^jj+atrb+++=Yankee
one ^cd1++++=one
Obadiah ^np+++??+=Obadiah
Spry ^np+++??+=Spry,
, ^zz++++=EXTRAWORD
a ^at++++=a
surveyor ^nn++++=surveyor
by ^in++++=by
profession ^nn++++=profession,
, ^zz++++=EXTRAWORD
sharp ^jj++++=sharp
of ^in++++=of
nose ^nn++++=nose,
, ^zz++++=EXTRAWORD
scant ^jj++++=scant
of ^in++++=of
baggage ^nn+nom+++=baggage,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
possessed ^vpsv++agls+xvbn+=possessed
of ^in++++=of
that ^dt+dem+++=that
restless ^jj+atrb+++=restless
eye ^nn++++=eye
which ^whp+rel+subj++=which
measures ^vbz++++=measures
a ^at++++=a
landscape ^nn++++=landscape
before ^cs+sub+++=before
admiring ^xvbg+++xvbg+=admiring
it ^pp3+it+++=it
has ^vbz+hvz+aux++=has
eloped ^vprf+++xvbnx+=eloped
with ^in++++=with
Katrina ^np+++??+=Katrina
Van ^&fw++++=Van
Dunder ^np+++??+=Dunder,
, ^zz++++=EXTRAWORD
sole ^jjb+atrb+++=sole
heiress ^nns+nom+++=heiress
of ^in++++=of
the ^ati++++=the
richest ^jjt+atrb+++=richest
cabbage ^nn+nom+++=cabbage
garden ^nn++++=garden
in ^in++++=in
the ^ati++++=the
village ^nn+nom+++=village.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
married ^vpsv++agls+xvbnx+=married
yesterday ^nr+tm+++=yesterday.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
morning ^nn++++=morning
Spry ^np+++??+=Spry
appeared ^vbd+seem++xvbn+=appeared
upon ^in++++=upon
the ^ati++++=the
ancestral ^jj+atrb+++=ancestral
ground ^nn++++=ground
with ^in++++=with
a ^at++++=a
compass ^nn++++=compass,
, ^zz++++=EXTRAWORD
chain ^nn++++=chain,
, ^zz++++=EXTRAWORD
three ^cd++++=three
assistants ^nns+nom+++=assistants,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
printed ^jj+atrb++xvbn+=printed
handbill ^nn+++??+=handbill.
. ^zz++++=EXTRAWORD
By ^in++++=By
noon ^nn++++=noon
the ^ati++++=the
garden ^nn++++=garden
where ^wrb+who+++=where
cabbages ^nns+nom+++=cabbages
have ^vb+hv+aux++=have
stood ^vprf+++xvbnx+=stood
in ^in++++=in
hereditary ^jj+atrb+++=hereditary
succession ^nn++++=succession
since ^cs+sub+++=since
the ^ati++++=the
administration ^nn+nom+++=administration
of ^in++++=of
Petrus ^np+++??+=Petrus
Stuyvesant ^np+nom+++=Stuyvesant
was ^vbd+bedz+aux++=was
divided ^vpsv++agls+xvbnx+=divided
into ^in++++=into
two ^cd++++=two
hundred ^cd++++=hundred
and ^cc++++=and
forty ^cd++++=forty-seven
- ^zz++++=EXTRAWORD
seven ^cd++++=EXTRAWORD
building ^nvbg+++xvbg+=building
lots ^nns++++=lots,
, ^zz++++=EXTRAWORD
intersected ^xvbn+++xvbn+=intersected
by ^in++++=by
streets ^nns++++=streets
bearing ^vwbg+++xvbg+=bearing
the ^ati++++=the
names ^nns++++=names
of ^in++++=of
Progress ^nns+nom+++=Progress,
, ^zz++++=EXTRAWORD
Enterprise ^nn++++=Enterprise,
, ^zz++++=EXTRAWORD
Liberty ^nn++++=Liberty,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Spry ^np+++??+=Spry
Avenue ^nn++++=Avenue.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
farmhouse ^nn++++=farmhouse
is ^vbz+bez+aux++=is
advertised ^vpsv++agls+xvbnx+=advertised
as ^ql++++=as
a ^at++++=a
hotel ^nn++++=hotel
site ^nn++++=site;
; ^zz++++=EXTRAWORD
the ^ati++++=the
orchard ^nn++++=orchard
is ^vbz+bez+aux++=is
reserved ^vpsv++agls+xvbnx+=reserved
for ^in++++=for
a ^at++++=a
depot ^nn++++=depot;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
family ^nn++++=family
duck ^nn++++=duck-pond,
- ^zz++++=EXTRAWORD
pond ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
under ^in++++=under
the ^ati++++=the
magnificent ^jj+atrb+++=magnificent
designation ^nn+nom+++=designation
of ^in++++=of
" ^zz++++="Lake
lake ^nn++++=EXTRAWORD
Katrina ^np+++??+=Katrina,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
offered ^vpsv++agls+xvbnx+=offered
at ^rb++++=at
an ^at++++=an
additional ^jj+atrb+++=additional
price ^nn++++=price.
. ^zz++++=EXTRAWORD
Communipaw ^np+++??+=Communipaw
is ^vbz+bez+vrb++=is
in ^in++++=in
consternation ^nn+nom+++=consternation.
. ^zz++++=EXTRAWORD
The ^ati++++=The
elders ^nns++++=elders
have ^vb+hv+aux++=have
assembled ^vprf+++xvbnx+=assembled,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
can ^md+pos+++=can
agree ^vb+vpub+++=agree
upon ^in++++=upon
nothing ^pn++++=nothing
except ^in++++=except
dinner ^nn++++=dinner.
. ^zz++++=EXTRAWORD
The ^ati++++=The
geese ^nns++++=geese
have ^vb+hv+aux++=have
abandoned ^vprf+++xvbnx+=abandoned
the ^ati++++=the
lower ^jjr+atrb+++=lower
field ^nn++++=field.
. ^zz++++=EXTRAWORD
At ^in++++=At
sunset ^nn++++=sunset
the ^ati++++=the
ancient ^jj+atrb+++=ancient
weathercock ^nn+++??+=weathercock,
, ^zz++++=EXTRAWORD
after ^in++++=after
revolving ^xvbg+++xvbg+=revolving
violently ^rb++++=violently
in ^in++++=in
a ^at++++=a
perfectly ^rb+amp+++=perfectly
calm ^jj+atrb+++=calm
air ^nn++++=air,
, ^zz++++=EXTRAWORD
fixed ^j+++xvbn+=fixed
its ^pp$+it+++=its
beak ^nn++++=beak
toward ^in++++=toward
Connecticut ^np+++??+=Connecticut.
. ^zz++++=EXTRAWORD
Sir ^npt++++=Sir,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
tremble ^vb++++=tremble.
. ^zz++++=EXTRAWORD
The ^ati++++=The
enemy ^nn++++=enemy
has ^vbz+hvz+aux++=has
entered ^vprf+++xvbnx+=entered
not ^xnot++not++=not
with ^in++++=with
cannon ^nn++++=cannon,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
with ^in++++=with
a ^at++++=a
marriage ^nn+nom+++=marriage
license ^nn+++??+=license
and ^cc++++=and
a ^at++++=a
map ^nn++++=map
of ^in++++=of
town ^nn++++=town
lots ^nns++++=lots.
. ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=We
are ^vb+ber+aux++=are
betrayed ^vprf+++xvbn+=betrayed!
! ^zz++++=EXTRAWORD
**r ^nn++++=**R.
. ^zz++++=EXTRAWORD
v ^zz++++=V.
. ^zz++++=EXTRAWORD
r.** ^np++++=R.**
