This ^dt+pdem+++=This
called ^vbd+++xvbn+=called
at ^rb++++=at
the ^ati++++=the
Keller ^np+++??+=Keller
house ^nn++++=house.
. ^zz++++=EXTRAWORD
Henry ^np++++=Henry
received ^vbd+++xvbn+=received
him ^pp3o+pp3+++=him
in ^in++++=in
the ^ati++++=the
parlor ^nn++++=parlor
under ^in++++=under
Saint ^nn++++=Saint
Cecilia ^np+++??+=Cecilia
and ^cc++++=and
asked ^vbd+vsua++xvbn+=asked
what ^wdt+who+whcl++=what
line ^nn++++=line
of ^in++++=of
business ^nns+nom+++=business
he ^pp3a+pp3+++=he
followed ^vbd+vprv++xvbnx+=followed.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
with ^in++++=with
the ^ati++++=the
club ^nn++++=club,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Rudie ^np+++??+=Rudie
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
yes ^uh++++=yes.
. ^zz++++=EXTRAWORD
Summer ^nn++++=Summer
work ^nn++++=work.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What's
's ^vbz+bez+vrb++0=EXTRAWORD
your ^pp$+pp2+++=your
regular ^jj+atrb+++=regular
line ^nn++++=line?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
pitch ^nn++++=pitch."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Certainly.
certainly ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
what ^wdt+who+whq++=what
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Henry ^np++++=Henry
rubbed ^vbd+++xvbn+=rubbed
his ^pp$+pp3+++=his
chin ^nn++++=chin.
. ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
year ^nn++++=year?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir.
. ^zz++++=EXTRAWORD
Season ^nn++++=Season
closes ^nns++++=closes
in ^in++++=in
September ^nr+nom+++=September."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
then ^rn+tm+++=then?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
generally ^rb+down+++=generally
pick ^vb++++=pick
up ^rp++++=up
something ^pn++++=something."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What?"
what ^wdt+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Whatever's
whatever ^nn+nom+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
open ^jj++++=open."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
answer ^nn++++=answer
did ^vbd+dod+aux++=did
not ^xnot++not++=not
satisfy ^vb++++=satisfy
a ^at++++=a
man ^nn++++=man
who ^whp+rel+subj++=who
carried ^vbd+++xvbn+=carried
accident ^nn++++=accident
insurance ^nn+nom+++=insurance
on ^in++++=on
his ^pp$+pp3+++=his
wheelbarrow ^nn++++=wheelbarrow.
. ^zz++++=EXTRAWORD
Nevertheless ^rb+cnj+++=Nevertheless,
, ^zz++++=EXTRAWORD
Rudie ^np+++??+=Rudie
returned ^vbd+++xvbn+=returned
Thursday ^nr++++=Thursday.
. ^zz++++=EXTRAWORD
On ^in++++=On
Sunday ^nr++++=Sunday
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
Ivy ^nn++++=Ivy
walking ^vwbg+++xvbg+=walking.
. ^zz++++=EXTRAWORD
On ^in++++=On
Tuesday ^nr++++=Tuesday
he ^pp3a+pp3+++=he
appeared ^vbd+seem++xvbnx+=appeared
with ^in++++=with
chocolates ^nns+nom+++=chocolates.
. ^zz++++=EXTRAWORD
On ^in++++=On
Friday ^nr++++=Friday
he ^pp3a+pp3+++=he
brought ^vbd+++xvbnx+=brought
a ^at++++=a
photograph ^nn++++=photograph
of ^in++++=of
himself ^ppl+pp3+++=himself
in ^in++++=in
uniform ^nn++++=uniform,
, ^zz++++=EXTRAWORD
signed ^j+++xvbn+=signed
across ^in+pl+++=across
the ^ati++++=the
front ^nn++++=front
in ^in++++=in
a ^at++++=a
large ^jj+atrb+++=large
hand ^nn++++=hand:
: ^zz++++=EXTRAWORD
To ^in++++=To
Ivy ^nn++++=Ivy,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Best ^jjt+atrb+++=Best
Little ^jj+atrb+++=Little
Rooter ^np+++??+=Rooter
in ^in++++=in
the ^ati++++=the
League ^nn++++=League,
, ^zz++++=EXTRAWORD
from ^in++++=from
Her ^pp$+pp3+++=Her
Friend ^nn++++=Friend
Rudie ^np+++??+=Rudie.
. ^zz++++=EXTRAWORD
Ivy ^nn++++=Ivy
placed ^vwbn+++xvbn+=placed
it ^pp3+it+++=it
beside ^in+pl+++=beside
Saint ^nn++++=Saint
Cecilia ^np+++??+=Cecilia.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Keller ^np++++=Keller
objected ^vbd+vpub++xvbn+=objected
first ^rb++++=first.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+vrb++=has
no ^at++++=no
prospects ^nns++++=prospects,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
told ^vbd+vpub++xvbnx+=told
Ivy ^nn++++=Ivy.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+vrb++=has
a ^at++++=a
wonderful ^jj+atrb+++=wonderful
drop ^nn++++=drop."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
mean ^jj++++=mean."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He'll
he ^pp3a+pp3+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
go ^vb++++=go
up ^rp++++=up."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Up
up ^rp++++=EXTRAWORD
where ^wrb+who+++=where?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="To
to ^in++++=EXTRAWORD
a ^at++++=a
major ^jj++++=major-league
- ^zz++++=EXTRAWORD
league ^nn++++=EXTRAWORD
club ^nn++++=club,
, ^zz++++=EXTRAWORD
naturally ^rb++++=naturally."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Keller ^np++++=Keller
had ^vb+hv+vrb++=had
visions ^nns++++=visions
of ^in++++=of
Rudie ^np+++??+=Rudie
being ^xvbg+++xvbg+=being
promoted ^vpsv++agls+xvbn+=promoted
to ^in++++=to
the ^ati++++=the
roof ^nn++++=roof
of ^in++++=of
something ^pn++++=something
and ^cc++++=and
retired ^vpsv++agls+xvbn+=retired
with ^in++++=with
a ^at++++=a
headache ^nn++++=headache.
. ^zz++++=EXTRAWORD
Henry ^np++++=Henry
objected ^vbd+vpub++xvbn+=objected
next ^ap++++=next.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
objections ^nns+nom+++=objections
were ^vbd+bed+aux++=were
organized ^vpsv++agls+xvbnx+=organized,
, ^zz++++=EXTRAWORD
numbered ^j+++xvbn+=numbered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
delivered ^vpsv++agls+xvbn+=delivered
after ^in++++=after
dinner ^nn++++=dinner.
. ^zz++++=EXTRAWORD
" ^zz++++="In
in ^in++++=EXTRAWORD
the ^ati++++=the
first ^od++++=first
place ^nn++++=place,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
young ^jj++++=young
fellow ^jjb++++=fellow
has ^vbz+hvz+vrb++=has
no ^at++++=no
permanent ^jj+atrb+++=permanent
position ^nn+nom+++=position.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
second ^od++++=second
place ^nn++++=place,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
has ^vbz+hvz+vrb++=has
no ^at++++=no
capital ^nn++++=capital.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
third ^nn++++=third
place ^nn++++=place,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
name ^nn++++=name
would ^md+prd+++=would
cost ^vb++++=cost
a ^at++++=a
fortune ^nn++++=fortune
on ^in++++=on
engraved ^vbd+++xvbn+=engraved
stationery ^nn+nom+++=stationery.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
fourth ^od++++=fourth
place ^nn++++=place
" ^zz++++="
" ^zz++++="Papa,
papa ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
love ^nn++++=love
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
That ^cs+sub+++=That
scattered ^vprf+++xvbn+=scattered
the ^ati++++=the
agenda ^nn++++=agenda.
. ^zz++++=EXTRAWORD
The ^ati++++=The
truth ^nn++++=truth,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we
must ^md+nec+++=must
drag ^vb++++=drag
truth ^nn++++=truth
into ^in++++=into
a ^at++++=a
love ^nn++++=love
story ^nn++++=story,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
that ^tht+vcmp+++=that
Ivy ^nn++++=Ivy
loved ^vbd+++xvbn+=loved
him ^pp3o+pp3+++=him
from ^in++++=from
the ^ati++++=the
pitcher ^nn++++=pitcher's
's ^$++++=EXTRAWORD
box ^nn++++=box
outward ^jjb++++=outward.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
loved ^vbd+++xvbnx+=loved
his ^pp$+pp3+++=his
windup ^nn+++??+=windup,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
sweeping ^jj+atrb++xvbg+=sweeping
curve ^nn++++=curve,
, ^zz++++=EXTRAWORD
the ^ati++++=the
little ^jj+atrb+++=little
cloud ^nn++++=cloud
of ^in++++=of
dust ^nn++++=dust
his ^pp$+pp3+++=his
spikes ^vbz+++??+=spikes
raised ^vbd+++xvbn+=raised
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
pivoted ^vbd+++xvbnx+=pivoted,
, ^zz++++=EXTRAWORD
the ^ati++++=the
careless ^jj+atrb+++=careless
way ^nn++++=way
he ^pp3a+pp3+++=he
accepted ^vbd+vprv++xvbnx+=accepted
applause ^nn++++=applause,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
sporting ^nn++++=sporting
page ^nn++++=page's
's ^vbz+bez+vrb++0=EXTRAWORD
occasional ^jj+atrb+++=occasional
reference ^nn+nom+++=reference
to ^to++++=to
" ^zz++++="Schlachweiler,
schlachweiler ^jjr++++=EXTRAWORD
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
sterling ^nn+nom+++=sterling
slab ^nn++++=slab
artist ^nn++++=artist."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Whether ^cs+who+++=Whether
she ^pp3a+pp3+++=she
loved ^vbd+++xvbnx+=loved
Rudie ^np+++??+=Rudie
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
chewing ^vbg+++xvbgx+=chewing
a ^at++++=a
toothpick ^nn+++??+=toothpick
in ^in++++=in
an ^at++++=an
ordinary ^jj+atrb+++=ordinary
chair ^nn++++=chair
was ^vbd+bedz+vrb++=was
another ^dt++++=another
matter ^nn++++=matter,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
no ^at++++=no
one ^cd1++++=one
thought ^vb+++xvbn+=thought
to ^to+vcmp+++=to
ask ^vbi++++=ask
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
even ^rb++++=even
Rudie ^vb+++??+=Rudie.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
genuinely ^rb++++=genuinely
in ^in++++=in
love ^nn++++=love
with ^in++++=with
Ivy ^nn++++=Ivy.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
white ^jj+atrb+++=white
dresses ^nns+nom+++=dresses,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
grave ^jj+atrb+++=grave
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
ability ^nn+nom+++=ability
to ^to+ncmp+++=to
pronounce ^vbi++++=pronounce
schedule ^nn++++=schedule
with ^in++++=with
a ^at++++=a
faint ^nn++++=faint
trace ^vb++++=trace
of ^in++++=of
Miss ^npt++++=Miss
Dorrington ^np++++=Dorrington's
's ^$++++=EXTRAWORD
eastern ^jj+atrb+++=eastern
accent ^nn++++=accent
all ^rb++++=all
these ^dt+pdem+++=these
got ^vbd+++xvbn+=got
his ^pp$+pp3+++=his
goat ^nn++++=goat
completely ^rb+amp+++=completely.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
speak ^vbi++++=speak
of ^in++++=of
romance ^nn+nom+++=romance.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
evening ^nn++++=evening
on ^in++++=on
the ^ati++++=the
Keller ^np+++??+=Keller
porch ^nn++++=porch
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="Ivy,
ivy ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
ever ^rb++++=ever
think ^vb+vprv+++=think
about ^rp++++=about
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
about ^rb++++=about
us ^pp1o+pp1+++=us?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
eagerly ^rb++++=eagerly.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
think ^vb+vprv+++=think
if ^cs+cnd+++=if
you ^pp2+pp2+++=you'd
'd ^md+prd+vrb++0=EXTRAWORD
use ^nn++++=use
your ^pp$+pp2+++=your
change ^nn++++=change
of ^in++++=of
pace ^nn++++=pace
oftener ^rbr++++=oftener
against ^in++++=against
left ^vbd+++xvbn+=left-hand
- ^zz++++=EXTRAWORD
hand ^nn++++=EXTRAWORD
batters ^nns+nom+++=batters,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'd
'd ^md+prd+aux++0=EXTRAWORD
save ^vb++++=save
yourself ^ppl+pp2+++=yourself
a ^at++++=a
lot ^nn++++=lot
of ^in++++=of
trouble ^nn++++=trouble."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
mean ^jj++++=mean
after ^in++++=after
the ^ati++++=the
season ^nn++++=season."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
do ^vb+do+vrb++=do
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
Scouts ^np+++??+=Scouts
will ^md+prd+++=will
be ^vb+be+aux++=be
watching ^vbg+++xvbgx+=watching
you ^pp2+pp2+++=you
in ^in++++=in
August ^nr++++=August."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Suppose
suppose ^vb+vprv+tht0++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
pitching ^nvbg+++xvbg+=pitching?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
will ^md+prd+++=will
be ^vb+be+vrb++=be."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Suppose
suppose ^vb+vprv+tht0++=EXTRAWORD
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
hurt ^vbd+++xvbn+=hurt."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ivy ^np++++=Ivy's
's ^$++++=EXTRAWORD
face ^nn++++=face
became ^vbd+++xvbn+=became
tragic ^jj++++=tragic.
. ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
arm ^nn++++=arm?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
hurt ^vb+++xvbn+=hurt.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
only ^ap+down+++=only
said ^vprf+++xvbn+=said
suppose ^vb+vprv+++=suppose."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=mustn't
n't ^xnot++not++0=EXTRAWORD
even ^rb++++=even
speak ^vb++++=speak
of ^in++++=of
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Rudie ^np+++??+=Rudie,
, ^zz++++=EXTRAWORD
touched ^xvbn+++xvbn+=touched
by ^in++++=by
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
believed ^vbd+vprv++xvbnx+=believed
was ^vbd+bedz+vrb++=was
concern ^nn++++=concern
for ^in++++=for
his ^pp$+pp3+++=his
person ^nn++++=person,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
her ^pp$+pp3+++=her
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
Ivy ^nn++++=Ivy
allowed ^vwbn+++xvbn+=allowed
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
at ^rb++++=at
that ^dt+dem+++=that
moment ^nn++++=moment
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
wondering ^vbg+++xvbgx+=wondering
whether ^cs+who+++=whether
the ^ati++++=the
manager ^nn++++=manager
would ^md+prd+++=would
let ^vb+++xvbn+=let
Rudie ^np+++??+=Rudie
start ^nn++++=start
both ^abx++++=both
games ^nns++++=games
of ^in++++=of
Monday ^np++++=Monday's
's ^$++++=EXTRAWORD
double ^jj++++=double-header.
- ^zz++++=EXTRAWORD
header ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
visits ^vbz++++=visits
multiplied ^vbd+++xvbn+=multiplied.
. ^zz++++=EXTRAWORD
On ^in++++=On
Monday ^nr++++=Monday
Henry ^np++++=Henry
coughed ^vbd+++xvbn+=coughed
in ^in++++=in
the ^ati++++=the
library ^nn+nom+++=library.
. ^zz++++=EXTRAWORD
On ^in++++=On
Wednesday ^nr++++=Wednesday
he ^pp3a+pp3+++=he
walked ^vbd+++xvbnx+=walked
through ^in++++=through
the ^ati++++=the
parlor ^nn++++=parlor
twice ^rb++++=twice
looking ^jj+++xvbg+=looking
for ^in++++=for
a ^at++++=a
newspaper ^nn+nom+++=newspaper
he ^pp3a+pp3+++=he
held ^vbd+vprv++xvbnx+=held
under ^in++++=under
his ^pp$+pp3+++=his
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
On ^in++++=On
Friday ^nr++++=Friday
he ^pp3a+pp3+++=he
sat ^vbd+++xvbnx+=sat
down ^rb+phrv+++=down
between ^in++++=between
Ivy ^nn++++=Ivy
and ^cc++++=and
Rudie ^np+++??+=Rudie
and ^cc++++=and
discussed ^vbd+++xvbn+=discussed
retail ^nn++++=retail
prices ^nns++++=prices
in ^in++++=in
barbed ^jj+atrb+++=barbed
wire ^nn++++=wire
until ^cs+sub+++=until
Rudie ^np+++??+=Rudie
left ^vbd+++xvbn+=left.
. ^zz++++=EXTRAWORD
On ^in++++=On
Sunday ^nr++++=Sunday
Rudie ^np+++??+=Rudie
came ^vbd+++xvbn+=came
at ^in++++=at
two ^cd++++=two
and ^cc++++=and
remained ^vbd+++xvbn+=remained
until ^in++++=until
ten ^cd++++=ten-fifteen,
- ^zz++++=EXTRAWORD
fifteen ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
surviving ^vbg+++xvbg+=surviving
lemonade ^nn++++=lemonade,
, ^zz++++=EXTRAWORD
supper ^nn++++=supper,
, ^zz++++=EXTRAWORD
a ^at++++=a
thunderstorm ^nn++++=thunderstorm,
, ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Keller ^np++++=Keller's
's ^$++++=EXTRAWORD
neuralgia ^nn+++??+=neuralgia,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Henry ^np++++=Henry's
's ^$++++=EXTRAWORD
detailed ^jj+atrb+++=detailed
account ^nn++++=account
of ^in++++=of
the ^ati++++=the
new ^jj++++=new
municipal ^jj++++=municipal
sewer ^jjr++++=sewer.
. ^zz++++=EXTRAWORD
At ^rb++++=At
ten ^cd++++=ten-sixteen
- ^zz++++=EXTRAWORD
sixteen ^cd++++=EXTRAWORD
Henry ^np++++=Henry
held ^vbd+vprv++xvbn+=held
a ^at++++=a
family ^nn++++=family
conference ^nn+nom+++=conference.
. ^zz++++=EXTRAWORD
" ^zz++++="He's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
got ^vpsv++agls+xvbnx+=got
to ^to+vcmp+++=to
quit ^vbi++++=quit
coming ^vbg+++xvbg+=coming
here ^rn+pl+++=here,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
see ^vb+vprv+++=see
him ^pp3o+pp3+++=him
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
choose ^vb++++=choose,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ivy ^nn++++=Ivy
replied ^vbd+vpub++xvbn+=replied.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
nineteen ^cd++++=nineteen."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Twenty
twenty ^cd++++=EXTRAWORD
in ^in++++=in
January ^nr+nom+++=January."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
in ^in++++=in
January ^nr+nom+++=January
you ^pp2+pp2+++=you
can ^md+pos+++=can
make ^vb++++=make
twenty ^cd++++=twenty-year-old
- ^zz++++=EXTRAWORD
year ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
old ^jj+atrb+++=EXTRAWORD
mistakes ^nns++++=mistakes."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Henry,"
henry ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
murmured ^vbd+++xvbn+=murmured
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Keller ^np++++=Keller.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
mean ^vb+vprv+tht0++=mean
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
young ^jj+atrb+++=young
man ^nn++++=man
earns ^vbz++++=earns
what ^wdt+who+++=what
does ^vbz+doz+aux++=does
he ^pp3a+pp3+++=he
earn ^vb++++=earn?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ivy ^nn++++=Ivy
lifted ^vbd+++xvbn+=lifted
her ^pp$+pp3+++=her
chin ^nn++++=chin.
. ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
hundred ^cd++++=hundred
and ^cc++++=and
seventy ^cd++++=seventy-five
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
dollars ^nns++++=dollars
a ^at++++=a
month ^nn++++=month."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
four ^cd++++=four
months ^nns++++=months."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Five,
five ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
make ^vb++++=make
the ^ati++++=the
postseason ^nn+++??+=postseason
series ^nn++++=series."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Henry ^np++++=Henry
made ^vbd+++xvbn+=made
a ^at++++=a
noise ^nn++++=noise
like ^in++++=like
a ^at++++=a
man ^nn++++=man
discovering ^vwbg+++xvbg+=discovering
rust ^nn++++=rust
in ^in++++=in
a ^at++++=a
shipment ^nn+nom+++=shipment
of ^in++++=of
tools ^nns++++=tools.
. ^zz++++=EXTRAWORD
" ^zz++++="There!
there ^rn+pl+++=EXTRAWORD
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
see ^vb+vprv+++=see?
? ^zz++++=EXTRAWORD
A ^at++++=A
hundred ^cd++++=hundred
and ^cc++++=and
seventy ^cd++++=seventy-five
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
when ^wrb+who+++=when
it ^pp3+it+++=it
does ^vbz+doz+vrb++=doesn't
n't ^xnot++not++0=EXTRAWORD
rain ^nn++++=rain,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
his ^pp$+pp3+++=his
arm ^nn++++=arm
does ^vbz+doz+aux++=doesn't
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go
bad ^jj++++=bad,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
club ^nn++++=club
does ^vbz+doz+vrb++=doesn't
n't ^xnot++not++0=EXTRAWORD
fold ^nn++++=fold,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
somebody ^pn++++=somebody
