# ^zz++++=#
Three ^cd++++=THREE
found ^vpsv++agls+xvbnx+=found
there ^rn+pl+++=there.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Then
' ^zz++++=EXTRAWORD
then ^rn+tm+++=EXTRAWORD
Eliza ^np++++=Eliza
put ^vbd+++xvbn+=put
them ^pp3o+pp3+++0='em
there ^rn+pl+++=there
herself ^ppl+pp3+++=herself.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'How
' ^zz++++=EXTRAWORD
how ^wrb+who+++=EXTRAWORD
came ^vbd+++xvbn+=came
she ^pp3a+pp3+++=she
to ^to++++=to
have ^vbi++vrb++=have
' ^zz++++='em?'
em ^nn+++??+=EXTRAWORD
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
out ^rp+pl+++=out
it ^pp3+it+++=it
came ^vbd+++xvbn+=came.
. ^zz++++=EXTRAWORD
Trinkle ^np+++??+=Trinkle
was ^vbd+bedz+aux++=was
courting ^vbg+++xvbgx+=courting
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Pell ^np++++=Pell's
's ^$++++=EXTRAWORD
daughter ^nn+nom+++=daughter.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
spoiled ^vprf+++xvbnx+=spoiled
the ^ati++++=the
gloves ^nns++++=gloves
with ^in++++=with
oil ^nn++++=oil
or ^cc++++=or
varnish ^nn++++=varnish
at ^in++++=at
the ^ati++++=the
shop ^nn++++=shop
and ^cc++++=and
was ^vbd+bedz+aux++=was
going ^md"++pmd"++=going
to ^md+prd+++=to
throw ^vb++++=throw
them ^pp3o+pp3+++=them
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
The ^ati++++=The
daughter ^nn+nom+++=daughter
thought ^vbd+++xvbn+=thought
they ^pp3a+pp3+++=they
might ^md+pos+++=might
be ^vb+be+aux++=be
cleaned ^vpsv++agls+xvbnx+=cleaned
for ^in++++=for
her ^pp3o+pp3+++=her
brother ^npt++++=brother.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Pell ^np++++=Pell
took ^vbd+++xvbn+=took
them ^pp3o+pp3+++=them
to ^in++++=to
the ^ati++++=the
hosier ^np++++=hosier's,
's, ^nn+++??+=EXTRAWORD
quarrelled ^vbd+++xvbn+=quarrelled
over ^in++++=over
the ^ati++++=the
charge ^nn++++=charge,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
brought ^vwbn+++xvbn+=brought
them ^pp3o+pp3+++=them
home ^nr++++=home.
. ^zz++++=EXTRAWORD
Finding ^jj+++xvbg+=Finding
them ^pp3o+pp3+++=them
still ^rb+atrb+++=still
dirty ^jj++++=dirty,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
gave ^vbd+++xvbnx+=gave
them ^pp3o+pp3+++=them
to ^in++++=to
Eliza ^np++++=Eliza
Grimwood ^np+++??+=Grimwood,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
used ^vbd+++xvbn+=used
old ^jj+atrb+++=old
kid ^nn++++=kid
gloves ^nns++++=gloves
in ^in++++=in
dusting ^xvbg+++xvbg+=dusting
polished ^jj+atrb+++=polished
furniture ^nn++++=furniture
because ^cs+cos+++=because,
, ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
took ^vbd+++xvbnx+=took
the ^ati++++=the
bloom ^nn++++=bloom
off ^rp+pl+++=off
better ^jjr++++=better
than ^in++++=than
a ^at++++=a
cloth ^nn++++=cloth.
. ^zz++++=EXTRAWORD
Eliza ^np++++=Eliza
had ^vb+hv+vrb++=had
likely ^jj++++=likely
placed ^jj+++xvbn+=placed
them ^pp3o+pp3+++=them
beneath ^in+pl+++=beneath
the ^ati++++=the
pillow ^nn++++=pillow
while ^cs+sub+++=while
straightening ^vbg+++xvbg+=straightening
the ^ati++++=the
bed ^nn++++=bed
and ^cc++++=and
forgot ^vbd+vprv++xvbn+=forgot
them ^pp3o+pp3+++=them
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
to ^in++++=to
Birmingham ^np++++=Birmingham
and ^cc++++=and
arrested ^jj+++xvbn+=arrested
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Trinkle ^np++++=Trinkle."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
arrested ^vbd+++xvbn+=arrested
him ^pp3o+pp3+++=him
after ^in++++=after
that ^dt+dem+++=that
explanation ^nn+nom+++=explanation?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="I'd
i ^pp1a+pp1+++0=EXTRAWORD
'd ^vbd+hvd+aux++=EXTRAWORD
started ^vprf+++xvbnx+=started
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
all ^abn++++=all
of ^in++++=of
it ^pp3+it+++=it
proved ^vbd+vprv++xvbn+=proved,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Wield ^np+++??+=Wield.
. ^zz++++=EXTRAWORD
" ^zz++++="Messages
messages ^nns+nom+++=EXTRAWORD
crossed ^vbd+++xvbn+=crossed.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
had ^vb+hv+vrb++=hadn't
n't ^xnot++not++0=EXTRAWORD
electric ^jj+atrb+++=electric
wires ^nns++++=wires
doing ^vwbg+++xvbg+=doing
every ^at++++=every
job ^nn++++=job
in ^in++++=in
those ^dt+dem+++=those
days ^nns++++=days.
. ^zz++++=EXTRAWORD
Besides ^rb++++=Besides,
, ^zz++++=EXTRAWORD
an ^at++++=an
explanation ^nn+nom+++=explanation
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
a ^at++++=a
fact ^nn++++=fact
merely ^rb+down+++=merely
because ^cs+cos+++=because
a ^at++++=a
frightened ^jj+atrb++xvbn+=frightened
woman ^nn++++=woman
gives ^vbz++++=gives
it ^pp3+it+++=it
to ^in++++=to
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
found ^vbd+vprv++xvbnx+=found
him ^pp3o+pp3+++=him
at ^rb++++=at
work ^nn++++=work,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
never ^rb++++=never
saw ^vbd+vprv++xvbn+=saw
a ^at++++=a
young ^jj+atrb+++=young
fellow ^jjb+atrb+++=fellow
turn ^nn++++=turn
whiter ^jjr++++=whiter.
. ^zz++++=EXTRAWORD
" ^zz++++="'Am
' ^zz++++=EXTRAWORD
am ^vb+bem+aux++=EXTRAWORD
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
for ^in++++=for
the ^ati++++=the
murder ^nn++++=murder?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
" ^zz++++="'You're
' ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+aux++0=EXTRAWORD
took ^vpsv++agls+xvbnx+=took
for ^in++++=for
inquiry ^nn++++=inquiry,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="'Them
' ^zz++++=EXTRAWORD
them ^pp3o+pp3+++=EXTRAWORD
gloves ^nns++++=gloves
has ^vbz+hvz+aux++=has
done ^vprf+++xvbnx+=done
it ^pp3+it+++=it,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
knew ^vbd+vprv++xvbnx+=knew
them ^pp3o+pp3+++=them
gloves ^nns++++=gloves
would ^md+prd+++=would
come ^vb++++=come
up ^rp++++=up
again ^rb+tm+++=again.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="That
that ^cs+sub+++=EXTRAWORD
sounded ^vprf+++xvbn+=sounded
bad ^jj++++=bad.
. ^zz++++=EXTRAWORD
" ^zz++++="'Why?'
' ^zz++++=EXTRAWORD
why ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="'Because
' ^zz++++=EXTRAWORD
because ^cs+cos+++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Pell ^np++++=Pell's
's ^$++++=EXTRAWORD
daughter ^nn+nom+++=daughter
and ^cc++++=and
me ^pp1o+pp1+++=me
had ^vb+hv+vrb++=had
words ^nns++++=words
about ^in++++=about
' ^zz++++='em.
em ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
said ^vbd+vpub+tht0+xvbnx+=said
I ^pp1a+pp1+++=I
gave ^vbd+++xvbnx+=gave
her ^pp$+pp3+++=her
brother ^npt++++=brother
nothing ^pn++++=nothing
but ^cc++++=but
rubbish ^nn++++=rubbish.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub+tht0+xvbnx+=said
her ^pp$+pp3+++=her
family ^nn++++=family
was ^vbd+bedz+aux++=was
always ^rb++splt++=always
making ^vbg+++xvbgx+=making
something ^pn++++=something
out ^rp+pl+++=out
of ^in++++=of
what ^wdt+who+++=what
belonged ^vbd+++xvbn+=belonged
to ^in++++=to
somebody ^pn++++=somebody
else ^rb+cnj+++=else.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
heard ^vbd+vprv+tht0+xvbnx+=heard
the ^ati++++=the
gloves ^nns++++=gloves
was ^vbd+bedz+aux++=was
found ^vpsv++agls+xvbnx+=found,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
they ^pp3a+pp3+++=they'd
'd ^md+prd+aux++0=EXTRAWORD
say ^vb+vpub+tht0++=say
I ^pp1a+pp1+++0=I'd
'd ^vbd+hvd+aux++=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
there ^rn+pl+++=there.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
came ^vbd+++xvbnx+=came
quietly ^rb++++=quietly.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
we ^pp1a+pp1+++=we
reached ^vbd+++xvbn+=reached
London ^np++++=London,
, ^zz++++=EXTRAWORD
the ^ati++++=the
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
her ^pp3o+pp3+++=her
mother ^npt++++=mother,
, ^zz++++=EXTRAWORD
the ^ati++++=the
hosier ^np++++=hosier,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Priddle ^np+++??+=Priddle
had ^vb+hv+vrb++=had
all ^abn++++=all
confirmed ^jj+++xvbn+=confirmed
the ^ati++++=the
history ^nn++++=history.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dates ^nn++++=dates
agreed ^vbd+vpub++xvbn+=agreed.
. ^zz++++=EXTRAWORD
Trinkle ^np+++??+=Trinkle
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
at ^in++++=at
his ^pp$+pp3+++=his
employer ^nn+nom+++=employer's
's ^$++++=EXTRAWORD
house ^npl++++=house
on ^in++++=on
the ^ati++++=the
night ^nn++++=night
of ^in++++=of
the ^ati++++=the
murder ^nn++++=murder.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
discharged ^vpsv++agls+xvbnx+=discharged.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
murderer ^nn+nom+++=murderer
was ^vbd+bedz+aux++=was
afterwards ^rb+tm+splt++=afterwards
taken ^vpsv++agls+xvbnx+=taken
on ^rb+phrv+++=on
other ^ap++++=other
evidence ^nn+nom+++=evidence,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
confessed ^vbd+vpub++xvbn+=confessed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
knew ^vbd+vprv+tht0+xvbnx+=knew
nothing ^pn++++=nothing
of ^in++++=of
the ^ati++++=the
gloves ^nns++++=gloves.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+dem+++=EXTRAWORD
case ^nn++++=case
taught ^vwbn+vsua++xvbn+=taught
a ^at++++=a
young ^jj+atrb+++=young
constable ^npt++++=constable
something ^pn++++=something,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
may ^md+pos+++=may
teach ^vb+vsua+++=teach
older ^jjr+atrb+++=older
heads ^nns++++=heads
the ^ati++++=the
same ^ap++++=same.
. ^zz++++=EXTRAWORD
Evidence ^nn+nom+++=Evidence
is ^vbz+bez+vrb++=is
evidence ^nn+nom+++=evidence,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
meaning ^nvbg+++xvbg+=meaning
is ^vbz+bez+vrb++=is
another ^dt++++=another
article ^nn++++=article.
. ^zz++++=EXTRAWORD
Them ^pp3o+pp3+++=Them
gloves ^nns++++=gloves
spoke ^vbd+++xvbn+=spoke
loud ^jj++++=loud
enough ^qlp++++=enough.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
they ^pp3a+pp3+++=they
spoke ^vbd+++xvbnx+=spoke
false ^jj++++=false."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
light ^jj++++=light
had ^vb+hv+vrb++=had
by ^in++++=by
this ^dt+dem+++=this
time ^nn++++=time
wholly ^rb++++=wholly
withdrawn ^vbd+++xvbn+=withdrawn
from ^in++++=from
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
A ^at++++=A
lamp ^nn++++=lamp
was ^vbd+bedz+aux++=was
brought ^vpsv++agls+xvbnx+=brought,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Inspector ^npt++++=Inspector
Wield ^np+++??+=Wield,
, ^zz++++=EXTRAWORD
having ^xvbg+++xvbg+=having
contemplated ^vprf+++xvbn+=contemplated
it ^pp3+it+++=it
as ^cs+sub+++=as
though ^cs+sub+++=though
it ^pp3+it+++=it
too ^ql++++=too
might ^md+pos+++=might
require ^vb+vsua+++=require
tracing ^jj+++xvbg+=tracing
through ^in++++=through
several ^ap++++=several
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
proceeded ^j+++xvbn+=proceeded
to ^in++++=to
his ^pp$+pp3+++=his
second ^od++++=second
account ^nn++++=account.
. ^zz++++=EXTRAWORD
# ^zz++++=##
# ^zz++++=EXTRAWORD
Ii ^np+++??+=II.
. ^zz++++=EXTRAWORD
The ^ati++++=THE
Hand ^nn++++=HAND
At ^in++++=AT
Epsom ^np++++=EPSOM
" ^zz++++="The
the ^ati++++=EXTRAWORD
Swell ^nn++++=Swell
Mob ^nn++++=Mob,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="was
was ^vbd+bedz+vrb++=EXTRAWORD
very ^ql+amp+++=very
strong ^jj++++=strong
at ^in++++=at
Epsom ^np++++=Epsom
that ^tht+rel+++=that
year ^nn++++=year.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
sort ^nn++++=sort
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there:
: ^zz++++=EXTRAWORD
prop ^nn++++=prop-makers,
- ^zz++++=EXTRAWORD
makers ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
magsmen ^j+++xvbn+=magsmen,
, ^zz++++=EXTRAWORD
ring ^nn++++=ring-droppers,
- ^zz++++=EXTRAWORD
droppers ^nns+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
pickpockets ^nns+++??+=pickpockets,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fellows ^nns++++=fellows
dressed ^vbd+++xvbn+=dressed
so ^pn+emph+++=so
handsome ^jj++++=handsome
you ^pp2+pp2+++=you'd
'd ^md+prd+vrb++0=EXTRAWORD
trust ^nn++++=trust
them ^pp3o+pp3+++0='em
with ^in++++=with
your ^pp$+pp2+++=your
daughter ^nn+nom+++=daughter
while ^cs+sub+++=while
you ^pp2+pp2+++=you
went ^vbd+++xvbn+=went
to ^to++++=to
fetch ^vbi++++=fetch
a ^at++++=a
policeman ^nn+nom+++=policeman.
. ^zz++++=EXTRAWORD
" ^zz++++="Sergeant
sergeant ^nn+nom+++=EXTRAWORD
Witchem ^np+++??+=Witchem
and ^cc++++=and
me ^pp1o+pp1+++=me
had ^vb+hv+vrb++=had
four ^cd++++=four
in ^in++++=in
view ^nn++++=view.
. ^zz++++=EXTRAWORD
Professional ^jj+atrb+++=Professional
thieves ^nns++++=thieves,
, ^zz++++=EXTRAWORD
all ^abn++++=all
of ^in++++=of
' ^zz++++='em.
em ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
Long ^rb++++=Long
Ned ^np+++??+=Ned,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
Billy ^np++++=Billy
Voss ^np+++??+=Voss,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
neat ^jj+atrb+++=neat
little ^jj+atrb+++=little
man ^nn++++=man
called ^vbd+++xvbn+=called
Captain ^npt++++=Captain
not ^xnot++not++=not
because ^cs+cos+++=because
he ^pp3a+pp3+++0=he'd
'd ^md+prd+aux++=EXTRAWORD
ever ^rb++splt++=ever
commanded ^vprf+++xvbnx+=commanded
anything ^rb++++=anything
but ^rb"++++=but
other ^ap++++=other
men ^nns++++=men's
's ^$++++=EXTRAWORD
pockets ^nns++++=pockets
and ^cc++++=and
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
Peachey ^np+++??+=Peachey
Tom ^np++++=Tom,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
smiled ^vbd+++xvbn+=smiled
continual ^jj++++=continual,
, ^zz++++=EXTRAWORD
whether ^cs+who+++=whether
pleased ^jj+++xvbn+=pleased
or ^cc++++=or
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
watched ^vbd+++xvbn+=watched
them ^pp3o+pp3+++0='em
moving ^vbg+++xvbg+=moving
through ^in++++=through
the ^ati++++=the
crowd ^nn++++=crowd.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
keep ^vb++++=keep
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
Bless ^vb++++=Bless
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
no ^at++++=no.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
pushed ^vbd+++xvbn+=pushed,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
stopped ^vbd+++xvbn+=stopped,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
begged ^vbd+++xvbn+=begged
pardon ^nn++++=pardon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
profited ^jj+++xvbn+=profited.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They'd
'd ^md+prd+aux++0=EXTRAWORD
come ^vprf+++xvbn+=come
apart ^rp++++=apart
like ^in++++=like
drops ^nns++++=drops
of ^in++++=of
quicksilver ^jjr++++=quicksilver
and ^cc++++=and
run ^nn+++xvbn+=run
together ^nn+nom+++=together
again ^rb+tm+++=again
twenty ^cd++++=twenty
yards ^nns++++=yards
off ^in+strn+++=off.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
gentleman ^nn+nom+++=gentleman
near ^in+pl+++=near
the ^ati++++=the
stand ^vb++++=stand
had ^vb+hv+vrb++=had
a ^at++++=a
diamond ^nn++++=diamond
pin ^np++++=pin
in ^in++++=in
his ^pp$+pp3+++=his
neckcloth ^nn+++??+=neckcloth,
, ^zz++++=EXTRAWORD
a ^at++++=a
large ^jj+atrb+++=large
one ^pn++++=one,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
foolishly ^rb++++=foolishly
shown ^vbd+vprv++xvbn+=shown.
. ^zz++++=EXTRAWORD
Witchem ^np+++??+=Witchem
saw ^vbd+vprv++xvbn+=saw
Long ^jj+atrb+++=Long
Ned ^np+++??+=Ned
mark ^nn++++=mark
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
Peachey ^np+++??+=Peachey
Tom ^np++++=Tom
place ^nn++++=place
himself ^ppl+pp3+++=himself
behind ^in+pl+++=behind
the ^ati++++=the
gentleman ^nn+nom+++=gentleman.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Captain ^nn++++=Captain
came ^vbd+++xvbn+=came
across ^in+ppvb+++=across
in ^in++++=in
front ^nn++++=front
with ^in++++=with
a ^at++++=a
race ^nn++++=race-card,
- ^zz++++=EXTRAWORD
card ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Billy ^np++++=Billy
Voss ^np+++??+=Voss
drove ^vbd+++xvbn+=drove
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder
into ^in++++=into
another ^dt++++=another
man ^nn++++=man,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
half ^nn++++=half
a ^at++++=a
second ^od++++=second
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
jam ^nn++++=jam.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
pin ^nn++++=pin
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone.
. ^zz++++=EXTRAWORD
" ^zz++++="'Now,'
' ^zz++++=EXTRAWORD
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Witchem ^np+++??+=Witchem.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
went ^vbd+++xvbn+=went
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
Witchem ^np+++??+=Witchem
took ^vbd+++xvbn+=took
Long ^jj+atrb+++=Long
Ned ^np+++??+=Ned;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
Peachey ^np+++??+=Peachey;
; ^zz++++=EXTRAWORD
two ^cd++++=two
country ^nn++++=country
officers ^nns+nom+++=officers
closed ^vbd+++xvbn+=closed
on ^in++++=on
the ^ati++++=the
others ^aps++++=others.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
crowd ^nn++++=crowd,
, ^zz++++=EXTRAWORD
seeing ^vbg+vprv++xvbg+=seeing
a ^at++++=a
struggle ^nn++++=struggle,
, ^zz++++=EXTRAWORD
pressed ^j+++xvbn+=pressed
round ^in++++=round
to ^to++++=to
enjoy ^vbi++++=enjoy
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
every ^at++++=every
man ^nn++++=man
cried ^vbd+++xvbn+=cried,
, ^zz++++=EXTRAWORD
' ^zz++++='What's
what ^wdt+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
matter ^nn++++=matter?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
while ^cs+sub+++=while
making ^vbg+++xvbg+=making
the ^ati++++=the
matter ^nn++++=matter
ten ^cd++++=ten
times ^nns++++=times
worse ^jjr++++=worse.
. ^zz++++=EXTRAWORD
" ^zz++++="Long
long ^rb++++=EXTRAWORD
Ned ^np+++??+=Ned
had ^vb+hv+vrb++=had
the ^ati++++=the
pin ^nn++++=pin.
. ^zz++++=EXTRAWORD
Witchem ^np+++??+=Witchem
knew ^vbd+vprv++xvbn+=knew
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Ned ^np+++??+=Ned
knew ^vbd+vprv+tht0+xvbn+=knew
he ^pp3a+pp3+++=he
knew ^vbd+vprv+tht0+xvbnx+=knew
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
to ^to++++=to
find ^vbi+vprv+++=find
a ^at++++=a
small ^jj+atrb+++=small
diamond ^nn++++=diamond
pin ^np++++=pin
in ^in++++=in
the ^ati++++=the
sleeves ^nns++++=sleeves,
, ^zz++++=EXTRAWORD
cuffs ^nns++++=cuffs,
, ^zz++++=EXTRAWORD
mouths ^nns++++=mouths,
, ^zz++++=EXTRAWORD
waistcoats ^nns+++??+=waistcoats,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hands ^nns++++=hands
of ^in++++=of
four ^cd++++=four
practised ^xvbn+++xvbn+=practised
men ^nns++++=men,
, ^zz++++=EXTRAWORD
all ^abn++++=all
kicking ^nvbg+++xvbg+=kicking,
, ^zz++++=EXTRAWORD
twisting ^vbg+++xvbg+=twisting,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
passing ^nvbg+++xvbg+=passing
whatever ^nn+nom+++=whatever
they ^pp3a+pp3+++=they
held ^vbd+vprv+tht0+xvbnx+=held
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
difficulty ^nn++++=difficulty.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
had ^vb+hv+vrb++=had
Peachey ^np+++??+=Peachey
against ^in++++=against
the ^ati++++=the
rail ^nn++++=rail.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
all ^abn++++=all
civility ^nn+nom+++=civility.
. ^zz++++=EXTRAWORD
" ^zz++++="'Don't
' ^zz++++=EXTRAWORD
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
tear ^vb++++=tear
my ^pp$+pp1+++=my
coat ^nn++++=coat,
, ^zz++++=EXTRAWORD
inspector ^nn++++=inspector,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
' ^zz++++='It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
paid ^vpsv++agls+xvbnx+=paid
for ^in+strn+++=for.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'That's
' ^zz++++=EXTRAWORD
that ^dt+pdem+++=EXTRAWORD
