Our ^pp$+pp1+++=Our
looked ^vpsv++agls+xvbn+=looked
toward ^in++++=toward
the ^ati++++=the
river ^nn++++=river.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
come ^vprf+++xvbn+=come
for ^in+ppvb+++=for
the ^ati++++=the
Fleece ^np+++??+=Fleece."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Harold ^np++++=Harold.
. ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
Medea ^np+++??+=Medea?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
curious ^nn++++=curious
change ^vb++++=change
passed ^vbd+++xvbn+=passed
over ^rb+phrv+++=over
her ^pp3o+pp3+++=her
face ^nn++++=face
amusement ^nn+nom+++=amusement
first ^rb+cnj+++=first,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
afterward ^rb++++=afterward
something ^pn++++=something
we ^pp1a+pp1+++=we
had ^vb+hv+vrb++=had
no ^at++++=no
name ^nn++++=name
for ^in+strn+++=for.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
expect ^vb+vprv+tht0++=expect
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
waiting ^vbg+++xvbgx+=waiting
long ^rb++++=long
enough ^qlp++++=enough."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
allied ^jj+++xvbn+=allied,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
set ^vbd+++xvbn+=set
about ^in+ppvb+++=about
the ^ati++++=the
conquest ^nn++++=conquest
of ^in++++=of
Colchis ^np+++??+=Colchis.
. ^zz++++=EXTRAWORD
Lucy ^np++++=Lucy
for ^in++++=for
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
her ^pp$+pp3+++=her
mortal ^nn++++=mortal
name ^nn++++=name
entered ^vbd+++xvbn+=entered
the ^ati++++=the
game ^nn++++=game
with ^in++++=with
an ^at++++=an
ardour ^nn++++=ardour
that ^tht+rel+++=that
surprised ^jj+++xvbn+=surprised
and ^cc++++=and
finally ^rb++++=finally
outstripped ^jj+++xvbn+=outstripped
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
knew ^vbd+vprv++xvbnx+=knew
where ^wrb+who+whcl++=where
the ^ati++++=the
dragon ^nn++++=dragon
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
lie ^vb++++=lie,
, ^zz++++=EXTRAWORD
beneath ^in+pl+++=beneath
a ^at++++=a
copper ^nn++++=copper
beech ^np++++=beech
whose ^whp+rel+obj++=whose
roots ^nns++++=roots
broke ^vbd+++xvbn+=broke
from ^in++++=from
the ^ati++++=the
earth ^nn++++=earth
like ^in++++=like
claws ^nns++++=claws;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
found ^vbd+vprv++xvbnx+=found
us ^pp1o+pp1+++=us
a ^at++++=a
sword ^nn++++=sword
in ^in++++=in
the ^ati++++=the
shape ^nn++++=shape
of ^in++++=of
a ^at++++=a
rusted ^jj+++xvbn+=rusted
pruning ^jj+++xvbg+=pruning-hook;
- ^zz++++=EXTRAWORD
hook ^nn++++=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
manufactured ^vbd+++xvbnx+=manufactured
fire ^nn++++=fire-breath
- ^zz++++=EXTRAWORD
breath ^nn++++=EXTRAWORD
from ^in++++=from
scarlet ^jj+atrb+++=scarlet
poppy ^nn++++=poppy
petals ^nns++++=petals,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
she ^pp3a+pp3+++=she
blew ^vbd+++xvbnx+=blew
through ^rp++++=through
her ^pp3o+pp3+++=her
fingers ^nns+nom+++=fingers
while ^cs+sub+++=while
Harold ^np++++=Harold
assaulted ^vwbn+++xvbn+=assaulted
the ^ati++++=the
tree ^nn++++=tree.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
dragon ^nn++++=dragon
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
slain ^nn+++??+=slain,
, ^zz++++=EXTRAWORD
resurrected ^j+++xvbn+=resurrected
owing ^in+cmpx+++=owing
to ^in"++++=to
a ^at++++=a
legal ^jj+atrb+++=legal
objection ^nn+nom+++=objection
by ^in++++=by
Edward ^np++++=Edward,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
slain ^nn+++??+=slain
again ^rb+tm+++=again
under ^in++++=under
revised ^jj+atrb++xvbn+=revised
conditions ^nns+nom+++=conditions,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
crowned ^vbd+++xvbnx+=crowned
us ^pp1o+pp1+++=us
with ^in++++=with
ivy ^nn++++=ivy
and ^cc++++=and
led ^vbd+++xvbn+=led
a ^at++++=a
procession ^nn++++=procession
round ^in++++=round
the ^ati++++=the
sundial ^nn++++=sundial.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
ran ^vbd+++xvbnx+=ran
like ^in++++=like
one ^cd1++++=one
released ^vbd+++xvbn+=released
from ^in++++=from
a ^at++++=a
locked ^jj+atrb++xvbn+=locked
room ^nn++++=room.
. ^zz++++=EXTRAWORD
The ^ati++++=The
colour ^nn++++=colour
rose ^vbd+++xvbn+=rose
in ^in++++=in
her ^pp$+pp3+++=her
cheeks ^nns++++=cheeks;
; ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
hair ^nn++++=hair
came ^vbd+++xvbn+=came
down ^rp++++=down;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
laughed ^vbd+++xvbnx+=laughed
not ^xnot++not++=not
in ^in++++=in
the ^ati++++=the
moderate ^jj+atrb+++=moderate
fashion ^nn++++=fashion
of ^in++++=of
grown ^vprf+++xvbn+=grown-up
- ^zz++++=EXTRAWORD
up ^rp++++=EXTRAWORD
ladies ^nns++++=ladies
but ^cc++++=but
helplessly ^rb+cnj+++=helplessly,
, ^zz++++=EXTRAWORD
stopping ^vbg+++xvbg+=stopping
with ^in++++=with
one ^cd1++++=one
hand ^nn++++=hand
against ^in++++=against
the ^ati++++=the
cedar ^nn++++=cedar
because ^cs+cos+++=because
she ^pp3a+pp3+++=she
could ^md+pos+++=could
go ^vb++++=go
no ^at++++=no
farther ^rbr++++=farther.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
accepted ^vbn+vprv++xvbn+=accepted
joy ^np++++=joy
as ^ql++++=as
the ^ati++++=the
normal ^jj+atrb+++=normal
climate ^nn+nom+++=climate
of ^in++++=of
existence ^nn+nom+++=existence
and ^cc++++=and
sorrow ^nn++++=sorrow
as ^in++++=as
a ^at++++=a
shower ^nn++++=shower
arranged ^vwbn+vsua++xvbn+=arranged
by ^in++++=by
adults ^nns++++=adults,
, ^zz++++=EXTRAWORD
wondered ^j+++xvbn+=wondered
why ^wrb+who+++=why
laughter ^nn+nom+++=laughter
should ^md+nec+++=should
appear ^vb+seem+++=appear
to ^to+vcmp+++=to
astonish ^vbi++++=astonish
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
live ^vb++++=live
here ^rn+pl+++=here
all ^abn++++=all
alone ^rb++++=alone?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
one ^pn++++=one
of ^in++++=of
us ^pp1o+pp1+++=us
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="With
with ^in++++=EXTRAWORD
my ^pp$+pp1+++=my
aunt ^nn++++=aunt."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
she ^pp3a+pp3+++=she
a ^at++++=a
witch ^nn++++=witch?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Lucy ^np++++=Lucy
considered ^vwbn+vprv++xvbn+=considered.
. ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Witches
witches ^nns++++=EXTRAWORD
can ^md+pos+++=can
do ^vb+do+vrb++=do
things ^nns++++=things."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
seemed ^jj+++xvbn+=seemed
conclusive ^jj++++=conclusive.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
sat ^vbd+++xvbn+=sat
beneath ^in+pl+++=beneath
the ^ati++++=the
cedar ^nn++++=cedar,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
gave ^vbd+++xvbnx+=gave
us ^pp1o+pp1+++=us
lemonade ^nn++++=lemonade
from ^in++++=from
a ^at++++=a
jug ^nn++++=jug
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
standing ^vbg+++xvbgx+=standing
in ^in++++=in
the ^ati++++=the
cool ^nn++++=cool
of ^in++++=of
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
only ^rb+down+++=only
two ^cd++++=two
glasses ^nns++++=glasses,
, ^zz++++=EXTRAWORD
so ^ql++++=so
we ^pp1a+pp1+++=we
drank ^vpsv++by+xvbn+=drank
by ^in++++=by
turns ^nns++++=turns,
, ^zz++++=EXTRAWORD
a ^at++++=a
ceremonial ^nn++++=ceremonial
which ^whp+rel+subj++=which
made ^vprf+++xvbn+=made
the ^ati++++=the
beverage ^nn+nom+++=beverage
more ^rbr++++=more
precious ^jj++++=precious.
. ^zz++++=EXTRAWORD
Harold ^np++++=Harold,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
secure ^vb++++=secure
in ^in++++=in
his ^pp$+pp3+++=his
position ^nn+nom+++=position
as ^ql++++=as
Jason ^np+++??+=Jason,
, ^zz++++=EXTRAWORD
asked ^j+++xvbn+=asked
whether ^cs+who+++=whether
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
waiting ^vbg+++xvbgx+=waiting
for ^in++++=for
anyone ^pn++++=anyone.
. ^zz++++=EXTRAWORD
Lucy ^np++++=Lucy
looked ^vbd+++xvbn+=looked
across ^in+pl+++=across
the ^ati++++=the
lawn ^nn++++=lawn
toward ^in++++=toward
the ^ati++++=the
water ^nn++++=water-gate.
- ^zz++++=EXTRAWORD
gate ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Who?"
who ^whp+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
traveller ^nn+nom+++=traveller.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
went ^vbd+++xvbnx+=went
away ^rp+pl+++=away
to ^to++++=to
seek ^vbi++++=seek
his ^pp$+pp3+++=his
fortune ^nn++++=fortune."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Like
like ^in++++=EXTRAWORD
Ulysses ^np++++=Ulysses?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Perhaps.
perhaps ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Though ^cs+sub+++=Though
Ulysses ^np++++=Ulysses
came ^vbd+++xvbn+=came
back ^jjb++++=back."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
may ^md+pos+++=may
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
detained ^vpsv++by+xvbnx+=detained
by ^in++++=by
Cyclopses ^np+++??+=Cyclopses,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Harold ^np++++=Harold
suggested ^vbd+vpub++xvbn+=suggested
kindly ^rb++++=kindly.
. ^zz++++=EXTRAWORD
" ^zz++++="Or
or ^cc++++=EXTRAWORD
turned ^vpsv++agls+xvbn+=turned
into ^in++++=into
a ^at++++=a
pig ^nn++++=pig."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
I ^pp1a+pp1+++=I
hope ^nn++++=hope
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
a ^at++++=a
happy ^jj+atrb+++=happy
pig ^nn++++=pig."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
said ^vbd+vpub++xvbnx+=said
this ^dt+dem+++=this
smiling ^nvbg+++xvbg+=smiling;
; ^zz++++=EXTRAWORD
yet ^rb++++=yet
her ^pp3o+pp3+++=her
hand ^nn++++=hand
tightened ^vbd+++xvbn+=tightened
round ^rb++++=round
the ^ati++++=the
long ^jj+atrb+++=long
grass ^nn++++=grass
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
plucking ^vbg+++xvbgx+=plucking,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
suddenly ^rb++++=suddenly
we ^pp1a+pp1+++=we
perceived ^vbd+vprv++xvbn+=perceived
not ^xnot++not++=not
clearly ^rb+cnj+++=clearly,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
as ^ql++++=as
one ^cd1++++=one
sees ^vbz+vprv+++=sees
a ^at++++=a
light ^nn++++=light
beneath ^in+pl+++=beneath
a ^at++++=a
closed ^jj+atrb++xvbn+=closed
door ^nn++++=door
that ^tht+rel+obj++=that
the ^ati++++=the
game ^nn++++=game
had ^vbd+hvd+aux++=had
approached ^vprf+++xvbnx+=approached
a ^at++++=a
country ^nn++++=country
where ^wrb+who+++=where
our ^pp$+pp1+++=our
passports ^nns+++??+=passports
were ^vbd+bed+vrb++=were
invalid ^nn++++=invalid.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
did ^vbd+dod+vrb++=did
what ^wdt+who+++=what
children ^nns++++=children
generally ^rb+down+++=generally
do ^vb+do+vrb++=do
before ^in++++=before
mysteries ^nns+nom+++=mysteries
of ^in++++=of
grief ^nn++++=grief:
: ^zz++++=EXTRAWORD
accepted ^j+++xvbn+=accepted
them ^pp3o+pp3+++=them
as ^ql++++=as
facts ^nns++++=facts
of ^in++++=of
geography ^nn++++=geography
and ^cc++++=and
began ^vbd+++xvbn+=began
another ^dt++++=another
expedition ^nn+nom+++=expedition.
. ^zz++++=EXTRAWORD
Lucy ^np++++=Lucy
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
Persephone ^np+++??+=Persephone,
, ^zz++++=EXTRAWORD
imprisoned ^xvbn+++xvbn+=imprisoned
in ^in++++=in
the ^ati++++=the
underworld ^nn++++=underworld;
; ^zz++++=EXTRAWORD
Edward ^np++++=Edward
became ^vbd+++xvbn+=became
Cerberus ^np+++??+=Cerberus,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
could ^md+pos+++=could
bark ^vb++++=bark
convincingly ^rb++++=convincingly;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
to ^in++++=to
rescue ^nn++++=rescue
her ^pp$+pp3+++=her
without ^in++++=without
eating ^xvbg+++xvbg+=eating
anything ^pn++++=anything
belonging ^vbg+++xvbg+=belonging
to ^in++++=to
Pluto ^np++++=Pluto.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
condition ^nn+nom+++=condition
proved ^vbd+vprv++xvbn+=proved
difficult ^jj++++=difficult,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
Lucy ^np++++=Lucy
discovered ^vbd+vprv++xvbn+=discovered
strawberries ^nns++++=strawberries
under ^in++++=under
netting ^nn++++=netting
and ^cc++++=and
insisted ^vprf+++xvbn+=insisted
that ^tht+vcmp+++=that
the ^ati++++=the
laws ^nns++++=laws
of ^in++++=of
Hades ^np++++=Hades
ought ^md+nec+++=ought
not ^xnot++not++=not
to ^to++++=to
apply ^vbi++++=apply
to ^in++++=to
visitors ^nns++++=visitors.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
had ^vb+hv+aux++=had
just ^rb+emph+splt++=just
effected ^vprf+++xvbnx+=effected
her ^pp$+pp3+++=her
release ^nn++++=release
and ^cc++++=and
were ^vbd+bed+aux++=were
bearing ^vbg+++xvbgx+=bearing
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
with ^in++++=with
some ^dti++++=some
inconvenience ^nn+nom+++=inconvenience,
, ^zz++++=EXTRAWORD
upon ^in++++=upon
crossed ^xvbn+++xvbn+=crossed
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
a ^at++++=a
voice ^nn++++=voice
from ^in++++=from
the ^ati++++=the
terrace ^nn++++=terrace
froze ^vbd+++xvbn+=froze
the ^ati++++=the
pageant ^nn+nom+++=pageant
in ^in++++=in
mid ^jjb++++=mid-triumph.
- ^zz++++=EXTRAWORD
triumph ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="Lucy!"
lucy ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
An ^at++++=An
old ^jj+atrb+++=old
lady ^npt++++=lady
stood ^vbd+++xvbn+=stood
before ^in++++=before
the ^ati++++=the
darkened ^jj+atrb++xvbn+=darkened
French ^jj+atrb+++=French
windows ^nns++++=windows.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
narrow ^jj+pred+++=narrow,
, ^zz++++=EXTRAWORD
upright ^jj++++=upright,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
grey ^jj++++=grey,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
black ^jj+atrb+++=black
lace ^nn++++=lace
arrangement ^nn+nom+++=arrangement
on ^rp++++=on
her ^pp3o+pp3+++=her
head ^jjb++++=head
which ^whp+who+++=which
gave ^vbd+++xvbn+=gave
her ^pp3o+pp3+++=her
the ^ati++++=the
appearance ^nn+nom+++=appearance
of ^in++++=of
a ^at++++=a
highly ^rb+amp+++=highly
respectable ^jj+atrb+++=respectable
bird ^nn++++=bird
of ^in++++=of
prey ^nn++++=prey.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
eyes ^nns++++=eyes
moved ^vbd+++xvbn+=moved
from ^in++++=from
Lucy ^np++++=Lucy's
's ^$++++=EXTRAWORD
loosened ^vbd+++xvbn+=loosened
hair ^nn++++=hair
to ^in++++=to
the ^ati++++=the
broken ^jj+atrb++xvbn+=broken
poppies ^nns++++=poppies,
, ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
open ^jj+atrb+++=open
strawberry ^nn++++=strawberry
net ^jjb++++=net
to ^in++++=to
ourselves ^ppls+pp1+++=ourselves,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
finally ^rb++++=finally
to ^in++++=to
Harold ^np++++=Harold,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
still ^rb++++=still
wore ^vbd+++xvbn+=wore
ivy ^nn++++=ivy
and ^cc++++=and
carried ^vbd+++xvbn+=carried
the ^ati++++=the
pruning ^jj+++xvbg+=pruning-hook.
- ^zz++++=EXTRAWORD
hook ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+whq++=EXTRAWORD
are ^vb+ber+aux++=are
these ^dt+dem+++=these
children ^nns++++=children?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
came ^vbd+++xvbnx+=came
by ^in++++=by
the ^ati++++=the
river ^nn++++=river,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Lucy ^np++++=Lucy
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
I ^pp1a+pp1+++=I
see ^vb+vprv+++=see.
. ^zz++++=EXTRAWORD
Put ^j+++xvbn+=Put
her ^pp$+pp3+++=her
down ^in+strn+++=down."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
obeyed ^vbd+++xvbn+=obeyed.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
Perseus ^np+++??+=Perseus
would ^md+prd+++=would
have ^vb+hv+aux++=have
obeyed ^vprf+++xvbnx+=obeyed
that ^cs+sub+++=that
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
might ^md+pos+++=might
subsequently ^rb+tm+++=subsequently
have ^vb+hv+aux++=have
employed ^vprf+++xvbnx+=employed
the ^ati++++=the
Gorgon ^np++++=Gorgon's
's ^$++++=EXTRAWORD
head ^nn++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+tht0++=know
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
not ^xnot++not++=not
to ^to++++=to
excite ^vbi++++=excite
yourself ^ppl+pp2+++=yourself,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
old ^jj+atrb+++=old
lady ^npt++++=lady
continued ^vbd+++xvbn+=continued.
. ^zz++++=EXTRAWORD
" ^zz++++="Go
go ^vb++++=EXTRAWORD
indoors ^rn+pl+++=indoors
at ^rb++++=at
once ^rb"+tm+++=once."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
not ^xnot++not++=not
excited ^jj+++xvbn+=excited,
, ^zz++++=EXTRAWORD
Aunt ^nn++++=Aunt.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
only ^rb+down+++=only
happy ^jj+pred+++=happy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
answer ^nn++++=answer
produced ^vbd+++xvbn+=produced
a ^at++++=a
silence ^nn+nom+++=silence
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
we ^pp1a+pp1+++=we
could ^md+pos+++=could
not ^xnot++not++=not
interpret ^vb++++=interpret
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
made ^jj+atrb++xvbn+=made
retreat ^nn++++=retreat
seem ^vb+seem+++=seem
dishonourable ^jj++++=dishonourable.
. ^zz++++=EXTRAWORD
Harold ^np++++=Harold
stepped ^vbd+++xvbn+=stepped
forward ^rb++++=forward.
. ^zz++++=EXTRAWORD
" ^zz++++="She's
she ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
Medea ^np+++??+=Medea,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
explained ^vbd+vpub++xvbnx+=explained.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
need ^nn++++=need
her ^pp$+pp3+++=her."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
aunt ^npt++++=aunt
regarded ^vwbn+++xvbn+=regarded
him ^pp3o+pp3+++=him
with ^in++++=with
a ^at++++=a
severity ^nn+nom+++=severity
several ^ap++++=several
centuries ^nns++++=centuries
older ^jjr++++=older
than ^in++++=than
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
leave ^vb++++=leave
the ^ati++++=the
garden ^nn++++=garden
immediately ^rb+tm+++=immediately."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
" ^zz++++="
" ^zz++++="Immediately."
immediately ^rb+tm+++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Lucy ^np++++=Lucy
gave ^vbd+++xvbn+=gave
us ^pp1o+pp1+++=us
a ^rb++++=a
little ^rb"++++=little
farewell ^nn++++=farewell
movement ^nn+nom+++=movement
of ^in++++=of
the ^ati++++=the
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
Already ^rb++++=Already
the ^ati++++=the
brightness ^nns+nom+++=brightness
was ^vbd+bedz+aux++=was
leaving ^vbg+++xvbgx+=leaving
her ^pp3o+pp3+++=her
face ^nn++++=face;
; ^zz++++=EXTRAWORD
already ^rb++++=already
the ^ati++++=the
white ^jj+atrb+++=white
dress ^nn++++=dress,
, ^zz++++=EXTRAWORD
crossing ^vbg+++xvbg+=crossing
the ^ati++++=the
shadowed ^jj+atrb++xvbn+=shadowed
terrace ^nn++++=terrace,
, ^zz++++=EXTRAWORD
seemed ^j+++xvbn+=seemed
less ^rbr++++=less
the ^ati++++=the
robe ^nn++++=robe
of ^in++++=of
a ^at++++=a
princess ^nns+nom+++=princess
than ^in++++=than
the ^ati++++=the
garment ^nn+nom+++=garment
of ^in++++=of
a ^at++++=a
prisoner ^nn+nom+++=prisoner.
. ^zz++++=EXTRAWORD
The ^ati++++=The
French ^jj+atrb+++=French
windows ^nns++++=windows
closed ^vbd+++xvbn+=closed
behind ^in+pl+++=behind
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
A ^at++++=A
blind ^nn++++=blind
descended ^vbd+++xvbn+=descended
with ^in++++=with
slow ^jj+atrb+++=slow
finality ^nn+nom+++=finality.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
withdrew ^vbd+++xvbn+=withdrew
to ^in++++=to
the ^ati++++=the
water ^nn++++=water-gate,
- ^zz++++=EXTRAWORD
gate ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
subdued ^jj++++=subdued
but ^cc+phrs+++=but
indignant ^jj++++=indignant.
. ^zz++++=EXTRAWORD
Harold ^np++++=Harold
proposed ^vbd+vsua++xvbn+=proposed
returning ^vbg+++xvbg+=returning
at ^rb++++=at
night ^nn++++=night
with ^in++++=with
ropes ^nns++++=ropes.
. ^zz++++=EXTRAWORD
Edward ^np++++=Edward
said ^vbd+vpub+tht0+xvbn+=said
ropes ^nns++++=ropes
would ^md+prd+++=would
be ^vb+be+vrb++=be
useless ^jj+pred+++=useless
unless ^cs+cnd+++=unless
we ^pp1a+pp1+++=we
had ^vb+hv+vrb++=had
