They ^pp3a+pp3+++=They
her ^pp3o+pp3+++=her
to ^in++++=to
a ^at++++=a
nearby ^jjb+atrb+++=nearby
cabin ^nn++++=cabin,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
women ^nns++++=women
loosened ^vbd+++xvbn+=loosened
her ^pp$+pp3+++=her
dress ^nn++++=dress
and ^cc++++=and
bathed ^vprf+++xvbn+=bathed
her ^pp$+pp3+++=her
face ^nn++++=face.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
dying ^vbg+++xvbgx+=dying.
. ^zz++++=EXTRAWORD
Others ^aps++++=Others
whispered ^vb+++xvbn+=whispered
that ^tht+vcmp+++=that
the ^ati++++=the
crossing ^jj+++xvbg+=crossing
had ^vbd+hvd+aux++=had
broken ^vprf+++xvbnx+=broken
what ^wdt+who+++=what
little ^jj+atrb+++=little
reason ^nn++++=reason
remained ^vbd+++xvbn+=remained
to ^in++++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
An ^at++++=An
old ^jj+atrb+++=old
woman ^nn++++=woman
burned ^vbd+++xvbn+=burned
herbs ^nns++++=herbs
and ^cc++++=and
murmured ^jj+atrb++xvbn+=murmured
prayers ^nns+nom+++=prayers.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
La ^&fw++++=La
Folle ^np+++??+=Folle
suffered ^vbd+++xvbn+=suffered
no ^at++++=no
fever ^nn++++=fever,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
before ^cs+sub+++=before
midnight ^nn++++=midnight
her ^pp$+pp3+++=her
breathing ^nvbg+++xvbg+=breathing
was ^vbd+bedz+vrb++=was
deep ^jj+pred+++=deep
and ^cc+phrs+++=and
peaceful ^jj++++=peaceful.
. ^zz++++=EXTRAWORD
Death ^nn++++=Death
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed
her ^pp$+pp3+++=her
by ^in+strn+++=by.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^od++++=first
touch ^vb++++=touch
of ^in++++=of
the ^ati++++=the
cool ^jj+atrb+++=cool
gray ^np++++=gray
morning ^nn++++=morning
awakened ^vbd+++xvbn+=awakened
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
while ^cs+sub+++=while
she ^pp3a+pp3+++=she
lay ^vbd+++xvbnx+=lay
still ^jj+pred+++=still,
, ^zz++++=EXTRAWORD
listening ^vbg+++xvbg+=listening
to ^in++++=to
unfamiliar ^jj+atrb+++=unfamiliar
sounds ^nns++++=sounds:
: ^zz++++=EXTRAWORD
another ^dt++++=another
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
clock ^nn++++=clock
ticking ^vwbg+++xvbg+=ticking,
, ^zz++++=EXTRAWORD
a ^at++++=a
baby ^nn++++=baby
breathing ^vwbg+++xvbg+=breathing,
, ^zz++++=EXTRAWORD
roosters ^nns+nom+++=roosters
answering ^vwbg+++xvbg+=answering
one ^cd1++++=one
another ^dt++++=another
across ^in+pl+++=across
the ^ati++++=the
quarters ^nns+nom+++=quarters.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
memory ^nn++++=memory
returned ^vbd+++xvbn+=returned.
. ^zz++++=EXTRAWORD
" ^zz++++="Cheri?"
cheri ^nn+++??+=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
woman ^nn++++=woman
sleeping ^vwbg+++xvbg+=sleeping
beside ^in+pl+++=beside
the ^ati++++=the
hearth ^nn++++=hearth
lifted ^vbd+++xvbn+=lifted
her ^pp3o+pp3+++=her
head ^jjb++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="Doctor
doctor ^nn++++=EXTRAWORD
say ^vb+vpub+++=say
de ^&fw++++=de
chile ^np++++=chile
goin ^nn+++??+=goin'
' ^zz++++=EXTRAWORD
be ^vb+be+vrb++=be
fine ^jj+pred+++=fine.
. ^zz++++=EXTRAWORD
Ball ^nn++++=Ball
pass ^vb++++=pass
clean ^jj++++=clean
through ^in+strn+++=through.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sleepin ^nn+++??+=sleepin'
' ^zz++++=EXTRAWORD
at ^rb++++=at
de ^&fw++++=de
big ^jj+atrb+++=big
house ^nn++++=house."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
La ^&fw++++=La
Folle ^np+++??+=Folle
closed ^vbd+++xvbn+=closed
her ^pp3o+pp3+++=her
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
A ^at++++=A
smile ^nn++++=smile
passed ^vbd+++xvbn+=passed
over ^rb+phrv+++=over
her ^pp3o+pp3+++=her
face ^nn++++=face.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
rose ^vbd+++xvbnx+=rose
before ^cs+sub+++=before
anyone ^pn++++=anyone
could ^md+pos+++=could
prevent ^vb++++=prevent
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
wrapped ^j+++xvbn+=wrapped
a ^at++++=a
shawl ^nn++++=shawl
around ^rp++++=around
her ^pp3o+pp3+++=her
shoulders ^nns+nom+++=shoulders,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stepped ^vbd+++xvbn+=stepped
outdoors ^nns+pl+++=outdoors.
. ^zz++++=EXTRAWORD
Mist ^nn++++=Mist
rested ^vbd+++xvbn+=rested
upon ^in++++=upon
the ^ati++++=the
fields ^nns++++=fields.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cotton ^nn++++=cotton
gleamed ^vbd+++xvbn+=gleamed
like ^in++++=like
frosted ^jj+atrb+++=frosted
silver ^nn++++=silver,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dew ^nn++++=dew
jeweled ^vbd+++xvbn+=jeweled
the ^ati++++=the
weeds ^nns++++=weeds
beside ^in+pl+++=beside
the ^ati++++=the
path ^nn++++=path.
. ^zz++++=EXTRAWORD
People ^nns++++=People
watched ^vbd+++xvbn+=watched
from ^in++++=from
doorways ^nns++++=doorways
as ^ql++++=as
she ^pp3a+pp3+++=she
walked ^vbd+++xvbnx+=walked
toward ^in++++=toward
the ^ati++++=the
bayou ^nn+++??+=bayou.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
spoke ^vbd+++xvbn+=spoke.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
bank ^nn++++=bank
La ^&fw++++=La
Folle ^np+++??+=Folle
paused ^vbd+++xvbn+=paused.
. ^zz++++=EXTRAWORD
The ^ati++++=The
water ^nn++++=water
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
thundered ^vprf+++xvbnx+=thundered
in ^in++++=in
her ^pp$+pp3+++=her
mind ^nn++++=mind
for ^in++++=for
twenty ^cd++++=twenty
years ^nns++++=years
slipped ^vbd+++xvbn+=slipped
quietly ^rb++++=quietly
between ^in++++=between
grasses ^nns++++=grasses.
. ^zz++++=EXTRAWORD
A ^at++++=A
pale ^nn++++=pale
strip ^vb++++=strip
of ^in++++=of
sky ^nn++++=sky
rested ^vbd+++xvbn+=rested
upon ^in++++=upon
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Tiny ^jj+atrb+++=Tiny
insects ^nns++++=insects
touched ^vbd+++xvbn+=touched
the ^ati++++=the
surface ^nn++++=surface
and ^cc++++=and
vanished ^jj+++xvbn+=vanished.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
placed ^vbd+++xvbnx+=placed
one ^cd1++++=one
foot ^nn++++=foot
in ^in++++=in
the ^ati++++=the
shallows ^nns++++=shallows,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
the ^ati++++=the
other ^ap++++=other.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
smoke ^nn++++=smoke.
. ^zz++++=EXTRAWORD
No ^at++++=No
blood ^nn++++=blood.
. ^zz++++=EXTRAWORD
No ^at++++=No
armed ^jj+atrb++xvbn+=armed
shadow ^nn++++=shadow
waited ^vbd+++xvbn+=waited
beyond ^in++++=beyond
the ^ati++++=the
reeds ^nns++++=reeds.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
crossed ^vbd+++xvbnx+=crossed
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
feeling ^nvbg+++xvbg+=feeling
the ^ati++++=the
cool ^vb++++=cool
current ^jj+atrb+++=current
curl ^nn++++=curl
around ^rp++++=around
her ^pp3o+pp3+++=her
ankles ^nns++++=ankles.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
middle ^jjb++++=middle
she ^pp3a+pp3+++=she
stopped ^vbd+++xvbnx+=stopped
to ^to++++=to
look ^vbi++++=look
upstream ^rb+cnj+++=upstream,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
bayou ^nn++++=bayou
bent ^vbd+++xvbn+=bent
like ^in++++=like
a ^at++++=a
silver ^nn++++=silver
bow ^nn++++=bow.
. ^zz++++=EXTRAWORD
A ^at++++=A
kingfisher ^nn++++=kingfisher
flashed ^vbd+++xvbn+=flashed
blue ^nn++++=blue
among ^in++++=among
the ^ati++++=the
willows ^nns++++=willows.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
farther ^rbr++++=farther
shore ^nn++++=shore
she ^pp3a+pp3+++=she
climbed ^vbd+++xvbnx+=climbed
the ^ati++++=the
bank ^nn++++=bank
and ^cc++++=and
stood ^vbd+++xvbn+=stood
amazed ^vbd+++xvbn+=amazed.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
the ^ati++++=the
world ^nn++++=world
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
watched ^vprf+++xvbnx+=watched
all ^abn++++=all
her ^pp3o+pp3+++=her
life ^nn++++=life,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
the ^ati++++=the
world ^nn++++=world
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
imagined ^vprf+++xvbnx+=imagined.
. ^zz++++=EXTRAWORD
The ^ati++++=The
turf ^nn++++=turf
yielded ^vbd+++xvbn+=yielded
softly ^rb++++=softly
under ^in++++=under
her ^pp$+pp3+++=her
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
Morning ^nn++++=Morning
glories ^nns++++=glories
opened ^vbd+++xvbn+=opened
along ^in++++=along
a ^at++++=a
fence ^nn++++=fence.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
smelled ^vbd+++xvbnx+=smelled
damp ^nn++++=damp
earth ^nn++++=earth,
, ^zz++++=EXTRAWORD
crushed ^xvbn+++xvbn+=crushed
mint ^nn++++=mint,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
roses ^nns++++=roses
from ^in++++=from
the ^ati++++=the
distant ^jj+atrb+++=distant
garden ^nn++++=garden.
. ^zz++++=EXTRAWORD
Birds ^nns++++=Birds
called ^vbd+++xvbn+=called
from ^in++++=from
the ^ati++++=the
pecan ^jj+atrb+++=pecan
trees ^nns++++=trees
with ^in++++=with
such ^abl++++=such
variety ^nn++++=variety
that ^tht+rel+obj++=that
she ^pp3a+pp3+++=she
wondered ^vbd+vprv++xvbnx+=wondered
how ^wrb+who+whcl++=how
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
never ^rb++splt++=never
truly ^rb++++=truly
heard ^vbd+vprv++xvbn+=heard
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
La ^&fw++++=La
Folle ^np+++??+=Folle
turned ^vbd+++xvbn+=turned
toward ^in++++=toward
the ^ati++++=the
great ^jj+atrb+++=great
house ^npl++++=house.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
hurry ^nn++++=hurry.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
passed ^vbd+++xvbnx+=passed
the ^ati++++=the
quarters ^nns+nom+++=quarters,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
men ^nns++++=men
and ^cc++++=and
women ^nns++++=women
stared ^vbd+++xvbn+=stared
after ^in++++=after
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
passed ^vbd+++xvbnx+=passed
the ^ati++++=the
barns ^nns+++??+=barns
and ^cc++++=and
the ^ati++++=the
lane ^nn++++=lane
bordered ^vwbn+++xvbn+=bordered
by ^in++++=by
chinaberry ^nn++++=chinaberry
trees ^nns++++=trees.
. ^zz++++=EXTRAWORD
At ^rb++++=At
every ^at++++=every
step ^nn++++=step
the ^ati++++=the
country ^nn++++=country
widened ^vbd+++xvbn+=widened.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
the ^ati++++=the
cotton ^nn++++=cotton
fields ^nns++++=fields
the ^ati++++=the
river ^nn++++=river
shone ^vbd+++xvbn+=shone
through ^in++++=through
the ^ati++++=the
mist ^nn++++=mist,
, ^zz++++=EXTRAWORD
curving ^jj++++=curving
like ^in++++=like
a ^at++++=a
silver ^nn++++=silver
ribbon ^nn++++=ribbon
beneath ^in+pl+++=beneath
the ^ati++++=the
brightening ^jj+atrb++xvbg+=brightening
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
reached ^vbd+++xvbnx+=reached
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
a ^at++++=a
servant ^nn+nom+++=servant
sweeping ^vwbg+++xvbg+=sweeping
the ^ati++++=the
gallery ^npl+nom+++=gallery
dropped ^vbd+++xvbn+=dropped
her ^pp$+pp3+++=her
broom ^nn++++=broom.
. ^zz++++=EXTRAWORD
" ^zz++++="La
la ^&fw++++=EXTRAWORD
Folle ^np+++??+=Folle!
! ^zz++++=EXTRAWORD
How ^wrb+who+++=How
you ^pp2+pp2+++=you
come ^vb++++=come
here ^rn+pl+++=here?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Walk,"
walk ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
answered ^vbd+vpub++xvbnx+=answered
simply ^rb++++=simply.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
my ^pp$+pp1+++=my
Cheri ^np+++??+=Cheri?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
boy ^nn++++=boy's
's ^$++++=EXTRAWORD
mother ^npt++++=mother
appeared ^vbd+seem++xvbn+=appeared
at ^rb++++=at
the ^ati++++=the
open ^jj+atrb+++=open
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
tired ^vbd+++xvbn+=tired
face ^nn++++=face
softened ^vbd+++xvbn+=softened
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
woman ^nn++++=woman
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
carried ^vprf+++xvbnx+=carried
her ^pp$+pp3+++=her
child ^nn++++=child
home ^nr++++=home.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
safe ^jj+pred+++=safe,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
doctor ^nn++++=doctor
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he
will ^md+prd+++=will
suffer ^vb++++=suffer
more ^rbr++++=more
from ^in++++=from
being ^nn+nn+aux++=being
kept ^vbd+++xvbn+=kept
in ^rb+phrv+++=in
bed ^nn++++=bed
than ^in++++=than
from ^in++++=from
the ^ati++++=the
wound ^nn+++xvbn+=wound."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
La ^&fw++++=La
Folle ^np+++??+=Folle
laughed ^vbd+++xvbn+=laughed,
, ^zz++++=EXTRAWORD
a ^at++++=a
low ^jj+atrb+++=low
laugh ^nn++++=laugh
of ^in++++=of
relief ^nn++++=relief.
. ^zz++++=EXTRAWORD
" ^zz++++="Dat
dat ^nn+++??+=EXTRAWORD
sound ^jj++++=sound
like ^in++++=like
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
may ^md+pos+++=may
see ^vb+vprv+++=see
him ^pp3o+pp3+++=him
later ^rbr+tm+++=later.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
is ^vbz+bez+aux++=is
sleeping ^vbg+++xvbgx+=sleeping
now ^rn+tm+++=now."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wait ^vb++++=wait."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
seated ^vbd+++xvbnx+=seated
herself ^ppl+pp3+++=herself
upon ^in++++=upon
the ^ati++++=the
veranda ^nn++++=veranda
step ^nn++++=step.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
asked ^vbd+vsua+tht0+xvbn+=asked
her ^pp$+pp3+++=her
to ^to++++=to
leave ^vbi++++=leave.
. ^zz++++=EXTRAWORD
Presently ^rb+tm+++=Presently
a ^at++++=a
cup ^nn++++=cup
of ^in++++=of
coffee ^nn++++=coffee
was ^vbd+bedz+aux++=was
brought ^vpsv++agls+xvbnx+=brought,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
held ^vbd+vprv+tht0+xvbnx+=held
it ^pp3+it+++=it
between ^in++++=between
her ^pp$+pp3+++=her
hands ^nns++++=hands
while ^cs+sub+++=while
warmth ^nn++++=warmth
rose ^vbd+++xvbn+=rose
into ^in++++=into
her ^pp$+pp3+++=her
face ^nn++++=face.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sun ^nn++++=sun
came ^vbd+++xvbn+=came
slowly ^rb++++=slowly
above ^jjb++++=above
the ^ati++++=the
fields ^nns++++=fields.
. ^zz++++=EXTRAWORD
Gray ^np++++=Gray
became ^vbd+++xvbn+=became
pearl ^nn++++=pearl,
, ^zz++++=EXTRAWORD
pearl ^nn++++=pearl
became ^vbd+++xvbn+=became
gold ^nn++++=gold.
. ^zz++++=EXTRAWORD
Light ^jj++++=Light
touched ^jj+++xvbn+=touched
the ^ati++++=the
cotton ^nn++++=cotton,
, ^zz++++=EXTRAWORD
the ^ati++++=the
roofs ^nns++++=roofs,
, ^zz++++=EXTRAWORD
the ^ati++++=the
garden ^nn++++=garden
beds ^nns++++=beds,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
far ^rb+pl+++=far
river ^nn++++=river.
. ^zz++++=EXTRAWORD
The ^ati++++=The
whole ^jj+atrb+++=whole
plantation ^nn+nom+++=plantation
awakened ^vbd+++xvbn+=awakened
beneath ^in+pl+++=beneath
it ^pp3+it+++=it:
: ^zz++++=EXTRAWORD
doors ^nns++++=doors
opened ^vbd+++xvbn+=opened,
, ^zz++++=EXTRAWORD
bells ^nns++++=bells
sounded ^vbd+++xvbn+=sounded,
, ^zz++++=EXTRAWORD
horses ^nns++++=horses
stamped ^vwbn+++xvbn+=stamped
in ^in++++=in
their ^pp$+pp3+++=their
stalls ^nns++++=stalls,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
somewhere ^rb++++=somewhere
within ^in++++=within
the ^ati++++=the
house ^nn++++=house
a ^at++++=a
child ^nn++++=child
called ^vbd+++xvbn+=called
faintly ^rb++++=faintly
for ^in++++=for
water ^nn++++=water.
. ^zz++++=EXTRAWORD
La ^&fw++++=La
Folle ^np+++??+=Folle
lifted ^vbd+++xvbn+=lifted
her ^pp3o+pp3+++=her
head ^jjb++++=head
at ^in++++=at
the ^ati++++=the
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
reassured ^xvbn+++xvbn+=reassured
by ^in++++=by
the ^ati++++=the
quiet ^jj+atrb+++=quiet
movements ^nns+nom+++=movements
indoors ^rn+pl+++=indoors,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
settled ^vbd+++xvbnx+=settled
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
her ^pp$+pp3+++=her
lay ^jjb+atrb++xvbn+=lay
roads ^nns++++=roads
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
never ^rb++splt++=never
walked ^vprf+++xvbnx+=walked,
, ^zz++++=EXTRAWORD
gardens ^nns++++=gardens
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
never ^rb++splt++=never
entered ^vprf+++xvbnx+=entered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
river ^nn++++=river
whose ^whp+rel+obj++=whose
brightness ^nns+nom+++=brightness
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
known ^vprf+++xvbnx+=known
only ^rb+down+++=only
from ^in++++=from
afar ^rb++++=afar.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
in ^cs+sub+++=in
that ^cs"++++=that
wide ^jj+atrb+++=wide
country ^nn++++=country
demanded ^vbd+vsua++xvbn+=demanded
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
discover ^nn+nom+++=discover
it ^pp3+it+++=it
all ^rb++++=all
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
present ^jj+atrb+++=present,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
enough ^qlp++++=enough
to ^to++++=to
sit ^vbi++++=sit
near ^in+pl+++=near
Cheri ^np+++??+=Cheri
and ^cc++++=and
watch ^vb++++=watch
the ^ati++++=the
morning ^nn++++=morning
spread ^vbd+++xvbn+=spread
over ^in++++=over
her ^pp$+pp3+++=her
newly ^rb++++=newly
opened ^vbd+++xvbn+=opened
world ^nn++++=world.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
She ^pp3a+pp3+++=she
Watched ^vbd+++xvbn+=watched
It ^pp3+it+++=it
With ^in++++=with
Wonder ^nn++++=wonder
And ^cc++++=and
Deep ^jj+atrb+++=deep
Content ^nn++++=content.
 ^zz++++=EXTRAWORD
