You ^pp2+pp2+++=You
no ^at++++=no
pleasure ^nn++++=pleasure
in ^in++++=in
such ^abl++++=such
an ^at++++=an
excursion ^nn++++=excursion.
. ^zz++++=EXTRAWORD
The ^ati++++=The
citizens ^nns++++=citizens
gathered ^vbd+++xvbn+=gathered
outside ^jjb++++=outside
the ^ati++++=the
palace ^nn++++=palace
whenever ^nn+nom+++=whenever
she ^pp3a+pp3+++=she
sang ^vbd+++xvbnx+=sang.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
listened ^vbd+++xvbnx+=listened
and ^cc+phrs+++=and
nodded ^vbd+++xvbn+=nodded,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
some ^dti++++=some
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="Ah!"
ah ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
because ^cs+cos+++=because
they ^pp3a+pp3+++=they
truly ^rb++++=truly
felt ^vbd+vprv+tht0+xvbn+=felt
something ^pn++++=something,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
others ^aps++++=others
said ^vbd+vpub++xvbn+=said
" ^zz++++="Ah!"
ah ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
because ^cs+cos+++=because
the ^ati++++=the
first ^od++++=first
group ^nn++++=group
had ^vbd+hvd+aux++=had
said ^vprf+++xvbnx+=said
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
kitchen ^nn++++=kitchen
girl ^nn++++=girl
was ^vbd+bedz+aux++=was
appointed ^vpsv++agls+xvbnx+=appointed
Assistant ^nn+nom+++=Assistant
Imperial ^jj+atrb+++=Imperial
Nightingale ^np++++=Nightingale-Bringer-in-Chief.
- ^zz++++=EXTRAWORD
bringer ^jjr++++=EXTRAWORD
- ^zz++++=EXTRAWORD
in ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
chief ^jjb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
gave ^vbd+++xvbn+=gave
her ^pp$+pp3+++=her
no ^at++++=no
more ^rbr++++=more
food ^nn++++=food
and ^cc++++=and
much ^ap++++=much
longer ^rbr++++=longer
words ^nns++++=words
to ^to++++=to
remember ^nn+nom+++=remember,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
allowed ^vb++pmd"+xvbnx+=allowed
to ^to+vcmp+pmd++=to
visit ^vb++++=visit
her ^pp3o+pp3+++=her
mother ^npt++++=mother
every ^at++++=every
Sunday ^nr++++=Sunday.
. ^zz++++=EXTRAWORD
So ^cs+sub+++=So
a ^at++++=a
year ^nn++++=year
passed ^vbd+++xvbn+=passed.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
one ^cd1++++=one
day ^nn++++=day
a ^at++++=a
large ^jj+atrb+++=large
parcel ^nn++++=parcel
arrived ^vbd+++xvbn+=arrived
for ^in++++=for
the ^ati++++=the
Emperor ^nn++++=Emperor.
. ^zz++++=EXTRAWORD
Upon ^in++++=Upon
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
written ^vpsv++agls+xvbnx+=written:
: ^zz++++=EXTRAWORD
The ^ati++++=THE
Nightingale ^nn++++=NIGHTINGALE
The ^ati++++=The
court ^npl++++=court
expected ^vwbn+vprv++xvbn+=expected
feathers ^nns+nom+++=feathers,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
inside ^jjb++++=inside
was ^vbd+bedz+vrb++=was
a ^at++++=a
mechanical ^jj+atrb+++=mechanical
bird ^nn++++=bird,
, ^zz++++=EXTRAWORD
made ^vb+++xvbn+=made
to ^to+vcmp+++=to
resemble ^vbi++++=resemble
the ^ati++++=the
living ^jj+atrb++xvbg+=living
one ^pn++++=one.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
covered ^vpsv++agls+xvbnx+=covered
with ^in++++=with
diamonds ^nns++++=diamonds,
, ^zz++++=EXTRAWORD
rubies ^nns++++=rubies,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sapphires ^nns+++??+=sapphires.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
beak ^nn++++=beak
was ^vbd+bedz+vrb++=was
gold ^nn++++=gold,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
feet ^nns++++=feet
were ^vbd+bed+vrb++=were
silver ^nn++++=silver,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
around ^in++++=around
its ^pp$+it+++=its
neck ^nn++++=neck
hung ^vbd+++xvbn+=hung
a ^at++++=a
ribbon ^nn++++=ribbon
bearing ^vwbg+++xvbg+=bearing
the ^ati++++=the
words ^nns++++=words:
: ^zz++++=EXTRAWORD
The ^ati++++=THE
Nightingale ^nn++++=NIGHTINGALE
Of ^in++++=OF
The ^ati++++=THE
Emperor ^nn++++=EMPEROR
Of ^in++++=OF
Japan ^np++++=JAPAN
Is ^vbz+bez+vrb++=IS
Poor ^jj+pred+++=POOR
Beside ^in+pl+++=BESIDE
That ^dt+dem+++=THAT
Of ^in++++=OF
The ^ati++++=THE
Emperor ^nn++++=EMPEROR
Of ^in++++=OF
China ^np++++=CHINA.
. ^zz++++=EXTRAWORD
" ^zz++++="Most
most ^ql+emph+++=EXTRAWORD
courteous ^jj++++=courteous!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
everyone ^pn++++=everyone.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mechanical ^jj+atrb+++=mechanical
bird ^nn++++=bird
was ^vbd+bedz+aux++=was
placed ^vpsv++agls+xvbnx+=placed
upon ^in++++=upon
a ^at++++=a
cushion ^nn++++=cushion.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
a ^rb++++=a
little ^rb"++++=little
key ^jjb++++=key
in ^in++++=in
its ^pp$+it+++=its
side ^nn++++=side
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
turned ^vpsv++agls+xvbnx+=turned,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
lifted ^vbd+++xvbn+=lifted
its ^pp$+it+++=its
tail ^nn++++=tail,
, ^zz++++=EXTRAWORD
glittered ^j+++xvbn+=glittered
magnificently ^rb+cnj+++=magnificently,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sang ^vbd+++xvbn+=sang
a ^at++++=a
waltz ^nn++++=waltz.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
notes ^nns++++=notes
were ^vbd+bed+vrb++=were
bright ^jj+pred+++=bright
and ^cc+phrs+++=and
exact ^jj++++=exact.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
came ^vbd+++xvbnx+=came
in ^in++++=in
the ^ati++++=the
proper ^jj++++=proper
order ^to++++=order
and ^cc++++=and
lasted ^vbd+++xvbn+=lasted
the ^ati++++=the
proper ^jj+atrb+++=proper
time ^nn++++=time.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
it ^pp3+it+++=it
sang ^vbd+++xvbn+=sang,
, ^zz++++=EXTRAWORD
bands ^nns++++=bands
of ^in++++=of
gold ^nn++++=gold
moved ^vbd+++xvbn+=moved
beneath ^rb++++=beneath
its ^pp$+it+++=its
wings ^nns++++=wings,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
precious ^jj+atrb+++=precious
stones ^nns++++=stones
flashed ^vbd+++xvbn+=flashed
red ^jj++++=red,
, ^zz++++=EXTRAWORD
blue ^jj++++=blue,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
green ^nn++++=green.
. ^zz++++=EXTRAWORD
" ^zz++++="Superb!"
superb ^jj++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
court ^nn++++=court.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Imperial ^jj+atrb+++=Imperial
Music ^nn++++=Music-Master
- ^zz++++=EXTRAWORD
master ^npt++++=EXTRAWORD
demanded ^vbd+vsua++xvbn+=demanded
that ^tht+vcmp+++=that
the ^ati++++=the
two ^cd++++=two
birds ^nns++++=birds
sing ^vb++++=sing
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
" ^zz++++="Music!
music ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
music ^nn++++=music!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
Emperor ^nn++++=Emperor.
. ^zz++++=EXTRAWORD
The ^ati++++=The
living ^jj+atrb++xvbg+=living
nightingale ^nn++++=nightingale
began ^vbd+++xvbn+=began
as ^ql++++=as
she ^pp3a+pp3+++=she
always ^rb++++=always
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
freely ^rb++++=freely
and ^cc++++=and
according ^in++++=according
to ^to++++=to
what ^wdt+who+++=what
she ^pp3a+pp3+++=she
felt ^vbd+vprv++xvbnx+=felt.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
jeweled ^jj+atrb++xvbn+=jeweled
bird ^nn++++=bird
sang ^vbd+++xvbn+=sang
only ^ap+down+++=only
its ^pp$+it+++=its
waltz ^nn++++=waltz.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
kept ^vbd+++xvbn+=kept
perfect ^jj+atrb+++=perfect
time ^nn++++=time;
; ^zz++++=EXTRAWORD
the ^ati++++=the
nightingale ^nn++++=nightingale
followed ^vbd+vprv++xvbn+=followed
the ^ati++++=the
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
did ^vbd+dod+aux++=did
not ^xnot++not++=not
agree ^vb+vpub+++=agree
at ^rb++++=at
all ^abn++++=all.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
natural ^jj+atrb+++=natural
bird ^nn++++=bird
lacks ^vbz++++=lacks
discipline ^nn++++=discipline,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
music ^nn++++=music-master.
- ^zz++++=EXTRAWORD
master ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
artificial ^jj+atrb+++=artificial
bird ^nn++++=bird
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
trained ^vpsv++agls+xvbnx+=trained
according ^in++++=according
to ^in++++=to
scientific ^jj+atrb+++=scientific
principles ^nns++++=principles."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
real ^jj+atrb+++=real
nightingale ^nn++++=nightingale
sang ^vbd+++xvbn+=sang
high ^jj++++=high
and ^cc+phrs+++=and
low ^jj++++=low,
, ^zz++++=EXTRAWORD
lingering ^vbg+++xvbg+=lingering
on ^in++++=on
one ^cd1++++=one
note ^nn++++=note
and ^cc++++=and
passing ^nvbg+++xvbg+=passing
swiftly ^rb++++=swiftly
over ^rp++++=over
another ^ppls++++=another,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
machine ^nn++++=machine
clicked ^vbd+++xvbn+=clicked
steadily ^rb++++=steadily
through ^in++++=through
its ^pp$+it+++=its
appointed ^vbd+++xvbn+=appointed
tune ^nn++++=tune.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
the ^ati++++=the
nightingale ^nn++++=nightingale
flew ^vbd+++xvbn+=flew
through ^in++++=through
an ^at++++=an
open ^jj+atrb+++=open
window ^nn++++=window,
, ^zz++++=EXTRAWORD
over ^in++++=over
the ^ati++++=the
palace ^nn++++=palace
roof ^nn++++=roof,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
away ^rp+pl+++=away
to ^in++++=to
the ^ati++++=the
green ^nn++++=green
wood ^nn++++=wood.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
the ^ati++++=the
meaning ^jj+++xvbg+=meaning
of ^in++++=of
this ^dt+pdem+++=this?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
Emperor ^nn++++=Emperor.
. ^zz++++=EXTRAWORD
" ^zz++++="Most
most ^ql+emph+++=EXTRAWORD
ungrateful ^jj++++=ungrateful!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
courtiers ^nns+nom+++=courtiers.
. ^zz++++=EXTRAWORD
" ^zz++++="Pooh!"
pooh ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
lord ^npt++++=lord-in-waiting,
- ^zz++++=EXTRAWORD
in ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
waiting ^vbg+++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
everyone ^pn++++=everyone
knew ^vbd+vprv++xvbn+=knew
the ^ati++++=the
bird ^nn++++=bird's
's ^$++++=EXTRAWORD
position ^nn+nom+++=position
was ^vbd+bedz+vrb++=was
hopeless ^jj+pred+++=hopeless.
. ^zz++++=EXTRAWORD
Fortunately ^rb+cnj+++=Fortunately,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
the ^ati++++=the
better ^jjr++++=better
nightingale ^np++++=nightingale
remained ^vbd+++xvbn+=remained.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mechanical ^jj+atrb+++=mechanical
bird ^nn++++=bird
sang ^vbd+++xvbn+=sang
its ^pp$+it+++=its
waltz ^nn++++=waltz
thirty ^cd++++=thirty-three
- ^zz++++=EXTRAWORD
three ^cd++++=EXTRAWORD
times ^nns++++=times.
. ^zz++++=EXTRAWORD
The ^ati++++=The
court ^nn++++=court
would ^md+prd+++=would
gladly ^rb++++=gladly
have ^vb+hv+aux++=have
heard ^vprf+++xvbnx+=heard
it ^pp3+it+++=it
a ^at++++=a
thirty ^cd++++=thirty-fourth,
- ^zz++++=EXTRAWORD
fourth ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
music ^nn++++=music-master
- ^zz++++=EXTRAWORD
master ^npt++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
there ^ex+pex+++=there
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
be ^vbi++vrb++=be
supper ^nn++++=supper.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Emperor ^npt++++=Emperor
banished ^vbd+++xvbn+=banished
the ^ati++++=the
living ^jj+atrb++xvbg+=living
bird ^nn++++=bird
from ^in++++=from
his ^pp$+pp3+++=his
dominions ^nns++++=dominions,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
no ^at++++=no
one ^cd1++++=one
could ^md+pos+++=could
explain ^vb+vpub+++=explain
exactly ^rb++++=exactly
how ^wrb+who+++=how
a ^at++++=a
banished ^jj+atrb++xvbn+=banished
bird ^nn++++=bird
was ^vbd+bedz+aux++=was
to ^to++++=to
be ^vbi+vbi+aux++=be
prevented ^vpsv++agls+xvbnx+=prevented
from ^in++++=from
flying ^nn++++=flying
over ^in++++=over
the ^ati++++=the
frontier ^nn+nom+++=frontier.
. ^zz++++=EXTRAWORD
The ^ati++++=The
jeweled ^jj+atrb++xvbn+=jeweled
bird ^nn++++=bird
was ^vbd+bedz+aux++=was
given ^vpsv++agls+xvbnx+=given
the ^ati++++=the
title ^nn++++=title
of ^in++++=of
Chief ^jjb+atrb+++=Chief
Imperial ^jj+atrb+++=Imperial
Bedside ^nn++++=Bedside
Singer ^nn++++=Singer,
, ^zz++++=EXTRAWORD
First ^rb++++=First
Class ^nn++++=Class,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
placed ^vpsv++agls+xvbn+=placed
upon ^in++++=upon
a ^at++++=a
velvet ^nn++++=velvet
cushion ^nn++++=cushion
at ^in++++=at
the ^ati++++=the
Emperor ^np++++=Emperor's
's ^$++++=EXTRAWORD
left ^jj+atrb++xvbn+=left
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
for ^in++++=for
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
the ^ati++++=the
side ^nn++++=side
on ^in++++=on
which ^whp+rel+pied++=which
the ^ati++++=the
heart ^nn++++=heart
was ^vbd+bedz+aux++=was
supposed ^vb++pmd"+xvbnx+=supposed
to ^to+vcmp+pmd++=to
be ^vbi++vrb++=be.
. ^zz++++=EXTRAWORD
The ^ati++++=The
music ^nn++++=music-master
- ^zz++++=EXTRAWORD
master ^nn++++=EXTRAWORD
wrote ^vbd+vprv++xvbn+=wrote
twenty ^cd++++=twenty-five
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
volumes ^nns++++=volumes
about ^in++++=about
the ^ati++++=the
machine ^nn++++=machine.
. ^zz++++=EXTRAWORD
The ^ati++++=The
books ^nns++++=books
were ^vbd+bed+vrb++=were
very ^ql+amp+++=very
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
learned ^jj+++xvbn+=learned,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
filled ^vpsv++agls+xvbn+=filled
with ^in++++=with
the ^ati++++=the
hardest ^jjt+atrb+++=hardest
words ^nns++++=words.
. ^zz++++=EXTRAWORD
Everyone ^pn++++=Everyone
declared ^vbd+vpub++xvbn+=declared
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
read ^vprf+++xvbnx+=read
and ^cc+phrs+++=and
understood ^vbd+vprv++xvbn+=understood
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
did ^vbd+dod+aux++=did
not ^xnot++not++=not
were ^vbd+bed+vrb++=were
liable ^jj+pred+++=liable
to ^to+jcmp+++=to
be ^vbi+vbi+aux++=be
tapped ^vpsv++agls+xvbnx+=tapped
upon ^in++++=upon
the ^ati++++=the
stomach ^nn++++=stomach
and ^cc++++=and
called ^jj+++xvbn+=called
stupid ^jj++++=stupid.
. ^zz++++=EXTRAWORD
The ^ati++++=The
people ^nns++++=people
learned ^vbd+++xvbn+=learned
the ^ati++++=the
mechanical ^jj+atrb+++=mechanical
bird ^nn++++=bird's
's ^$++++=EXTRAWORD
song ^nn++++=song.
. ^zz++++=EXTRAWORD
Children ^nns++++=Children
sang ^vbd+++xvbn+=sang
it ^pp3+it+++=it
in ^in++++=in
the ^ati++++=the
streets ^nns++++=streets.
. ^zz++++=EXTRAWORD
" ^zz++++="Zi-zi-zi!
zi ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
zi ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
zi ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
Cluck ^np+++??+=Cluck-cluck-cluck!
- ^zz++++=EXTRAWORD
cluck ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
cluck ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
Tra ^np+++??+=Tra-la-la!"
- ^zz++++=EXTRAWORD
la ^&fw++++=EXTRAWORD
- ^zz++++=EXTRAWORD
la ^&fw++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Even ^rb++++=Even
the ^ati++++=the
fishmongers ^nns+nom+++=fishmongers
whistled ^vbd+++xvbn+=whistled
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
a ^at++++=a
person ^nn++++=person
sang ^vbd+++xvbn+=sang
any ^dti++++=any
other ^ap++++=other
tune ^nn++++=tune,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
neighbors ^nns++++=neighbors
looked ^vbd+++xvbn+=looked
at ^rb++++=at
him ^pp3o+pp3+++=him
suspiciously ^rb++++=suspiciously.
. ^zz++++=EXTRAWORD
" ^zz++++="See,"
see ^vb+vprv+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
music ^nn++++=music-master,
- ^zz++++=EXTRAWORD
master ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
artificial ^jj+atrb+++=artificial
bird ^nn++++=bird
is ^vbz+bez+vrb++=is
superior ^jj+pred+++=superior
to ^in++++=to
the ^ati++++=the
living ^jj+atrb++xvbg+=living
one ^pn++++=one.
. ^zz++++=EXTRAWORD
With ^in++++=With
the ^ati++++=the
natural ^jj+atrb+++=natural
bird ^nn++++=bird,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
never ^rb++++=never
knows ^vbz+vprv+++=knows
what ^wdt+who+++=what
is ^vbz+bez+aux++=is
coming ^vbg+++xvbgx+=coming.
. ^zz++++=EXTRAWORD
With ^in++++=With
this ^dt+dem+++=this
bird ^nn++++=bird,
, ^zz++++=EXTRAWORD
all ^abn++++=all
is ^vbz+bez+vrb++=is
certain ^jj+pred+++=certain.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
can ^md+pos+++=can
open ^vb++++=open
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
study ^nn++++=study
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
explain ^vb+vpub+++=explain
precisely ^rb++++=precisely
where ^wrb+who+++=where
the ^ati++++=the
waltz ^nn++++=waltz
begins ^vbz++++=begins,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
it ^pp3+it+++=it
continues ^vbz++++=continues,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
where ^wrb+who+++=where
it ^pp3+it+++=it
ends ^vbz++++=ends."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
true ^jj+pred+++=true,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
courtiers ^nns+nom+++=courtiers.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
repeating ^vbg+vpub++xvbgx+=repeating
this ^dt+dem+++=this
one ^cd1++++=one
evening ^nn++++=evening
when ^wrb+who+++=when
the ^ati++++=the
machine ^nn++++=machine
made ^vbd+++xvbn+=made
a ^at++++=a
sound ^nn++++=sound
from ^in++++=from
within ^in+strn+++=within:
: ^zz++++=EXTRAWORD
" ^zz++++="Crack!"
crack ^jjb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
something ^pn++++=something
spun ^vbd+++xvbn+=spun
loose ^jj++++=loose.
. ^zz++++=EXTRAWORD
" ^zz++++="Whirr-r-r!"
whirr ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
r ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
r ^zz++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
music ^nn++++=music
stopped ^vbd+++xvbn+=stopped.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Emperor ^npt++++=Emperor
sent ^vbd+++xvbn+=sent
for ^in++++=for
his ^pp$+pp3+++=his
clockmaker ^jjr++++=clockmaker.
. ^zz++++=EXTRAWORD
After ^in++++=After
much ^ap++++=much
examination ^nn+nom+++=examination,
, ^zz++++=EXTRAWORD
the ^ati++++=the
clockmaker ^nn++++=clockmaker
said ^vbd+vpub+tht0+xvbn+=said
the ^ati++++=the
machinery ^nn+nom+++=machinery
had ^vbd+hvd+aux++=had
worn ^vprf+++xvbnx+=worn
thin ^jj++++=thin.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
must ^md+nec+++=must
be ^vb+be+aux++=be
used ^vpsv++agls+xvbnx+=used
sparingly ^rb+cnj+++=sparingly,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
declared ^vbd+vpub++xvbnx+=declared.
. ^zz++++=EXTRAWORD
" ^zz++++="Some
some ^dti++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
wheels ^nns++++=wheels
cannot ^md+pos+not++=cannot
be ^vb+be+aux++=be
replaced ^vpsv++agls+xvbnx+=replaced,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
small ^jj+atrb+++=small
silver ^nn++++=silver
pin ^np++++=pin
that ^tht+rel+subj++=that
controls ^vbz++++=controls
the ^ati++++=the
golden ^jj+atrb+++=golden
drum ^nn++++=drum
has ^vbz+hvz+aux++=has
become ^vb++++=become
fatigued ^vbd+++xvbn+=fatigued."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
bird ^nn++++=bird
was ^vbd+bedz+aux++=was
therefore ^rb+cnj+splt++=therefore
permitted ^vpsv++agls+xvbnx+=permitted
to ^to+vcmp+++=to
sing ^vbi++++=sing
only ^rb+down+++=only
once ^rb+tm+++=once
a ^at++++=a
year ^nn++++=year.
. ^zz++++=EXTRAWORD
On ^in++++=On
that ^dt+dem+++=that
occasion ^nn++++=occasion
the ^ati++++=the
music ^nn++++=music-master
- ^zz++++=EXTRAWORD
master ^npt++++=EXTRAWORD
made ^vbd+++xvbn+=made
a ^at++++=a
speech ^nn++++=speech
before ^in++++=before
turning ^xvbg+++xvbg+=turning
the ^ati++++=the
key ^nn++++=key.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
said ^vbd+vpub+tht0+xvbnx+=said
the ^ati++++=the
song ^nn++++=song
was ^vbd+bedz+vrb++=was
finer ^jjr+pred+++=finer
than ^in++++=than
ever ^rb+cnj+++=ever,
, ^zz++++=EXTRAWORD
having ^xvbg+++xvbg+=having
benefited ^vprf+++xvbn+=benefited
from ^in++++=from
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
The ^ati++++=The
court ^npl++++=court
agreed ^vbd+vpub++xvbn+=agreed,
, ^zz++++=EXTRAWORD
for ^in++++=for
agreement ^nn+nom+++=agreement
was ^vbd+bedz+vrb++=was
the ^ati++++=the
cheapest ^jjt+atrb+++=cheapest
thing ^nn++++=thing
at ^rb++++=at
court ^nn++++=court
and ^cc++++=and
always ^rb++++=always
in ^in++++=in
fashion ^nn++++=fashion.
. ^zz++++=EXTRAWORD
Five ^cd++++=Five
years ^nns++++=years
passed ^vbd+++xvbn+=passed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Emperor ^nn++++=Emperor
grew ^vbd+++xvbn+=grew
gravely ^rb++++=gravely
ill ^jj++++=ill.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
the ^ati++++=the
physicians ^nns++++=physicians
said ^vbd+vpub+tht0+xvbn+=said
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
royal ^jj+atrb+++=royal
chill ^nn++++=chill,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
required ^jj+atrb++xvbn+=required
royal ^jj+atrb+++=royal
medicine ^nn++++=medicine.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
they ^pp3a+pp3+++=they
said ^vbd+vpub+tht0+xvbnx+=said
