# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I.
possessed ^vbd+++xvbn+=possessed
the ^ati++++=the
superior ^jj+atrb+++=superior
comfort ^nn++++=comfort
of ^in++++=of
being ^xvbg+++xvbg+=being
less ^rbr++++=less
absurd ^jj++++=absurd
than ^in++++=than
the ^ati++++=the
truth ^nn++++=truth.
. ^zz++++=EXTRAWORD
Illness ^nns+nom+++=Illness,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
knew ^vbd+vprv++xvbnx+=knew,
, ^zz++++=EXTRAWORD
could ^md+pos+++=could
reduce ^vb++++=reduce
the ^ati++++=the
body ^nn++++=body,
, ^zz++++=EXTRAWORD
bleach ^nn+++??+=bleach
or ^cc++++=or
darken ^vb+++xvbn+=darken
the ^ati++++=the
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
give ^vb++++=give
to ^in++++=to
youth ^nn++++=youth
the ^ati++++=the
temporary ^jj+atrb+++=temporary
aspect ^nn++++=aspect
of ^in++++=of
age ^nn++++=age.
. ^zz++++=EXTRAWORD
Medical ^jj+atrb+++=Medical
literature ^nn++++=literature
records ^nns++++=records
prodigies ^nns++++=prodigies
of ^in++++=of
alteration ^nn+nom+++=alteration
after ^in++++=after
fever ^nn++++=fever;
; ^zz++++=EXTRAWORD
men ^nns++++=men
have ^vb+hv+aux++=have
awakened ^vprf+++xvbnx+=awakened
from ^in++++=from
delirium ^nn+++??+=delirium
speaking ^vwbg+++xvbg+=speaking
Latin ^jj++++=Latin,
, ^zz++++=EXTRAWORD
forgetting ^vbg+vprv++xvbg+=forgetting
their ^pp$+pp3+++=their
wives ^nns++++=wives,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
believing ^vbg+vprv+tht0+xvbg+=believing
themselves ^ppls+pp3+++=themselves
made ^vbd+++xvbn+=made
of ^in++++=of
glass ^nn++++=glass.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
should ^md+nec+++=should
a ^at++++=a
lieutenant ^npt+nom+++=lieutenant
not ^xnot++not++=not
lose ^vb++++=lose
a ^at++++=a
season ^nn++++=season?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
passed ^vbd+++xvbnx+=passed
a ^at++++=a
hand ^nn++++=hand
over ^in++++=over
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cheeks ^nns++++=cheeks
were ^vbd+bed+vrb++=were
sunken ^jj+pred+++=sunken;
; ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
corners ^nns+nom+++=corners
of ^in++++=of
the ^ati++++=the
mouth ^nn++++=mouth
ran ^vbd+++xvbn+=ran
deep ^jj+atrb+++=deep
furrows ^nns+++??+=furrows;
; ^zz++++=EXTRAWORD
beneath ^in+pl+++=beneath
the ^ati++++=the
chin ^nn++++=chin
hung ^vbd+++xvbn+=hung
loose ^jj+atrb+++=loose
folds ^nns++++=folds
of ^in++++=of
skin ^nn++++=skin.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
fingers ^nns+nom+++=fingers
encountered ^vwbn+++xvbn+=encountered
a ^at++++=a
beard ^nn++++=beard,
, ^zz++++=EXTRAWORD
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
grey ^np++++=grey
and ^cc++++=and
unfamiliar ^jj++++=unfamiliar.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
began ^vbd+++xvbnx+=began
to ^to++++=to
run ^vbi++++=run.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
fifty ^cd++++=fifty
yards ^nns++++=yards
he ^pp3a+pp3+++=he
stopped ^vbd+++xvbnx+=stopped,
, ^zz++++=EXTRAWORD
gasping ^vbg+++xvbg+=gasping.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rain ^nn++++=rain
increased ^vbd+++xvbn+=increased.
. ^zz++++=EXTRAWORD
At ^rb++++=At
a ^at++++=a
bend ^nn++++=bend
of ^in++++=of
the ^ati++++=the
road ^nn++++=road,
, ^zz++++=EXTRAWORD
half ^abn++++=half
concealed ^vpsv++by+xvbn+=concealed
by ^in++++=by
wet ^jj+atrb+++=wet
shrubs ^nns++++=shrubs,
, ^zz++++=EXTRAWORD
stood ^j+++xvbn+=stood
a ^at++++=a
stone ^nn++++=stone
monument ^nn+nom+++=monument.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
design ^nn++++=design
was ^vbd+bedz+vrb++=was
severe ^jj+pred+++=severe:
: ^zz++++=EXTRAWORD
a ^at++++=a
square ^jj+atrb+++=square
base ^nn++++=base,
, ^zz++++=EXTRAWORD
an ^at++++=an
upright ^jj+atrb+++=upright
shaft ^nn++++=shaft,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
upon ^in++++=upon
the ^ati++++=the
summit ^nn++++=summit
the ^ati++++=the
weather ^nn++++=weather-stained
- ^zz++++=EXTRAWORD
stained ^jj+atrb++xvbn+=EXTRAWORD
figure ^nn++++=figure
of ^in++++=of
a ^at++++=a
soldier ^nn++++=soldier.
. ^zz++++=EXTRAWORD
Moss ^np++++=Moss
occupied ^vbd+++xvbn+=occupied
the ^ati++++=the
incised ^jj+atrb++xvbn+=incised
letters ^nns+nom+++=letters;
; ^zz++++=EXTRAWORD
lichens ^nns++++=lichens
had ^vbd+hvd+aux++=had
established ^vprf+++xvbnx+=established
upon ^in++++=upon
the ^ati++++=the
northern ^jj+atrb+++=northern
face ^nn++++=face
a ^at++++=a
small ^jj+atrb+++=small
grey ^jj+atrb+++=grey
antiquity ^nn+nom+++=antiquity
of ^in++++=of
their ^pp$+pp3+++=their
own ^ap++++=own.
. ^zz++++=EXTRAWORD
Wren ^nn++++=Wren
approached ^vbd+++xvbn+=approached
and ^cc+phrs+++=and
read ^vbd+vprv++xvbn+=read.
. ^zz++++=EXTRAWORD
The ^ati++++=The
monument ^nn+nom+++=monument
commemorated ^vwbn+++xvbn+=commemorated
the ^ati++++=the
soldiers ^nns+nom+++=soldiers
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen
in ^in++++=in
the ^ati++++=the
Battle ^nn++++=Battle
of ^in++++=of
Stone ^np++++=Stone's
's ^$++++=EXTRAWORD
River ^nn++++=River.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
wrong ^jj+pred+++=wrong,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
murmured ^vbd+++xvbnx+=murmured.
. ^zz++++=EXTRAWORD
The ^ati++++=The
date ^nn++++=date
beneath ^in+pl+++=beneath
the ^ati++++=the
inscription ^nn+nom+++=inscription
was ^vbd+bedz+vrb++=was
1862 ^cd+date+++=1862.
. ^zz++++=EXTRAWORD
Below ^in+pl+++=Below
it ^pp3+it+++=it
another ^dt++++=another
inscription ^nn+nom+++=inscription
recorded ^vbd+vpub++xvbn+=recorded
the ^ati++++=the
erection ^nn+nom+++=erection
of ^in++++=of
the ^ati++++=the
memorial ^nn++++=memorial
many ^ap++++=many
decades ^nns++++=decades
later ^rbr+tm+++=later.
. ^zz++++=EXTRAWORD
Wren ^nn++++=Wren
read ^vbd+vprv++xvbn+=read
the ^ati++++=the
figures ^nns++++=figures
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
twice ^rb+cnj+++=twice,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
traced ^vbd+++xvbn+=traced
them ^pp3o+pp3+++=them
with ^in++++=with
a ^at++++=a
shaking ^jj+atrb++xvbg+=shaking
finger ^nn++++=finger
as ^cs+sub+++=as
if ^cs+cnd+++=if
touch ^nn++++=touch
might ^md+pos+++=might
correct ^vb++++=correct
the ^ati++++=the
testimony ^nn++++=testimony
of ^in++++=of
sight ^nn++++=sight.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
of ^in++++=of
whom ^whp+rel+pied++=whom
we ^pp1a+pp1+++=we
write ^vb++++=write
now ^rn+tm+++=now
understood ^vbd+vprv++xvbn+=understood
imperfectly ^rb+cnj+++=imperfectly,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
the ^ati++++=the
common ^jj+atrb+++=common
manner ^nn++++=manner
of ^in++++=of
understanding ^xvbg+++xvbg+=understanding.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know
whether ^cs+who+++=whether
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
slept ^vprf+++xvbnx+=slept
beneath ^in+pl+++=beneath
the ^ati++++=the
cedars ^nns+++??+=cedars
while ^cs+sub+++=while
years ^nns++++=years
marched ^vbd+++xvbn+=marched
over ^rp++++=over
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
whether ^cs+who+++=whether
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
died ^vprf+++xvbnx+=died
there ^rn+pl+++=there
and ^cc++++=and
been ^vprf+ben+aux+xvbn+=been
permitted ^vpsv++agls+xvbnx+=permitted
for ^in++++=for
one ^cd1++++=one
night ^nn++++=night
to ^to++++=to
accompany ^vbi++++=accompany,
, ^zz++++=EXTRAWORD
at ^rb++++=at
a ^at++++=a
distance ^nn+nom+++=distance,
, ^zz++++=EXTRAWORD
the ^ati++++=the
immemorial ^jj+atrb+++=immemorial
retreat ^nn++++=retreat
of ^in++++=of
the ^ati++++=the
slain ^nn+++??+=slain.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
the ^ati++++=the
young ^jj+atrb+++=young
lieutenant ^nn+nom+++=lieutenant
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
monument ^nn+nom+++=monument's
's ^$++++=EXTRAWORD
base ^nn++++=base
lay ^vbd+++xvbn+=lay
a ^at++++=a
shallow ^jj+atrb+++=shallow
depression ^nn++++=depression
filled ^vbd+++xvbn+=filled
with ^in++++=with
rain ^nn++++=rain.
. ^zz++++=EXTRAWORD
The ^ati++++=The
water ^nn++++=water
was ^vbd+bedz+vrb++=was
brown ^jj+pred+++=brown,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
smooth ^jj++++=smooth
enough ^qlp++++=enough
to ^to++++=to
return ^vbi++++=return
an ^at++++=an
image ^nn++++=image.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
down ^rp++++=down.
. ^zz++++=EXTRAWORD
An ^at++++=An
old ^jj+atrb+++=old
man ^nn++++=man
looked ^vbd+++xvbn+=looked
up ^rp++++=up
at ^in++++=at
him ^pp3o+pp3+++=him:
: ^zz++++=EXTRAWORD
a ^at++++=a
wasted ^jj+atrb++xvbn+=wasted
face ^nn++++=face
under ^in++++=under
thin ^jj+atrb+++=thin
white ^jj+atrb+++=white
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
the ^ati++++=the
eyes ^nns++++=eyes
enlarged ^vwbn+++xvbn+=enlarged
by ^in++++=by
terror ^nn++++=terror,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mouth ^nn++++=mouth
open ^nn++++=open
in ^in++++=in
a ^at++++=a
noiseless ^jj+atrb+++=noiseless
appeal ^nn++++=appeal.
. ^zz++++=EXTRAWORD
For ^in++++=For
an ^at++++=an
instant ^nn+nom+++=instant
Wren ^nn++++=Wren
failed ^vbd+++xvbn+=failed
to ^to+vcmp+++=to
recognise ^vbi+vprv+++=recognise
the ^ati++++=the
apparition ^nn+nom+++=apparition.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
it ^pp3+it+++=it
raised ^vbd+++xvbn+=raised
a ^at++++=a
withered ^jj+atrb++xvbn+=withered
hand ^nn++++=hand
as ^ql++++=as
he ^pp3a+pp3+++=he
raised ^vbd+++xvbnx+=raised
his ^pp$+pp3+++=his
own ^ap++++=own.
. ^zz++++=EXTRAWORD
Recognition ^nn+nom+++=Recognition
was ^vbd+bedz+vrb++=was
immediate ^jj+pred+++=immediate
and ^cc+phrs+++=and
complete ^jj++++=complete.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
uttered ^vbd+++xvbnx+=uttered
a ^at++++=a
cry ^nn++++=cry,
, ^zz++++=EXTRAWORD
staggered ^j+++xvbn+=staggered
forward ^rb+cnj+++=forward,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fell ^vbd+++xvbn+=fell
face ^nn++++=face
downward ^jjb++++=downward
into ^in++++=into
the ^ati++++=the
pool ^nn++++=pool.
. ^zz++++=EXTRAWORD
The ^ati++++=The
water ^nn++++=water
was ^vbd+bedz+vrb++=was
scarcely ^rb+down+++=scarcely
four ^cd++++=four
inches ^nns++++=inches
deep ^jj++++=deep,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
death ^nn++++=death,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
properly ^rb++++=properly
instructed ^vbd+++xvbn+=instructed,
, ^zz++++=EXTRAWORD
has ^vbz+hvz+vrb++=has
no ^at++++=no
need ^nn++++=need
of ^in++++=of
depth ^nn++++=depth.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rain ^nn++++=rain
continued ^vbd+++xvbn+=continued.
. ^zz++++=EXTRAWORD
Far ^rb+pl+++=Far
off ^in+strn+++=off,
, ^zz++++=EXTRAWORD
beyond ^in++++=beyond
the ^ati++++=the
peaceful ^jj+atrb+++=peaceful
fields ^nns++++=fields
and ^cc++++=and
the ^ati++++=the
cultivated ^jj+atrb++xvbn+=cultivated
hills ^nns++++=hills,
, ^zz++++=EXTRAWORD
a ^at++++=a
faint ^jj+atrb+++=faint
roll ^nn++++=roll
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
pass ^vbi++++=pass
through ^in++++=through
the ^ati++++=the
air ^nn++++=air
not ^xnot++not++=not
thunder ^nn++++=thunder,
, ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
wheels ^nns++++=wheels
of ^in++++=of
invisible ^jj+atrb+++=invisible
artillery ^nn+nom+++=artillery
moving ^vbg+++xvbg+=moving
northward ^jjb++++=northward
into ^in++++=into
obscurity ^nn+nom+++=obscurity.
. ^zz++++=EXTRAWORD
