# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
How ^wrb+who+++=HOW
and ^cc+cls+++=and
Francis ^np++++=Francis,
, ^zz++++=EXTRAWORD
forgetting ^vbg+vprv++xvbg+=forgetting
Charles ^np++++=Charles,
, ^zz++++=EXTRAWORD
Madrid ^np++++=Madrid,
, ^zz++++=EXTRAWORD
captivity ^nn+nom+++=captivity,
, ^zz++++=EXTRAWORD
ransom ^vb++++=ransom,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Europe ^np++++=Europe,
, ^zz++++=EXTRAWORD
discovered ^vb+++xvbn+=discovered
that ^tht+vcmp+++=that
Spain ^np++++=Spain
possessed ^vbd+++xvbn+=possessed
provinces ^nns++++=provinces
not ^xnot++not++=not
marked ^jj+++xvbn+=marked
upon ^in++++=upon
the ^ati++++=the
emperor ^nn++++=emperor's
's ^$++++=EXTRAWORD
maps ^nns++++=maps.
. ^zz++++=EXTRAWORD
At ^rb++++=At
dawn ^nn++++=dawn
Do ^vb+do+vrb++=Do
a ^at++++=a
Isabel ^np+++??+=Isabel
rose ^vbd+++xvbn+=rose,
, ^zz++++=EXTRAWORD
kissed ^j+++xvbn+=kissed
his ^pp$+pp3+++=his
forehead ^nn++++=forehead
without ^in++++=without
servility ^nn+nom+++=servility,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
asked ^vbd+vsua++xvbn+=asked
whether ^cs+who+++=whether
the ^ati++++=the
remedy ^vb++++=remedy
had ^vb+hv+vrb++=had
displeased ^jj++++=displeased
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Madam,"
madam ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="if
if ^cs+cnd+++=EXTRAWORD
hell ^nn++++=hell
contained ^vbd+++xvbn+=contained
one ^cd1++++=one
woman ^nn++++=woman
like ^in++++=like
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
every ^at++++=every
Frenchman ^nn+nom+++=Frenchman
would ^md+prd+++=would
damn ^vb++++=damn
himself ^ppl+pp3+++=himself
before ^in++++=before
breakfast ^nn++++=breakfast."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Don ^np++++=Don
Hernando ^np+++??+=Hernando
appeared ^vbd+seem++xvbn+=appeared,
, ^zz++++=EXTRAWORD
the ^ati++++=the
king ^npt++++=king
received ^vbd+++xvbn+=received
him ^pp3o+pp3+++=him
with ^in++++=with
a ^at++++=a
solemnity ^nn+nom+++=solemnity
proper ^jj++++=proper
to ^in++++=to
the ^ati++++=the
transfer ^nn+nom+++=transfer
of ^in++++=of
land ^nn++++=land.
. ^zz++++=EXTRAWORD
" ^zz++++="Captain,
captain ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
won ^vprf+++xvbnx+=won.
. ^zz++++=EXTRAWORD
Ville ^np+++??+=Ville-aux-Dames
- ^zz++++=EXTRAWORD
aux ^&fw++++=EXTRAWORD
- ^zz++++=EXTRAWORD
dames ^nns++++=EXTRAWORD
is ^vbz+bez+vrb++=is
yours ^pp$$++++=yours,
, ^zz++++=EXTRAWORD
with ^in++++=with
its ^pp$+it+++=its
mill ^nn++++=mill,
, ^zz++++=EXTRAWORD
dovecote ^nn+++??+=dovecote,
, ^zz++++=EXTRAWORD
vineyards ^nns++++=vineyards,
, ^zz++++=EXTRAWORD
fisheries ^nns+nom+++=fisheries,
, ^zz++++=EXTRAWORD
rents ^nns++++=rents,
, ^zz++++=EXTRAWORD
woods ^nns++++=woods,
, ^zz++++=EXTRAWORD
waters ^nns++++=waters,
, ^zz++++=EXTRAWORD
meadows ^npl++++=meadows,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^abn++++=all
rights ^nns++++=rights
belonging ^vwbg+++xvbg+=belonging
thereto ^rb++++=thereto.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
confess ^nns+nom+++=confess
that ^tht+vcmp+++=that
France ^np++++=France
has ^vbz+hvz+vrb++=has
grace ^nn++++=grace,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Spain ^np++++=Spain,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
chooses ^vbz++++=chooses
not ^xnot++not++=not
to ^in++++=to
murder ^nn++++=murder
a ^at++++=a
man ^nn++++=man,
, ^zz++++=EXTRAWORD
has ^vbz+hvz+vrb++=has
perfection ^nn+nom+++=perfection."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
captain ^npt++++=captain
bowed ^vbd+++xvbn+=bowed
very ^ql+amp+++=very
low ^jj++++=low.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
thank ^vb++++=thank
your ^pp$+pp2+++=your
majesty ^nn++++=majesty."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Tell
tell ^vb++++=EXTRAWORD
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
continued ^vbd+++xvbn+=continued
Francis ^np++++=Francis,
, ^zz++++=EXTRAWORD
" ^zz++++="where
where ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
find ^vb+vprv+++=find
this ^dt+dem+++=this
miracle ^nn++++=miracle?
? ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
she ^pp3a+pp3+++=she
a ^at++++=a
duchess ^nns+nom+++=duchess
in ^in++++=in
disguise ^nn++++=disguise,
, ^zz++++=EXTRAWORD
a ^at++++=a
Moorish ^np+++??+=Moorish
princess ^nns+nom+++=princess,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
some ^dti++++=some
angel ^nn++++=angel
temporarily ^rb++++=temporarily
excused ^vbd+++xvbn+=excused
from ^in++++=from
heaven ^nn++++=heaven?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sire ^nn++++=sire."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
what ^wdt+who+++=what
is ^vbz+bez+vrb++=is
she ^pp3a+pp3+++=she?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
captain ^npt++++=captain
hesitated ^vbd+++xvbn+=hesitated
only ^rb+down+++=only
long ^rb++++=long
enough ^qlp++++=enough
to ^to++++=to
enjoy ^vbi++++=enjoy
his ^pp$+pp3+++=his
estate ^nn++++=estate.
. ^zz++++=EXTRAWORD
" ^zz++++="Sire,
sire ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
wife ^nn++++=wife."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
so ^ql++++=so?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
sire ^nn++++=sire."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
king ^npt++++=king
stared ^vbd+++xvbn+=stared
at ^rb++++=at
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
laughed ^vbd+++xvbn+=laughed
until ^cs+sub+++=until
the ^ati++++=the
guards ^nn++++=guards
believed ^vbd+vprv+tht0+xvbn+=believed
a ^at++++=a
rescue ^nn++++=rescue
had ^vbd+hvd+aux++=had
arrived ^vprf+++xvbnx+=arrived.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
ordered ^vbd+vsua+tht0+xvbnx+=ordered
the ^ati++++=the
grant ^nn++++=grant
drawn ^vwbn+++xvbn+=drawn
that ^dt+dem+++=that
same ^ap++++=same
day ^nn++++=day,
, ^zz++++=EXTRAWORD
saying ^vbg+++xvbg+=saying
that ^tht+vcmp+++=that
any ^dti++++=any
man ^nn++++=man
who ^whp+rel+subj++=who
could ^md+pos+++=could
make ^vb++++=make
his ^pp$+pp3+++=his
wife ^nn++++=wife
serve ^vb++++=serve
his ^pp$+pp3+++=his
ambition ^nn+nom+++=ambition,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
country ^nn++++=country,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
sovereign ^nn++++=sovereign
in ^in++++=in
a ^at++++=a
single ^jj+atrb+++=single
night ^nn++++=night
deserved ^vbd+++xvbn+=deserved
feudal ^jj+atrb+++=feudal
jurisdiction ^nn+nom+++=jurisdiction
over ^in++++=over
somebody ^pn++++=somebody.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
Don ^np++++=Don
Hernando ^np+++??+=Hernando
Lara ^np+++??+=Lara
y ^zz++++=y
L ^zz++++=L
pez ^np++++=pez
became ^vbd+++xvbn+=became
lord ^npt++++=lord
of ^in++++=of
Ville ^np+++??+=Ville-aux-Dames.
- ^zz++++=EXTRAWORD
aux ^&fw++++=EXTRAWORD
- ^zz++++=EXTRAWORD
dames ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
descendants ^nns+nom+++=descendants
settled ^vbd+++xvbn+=settled
in ^in++++=in
France ^np++++=France,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
peasants ^nns+nom+++=peasants,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
unable ^jj++++=unable
or ^cc+phrs+++=or
unwilling ^jj++++=unwilling
to ^to+jcmp+++=to
pronounce ^vbi++++=pronounce
Lara ^np+++??+=Lara
y ^zz++++=y
L ^zz++++=L
pez ^np++++=pez,
, ^zz++++=EXTRAWORD
shortened ^jj++++=shortened
it ^pp3+it+++=it
first ^rb++++=first
to ^in++++=to
Laralope ^np+++??+=Laralope,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
Larray ^np+++??+=Larray;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
from ^in++++=from
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
unless ^cs+cnd+++=unless
three ^cd++++=three
genealogists ^nns+nom+++=genealogists
and ^cc++++=and
a ^at++++=a
canon ^nn++++=canon
of ^in++++=of
Tours ^nns++++=Tours
are ^vb+ber+vrb++=are
liars ^nns++++=liars,
, ^zz++++=EXTRAWORD
descend ^vb++++=descend
the ^ati++++=the
Larrays ^np+++??+=Larrays
who ^whp+rel+subj++=who
later ^rbr+tm+++=later
furnished ^xvbn+++xvbn+=furnished
France ^np++++=France
with ^in++++=with
two ^cd++++=two
captains ^nns++++=captains,
, ^zz++++=EXTRAWORD
a ^at++++=a
bishop ^nn++++=bishop,
, ^zz++++=EXTRAWORD
a ^at++++=a
treasurer ^nn+nom+++=treasurer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
remarkably ^rb++++=remarkably
honest ^jj+atrb+++=honest
tax ^nn++++=tax
collector ^nn++++=collector
who ^whp+rel+subj++=who
died ^vbd+++xvbn+=died
young ^jj++++=young.
. ^zz++++=EXTRAWORD
Soon ^rb+tm+++=Soon
afterward ^rb++++=afterward
Queen ^npt++++=Queen
Marguerite ^np+++??+=Marguerite
reached ^vbd+++xvbn+=reached
Madrid ^np++++=Madrid,
, ^zz++++=EXTRAWORD
bringing ^vbg+++xvbg+=bringing
books ^nns++++=books,
, ^zz++++=EXTRAWORD
counsel ^nn++++=counsel,
, ^zz++++=EXTRAWORD
perfumes ^nns++++=perfumes,
, ^zz++++=EXTRAWORD
papal ^jj+atrb+++=papal
absolution ^nn+nom+++=absolution,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sisterly ^jj+atrb+++=sisterly
tenderness ^nns+nom+++=tenderness.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
found ^vbd+vprv+tht0+xvbnx+=found
the ^ati++++=the
king ^npt++++=king
restored ^vwbn+++xvbn+=restored
to ^in++++=to
colour ^nn++++=colour
and ^cc++++=and
no ^at++++=no
longer ^rbr++++=longer
in ^in++++=in
immediate ^jj+atrb+++=immediate
danger ^nn++++=danger
from ^in++++=from
chastity ^nn+nom+++=chastity.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
welcomed ^vbd+++xvbnx+=welcomed
her ^pp$+pp3+++=her
warmly ^rb+cnj+++=warmly,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
with ^in++++=with
that ^dt+dem+++=that
discretion ^nn+nom+++=discretion
which ^whp+rel+subj++=which
becomes ^vbz++++=becomes
princes ^nns++++=princes
when ^wrb+who+++=when
dispensations ^nns+nom+++=dispensations
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
obtained ^vpsv++agls+xvbnx+=obtained
at ^rb++++=at
considerable ^jj+atrb+++=considerable
expense ^nn++++=expense,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
told ^vbd+vpub++xvbn+=told
her ^pp$+pp3+++=her
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
ready ^jj+pred+++=ready
to ^to+jcmp+++=to
return ^vbi++++=return
to ^in++++=to
French ^jj+atrb+++=French
customs ^nns++++=customs,
, ^zz++++=EXTRAWORD
French ^jj+atrb+++=French
negotiations ^nns+nom+++=negotiations,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
above ^jjb++++=above
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
France ^np++++=France.
. ^zz++++=EXTRAWORD
The ^ati++++=The
morality ^nn+nom+++=morality
is ^vbz+bez+vrb++=is
this ^dt+pdem+++=this:
: ^zz++++=EXTRAWORD
kings ^nns++++=kings
should ^md+nec+++=should
never ^rb++splt++=never
despise ^vb++++=despise
poor ^jj+atrb+++=poor
captains ^nns++++=captains,
, ^zz++++=EXTRAWORD
for ^in++++=for
poverty ^nn++++=poverty
sharpens ^nns+++??+=sharpens
invention ^nn+nom+++=invention;
; ^zz++++=EXTRAWORD
husbands ^nns++++=husbands
should ^md+nec+++=should
not ^xnot++not++=not
wager ^jjr++++=wager
what ^wdt+who+++=what
they ^pp3a+pp3+++=they
cannot ^md+pos+not++=cannot
afford ^vb++++=afford
to ^to+vcmp+++=to
lose ^vbi++++=lose,
, ^zz++++=EXTRAWORD
unless ^cs+cnd+++=unless
the ^ati++++=the
winnings ^nns++++=winnings
include ^vb++++=include
vineyards ^nns++++=vineyards;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
popes ^nns+++??+=popes
should ^md+nec+++=should
write ^vb++++=write
indulgences ^nns+nom+++=indulgences
in ^in++++=in
broad ^jj+atrb+++=broad
terms ^nns++++=terms,
, ^zz++++=EXTRAWORD
since ^in++++=since
Providence ^np+nom++??+=Providence
delights ^nns++++=delights
in ^in++++=in
unforeseen ^jj+atrb+++=unforeseen
particulars ^nns++++=particulars.
. ^zz++++=EXTRAWORD
As ^in++++=As
for ^in"++++=for
queens ^np++++=queens
and ^cc++++=and
princesses ^nns+nom++??+=princesses,
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
no ^at++++=no
sour ^jj+atrb+++=sour
chronicler ^nn+nom+++=chronicler
judge ^nn++++=judge
them ^pp3o+pp3+++=them
by ^in++++=by
the ^ati++++=the
narrow ^jj+atrb+++=narrow
rule ^nn++++=rule
used ^vwbn+++xvbn+=used
for ^in++++=for
shopkeepers ^nns+nom+++=shopkeepers'
' ^zz++++=EXTRAWORD
wives ^nns++++=wives.
. ^zz++++=EXTRAWORD
Royal ^jj+atrb+++=Royal
women ^nns++++=women
carry ^vb++++=carry
kingdoms ^nns+nom+++=kingdoms
in ^in++++=in
their ^pp$+pp3+++=their
petticoats ^nns++++=petticoats,
, ^zz++++=EXTRAWORD
treaties ^nns+++??+=treaties
in ^in++++=in
their ^pp$+pp3+++=their
smiles ^nns++++=smiles,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sometimes ^rb++++=sometimes
the ^ati++++=the
honour ^nn++++=honour
of ^in++++=of
nations ^nns+nom+++=nations
in ^in++++=in
places ^nns++++=places
into ^in++++=into
which ^whp+rel+pied++=which
historians ^nns++++=historians
ought ^md+nec+++=ought
not ^xnot++not++=not
peer ^vb++++=peer
without ^in++++=without
permission ^nn++++=permission.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
truth ^nn++++=truth
was ^vbd+bedz+aux++=was
afterward ^rb++splt++=afterward
proved ^vpsv++by+xvbnx+=proved
by ^in++++=by
Mary ^np++++=Mary,
, ^zz++++=EXTRAWORD
Queen ^npt++++=Queen
of ^in++++=of
Scots ^nn++++=Scots,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
beauty ^nn++++=beauty
frightened ^vbd+++xvbn+=frightened
the ^ati++++=the
heretics ^nns++++=heretics
more ^rbr++++=more
than ^in++++=than
an ^at++++=an
army ^nn++++=army,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whom ^whp+rel+obj++=whom
Elizabeth ^np++++=Elizabeth
of ^in++++=of
England ^np++++=England
red ^jj++++=red-haired,
- ^zz++++=EXTRAWORD
haired ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
jealous ^jj++++=jealous,
, ^zz++++=EXTRAWORD
unmarried ^jj++++=unmarried,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
excessively ^rb++++=excessively
fond ^jj++++=fond
of ^in++++=of
other ^ap++++=other
people ^nns++++=people's
's ^$++++=EXTRAWORD
consciences ^nns+nom+++=consciences
treated ^vwbn+++xvbn+=treated
with ^in++++=with
that ^dt+dem+++=that
cruelty ^nn++++=cruelty
which ^whp+rel+obj++=which
barren ^jj+atrb+++=barren
politics ^nn++++=politics
always ^rb++++=always
shows ^vbz+vprv+++=shows
toward ^in++++=toward
fruitful ^jj+atrb+++=fruitful
romance ^nn+nom+++=romance.
. ^zz++++=EXTRAWORD
But ^cs+sub+++=But
that ^cs"++++=that
matter ^nn++++=matter
requires ^vbz++++=requires
a ^at++++=a
fresh ^jj+atrb+++=fresh
bottle ^nn++++=bottle,
, ^zz++++=EXTRAWORD
a ^at++++=a
stronger ^jjr+atrb+++=stronger
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
another ^dt++++=another
chronicle ^vb++++=chronicle.
. ^zz++++=EXTRAWORD
