# ^zz++++=##
# ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Stay."
stay ^vb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Today?"
today ^nr+tm+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
gripped ^vbd+++xvbnx+=gripped
the ^ati++++=the
bed ^nn++++=bed
slat ^nn++++=slat.
. ^zz++++=EXTRAWORD
Noah ^np++++=Noah
interpreted ^vbd+++xvbn+=interpreted
her ^pp$+pp3+++=her
expression ^nn++++=expression
correctly ^rb++++=correctly
if ^cs+cnd+++=if
not ^xnot++not++=not
her ^pp$+pp3+++=her
word ^nn++++=word
and ^cc++++=and
settled ^vbd+++xvbn+=settled
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
Judge ^nn++++=Judge
Murphy ^np+++??+=Murphy
made ^vbd+++xvbn+=made
a ^at++++=a
slow ^jj+atrb+++=slow
note ^nn++++=note.
. ^zz++++=EXTRAWORD
" ^zz++++="Mrs.
mrs ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Bell ^np++++=Bell,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
happened ^vbd+++xvbn+=happened
Monday ^nr++++=Monday?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="By
by ^in++++=EXTRAWORD
Monday ^nr++++=Monday,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sally ^np++++=Sally
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
had ^vbd+hvd+aux++=had
finished ^vprf+++xvbnx+=finished
being ^vbg+beg++xvbg+=being
patient ^nn++++=patient."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Nobody ^pn++++=Nobody
in ^in++++=in
the ^ati++++=the
court ^nn++++=court
had ^vb+hv+aux++=had
previously ^rb+tm+splt++=previously
suspected ^vprf+++xvbnx+=suspected
patience ^nn+nom+++=patience
of ^in++++=of
any ^dti++++=any
participation ^nn+nom+++=participation
in ^in++++=in
the ^ati++++=the
affair ^nn++++=affair,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
allowed ^vbd+++xvbnx+=allowed
the ^ati++++=the
claim ^vb++++=claim
to ^to+vcmp+++=to
pass ^vbi++++=pass.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
tried ^vbd+++xvbnx+=tried
a ^at++++=a
third ^od++++=third
fire ^vb++++=fire,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
expected ^vbd+vprv++xvbnx+=expected
heat ^nn++++=heat,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
know ^vbi+vprv+++=know
whether ^cs+who+++=whether
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
still ^rb++++=still
there ^rn+pl+++=there."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
he ^pp3a+pp3+++=he?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
water ^nn++++=water
came ^vbd+++xvbn+=came
down ^rp++++=down
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
struck ^vbd+++xvbnx+=struck
the ^ati++++=the
second ^od++++=second
match ^nn++++=match."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Silas ^np+++??+=Silas
shook ^vbd+++xvbn+=shook
his ^pp$+pp3+++=his
head ^jjb++++=head
mournfully ^jj++++=mournfully.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
the ^ati++++=the
voice ^nn++++=voice
said ^vbd+vpub+tht0+xvbn+=said
it ^pp3+it+++=it
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
answered ^vbd+vpub++xvbnx+=answered,
, ^zz++++=EXTRAWORD
' ^zz++++='Very
very ^ql+amp+++=EXTRAWORD
well ^rb++++=well.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
not ^xnot++not++=not
going ^vbg+++xvbg+=going
to ^in++++=to
heaven ^nn++++=heaven,
, ^zz++++=EXTRAWORD
one ^pn++++=one
of ^in++++=of
us ^pp1o+pp1+++=us
is ^vbz+bez+aux++=is
going ^vbg+++xvbgx+=going
somewhere ^rb++++=somewhere
else. ^nn+++??+=else.'"
'" ^nn+++??+=EXTRAWORD
Judge ^nn++++=Judge
Murphy ^np+++??+=Murphy
pointed ^vbd+++xvbn+=pointed
warningly ^rb++++=warningly.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
not ^xnot++not++=not
specify ^vb+vsua+++=specify."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
specify ^vb+vsua+++=specify
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
either ^dtx++++=either.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wished ^vbd+vprv++xvbnx+=wished
to ^to+vcmp+++=to
preserve ^vbi++++=preserve
uncertainty ^nn++++=uncertainty."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Afterward?"
afterward ^rb++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
knocked ^vbd+++xvbnx+=knocked
out ^rb+phrv+++=out
the ^ati++++=the
bottom ^jjb+atrb+++=bottom
hinge ^nn++++=hinge
with ^in++++=with
the ^ati++++=the
slat ^nn++++=slat.
. ^zz++++=EXTRAWORD
The ^ati++++=The
top ^jjb+atrb+++=top
hinge ^nn++++=hinge
held ^vbd+vprv++xvbn+=held.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
kicked ^vbd+++xvbnx+=kicked
the ^ati++++=the
door ^nn++++=door
until ^cs+sub+++=until
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
frame ^nn++++=frame
split ^vbd+++xvbn+=split.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
the ^ati++++=the
slat ^nn++++=slat
between ^in++++=between
the ^ati++++=the
door ^nn++++=door
and ^cc++++=and
the ^ati++++=the
jamb ^nn++++=jamb
and ^cc++++=and
pulled ^jj+++xvbn+=pulled."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Flaherty ^np+++??+=Flaherty
nodded ^vbd+++xvbn+=nodded.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
frame ^nn++++=frame
was ^vbd+bedz+vrb++=was
rotten ^jj+pred+++=rotten."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Silas ^np+++??+=Silas
looked ^vbd+++xvbn+=looked
almost ^rb+hdg+++=almost
proud ^jj++++=proud.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
an ^at++++=an
old ^jj+atrb+++=old
structure ^nn++++=structure."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
court ^nn++++=court
has ^vbz+hvz+aux++=has
gathered ^vprf+++xvbnx+=gathered
that ^tht+vcmp+++=that,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Judge ^nn++++=Judge
Murphy ^np+++??+=Murphy.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
door ^nn++++=door
opened ^vbd+++xvbn+=opened
six ^cd++++=six
inches ^nns++++=inches,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sally ^np++++=Sally
continued ^vbd+++xvbn+=continued.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
put ^vbd+++xvbnx+=put
my ^pp$+pp1+++=my
shoulder ^nn+nom+++=shoulder
through ^in+strn+++=through,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
my ^pp$+pp1+++=my
head ^nn++++=head,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
tore ^vbd+++xvbnx+=tore
my ^pp$+pp1+++=my
sleeve ^nn++++=sleeve.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
fell ^vbd+++xvbnx+=fell
in ^in++++=in
the ^ati++++=the
mud ^nn++++=mud.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
up ^rp++++=up.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
for ^in++++=for
Silas ^np+++??+=Silas."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
found ^vbd+vprv++xvbn+=found
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
then ^rn+tm+++=then.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
found ^vbd+vprv++xvbnx+=found
him ^pp3o+pp3+++=him
an ^at++++=an
hour ^nn++++=hour
later ^rbr+tm+++=later
coming ^vbg+++xvbg+=coming
down ^rp++++=down
Market ^nn++++=Market
Street ^nn++++=Street."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
Silas ^np+++??+=Silas
shuddered ^vbd+++xvbn+=shuddered.
. ^zz++++=EXTRAWORD
The ^ati++++=The
moment ^nn++++=moment
lived ^vbd+++xvbn+=lived
yet ^rb++++=yet
in ^in++++=in
his ^pp$+pp3+++=his
nerves ^nns++++=nerves.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
saw ^vbd+vprv++xvbnx+=saw
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sally ^np++++=Sally
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=did
he ^pp3a+pp3+++=he
do ^vb+do+vrb++=do?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
ran ^vbd+++xvbnx+=ran."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
slat ^nn++++=slat,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Silas ^np+++??+=Silas
explained ^vbd+vpub++xvbn+=explained.
. ^zz++++=EXTRAWORD
" ^zz++++="An
an ^at++++=EXTRAWORD
innocent ^jj+atrb+++=innocent
man ^nn++++=man
does ^vbz+doz+aux++=does
not ^xnot++not++=not
run ^vb+++xvbn+=run."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="An
an ^at++++=EXTRAWORD
innocent ^jj+atrb+++=innocent
man ^nn++++=man
with ^in++++=with
good ^jj+atrb+++=good
eyesight ^nn++++=eyesight
does ^vbz+doz+vrb++=does."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sally ^np++++=Sally
took ^vbd+++xvbn+=took
one ^cd1++++=one
step ^nn++++=step
toward ^in++++=toward
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
two ^cd++++=two
backward ^jj++++=backward,
, ^zz++++=EXTRAWORD
preserving ^vbg+++xvbg+=preserving
the ^ati++++=the
ratio ^nn++++=ratio
established ^vbd+vprv++xvbn+=established
on ^in++++=on
Market ^nn++++=Market
Street ^nn++++=Street.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
followed ^vbd+vprv++xvbn+=followed?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Judge ^npt++++=Judge
Murphy ^np+++??+=Murphy.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
followed ^vbd+vprv++xvbnx+=followed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
far ^rb+pl+++=far?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="From
from ^in++++=EXTRAWORD
Weller ^np++++=Weller's
's ^$++++=EXTRAWORD
feed ^nn++++=feed
store ^nn++++=store
to ^in++++=to
the ^ati++++=the
courthouse ^nn+++??+=courthouse
square ^nn++++=square,
, ^zz++++=EXTRAWORD
around ^rp++++=around
the ^ati++++=the
fountain ^nn++++=fountain
twice ^rb+cnj+++=twice,
, ^zz++++=EXTRAWORD
through ^in++++=through
Haber ^np++++=Haber's
's ^$++++=EXTRAWORD
laundry ^nn++++=laundry,
, ^zz++++=EXTRAWORD
out ^rp+pl+++=out
the ^ati++++=the
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
across ^in+pl+++=across
the ^ati++++=the
alley ^nn++++=alley,
, ^zz++++=EXTRAWORD
over ^in++++=over
a ^at++++=a
chicken ^nn++++=chicken
coop ^nn+++??+=coop,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
into ^in++++=into
the ^ati++++=the
arms ^nns++++=arms
of ^in++++=of
Constable ^np++++=Constable
Flaherty ^np+++??+=Flaherty."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Flaherty ^np+++??+=Flaherty
polished ^jj++++=polished
a ^at++++=a
button ^nn++++=button
thoughtfully ^rb++++=thoughtfully.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
exactly ^rb++++=exactly
into ^in++++=into
my ^pp$+pp1+++=my
arms ^nns++++=arms.
. ^zz++++=EXTRAWORD
More ^rbr++++=More
across ^in+pl+++=across
my ^pp$+pp1+++=my
path ^nn++++=path
at ^rb++++=at
speed ^nn++++=speed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Who?"
who ^whp+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
judge ^nn++++=judge.
. ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
of ^in++++=of
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Explain."
explain ^vb+vpub+++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
by ^in++++=by
the ^ati++++=the
fountain ^nn++++=fountain
when ^wrb+who+++=when
Silas ^np+++??+=Silas
came ^vbd+++xvbn+=came
around ^in++++=around
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bell ^np++++=Bell
came ^vbd+++xvbn+=came
behind ^rp+pl+++=behind
him ^pp3o+pp3+++=him
with ^in++++=with
the ^ati++++=the
slat ^nn++++=slat.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
went ^vbd+++xvbnx+=went
through ^in++++=through
the ^ati++++=the
laundry ^nn++++=laundry.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
went ^vbd+++xvbnx+=went
through ^in++++=through
the ^ati++++=the
laundry ^nn++++=laundry.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
around ^in++++=around
the ^ati++++=the
laundry ^nn++++=laundry
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Haber ^np++++=Haber.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
reached ^vbd+++xvbnx+=reached
the ^ati++++=the
alley ^nn++++=alley,
, ^zz++++=EXTRAWORD
Silas ^np+++??+=Silas
had ^vbd+hvd+aux++=had
upset ^vprf+++xvbnx+=upset
a ^at++++=a
basket ^nn++++=basket,
, ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bell ^np++++=Bell
had ^vbd+hvd+aux++=had
upset ^vprf+++xvbnx+=upset
Silas ^np+++??+=Silas,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
chicken ^nn++++=chicken
had ^vbd+hvd+aux++=had
upset ^vprf+++xvbnx+=upset
everybody ^pn++++=everybody."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+vrb++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bell ^np++++=Bell
strike ^nn++++=strike
the ^ati++++=the
defendant ^nn+nom+++=defendant?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Repeatedly."
repeatedly ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
struck ^vbd+++xvbnx+=struck
him ^pp3o+pp3+++=him
twice ^rb+cnj+++=twice,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sally ^np++++=Sally
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Three
three ^cd++++=EXTRAWORD
times ^nns++++=times,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Silas ^np+++??+=Silas.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
chicken ^nn++++=chicken
was ^vbd+bedz+vrb++=was
the ^ati++++=the
third ^nn++++=third."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
chicken ^nn++++=chicken
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+vrb++=have
a ^at++++=a
bed ^nn++++=bed
slat ^nn++++=slat."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
may ^md+pos+++=may
have ^vb+hv+aux++=have
wished ^vprf+++xvbnx+=wished
for ^in++++=for
one ^pn++++=one."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Flaherty ^np+++??+=Flaherty
raised ^vbd+++xvbn+=raised
his ^pp$+pp3+++=his
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
the ^ati++++=the
court ^nn++++=court
pleases ^vbz++++=pleases,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stopped ^vbd+++xvbnx+=stopped
the ^ati++++=the
fourth ^od++++=fourth
blow ^nn++++=blow."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There!"
there ^rn+pl+++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Silas ^np+++??+=Silas
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
fourth ^od++++=fourth."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
never ^rb++++=never
arrived ^vbd+++xvbn+=arrived."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
suffered ^vbd+++xvbnx+=suffered
anticipation ^nn+nom+++=anticipation."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Judge ^nn++++=Judge
Murphy ^np+++??+=Murphy
looked ^vbd+++xvbn+=looked
at ^rb++++=at
Sally ^np++++=Sally.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
assaulted ^vbd+++xvbn+=assaulted
him ^pp3o+pp3+++=him
in ^in++++=in
the ^ati++++=the
public ^jj+atrb+++=public
street ^nn++++=street."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
corrected ^vbd+++xvbnx+=corrected
him ^pp3o+pp3+++=him
in ^in++++=in
the ^ati++++=the
public ^jj+atrb+++=public
street ^nn++++=street.
. ^zz++++=EXTRAWORD
The ^ati++++=The
assault ^nn++++=assault
began ^vbd+++xvbn+=began
at ^in++++=at
the ^ati++++=the
shack ^nn++++=shack."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
allege ^nn+++??+=allege."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
demonstrate ^nn+nom+++=demonstrate."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
hand ^nn++++=hand
moved ^vbd+++xvbn+=moved
toward ^in++++=toward
the ^ati++++=the
slat ^nn++++=slat.
. ^zz++++=EXTRAWORD
Flaherty ^np++++=Flaherty's
's ^$++++=EXTRAWORD
baton ^nn++++=baton
came ^vbd+++xvbn+=came
down ^rb+phrv+++=down
on ^in+ppvb+++=on
it ^pp3+it+++=it
with ^in++++=with
a ^at++++=a
click ^nn++++=click.
. ^zz++++=EXTRAWORD
" ^zz++++="Leave
leave ^vb++++=EXTRAWORD
the ^ati++++=the
exhibit ^nn++++=exhibit,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Judge ^nn++++=Judge
Murphy ^np+++??+=Murphy
leaned ^vbd+++xvbn+=leaned
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
chair ^nn++++=chair
complained ^vbd+vpub++xvbn+=complained,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
no ^at++++=no
more ^rbr++++=more
bitterly ^rb++++=bitterly
than ^cs+sub+++=than
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
" ^zz++++="Mrs.
mrs ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Bell ^np++++=Bell,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
that ^tht+vcmp+++=that
your ^pp$+pp2+++=your
full ^jj+atrb+++=full
account ^nn++++=account?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
judge ^nn++++=judge
paled ^vbd+++xvbn+=paled.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
enough ^qlp++++=enough
for ^in++++=for
now ^rn+tm+++=now."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
recovered ^vbd+++xvbnx+=recovered
slightly ^rb+down+++=slightly.
. ^zz++++=EXTRAWORD
" ^zz++++="Mr.
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Green ^np++++=Green,
, ^zz++++=EXTRAWORD
step ^vb++++=step
forward ^rb++++=forward."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Silas ^np+++??+=Silas
approached ^vbd+++xvbn+=approached
the ^ati++++=the
rail ^nn++++=rail
in ^in++++=in
the ^ati++++=the
manner ^nn++++=manner
of ^in++++=of
a ^at++++=a
man ^nn++++=man
invited ^vwbn+++xvbn+=invited
to ^to++++=to
inspect ^vbi++++=inspect
his ^pp$+pp3+++=his
own ^ap++++=own
grave ^nn++++=grave.
. ^zz++++=EXTRAWORD
" ^zz++++="Tell
tell ^vb++++=EXTRAWORD
the ^ati++++=the
court ^nn++++=court
where ^wrb+who+++=where
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
from ^in++++=from
Saturday ^nr++++=Saturday
morning ^nn++++=morning
until ^in++++=until
Monday ^nr++++=Monday
afternoon ^nn++++=afternoon."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="At
at ^rb++++=EXTRAWORD
Mount ^nn++++=Mount
Promise ^nn++++=Promise."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
the ^ati++++=the
ascension ^nn++++=ascension
gathering ^vwbg+++xvbg+=gathering?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
time ^nn++++=time
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
go ^vb++++=go?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Friday
friday ^nr++++=EXTRAWORD
night ^nn++++=night."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+++=EXTRAWORD
so ^ql+emph+++=so
early ^jj++++=early?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Silas ^np+++??+=Silas
looked ^vbd+++xvbn+=looked
surprised ^vpsv++by+xvbn+=surprised
by ^in++++=by
the ^ati++++=the
question ^nn+nom+++=question.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
a ^at++++=a
person ^nn++++=person
expects ^vbz++++=expects
to ^to++++=to
rise ^vbi++++=rise
into ^in++++=into
eternal ^jj+atrb+++=eternal
glory ^nn++++=glory,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
does ^vbz+doz+aux++=doesn't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to
miss ^vbi++++=miss
the ^ati++++=the
wagon ^nn++++=wagon."
