# ^zz++++=#
Old ^jj+atrb+++=Old
known ^vpsv++agls+xvbnx+=known
as ^ql++++=as
a ^at++++=a
powerful ^jj+atrb+++=powerful
cruiser ^nn++++=cruiser.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
looking ^vbg+++xvbgx+=looking
for ^in++++=for
an ^at++++=an
American ^jj+atrb+++=American
opponent ^nn++++=opponent.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
found ^vprf+++xvbnx+=found
one ^pn++++=one.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ships ^nns++++=ships
cleared ^vwbn+++xvbn+=cleared
for ^in++++=for
action ^nn++++=action.
. ^zz++++=EXTRAWORD
Sand ^nn++++=Sand
was ^vbd+bedz+aux++=was
scattered ^vpsv++agls+xvbnx+=scattered
upon ^in++++=upon
the ^ati++++=the
decks ^nns++++=decks
to ^to++++=to
keep ^vbi++++=keep
the ^ati++++=the
men ^nns++++=men
from ^in++++=from
slipping ^nn++++=slipping.
. ^zz++++=EXTRAWORD
Buckets ^np+++??+=Buckets
of ^in++++=of
water ^nn++++=water
stood ^vbd+++xvbn+=stood
ready ^jj++++=ready
against ^in++++=against
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
Surgeons ^nns++++=Surgeons
arranged ^vwbn+vsua++xvbn+=arranged
their ^pp$+pp3+++=their
instruments ^nns+nom+++=instruments
below ^in+strn+++=below.
. ^zz++++=EXTRAWORD
The ^ati++++=The
guns ^nns++++=guns
were ^vbd+bed+aux++=were
loaded ^vpsv++agls+xvbnx+=loaded,
, ^zz++++=EXTRAWORD
tackles ^vbz++++=tackles
cast ^nn+++xvbn+=cast
loose ^jj++++=loose,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
matches ^vbz++++=matches
lighted ^vbd+++xvbn+=lighted.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Guerri ^np+++??+=Guerri
re ^in++++=re
opened ^vbd+++xvbn+=opened
at ^rb++++=at
long ^rb++++=long
range ^nn++++=range.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
shot ^vbd+++xvbn+=shot
fell ^vbd+++xvbn+=fell
short ^jj++++=short
or ^cc+phrs+++=or
passed ^jj+++xvbn+=passed
through ^in++++=through
the ^ati++++=the
Constitution ^np+nom+++=Constitution's
's ^$++++=EXTRAWORD
rigging ^nn++++=rigging.
. ^zz++++=EXTRAWORD
Hull ^np++++=Hull
held ^vbd+vprv++xvbn+=held
his ^pp$+pp3+++=his
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
meant ^vbd+vprv++xvbnx+=meant
to ^to+vcmp+++=to
come ^vbi++++=come
close ^jj++++=close,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
every ^at++++=every
American ^jj+atrb+++=American
ball ^nn++++=ball
would ^md+prd+++=would
tell ^vb++++=tell.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sailors ^nns++++=sailors
waited ^vbd+++xvbn+=waited
beside ^in+pl+++=beside
their ^pp$+pp3+++=their
guns ^nns++++=guns.
. ^zz++++=EXTRAWORD
" ^zz++++="Shall
shall ^md+prd+++=EXTRAWORD
we ^pp1a+pp1+++=we
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
an ^at++++=an
officer ^npt++++=officer
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
yet ^rb++++=yet."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
enemy ^nn++++=enemy's
's ^$++++=EXTRAWORD
cannon ^nn++++=cannon
spoke ^vbd+++xvbn+=spoke
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
One ^pn++++=One
of ^in++++=of
her ^pp$+pp3+++=her
balls ^nns++++=balls
struck ^vbd+++xvbn+=struck
the ^ati++++=the
Constitution ^np+nom+++=Constitution's
's ^$++++=EXTRAWORD
side ^nn++++=side
and ^cc++++=and
bounded ^vbd+++xvbn+=bounded
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
A ^at++++=A
sailor ^nn++++=sailor,
, ^zz++++=EXTRAWORD
seeing ^vbg+vprv++xvbg+=seeing
it ^pp3+it+++=it
fall ^nn++++=fall
into ^in++++=into
the ^ati++++=the
sea ^nn++++=sea,
, ^zz++++=EXTRAWORD
shouted ^j+++xvbn+=shouted:
: ^zz++++=EXTRAWORD
" ^zz++++="Huzza!
huzza ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
sides ^nns++++=sides
are ^vb+ber+aux++=are
made ^vpsv++agls+xvbnx+=made
of ^in++++=of
iron ^nn++++=iron!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
men ^nns++++=men
took ^vbd+++xvbn+=took
up ^rb+phrv+++=up
the ^ati++++=the
cry ^nn++++=cry.
. ^zz++++=EXTRAWORD
Old ^jj+atrb+++=Old
Ironsides ^np+++??+=Ironsides!
! ^zz++++=EXTRAWORD
The ^ati++++=The
name ^nn++++=name
was ^vbd+bedz+aux++=was
born ^vpsv++agls+xvbnx+=born
in ^in++++=in
battle ^nn++++=battle.
. ^zz++++=EXTRAWORD
Hull ^np++++=Hull
came ^vbd+++xvbn+=came
nearer ^rbr++++=nearer.
. ^zz++++=EXTRAWORD
Nearer ^rbr++++=Nearer
still ^rb++++=still.
. ^zz++++=EXTRAWORD
The ^ati++++=The
British ^nn++++=British
could ^md+pos+++=could
see ^vb+vprv+++=see
the ^ati++++=the
faces ^nns++++=faces
at ^rb++++=at
our ^pp$+pp1+++=our
gun ^nn++++=gun
ports ^nns++++=ports.
. ^zz++++=EXTRAWORD
" ^zz++++="Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
boys ^nns++++=boys,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Hull ^np++++=Hull,
, ^zz++++=EXTRAWORD
" ^zz++++="pour
pour ^&fw++++=EXTRAWORD
it ^pp3+it+++=it
into ^in++++=into
her ^pp$+pp3+++=her!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
Constitution ^np+nom+++=Constitution's
's ^$++++=EXTRAWORD
broadside ^nn+++??+=broadside
crashed ^vbd+++xvbn+=crashed
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
The ^ati++++=The
effect ^nn++++=effect
was ^vbd+bedz+vrb++=was
terrible ^jj+pred+++=terrible.
. ^zz++++=EXTRAWORD
Shot ^j+++xvbn+=Shot
smashed ^jj+++xvbn+=smashed
through ^in++++=through
the ^ati++++=the
Guerri ^np+++??+=Guerri
re ^in++++=re's
's ^vbz+bez+vrb++0=EXTRAWORD
hull ^nn++++=hull,
, ^zz++++=EXTRAWORD
tore ^j+++xvbn+=tore
her ^pp$+pp3+++=her
rigging ^nn++++=rigging,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
struck ^vprf+++xvbn+=struck
down ^rp++++=down
men ^nns++++=men
at ^in++++=at
the ^ati++++=the
guns ^nns++++=guns.
. ^zz++++=EXTRAWORD
Smoke ^nn++++=Smoke
covered ^vbd+++xvbn+=covered
both ^abx++++=both
ships ^nns++++=ships.
. ^zz++++=EXTRAWORD
Flames ^nns++++=Flames
leaped ^vbd+++xvbn+=leaped
through ^in++++=through
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Marines ^nns++++=Marines
fired ^vbd+++xvbn+=fired
from ^in++++=from
the ^ati++++=the
tops ^nns++++=tops.
. ^zz++++=EXTRAWORD
Officers ^nns+nom+++=Officers
shouted ^vbd+vpub++xvbn+=shouted
commands ^nns++++=commands
that ^tht+rel+subj++=that
could ^md+pos+++=could
scarcely ^rb+down+++=scarcely
be ^vb+be+aux++=be
heard ^vpsv++agls+xvbnx+=heard
above ^jjb++++=above
the ^ati++++=the
thunder ^nn++++=thunder.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Guerri ^np+++??+=Guerri
re ^in++++=re
answered ^vbd+vpub++xvbn+=answered
gallantly ^rb++++=gallantly.
. ^zz++++=EXTRAWORD
Cannonballs ^np+++??+=Cannonballs
came ^vbd+++xvbn+=came
aboard ^in+pl+++=aboard
the ^ati++++=the
Constitution ^nn+nom+++=Constitution,
, ^zz++++=EXTRAWORD
cutting ^nvbg+++xvbg+=cutting
ropes ^nns++++=ropes
and ^cc++++=and
showering ^jj+atrb++xvbg+=showering
splinters ^nns+nom+++=splinters.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
her ^pp$+pp3+++=her
massive ^jj++++=massive
live ^vb++++=live-oak
- ^zz++++=EXTRAWORD
oak ^nn++++=EXTRAWORD
sides ^nns++++=sides
endured ^vwbn+++xvbn+=endured
the ^ati++++=the
punishment ^nn+nom+++=punishment.
. ^zz++++=EXTRAWORD
Hull ^np++++=Hull
paced ^vbd+++xvbn+=paced
the ^ati++++=the
quarter ^nn++++=quarter-deck,
- ^zz++++=EXTRAWORD
deck ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
excited ^xvbn+++xvbn+=excited
by ^in++++=by
the ^ati++++=the
fight ^nn++++=fight.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
moment ^nn++++=moment
of ^in++++=of
great ^jj+atrb+++=great
exertion ^nn+nom+++=exertion,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
bent ^vbd+++xvbnx+=bent
suddenly ^rb++++=suddenly
and ^cc++++=and
split ^nn+++xvbn+=split
his ^pp$+pp3+++=his
tight ^jj+atrb+++=tight
breeches ^nns++++=breeches.
. ^zz++++=EXTRAWORD
A ^at++++=A
sailor ^nn++++=sailor
who ^whp+rel+subj++=who
saw ^vbd+vprv+tht0+xvbn+=saw
the ^ati++++=the
mishap ^nn++++=mishap
could ^md+pos+++=could
not ^xnot++not++=not
resist ^vb++++=resist
a ^at++++=a
grin ^nn++++=grin,
, ^zz++++=EXTRAWORD
even ^rb++++=even
under ^in++++=under
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
Hull ^np++++=Hull
sent ^vbd+++xvbn+=sent
below ^rb++++=below
for ^in++++=for
another ^dt++++=another
pair ^nn++++=pair
and ^cc++++=and
fought ^vpsv++agls+xvbn+=fought
on ^in++++=on
with ^in++++=with
no ^at++++=no
loss ^nn++++=loss
of ^in++++=of
dignity ^nn+nom+++=dignity.
. ^zz++++=EXTRAWORD
The ^ati++++=The
two ^cd++++=two
ships ^nns++++=ships
drew ^vbd+++xvbn+=drew
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Guerri ^np+++??+=Guerri
re ^in++++=re's
's ^vbz+bez+aux++0=EXTRAWORD
bowsprit ^nn+++??+=bowsprit
became ^vbd+++xvbn+=became
entangled ^vpsv++agls+xvbn+=entangled
with ^in++++=with
the ^ati++++=the
Constitution ^np+nom+++=Constitution's
's ^$++++=EXTRAWORD
mizzen ^vb+++xvbn+=mizzen
rigging ^nn++++=rigging.
. ^zz++++=EXTRAWORD
Boarders ^nns+nom+++=Boarders
were ^vbd+bed+aux++=were
called ^vpsv++agls+xvbnx+=called.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
rushed ^vbd+++xvbn+=rushed
forward ^rb++++=forward
with ^in++++=with
cutlasses ^nns+++??+=cutlasses.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
sea ^npl++++=sea
rolled ^vbd+++xvbn+=rolled
the ^ati++++=the
ships ^nns++++=ships
apart ^rp++++=apart
before ^cs+sub+++=before
either ^dtx++++=either
crew ^nn++++=crew
could ^md+pos+++=could
cross ^vb++++=cross.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
Guerri ^np+++??+=Guerri
re ^in++++=re's
's ^vbz+bez+aux++0=EXTRAWORD
mizzenmast ^nn+++??+=mizzenmast
went ^vbd+++xvbn+=went
over ^in++++=over
the ^ati++++=the
side ^nn++++=side.
. ^zz++++=EXTRAWORD
Soon ^rb+tm+++=Soon
her ^pp$+pp3+++=her
foremast ^nn+++??+=foremast
and ^cc++++=and
mainmast ^vb+++??+=mainmast
followed ^vbd+vprv++xvbn+=followed.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
lay ^vbd+++xvbnx+=lay
helpless ^jj++++=helpless,
, ^zz++++=EXTRAWORD
a ^at++++=a
dismasted ^jj+atrb++xvbn+=dismasted
wreck ^nn++++=wreck
rolling ^vwbg+++xvbg+=rolling
in ^in++++=in
the ^ati++++=the
waves ^nns++++=waves.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Constitution ^nn+nom+++=Constitution
drew ^vbd+++xvbn+=drew
off ^rp+pl+++=off
to ^to++++=to
repair ^vbi++++=repair
her ^pp$+pp3+++=her
rigging ^nn++++=rigging.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
returned ^vbd+++xvbnx+=returned.
. ^zz++++=EXTRAWORD
The ^ati++++=The
British ^jj+atrb+++=British
flag ^nn++++=flag
came ^vbd+++xvbn+=came
down ^rp++++=down.
. ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
Dacres ^np+++??+=Dacres
was ^vbd+bedz+aux++=was
brought ^vpsv++agls+xvbnx+=brought
aboard ^in+pl+++=aboard
to ^in++++=to
surrender ^nn+nom+++=surrender
his ^pp$+pp3+++=his
sword ^nn++++=sword.
. ^zz++++=EXTRAWORD
Hull ^np++++=Hull
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
wounded ^jj+atrb++xvbn+=wounded
ship ^nn++++=ship
and ^cc++++=and
the ^ati++++=the
gallant ^jj+atrb+++=gallant
officer ^nn++++=officer
before ^in++++=before
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
not ^xnot++not++=not
take ^vb++++=take
a ^at++++=a
sword ^nn++++=sword
from ^in++++=from
one ^cd1++++=one
who ^whp+rel+subj++=who
knows ^vbz+vprv+++=knows
so ^ql++++=so
well ^rb++++=well
how ^wrb+who+++=how
to ^to++++=to
use ^vbi++++=use
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
victory ^nn++++=victory
astonished ^vbd+++xvbn+=astonished
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
The ^ati++++=The
battle ^nn++++=battle
had ^vbd+hvd+aux++=had
lasted ^vprf+++xvbnx+=lasted
only ^rb+down+++=only
a ^at++++=a
short ^jj+atrb+++=short
time ^nn++++=time,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
shattered ^vbd+++xvbn+=shattered
the ^ati++++=the
belief ^nn++++=belief
that ^tht+ncmp+++=that
British ^jj+atrb+++=British
frigates ^nns+nom+++=frigates
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+aux++=be
beaten ^vpsv++agls+xvbnx+=beaten.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
Constitution ^nn+nom+++=Constitution
returned ^vbd+++xvbn+=returned
to ^in++++=to
Boston ^np++++=Boston,
, ^zz++++=EXTRAWORD
boats ^nns++++=boats
crowded ^vbd+++xvbn+=crowded
the ^ati++++=the
harbor ^nn++++=harbor,
, ^zz++++=EXTRAWORD
cannon ^nn++++=cannon
boomed ^vbd+++xvbn+=boomed,
, ^zz++++=EXTRAWORD
bells ^nns++++=bells
rang ^vbd+++xvbn+=rang,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
cheering ^jj+atrb+++=cheering
citizens ^nns++++=citizens
welcomed ^vbd+++xvbn+=welcomed
Hull ^np++++=Hull
and ^cc++++=and
his ^pp$+pp3+++=his
crew ^nn++++=crew.
. ^zz++++=EXTRAWORD
Old ^jj+atrb+++=Old
Ironsides ^np+++??+=Ironsides
had ^vbd+hvd+aux++=had
won ^vprf+++xvbnx+=won
her ^pp$+pp3+++=her
immortal ^jj+atrb+++=immortal
name ^nn++++=name.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
next ^ap++++=next
captain ^npt++++=captain
was ^vbd+bedz+vrb++=was
William ^np++++=William
Bainbridge ^np++++=Bainbridge,
, ^zz++++=EXTRAWORD
a ^at++++=a
tall ^jj+atrb+++=tall,
, ^zz++++=EXTRAWORD
grave ^jj+atrb+++=grave
officer ^nn++++=officer
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
known ^vprf+++xvbnx+=known
both ^abx++++=both
hardship ^nn+nom+++=hardship
and ^cc++++=and
humiliation ^nn+nom+++=humiliation.
. ^zz++++=EXTRAWORD
Years ^nns++++=Years
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
captain ^npt++++=captain
of ^in++++=of
the ^ati++++=the
captured ^jj+++xvbn+=captured
Philadelphia ^np++++=Philadelphia
and ^cc++++=and
had ^vbd+hvd+aux++=had
suffered ^vprf+++xvbnx+=suffered
imprisonment ^nn+nom+++=imprisonment
in ^in++++=in
Tripoli ^np+++??+=Tripoli.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
fortune ^nn++++=fortune
gave ^vbd+++xvbn+=gave
him ^pp3o+pp3+++=him
an ^at++++=an
opportunity ^nn+nom+++=opportunity
to ^to+ncmp+++=to
win ^vbi++++=win
fresh ^jj+atrb+++=fresh
honor ^nn++++=honor.
. ^zz++++=EXTRAWORD
Late ^jj++++=Late
in ^in++++=in
1812 ^cd+date+++=1812
the ^ati++++=the
Constitution ^nn+nom+++=Constitution
cruised ^vbd+++xvbn+=cruised
off ^in+pl+++=off
the ^ati++++=the
coast ^nn++++=coast
of ^in++++=of
Brazil ^np++++=Brazil.
. ^zz++++=EXTRAWORD
On ^in++++=On
December ^nr+nom+++=December
29 ^cd++++=29
she ^pp3a+pp3+++=she
met ^vbd+++xvbnx+=met
the ^ati++++=the
British ^jj+atrb+++=British
frigate ^nn+nom+++=frigate
Java ^np+++??+=Java.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Java ^np+++??+=Java
was ^vbd+bedz+vrb++=was
swift ^np++++=swift
and ^cc++++=and
well ^rb++++=well
handled ^vbd+++xvbn+=handled.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
carried ^vbd+++xvbnx+=carried
experienced ^vprf+++xvbn+=experienced
officers ^nns+nom+++=officers
and ^cc++++=and
a ^at++++=a
large ^jj+atrb+++=large
crew ^nn++++=crew,
, ^zz++++=EXTRAWORD
including ^in++++=including
soldiers ^nns+nom+++=soldiers
and ^cc++++=and
passengers ^nns+nom+++=passengers
bound ^vwbn+++xvbn+=bound
for ^in++++=for
the ^ati++++=the
East ^nr+pl+++=East
Indies ^nps++++=Indies.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
captain ^npt++++=captain,
, ^zz++++=EXTRAWORD
Henry ^np++++=Henry
Lambert ^np++++=Lambert,
, ^zz++++=EXTRAWORD
promptly ^rb++++=promptly
accepted ^jj+atrb++xvbn+=accepted
battle ^nn++++=battle.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ships ^nns++++=ships
maneuvered ^vbd+++xvbn+=maneuvered
for ^in++++=for
position ^nn+nom+++=position.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Java ^np+++??+=Java
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
cross ^vbi++++=cross
the ^ati++++=the
Constitution ^np+nom+++=Constitution's
's ^$++++=EXTRAWORD
stern ^jj++++=stern,
, ^zz++++=EXTRAWORD
from ^in++++=from
which ^whp+rel+pied++=which
she ^pp3a+pp3+++=she
could ^md+pos+++=could
pour ^&fw++++=pour
a ^at++++=a
raking ^jj+atrb++xvbg+=raking
fire ^nn++++=fire
down ^rp++++=down
the ^ati++++=the
whole ^jj++++=whole
length ^rb++++=length
of ^in++++=of
the ^ati++++=the
deck ^nn++++=deck.
. ^zz++++=EXTRAWORD
Bainbridge ^np++++=Bainbridge
prevented ^vbd+++xvbn+=prevented
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
frigates ^nns+nom+++=frigates
circled ^vbd+++xvbn+=circled
and ^cc+phrs+++=and
fired ^vbd+++xvbn+=fired,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
white ^jj+atrb+++=white
sails ^nns++++=sails
standing ^vwbg+++xvbg+=standing
above ^jjb+atrb+++=above
banks ^nns++++=banks
of ^in++++=of
powder ^nn++++=powder
smoke ^nn++++=smoke.
. ^zz++++=EXTRAWORD
Early ^jj++++=Early
in ^in++++=in
the ^ati++++=the
action ^nn++++=action
Bainbridge ^np++++=Bainbridge
was ^vbd+bedz+aux++=was
struck ^vpsv++agls+xvbnx+=struck
in ^in++++=in
the ^ati++++=the
hip ^nn++++=hip
by ^in++++=by
a ^at++++=a
musket ^nn+++??+=musket
ball ^nn++++=ball.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
remained ^vbd+++xvbnx+=remained
on ^in++++=on
deck ^nn++++=deck.
. ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little
later ^rbr+tm+++=later
a ^at++++=a
splinter ^nn+nom+++=splinter
or ^cc++++=or
shot ^nn+++xvbn+=shot
wounded ^vbd+++xvbn+=wounded
him ^pp3o+pp3+++=him
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Blood ^nn++++=Blood
ran ^vbd+++xvbn+=ran
into ^in+ppvb+++=into
his ^pp$+pp3+++=his
shoe ^nn++++=shoe,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
would ^md+prd+++=would
not ^xnot++not++=not
leave ^vb++++=leave
his ^pp$+pp3+++=his
post ^nn++++=post.
. ^zz++++=EXTRAWORD
" ^zz++++="Keep
keep ^vb++++=EXTRAWORD
her ^pp$+pp3+++=her
close ^jj++++=close,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
ordered ^vbd+vsua++xvbnx+=ordered.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Java ^np+++??+=Java
came ^vbd+++xvbn+=came
up ^rp++++=up
fiercely ^rb++++=fiercely.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
bowsprit ^nn+++??+=bowsprit
struck ^vbd+++xvbn+=struck
the ^ati++++=the
Constitution ^np+nom+++=Constitution's
's ^$++++=EXTRAWORD
rigging ^nn++++=rigging,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment
the ^ati++++=the
ships ^nns++++=ships
were ^vbd+bed+aux++=were
locked ^vpsv++agls+xvbnx+=locked.
. ^zz++++=EXTRAWORD
British ^jj+atrb+++=British
boarders ^nns+nom+++=boarders
gathered ^vbd+++xvbn+=gathered,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
American ^jj+atrb+++=American
guns ^nns++++=guns
swept ^vwbn+++xvbn+=swept
the ^ati++++=the
enemy ^nn++++=enemy's
's ^$++++=EXTRAWORD
deck ^nn++++=deck.
. ^zz++++=EXTRAWORD
The ^ati++++=The
vessels ^nns++++=vessels
separated ^vbd+++xvbn+=separated.
. ^zz++++=EXTRAWORD
Old ^jj+atrb+++=Old
Ironsides ^np+++??+=Ironsides
had ^vbd+hvd+aux++=had
lost ^vprf+++xvbnx+=lost
her ^pp$+pp3+++=her
wheel ^vb++++=wheel.
. ^zz++++=EXTRAWORD
Bainbridge ^np++++=Bainbridge
did ^vbd+dod+aux++=did
not ^xnot++not++=not
permit ^vb++++=permit
this ^dt+dem+++=this
to ^to++++=to
throw ^vbi++++=throw
his ^pp$+pp3+++=his
ship ^nn++++=ship
into ^in++++=into
confusion ^nn++++=confusion.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
went ^vbd+++xvbn+=went
below ^in+pl+++=below
and ^cc++++=and
steered ^vpsv++by+xvbn+=steered
by ^in++++=by
tackles ^nn++++=tackles
attached ^vbd+++xvbn+=attached
to ^in++++=to
the ^ati++++=the
rudder ^jjr++++=rudder,
, ^zz++++=EXTRAWORD
passing ^vbg+++xvbg+=passing
the ^ati++++=the
word ^nn++++=word
from ^in++++=from
the ^ati++++=the
quarter ^nn++++=quarter-deck.
- ^zz++++=EXTRAWORD
deck ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
Constitution ^np+nom+++=Constitution's
's ^$++++=EXTRAWORD
gunnery ^nn+nom+++=gunnery
was ^vbd+bedz+vrb++=was
deliberate ^jj+pred+++=deliberate
and ^cc+phrs+++=and
destructive ^jj++++=destructive.
. ^zz++++=EXTRAWORD
One ^pn++++=One
by ^in++++=by
one ^cd1++++=one
the ^ati++++=the
Java ^np++++=Java's
's ^$++++=EXTRAWORD
spars ^nns+++??+=spars
crashed ^vbd+++xvbn+=crashed
down ^rp++++=down.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
captain ^npt++++=captain
was ^vbd+bedz+aux++=was
mortally ^rb++splt++=mortally
wounded ^vpsv++agls+xvbnx+=wounded.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
decks ^nns++++=decks
were ^vbd+bed+aux++=were
torn ^vpsv++agls+xvbnx+=torn,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
crew ^nn++++=crew
terribly ^rb++++=terribly
punished ^vbd+++xvbn+=punished,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
last ^rb"++++=last
she ^pp3a+pp3+++=she
struck ^vbd+++xvbnx+=struck
her ^pp$+pp3+++=her
colors ^nns++++=colors.
. ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
Lambert ^np++++=Lambert's
's ^$++++=EXTRAWORD
sword ^nn++++=sword
came ^vbd+++xvbn+=came
aboard ^rp+pl+++=aboard
with ^in++++=with
the ^ati++++=the
surrender ^nn+nom+++=surrender.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Bainbridge ^np++++=Bainbridge
learned ^vbd+vprv++xvbn+=learned
that ^tht+vcmp+++=that
the ^ati++++=the
British ^jj+atrb+++=British
commander ^nn+nom+++=commander
was ^vbd+bedz+aux++=was
dying ^vbg+++xvbgx+=dying,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
returned ^vbd+++xvbnx+=returned
it ^pp3+it+++=it
as ^in++++=as
a ^at++++=a
mark ^nn++++=mark
of ^in++++=of
respect ^nn++++=respect.
. ^zz++++=EXTRAWORD
Courage ^nn+nom+++=Courage
honored ^vbd+++xvbn+=honored
courage ^nn+nom+++=courage.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Java ^np+++??+=Java
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+aux++=be
saved ^vpsv++agls+xvbnx+=saved.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
shattered ^vbd+++xvbn+=shattered
hull ^np++++=hull
