# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
What ^wdt+who+++=What
Snow ^np++++=Snow
lay ^vbd+++xvbn+=lay
in ^in++++=in
the ^ati++++=the
Common ^jj++++=Common;
; ^zz++++=EXTRAWORD
the ^ati++++=the
elms ^nns++++=elms
lifted ^vbd+++xvbn+=lifted
dark ^jj+atrb+++=dark
branches ^nns++++=branches
against ^in++++=against
a ^at++++=a
porcelain ^nn++++=porcelain
sky ^nn++++=sky;
; ^zz++++=EXTRAWORD
sunlight ^nn++++=sunlight
flashed ^vbd+++xvbn+=flashed
upon ^in++++=upon
windows ^nns++++=windows
and ^cc++++=and
carriage ^nn+nom+++=carriage
lamps ^nns++++=lamps.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
aunt ^nn++++=aunt
sat ^vbd+++xvbn+=sat
rigidly ^rb++++=rigidly
upright ^jj++++=upright,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
gloved ^jj+atrb+++=gloved
hands ^nns++++=hands
crossed ^vbd+++xvbn+=crossed
over ^in++++=over
a ^at++++=a
small ^jj+atrb+++=small
beaded ^jj+atrb++xvbn+=beaded
bag ^nn++++=bag.
. ^zz++++=EXTRAWORD
Once ^rb+cnj+++=Once,
, ^zz++++=EXTRAWORD
passing ^vbg+++xvbg+=passing
a ^at++++=a
row ^nn++++=row
of ^in++++=of
brick ^nn++++=brick
houses ^nns++++=houses
on ^rp++++=on
Beacon ^npl++++=Beacon
Street ^nn++++=Street,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
turned ^vbd+++xvbnx+=turned
so ^ql++++=so
quickly ^rb++++=quickly
that ^cs+sub+++=that
the ^ati++++=the
green ^jj+atrb+++=green
ribbons ^nns++++=ribbons
trembled ^vbd+++xvbn+=trembled.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
used ^md"++pmd"++=used
to ^to++++=to
know ^vb+vprv+tht0++=know
someone ^pn++++=someone
there ^rn+pl+++=there,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Shall
shall ^md+prd+++=EXTRAWORD
we ^pp1a+pp1+++=we
stop ^vb++++=stop
afterward ^rb++++=afterward?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No.
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++0=She'd
'd ^md+prd+aux++=EXTRAWORD
be ^vb+be+vrb++=be
dead ^jj+pred+++=dead."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
hall ^nn++++=hall
was ^vbd+bedz+aux++=was
already ^rb++splt++=already
filling ^nvbg+++xvbg+=filling
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
arrived ^vbd+++xvbn+=arrived.
. ^zz++++=EXTRAWORD
Warmth ^nn++++=Warmth,
, ^zz++++=EXTRAWORD
perfume ^nn++++=perfume,
, ^zz++++=EXTRAWORD
damp ^nn++++=damp
fur ^nn++++=fur,
, ^zz++++=EXTRAWORD
the ^ati++++=the
subdued ^jj+atrb+++=subdued
rustle ^nn++++=rustle
of ^in++++=of
programs ^nns+++??+=programs,
, ^zz++++=EXTRAWORD
the ^ati++++=the
gleam ^nn++++=gleam
of ^in++++=of
varnished ^vbd+++xvbn+=varnished
wood ^npl++++=wood
and ^cc++++=and
brass ^nn++++=brass
all ^abn++++=all
that ^dt+dem+++=that
civilized ^jj+atrb+++=civilized
abundance ^nn+nom+++=abundance
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
accepted ^vbd+++xvbnx+=accepted
as ^ql++++=as
the ^ati++++=the
natural ^jj++++=natural
setting ^jj+++xvbg+=setting
of ^in++++=of
an ^at++++=an
afternoon ^nn++++=afternoon
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
close ^vbi++++=close
around ^in++++=around
my ^pp$+pp1+++=my
aunt ^nn++++=aunt
with ^in++++=with
an ^at++++=an
almost ^rb+hdg+++=almost
physical ^jj+atrb+++=physical
pressure ^nn++++=pressure.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
moved ^vbd+++xvbnx+=moved
beside ^in+pl+++=beside
me ^pp1o+pp1+++=me
clumsily ^rb+cnj+++=clumsily,
, ^zz++++=EXTRAWORD
turning ^nvbg+++xvbg+=turning
her ^pp3o+pp3+++=her
shoulders ^nns+nom+++=shoulders
as ^ql++++=as
she ^pp3a+pp3+++=she
did ^vbd+dod+vrb++=did
when ^wrb+who+++=when
passing ^nvbg+++xvbg+=passing
between ^in++++=between
barrels ^nns++++=barrels
in ^in++++=in
the ^ati++++=the
cellar ^nn++++=cellar.
. ^zz++++=EXTRAWORD
A ^at++++=A
young ^jj+atrb+++=young
woman ^nn++++=woman
in ^in++++=in
pale ^nn++++=pale
blue ^jj++++=blue
looked ^jj+++xvbn+=looked
at ^rb++++=at
her ^pp3o+pp3+++=her
bonnet ^nn++++=bonnet
and ^cc++++=and
whispered ^vpsv++agls+xvbn+=whispered
to ^in++++=to
her ^pp$+pp3+++=her
companion ^nn++++=companion.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
felt ^vbd+vprv+tht0+xvbnx+=felt
my ^pp$+pp1+++=my
aunt ^nn++++=aunt's
's ^$++++=EXTRAWORD
hand ^nn++++=hand
tighten ^vb++++=tighten
on ^in++++=on
my ^pp$+pp1+++=my
arm ^nn++++=arm,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
whether ^cs+who+++=whether
from ^in++++=from
noticing ^xvbg+++xvbg+=noticing
the ^ati++++=the
insult ^nn++++=insult
or ^cc++++=or
merely ^rb+down+++=merely
from ^in++++=from
fear ^nn++++=fear
of ^in++++=of
the ^ati++++=the
steps ^nns++++=steps,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
determine ^vb++++=determine.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
places ^nns++++=places
were ^vbd+bed+vrb++=were
near ^in+pl+++=near
the ^ati++++=the
front ^nn++++=front.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stage ^nn++++=stage,
, ^zz++++=EXTRAWORD
crowded ^j+++xvbn+=crowded
with ^in++++=with
chairs ^nns++++=chairs,
, ^zz++++=EXTRAWORD
desks ^nns++++=desks,
, ^zz++++=EXTRAWORD
music ^nn++++=music
stands ^nns++++=stands,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
instruments ^nns+nom+++=instruments,
, ^zz++++=EXTRAWORD
appeared ^vb+++xvbn+=appeared
to ^to+vcmp+++=to
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought,
, ^zz++++=EXTRAWORD
less ^rbr++++=less
like ^in++++=like
a ^at++++=a
sanctuary ^nn+nom+++=sanctuary
than ^in++++=than
a ^at++++=a
complicated ^jj+atrb++xvbn+=complicated
machine ^nn++++=machine
whose ^whp+rel+obj++=whose
purpose ^nn++++=purpose
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
forgotten ^vprf+++xvbnx+=forgotten.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stared ^vbd+++xvbnx+=stared
at ^rb++++=at
the ^ati++++=the
kettledrums ^nns+++??+=kettledrums,
, ^zz++++=EXTRAWORD
the ^ati++++=the
harps ^nns+++??+=harps,
, ^zz++++=EXTRAWORD
the ^ati++++=the
grouped ^jj+atrb++xvbn+=grouped
violins ^nns++++=violins,
, ^zz++++=EXTRAWORD
the ^ati++++=the
golden ^jj+atrb+++=golden
mouths ^nns++++=mouths
of ^in++++=of
the ^ati++++=the
horns ^nns++++=horns;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
named ^vbd+++xvbnx+=named
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
gave ^vbd+++xvbnx+=gave
no ^at++++=no
sign ^nn++++=sign
of ^in++++=of
interest ^nn++++=interest.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
unfolded ^vbd+++xvbnx+=unfolded
her ^pp$+pp3+++=her
program ^nn+++??+=program,
, ^zz++++=EXTRAWORD
examined ^xvbn+++xvbn+=examined
it ^pp3+it+++=it
upside ^nn++++=upside
down ^in+strn+++=down,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
laid ^vbd+++xvbn+=laid
it ^pp3+it+++=it
in ^in++++=in
her ^pp$+pp3+++=her
lap ^nn++++=lap.
. ^zz++++=EXTRAWORD
Could ^md+pos+++=Could
thirty ^cd++++=thirty
years ^nns++++=years
erase ^vb++++=erase
a ^at++++=a
language ^nn+nom+++=language
once ^cs+tm+++=once
spoken ^vprf+++xvbn+=spoken
fluently ^rb++++=fluently?
? ^zz++++=EXTRAWORD
Did ^vbd+dod+vrb++=Did
those ^dt+dem+++=those
instruments ^nns+nom+++=instruments
remain ^vb++++=remain
for ^in++++=for
her ^pp$+pp3+++=her
living ^jj+atrb++xvbg+=living
voices ^nns++++=voices,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
had ^vb+hv+aux++=had
they ^pp3a+pp3+++=they
become ^vb++++=become
no ^at++++=no
more ^rbr++++=more
significant ^jj++++=significant
than ^in++++=than
the ^ati++++=the
parts ^nns++++=parts
of ^in++++=of
a ^at++++=a
reaper ^nn++++=reaper
displayed ^vbd+++xvbn+=displayed
to ^in++++=to
a ^at++++=a
townsman ^nn+nom+++=townsman?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
imagined ^vprf+++xvbnx+=imagined
that ^tht+vcmp+++=that
her ^pp3o+pp3+++=her
entrance ^nn+nom+++=entrance
into ^in++++=into
the ^ati++++=the
hall ^nn++++=hall
would ^md+prd+++=would
be ^vb+be+vrb++=be
a ^at++++=a
return ^nn++++=return,
, ^zz++++=EXTRAWORD
a ^at++++=a
miraculous ^jj+atrb+++=miraculous
recovery ^nn+nom+++=recovery
of ^in++++=of
territory ^nn++++=territory;
; ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
I ^pp1a+pp1+++=I
feared ^vbd+vprv+tht0+xvbnx+=feared
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought
her ^pp$+pp3+++=her
only ^rb+down+++=only
to ^in++++=to
the ^ati++++=the
boundary ^nn+nom+++=boundary
of ^in++++=of
a ^at++++=a
country ^nn++++=country
from ^in++++=from
which ^whp+rel+pied++=which
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
exiled ^vpsv++agls+xvbnx+=exiled
too ^ql++++=too
long ^rb++++=long.
. ^zz++++=EXTRAWORD
The ^ati++++=The
players ^nns+nom+++=players
entered ^vbd+++xvbn+=entered.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
tuning ^vbg+++xvbg+=tuning
rose ^nn+++xvbn+=rose
about ^rb++++=about
us ^pp1o+pp1+++=us
fragments ^nns+nom+++=fragments,
, ^zz++++=EXTRAWORD
questions ^nns+nom+++=questions,
, ^zz++++=EXTRAWORD
bright ^jj+atrb+++=bright
metallic ^jj+atrb+++=metallic
assertions ^nns+nom+++=assertions,
, ^zz++++=EXTRAWORD
thin ^jj+atrb+++=thin
cries ^nns++++=cries
of ^in++++=of
the ^ati++++=the
reeds ^nns++++=reeds,
, ^zz++++=EXTRAWORD
the ^ati++++=the
deep ^jj+atrb+++=deep
throat ^nn++++=throat-clearing
- ^zz++++=EXTRAWORD
clearing ^nvbg+++xvbg+=EXTRAWORD
of ^in++++=of
the ^ati++++=the
basses ^nns++++=basses.
. ^zz++++=EXTRAWORD
To ^in++++=To
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
disorder ^nn+nom+++=disorder
had ^vb+hv+aux++=had
always ^rb++splt++=always
promised ^vprf+++xvbnx+=promised
delight ^nn++++=delight.
. ^zz++++=EXTRAWORD
To ^in++++=To
my ^pp$+pp1+++=my
aunt ^nn++++=aunt
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
painful ^jj++++=painful.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
mouth ^nn++++=mouth
contracted ^vbd+++xvbn+=contracted.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
right ^jj+atrb+++=right
hand ^nn++++=hand
closed ^vbd+++xvbn+=closed
over ^in++++=over
the ^ati++++=the
left ^nn+++xvbn+=left,
, ^zz++++=EXTRAWORD
hiding ^vbg+++xvbg+=hiding
the ^ati++++=the
great ^jj+atrb+++=great
joints ^nns++++=joints
and ^cc++++=and
broad ^jj++++=broad,
, ^zz++++=EXTRAWORD
flattened ^xvbn+++xvbn+=flattened
nails ^nns++++=nails.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
conductor ^nn++++=conductor
lifted ^vbd+++xvbn+=lifted
his ^pp$+pp3+++=his
baton ^nn++++=baton.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^od++++=first
sustained ^vprf+++xvbn+=sustained
chord ^nn++++=chord
of ^in++++=of
the ^ati++++=the
prelude ^nn++++=prelude
was ^vbd+bedz+vrb++=was
so ^ql++++=so
quiet ^nn++++=quiet
that ^tht+rel+obj++=that
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
not ^xnot++not++=not
produced ^vbd+++xvbn+=produced
but ^cc+phrs+++=but
uncovered ^vbd+++xvbn+=uncovered,
, ^zz++++=EXTRAWORD
as ^ql++++=as
one ^cd1++++=one
uncovers ^nns+nom+++=uncovers
beneath ^in+pl+++=beneath
dust ^nn++++=dust
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
a ^at++++=a
buried ^jj+atrb++xvbn+=buried
inscription ^nn+nom+++=inscription.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
aunt ^nn++++=aunt
did ^vbd+dod+aux++=did
not ^xnot++not++=not
move ^vb++++=move.
. ^zz++++=EXTRAWORD
The ^ati++++=The
melody ^nn++++=melody
gathered ^vbd+++xvbn+=gathered
itself ^ppl++++=itself
from ^in++++=from
the ^ati++++=the
strings ^nns++++=strings,
, ^zz++++=EXTRAWORD
advanced ^j+++xvbn+=advanced,
, ^zz++++=EXTRAWORD
retreated ^xvbn+++xvbn+=retreated,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
returned ^vpsv++agls+xvbn+=returned
with ^in++++=with
other ^ap++++=other
voices ^nns++++=voices
clinging ^vwbg+++xvbg+=clinging
to ^in++++=to
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
the ^ati++++=the
brass ^nn++++=brass
entered ^vbd+++xvbn+=entered
solemnly ^rb+cnj+++=solemnly,
, ^zz++++=EXTRAWORD
distant ^jj++++=distant
at ^rb++++=at
first ^rb"++++=first,
, ^zz++++=EXTRAWORD
like ^in++++=like
standards ^nns++++=standards
seen ^vbd+vprv++xvbn+=seen
beyond ^in++++=beyond
mist ^nn++++=mist.
. ^zz++++=EXTRAWORD
Still ^rb++++=Still
she ^pp3a+pp3+++=she
sat ^vbd+++xvbnx+=sat
with ^in++++=with
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
fixed ^vbd+++xvbn+=fixed
upon ^in++++=upon
the ^ati++++=the
stage ^nn++++=stage,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
face ^nn++++=face
vacant ^jj++++=vacant
in ^in++++=in
its ^pp$+it+++=its
attention ^nn+nom+++=attention.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
watched ^vbd+++xvbnx+=watched
her ^pp$+pp3+++=her
more ^rbr++++=more
closely ^rb++++=closely
than ^cs+sub+++=than
I ^pp1a+pp1+++=I
watched ^vbd+++xvbnx+=watched
the ^ati++++=the
orchestra ^nn++++=orchestra.
. ^zz++++=EXTRAWORD
A ^at++++=A
pulse ^nn++++=pulse
appeared ^vbd+seem++xvbn+=appeared
in ^in++++=in
her ^pp3o+pp3+++=her
temple ^npl++++=temple.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
lips ^nns++++=lips
parted ^vbd+++xvbn+=parted.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
violins ^nns++++=violins
rose ^vbd+++xvbn+=rose,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
fingers ^nns+nom+++=fingers
began ^vbd+++xvbn+=began
to ^to++++=to
move ^vbi++++=move
upon ^in++++=upon
her ^pp$+pp3+++=her
skirt ^nn++++=skirt
not ^xnot++not++=not
beating ^jj+atrb++xvbg+=beating
time ^nn++++=time,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
quite ^abl++++=quite
shaping ^jj+atrb++xvbg+=shaping
notes ^nns++++=notes,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
traveling ^nn+nom+++=traveling
with ^in++++=with
an ^at++++=an
old ^jj+atrb+++=old
mechanical ^jj+atrb+++=mechanical
certainty ^nn++++=certainty,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
beneath ^in+pl+++=beneath
the ^ati++++=the
purple ^jj+atrb+++=purple
cloth ^nn++++=cloth
lay ^vbd+++xvbn+=lay
the ^ati++++=the
keyboard ^nn++++=keyboard
of ^in++++=of
the ^ati++++=the
lost ^vbd+++xvbn+=lost
melodeon ^nn+++??+=melodeon,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
another ^dt++++=another
keyboard ^nn++++=keyboard,
, ^zz++++=EXTRAWORD
brilliant ^jj++++=brilliant
and ^cc+phrs+++=and
responsive ^jj++++=responsive,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
room ^nn++++=room
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
inhabited ^vprf+++xvbnx+=inhabited
before ^cs+sub+++=before
any ^dti++++=any
of ^in++++=of
us ^pp1o+pp1+++=us
knew ^vbd+vprv++xvbn+=knew
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Recognition ^nn+nom+++=Recognition
came ^vbd+++xvbn+=came
to ^in++++=to
her ^pp$+pp3+++=her
not ^xnot++not++=not
as ^ql++++=as
joy ^np++++=joy
but ^cc++++=but
as ^in++++=as
a ^at++++=a
wound ^nn+++xvbn+=wound.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
bent ^vbd+++xvbnx+=bent
forward ^rb++++=forward.
. ^zz++++=EXTRAWORD
The ^ati++++=The
green ^jj+atrb+++=green
ribbons ^nns++++=ribbons
hung ^vbd+++xvbn+=hung
loose ^jj++++=loose
against ^in++++=against
her ^pp$+pp3+++=her
cheeks ^nns++++=cheeks.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
first ^rb++++=first
great ^jj++++=great
outpouring ^jj+++xvbg+=outpouring
of ^in++++=of
the ^ati++++=the
brass ^nn++++=brass,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
drew ^vbd+++xvbnx+=drew
a ^at++++=a
breath ^nn++++=breath
that ^tht+rel+subj++=that
shook ^vbd+++xvbn+=shook
her ^pp$+pp3+++=her
whole ^jj+atrb+++=whole
frame ^nn++++=frame,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt,
, ^zz++++=EXTRAWORD
rather ^rb+cnj+++=rather
than ^in++++=than
saw ^vbd+vprv++xvbn+=saw,
, ^zz++++=EXTRAWORD
the ^ati++++=the
tears ^nns++++=tears
begin ^vb++++=begin.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
slipped ^vbd+++xvbnx+=slipped
down ^rp++++=down
without ^in++++=without
distortion ^nn+nom+++=distortion
of ^in++++=of
her ^pp$+pp3+++=her
features ^nns++++=features,
, ^zz++++=EXTRAWORD
silently ^rb+cnj+++=silently,
, ^zz++++=EXTRAWORD
continuously ^rb+cnj+++=continuously,
, ^zz++++=EXTRAWORD
like ^in++++=like
water ^nn++++=water
overflowing ^vwbg+++xvbg+=overflowing
a ^at++++=a
vessel ^nn++++=vessel
left ^vbd+++xvbn+=left
beneath ^in+pl+++=beneath
steady ^jj+atrb+++=steady
rain ^nn++++=rain.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
dared ^vbd+++??+=dared
not ^xnot++not++=not
speak ^vb++++=speak.
. ^zz++++=EXTRAWORD
Where ^wrb+who+whq++=Where
had ^vb+hv+aux++=had
the ^ati++++=the
music ^nn++++=music
taken ^vwbn+++xvbn+=taken
her ^pp$+pp3+++=her?
? ^zz++++=EXTRAWORD
To ^in++++=To
Leipzig ^np++++=Leipzig,
, ^zz++++=EXTRAWORD
to ^in++++=to
some ^dti++++=some
student ^nn++++=student
lodging ^nn++++=lodging
smelling ^vwbg+++xvbg+=smelling
of ^in++++=of
coal ^nn++++=coal
smoke ^nn++++=smoke
and ^cc++++=and
wet ^jj+atrb+++=wet
stone ^nn++++=stone;
; ^zz++++=EXTRAWORD
to ^in++++=to
a ^at++++=a
recital ^nn++++=recital
room ^nn++++=room
in ^in++++=in
Boston ^np++++=Boston
where ^wrb+who+++=where
young ^jj+atrb+++=young
women ^nns++++=women
turned ^vbd+++xvbn+=turned
pages ^nns++++=pages
under ^in++++=under
gaslight ^nn+++??+=gaslight;
; ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
evening ^nn++++=evening
when ^wrb+who+++=when
my ^pp$+pp1+++=my
uncle ^nn++++=uncle
first ^rb++++=first
stood ^vbd+++xvbn+=stood
awkwardly ^rb++++=awkwardly
beside ^in+pl+++=beside
her ^pp$+pp3+++=her
piano ^nn++++=piano?
? ^zz++++=EXTRAWORD
Or ^cc+cls+++=Or
was ^vbd+bedz+vrb++=was
it ^pp3+it+++=it
carrying ^jj+++xvbg+=carrying
her ^pp3o+pp3+++=her
not ^xnot++not++=not
backward ^jj++++=backward
but ^cc+phrs+++=but
outward ^jjb++++=outward,
, ^zz++++=EXTRAWORD
into ^in++++=into
that ^dt+dem+++=that
immeasurable ^jj+atrb+++=immeasurable
realm ^nn++++=realm
of ^in++++=of
unrealized ^jj+atrb++xvbn+=unrealized
life ^nn++++=life
which ^whp+rel+subj++=which
opens ^vbz++++=opens
before ^cs+sub+++=before
us ^pp1o+pp1+++=us
only ^rb+down+++=only
when ^wrb+who+++=when
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
too ^ql++++=too
late ^jj++++=late
to ^to++++=to
enter ^vbi++++=enter?
? ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
face ^nn++++=face
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me
nothing ^pn++++=nothing
I ^pp1a+pp1+++=I
could ^md+pos+++=could
translate ^nn+nom+++=translate.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
registered ^vbd+++xvbn+=registered
neither ^dt++neg++=neither
one ^cd1++++=one
memory ^nn++++=memory
nor ^cc++neg++=nor
one ^cd1++++=one
grief ^nn++++=grief,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
pressure ^nn++++=pressure
of ^in++++=of
too ^ql++++=too
many ^ap++++=many.
. ^zz++++=EXTRAWORD
For ^in++++=For
my ^pp$+pp1+++=my
own ^ap++++=own
part ^nn++++=part,
, ^zz++++=EXTRAWORD
the ^ati++++=the
orchestra ^nn++++=orchestra
only ^ap+down+++=only
sharpened ^jj+++xvbn+=sharpened
Nebraska ^np+++??+=Nebraska.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
surging ^nn++++=surging
strings ^nns++++=strings
I ^pp1a+pp1+++=I
saw ^vbd+vprv+tht0+xvbnx+=saw
wheat ^nn++++=wheat
laid ^vbd+++xvbn+=laid
flat ^nn++++=flat
beneath ^in+pl+++=beneath
a ^at++++=a
storm ^nn++++=storm;
; ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
horns ^nns++++=horns,
, ^zz++++=EXTRAWORD
the ^ati++++=the
copper ^nn++++=copper
west ^np+pl+++=west
after ^in++++=after
sunset ^nn++++=sunset;
; ^zz++++=EXTRAWORD
beneath ^in+pl+++=beneath
the ^ati++++=the
tread ^nn++++=tread
of ^in++++=of
the ^ati++++=the
basses ^nns++++=basses,
, ^zz++++=EXTRAWORD
wagons ^nns++++=wagons
moved ^vbd+++xvbn+=moved
through ^in++++=through
spring ^vb++++=spring
mud ^nn++++=mud.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv+tht0+xvbnx+=saw
my ^pp$+pp1+++=my
aunt ^nn++++=aunt
at ^rb++++=at
the ^ati++++=the
churn ^jj+++xvbn+=churn,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
wash ^nn++++=wash
boiler ^nn++++=boiler,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
sickbed ^jj+++xvbn+=sickbed;
; ^zz++++=EXTRAWORD
lifting ^nvbg+++xvbg+=lifting
bread ^nn++++=bread
from ^in++++=from
the ^ati++++=the
oven ^nn++++=oven
with ^in++++=with
burned ^jj+atrb++xvbn+=burned
wrists ^nns++++=wrists,
, ^zz++++=EXTRAWORD
patching ^jj+atrb++xvbg+=patching
overalls ^nns++++=overalls
by ^in++++=by
a ^at++++=a
lamp ^nn++++=lamp
that ^tht+rel+subj++=that
smoked ^vbd+++xvbn+=smoked,
, ^zz++++=EXTRAWORD
walking ^vbg+++xvbg+=walking
at ^rb++++=at
midnight ^nn++++=midnight
to ^in++++=to
the ^ati++++=the
barn ^nn++++=barn
while ^cs+sub+++=while
sleet ^nn++++=sleet
cut ^vbd+++xvbn+=cut
her ^pp3o+pp3+++=her
face ^nn++++=face.
. ^zz++++=EXTRAWORD
Those ^dt+dem+++=Those
hands ^nns++++=hands
now ^rn+tm+++=now
trembling ^jj+++xvbg+=trembling
beside ^in+pl+++=beside
me ^pp1o+pp1+++=me
had ^vbd+hvd+aux++=had
washed ^vprf+++xvbnx+=washed
my ^pp$+pp1+++=my
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
bound ^xvbn+++xvbn+=bound
my ^pp$+pp1+++=my
sprained ^jj+atrb+++=sprained
ankle ^nn++++=ankle,
, ^zz++++=EXTRAWORD
guided ^xvbn+++xvbn+=guided
my ^pp$+pp1+++=my
blunt ^jj+atrb+++=blunt
pencil ^nn++++=pencil
through ^in++++=through
Latin ^jj+atrb+++=Latin
declensions ^nns++++=declensions,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
placed ^vbd+++xvbn+=placed
my ^pp$+pp1+++=my
fingers ^nns+nom+++=fingers
upon ^in++++=upon
the ^ati++++=the
yellow ^jj+atrb+++=yellow
keys ^nns++++=keys.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
a ^at++++=a
road ^nn++++=road
for ^in++++=for
me ^pp1o+pp1+++=me
with ^in++++=with
labor ^nn++++=labor
so ^ql+emph+++=so
constant ^jj++++=constant
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
mistaken ^vprf+++xvbnx+=mistaken
it ^pp3+it+++=it
for ^in++++=for
the ^ati++++=the
ordinary ^jj+atrb+++=ordinary
earth ^nn++++=earth.
. ^zz++++=EXTRAWORD
Between ^in++++=Between
