prompt,source,filename,ttr,wrlengh,wcount,that_del,contrac,pres,pro2,pro_do,pdem,gen_emph,pro1,it,be_state,sub_cos,prtcle,pany,gen_hdg,amplifr,wh_ques,pos_mod,o_and,wh_cl,finlprep,n,prep,adj_attr,pasttnse,pro3,perfects,rel_obj,rel_subj,rel_pipe,p_and,n_nom,tm_adv,pl_adv,advs,inf,prd_mod,sua_vb,sub_cnd,nec_mod,spl_aux,conjncts,agls_psv,by_pasv,whiz_vbn,sub_othr,vcmp,downtone,pred_adj,allmodal,allconj,allpasv,allwh,allwhrel,alladj,allpro,have,allverb,vprogrsv,that_rel,jcmp,nonf_vth,att_vth,fact_vth,lkly_vth,att_jth,fact_jth,lkly_jth,nfct_nth,att_nth,fct_nth,lkly_nth,spch_vto,mntl_vto,dsre_vto,efrt_vto,prob_vto,x1_jto,x2_jto,x3_jto,x4_jto,x5_jto,all_nto,nonfadvl,atadvl,fctadvl,lklydvl,all_vth,all_jth,all_nth,all_th,all_vto,all_jto,all_to,all_advl,act_ipv,act_tpv,mentalpv,commpv,occurpv,copulapv,aspectpv,humann,prcessn,cognitn,abstrcn,concrtn,tccncrt,quann,placen,groupn,sizej,timej,colorj,evalj,relatnj,topicj,actv,commv,mentalv,causev,occurv,existv,aspectv
llm,ai,4000_story_2347_llm.txt,30.8,4.4,3045,1.6,7.9,30.2,2,1,1,1,2.6,16.7,0,3,0.7,5.6,0.3,0.3,0.3,3.3,22.7,1,5.6,257.5,105.1,27.9,114.3,47.6,11.2,0,1.6,0,1.3,19.4,8.2,16.7,34.5,8.9,3,1,2,0.3,2.6,3.6,9.2,0.3,4.3,7.6,2.3,3.3,4.3,6.6,36.5,13.8,1.3,1.6,58.5,52.2,2,170.4,7.2,2,0,1,1.3,2.3,1,0,0,0,0,0,0,0,0,0.3,0.7,1.3,0.7,0,0.3,0,0,0,0,1.6,0,1,0,5.6,0,0,5.6,3,0.3,3.3,2.6,2,0.3,0.3,0,0,0,0.3,11.5,2,1.3,8.5,25.3,1.3,3,7.2,3.9,1,1.3,1.3,0.3,0.7,0,43.7,14.8,20.4,0.7,4.6,8.2,6.2
llm,ai,4000_story_2350_llm.txt,37.5,4.3,5078,3,14.2,46.1,5.9,0.6,2,0.4,11,13.4,1,0.2,0.2,3.7,1,0.2,1.6,4.1,14,0.2,2.8,273.5,96.1,22.4,116.4,77.8,15.4,0.6,0.6,0.2,3.2,15.8,9.1,17.9,27.4,5.5,5.9,2,2,1.6,1.2,1.6,6.7,1.2,3.2,4.9,0.6,2.8,5.1,11.6,24.2,11,1.8,1.4,58.3,94.7,2,175.5,4.5,1.4,0.2,2,0.4,1.2,1.2,0.2,0.2,0,0,0,0,0,0.2,0,1.2,0.6,0.6,0,0.2,0,0.2,0,0.2,0,0,1.6,0.4,4.7,0.4,0,5.1,2.6,0.4,3.2,2,1,0.4,0,0,0.2,0,0.6,9.6,2.2,0.4,8.1,16.7,3.3,3.2,11.4,2.4,1.4,1.2,2,0.6,0.2,0,46.3,15.2,16.5,1.6,5.7,8.7,6.1
llm,ai,4000_story_2351_llm.txt,35.3,4.4,2679,4.1,15.3,39.9,6,0.7,2.6,0.7,27.6,7.8,1.1,1.1,0,7.5,0.4,0,1.1,6,14.2,0.7,2.2,237.8,94.8,25,100.8,44.8,14.6,0.7,3,0.7,1.5,26.9,8.6,8.2,36.2,8.2,2.6,6.3,3.4,0.4,1.1,3,6,1.5,5.2,3.4,3.7,0.7,4.1,9,23.5,12.7,1.9,4.5,59.7,78.4,3.4,162,6.3,3,0,4.1,1.9,0.7,1.5,0,0,0,0,0.4,0,0,0,0,0.7,1.1,0,0.4,0.4,0,0,0,1.5,0.4,0,1.1,2.2,8.2,0,0.4,8.6,1.9,0.7,4.1,3.7,0.4,0,0,0,0,0,0.4,21.6,6,2.2,9.3,17.2,5.2,4.1,5.6,0.4,0.7,0,0.7,0.7,1.1,0.7,32.1,28.4,16.4,1.5,3,9.7,4.1
llm,ai,4000_story_2352_llm.txt,34.3,4.1,3506,8.3,26.5,50.8,10.6,1.4,5.1,2.6,6,10.3,1.1,1.1,0,7.1,0,0,0.9,7.4,21.4,0.9,3.4,231.3,81.9,21.4,114.7,97.8,16.3,0,1.4,0,1.7,11.4,11.7,16,36.2,4.6,8.3,1.7,4.6,1.1,2.3,5.4,5.7,0.3,1.7,10,0.9,2.6,4.3,16.8,38.8,7.7,1.7,1.4,54.2,114.4,2.9,175.1,7.7,2.9,0,5.1,0.6,2,1.4,0,0,0,0,0,0,0.3,0.6,0,0.6,0.9,0,0,0,0,0,0,0.9,0.6,0,5.7,1.7,9.1,0,0.3,9.4,2,0,2.9,8,2,0.9,0.3,0,0,0,0.3,19.7,3.7,0.9,7.4,11.1,5.1,3.4,6.6,1.7,0.9,2.6,1.1,0.3,0.3,0,45.6,23.4,21.7,1.1,2.3,7.7,5.4
llm,ai,4000_story_2353_llm.txt,28.3,4.2,2188,4.1,10.5,38.8,7.3,0.9,2.3,1.4,20.1,11.9,0,1.8,0,5.5,0.5,0,0,4.6,19.2,0.5,6.9,217.6,89.6,28.8,115.2,81.8,18.7,0.5,5,0,1.8,13.7,7.8,11.4,40.7,8.2,5.5,1.8,2.7,0.9,1.4,4.1,7.3,0,2.3,14.6,1.8,2.3,2.7,11,40.2,9.6,0.5,5.5,60.3,109.2,4.1,172.3,4.1,0.5,0,3.7,0.9,1.8,1.4,0,0,0,0,0,0,0.5,0,0.5,1.8,0.5,0.5,0,0.5,0,0,0,0.9,0.5,0,2.7,0.9,7.8,0,0.5,8.2,3.2,0.5,4.6,4.1,0.5,0.5,0.5,0,0,0,0.5,19.2,3.2,1.8,4.1,14.6,0.9,6.4,5.5,0.9,3.2,3.2,2.3,0.5,0.5,0,53,22.4,15.1,1.8,2.7,14.6,7.3
llm,ai,4000_story_2369_llm.txt,33.5,4.8,1983,2,0,46.9,10.1,0.5,2.5,0,21.7,14.1,0.5,2.5,0.5,4,2,2.5,1.5,3.5,16.6,1,2,280.9,92.8,32.8,83.7,43.9,21.2,0.5,3.5,0,0.5,42.4,4,7.6,33.3,6.6,2,3.5,2.5,0.5,6.6,4.5,12.1,1.5,2.5,6.6,1.5,1.5,6.1,6.1,28.7,16.1,2.5,4,72.1,75.6,0.5,142.7,3,1,0.5,3.5,0,1,0.5,0,0.5,0,0,0,0,0,0.5,1.5,0,0,0,0,0.5,0,0,0,0,0.5,0,3,2.5,5,0.5,0,5.5,2,0.5,2.5,6.1,0.5,0,0,0,0,0,0,18.7,6.6,0,10.6,16.6,2,3,9.1,2.5,1,1.5,0.5,0.5,1,0,22.7,20.7,12.6,4,4,5.5,3.5
llm,ai,4000_story_2370_llm.txt,36.5,4.8,3062,1.3,6.2,109.7,2.9,0.3,3.6,1,1.3,14,1,0.7,0,4.6,0.3,0.7,0.3,6.2,17.3,1,1.3,275.6,81.3,42.5,10.5,42.1,13.4,1.3,3.9,0.3,1.6,65,5.2,7.2,32.7,11.4,6.2,2.3,2.9,1.6,3.6,5.9,15.3,0.7,1.6,5.9,3.6,2,7.2,14,28.4,17.6,1.3,5.6,74.1,46.4,0.3,140.1,5.9,2.6,0,1.6,1.3,2,2.3,1,0,0,0,0,0.3,0.3,1.3,0.3,1.3,0.7,1,0,0.7,0.7,0,0,1.3,0,0,1.3,0.7,7.2,1,0.7,8.8,4.6,1.3,7.2,2,0,0.3,0,0,0,0,0,25.1,9.1,2.6,10.8,22.9,1.3,4.9,8.2,0.7,1,0.3,0.3,1.6,0.7,2.6,25.5,16.3,16.3,3.9,5.6,7.8,5.2
llm,ai,4000_story_2371_llm.txt,33.3,4.3,3225,2.5,3.4,59.5,13.3,2.2,5.3,0.9,37.5,21.1,1.6,0.6,0.3,4,0,1.6,0.9,7.4,16.1,0,1.2,254.6,84,29.1,95.8,48.4,14,0.9,3.7,1.2,0.6,25.1,7.1,7.1,38.8,5.6,2.8,2.5,1.2,1.2,1.6,5.3,9.9,0.6,5,8.1,1.2,2.5,5,11.5,26.7,15.5,0.9,5.9,59.8,99.2,2.5,169,3.4,1.2,0,1.9,1.2,1.6,0.6,0.3,0,0,0,0,0,0,0.6,0,1.2,0.6,0.6,0,0,0,0,0.3,0.9,0,0,2.5,0.6,5.3,0.3,0,5.6,3.1,0.3,4.3,3.1,0.6,0.6,0,0,0,0,0.6,10.9,4.3,0.9,5.3,29.1,3.1,2.5,6.2,2.5,1.6,2.8,1.9,0.6,0,0,34.4,19.5,13.6,1.2,5,9,5.3
llm,ai,4000_story_2373_llm.txt,34.5,4.6,5337,2.8,0,42,3.9,0.2,0.6,0.9,41,11.4,0.2,2.6,0.2,3.7,0.2,0.7,0.4,6.2,14.1,0,1.3,242.5,101,43.7,86.4,44,29.6,4.3,4.3,1.3,0.7,49.1,6.2,3.9,33,5.6,3.7,1.1,1.3,1.5,7.5,4.3,6.9,0.9,2.4,8.1,3.6,3.4,5.6,11.4,26.8,10.3,0.4,9.9,72.1,89,0.9,140.3,4.7,0.9,0.2,2.2,0.9,2.6,1.9,0.2,0.2,0,0,0,0.2,0,0,0.9,0.2,0.2,0.9,0,0.4,0,0,0.2,0.6,0,0.2,3.7,0.9,7.7,0.4,0.2,8.2,2.2,0.6,3.4,4.9,0,0.2,0,0.2,0,0,0,11.8,5.4,5.6,8.1,16.7,2.4,4.5,5.2,2.6,0.9,1.9,2.4,0,1.7,0.4,24.5,14.8,18.7,1.1,5.4,9.2,3.2
llm,ai,4000_story_2376_llm.txt,36.5,4.5,1980,2,1,43.4,10.6,1,4.5,2.5,44.4,16.7,2,1,0,6.1,0.5,3,0.5,6.1,12.6,0,2.5,277.3,88.4,34.3,95.5,26.3,11.6,1,2,0,0.5,31.3,7.6,6.6,38.4,7.1,4,1,3,3,1,7.6,5.6,0.5,3.5,4.5,2.5,2.5,3,13.1,21.7,9.6,0.5,3,62.1,81.3,9.1,155.6,5.6,1,0,0.5,1,1.5,1,0,0,0,0,0,0,0,0,0,0.5,0,1.5,0,1,0,0,0,0,0,0,5.6,1.5,4,0,0,4,2,1,3,7.1,1,0.5,0,0,0,0,0,5.1,4.5,1.5,5.6,20.7,3,3,6.6,0.5,1.5,1.5,1,0.5,2,0,30.8,21.2,17.2,1,5.1,9.1,3.5
llm,ai,4000_story_2387_llm.txt,35,4.6,6240,2.2,0,26.6,0.2,0.2,1.3,0.6,25.8,11.9,0.6,1.8,0.2,4,0.5,1.4,0.2,8,22.4,0.6,1,222.3,103,40.4,86.7,36.7,16.8,1.6,3.8,1.8,2.1,43.9,6.9,10.1,34.9,9.3,2.2,1.6,1.4,1.1,3.7,5.9,15.9,3.2,3,8.2,4,4.5,5.6,11.4,35.9,22.1,0.8,7.2,73.9,62.7,2.9,136.2,5.9,0.6,0.6,1.8,0.2,2.4,1.9,0,0.3,0.3,0,0,0,0.3,0.6,1,0.2,0.3,1,0.2,0.6,0,0.2,0,0.5,0.8,0,2.2,1.4,6.3,0.6,0.3,7.2,3,1,4.5,4.5,0,0.2,0,0.3,0,0,0,18.1,3.8,3,11.1,25.2,2.9,7.4,13.8,3.5,1.4,2.2,2.1,0.3,1.3,1.3,25.5,12.7,19.6,1.8,4.5,11.4,4.3
llm,ai,4000_story_2388_llm.txt,38,4.4,7226,10.1,29.6,71.8,10.7,0.8,2.8,0.8,16.1,12.6,1.5,1.2,0.3,3.7,0.3,0.3,0.4,3.6,17.3,0.1,2.4,285.9,90.9,31,79.4,59.5,10.7,0.6,3.6,0.1,1,27.5,8.2,9.1,32.1,7.6,8.6,1.2,2.2,0.3,1.8,5.3,5.8,1.4,1.4,8.7,1.5,2.2,3.9,12.5,30.4,8.6,0.6,4.3,59.8,86.2,3.5,164.1,1.7,2.9,0,9.3,0.3,1,0.6,0.1,0,0.1,0,0,0,0.1,0,0.1,0.1,0.1,0.1,0.3,1.1,0,0.1,0,0.3,0.6,0,3.3,0.8,11.1,0.3,0.1,11.5,0.6,1.5,2.4,4.7,0.6,0.3,0,0,0,0,0.1,14.4,2.4,1.4,7.2,19.2,2.1,4.3,8.2,3.5,1.7,3.6,1.2,0.7,1.1,0.4,28.1,37.5,10.4,1.8,4.4,8.9,4.6
llm,ai,4000_story_2389_llm.txt,36.3,4.4,4868,3.9,9.4,36.2,3.7,0.6,1.2,0.8,40.5,11.5,1.8,0.2,0.6,3.3,0.4,0.6,0.8,5.3,22.4,1,2.1,239.9,88.7,37.4,103.7,44,12.5,1.2,2.5,0.8,2.9,26.3,8,10.9,32.9,7.2,8,3.5,1,1.4,2.3,4.5,9.7,1.4,3.9,10.9,3.7,2.1,4.3,14.8,37.4,15,1.8,4.5,72.3,88.1,1.8,158.8,6.6,1,0,2.9,0.4,2.7,1.6,0.2,0.2,0.2,0,0,0.2,0,0.2,0.4,0.4,0.8,0.8,0.2,0.2,0.4,0,0,0.4,0.2,0,1.6,1.2,7.6,0.6,0.2,8.4,2.7,0.8,3.9,3.1,0.4,0,0,0,0,0,0,7,3.7,1.8,7,26.9,2.5,4.9,9.9,3.7,2.3,1.6,2.7,0.2,0.8,0.6,32.7,16.8,17.1,1.6,6.8,11.1,6.8
llm,ai,4000_story_2391_llm.txt,34.8,4.1,4241,9.7,46.7,73.6,18.2,0.2,3.5,1.4,20,13.7,2.1,0.2,0.9,2.4,0.5,0.9,0.2,4.5,22.4,0.5,0.7,279.2,92,24.1,76.6,61.1,12,0.2,1.9,0.2,0.5,17.7,5.9,9,29.9,8.5,12.3,1.7,3.3,1.2,2.4,4.5,7.1,0,2.1,9,2.4,2.4,4.7,17.9,35.4,9.2,0.7,2.4,51.9,99.3,3.8,161.5,0,3.5,0,8,0.7,1.4,0.7,0.2,0,0.2,0,0,0,0,0.2,0.2,0,0,0.5,0.2,0.2,0.2,0,0.2,0,0.2,0.5,2.6,0.7,10.8,0.5,0,11.3,0.9,0.9,1.9,4,0.5,0,0,0,0,0.2,0.5,11.3,2.4,1.2,7.8,17.4,3.1,5.2,4.5,3.3,1.7,0.5,0.9,0.7,0.9,0.2,29.5,35.4,12,1.2,3.5,4.5,5.4
llm,ai,4000_story_2392_llm.txt,35.5,4.4,5498,2.9,9.3,46.2,11.1,0,2,0.4,10.2,14.2,0.5,0.7,0.2,2.2,0.4,0.4,0.9,4.5,18.2,0.4,1.3,289.6,95.9,45.5,91.7,56.6,7.6,1.1,2.4,0.2,1.6,21.6,6.7,9.6,33.3,4.2,5.3,1.8,2.4,0.9,2,3.6,7.8,0.4,3.6,5.3,2.7,1.3,3.8,10.7,28.2,11.8,1.3,3.6,77.8,77.8,2.5,151.7,3.6,0.9,0,3.1,0.2,1.8,0.7,0,0,0,0,0,0,0,0.2,0,0.2,0.4,0.5,0,0.4,0,0,0,0.2,0.4,0.2,1.6,0.4,5.8,0,0,5.8,1.3,0.4,1.8,2.5,0,0.4,0,0,0,0,0,13.8,2.5,0.7,6.5,30.6,3.6,4.4,6.9,2.7,2.4,2.9,5.1,0.4,0.2,0.5,31.8,16.9,13.1,2.5,6.2,9.3,5.5
llm,ai,4000_story_2396_llm.txt,37.8,4.5,2787,2.2,27.3,53.1,4.7,0.7,1.4,1.1,17.2,8.6,1.1,1.8,0,3.2,0.4,0,0.4,6.5,31.9,0,1.1,272.3,97.6,34.4,67.5,53.1,6.8,4.7,1.4,1.1,1.4,30.5,5.4,7.9,31.9,6.1,6.1,2.2,1.4,1.8,0.7,5,6.5,0.4,3.6,6.8,1.8,2.9,6.8,14.4,43.4,10.4,0.4,7.2,73.6,75,2.2,134.9,3.6,3.9,0,2.2,0,1.1,0.4,0,0.4,0,0,0,0.4,0,0.7,0,0.4,0,0.7,0,0,0,0.7,0,0.7,0.4,0,1.4,0.4,3.6,0.4,0.4,4.3,1.8,0.7,3.2,2.2,0,0,0,0,0,0,0,12.2,5.4,1.4,6.8,17.9,4.3,3.6,12.6,1.8,0.7,2.5,2.9,0.7,0.4,0.7,20.5,14,13.6,0.7,8.6,8.3,2.9
llm,ai,4000_story_2397_llm.txt,35,4.6,4703,1.7,0.4,30,2.1,0.2,0.6,0.6,6.8,14.9,0.2,0.2,0.6,5.1,0.9,1.9,0,4.3,24.2,0.9,1.3,260.5,105.5,45.9,95.7,53.4,11.7,2.3,3.4,1.7,3,33.6,6.2,6.6,31.3,6.4,2.1,0.4,1.1,0.9,1.5,2.6,10,0.6,4.3,9.8,3.4,2.3,5.1,7.2,38.3,14.9,0.9,7.4,81.7,62.3,1.5,145.4,4.9,0.9,0.2,3,0.6,0.6,2.1,0.2,0,0,0,0,0,0,0.2,0.4,0.6,0.2,1.1,0,1.1,0,0,0,0.2,0.4,0,1.5,0.6,6.4,0.2,0,6.6,2.6,1.1,3.8,2.6,0,0.4,0,0,0,0,0,8.9,3.6,1.9,10.4,21.3,3.4,5.7,14.7,2.8,3.8,2.3,2.8,0,1.1,0.4,22.8,13.8,14.7,2.6,9.6,11.9,4
llm,ai,4000_story_2400_llm.txt,36.8,4.5,4087,2.2,3.9,33,2.7,0.2,1.2,0.5,5.6,8.6,0.5,0.5,0,3.9,0.5,0.2,0.2,4.9,22.8,0.5,2,261.3,108.9,38.2,94,55.3,9.5,2.2,3.7,1,5.4,22.3,5.4,12.7,33.3,7.3,3.4,1,1.2,1,2.7,3.7,9.5,0.7,2.2,10.3,2.9,2.2,5.4,9.3,40.1,12.5,0.7,6.9,76.1,63.6,1.2,145.1,5.9,1,0,1.7,0.2,1.5,1.2,0.2,0,0,0,0,0,0,0,0,0.2,1,0.2,0,0.7,0,0,0.2,0,0.2,0,1.2,0.7,4.6,0.2,0,4.9,1.5,1,2.4,2.2,0,0.5,0,0,0,0,0,10.8,2.2,0.7,7.8,19.6,3.2,3.2,15.9,2.4,2,1.2,3.2,0,0,0.5,32.3,11.5,14.9,2,7.8,9.5,5.4
llm,ai,4000_story_2402_llm.txt,37,4.6,6587,5.5,6.7,53.1,7.7,0.5,1.5,2.1,35.7,15.2,1.4,1.2,0.2,3,1.1,0.6,1.1,7.3,25.8,0.5,2.3,222.9,93.7,34.6,87.9,49.6,16.9,4.3,4.4,2.3,2.9,38.4,7.9,7.9,42.4,9,4.9,2.4,1.4,2.6,3.3,6.4,8.3,2,3.6,9,3.9,5.2,5.2,14.7,40.2,14,1.5,10.9,68.9,93.1,1.2,156.5,3.3,1.5,0.2,4.4,1.2,2.1,1.7,0,0.2,0,0,0,0,0,0.6,0.6,0.9,1.2,0.8,0,0,0,0,0,1.1,0,0.2,1.8,1.8,9.4,0.2,0,9.6,4.1,0,5.2,3.8,0.6,0,0,0,0,0,0.2,11.8,5.8,2.9,9.4,20.6,2.6,6.4,4.4,2.7,1.7,1.2,1.1,0.3,0.8,1.1,30.2,18.2,16.9,2,5.2,7.1,5.3
llm,ai,4000_story_2405_llm.txt,36,4.4,3789,11.1,42.2,69.7,16.6,1.1,4,0.8,23.5,18.7,2.4,2.9,0.3,3.4,0.5,0.5,0.5,4.5,22.7,0.3,1.8,272.9,90.5,34.6,75.7,46.2,9,1.8,1.8,1.1,1.1,31.4,7.1,8.2,30.9,5.8,10,1.1,2.9,0.8,1.3,5.5,8.4,1.3,2.4,10,1.6,2.4,4.5,15.3,39.6,12.1,0.8,4.8,57.3,86.3,3.4,155.7,1.1,2.4,0,9.5,0.3,2.6,1.1,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0.3,0,0,0,0,0.3,0.8,0,2.6,0.8,13.5,0,0,13.5,1.6,0.3,2.1,4.2,0.5,0,0.5,0,0.3,0,0.3,16.4,2.9,1.8,7.7,27.4,3.7,2.6,6.9,2.1,3.2,1.1,2.9,0.3,1.1,0.8,32.5,24.3,12.9,3.4,4.2,7.4,2.9
llm,ai,4000_story_2408_llm.txt,37.5,4.5,3759,9.3,18.4,72.9,10.6,0.3,5.1,1.1,15.7,17,2.4,2.1,0.5,0.8,0.3,0.8,0.3,5.1,24.2,1.3,2.7,280.7,102.4,27.1,70.8,50,8.8,0.5,2.4,0.8,2.4,52.1,5.6,8.5,30.1,7.2,8,1.3,3.2,0.8,1.9,5.9,9.3,0.8,2.1,6.9,1.6,2.9,4.8,13.8,38.8,12.2,1.6,3.7,63,76.4,5.3,156.2,1.3,3.2,0.3,9,0,0.8,1.6,0.3,0,0,0,0,0,0,0.3,0.5,0.3,0.8,0.5,0,0,0.3,0,0,0.5,0.3,0.3,1.6,0.5,11.4,0.3,0,11.7,2.4,0.3,3.2,2.7,0.8,0,0,0,0,0,0,13.3,3.2,1.9,10.9,11.2,1.9,4,10.1,2.4,1.9,0,0.5,0.5,1.3,0.3,26.1,32.2,14.1,3.2,3.5,5.9,3.2
llm,ai,4000_story_2409_llm.txt,37.3,4.4,6444,3.3,9.3,41.1,8.5,0.6,1.4,0.5,11.2,15.8,0.3,0.8,0.2,2.2,0.3,0.3,0.2,4.3,18.6,0.3,2.5,252.5,95.4,37.4,103.2,68.3,15.4,2.5,1.9,1.4,2.5,21.1,7.4,11.6,34.5,5.6,6.5,1.2,1.6,1.1,2.3,4.3,6.7,0.5,4.5,7.1,2.5,1.9,4,11.9,30.6,11.6,0.5,5.7,70.5,88,0.8,159.4,4.5,2.2,0,2.8,0.3,1.7,2,0,0,0,0,0,0,0,0.2,0.2,0.2,0.9,1.1,0,0.2,0,0,0,0,0.2,0,1.1,0.3,6.8,0,0,6.8,2.5,0.2,2.6,1.6,0.5,0.3,0,0,0,0,0,13,4.2,0.8,5.9,23.3,3.1,4.2,6.4,3.7,3.4,1.4,3.6,0.2,1.1,0.3,25.8,14.9,18.9,2,6.4,13.5,6.8
llm,ai,4000_story_2410_llm.txt,35,4.6,6623,2.6,2,31,4.1,0.2,1.8,0.9,13.9,20.5,0.6,0.9,0,4.2,0.6,1.5,1.1,5.1,23.3,0.2,0.8,252.6,101.3,43.2,90.1,39.9,13.4,1.7,3.9,0.6,2.4,37.3,7.2,8.3,29,5.6,3.2,1.5,2,2.1,1.7,4.2,8.9,1.2,6.5,8.3,3.2,2.1,2.1,10.4,36.8,16.6,1.2,6.2,81.5,57.8,1.8,140.7,3.2,1.1,0,1.8,0.8,1.5,2.6,0,0,0.2,0,0.2,0,0,0.3,0.3,0.8,0.5,1.5,0.2,0.2,0,0,0,0.2,0,0,0.8,0.3,6.6,0.2,0.2,6.9,3.3,0.3,3.8,1.1,0.3,0.3,0,0,0,0,0,7.9,2.6,1.2,8.6,23.6,3.3,3.6,7.9,2.6,2.6,2.4,3.3,0.5,1.4,0.3,24.9,11.6,14.8,1.4,7.7,10.1,4.1
llm,ai,4000_story_2412_llm.txt,37.8,4.5,4352,5.1,0.7,61.8,11.7,0.9,4.4,0.2,14,10.1,0.9,5.5,0.7,2.5,0,0.2,0.5,10.6,9,1.1,1.1,289.3,86.6,33.8,87.5,51,9.9,0.7,3,0.2,0.9,49.9,5.1,6.7,20,5.1,2.8,5.5,3.2,1.8,2.1,2.5,12.9,0.9,5.1,4.4,4.1,1.8,6.7,15.2,23,18.8,1.6,3.9,61.8,76.7,2.8,159.9,1.8,1.1,0,3.9,0.5,2.5,0.5,0.2,0,0,0,0,0,0,0,1.1,0,1.4,0.2,0,0.2,0,0,0,0.2,0.2,0,1.1,0.9,7.4,0.2,0,7.6,2.8,0.2,3.2,2.3,0,0,0,0,0,0,0,17.7,2.3,2.1,11.9,14.2,3,3.2,6.9,2.8,0.5,2.1,0.9,0.5,0.7,1.6,27.6,19.8,20.2,1.8,5.7,6.9,3.2
llm,ai,4000_story_2432_llm.txt,37,4.5,7393,3.8,4.3,44.6,15.4,0.5,3,0.1,20.8,16,0.8,1.5,0.3,4.7,0,0.5,0.8,4.6,12.2,0.7,1.2,263.8,86.3,31.1,115.4,61.5,15.8,0.5,1.4,0,2,22,7.2,14.2,30.8,4.9,4.9,1.5,1.6,1.5,0.9,2.7,6.5,0.7,4.1,5,1.2,1.2,4.3,11,22.3,11.2,1.5,1.9,64,97.8,2.2,174.1,6,1.2,0,1.2,0.7,2.8,1.1,0,0,0,0,0,0,0,0.1,0.3,0.8,1.1,0.1,0,0.1,0,0,0,0.4,0,0,1.1,0.7,5.8,0,0,5.8,2.4,0.1,3,1.8,0.8,0.5,0,0,0,0,0,4.6,2.2,0.9,6.4,22.9,2.7,3.8,5.1,0.7,1.5,0,3.1,0.3,0.4,0.1,37.3,16,15.8,2.2,5.1,9.3,6.4
llm,ai,4000_story_2453_llm.txt,36.5,4.5,2953,3.7,6.8,42.3,12.5,0.7,1.4,0.3,16.9,11.2,0.7,1.7,0.7,1.7,0.7,0,0.3,4.1,16.9,0,3,291.9,92.1,33.5,104.3,50.8,11.2,1,1,0.3,3.4,27.1,6.4,10.8,27.4,7.1,3.4,1.4,0.7,0.7,1,4.7,6.8,0.7,6.4,4.1,1.7,0.3,3.4,8.1,26.8,13.9,0.3,2.4,70.8,80.3,1.7,170.3,8.8,2,0,2,1,1.7,0.7,0,0,0.3,0,0,0,0,0.3,0.3,0.7,1.4,0,0.3,0.3,0,0,0,0.3,0,0.3,0.3,1.4,5.4,0.3,0,5.8,2.7,0.7,3.7,2,0.3,0.3,0,0,0,0,0,10.8,2,2,9.5,20,3,4.7,6.1,0.3,1.4,0.3,2,0.7,0,0,30.5,17.9,14.9,1,7.1,10.2,3.7
llm,ai,4000_story_2461_llm.txt,33.3,4.5,5131,3.9,0.6,46,10.9,1.2,2.5,0.6,7,18.9,1,2.7,0.4,4.1,0.4,0.6,1.2,5.5,10.9,0.2,1,272.9,88.9,29.4,109.5,60.8,14,1,1.4,0.8,2.9,25.7,11.9,10.5,31.4,5.8,4.5,2.5,3.5,3.7,1,2.5,6.6,0.4,5.7,6.4,1.4,1.9,5.7,13.6,26.5,12.7,1.4,3.1,59.8,78.7,1.9,170.5,1.2,2.5,0,2.1,1,1.4,1.2,0,0,0,0,0,0,0,0,0.2,0.6,1.4,0.2,0,0,0,0,0,0.6,0,0.2,1,1.2,5.7,0,0,5.7,2.3,0,2.9,2.3,0,0.6,0,0,0,0,0,12.3,3.7,1.6,9.4,24.4,5.3,2.5,4.9,1.2,1.2,2.3,1.8,0.2,0.6,0,33.5,12.3,17.2,3.1,6,8.8,5.5
llm,ai,4000_story_2479_llm.txt,35.5,4.2,5930,7.4,6.6,44.7,10.1,0.7,2,0.7,33.1,14.5,1,2.4,0,3.7,0.7,0.5,0.3,6.1,18.4,0,4,251.4,81.5,23.4,118.4,65.1,9.3,0.5,3.4,0,2.5,16.7,9.9,13.5,31,7.3,5.7,2.7,3,0.5,1.3,4.9,5.4,0.5,2.7,6.1,1.3,1.3,5.7,12.3,32.4,8.6,0.3,3.9,64.1,108.3,3.2,179.8,3.9,0.7,0,5.7,0.2,2.7,0.5,0,0,0,0,0,0,0,0.5,0,0.7,1,0.2,0,0,0,0,0,0,0,0,2,1,9.1,0,0,9.1,2.4,0,2.4,3,0.3,0.8,0,0,0,0,0.2,11,2.2,1.9,6.2,20.1,2.5,4,5.9,0.7,2,1,2.7,0.7,0.7,0.5,44.7,22.6,14.2,3.2,4.2,8.9,5.7
