prompt,source,filename,ttr,wrlengh,wcount,that_del,contrac,pres,pro2,pro_do,pdem,gen_emph,pro1,it,be_state,sub_cos,prtcle,pany,gen_hdg,amplifr,wh_ques,pos_mod,o_and,wh_cl,finlprep,n,prep,adj_attr,pasttnse,pro3,perfects,rel_obj,rel_subj,rel_pipe,p_and,n_nom,tm_adv,pl_adv,advs,inf,prd_mod,sua_vb,sub_cnd,nec_mod,spl_aux,conjncts,agls_psv,by_pasv,whiz_vbn,sub_othr,vcmp,downtone,pred_adj,allmodal,allconj,allpasv,allwh,allwhrel,alladj,allpro,have,allverb,vprogrsv,that_rel,jcmp,nonf_vth,att_vth,fact_vth,lkly_vth,att_jth,fact_jth,lkly_jth,nfct_nth,att_nth,fct_nth,lkly_nth,spch_vto,mntl_vto,dsre_vto,efrt_vto,prob_vto,x1_jto,x2_jto,x3_jto,x4_jto,x5_jto,all_nto,nonfadvl,atadvl,fctadvl,lklydvl,all_vth,all_jth,all_nth,all_th,all_vto,all_jto,all_to,all_advl,act_ipv,act_tpv,mentalpv,commpv,occurpv,copulapv,aspectpv,humann,prcessn,cognitn,abstrcn,concrtn,tccncrt,quann,placen,groupn,sizej,timej,colorj,evalj,relatnj,topicj,actv,commv,mentalv,causev,occurv,existv,aspectv
human,human,4000_story_3513.txt,29,4.1,2812,7.1,6,103.1,25.2,1.8,1.1,4.6,59,9.2,2.1,1.1,0,4.6,0.4,2.1,1.1,2.5,32.7,1.4,2.1,211.9,85.3,37.3,27.4,30.2,12.1,4.6,5,0.7,4.3,24.2,5.7,20.3,30.2,11,7.1,0.7,2.8,3.9,1.1,2.8,9.2,0.7,0.4,3.9,7.1,0.7,5.3,13.5,44.8,10.3,2.5,10.3,64,114.5,2.5,141.2,7.8,1.1,0.4,4.3,1.1,4.3,1.8,0.4,0,0,0,0,0,0,0.4,0,0.7,0,0.7,0,0,0,0,0,0.4,0.4,0,3.9,0.7,11.4,0.4,0,11.7,1.8,0,2.1,5,0,0.4,9.6,0,0,0,0,16.7,3.2,2.5,5.7,12.1,0.7,5,2.8,6.4,2.1,2.5,0.7,2.1,0.4,0.4,22,16.7,30.9,1.4,1.1,5.7,3.2
human,human,4000_story_3520.txt,29,4.2,2967,2,6.7,35.4,4.7,1,1,1.3,36.7,8.4,1.7,0.3,0.3,4.7,0.7,1,0.3,4.7,23.6,0.7,1,273.3,107.5,47.2,66.7,28.3,3,0.7,2.4,1,5.1,17.9,8.8,10.8,33,6.1,9.8,0,1.7,0.3,1.3,4.7,3,0.7,2.4,4.7,1.7,2,2.4,14.8,35.4,6.1,1,4,79.2,69.8,2,122.7,9.4,4,0,1,0.3,1,1.3,0.3,0,0,0,0,0,0,0,0,1.3,0.3,0,0,0,0.3,0,0.3,0.3,0,0,5.4,1.7,3.7,0.3,0,4,1.7,0.7,2.7,7.1,0.3,0.7,0,0,0.3,0,0.3,7.1,0.7,0.3,3.4,27,4.4,2.4,6.7,4.7,5.1,2.4,5.1,0.7,0,0,26.3,12.1,12.5,1.7,2.7,6.7,2.4
human,human,4000_story_3523.txt,29.3,4.2,3833,5.5,3.9,42.8,9.1,1,2.6,3.4,62.6,13.3,0.8,0.3,0.8,6.8,0.8,2.9,0.5,6.5,28.4,2.6,1.6,188.6,102.5,33.1,89.7,60.8,8.9,0.5,3.4,0.8,3.7,24,7,7.8,38.6,8.3,3.1,1.3,1.8,1.8,3.1,7,6.3,0.8,1.3,6.8,2.6,3.4,6.3,11.5,41,8.3,3.1,4.7,70.4,132.5,3.9,149.8,13,1.6,0.8,3.1,0,2.9,1.8,0.5,0.3,0,0,0,0.3,0.5,0.5,0,0.8,1.8,1.6,0,0.8,0.3,0,0,0.3,0.3,0,4.2,1.6,7.8,0.8,0.8,9.4,4.7,1,6,6,0.5,0.8,0,0,0,0,0.3,13.6,3.1,2.6,9.4,11.5,1.3,5.7,7.3,3.7,1.8,2.3,3.4,1.3,2.1,0.8,30.3,12.8,21.7,0.8,3.7,9.1,3.7
human,human,4000_story_3525.txt,28.8,4,2130,2.8,17.8,63.4,15.5,3.8,4.7,3.3,13.1,11.7,2.8,0.9,0.9,7.5,0,2.8,2.3,4.7,32.4,1.4,2.8,183.6,91.5,16.4,93.9,108.9,15,0,1.9,0,1.9,19.2,8,7.5,32.4,14.1,14.6,4.7,1.4,3.3,2.3,4.7,9.4,0.5,1.4,4.7,2.8,1.4,7.5,22.5,41.3,11.3,3.8,1.9,46.9,137.6,3.3,170,4.2,1.9,0.5,3.3,1.4,0.9,0.5,1.4,0,0,0,0,0,0,0.5,0.9,4.2,1.9,0.5,0,0.5,0,0,0,0,0,0,3.3,0,6.1,1.4,0,7.5,8,0.5,8.5,3.3,0.9,0,0.5,0,0.5,0,1.4,23.9,5.6,2.8,4.2,11.3,0.9,8,3.3,3.8,0.9,4.7,0,0.5,0.9,0.5,44.1,17.8,20.7,2.3,2.3,6.6,3.3
human,human,4000_story_3529.txt,27.5,4,5585,4.7,10.4,58.9,16.1,1.8,3.4,2.3,13.8,14,2.1,0.5,0.4,5.7,0,0.5,3,3.9,39.4,0.9,4.3,202.5,82,15.9,87.6,70.5,15.6,0.4,1.8,0,4.1,14.7,10.9,13.2,35.1,15.4,11.6,0.7,2.5,2.3,1.8,4.7,9.3,0.7,1.4,5.7,0.9,2.9,3.6,17.9,52.3,11.5,3.9,2.1,43.3,100.4,4.3,164.5,11.3,1.8,0.2,3.4,1.1,1.6,1.3,0,0.4,0,0.2,0,0,0,0.2,0.4,0.9,1.6,1.4,0,1.4,0,0.2,0,0.9,0,0,1.6,0.2,7.3,0.4,0.2,7.9,4.5,1.6,7,1.8,0.9,0.9,0.2,0,0,0,0.5,16.7,2,2.3,8.6,9,4.8,4.1,6.3,2.5,0.9,5,0,0.7,0.9,0,42.1,15,18.6,2.3,8.2,6.4,7.2
human,human,4000_story_3532.txt,33.3,4.8,5501,3.5,1.8,35.8,7.5,0.7,3.6,1.6,13.1,11.1,1.3,0.2,0.9,4.2,0.4,2.2,1.1,2.7,22.4,1.3,1.8,241.4,101.6,30.7,80.9,88.2,11.5,1.8,3.6,1.6,4.2,37.3,8.4,5.1,33.8,13.5,4.5,1.5,1.3,2.9,2.2,3.8,5.8,2.2,1.8,5.8,3.5,3.8,5.5,10.2,33.8,9.8,2.4,7.1,64.9,108.7,2.2,137.6,6.9,2,0.5,2.4,1.6,2.7,1.1,0.9,0.2,0.2,0,0,0.4,0,0.4,0.2,1.1,1.5,0.7,0,0.4,0.4,0,0.2,1.1,0.2,0,3.3,0.2,7.8,1.3,0.4,9.5,3.8,0.9,5.8,3.6,1.1,1.3,0.2,0.4,0,0,0.5,14.2,4.7,4.5,10.9,6.4,2.9,4.5,3.3,1.6,1.3,1.5,0.9,1.1,2.5,0,22.5,10.9,20.7,1.5,5.3,5.8,3.6
human,human,4000_story_3533.txt,29.3,4,3015,5,6.3,58.4,21.9,1.7,2.3,3.3,30.8,12.9,0.3,0.3,0.7,3,1.3,0.3,3.6,4.6,36.8,3,2.7,194.7,75.6,10.3,104.8,82.9,15.6,0.7,1,1.3,2,20.9,6,10.9,34.5,13.9,6,3.3,3,4.3,1.3,5.6,14.6,0,2,6.3,3.6,4,5.3,14.9,48.4,16.6,6.6,3,36.8,135.7,4,178.8,6,1.3,0.7,4.3,0.7,3.6,0.3,0.7,0,0,0,0,0,0,0.3,1,1.7,1.7,0.7,0,0.3,0,0.3,0,1,0,0,1,2,9,0.7,0,9.6,5.3,0.7,7,3,2.7,0.7,1.3,0,0,0,0.7,15.9,2.7,1.3,6.3,11.6,2,6,8,3,1,3,0,0.3,0,0,33.2,26.5,29.5,1.3,6,8.3,5.3
human,human,4000_story_3543.txt,29.5,3.9,3455,5.2,5.8,43.7,3.5,0.3,1.7,2.3,90.6,12.2,1.2,0,1.2,4.6,0.9,0.9,0.9,4.9,42.8,1.4,5.5,174.2,92.6,15.1,100.7,50.1,17.4,0,0.6,0.6,3.5,9.3,12.7,16.8,47.2,9.8,7.2,0.6,3.5,3.5,1.7,5.2,4.6,0.6,2.3,7.5,2.6,3.5,4.1,15.6,57.3,7.5,2.3,1.2,45.7,144.1,2.9,169.3,16.8,0.9,0.3,3.2,0.9,3.2,0.3,0,0.9,0.9,0,0,0,0,0,0,0.9,1.7,0.6,0.3,0,0,1.4,0,0,0,0,0.9,0.9,7.5,1.7,0,9.3,3.2,1.7,4.9,1.7,1.4,1.7,0.6,0,0,0,1.4,4.9,0.9,2,11.3,26,2.9,5.2,11,0,0.9,1.2,1.2,0.6,1.4,0,47.8,8.1,26.3,0.6,5.5,11.3,7.2
human,human,4000_story_3545.txt,32.3,4.3,3603,3.9,1.9,69.4,17.2,1.4,1.4,1.7,30.3,11.7,3.3,0.6,0.8,6.4,0.6,4.2,2.8,3.3,20.8,1.1,0.8,195.1,89.9,23.6,68.8,63.6,11.1,2.5,2.8,2.5,3.6,22.5,5.8,4.4,39.1,23.3,15,2.8,5.8,3.1,5.3,7.5,8.6,0.6,1.7,8.3,3.1,1.7,5,21.4,39.1,10.8,3.9,7.8,48.8,111,3.3,163.8,8.6,1.1,0.3,4.2,0.8,1.7,2.8,0.6,0.3,0,0,0,0,0,0.3,0.6,2.2,0.8,1.7,0.3,1.7,0,0.3,0.3,1.1,0.3,0,1.1,1.1,9.4,0.8,0,10.3,5.6,2.5,9.2,2.5,0,0,0.3,0.3,0,0,0.3,12.2,7.8,0.8,10.5,7.8,0.6,5.3,6.4,2.2,1.4,0.6,0,0.6,0.6,0.6,29.4,23.9,17.2,1.9,7.8,6.4,4.7
human,human,4000_story_3547.txt,30.5,4.1,2827,7.1,0.4,80.3,17,0.4,4.6,1.4,20.2,20.9,1.1,0.4,0.4,3.5,0,0.7,1.8,6.4,33.3,3.2,1.1,221.1,107.9,22.6,47.8,42.4,13.4,2.1,8.5,1.1,1.4,20.9,6.7,12.4,28.3,8.5,6.4,0.4,3.9,0.7,2.8,4.6,9.9,0.7,0.7,4.6,3.9,2.5,5.3,13.4,43.5,11.3,5,11.7,42.1,79.6,1.8,137.2,6,1.1,0.7,6.4,1.4,3.5,2.5,0,0.7,0.4,0,0,0.4,0,0.4,0,2.1,1.4,0.7,0,0.4,0,0.7,0,1.4,0.4,0.4,2.1,0.7,13.8,1.1,0.4,15.2,4.6,1.1,7.1,3.5,0,1.1,0.4,0,0,0,0.4,14.5,2.8,2.5,6.7,12,5.7,3.2,10.6,3.2,1.1,0,0,1.4,1.8,0.4,19.8,21.9,21.6,1.4,4.2,5.7,2.8
human,human,4000_story_3550.txt,29.8,4.3,4519,0.7,4.4,42.3,3.8,0.7,2.4,3.1,17.7,11.3,2,1.3,2,3.8,0,1.5,1.5,3.5,31,1.1,1.5,235.2,105.8,32.1,70.8,60,10.4,2.9,6.6,1.8,3.8,31.4,6.9,9.3,31.2,11.5,4.9,2,0.4,1.5,2.9,2.9,8,0.9,2.4,6.2,2.9,2.2,4.9,10,42.7,11.3,2.7,11.3,62,81.4,1.8,132.1,15.9,1.8,0.4,0.2,0.4,2,0.9,0.4,0.2,0,0,0,0,0,0.2,0.4,0.4,1.3,0.4,0,0.4,0,0,0.4,0.2,0,0,0.2,0.4,3.5,0.7,0,4.2,2.9,0.9,4,0.7,0.7,1.3,0.4,0,0,0,0.9,14.4,3.8,2.4,9.7,15.7,1.8,6,6.9,6,2.4,2.2,1.3,0.9,1.3,0.9,33,9.3,14.8,1.5,4,8.4,3.1
human,human,4000_story_3552.txt,31,4.3,5243,2.9,2.7,50.2,10.5,1.3,4,1.9,12.2,11.1,0.8,0.2,0,4,0.2,2.5,1.9,3.8,27.7,0.6,1.7,208.7,110.6,41.8,67.1,64.3,14.1,1.7,8.4,1.1,2.1,36.6,6.1,5.5,31.7,14.3,4,1.7,1.9,0.8,4,4.4,11.8,1,2.7,4.6,1.5,4.6,5.7,8.6,36.4,15.4,2.5,11.3,76.1,87,1.9,138.5,14.7,2.1,0.6,0.6,1.1,1.9,0.2,0.8,0,0.4,0,0,0,0,0.2,0.4,1,1.9,0.2,0.2,1.1,0.2,0.2,0,0.8,0.8,0,2.7,1.3,3.8,1.1,0,5,3.6,1.7,6.1,4.8,1,0.6,0,0,0,0,0,18.3,4.2,4.6,12.8,14.7,1.5,3.8,9.7,1,2.9,10.1,0.6,0.8,1.5,1.1,25,8.6,17,1.9,4.2,9.2,4.4
human,human,4000_story_3553.txt,28,4.2,5495,5.6,14.6,63.9,19.5,1.3,2,3.1,30.2,11.5,1.6,0,0.9,5.8,0.2,0.7,3.8,6.2,21.7,1.1,3.3,211.1,92.6,35.5,64.6,58.1,7.5,0.5,1.8,0.4,4.9,19.8,10,8.9,49.7,10.2,6.9,1.5,2.2,1.6,2.2,7.6,5.6,0.2,1.3,3.1,1.1,2.5,6.4,14.7,31.8,7.1,4.9,2.7,72.1,107.7,3.1,146.7,12.6,1.1,0,4.5,0.4,2.9,1.1,0.2,0,0,0,0,0,0,0.5,0.2,1.5,1.8,0.7,0,0.4,0.2,0,0,0,0,0,1.5,0.2,8.9,0.2,0,9.1,4.7,0.5,5.3,1.6,1.1,0.9,0.2,0,0.2,0,0,20.9,1.6,1.8,5.8,21.5,1.6,5.6,8.7,1.6,2.2,2.7,1.6,0.5,0.5,0,28.8,18.6,13.6,1.1,5.3,8.6,5.3
human,human,4000_story_3554.txt,24.3,4.3,3660,4.1,1.6,57.1,3,1.1,4.4,1.6,29,19.4,0.3,3.6,0,3.3,0,1.6,1.1,3,39.3,0,1.6,183.1,99.2,27.9,57.7,51.4,12,2.5,2.7,2.5,2.7,41.5,4.9,2.7,37.7,23.2,3.3,2.5,2.2,7.4,4.9,6.6,8.5,1.9,2.7,7.4,8.7,4.1,7.9,13.7,55.2,13.1,1.1,7.7,58.7,83.3,3,142.9,10.1,2.2,0.5,6,2.7,3,2.2,1.4,0.5,0.5,0,0.3,1.4,0.3,1.1,0.8,3,1.6,1.1,0.5,0.5,0.3,0,0.8,1.1,1.4,0,1.9,0.8,13.9,2.5,1.9,18.3,7.7,2.2,10.9,4.1,1.1,0.5,0.3,0.5,0,0,0.8,8.5,4.9,5.2,18,7.9,0.5,3.8,5.5,0,1.1,0,0.5,3.6,1.6,0.3,27.9,12.3,20.8,0,4.6,3.8,6
human,human,4000_story_3557.txt,32.5,4.5,2952,0.3,2.7,18,0,0,1.4,1.7,4.4,5.4,0,0.3,0,3.4,0.3,1.7,0.3,1.7,16.3,0,2,270.3,115.5,37.3,93.8,33.2,6.8,0.7,2.4,0.3,4.4,24.1,9.1,13.2,32.5,13.6,1.4,1.7,1.7,0.7,2,3.4,10.2,1.7,3,5.8,1,1.4,7.1,3.7,28.5,14.9,0.3,3.4,71.8,37.6,0.3,142.6,10.8,0,0.3,2,0.3,1,1,0.3,1,0.3,0,0,0,0.3,0,0.3,1,2.4,0.7,0,0,0,1.4,0.3,0.7,0,0,0.7,0,4.4,1.7,0.3,6.4,4.4,1.7,6.8,0.7,0,0,0,0,0.3,0,0,4.1,1.4,1.7,11.9,35.9,6.8,5.1,4.7,0,2.7,0,1.4,0.3,1,0,26.1,7.5,8.1,0.3,11.2,7.8,7.1
human,human,4000_story_3583.txt,33.5,4,4117,3.2,14.8,103.2,35.7,1.7,3.9,3.9,81.4,15.5,4.1,0.5,2.2,5.3,0.2,4.1,5.1,7,29.6,3.2,2.7,167.8,79.9,18.9,64.1,53.7,8.5,0.2,0.5,0,1.9,13.6,6.6,9.5,51.5,15.5,10.7,2.4,2.9,4.4,1.2,11.9,4.1,0.5,1,7.5,2.7,2.2,5.3,22.1,42.5,5.6,8.3,0.7,47.9,170.8,3.2,175.4,8.5,0.5,0.5,2.7,0.7,1.9,1.7,0.2,0.2,0,0,0,0,0,0.2,0.5,0.7,1.2,1.5,0,0.2,0,0.2,0,0,0.5,0,4.6,1.2,7,0.5,0,7.5,4.1,0.5,4.6,6.3,1.2,1,0,0,0.2,0,0.2,23.1,2.9,1.5,8.3,10.4,2.2,6.1,2.9,1.7,0.2,1.9,0,0.7,1.7,0,32.8,24.5,29.4,1.7,10,12.4,4.6
human,human,4000_story_3597.txt,31.3,4,4381,6.6,6.6,52.7,5.7,0.7,5.7,5.5,55,28.1,1.6,1.6,0.2,4.1,0.2,1.6,0.9,9.4,56.8,2.1,3,169.8,84.7,24.4,90.8,42.9,8.2,0.7,1.6,0,7.3,18.3,8.9,12.3,34.2,9.8,8.2,0.5,1.4,1.1,1.6,6.6,5.2,0,1.8,6.8,2.1,2.3,8.2,18.7,74,7.1,3,2.3,65.7,103.6,4.1,156.1,7.8,3.2,0.2,2.7,1.1,3.4,2.3,0.5,0.2,0.2,0,0,0,0,0,0,0.5,0.7,1.4,0.5,0.5,0.2,0,0,0,0,0,4.6,0.9,9.6,0.9,0,10.5,2.5,1.1,3.7,5.5,0.2,0.5,0.2,0,0,0,0.2,13.5,2.1,2.5,13,8.7,3.2,7.3,3.7,4.1,3,1.4,0.2,1.1,1.1,0,32.4,14.8,23.1,1.1,3,8.9,2.5
human,human,4000_story_3624.txt,31.3,4.1,4231,6.4,9,85.6,22.7,3.5,4.7,2.8,35.5,27.7,0.5,0.9,1.7,4,0,1.4,0.9,6.1,21,0.5,1.2,205.6,90.3,35.9,51.8,34.3,7.1,0.7,1.4,0.7,3.8,19.9,12.1,4.3,36.6,9.9,10.2,1.4,2.1,3.8,1.4,2.4,6.4,1.2,1.4,3.1,2.4,0.9,7.3,20.1,31,9,1.4,2.8,66.7,92.4,2.6,148.2,5,1.9,0,2.1,1.4,3.1,1.7,0.2,0,0,0,0,0,0,0.5,0.5,0.7,1.2,0.5,0,0.5,0.2,0.2,0.5,0.2,0.7,0.2,3.3,0.2,8.3,0.2,0,8.5,3.3,1.4,5,4.5,1.4,0.5,0,0,0.2,0,0,11.1,3.3,1.9,14.4,14.7,3.1,12.1,5.7,2.4,1.7,0.9,0,0.9,0.9,0.2,32.1,10.4,20.8,1.9,1.7,5.4,4.3
human,human,4000_story_3626.txt,34,4.4,3300,0.9,0.9,52.1,6.1,0.9,3.6,3,51.2,12.1,2.1,0.3,0.3,4.5,1.2,2.4,0.3,8.8,28.2,0.3,1.5,235.2,111.8,41.2,59.1,27.3,10,0.3,1.5,0.3,4.2,46.1,8.5,7.3,40.9,13,7,0.3,3.6,3.3,3.3,7.3,12.1,0.6,2.1,3.3,3.6,2.1,6.7,19.1,39.7,14.8,0.6,2.1,72.7,84.5,2.4,130,5.2,4.2,0.3,1.5,1.5,1.5,0,0.9,0.3,0,0,0,0.6,0,0.3,0,1.8,0.3,0.3,0,0.6,1.2,0,0.3,2.1,0.3,0,3.3,1.2,4.5,1.2,0.6,6.4,2.7,2.1,7,4.8,1.2,0.3,0,0,0,0,0.3,4.8,5.5,4.5,11.8,12.4,1.8,9.4,2.1,3.3,1.8,0.9,0.3,0.9,1.5,0.9,23.6,9.7,15.5,1.5,2.1,4.2,4.2
human,human,4000_story_3638.txt,29.3,4.5,3854,2.1,1.8,90.6,1.6,0.8,4.2,4.4,33.5,25.4,3.1,0,0.8,3.1,0.3,1.8,0.5,6.2,27.5,0.5,1.6,235.3,104,53.5,17.9,36.8,10.1,1.3,4.7,0,5.2,47.7,1.3,3.1,28.5,13,7.5,1.3,5.7,6.2,2.6,4.9,6,1,1.6,3.4,4.2,2.1,3.6,20,41.8,8.6,1,6,81,71.9,3.4,121.7,2.9,1.6,1,1,1,1.6,1.3,0.5,0.5,0,0,0.3,0.3,0,0.3,0,2.3,2.1,0.3,0,1.3,0.3,0,0,0.8,0.3,0,3.6,1.6,4.9,1,0.5,6.5,4.9,1.6,7.3,5.4,0,0.8,0,0,0,0,0,8.3,4.4,3.4,15,6.5,3.4,4.9,6.5,2.9,1.8,2.1,0.5,1.3,0.8,2.9,22.3,4.4,12.5,1.6,1.8,7.3,2.1
human,human,4000_story_3641.txt,31,4.5,2314,1.7,0.4,29,2.2,0.4,0.9,2.6,1.3,15.1,2.6,0.4,1.7,4.8,0,2.2,0,3.9,38.9,1.3,2.6,226.4,101.1,44.5,92.5,78.2,4.8,0.9,0.9,0.4,4.8,35,6.1,5.2,44.1,13,5.6,0,0.4,3.9,3,5.6,14.7,0.9,1.3,7.3,0.9,1.7,5.2,13.4,51.9,16.9,1.3,2.2,82.1,81.7,3,138.3,4.8,0.4,0,2.2,0,1.7,0.9,0.4,0.4,0,0,0,0,0,1.3,0.9,0.4,3,0.4,0,1.3,0.4,0.4,0.4,0,0,0.4,5.2,0,4.8,0.9,0,5.6,6.1,2.6,8.6,5.6,0.9,0,0,0,0,0,0.9,12.5,6.5,3.9,19,9.9,1.7,9.1,3.9,4.8,3,2.2,0.4,2.6,1.7,0.9,31.5,6.9,13,2.6,9.1,4.3,2.6
human,human,4000_story_3654.txt,25.3,4.1,2025,4.9,9.9,95.8,9.9,1,2.5,5.9,9.9,29.1,1.5,0,0.5,3,0.5,2.5,0.5,6.9,26.7,1,3,213.3,75.1,42.5,24.2,50.9,7.4,1.5,3,0.5,6.4,19.8,10.4,9.9,38.5,13.3,5.4,1,4.4,4.4,2.5,4.9,5.9,0.5,1.5,5.9,2,3.5,4.4,16.8,43.5,7.9,1.5,4.9,84,70.6,3,139.3,9.9,2,1,3.5,0.5,3,2.5,1.5,0,0,0,0,0.5,0.5,0.5,1,1.5,1.5,1,0,0,0,0,0.5,0,1,0,1.5,1.5,9.4,1.5,1,11.9,5.4,0.5,5.9,4,0,1,0,0,0,0,0,11.4,4.9,2,12.3,10.4,1.5,6.4,1.5,2,1.5,1,0,3,0.5,0,28.1,17.3,20.7,0.5,1,5.4,6.9
human,human,4000_story_3659.txt,33.3,4.1,3187,5.3,16.9,78.1,12.6,1.9,6.3,4.1,56.2,23.2,1.9,0.6,2.2,6.6,0.6,3.1,1.3,4.4,26.7,1.9,2.5,184.2,90.4,32.9,60.2,33.6,9.4,1.6,2.5,0,4.4,16.3,12.2,8.5,40.8,16,10.4,0.9,0.9,2.5,1.9,4.4,6.9,0.3,0.6,5.6,4.4,2.2,3.1,17.3,38.3,7.8,3.1,4.1,62.8,102.3,5,149.4,4.1,1.6,0,2.2,1.3,2.8,2.5,0.3,0,0,0,0,0,0,0.6,0.6,2.5,2.2,0.3,0,0,0.3,0,0,0.3,0,0,4.7,0.6,8.8,0.3,0,9.1,6.3,0.3,6.9,5.3,1.6,0.3,0,0,0,0.3,0.9,8.5,2.8,2.8,10,7.5,0.9,6.3,3.8,0.9,4.7,1.6,0.3,1.3,0.3,0.9,34.5,16.3,17.9,4.7,4.7,4.4,5.3
human,human,4000_story_3660.txt,31.3,4.3,2608,3.5,6.9,95.9,11.5,1.5,6.1,2.3,31.4,25.7,1.5,0.4,0.8,10.4,0.8,1.5,1.9,5.8,24.2,0.4,3.1,212.8,93.9,32.2,41,25.7,5.4,0.8,1.5,0,4.6,36,6.1,7.7,33.7,14.2,5.8,1.5,1.5,4.6,2.3,3.8,4.2,0.4,1.5,2.3,5.8,0.8,5,16.1,33,6.1,2.3,2.3,69.8,68.6,9.6,147.2,5.4,3.8,0,3.5,1.2,4.2,0.8,0,0,1.2,0,0,0.4,0.4,1.2,0,1.5,1.5,0.4,1.2,0.4,0,0.4,0,0.8,0,0,3.8,1.2,9.6,1.2,0.8,11.5,4.6,1.9,7.3,5,0,0.8,0.8,0,0,0,0.4,16.1,5.4,3.1,15.7,7.3,1.9,4.2,4.6,1.2,1.2,0.8,0,2.3,1.5,0,23,15,20.7,1.5,3.5,5,5
human,human,4000_story_3666.txt,31.5,4.3,2253,1.8,0.4,48.4,0.4,0,3.6,3.6,10.2,13.8,1.8,0.9,1.3,3.1,0.4,1.3,0.4,4.4,28,1.8,4,230.4,85.2,47,81.2,64.8,7.1,0,0.4,0,6.2,28,6.7,5.8,32.8,12.4,7.1,0.9,0.9,2.2,2.2,3.1,12.9,0.4,4.4,4.9,4,0.4,2.7,13.8,40.8,17.8,2.2,0.4,78.6,75.5,1.8,148.2,3.1,0.4,0,1.8,1.3,2.7,1.3,0.4,0,0,0,0,0,0,0.4,0,2.2,0.4,1.3,0,0.4,0.4,0.4,0,0.4,0,0.9,2.7,0,7.1,0.4,0,7.5,4.4,1.3,6.2,3.6,0.9,0.4,0.4,0,0,0,0,23.5,3.6,1.3,17.8,4.9,3.6,10.7,6.2,2.7,7.1,3.1,0,1.3,1.3,0.9,35.1,16.4,16.4,3.6,7.1,6.2,5.8
human,human,4000_story_3695.txt,31.3,4.2,4159,4.3,13.9,79.1,18.3,2.6,4.8,5,19.7,17.1,1.7,0.5,1.7,6.7,0.7,3.1,1.7,6.7,22.4,1.7,2.9,208.9,113,40.9,46.2,27.2,10.3,1.9,4.3,0.2,6.5,26.7,5.5,11.8,42.6,10.8,6,1,3.1,1.7,2.9,6,6.7,1,0.5,7.7,3.4,2.6,7.7,14.4,40.2,8.2,3.4,6.5,76.9,65.2,3.4,135.8,6.5,2.9,0,1.7,0.2,2.9,2.2,0,0,0,0,0,0,0,0,0.2,0.7,1,0,0,0,0,0,0,0.2,0.5,0.2,3.6,1.7,7,0,0,7,1.9,0,2.2,6,0.5,0.5,0,0,0,0,0.5,11.3,5.8,2.4,12.3,13,1.7,9.4,7.7,1.7,4.8,0.7,0.5,2.6,1.4,1.2,26,7.9,17.8,0.7,3.4,9.1,3.4
human,human,4000_story_3719.txt,31.5,4,2795,6.4,27.2,63,9.7,2.1,2.5,6.4,58,26.5,0.7,0.7,1.8,6.4,0.7,1.4,0.4,6.1,30.8,0.7,5.7,178.5,86.9,30.4,75.5,42.9,10.7,1.4,1.1,0.4,3.9,17.9,15,12.5,49.7,14.7,4.7,0.7,1.4,1.1,2.5,8.6,9.3,0.4,1.1,4.3,3.9,0.7,3.9,11.8,41.1,10.7,1.1,2.9,70.5,110.6,1.8,156.4,8.2,1.4,0.7,2.1,1.8,2.1,3.9,0,0.7,0,0,0.4,0,0,0,0.4,1.1,3.6,0.7,0,0.4,0,1.1,0.4,0.4,0,0,3.6,1.8,10,0.7,0.4,11.1,5.7,1.8,7.9,5.4,2.1,1.1,0.7,0,0,0,0,6.1,4.7,3.9,10.4,19.7,1.8,10.4,5,1.8,0.7,1.1,0.7,2.9,0.7,0,40.4,13.6,20.4,0.7,3.9,7.9,6.8
human,human,4000_story_3726.txt,30.3,4.1,2644,4.2,2.6,46.5,11,0.8,2.3,4.2,43.9,17,0.4,0.4,0.4,2.6,0,1.5,0.4,4.5,37.4,1.1,5.7,207.6,111.2,27.6,75.6,28,9.5,0.8,0.8,0.8,2.3,22.3,10.2,12.1,49.9,11,6.1,0,1.9,0.8,1.9,5.7,9.5,0.8,1.9,6.1,4.9,1.1,3.4,11.3,48,12.1,1.5,2.3,51.8,82.8,5.3,141.5,4.9,2.3,0,4.9,0.4,3,1.5,0,0,0,0,0,0,0,1.5,1.1,0,2.3,0,0,0.4,0,0,0,0.8,0.8,0,5.7,0.4,9.8,0,0,9.8,4.9,0.4,6.1,6.8,1.9,3.8,0,0,0,0,0.8,7.2,2.6,4.2,10.6,19.3,2.3,15.1,5.7,5.3,0.4,1.9,0.4,0.4,3,0.8,37.8,10.2,14.8,1.9,3,3.4,3.8
