What ^wdt+who+++=What
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
asked ^vbd+vsua++xvbn+=asked
whether ^cs+who+++=whether
you ^pp2+pp2+++=you
might ^md+pos+++=might
remain ^vb++++=remain
attached ^vwbn+++xvbn+=attached
to ^in++++=to
the ^ati++++=the
place ^nn++++=place
where ^wrb+who+++=where
you ^pp2+pp2+++=you
had ^vbd+hvd+aux++=had
loved ^vprf+++xvbnx+=loved
your ^pp$+pp2+++=your
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
treated ^vbd+++xvbnx+=treated
your ^pp$+pp2+++=your
grief ^nn++++=grief
like ^in++++=like
a ^at++++=a
clause ^nn++++=clause
to ^to++++=to
be ^vbi+vbi+aux++=be
reviewed ^vpsv++agls+xvbnx+=reviewed.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
agreed ^vbd+vpub++xvbnx+=agreed,
, ^zz++++=EXTRAWORD
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
you ^pp2+pp2+++=you
heard ^vbd+vprv++xvbn+=heard
the ^ati++++=the
pause ^nn++++=pause
before ^in++++=before
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
pause ^nn++++=pause
was ^vbd+bedz+vrb++=was
true ^jj+pred+++=true.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
were ^vbd+bed+vrb++=were
proud ^jj+pred+++=proud
afterward ^rb++++=afterward.
. ^zz++++=EXTRAWORD
So ^ql++++=So
was ^vbd+bedz+vrb++=was
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
pride ^nn++++=pride
kept ^vbd+++xvbn+=kept
the ^ati++++=the
house ^nn++++=house;
; ^zz++++=EXTRAWORD
mine ^pp$$++++=mine
kept ^vbd+++xvbn+=kept
the ^ati++++=the
wound ^nn+++xvbn+=wound.
. ^zz++++=EXTRAWORD
Between ^in++++=Between
us ^pp1o+pp1+++=us
we ^pp1a+pp1+++=we
preserved ^vbd+++xvbn+=preserved
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
forgive ^vb++++=forgive
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
No ^at++++=No.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+vrb++=is
wrong ^jj+pred+++=wrong
too ^ql++++=too,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
only ^ap+down+++=only
half ^abn++++=half
right ^jj++++=right.
. ^zz++++=EXTRAWORD
Forgiveness ^nns+nom+++=Forgiveness
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
a ^at++++=a
medal ^nn++++=medal
I ^pp1a+pp1+++=I
pin ^np++++=pin
upon ^in++++=upon
myself ^ppl+pp1+++=myself.
. ^zz++++=EXTRAWORD
Forgive ^vb++++=Forgive
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
The ^ati++++=The
house ^nn++++=house
will ^md+prd+++=will
go ^vb++++=go.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
not ^xnot++not++=not
this ^dt+dem+++=this
winter ^nn++++=winter,
, ^zz++++=EXTRAWORD
another ^dt++++=another.
. ^zz++++=EXTRAWORD
The ^ati++++=The
oak ^nn++++=oak
will ^md+prd+++=will
go ^vb++++=go,
, ^zz++++=EXTRAWORD
despite ^in++++=despite
its ^pp$+it+++=its
famous ^jj+atrb+++=famous
dead ^jj+atrb+++=dead
horse ^nn++++=horse
thief ^nn++++=thief.
. ^zz++++=EXTRAWORD
The ^ati++++=The
walnut ^nn++++=walnut
rail ^nn++++=rail
will ^md+prd+++=will
darken ^vb+++xvbn+=darken,
, ^zz++++=EXTRAWORD
split ^j+++xvbn+=split,
, ^zz++++=EXTRAWORD
burn ^vb++++=burn,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
be ^vb+be+aux++=be
carried ^vpsv++agls+xvbnx+=carried
off ^rb+phrv+++=off.
. ^zz++++=EXTRAWORD
Those ^dt+dem+++=Those
children ^nns++++=children's
's ^$++++=EXTRAWORD
initials ^nns+nom+++=initials
will ^md+prd+++=will
vanish ^vb++++=vanish.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
will ^md+prd+++=will
go ^vb++++=go.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
almost ^rb+hdg+splt++=almost
gone ^vpsv++agls+xvbnx+=gone
already ^rb++++=already.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
whatever ^nn+nom+++=whatever
judgment ^nn+nom+++=judgment
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
held ^vprf+++xvbnx+=held
against ^in++++=against
you ^pp2+pp2+++=you
will ^md+prd+++=will
go ^vb++++=go
with ^in++++=with
me ^pp1o+pp1+++=me
unless ^cs+cnd+++=unless
I ^pp1a+pp1+++=I
put ^vbd+++xvbnx+=put
it ^pp3+it+++=it
down ^rp++++=down
first ^od++++=first.
. ^zz++++=EXTRAWORD
Friend ^nn++++=Friend
who ^whp+rel+subj++=who
might ^md+pos+++=might
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been.
. ^zz++++=EXTRAWORD
Friend ^nn++++=Friend
I ^pp1a+pp1+++=I
should ^md+nec+++=should
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been.
. ^zz++++=EXTRAWORD
Pray ^vb+vsua+++=Pray
for ^in++++=for
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
still ^rb++++=still
pray ^vb+vsua+++=pray.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
pray ^vb+vsua+++=pray
for ^in++++=for
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+vrb++=is
the ^ati++++=the
letter ^nn++++=letter
I ^pp1a+pp1+++=I
compose ^vb++++=compose
at ^in++++=at
night ^nn++++=night
while ^cs+sub+++=while
the ^ati++++=the
medicines ^nns++++=medicines
fail ^vb++++=fail
and ^cc++++=and
the ^ati++++=the
walls ^nns++++=walls
make ^vb++++=make
small ^jj+atrb+++=small
settling ^jj+atrb++xvbg+=settling
sounds ^nns++++=sounds.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
not ^xnot++not++=not
written ^vprf+++xvbn+=written
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
yet ^rb++++=yet.
. ^zz++++=EXTRAWORD
Because ^cs+cos+++=Because
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
tired ^vpsv++agls+xvbnx+=tired.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
true ^jj++++=true.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
not ^xnot++not++=not
too ^ql++++=too
tired ^jj+++xvbn+=tired.
. ^zz++++=EXTRAWORD
Because ^cs+cos+++=Because
the ^ati++++=the
hand ^nn++++=hand
shakes ^vbz++++=shakes.
. ^zz++++=EXTRAWORD
Also ^rb++++=Also
not ^xnot++not++=not
true ^jj++++=true;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
dictate ^nn+nom+++=dictate.
. ^zz++++=EXTRAWORD
Because ^cs+cos+++=Because
he ^pp3a+pp3+++=he
may ^md+pos+++=may
not ^xnot++not++=not
understand ^vb+vprv+++=understand,
, ^zz++++=EXTRAWORD
may ^md+pos+++=may
tear ^vb++++=tear
it ^pp3+it+++=it
up ^rp++++=up,
, ^zz++++=EXTRAWORD
may ^md+pos+++=may
die ^vb++++=die
before ^cs+sub+++=before
it ^pp3+it+++=it
arrives ^vbz++++=arrives.
. ^zz++++=EXTRAWORD
Excuses ^nns++++=Excuses.
. ^zz++++=EXTRAWORD
The ^ati++++=The
truth ^nn++++=truth
is ^vbz+bez+vrb++=is
that ^cs+sub+++=that
some ^dti++++=some
hard ^jj++++=hard
little ^ap++++=little
property ^nn++++=property
in ^in++++=in
me ^pp1o+pp1+++=me
still ^rb++++=still
insists ^nns+nom+++=insists
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
wronged ^vpsv++agls+xvbnx+=wronged
first ^rb++++=first.
. ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
wait ^vb++++=wait,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
waits ^nns+++??+=waits
in ^in++++=in
his ^pp$+pp3+++=his
collapsing ^vbg+++xvbg+=collapsing
house ^nn++++=house
and ^cc++++=and
I ^pp1a+pp1+++=I
wait ^vb++++=wait
in ^in++++=in
my ^pp$+pp1+++=my
collapsing ^vbg+++xvbg+=collapsing
body ^nn++++=body,
, ^zz++++=EXTRAWORD
each ^dt++++=each
of ^in++++=of
us ^pp1o+pp1+++=us
guarding ^nvbg+++xvbg+=guarding
what ^wdt+who+++=what
cannot ^md+pos+not++=cannot
be ^vb+be+aux++=be
kept ^vpsv++agls+xvbnx+=kept.
. ^zz++++=EXTRAWORD
Tomorrow ^nr+tm+++=Tomorrow
I ^pp1a+pp1+++=I
will ^md+prd+++=will
write ^vb++++=write.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will.
. ^zz++++=EXTRAWORD
only ^rb+down+++=Only
i ^pp1a+pp1+++=I
must ^md+nec+++=must
not ^xnot++not++=not
wait ^vb++++=wait
too ^ql++++=too
long ^rb++++=long.
. ^zz++++=EXTRAWORD
