# ^zz++++=##
# ^zz++++=EXTRAWORD
Will ^md+prd+++=WILL
necessary ^jj+atrb+++=necessary
paper ^nn++++=paper
and ^cc++++=and
paid ^jj+++xvbn+=paid
four ^cd++++=four
thousand ^cd++++=thousand
six ^cd++++=six
hundred ^cd++++=hundred
dollars ^nns++++=dollars.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
laid ^vbd+++xvbnx+=laid
down ^rb+phrv+++=down
the ^ati++++=the
check ^nn++++=check,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
experienced ^vbd+++xvbnx+=experienced
that ^dt+dem+++=that
peculiar ^jj+atrb+++=peculiar
exhilaration ^nn+nom+++=exhilaration
which ^whp+rel+subj++=which
comes ^vbz++++=comes
to ^in++++=to
a ^at++++=a
mercenary ^nn+nom+++=mercenary
mind ^nn++++=mind
when ^wrb+who+++=when
gain ^nn++++=gain
appears ^vbz+seem+++=appears
certain ^jj++++=certain
and ^cc++++=and
another ^dt++++=another
person ^nn++++=person's
's ^$++++=EXTRAWORD
necessity ^nn+nom+++=necessity
is ^vbz+bez+aux++=is
believed ^vpsv++agls+xvbnx+=believed
to ^to+vcmp+++=to
have ^vbi+vbi+aux++=have
furnished ^vprf+++xvbnx+=furnished
the ^ati++++=the
opportunity ^nn+nom+++=opportunity.
. ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+whq++=EXTRAWORD
was ^vbd+bedz+aux++=was
the ^ati++++=the
seller ^nn++++=seller?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Perkins ^np++++=Perkins
smiled ^vbd+++xvbn+=smiled.
. ^zz++++=EXTRAWORD
" ^zz++++="Mrs.
mrs ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Lloyd ^np++++=Lloyd."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What!
what ^wdt+who+++=EXTRAWORD
! ^zz++++=EXTRAWORD
Lloyd ^np++++=Lloyd's
's ^$++++=EXTRAWORD
widow ^nn++++=widow?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
same ^ap++++=same."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
pleased ^jj+atrb++xvbn+=pleased
expression ^nn++++=expression
passed ^vbd+++xvbn+=passed
over ^rb+phrv+++=over
the ^ati++++=the
merchant ^nn+nom+++=merchant's
's ^$++++=EXTRAWORD
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
Smith ^np++++=Smith's
's ^$++++=EXTRAWORD
charitable ^jj+atrb+++=charitable
expedition ^nn+nom+++=expedition
has ^vbz+hvz+aux++=has
borne ^vprf+++xvbnx+=borne
fruit ^nn++++=fruit,
, ^zz++++=EXTRAWORD
after ^in++++=after
all ^abn++++=all;
; ^zz++++=EXTRAWORD
though ^cs+sub+++=though
not ^xnot++not++=not
for ^in++++=for
Smith ^np++++=Smith.
. ^zz++++=EXTRAWORD
Ha ^uh++++=Ha!
! ^zz++++=EXTRAWORD
ha ^uh++++=ha!
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
gives ^vbz++++=gives
his ^pp$+pp3+++=his
time ^nn++++=time,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
take ^vb++++=take
the ^ati++++=the
profit ^nn++++=profit."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
For ^in++++=For
what ^wdt+who+++=what
a ^at++++=a
small ^jj+atrb+++=small
gain ^nn++++=gain
will ^md+prd+++=will
some ^dti++++=some
men ^nns++++=men
sacrifice ^nn++++=sacrifice
delicacy ^nn+nom+++=delicacy,
, ^zz++++=EXTRAWORD
sympathy ^nn++++=sympathy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
honour ^nn++++=honour!
! ^zz++++=EXTRAWORD
The ^ati++++=The
mere ^jjb+atrb+++=mere
belief ^nn++++=belief
that ^tht+ncmp+++=that
a ^at++++=a
widow ^nn++++=widow
had ^vbd+hvd+aux++=had
parted ^vprf+++xvbnx+=parted
ignorantly ^jj++++=ignorantly
with ^in++++=with
valuable ^jj+atrb+++=valuable
property ^nn++++=property
increased ^vbd+++xvbn+=increased,
, ^zz++++=EXTRAWORD
rather ^rb+cnj+++=rather
than ^in++++=than
diminished ^vbd+++xvbn+=diminished,
, ^zz++++=EXTRAWORD
the ^ati++++=the
satisfaction ^nn+nom+++=satisfaction
of ^in++++=of
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Jones ^np++++=Jones.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
ask ^vb++++=ask
whether ^cs+who+++=whether
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
wisely ^rb++splt++=wisely
advised ^vpsv++agls+xvbn+=advised.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
enough ^qlp++++=enough
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
expected ^vbd+vprv++xvbnx+=expected
to ^to+vcmp+++=to
gain ^vbi++++=gain.
. ^zz++++=EXTRAWORD
Nor ^cc+cls+neg++=Nor
was ^vbd+bedz+vrb++=was
this ^dt+dem+++=this
the ^ati++++=the
only ^rb+down+++=only
promising ^jj+atrb+++=promising
operation ^nn+nom+++=operation
of ^in++++=of
the ^ati++++=the
day ^nn++++=day.
. ^zz++++=EXTRAWORD
Late ^jj++++=Late
in ^in++++=in
the ^ati++++=the
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
a ^at++++=a
merchant ^nn+nom+++=merchant
named ^vbd+++xvbn+=named
Armor ^np+++??+=Armor
entered ^vbd+++xvbn+=entered
the ^ati++++=the
counting ^jj+++xvbg+=counting-room.
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
dress ^nn++++=dress
was ^vbd+bedz+vrb++=was
neat ^jj+pred+++=neat
but ^cc+phrs+++=but
worn ^jj+++xvbn+=worn;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
face ^nn++++=face
bore ^vbd+++xvbn+=bore
the ^ati++++=the
marks ^nns++++=marks
of ^in++++=of
anxiety ^nn++++=anxiety;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
hand ^nn++++=hand
in ^in++++=in
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
held ^vbd+vprv+tht0+xvbnx+=held
his ^pp$+pp3+++=his
memorandum ^nn++++=memorandum
trembled ^vbd+++xvbn+=trembled
slightly ^rb+down+++=slightly.
. ^zz++++=EXTRAWORD
" ^zz++++="Mr.
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Jones ^np++++=Jones,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
come ^vprf+++xvbn+=come
to ^to++++=to
speak ^vbi++++=speak
about ^in++++=about
my ^pp$+pp1+++=my
note ^nn++++=note
for ^in++++=for
fifteen ^cd++++=fifteen
hundred ^cd++++=hundred
dollars ^nns++++=dollars,
, ^zz++++=EXTRAWORD
due ^jj++++=due
to ^to+jcmp+++=to-morrow."
- ^zz++++=EXTRAWORD
morrow ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
will ^md+prd+++=will
be ^vb+be+aux++=be
paid ^vpsv++agls+xvbnx+=paid,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
cannot ^md+pos+not++=cannot
meet ^vb++++=meet
the ^ati++++=the
whole ^nn++++=whole
of ^in++++=of
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Jones ^np++++=Jones's
's ^$++++=EXTRAWORD
countenance ^nn+nom+++=countenance
hardened ^jj+++xvbn+=hardened.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
why ^wrb+who+++=why
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
give ^vb++++=give
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="When
when ^wrb+who+++=EXTRAWORD
I ^pp1a+pp1+++=I
gave ^vbd+++xvbnx+=gave
the ^ati++++=the
note ^nn++++=note,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
expected ^vbd+vprv++xvbnx+=expected
remittances ^nns+nom++??+=remittances
that ^tht+rel+subj++=that
have ^vb+hv+aux++=have
not ^xnot++not++=not
arrived ^vbd+++xvbn+=arrived.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
pay ^vb++++=pay
five ^cd++++=five
hundred ^cd++++=hundred
dollars ^nns++++=dollars
tomorrow ^nr+tm+++=to-morrow
and ^cc++++=and
the ^ati++++=the
remainder ^nn+nom+++=remainder
within ^in++++=within
thirty ^cd++++=thirty
days ^nns++++=days."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
extend ^vb++++=extend
notes ^nns++++=notes."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
circumstances ^nns+nom+++=circumstances
are ^vb+ber+vrb++=are
peculiar ^jj+pred+++=peculiar."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
are ^vb+ber+vrb++=are
those ^dt+dem+++=those
of ^in++++=of
every ^at++++=every
man ^nn++++=man
who ^whp+rel+subj++=who
cannot ^md+pos+not++=cannot
pay ^vb++++=pay."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
press ^nn++++=press
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
be ^vb+be+aux++=be
compelled ^vpsv++agls+xvbnx+=compelled
to ^to+vcmp+++=to
sacrifice ^vbi++++=sacrifice
goods ^nns++++=goods
at ^in++++=at
forced ^vbd+++xvbn+=forced
sale ^nn++++=sale."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
my ^pp$+pp1+++=my
concern ^nn++++=concern."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Armor ^np+++??+=Armor
remained ^vbd+++xvbn+=remained
silent ^jj++++=silent
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment.
. ^zz++++=EXTRAWORD
Necessity ^nn+nom+++=Necessity
is ^vbz+bez+vrb++=is
a ^at++++=a
stern ^jj+atrb+++=stern
master ^nn++++=master,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sometimes ^rb++++=sometimes
bends ^nns++++=bends
an ^at++++=an
honest ^jj+atrb+++=honest
man ^nn++++=man
almost ^rb+hdg+++=almost
to ^in++++=to
the ^ati++++=the
earth ^nn++++=earth.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
twelve ^cd++++=twelve
cases ^nns++++=cases
of ^in++++=of
fine ^jj+atrb+++=fine
French ^jj+atrb+++=French
cloths ^nns++++=cloths,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
at ^rb++++=at
length ^rb"++++=length.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
are ^vb+ber+vrb++=are
worth ^in++++=worth
at ^rb++++=at
the ^ati++++=the
lowest ^jjt+atrb+++=lowest
market ^nn++++=market
rate ^nn++++=rate
twenty ^cd++++=twenty-four
- ^zz++++=EXTRAWORD
four ^cd++++=EXTRAWORD
hundred ^cd++++=hundred
dollars ^nns++++=dollars.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you
will ^md+prd+++=will
take ^vb++++=take
them ^pp3o+pp3+++=them
for ^in++++=for
the ^ati++++=the
note ^nn++++=note
and ^cc++++=and
allow ^vb++++=allow
me ^pp1o+pp1+++=me
three ^cd++++=three
hundred ^cd++++=hundred
dollars ^nns++++=dollars
in ^in++++=in
cash ^nn++++=cash
" ^zz++++="
" ^zz++++="Impossible."
impossible ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
goods ^nns++++=goods
are ^vb+ber+vrb++=are
in ^in++++=in
perfect ^jj++++=perfect
order ^to++++=order."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
want ^vb++++=want
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
deal ^vb++++=deal
in ^in++++=in
the ^ati++++=the
same ^ap++++=same
article ^nn++++=article."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
a ^at++++=a
full ^jj+atrb+++=full
supply ^nn++++=supply."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
true ^jj++++=true.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Jones ^np++++=Jones
had ^vb+hv+vrb++=had
that ^dt+dem+++=that
morning ^nn++++=morning
written ^vbd+++xvbn+=written
to ^in++++=to
his ^pp$+pp3+++=his
agent ^nn++++=agent
requesting ^vwbg+++xvbg+=requesting
the ^ati++++=the
purchase ^nn++++=purchase
of ^in++++=of
similar ^jj+atrb+++=similar
goods ^nns++++=goods.
. ^zz++++=EXTRAWORD
Armor ^np+++??+=Armor
arose ^vbd+++xvbn+=arose.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
must ^md+nec+++=must
try ^vb++++=try
elsewhere ^rb++++=elsewhere."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Stay,"
stay ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Jones ^np++++=Jones.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
might ^md+pos+++=might
take ^vb++++=take
the ^ati++++=the
cloths ^nns++++=cloths,
, ^zz++++=EXTRAWORD
merely ^rb+down+++=merely
to ^to++++=to
oblige ^vbi++++=oblige
you ^pp2+pp2+++=you;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
danger ^nn++++=danger
of ^in++++=of
a ^at++++=a
decline ^nn++++=decline.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
allow ^vb++++=allow
more ^rbr++++=more
than ^in++++=than
the ^ati++++=the
amount ^nn++++=amount
of ^in++++=of
the ^ati++++=the
note ^nn++++=note."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Twelve
twelve ^cd++++=EXTRAWORD
cases ^nns++++=cases
for ^in++++=for
fifteen ^cd++++=fifteen
hundred ^cd++++=hundred
dollars ^nns++++=dollars!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
proposed ^vbd+++xvbn+=proposed
them ^pp3o+pp3+++=them
for ^in++++=for
eighteen ^cd++++=eighteen
hundred ^cd++++=hundred."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Because
because ^cs+cos+++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must
have ^vb+hv+vrb++=have
three ^cd++++=three
hundred ^cd++++=hundred
dollars ^nns++++=dollars
to ^to++++=to
meet ^vbi++++=meet
the ^ati++++=the
wages ^nns++++=wages
of ^in++++=of
my ^pp$+pp1+++=my
workmen ^nns++++=workmen
and ^cc++++=and
certain ^jj+atrb+++=certain
smaller ^jjr+atrb+++=smaller
debts ^nns++++=debts."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
cannot ^md+pos+not++=cannot
help ^vb++++=help
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
The ^ati++++=The
goods ^nns++++=goods
may ^md+pos+++=may
remain ^vb++++=remain
on ^in++++=on
my ^pp$+pp1+++=my
hands ^nns++++=hands
for ^in++++=for
months ^nns++++=months.
. ^zz++++=EXTRAWORD
Cash ^nn++++=Cash
is ^vbz+bez+vrb++=is
cash ^nn++++=cash."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Armor ^np++++=Armor's
's ^$++++=EXTRAWORD
lips ^nns++++=lips
grew ^vbd+++xvbn+=grew
pale ^nn++++=pale.
. ^zz++++=EXTRAWORD
" ^zz++++="Allow
allow ^vb++++=EXTRAWORD
me ^pp1o+pp1+++=me
two ^cd++++=two
hundred ^cd++++=hundred
dollars ^nns++++=dollars."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
hundred ^cd++++=hundred,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
a ^at++++=a
dollar ^nn++++=dollar.
. ^zz++++=EXTRAWORD
The ^ati++++=The
note ^nn++++=note
and ^cc++++=and
protest ^nn++++=protest
expenses ^nns++++=expenses
that ^tht+rel+subj++=that
is ^vbz+bez+vrb++=is
all ^abn++++=all."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
would ^md+prd+++=would
gain ^vb++++=gain
nearly ^rb+down+++=nearly
nine ^cd++++=nine
hundred ^cd++++=hundred
dollars ^nns++++=dollars
by ^in++++=by
my ^pp$+pp1+++=my
distress ^nns+nom+++=distress."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Gain!"
gain ^vb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
exclaimed ^vbd+++xvbn+=exclaimed
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Jones ^np++++=Jones.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
forget ^vb+vprv+++=forget
interest ^nn++++=interest,
, ^zz++++=EXTRAWORD
storage ^nn+nom+++=storage,
, ^zz++++=EXTRAWORD
risk ^vb++++=risk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
experience ^nn+nom+++=experience.
. ^zz++++=EXTRAWORD
Business ^nns+nom+++=Business
is ^vbz+bez+vrb++=is
business ^nns+nom+++=business."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Armor ^np+++??+=Armor
turned ^vbd+++xvbn+=turned
toward ^in++++=toward
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
hard ^jj+atrb+++=hard
struggle ^nn++++=struggle
in ^in++++=in
his ^pp$+pp3+++=his
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
A ^at++++=A
protest ^nn++++=protest
might ^md+pos+++=might
destroy ^vb++++=destroy
his ^pp$+pp3+++=his
remaining ^vbg+++xvbg+=remaining
credit ^nn++++=credit;
; ^zz++++=EXTRAWORD
acceptance ^nn+nom+++=acceptance
of ^in++++=of
the ^ati++++=the
offer ^nn++++=offer
would ^md+prd+++=would
strip ^vb++++=strip
him ^pp3o+pp3+++=him
of ^in++++=of
nearly ^rb+down+++=nearly
all ^rb++++=all
his ^pp$+pp3+++=his
available ^jj+atrb+++=available
merchandise ^nn++++=merchandise.
. ^zz++++=EXTRAWORD
At ^rb++++=At
length ^rb"++++=length
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
no ^at++++=no
alternative ^nn++++=alternative.
. ^zz++++=EXTRAWORD
Take ^vb++++=Take
the ^ati++++=the
goods ^nns++++=goods."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Very
very ^ql+amp+++=EXTRAWORD
well ^rb++++=well.
. ^zz++++=EXTRAWORD
Have ^vb+hv+aux++=Have
them ^pp3o+pp3+++=them
sent ^vbd+++xvbn+=sent
round ^rb++++=round
before ^in++++=before
five ^cd++++=five
o ^zz++++=o'clock."
'clock." ^nn+++??+=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Jones ^np++++=Jones
drew ^vbd+++xvbn+=drew
up ^rb+phrv+++=up
the ^ati++++=the
agreement ^nn+nom+++=agreement
with ^in++++=with
great ^jj+atrb+++=great
precision ^nn++++=precision.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Armor ^np+++??+=Armor
had ^vbd+hvd+aux++=had
signed ^vprf+++xvbnx+=signed
it ^pp3+it+++=it
and ^cc++++=and
gone ^vbd+++xvbn+=gone,
, ^zz++++=EXTRAWORD
the ^ati++++=the
merchant ^nn+nom+++=merchant
leaned ^vbd+++xvbn+=leaned
back ^jjb++++=back
in ^in++++=in
his ^pp$+pp3+++=his
chair ^nn++++=chair.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
will ^md+prd+++=will
pay ^vb++++=pay,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
Will ^md+prd+++=Will
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
tea ^nn++++=tea-table
- ^zz++++=EXTRAWORD
table ^nn++++=EXTRAWORD
that ^tht+rel+++=that
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Jones ^np++++=Jones
was ^vbd+bedz+vrb++=was
in ^in++++=in
unusually ^rb++++=unusually
high ^jj+atrb+++=high
spirits ^nns++++=spirits.
. ^zz++++=EXTRAWORD
" ^zz++++="Smith,"
smith ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
two ^cd++++=two
families ^nns++++=families
lived ^vbd+++xvbn+=lived
in ^in++++=in
adjoining ^xvbg+++xvbg+=adjoining
houses ^nns++++=houses
and ^cc++++=and
the ^ati++++=the
neighbours ^nns++++=neighbours
had ^vbd+hvd+aux++=had
met ^vprf+++xvbnx+=met
at ^rb++++=at
their ^pp$+pp3+++=their
doors ^nns++++=doors,
, ^zz++++=EXTRAWORD
" ^zz++++="how
how ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+vrb++=did
your ^pp$+pp2+++=your
charitable ^jj+atrb+++=charitable
consultation ^nn+nom+++=consultation
prosper ^jjr++++=prosper?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Very
very ^ql+amp+++=EXTRAWORD
well ^rb++++=well."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Any
any ^dti++++=EXTRAWORD
commission ^nn++++=commission?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="None."
none ^pn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Any
any ^dti++++=EXTRAWORD
profit ^nn++++=profit?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Much."
much ^ap++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="In
in ^in++++=EXTRAWORD
money ^nn++++=money?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
it ^pp3+it+++=it
exists ^vbz++++=exists
only ^rb+down+++=only
in ^in++++=in
your ^pp$+pp2+++=your
imagination ^nn+nom+++=imagination.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
meanwhile ^rb+cnj+++=meanwhile,
, ^zz++++=EXTRAWORD
have ^vb+hv+aux++=have
made ^vprf+++xvbnx+=made
two ^cd++++=two
excellent ^jj+atrb+++=excellent
operations ^nns+nom+++=operations.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
remember ^nn+nom+++=remember
the ^ati++++=the
Western ^jj+atrb+++=Western
and ^cc+phrs+++=and
Northern ^jj+atrb+++=Northern
stock ^nn++++=stock?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+vrb++=do."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
bought ^vbd+++xvbnx+=bought
fifty ^cd++++=fifty
shares ^vbz++++=shares
at ^rb++++=at
ninety ^cd++++=ninety-two."
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith
looked ^vbd+++xvbn+=looked
at ^rb++++=at
him ^pp3o+pp3+++=him
with ^in++++=with
surprise ^nn++++=surprise.
. ^zz++++=EXTRAWORD
" ^zz++++="From
from ^in++++=EXTRAWORD
Perkins ^np++++=Perkins?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes.
