Among ^in++++=Among
heart ^nn++++=heart
to ^to++++=to
awaken ^vbi++++=awaken
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
second ^od++++=second
day ^nn++++=day
dragged ^vbd+++xvbn+=dragged
onward ^jjb++++=onward.
. ^zz++++=EXTRAWORD
Rudolf ^np++++=Rudolf
still ^rb++++=still
lived ^vbd+++xvbn+=lived,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
every ^at++++=every
breath ^nn++++=breath
appeared ^vbd+seem+tht0+xvbn+=appeared
his ^pp$+pp3+++=his
last ^ap++++=last.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
exhausted ^xvbn+++xvbn+=exhausted
by ^in++++=by
cold ^nn++++=cold,
, ^zz++++=EXTRAWORD
hunger ^nn++++=hunger,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
grief ^nn++++=grief,
, ^zz++++=EXTRAWORD
leaned ^j+++xvbn+=leaned
against ^in++++=against
the ^ati++++=the
scaffold ^nn+++??+=scaffold,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
would ^md+prd+++=would
not ^xnot++not++=not
depart ^vb++++=depart.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
begged ^vbd+++xvbnx+=begged
her ^pp$+pp3+++=her
once ^cs+tm+++=once
more ^ql++++=more
to ^to++++=to
seek ^vbi++++=seek
shelter ^nn++++=shelter.
. ^zz++++=EXTRAWORD
" ^zz++++="Gertrude,"
gertrude ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="thy
thy ^pp$+pp2+++=EXTRAWORD
face ^nn++++=face
is ^vbz+bez+vrb++=is
pale ^nn++++=pale.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
bear ^vb+vprv+++=bear
that ^tht+vcmp+++=that
thou ^pp2+pp2+++=thou
shouldst ^nn+++??+=shouldst
perish ^vb++++=perish
for ^in++++=for
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
answered ^vbd+vpub++xvbnx+=answered,
, ^zz++++=EXTRAWORD
" ^zz++++="Think
think ^vb+vprv+++=EXTRAWORD
not ^xnot++not++=not
of ^in++++=of
my ^pp$+pp1+++=my
body ^nn++++=body.
. ^zz++++=EXTRAWORD
God ^np++++=God
gives ^vbz++++=gives
strength ^nn++++=strength
according ^in+cmpx+++=according
to ^in"++++=to
the ^ati++++=the
need ^nn++++=need.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
thou ^pp2+pp2+++=thou
art ^nn++++=art
at ^rb++++=at
rest ^nn++++=rest,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
too ^ql++++=too
shall ^md+prd+++=shall
find ^vb+vprv+++=find
rest ^nn++++=rest."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
came ^vbd+++xvbn+=came
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
it ^pp3+it+++=it
a ^at++++=a
sharper ^jjr++++=sharper
cold ^jj++++=cold.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wrapped ^vbd+++xvbnx+=wrapped
the ^ati++++=the
cloak ^nn++++=cloak
about ^in++++=about
his ^pp$+pp3+++=his
limbs ^nns++++=limbs
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
their ^pp$+pp3+++=their
cruel ^jj+atrb+++=cruel
fastenings ^nns++++=fastenings
allowed ^vwbn+++xvbn+=allowed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
repeated ^xvbn+++xvbn+=repeated
portions ^nns+nom+++=portions
of ^in++++=of
Scripture ^nn++++=Scripture
which ^whp+rel+obj++=which
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
learned ^vprf+++xvbnx+=learned
in ^in++++=in
happier ^jjr+atrb+++=happier
days ^nns++++=days.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
spoke ^vbd+++xvbnx+=spoke
of ^in++++=of
their ^pp$+pp3+++=their
home ^nr++++=home,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
to ^to++++=to
awaken ^vbi++++=awaken
vain ^jj+atrb+++=vain
regret ^nn++++=regret,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
to ^to++++=to
assure ^vbi++++=assure
him ^pp3o+pp3+++=him
that ^dt+dem+++=that
all ^abn++++=all
its ^pp$+it+++=its
innocent ^jj+atrb+++=innocent
joys ^nns++++=joys
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
gifts ^nns++++=gifts
of ^in++++=of
God ^np++++=God
and ^cc++++=and
pledges ^vbz++++=pledges
of ^in++++=of
a ^at++++=a
better ^jjr+atrb+++=better
dwelling ^nvbg+++xvbg+=dwelling.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
memory ^nn++++=memory,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
might ^md+pos+++=might
have ^vb+hv+aux++=have
increased ^vprf+++xvbnx+=increased
despair ^vb++++=despair,
, ^zz++++=EXTRAWORD
became ^j+++xvbn+=became
in ^in++++=in
her ^pp$+pp3+++=her
mouth ^nn++++=mouth
an ^at++++=an
instrument ^nn+nom+++=instrument
of ^in++++=of
consolation ^nn+nom+++=consolation.
. ^zz++++=EXTRAWORD
The ^ati++++=The
second ^od++++=second
night ^nn++++=night
was ^vbd+bedz+vrb++=was
more ^rbr++++=more
terrible ^jj+pred+++=terrible
than ^in++++=than
the ^ati++++=the
first ^rb+cnj+++=first,
, ^zz++++=EXTRAWORD
for ^in++++=for
weakness ^nns+nom+++=weakness
had ^vb+hv+aux++=had
nearly ^rb+down+splt++=nearly
deprived ^vprf+++xvbnx+=deprived
Rudolf ^np++++=Rudolf
of ^in++++=of
speech ^nn++++=speech,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Gertrude ^np++++=Gertrude
could ^md+pos+++=could
not ^xnot++not++=not
always ^rb++++=always
tell ^vb++++=tell
whether ^cs+who+++=whether
he ^pp3a+pp3+++=he
heard ^vbd+vprv+tht0+xvbnx+=heard
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Still ^rb++++=Still
she ^pp3a+pp3+++=she
prayed ^vbd+vsua++xvbnx+=prayed.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
she ^pp3a+pp3+++=she
raised ^vbd+++xvbnx+=raised
herself ^ppl+pp3+++=herself
and ^cc++++=and
listened ^vpsv++agls+xvbn+=listened
for ^in++++=for
his ^pp$+pp3+++=his
breathing ^nvbg+++xvbg+=breathing;
; ^zz++++=EXTRAWORD
sometimes ^rb++++=sometimes
she ^pp3a+pp3+++=she
laid ^vbd+++xvbnx+=laid
her ^pp$+pp3+++=her
hand ^nn++++=hand
upon ^in++++=upon
his ^pp$+pp3+++=his
brow ^nn++++=brow;
; ^zz++++=EXTRAWORD
sometimes ^rb+cnj+++=sometimes,
, ^zz++++=EXTRAWORD
overcome ^xvbn+++xvbn+=overcome
by ^in++++=by
sorrow ^nn++++=sorrow,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
bowed ^vbd+++xvbnx+=bowed
her ^pp3o+pp3+++=her
head ^jjb++++=head
and ^cc++++=and
wept ^vbd+++xvbn+=wept
silently ^rb++++=silently.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
no ^at++++=no
complaint ^nn++++=complaint
against ^in++++=against
Providence ^np+nom++??+=Providence
escaped ^vbd+++xvbn+=escaped
her ^pp$+pp3+++=her
lips ^nns++++=lips.
. ^zz++++=EXTRAWORD
At ^rb++++=At
length ^rb"++++=length
another ^ppls++++=another
dawn ^np++++=dawn
touched ^vbd+++xvbn+=touched
the ^ati++++=the
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
Rudolf ^np++++=Rudolf
opened ^vbd+++xvbn+=opened
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
with ^in++++=with
a ^at++++=a
clearness ^nns+nom+++=clearness
which ^whp+rel+subj++=which
had ^vb+hv+aux++=had
long ^rb++splt++=long
been ^vprf+ben+vrb+xvbnx+=been
absent ^jj++++=absent,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
looked ^vpsv++agls+xvbn+=looked
upon ^in++++=upon
his ^pp$+pp3+++=his
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
faithful ^jj+atrb+++=faithful
Gertrude ^np++++=Gertrude,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
murmured ^vbd+++xvbnx+=murmured,
, ^zz++++=EXTRAWORD
" ^zz++++="thou
thou ^pp2+pp2+++=EXTRAWORD
hast ^&fw++++=hast
been ^vprf+ben+vrb+xvbn+=been
true ^jj++++=true
unto ^in++++=unto
death ^nn++++=death."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
beyond ^in++++=beyond
death ^nn++++=death,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
replied ^vbd+vpub++xvbnx+=replied,
, ^zz++++=EXTRAWORD
" ^zz++++="through
through ^in++++=EXTRAWORD
the ^ati++++=the
mercy ^nn++++=mercy
of ^in++++=of
God ^nn++++=God."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Tell
tell ^vb++++=EXTRAWORD
me ^pp1o+pp1+++=me
once ^rb+tm+++=once
more ^rbr++++=more
that ^cs+sub+++=that
thou ^pp2+pp2+++=thou
forgivest ^jjt++++=forgivest
me ^pp1o+pp1+++=me
for ^in++++=for
bringing ^xvbg+++xvbg+=bringing
sorrow ^nn++++=sorrow
upon ^in++++=upon
thee ^pp2+pp2+++=thee."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
nothing ^pn++++=nothing
to ^to++++=to
forgive ^vbi++++=forgive.
. ^zz++++=EXTRAWORD
Where ^wrb+who+++=Where
thou ^pp2+pp2+++=thou
didst ^nn+++??+=didst
err ^vb++++=err,
, ^zz++++=EXTRAWORD
God ^np++++=God
forgive ^vb++++=forgive
thee ^pp2+pp2+++=thee;
; ^zz++++=EXTRAWORD
where ^wrb+who+++=where
thou ^pp2+pp2+++=thou
hast ^&fw++++=hast
been ^vprf+ben+aux+xvbn+=been
falsely ^rb++splt++=falsely
accused ^vpsv++agls+xvbn+=accused,
, ^zz++++=EXTRAWORD
God ^np++++=God
vindicate ^nn+nom+++=vindicate
thee ^pp2+pp2+++=thee.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
love ^nn++++=love
thee ^pp2+pp2+++=thee
still ^rb++++=still."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
faint ^jj+atrb+++=faint
peace ^nn++++=peace
passed ^vbd+++xvbn+=passed
over ^rb+phrv+++=over
his ^pp$+pp3+++=his
countenance ^nn+nom+++=countenance.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
farewell ^nn++++=farewell,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Thy
thy ^pp$+pp2+++=EXTRAWORD
love ^nn++++=love
hath ^vbz+hvz+aux++=hath
lightened ^vprf+++xvbnx+=lightened
the ^ati++++=the
wheel ^nn++++=wheel.
. ^zz++++=EXTRAWORD
May ^md+pos+++=May
Christ ^vb++++=Christ
receive ^vb++++=receive
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
may ^md+pos+++=may
He ^pp3a+pp3+++=He
reward ^nn++++=reward
thee ^pp2+pp2+++=thee
when ^wrb+who+++=when
thy ^pp$+pp2+++=thy
own ^ap++++=own
hour ^nn++++=hour
comes ^vbz++++=comes."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
placed ^vbd+++xvbnx+=placed
her ^pp$+pp3+++=her
hand ^nn++++=hand
within ^in++++=within
his ^pp$+pp3+++=his,
, ^zz++++=EXTRAWORD
so ^ql++++=so
far ^rb+pl+++=far
as ^in++++=as
the ^ati++++=the
bonds ^nns++++=bonds
permitted ^vbd+++xvbn+=permitted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
commended ^vbd+++xvbn+=commended
his ^pp$+pp3+++=his
spirit ^nn++++=spirit
to ^in++++=to
God ^np++++=God.
. ^zz++++=EXTRAWORD
A ^ap++++=A
few ^ap"++++=few
moments ^nns+nom+++=moments
later ^rbr+tm+++=later
his ^pp$+pp3+++=his
breathing ^xvbg+++xvbg+=breathing
ceased ^vprf+++xvbn+=ceased.
. ^zz++++=EXTRAWORD
Gertrude ^np++++=Gertrude
remained ^vbd+++xvbn+=remained
kneeling ^vbg+nom++xvbg+=kneeling.
. ^zz++++=EXTRAWORD
The ^ati++++=The
world ^nn++++=world
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
strangely ^rb++++=strangely
silent ^jj++++=silent
to ^in++++=to
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
men ^nns++++=men
moved ^vbd+++xvbn+=moved
and ^cc+phrs+++=and
spoke ^vbd+++xvbn+=spoke
around ^in++++=around
the ^ati++++=the
scaffold ^nn+++??+=scaffold.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
she ^pp3a+pp3+++=she
arose ^vbd+++xvbnx+=arose,
, ^zz++++=EXTRAWORD
kissed ^j+++xvbn+=kissed
the ^ati++++=the
hand ^nn++++=hand
now ^rn+tm+++=now
insensible ^jj++++=insensible
to ^in++++=to
her ^pp$+pp3+++=her
touch ^nn++++=touch,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
suffered ^vbd+++xvbn+=suffered
herself ^ppl+pp3+++=herself
to ^to++++=to
be ^vbi+vbi+aux++=be
led ^vpsv++agls+xvbnx+=led
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+aux++=did
not ^xnot++not++=not
seek ^vb++++=seek
revenge ^nn++++=revenge
upon ^in++++=upon
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
condemned ^vprf+++xvbnx+=condemned
Rudolf ^np++++=Rudolf,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
did ^vbd+dod+aux++=did
she ^pp3a+pp3+++=she
spend ^vb++++=spend
her ^pp$+pp3+++=her
remaining ^vbg+++xvbg+=remaining
days ^nns++++=days
accusing ^jj+atrb+++=accusing
Heaven ^nn++++=Heaven.
. ^zz++++=EXTRAWORD
Having ^vbg+++xvbg+=Having
buried ^jj+atrb++xvbn+=buried
earthly ^jj+atrb+++=earthly
hope ^nn++++=hope,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
entered ^vbd+++xvbnx+=entered
a ^at++++=a
convent ^nn++++=convent,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
prayer ^nn++++=prayer,
, ^zz++++=EXTRAWORD
care ^nn++++=care
of ^in++++=of
the ^ati++++=the
sick ^jj++++=sick,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
charity ^nn+nom+++=charity
toward ^in++++=toward
the ^ati++++=the
poor ^nn++++=poor
became ^vbd+++xvbn+=became
the ^ati++++=the
quiet ^jj+atrb+++=quiet
occupations ^nns+nom+++=occupations
of ^in++++=of
her ^pp$+pp3+++=her
widowhood ^nn+nom+++=widowhood.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sorrow ^nn++++=sorrow
which ^whp+rel+subj++=which
might ^md+pos+++=might
have ^vb+hv+aux++=have
hardened ^vprf+++xvbnx+=hardened
another ^dt++++=another
heart ^nn++++=heart
only ^rb+down+++=only
enlarged ^jj+++xvbn+=enlarged
hers ^pp$$++++=hers.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
who ^whp+who+whq++=who
had ^vbd+hvd+aux++=had
carried ^vprf+++xvbnx+=carried
water ^nn++++=water
to ^to++++=to
one ^cd1++++=one
tormented ^jj+atrb++xvbn+=tormented
sufferer ^nn+nom+++=sufferer
learned ^vbd+vprv++xvbn+=learned
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
in ^in++++=in
every ^at++++=every
afflicted ^jj+atrb++xvbn+=afflicted
creature ^nn++++=creature
a ^at++++=a
claim ^nn++++=claim
upon ^in++++=upon
her ^pp$+pp3+++=her
tenderness ^nns+nom+++=tenderness.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
Agnes ^np++++=Agnes
and ^cc++++=and
Gertrude ^np++++=Gertrude,
, ^zz++++=EXTRAWORD
women ^nns++++=women
alike ^rb++++=alike
in ^in++++=in
strength ^nn++++=strength
of ^in++++=of
will ^md+prd+++=will,
, ^zz++++=EXTRAWORD
stand ^vb++++=stand
opposed ^vbd+++xvbn+=opposed
before ^in++++=before
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
The ^ati++++=The
one ^pn++++=one,
, ^zz++++=EXTRAWORD
clothed ^xvbn+++xvbn+=clothed
in ^in++++=in
princely ^jj+atrb+++=princely
power ^nn++++=power,
, ^zz++++=EXTRAWORD
pursued ^jj+atrb++xvbn+=pursued
vengeance ^nn+nom+++=vengeance
and ^cc++++=and
vainly ^rb++++=vainly
sought ^vbd+++xvbn+=sought
to ^to++++=to
sanctify ^vbi++++=sanctify
cruelty ^nn++++=cruelty
by ^in++++=by
religious ^jj+atrb+++=religious
gifts ^nns++++=gifts;
; ^zz++++=EXTRAWORD
the ^ati++++=the
other ^ap++++=other,
, ^zz++++=EXTRAWORD
poor ^jj++++=poor
and ^cc+phrs+++=and
helpless ^jj++++=helpless
beneath ^in+pl+++=beneath
a ^at++++=a
scaffold ^nn+++??+=scaffold,
, ^zz++++=EXTRAWORD
conquered ^jj+atrb++xvbn+=conquered
hatred ^nn++++=hatred
by ^in++++=by
compassion ^nn++++=compassion.
. ^zz++++=EXTRAWORD
Agnes ^np++++=Agnes
raised ^vbd+++xvbn+=raised
walls ^nns++++=walls
of ^in++++=of
stone ^nn++++=stone;
; ^zz++++=EXTRAWORD
Gertrude ^np++++=Gertrude
built ^vbd+++xvbn+=built
within ^in++++=within
her ^pp$+pp3+++=her
soul ^nn++++=soul
a ^at++++=a
temple ^nn++++=temple
of ^in++++=of
faithfulness ^nns+nom+++=faithfulness.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
when ^wrb+who+++=when
at ^rb++++=at
last ^rb"++++=last
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
called ^vpsv++agls+xvbnx+=called
from ^in++++=from
labour ^nn++++=labour
and ^cc++++=and
mourning ^nvbg+++xvbg+=mourning,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
may ^md+pos+++=may
reverently ^rb++splt++=reverently
trust ^vb+vprv+++=trust
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
entered ^vbd+++xvbnx+=entered
that ^dt+dem+++=that
true ^jj+atrb+++=true
rest ^nn++++=rest
where ^wrb+who+++=where
no ^at++++=no
wheel ^vb++++=wheel
is ^vbz+bez+aux++=is
raised ^vpsv++agls+xvbnx+=raised,
, ^zz++++=EXTRAWORD
no ^at++++=no
sentence ^nn+nom+++=sentence
unjustly ^rb++++=unjustly
uttered ^vbd+++xvbn+=uttered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
those ^dt+pdem+++=those
whom ^whp+rel+obj++=whom
love ^nn++++=love
hath ^vbz+hvz+aux++=hath
kept ^vbd+++xvbn+=kept
faithful ^jj++++=faithful
unto ^in++++=unto
death ^nn++++=death
are ^vb+ber+aux++=are
parted ^vbd+++xvbn+=parted
no ^at++++=no
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
